location,date,vaccine,total_vaccinations
Latvia,2021-05-29,Oxford/AstraZeneca,227956.0
Latvia,2021-05-29,Pfizer/BioNTech,384576.0
Latvia,2021-05-30,Johnson&Johnson,21620.0
Latvia,2021-05-30,Moderna,151115.0
Latvia,2021-05-30,Oxford/AstraZeneca,227992.0
Latvia,2021-05-30,Pfizer/BioNTech,387750.0
Latvia,2021-05-31,Johnson&Johnson,22680.0
Latvia,2021-05-31,Moderna,152812.0
Latvia,2021-05-31,Oxford/AstraZeneca,229620.0
Latvia,2021-05-31,Pfizer/BioNTech,396402.0
Latvia,2021-06-01,Johnson&Johnson,23631.0
Latvia,2021-06-01,Moderna,154570.0
Latvia,2021-06-01,Oxford/AstraZeneca,232293.0
Latvia,2021-06-01,Pfizer/BioNTech,412206.0
Latvia,2021-06-02,Johnson&Johnson,25088.0
Latvia,2021-06-02,Moderna,157479.0
Latvia,2021-06-02,Oxford/AstraZeneca,234988.0
Latvia,2021-06-02,Pfizer/BioNTech,427136.0
Latvia,2021-06-03,Johnson&Johnson,26168.0
Latvia,2021-06-03,Moderna,161397.0
Latvia,2021-06-03,Oxford/AstraZeneca,237323.0
Latvia,2021-06-03,Pfizer/BioNTech,441607.0
Latvia,2021-06-04,Johnson&Johnson,27983.0
Latvia,2021-06-04,Moderna,166211.0
Latvia,2021-06-04,Oxford/AstraZeneca,238637.0
Latvia,2021-06-04,Pfizer/BioNTech,453724.0
Latvia,2021-06-05,Johnson&Johnson,29021.0
Latvia,2021-06-05,Moderna,167881.0
Latvia,2021-06-05,Oxford/AstraZeneca,238908.0
Latvia,2021-06-05,Pfizer/BioNTech,461997.0
Latvia,2021-06-06,Johnson&Johnson,30103.0
Latvia,2021-06-06,Moderna,167986.0
Latvia,2021-06-06,Oxford/AstraZeneca,238920.0
Latvia,2021-06-06,Pfizer/BioNTech,466011.0
Latvia,2021-06-07,Johnson&Johnson,31151.0
Latvia,2021-06-07,Moderna,170230.0
Latvia,2021-06-07,Oxford/AstraZeneca,240863.0
Latvia,2021-06-07,Pfizer/BioNTech,475705.0
Latvia,2021-06-08,Johnson&Johnson,32563.0
Latvia,2021-06-08,Moderna,172456.0
Latvia,2021-06-08,Oxford/AstraZeneca,244151.0
Latvia,2021-06-08,Pfizer/BioNTech,486887.0
Latvia,2021-06-09,Johnson&Johnson,33782.0
Latvia,2021-06-09,Moderna,174712.0
Latvia,2021-06-09,Oxford/AstraZeneca,247719.0
Latvia,2021-06-09,Pfizer/BioNTech,498207.0
Latvia,2021-06-10,Johnson&Johnson,35379.0
Latvia,2021-06-10,Moderna,177076.0
Latvia,2021-06-10,Oxford/AstraZeneca,250854.0
Latvia,2021-06-10,Pfizer/BioNTech,508126.0
Latvia,2021-06-11,Johnson&Johnson,36951.0
Latvia,2021-06-11,Moderna,179731.0
Latvia,2021-06-11,Oxford/AstraZeneca,253372.0
Latvia,2021-06-11,Pfizer/BioNTech,518763.0
Latvia,2021-06-12,Johnson&Johnson,38246.0
Latvia,2021-06-12,Moderna,180779.0
Latvia,2021-06-12,Oxford/AstraZeneca,253604.0
Latvia,2021-06-12,Pfizer/BioNTech,524456.0
Latvia,2021-06-13,Johnson&Johnson,38709.0
Latvia,2021-06-13,Moderna,181105.0
Latvia,2021-06-13,Oxford/AstraZeneca,253616.0
Latvia,2021-06-13,Pfizer/BioNTech,525288.0
Latvia,2021-06-14,Johnson&Johnson,39602.0
Latvia,2021-06-14,Moderna,183041.0
Latvia,2021-06-14,Oxford/AstraZeneca,254879.0
Latvia,2021-06-14,Pfizer/BioNTech,531574.0
Latvia,2021-06-15,Johnson&Johnson,41269.0
Latvia,2021-06-15,Moderna,184758.0
Latvia,2021-06-15,Oxford/AstraZeneca,257664.0
Latvia,2021-06-15,Pfizer/BioNTech,538384.0
Latvia,2021-06-16,Johnson&Johnson,42868.0
Latvia,2021-06-16,Moderna,186866.0
Latvia,2021-06-16,Oxford/AstraZeneca,260429.0
Latvia,2021-06-16,Pfizer/BioNTech,547847.0
Latvia,2021-06-17,Johnson&Johnson,44522.0
Latvia,2021-06-17,Moderna,188447.0
Latvia,2021-06-17,Oxford/AstraZeneca,262682.0
Latvia,2021-06-17,Pfizer/BioNTech,555647.0
Latvia,2021-06-18,Johnson&Johnson,46530.0
Latvia,2021-06-18,Moderna,190381.0
Latvia,2021-06-18,Oxford/AstraZeneca,264758.0
Latvia,2021-06-18,Pfizer/BioNTech,566946.0
Latvia,2021-06-19,Johnson&Johnson,48022.0
Latvia,2021-06-19,Moderna,191995.0
Latvia,2021-06-19,Oxford/AstraZeneca,265285.0
Latvia,2021-06-19,Pfizer/BioNTech,571796.0
Latvia,2021-06-20,Johnson&Johnson,48683.0
Latvia,2021-06-20,Moderna,192699.0
Latvia,2021-06-20,Oxford/AstraZeneca,265351.0
Latvia,2021-06-20,Pfizer/BioNTech,573847.0
Latvia,2021-06-21,Johnson&Johnson,50204.0
Latvia,2021-06-21,Moderna,194436.0
Latvia,2021-06-21,Oxford/AstraZeneca,268394.0
Latvia,2021-06-21,Pfizer/BioNTech,580086.0
Latvia,2021-06-22,Johnson&Johnson,51497.0
Latvia,2021-06-22,Moderna,195847.0
Latvia,2021-06-22,Oxford/AstraZeneca,269466.0
Latvia,2021-06-22,Pfizer/BioNTech,586669.0
Latvia,2021-06-23,Johnson&Johnson,51625.0
Latvia,2021-06-23,Moderna,195884.0
Latvia,2021-06-23,Oxford/AstraZeneca,269471.0
Latvia,2021-06-23,Pfizer/BioNTech,586852.0
Latvia,2021-06-24,Johnson&Johnson,51635.0
Latvia,2021-06-24,Moderna,195904.0
Latvia,2021-06-24,Oxford/AstraZeneca,269476.0
Latvia,2021-06-24,Pfizer/BioNTech,586914.0
Latvia,2021-06-25,Johnson&Johnson,51962.0
Latvia,2021-06-25,Moderna,197187.0
Latvia,2021-06-25,Oxford/AstraZeneca,269616.0
Latvia,2021-06-25,Pfizer/BioNTech,588170.0
Latvia,2021-06-26,Johnson&Johnson,52572.0
Latvia,2021-06-26,Moderna,197419.0
Latvia,2021-06-26,Oxford/AstraZeneca,270758.0
Latvia,2021-06-26,Pfizer/BioNTech,589407.0
Latvia,2021-06-27,Johnson&Johnson,53043.0
Latvia,2021-06-27,Moderna,197579.0
Latvia,2021-06-27,Oxford/AstraZeneca,271993.0
Latvia,2021-06-27,Pfizer/BioNTech,589822.0
Latvia,2021-06-28,Johnson&Johnson,54350.0
Latvia,2021-06-28,Moderna,199936.0
Latvia,2021-06-28,Oxford/AstraZeneca,275057.0
Latvia,2021-06-28,Pfizer/BioNTech,598617.0
Latvia,2021-06-29,Johnson&Johnson,56202.0
Latvia,2021-06-29,Moderna,202171.0
Latvia,2021-06-29,Oxford/AstraZeneca,277154.0
Latvia,2021-06-29,Pfizer/BioNTech,606852.0
Latvia,2021-06-30,Johnson&Johnson,58132.0
Latvia,2021-06-30,Moderna,203948.0
Latvia,2021-06-30,Oxford/AstraZeneca,279962.0
Latvia,2021-06-30,Pfizer/BioNTech,615069.0
Latvia,2021-07-01,Johnson&Johnson,59795.0
Latvia,2021-07-01,Moderna,205737.0
Latvia,2021-07-01,Oxford/AstraZeneca,281195.0
Latvia,2021-07-01,Pfizer/BioNTech,622156.0
Latvia,2021-07-02,Johnson&Johnson,61766.0
Latvia,2021-07-02,Moderna,208273.0
Latvia,2021-07-02,Oxford/AstraZeneca,282482.0
Latvia,2021-07-02,Pfizer/BioNTech,628778.0
Latvia,2021-07-03,Johnson&Johnson,63353.0
Latvia,2021-07-03,Moderna,209102.0
Latvia,2021-07-03,Oxford/AstraZeneca,284940.0
Latvia,2021-07-03,Pfizer/BioNTech,632527.0
Latvia,2021-07-04,Johnson&Johnson,64185.0
Latvia,2021-07-04,Moderna,209231.0
Latvia,2021-07-04,Oxford/AstraZeneca,284972.0
Latvia,2021-07-04,Pfizer/BioNTech,633766.0
Latvia,2021-07-05,Johnson&Johnson,65725.0
Latvia,2021-07-05,Moderna,210312.0
Latvia,2021-07-05,Oxford/AstraZeneca,285444.0
Latvia,2021-07-05,Pfizer/BioNTech,638389.0
Latvia,2021-07-06,Johnson&Johnson,67777.0
Latvia,2021-07-06,Moderna,210889.0
Latvia,2021-07-06,Oxford/AstraZeneca,286011.0
Latvia,2021-07-06,Pfizer/BioNTech,644076.0
Latvia,2021-07-07,Johnson&Johnson,70329.0
Latvia,2021-07-07,Moderna,211529.0
Latvia,2021-07-07,Oxford/AstraZeneca,286633.0
Latvia,2021-07-07,Pfizer/BioNTech,650436.0
Latvia,2021-07-08,Johnson&Johnson,72320.0
Latvia,2021-07-08,Moderna,212003.0
Latvia,2021-07-08,Oxford/AstraZeneca,287092.0
Latvia,2021-07-08,Pfizer/BioNTech,656183.0
Latvia,2021-07-09,Johnson&Johnson,74852.0
Latvia,2021-07-09,Moderna,212532.0
Latvia,2021-07-09,Oxford/AstraZeneca,289312.0
Latvia,2021-07-09,Pfizer/BioNTech,662215.0
Latvia,2021-07-10,Johnson&Johnson,76486.0
Latvia,2021-07-10,Moderna,213324.0
Latvia,2021-07-10,Oxford/AstraZeneca,291625.0
Latvia,2021-07-10,Pfizer/BioNTech,665499.0
Latvia,2021-07-11,Johnson&Johnson,77405.0
Latvia,2021-07-11,Moderna,213494.0
Latvia,2021-07-11,Oxford/AstraZeneca,291806.0
Latvia,2021-07-11,Pfizer/BioNTech,666283.0
Latvia,2021-07-12,Johnson&Johnson,79068.0
Latvia,2021-07-12,Moderna,214326.0
Latvia,2021-07-12,Oxford/AstraZeneca,292091.0
Latvia,2021-07-12,Pfizer/BioNTech,669984.0
Latvia,2021-07-13,Johnson&Johnson,81207.0
Latvia,2021-07-13,Moderna,214743.0
Latvia,2021-07-13,Oxford/AstraZeneca,292324.0
Latvia,2021-07-13,Pfizer/BioNTech,673842.0
Latvia,2021-07-14,Johnson&Johnson,83531.0
Latvia,2021-07-14,Moderna,215397.0
Latvia,2021-07-14,Oxford/AstraZeneca,292601.0
Latvia,2021-07-14,Pfizer/BioNTech,676477.0
Latvia,2021-07-15,Johnson&Johnson,85217.0
Latvia,2021-07-15,Moderna,215998.0
Latvia,2021-07-15,Oxford/AstraZeneca,292831.0
Latvia,2021-07-15,Pfizer/BioNTech,678759.0
Latvia,2021-07-16,Johnson&Johnson,87198.0
Latvia,2021-07-16,Moderna,216554.0
Latvia,2021-07-16,Oxford/AstraZeneca,292936.0
Latvia,2021-07-16,Pfizer/BioNTech,681792.0
Latvia,2021-07-17,Johnson&Johnson,88779.0
Latvia,2021-07-17,Moderna,216744.0
Latvia,2021-07-17,Oxford/AstraZeneca,292990.0
Latvia,2021-07-17,Pfizer/BioNTech,683610.0
Latvia,2021-07-18,Johnson&Johnson,89196.0
Latvia,2021-07-18,Moderna,216890.0
Latvia,2021-07-18,Oxford/AstraZeneca,292998.0
Latvia,2021-07-18,Pfizer/BioNTech,684301.0
Latvia,2021-07-19,Johnson&Johnson,90387.0
Latvia,2021-07-19,Moderna,217178.0
Latvia,2021-07-19,Oxford/AstraZeneca,293021.0
Latvia,2021-07-19,Pfizer/BioNTech,687891.0
Latvia,2021-07-20,Johnson&Johnson,91645.0
Latvia,2021-07-20,Moderna,217648.0
Latvia,2021-07-20,Oxford/AstraZeneca,293224.0
Latvia,2021-07-20,Pfizer/BioNTech,692750.0
Latvia,2021-07-21,Johnson&Johnson,93074.0
Latvia,2021-07-21,Moderna,217985.0
Latvia,2021-07-21,Oxford/AstraZeneca,293375.0
Latvia,2021-07-21,Pfizer/BioNTech,698199.0
Latvia,2021-07-22,Johnson&Johnson,94309.0
Latvia,2021-07-22,Moderna,218228.0
Latvia,2021-07-22,Oxford/AstraZeneca,293554.0
Latvia,2021-07-22,Pfizer/BioNTech,703083.0
Latvia,2021-07-23,Johnson&Johnson,95286.0
Latvia,2021-07-23,Moderna,218485.0
Latvia,2021-07-23,Oxford/AstraZeneca,293608.0
Latvia,2021-07-23,Pfizer/BioNTech,708068.0
Latvia,2021-07-24,Johnson&Johnson,96347.0
Latvia,2021-07-24,Moderna,218808.0
Latvia,2021-07-24,Oxford/AstraZeneca,293615.0
Latvia,2021-07-24,Pfizer/BioNTech,711402.0
Latvia,2021-07-25,Johnson&Johnson,96603.0
Latvia,2021-07-25,Moderna,218840.0
Latvia,2021-07-25,Oxford/AstraZeneca,293616.0
Latvia,2021-07-25,Pfizer/BioNTech,712471.0
Latvia,2021-07-26,Johnson&Johnson,97235.0
Latvia,2021-07-26,Moderna,219208.0
Latvia,2021-07-26,Oxford/AstraZeneca,293696.0
Latvia,2021-07-26,Pfizer/BioNTech,717088.0
Latvia,2021-07-27,Johnson&Johnson,97831.0
Latvia,2021-07-27,Moderna,219718.0
Latvia,2021-07-27,Oxford/AstraZeneca,293760.0
Latvia,2021-07-27,Pfizer/BioNTech,722171.0
Latvia,2021-07-28,Johnson&Johnson,98435.0
Latvia,2021-07-28,Moderna,220334.0
Latvia,2021-07-28,Oxford/AstraZeneca,293802.0
Latvia,2021-07-28,Pfizer/BioNTech,727850.0
Latvia,2021-07-29,Johnson&Johnson,99063.0
Latvia,2021-07-29,Moderna,220721.0
Latvia,2021-07-29,Oxford/AstraZeneca,293831.0
Latvia,2021-07-29,Pfizer/BioNTech,732312.0
Latvia,2021-07-30,Johnson&Johnson,99611.0
Latvia,2021-07-30,Moderna,221384.0
Latvia,2021-07-30,Oxford/AstraZeneca,293873.0
Latvia,2021-07-30,Pfizer/BioNTech,737938.0
Latvia,2021-07-31,Johnson&Johnson,100274.0
Latvia,2021-07-31,Moderna,221557.0
Latvia,2021-07-31,Oxford/AstraZeneca,293888.0
Latvia,2021-07-31,Pfizer/BioNTech,740909.0
Latvia,2021-08-01,Johnson&Johnson,100600.0
Latvia,2021-08-01,Moderna,221606.0
Latvia,2021-08-01,Oxford/AstraZeneca,293890.0
Latvia,2021-08-01,Pfizer/BioNTech,741940.0
Latvia,2021-08-02,Johnson&Johnson,101261.0
Latvia,2021-08-02,Moderna,221890.0
Latvia,2021-08-02,Oxford/AstraZeneca,293910.0
Latvia,2021-08-02,Pfizer/BioNTech,745816.0
Latvia,2021-08-03,Johnson&Johnson,102172.0
Latvia,2021-08-03,Moderna,222258.0
Latvia,2021-08-03,Oxford/AstraZeneca,293912.0
Latvia,2021-08-03,Pfizer/BioNTech,750879.0
Latvia,2021-08-04,Johnson&Johnson,102983.0
Latvia,2021-08-04,Moderna,222660.0
Latvia,2021-08-04,Oxford/AstraZeneca,293927.0
Latvia,2021-08-04,Pfizer/BioNTech,756122.0
Latvia,2021-08-05,Johnson&Johnson,103483.0
Latvia,2021-08-05,Moderna,222928.0
Latvia,2021-08-05,Oxford/AstraZeneca,293933.0
Latvia,2021-08-05,Pfizer/BioNTech,760544.0
Latvia,2021-08-06,Johnson&Johnson,104309.0
Latvia,2021-08-06,Moderna,223348.0
Latvia,2021-08-06,Oxford/AstraZeneca,293955.0
Latvia,2021-08-06,Pfizer/BioNTech,765799.0
Latvia,2021-08-07,Johnson&Johnson,105650.0
Latvia,2021-08-07,Moderna,223453.0
Latvia,2021-08-07,Oxford/AstraZeneca,293958.0
Latvia,2021-08-07,Pfizer/BioNTech,768466.0
Latvia,2021-08-08,Johnson&Johnson,105946.0
Latvia,2021-08-08,Moderna,223493.0
Latvia,2021-08-08,Oxford/AstraZeneca,293959.0
Latvia,2021-08-08,Pfizer/BioNTech,769219.0
Latvia,2021-08-09,Johnson&Johnson,106236.0
Latvia,2021-08-09,Moderna,223747.0
Latvia,2021-08-09,Oxford/AstraZeneca,293965.0
Latvia,2021-08-09,Pfizer/BioNTech,773413.0
Latvia,2021-08-10,Johnson&Johnson,106720.0
Latvia,2021-08-10,Moderna,224149.0
Latvia,2021-08-10,Oxford/AstraZeneca,294004.0
Latvia,2021-08-10,Pfizer/BioNTech,778456.0
Latvia,2021-08-11,Johnson&Johnson,107315.0
Latvia,2021-08-11,Moderna,224581.0
Latvia,2021-08-11,Oxford/AstraZeneca,294049.0
Latvia,2021-08-11,Pfizer/BioNTech,784895.0
Latvia,2021-08-12,Johnson&Johnson,107611.0
Latvia,2021-08-12,Moderna,225293.0
Latvia,2021-08-12,Oxford/AstraZeneca,294077.0
Latvia,2021-08-12,Pfizer/BioNTech,789155.0
Latvia,2021-08-13,Johnson&Johnson,108049.0
Latvia,2021-08-13,Moderna,225904.0
Latvia,2021-08-13,Oxford/AstraZeneca,294092.0
Latvia,2021-08-13,Pfizer/BioNTech,794608.0
Latvia,2021-08-14,Johnson&Johnson,108361.0
Latvia,2021-08-14,Moderna,226038.0
Latvia,2021-08-14,Oxford/AstraZeneca,294098.0
Latvia,2021-08-14,Pfizer/BioNTech,798032.0
Latvia,2021-08-15,Johnson&Johnson,108449.0
Latvia,2021-08-15,Moderna,226120.0
Latvia,2021-08-15,Oxford/AstraZeneca,294103.0
Latvia,2021-08-15,Pfizer/BioNTech,799113.0
Latvia,2021-08-16,Johnson&Johnson,108662.0
Latvia,2021-08-16,Moderna,226625.0
Latvia,2021-08-16,Oxford/AstraZeneca,294123.0
Latvia,2021-08-16,Pfizer/BioNTech,803146.0
Latvia,2021-08-17,Johnson&Johnson,108948.0
Latvia,2021-08-17,Moderna,227131.0
Latvia,2021-08-17,Oxford/AstraZeneca,294135.0
Latvia,2021-08-17,Pfizer/BioNTech,808331.0
Latvia,2021-08-18,Johnson&Johnson,109542.0
Latvia,2021-08-18,Moderna,227757.0
Latvia,2021-08-18,Oxford/AstraZeneca,294203.0
Latvia,2021-08-18,Pfizer/BioNTech,814358.0
Latvia,2021-08-19,Johnson&Johnson,109954.0
Latvia,2021-08-19,Moderna,228385.0
Latvia,2021-08-19,Oxford/AstraZeneca,294209.0
Latvia,2021-08-19,Pfizer/BioNTech,818973.0
Latvia,2021-08-20,Johnson&Johnson,110472.0
Latvia,2021-08-20,Moderna,228939.0
Latvia,2021-08-20,Oxford/AstraZeneca,294221.0
Latvia,2021-08-20,Pfizer/BioNTech,824864.0
Latvia,2021-08-21,Johnson&Johnson,110765.0
Latvia,2021-08-21,Moderna,229148.0
Latvia,2021-08-21,Oxford/AstraZeneca,294265.0
Latvia,2021-08-21,Pfizer/BioNTech,828038.0
Latvia,2021-08-22,Johnson&Johnson,110821.0
Latvia,2021-08-22,Moderna,229238.0
Latvia,2021-08-22,Pfizer/BioNTech,829153.0
Latvia,2021-08-23,Johnson&Johnson,111134.0
Latvia,2021-08-23,Moderna,229699.0
Latvia,2021-08-23,Oxford/AstraZeneca,294287.0
Latvia,2021-08-23,Pfizer/BioNTech,833591.0
Latvia,2021-08-24,Johnson&Johnson,111533.0
Latvia,2021-08-24,Moderna,230283.0
Latvia,2021-08-24,Oxford/AstraZeneca,294306.0
Latvia,2021-08-24,Pfizer/BioNTech,838584.0
Latvia,2021-08-25,Johnson&Johnson,111841.0
Latvia,2021-08-25,Moderna,230961.0
Latvia,2021-08-25,Oxford/AstraZeneca,294322.0
Latvia,2021-08-25,Pfizer/BioNTech,844237.0
Latvia,2021-08-26,Johnson&Johnson,112086.0
Latvia,2021-08-26,Moderna,231438.0
Latvia,2021-08-26,Oxford/AstraZeneca,294342.0
Latvia,2021-08-26,Pfizer/BioNTech,848866.0
Latvia,2021-08-27,Johnson&Johnson,112592.0
Latvia,2021-08-27,Moderna,232021.0
Latvia,2021-08-27,Oxford/AstraZeneca,294355.0
Latvia,2021-08-27,Pfizer/BioNTech,854798.0
Latvia,2021-08-28,Johnson&Johnson,112689.0
Latvia,2021-08-28,Moderna,232215.0
Latvia,2021-08-28,Pfizer/BioNTech,857752.0
Latvia,2021-08-29,Johnson&Johnson,112708.0
Latvia,2021-08-29,Moderna,232331.0
Latvia,2021-08-29,Oxford/AstraZeneca,294357.0
Latvia,2021-08-29,Pfizer/BioNTech,858666.0
Latvia,2021-08-30,Johnson&Johnson,113023.0
Latvia,2021-08-30,Moderna,232712.0
Latvia,2021-08-30,Oxford/AstraZeneca,294367.0
Latvia,2021-08-30,Pfizer/BioNTech,863105.0
Latvia,2021-08-31,Johnson&Johnson,113227.0
Latvia,2021-08-31,Moderna,233012.0
Latvia,2021-08-31,Oxford/AstraZeneca,294386.0
Latvia,2021-08-31,Pfizer/BioNTech,867128.0
Liechtenstein,2021-02-12,Moderna,368.0
Liechtenstein,2021-02-12,Pfizer/BioNTech,797.0
Liechtenstein,2021-02-19,Moderna,888.0
Liechtenstein,2021-02-19,Pfizer/BioNTech,917.0
Liechtenstein,2021-02-26,Moderna,1256.0
Liechtenstein,2021-02-26,Pfizer/BioNTech,1333.0
Liechtenstein,2021-03-05,Moderna,1256.0
Liechtenstein,2021-03-05,Pfizer/BioNTech,1862.0
Liechtenstein,2021-03-12,Moderna,1904.0
Liechtenstein,2021-03-12,Pfizer/BioNTech,1862.0
Liechtenstein,2021-03-19,Moderna,2423.0
Liechtenstein,2021-03-19,Pfizer/BioNTech,1912.0
Liechtenstein,2021-03-26,Moderna,2423.0
Liechtenstein,2021-03-26,Pfizer/BioNTech,3036.0
Liechtenstein,2021-04-02,Moderna,2912.0
Liechtenstein,2021-04-02,Pfizer/BioNTech,3561.0
Liechtenstein,2021-04-09,Moderna,3822.0
Liechtenstein,2021-04-09,Pfizer/BioNTech,3561.0
Liechtenstein,2021-04-16,Moderna,4361.0
Liechtenstein,2021-04-16,Pfizer/BioNTech,4468.0
Liechtenstein,2021-04-23,Moderna,5199.0
Liechtenstein,2021-04-23,Pfizer/BioNTech,6227.0
Liechtenstein,2021-04-30,Moderna,6198.0
Liechtenstein,2021-04-30,Pfizer/BioNTech,6769.0
Liechtenstein,2021-05-07,Moderna,7569.0
Liechtenstein,2021-05-07,Pfizer/BioNTech,6769.0
Liechtenstein,2021-05-14,Moderna,8669.0
Liechtenstein,2021-05-14,Pfizer/BioNTech,7633.0
Liechtenstein,2021-05-21,Moderna,8959.0
Liechtenstein,2021-05-21,Pfizer/BioNTech,7901.0
Liechtenstein,2021-05-28,Moderna,10327.0
Liechtenstein,2021-05-28,Pfizer/BioNTech,8736.0
Liechtenstein,2021-06-04,Moderna,13100.0
Liechtenstein,2021-06-04,Pfizer/BioNTech,8736.0
Liechtenstein,2021-06-11,Moderna,15396.0
Liechtenstein,2021-06-11,Pfizer/BioNTech,9314.0
Liechtenstein,2021-06-18,Moderna,18203.0
Liechtenstein,2021-06-18,Pfizer/BioNTech,9314.0
Liechtenstein,2021-06-25,Moderna,19302.0
Liechtenstein,2021-06-25,Pfizer/BioNTech,9832.0
Liechtenstein,2021-07-02,Moderna,21577.0
Liechtenstein,2021-07-02,Pfizer/BioNTech,9832.0
Liechtenstein,2021-07-09,Moderna,23589.0
Liechtenstein,2021-07-09,Pfizer/BioNTech,10437.0
Liechtenstein,2021-07-16,Moderna,25915.0
Liechtenstein,2021-07-16,Pfizer/BioNTech,10437.0
Liechtenstein,2021-07-23,Moderna,26305.0
Liechtenstein,2021-07-23,Pfizer/BioNTech,10682.0
Liechtenstein,2021-07-30,Moderna,26305.0
Liechtenstein,2021-07-30,Pfizer/BioNTech,10682.0
Liechtenstein,2021-08-06,Moderna,26305.0
Liechtenstein,2021-08-06,Pfizer/BioNTech,10682.0
Liechtenstein,2021-08-13,Moderna,27431.0
Liechtenstein,2021-08-13,Pfizer/BioNTech,11273.0
Liechtenstein,2021-08-20,Moderna,28248.0
Liechtenstein,2021-08-20,Pfizer/BioNTech,11678.0
Liechtenstein,2021-08-27,Moderna,28663.0
Liechtenstein,2021-08-27,Pfizer/BioNTech,12255.0
Lithuania,2020-12-27,Pfizer/BioNTech,2454.0
Lithuania,2020-12-28,Pfizer/BioNTech,5211.0
Lithuania,2020-12-29,Pfizer/BioNTech,8186.0
Lithuania,2020-12-30,Pfizer/BioNTech,9718.0
Lithuania,2020-12-31,Pfizer/BioNTech,9743.0
Lithuania,2021-01-01,Pfizer/BioNTech,9743.0
Lithuania,2021-01-02,Pfizer/BioNTech,9743.0
Lithuania,2021-01-03,Pfizer/BioNTech,9743.0
Lithuania,2021-01-04,Pfizer/BioNTech,9745.0
Lithuania,2021-01-05,Pfizer/BioNTech,10369.0
Lithuania,2021-01-06,Pfizer/BioNTech,13874.0
Lithuania,2021-01-07,Pfizer/BioNTech,18058.0
Lithuania,2021-01-08,Pfizer/BioNTech,23253.0
Lithuania,2021-01-09,Pfizer/BioNTech,23557.0
Lithuania,2021-01-10,Pfizer/BioNTech,23560.0
Lithuania,2021-01-11,Pfizer/BioNTech,25766.0
Lithuania,2021-01-12,Pfizer/BioNTech,27859.0
Lithuania,2021-01-13,Moderna,163.0
Lithuania,2021-01-13,Pfizer/BioNTech,33965.0
Lithuania,2021-01-14,Moderna,471.0
Lithuania,2021-01-14,Pfizer/BioNTech,42345.0
Lithuania,2021-01-15,Moderna,1043.0
Lithuania,2021-01-15,Pfizer/BioNTech,49108.0
Lithuania,2021-01-16,Moderna,1043.0
Lithuania,2021-01-16,Pfizer/BioNTech,50213.0
Lithuania,2021-01-17,Moderna,1044.0
Lithuania,2021-01-17,Pfizer/BioNTech,51344.0
Lithuania,2021-01-18,Moderna,1581.0
Lithuania,2021-01-18,Pfizer/BioNTech,55344.0
Lithuania,2021-01-19,Moderna,2077.0
Lithuania,2021-01-19,Pfizer/BioNTech,61143.0
Lithuania,2021-01-20,Moderna,2315.0
Lithuania,2021-01-20,Pfizer/BioNTech,64383.0
Lithuania,2021-01-21,Moderna,2375.0
Lithuania,2021-01-21,Pfizer/BioNTech,65872.0
Lithuania,2021-01-22,Moderna,2375.0
Lithuania,2021-01-22,Pfizer/BioNTech,66266.0
Lithuania,2021-01-23,Moderna,2375.0
Lithuania,2021-01-23,Pfizer/BioNTech,66274.0
Lithuania,2021-01-24,Moderna,2375.0
Lithuania,2021-01-24,Pfizer/BioNTech,66274.0
Lithuania,2021-01-25,Moderna,2375.0
Lithuania,2021-01-25,Pfizer/BioNTech,66379.0
Lithuania,2021-01-26,Moderna,2375.0
Lithuania,2021-01-26,Pfizer/BioNTech,69534.0
Lithuania,2021-01-27,Moderna,2375.0
Lithuania,2021-01-27,Pfizer/BioNTech,76444.0
Lithuania,2021-01-28,Moderna,2375.0
Lithuania,2021-01-28,Pfizer/BioNTech,83532.0
Lithuania,2021-01-29,Moderna,2375.0
Lithuania,2021-01-29,Pfizer/BioNTech,91574.0
Lithuania,2021-01-30,Moderna,2375.0
Lithuania,2021-01-30,Pfizer/BioNTech,92217.0
Lithuania,2021-01-31,Moderna,2375.0
Lithuania,2021-01-31,Pfizer/BioNTech,92225.0
Lithuania,2021-02-01,Moderna,2375.0
Lithuania,2021-02-01,Pfizer/BioNTech,95017.0
Lithuania,2021-02-02,Moderna,2697.0
Lithuania,2021-02-02,Oxford/AstraZeneca,2.0
Lithuania,2021-02-02,Pfizer/BioNTech,98502.0
Lithuania,2021-02-03,Moderna,3327.0
Lithuania,2021-02-03,Oxford/AstraZeneca,2.0
Lithuania,2021-02-03,Pfizer/BioNTech,104598.0
Lithuania,2021-02-04,Moderna,3909.0
Lithuania,2021-02-04,Oxford/AstraZeneca,3.0
Lithuania,2021-02-04,Pfizer/BioNTech,113779.0
Lithuania,2021-02-05,Moderna,4054.0
Lithuania,2021-02-05,Oxford/AstraZeneca,4.0
Lithuania,2021-02-05,Pfizer/BioNTech,120867.0
Lithuania,2021-02-06,Moderna,4054.0
Lithuania,2021-02-06,Oxford/AstraZeneca,5.0
Lithuania,2021-02-06,Pfizer/BioNTech,121590.0
Lithuania,2021-02-07,Moderna,4054.0
Lithuania,2021-02-07,Oxford/AstraZeneca,5.0
Lithuania,2021-02-07,Pfizer/BioNTech,121687.0
Lithuania,2021-02-08,Moderna,4142.0
Lithuania,2021-02-08,Oxford/AstraZeneca,5.0
Lithuania,2021-02-08,Pfizer/BioNTech,124241.0
Lithuania,2021-02-09,Moderna,4382.0
