Parent Airline,Airline,Aircraft Type,Current,Future,Historic,Total,Orders,Unit Cost,Total Cost (Current),Average Age
Emirates,Emirates,Airbus A380,87.0,15.0,,102.0,54.0,$433,"$37,636",3.7
Emirates,Emirates,Boeing 737,,,1.0,1.0,,$74,$0,
Emirates,Emirates,Boeing 747,2.0,,4.0,6.0,,$316,$632,9.2
Emirates,Emirates,Boeing 777,159.0,5.0,10.0,174.0,177.0,$295,"$46,833",6.4
Ethiopian Airlines,Ethiopian Airlines,Airbus A350 XWB,2.0,2.0,,4.0,12.0,$312,$624,0.4
Ethiopian Airlines,Ethiopian Airlines,ATR 42/72,,,3.0,3.0,,$22,$0,
Ethiopian Airlines,Ethiopian Airlines,Boeing 737,21.0,,9.0,30.0,30.0,$74,"$1,554",6.5
Ethiopian Airlines,Ethiopian Airlines,Boeing 757,3.0,,9.0,12.0,,$73,$218,23.2
Ethiopian Airlines,Ethiopian Airlines,Boeing 767,6.0,,12.0,18.0,,$187,"$1,121",14.4
Ethiopian Airlines,Ethiopian Airlines,Boeing 777,16.0,,,16.0,,$295,"$4,713",3.6
Ethiopian Airlines,Ethiopian Airlines,Boeing 787 Dreamliner,16.0,3.0,,19.0,7.0,$265,"$4,242",2.5
Ethiopian Airlines,Ethiopian Airlines,De Havilland Canada DHC-8 Dash 8,18.0,,,18.0,2.0,$31,$563,4.7
Ethiopian Airlines,Ethiopian Airlines,Fokker F50 / F60,,,5.0,5.0,,$18,$0,
Ethiopian Airlines,Ethiopian Airlines,McDonnell Douglas MD-11,,,3.0,3.0,,$175,$0,
Etihad Airways,Etihad Airways,Airbus A300,,,3.0,3.0,,$75,$0,
Etihad Airways,Etihad Airways,Airbus A310,,,1.0,1.0,,$75,$0,
Etihad Airways,Etihad Airways,Airbus A319,2.0,,2.0,4.0,,$90,$179,13.7
Etihad Airways,Etihad Airways,Airbus A320,23.0,,4.0,27.0,10.0,$98,"$2,254",6.6
Etihad Airways,Etihad Airways,Airbus A321,10.0,,,10.0,15.0,$115,"$1,149",1.8
Etihad Airways,Etihad Airways,Airbus A330,30.0,1.0,11.0,42.0,6.0,$240,"$7,200",8.1
Etihad Airways,Etihad Airways,Airbus A340,10.0,,3.0,13.0,,$216,"$2,156",9.0
Etihad Airways,Etihad Airways,Airbus A350 XWB,,1.0,,1.0,65.0,$312,$0,
Etihad Airways,Etihad Airways,Airbus A380,8.0,1.0,,9.0,2.0,$433,"$3,461",1.7
Etihad Airways,Etihad Airways,Boeing 747,1.0,,1.0,2.0,,$316,$316,17.7
Etihad Airways,Etihad Airways,Boeing 767,,,2.0,2.0,,$187,$0,
Etihad Airways,Etihad Airways,Boeing 777,30.0,,5.0,35.0,30.0,$295,"$8,837",6.2
Etihad Airways,Etihad Airways,Boeing 787 Dreamliner,10.0,2.0,,12.0,62.0,$265,"$2,651",1.1
EVA Air,EVA Air,Airbus A320,,,1.0,1.0,,$98,$0,
EVA Air,EVA Air,Airbus A321,22.0,,2.0,24.0,,$115,"$2,528",2.0
EVA Air,Uni Air,Airbus A321,2.0,,,2.0,,$115,$230,2.7
EVA Air,EVA Air,Airbus A330,10.0,2.0,6.0,18.0,4.0,$240,"$2,400",7.5
EVA Air,EVA Air,ATR 42/72,2.0,,,2.0,,$22,$44,0.3
EVA Air,Uni Air,ATR 42/72,13.0,,,13.0,,$22,$287,3.0
EVA Air,EVA Air,Boeing 747,9.0,,10.0,19.0,,$316,"$2,842",19.0
EVA Air,EVA Air,Boeing 757,,,2.0,2.0,,$73,$0,
EVA Air,Uni Air,Boeing 757,,,1.0,1.0,,$73,$0,
EVA Air,EVA Air,Boeing 767,,,9.0,9.0,,$187,$0,
EVA Air,EVA Air,Boeing 777,29.0,,,29.0,12.0,$295,"$8,542",5.3
EVA Air,EVA Air,Boeing 787,,,,,24.0,$265,$0,
EVA Air,Uni Air,British Aerospace BAe 146/Avro RJ,,,4.0,4.0,,$14,$0,
EVA Air,Uni Air,De Havilland Canada DHC-8 Dash 8,,,14.0,14.0,,$7,$0,
EVA Air,EVA Air,McDonnell Douglas MD-11,,,12.0,12.0,,$175,$0,
EVA Air,EVA Air,McDonnell Douglas MD-90,,,7.0,7.0,,$45,$0,
EVA Air,Uni Air,McDonnell Douglas MD-90,,,14.0,14.0,,$45,$0,
FedEx Express,FedEx Express,Airbus A300,68.0,,3.0,71.0,,$75,"$5,100",21.4
FedEx Express,FedEx Express,Airbus A310,8.0,,62.0,70.0,,$75,$600,28.6
FedEx Express,FedEx Feeder Fleet,ATR 42-300F/-320F,26.0,,,,,$20,$507,
FedEx Express,FedEx Express,ATR 42/72,45.0,,7.0,52.0,,$22,$995,25.2
FedEx Express,FedEx Feeder Fleet,ATR 72-200F,21.0,,,,,$25,$519,
FedEx Express,FedEx Express,Boeing 727,,,72.0,72.0,,$4,$0,
FedEx Express,FedEx Express,Boeing 737,,,5.0,5.0,,$74,$0,
FedEx Express,FedEx Express,Boeing 747,,,22.0,22.0,,$316,$0,
FedEx Express,FedEx Express,Boeing 757,119.0,,4.0,123.0,,$73,"$8,628",25.0
FedEx Express,FedEx Express,Boeing 767,42.0,19.0,,61.0,65.0,$187,"$7,850",2.6
FedEx Express,FedEx Express,Boeing 777,27.0,16.0,,43.0,16.0,$295,"$7,953",5.3
FedEx Express,FedEx Feeder Fleet,Cessna 208B Grand Caravan,241.0,,,,,$3,$610,
FedEx Express,FedEx Express,McDonnell Douglas DC-10,40.0,,52.0,92.0,,$145,"$5,800",39.0
FedEx Express,FedEx Express,McDonnell Douglas DC-8,,,6.0,6.0,,$6,$0,
FedEx Express,FedEx Express,McDonnell Douglas MD-11,59.0,,12.0,71.0,,$175,"$10,325",23.5
Finnair,Finnair,Airbus A300,,,2.0,2.0,,$75,$0,
Finnair,Finnair,Airbus A319,9.0,,2.0,11.0,,$90,$806,15.5
Finnair,Finnair,Airbus A320,10.0,,2.0,12.0,,$98,$980,14.4
Finnair,Finnair,Airbus A321,11.0,1.0,,12.0,8.0,$115,"$1,264",10.0
Finnair,Finnair,Airbus A330,8.0,,,8.0,,$240,"$1,920",7.2
Finnair,Finnair,Airbus A340,2.0,,5.0,7.0,,$216,$431,9.0
Finnair,Finnair,Airbus A350 XWB,7.0,2.0,,9.0,12.0,$312,"$2,184",0.9
Finnair,Finnair,ATR 42/72,,,15.0,15.0,,$22,$0,
Finnair,Finnair,Boeing 737,,,2.0,2.0,,$74,$0,
Finnair,Finnair,Boeing 757,,,7.0,7.0,,$73,$0,
Finnair,Nordic Regional Airlines,Embraer E-190,12.0,,,12.0,,$46,$554,7.6
Finnair,Finnair,Embraer ERJ-170,,,10.0,10.0,,$39,$0,
Finnair,Finnair,Embraer ERJ-190,12.0,,,12.0,,$46,$554,8.5
Finnair,Finnair,McDonnell Douglas DC-10,,,5.0,5.0,,$145,$0,
Finnair,Finnair,McDonnell Douglas DC-8,,,4.0,4.0,,$6,$0,
Finnair,Finnair,McDonnell Douglas DC-9,,,27.0,27.0,,$45,$0,
Finnair,Finnair,McDonnell Douglas MD-11,,,7.0,7.0,,$175,$0,
Finnair,Finnair,McDonnell Douglas MD-80,,,26.0,26.0,,$45,$0,
Finnair,Finnair,Saab 340,,,3.0,3.0,,$8,$0,
Flybe,Flybe,ATR 42/72,9.0,,,9.0,2.0,$22,$199,6.6
Flybe,Flybe,Boeing 737,,,4.0,4.0,,$74,$0,
Flybe,Flybe,British Aerospace BAe 146/Avro RJ,,,24.0,24.0,,$14,$0,
Flybe,Flybe,Canadair CRJ-100 Series,,,4.0,4.0,,$32,$0,
Flybe,Flybe,De Havilland Canada DHC-6 Twin Otter,1.0,,,1.0,,$7,$7,36.9
Flybe,Flybe,De Havilland Canada DHC-8 Dash 8,55.0,4.0,32.0,91.0,4.0,$31,"$1,722",9.6
Flybe,Flybe,Dornier Do-328,2.0,,1.0,3.0,,$8,$16,20.0
Flybe,Flybe,Embraer ERJ-145,,,28.0,28.0,,$20,$0,
Flybe,Flybe,Embraer ERJ-170,11.0,,,11.0,4.0,$39,$426,4.7
Flybe,Flybe,Embraer ERJ-190,9.0,,5.0,14.0,,$46,$416,8.8
Flybe,Flybe,Saab 2000,3.0,,,3.0,,$12,$36,22.4
Flybe,Flybe,Saab 340,12.0,,2.0,14.0,,$8,$96,26.2
FlyDubai,FlyDubai,Boeing 737,56.0,1.0,3.0,60.0,78.0,$74,"$4,143",3.8
Frontier Airlines,Frontier Airlines,Airbus A318,,,11.0,11.0,,$66,$0,
Frontier Airlines,Frontier Airlines,Airbus A319,23.0,,30.0,53.0,18.0,$90,"$2,061",11.9
Frontier Airlines,Frontier Airlines,Airbus A320,28.0,7.0,1.0,36.0,59.0,$98,"$2,744",5.7
Frontier Airlines,Frontier Airlines,Airbus A321,13.0,2.0,,15.0,6.0,$115,"$1,494",0.7
Frontier Airlines,Frontier Airlines,Boeing 737,,,42.0,42.0,,$74,$0,
Frontier Airlines,Frontier Airlines,De Havilland Canada DHC-8 Dash 8,,,11.0,11.0,,$7,$0,
Garuda Indonesia,Garuda Indonesia,Airbus A300,,,22.0,22.0,,$75,$0,
Garuda Indonesia,Citilink,Airbus A320,41.0,5.0,,46.0,44.0,$98,"$4,018",4.6
Garuda Indonesia,Garuda Indonesia,Airbus A330,24.0,,30.0,54.0,14.0,$240,"$5,760",7.1
Garuda Indonesia,Garuda Indonesia,Airbus A340,,,3.0,3.0,,$216,$0,
Garuda Indonesia,Garuda Indonesia,ATR 42/72,15.0,,,15.0,15.0,$22,$332,1.9
Garuda Indonesia,Garuda Indonesia,Boeing 737,74.0,,75.0,149.0,50.0,$74,"$5,475",5.3
Garuda Indonesia,Citilink,Boeing 737,4.0,,14.0,18.0,,$74,$296,19.1
Garuda Indonesia,Garuda Indonesia,Boeing 747,2.0,,61.0,63.0,,$316,$632,22.8
Garuda Indonesia,Garuda Indonesia,Boeing 767,,,19.0,19.0,,$187,$0,
Garuda Indonesia,Garuda Indonesia,Boeing 777,10.0,,4.0,14.0,,$295,"$2,946",2.3
Garuda Indonesia,Garuda Indonesia,Canadair CRJ-1000,18.0,,,18.0,,$49,$882,3.2
Garuda Indonesia,Garuda Indonesia,Lockheed L-1011 TriStar,,,1.0,1.0,,$190,$0,
Garuda Indonesia,Garuda Indonesia,McDonnell Douglas DC-10,,,25.0,25.0,,$145,$0,
Garuda Indonesia,Garuda Indonesia,McDonnell Douglas DC-8,,,11.0,11.0,,$6,$0,
Garuda Indonesia,Garuda Indonesia,McDonnell Douglas DC-9,,,25.0,25.0,,$45,$0,
Garuda Indonesia,Garuda Indonesia,McDonnell Douglas MD-11,,,18.0,18.0,,$175,$0,
Gol Linhas Aéreas,Gol Linhas Aéreas,Boeing 737,124.0,,67.0,191.0,134.0,$74,"$9,174",8.1
Grupo Aeromexico,Aeromexico Express,ATR 42/72,2.0,,,2.0,,$22,$44,3.5
Grupo Aeromexico,Aeromexico,Boeing 737,53.0,,21.0,74.0,82.0,$74,"$3,921",8.2
Grupo Aeromexico,Aeromexico,Boeing 757,,,11.0,11.0,,$73,$0,
Grupo Aeromexico,Aeromexico,Boeing 767,,,16.0,16.0,,$187,$0,
Grupo Aeromexico,Aeromexico,Boeing 777,4.0,,,4.0,,$295,"$1,178",12.9
Grupo Aeromexico,Aeromexico,Boeing 787 Dreamliner,12.0,2.0,,14.0,3.0,$265,"$3,181",1.9
Grupo Aeromexico,Aeromexico Connect,Embraer ERJ-145,19.0,,21.0,40.0,,$20,$372,15.0
Grupo Aeromexico,Aeromexico Connect,Embraer ERJ-170,14.0,,2.0,16.0,2.0,$39,$542,11.5
Grupo Aeromexico,Aeromexico Connect,Embraer ERJ-190,36.0,,,36.0,1.0,$46,"$1,663",6.3
Grupo Aeromexico,Aeromexico,McDonnell Douglas DC-10,,,6.0,6.0,,$145,$0,
Grupo Aeromexico,Aeromexico,McDonnell Douglas DC-8,,,13.0,13.0,,$6,$0,
Grupo Aeromexico,Aeromexico,McDonnell Douglas DC-9,,,34.0,34.0,,$45,$0,
Grupo Aeromexico,Aeromexico,McDonnell Douglas MD-80,,,53.0,53.0,,$45,$0,
Gulf Air,Gulf Air,Airbus A319,,,2.0,2.0,,$90,$0,
Gulf Air,Gulf Air,Airbus A320,16.0,,18.0,34.0,12.0,$98,"$1,568",6.2
Gulf Air,Gulf Air,Airbus A321,6.0,,2.0,8.0,17.0,$115,$689,4.4
Gulf Air,Gulf Air,Airbus A330,6.0,,6.0,12.0,,$240,"$1,440",17.2
Gulf Air,Gulf Air,Airbus A340,,,10.0,10.0,,$216,$0,
Gulf Air,Gulf Air,Boeing 737,,,14.0,14.0,,$74,$0,
Gulf Air,Gulf Air,Boeing 747,,,2.0,2.0,,$316,$0,
Gulf Air,Gulf Air,Boeing 757,,,1.0,1.0,,$73,$0,
Gulf Air,Gulf Air,Boeing 767,,,22.0,22.0,,$187,$0,
Gulf Air,Gulf Air,Boeing 777,,,4.0,4.0,,$295,$0,
Gulf Air,Gulf Air,Boeing 787,,,,,16.0,$265,$0,
Gulf Air,Gulf Air,Bombardier CS100,,,,,10.0,$72,$0,
Gulf Air,Gulf Air,Embraer ERJ-170,,,2.0,2.0,,$39,$0,
Gulf Air,Gulf Air,Embraer ERJ-190,,,2.0,2.0,,$46,$0,
Hainan Airlines,Lucky Air (86.68%),Airbus A319,3.0,,,3.0,,$90,$269,11.0
Hainan Airlines,Capital Airlines (70%),Airbus A319,19.0,,10.0,29.0,,$90,"$1,702",8.6
Hainan Airlines,Hainan Airlines,Airbus A319,,,6.0,6.0,,$90,$0,
Hainan Airlines,Lucky Air (86.68%),Airbus A320,7.0,1.0,,8.0,,$98,$686,4.0
Hainan Airlines,Capital Airlines (70%),Airbus A320,34.0,,,34.0,,$98,"$3,332",3.8
Hainan Airlines,Capital Airlines (70%),Airbus A321,11.0,,,11.0,,$115,"$1,264",0.8
Hainan Airlines,Hainan Airlines,Airbus A330,22.0,,6.0,28.0,1.0,$240,"$5,280",4.2
Hainan Airlines,Capital Airlines (70%),Airbus A330,4.0,4.0,,8.0,3.0,$240,$960,7.5
Hainan Airlines,Hainan Airlines,Airbus A340,,,3.0,3.0,,$216,$0,
Hainan Airlines,Hainan Airlines,Boeing 737,126.0,2.0,45.0,173.0,4.0,$74,"$9,321",5.5
Hainan Airlines,China Xinhua Airlines (100%),Boeing 737,5.0,,12.0,17.0,,$74,$370,12.1
Hainan Airlines,Lucky Air (86.68%),Boeing 737,26.0,2.0,6.0,34.0,,$74,"$1,923",5.3
Hainan Airlines,Urumqi Airlines (70%),Boeing 737,9.0,,,9.0,,$74,$666,5.6
Hainan Airlines,Chang An Airlines (67.01%),Boeing 737-800,3.0,,,,,$96,$288,
Hainan Airlines,Hainan Airlines,Boeing 767,3.0,,2.0,5.0,,$187,$561,14.1
Hainan Airlines,Hainan Airlines,Boeing 787 Dreamliner,18.0,3.0,,21.0,8.0,$265,"$4,772",1.8
Hainan Airlines,Hainan Airlines,COMAC C919,,,,,20.0,$68,$0,
Hainan Airlines,Hainan Airlines,Dornier Do-328,,,27.0,27.0,,$8,$0,
Hainan Airlines,Capital Airlines (70%),Gulfstream Aerospace G-V Gulfstream,1.0,,,1.0,,,$0,
Hainan Airlines,Capital Airlines (70%),Gulfstream Aerospace G500/G550,2.0,,,2.0,,,$0,
Hainan Airlines,Capital Airlines (70%),Hawker Beechcraft Hawker 4000,1.0,,,1.0,,,$0,
Hawaiian Airlines,Hawaiian Airlines,Airbus A321,,,,,18.0,$115,$0,
Hawaiian Airlines,Hawaiian Airlines,Airbus A330,23.0,,,23.0,7.0,$240,"$5,520",3.7
Hawaiian Airlines,Hawaiian Airlines,ATR 42/72,3.0,,,,,$22,$66,
Hawaiian Airlines,Hawaiian Airlines,Boeing 717,18.0,2.0,1.0,21.0,2.0,$37,$666,15.3
Hawaiian Airlines,Hawaiian Airlines,Boeing 767,8.0,,10.0,18.0,,$187,"$1,495",17.8
Hawaiian Airlines,Hawaiian Airlines,McDonnell Douglas DC-10,,,25.0,25.0,,$145,$0,
Hawaiian Airlines,Hawaiian Airlines,McDonnell Douglas DC-8,,,11.0,11.0,,$6,$0,
Hawaiian Airlines,Hawaiian Airlines,McDonnell Douglas DC-9,,,38.0,38.0,,$45,$0,
Hawaiian Airlines,Hawaiian Airlines,McDonnell Douglas MD-80,,,6.0,6.0,,$45,$0,
IAG,British Airways,Aérospatiale/BAC Concorde,,,7.0,7.0,,$29,$0,
IAG,Iberia,Airbus A300,,,9.0,9.0,,$75,$0,
IAG,British Airways,Airbus A318,2.0,,,2.0,,$66,$133,7.3
IAG,British Airways,Airbus A319,44.0,,,44.0,,$90,"$3,942",15.0
IAG,Iberia,Airbus A319,16.0,,11.0,27.0,,$90,"$1,434",11.4
IAG,Vueling,Airbus A319,5.0,,5.0,10.0,3.0,$90,$448,9.6
IAG,Aer Lingus,Airbus A319,,,4.0,4.0,,$90,$0,
IAG,British Airways,Airbus A320,67.0,,11.0,78.0,25.0,$98,"$6,566",10.5
IAG,Iberia,Airbus A320,14.0,1.0,60.0,75.0,24.0,$98,"$1,372",10.0
IAG,Iberia Express,Airbus A320,18.0,,12.0,30.0,,$98,"$1,764",13.0
IAG,Aer Lingus,Airbus A320,34.0,,6.0,40.0,,$98,"$3,332",10.9
IAG,Vueling,Airbus A320,93.0,1.0,40.0,134.0,32.0,$98,"$9,114",7.2
IAG,British Airways,Airbus A321,18.0,,,18.0,10.0,$115,"$2,068",11.2
IAG,Iberia,Airbus A321,14.0,,5.0,19.0,3.0,$115,"$1,609",13.3
IAG,Iberia Express,Airbus A321,3.0,,,3.0,1.0,$115,$345,11.7
IAG,Aer Lingus,Airbus A321,3.0,,3.0,6.0,,$115,$345,17.6
IAG,Vueling,Airbus A321,10.0,1.0,,11.0,,$115,"$1,149",1.0
IAG,Iberia,Airbus A330,17.0,3.0,,20.0,3.0,$240,"$4,080",1.9
IAG,Aer Lingus,Airbus A330,10.0,,5.0,15.0,2.0,$240,"$2,400",9.2
IAG,Iberia,Airbus A340,17.0,,22.0,39.0,,$216,"$3,664",10.7
IAG,British Airways,Airbus A350,,,,,18.0,$312,$0,
IAG,Iberia,Airbus A350,,,,,16.0,$312,$0,
IAG,Aer Lingus,Airbus A350 XWB,,1.0,,1.0,9.0,$312,$0,
IAG,British Airways,Airbus A380,12.0,,,12.0,,$433,"$5,191",2.7
IAG,Air Nostrum/Iberia Regional,ATR 42/72,5.0,,14.0,19.0,,$22,$111,4.5
IAG,Aer Lingus Regional,ATR 42/72,11.0,,12.0,23.0,,$22,$243,4.8
IAG,British Airways,Boeing 737,,,123.0,123.0,,$74,$0,
IAG,Iberia,Boeing 737,,,10.0,10.0,,$74,$0,
IAG,Aer Lingus,Boeing 737,,,38.0,38.0,,$74,$0,
IAG,Iberia,Boeing 747,,,21.0,21.0,,$316,$0,
IAG,British Airways,Boeing 747,37.0,,64.0,101.0,,$316,"$11,685",20.4
IAG,Aer Lingus,Boeing 747,,,4.0,4.0,,$316,$0,
IAG,British Airways,Boeing 757,,,56.0,56.0,,$73,$0,
IAG,Iberia,Boeing 757,,,30.0,30.0,,$73,$0,
IAG,OpenSkies,Boeing 757,3.0,,1.0,4.0,,$73,$218,24.5
IAG,Aer Lingus,Boeing 757,4.0,,,4.0,,$73,$290,20.1
IAG,Iberia,Boeing 767,,,2.0,2.0,,$187,$0,
IAG,British Airways,Boeing 767,7.0,,24.0,31.0,,$187,"$1,308",21.9
IAG,OpenSkies,Boeing 767,1.0,,,1.0,,$187,$187,26.1
IAG,Aer Lingus,Boeing 767,,,3.0,3.0,,$187,$0,
IAG,British Airways,Boeing 777,58.0,,3.0,61.0,,$295,"$17,084",14.4
IAG,British Airways,Boeing 787 Dreamliner,23.0,1.0,,24.0,20.0,$265,"$6,097",1.6
IAG,British Airways,British Aerospace BAe 146/Avro RJ,,,4.0,4.0,,$14,$0,
IAG,BA CityFlyer,British Aerospace BAe 146/Avro RJ,,,12.0,12.0,,$14,$0,
IAG,Air Nostrum/Iberia Regional,British Aerospace BAe 146/Avro RJ,,,3.0,3.0,,$14,$0,
IAG,Aer Lingus,British Aerospace BAe 146/Avro RJ,,,12.0,12.0,,$14,$0,
IAG,British Airways,British Aerospace BAe ATP,,,16.0,16.0,,$14,$0,
IAG,Air Nostrum/Iberia Regional,Canadair CRJ-100 Series,11.0,,26.0,37.0,,$32,$350,15.9
IAG,Air Nostrum/Iberia Regional,Canadair CRJ-1000,16.0,2.0,,18.0,21.0,$49,$784,3.7
IAG,Air Nostrum/Iberia Regional,Canadair CRJ-900,13.0,,,13.0,,$46,$598,10.3
IAG,British Airways,De Havilland Canada DHC-6 Twin Otter,,,1.0,1.0,,$7,$0,
IAG,British Airways,De Havilland Canada DHC-8 Dash 8,,,2.0,2.0,,$7,$0,
IAG,Air Nostrum/Iberia Regional,De Havilland Canada DHC-8 Dash 8,,,19.0,19.0,,$7,$0,
IAG,BA CityFlyer,Embraer ERJ-170,6.0,,,6.0,,$39,$232,7.1
IAG,BA CityFlyer,Embraer ERJ-190,14.0,,,14.0,,$46,$647,5.8
IAG,Air Nostrum/Iberia Regional,Fokker F50 / F60,,,37.0,37.0,,$18,$0,
IAG,Aer Lingus,Fokker F50 / F60,,,8.0,8.0,,$18,$0,
IAG,British Airways,Fokker F70 / F100,,,6.0,6.0,,$20,$0,
IAG,British Airways,Lockheed L-1011 TriStar,,,6.0,6.0,,$190,$0,
IAG,British Airways,McDonnell Douglas DC-10,,,8.0,8.0,,$145,$0,
IAG,Iberia,McDonnell Douglas DC-10,,,13.0,13.0,,$145,$0,
IAG,Iberia,McDonnell Douglas DC-8,,,17.0,17.0,,$6,$0,
IAG,Aer Lingus,McDonnell Douglas DC-8,,,2.0,2.0,,$6,$0,
IAG,Iberia,McDonnell Douglas DC-9,,,50.0,50.0,,$45,$0,
IAG,Aer Lingus,McDonnell Douglas MD-11,,,1.0,1.0,,$175,$0,
IAG,Iberia,McDonnell Douglas MD-80,,,39.0,39.0,,$45,$0,
IAG,BA CityFlyer,Saab 2000,2.0,,1.0,3.0,,$12,$24,22.1
IAG,British Airways,Saab 340,,,11.0,11.0,,$8,$0,
Iceland Air Group,Iceland Air Group,Boeing 737,,,8.0,8.0,16.0,$74,$0,
Iceland Air Group,Iceland Air Group,Boeing 747,,,1.0,1.0,,$316,$0,
Iceland Air Group,Iceland Air Group,Boeing 757,28.0,,13.0,41.0,,$73,"$2,030",21.5
Iceland Air Group,Iceland Air Group,Boeing 767,4.0,,5.0,9.0,,$187,$748,18.0
Iceland Air Group,Iceland Air Group,Boeing 787,,,,,1.0,$265,$0,
Iceland Air Group,Iceland Air Group,McDonnell Douglas DC-8,,,17.0,17.0,,$6,$0,
IndiGo,IndiGo,Airbus A320,124.0,10.0,16.0,150.0,400.0,$98,"$12,152",5.2
IndiGo,IndiGo,Airbus A321,,,,,20.0,$115,$0,
Interjet,Interjet,Airbus A320,45.0,1.0,4.0,50.0,40.0,$98,"$4,410",8.5
Interjet,Interjet,Airbus A321,3.0,,,3.0,10.0,$115,$345,0.2
Interjet,Interjet,Sukhoi Superjet 100,22.0,3.0,,25.0,8.0,$28,$605,2.8
Japan Airlines,Japan Airlines,Airbus A300,,,22.0,22.0,,$75,$0,
Japan Airlines,Japan Airlines,Airbus A350,,,,,31.0,$312,$0,
Japan Airlines,Japan Air Commuter (60% owned),ATR 42-600,,,,,8.0,$20,$0,
Japan Airlines,Japan Airlines,Boeing 737,50.0,,7.0,57.0,,$74,"$3,699",6.9
Japan Airlines,Japan Transocean Air (72.8%),Boeing 737,13.0,1.0,22.0,36.0,10.0,$74,$962,16.6
Japan Airlines,Japan Airlines,Boeing 747,,,114.0,114.0,,$316,$0,
Japan Airlines,Japan Transocean Air (72.8%),Boeing 767,,,2.0,2.0,,$187,$0,
Japan Airlines,Japan Airlines,Boeing 767,39.0,,21.0,60.0,,$187,"$7,289",11.5
Japan Airlines,Japan Airlines,Boeing 777,40.0,,6.0,46.0,,$295,"$11,782",13.4
Japan Airlines,Japan Airlines,Boeing 787 Dreamliner,31.0,6.0,,37.0,14.0,$265,"$8,218",2.6
Japan Airlines,J-Air,Canadair CRJ-200 Series,8.0,,2.0,9.0,,$32,$255,12.9
Japan Airlines,Japan Air Commuter (60% owned),De Havilland Canada DHC-8 Dash 8,10.0,,2.0,11.0,,$31,$313,12.0
Japan Airlines,J-Air,Embraer ERJ-170,17.0,,,17.0,3.0,$39,$658,5.3
Japan Airlines,J-Air,Embraer ERJ-190,3.0,1.0,,5.0,17.0,$46,$139,0.4
Japan Airlines,Japan Airlines,McDonnell Douglas DC-10,,,20.0,20.0,,$145,$0,
Japan Airlines,Japan Airlines,McDonnell Douglas DC-8,,,58.0,58.0,,$6,$0,
Japan Airlines,Japan Airlines,McDonnell Douglas MD-11,,,10.0,10.0,,$175,$0,
Japan Airlines,Japan Airlines,McDonnell Douglas MD-80,,,19.0,19.0,,$45,$0,
Japan Airlines,Japan Airlines,McDonnell Douglas MD-90,,,16.0,16.0,,$45,$0,
Japan Airlines,Japan Airlines,Mitsubishi MRJ90,,,,,35.0,$47,$0,
Japan Airlines,J-Air,Mitsubishi MRJ90,,,,,35.0,$47,$0,
Japan Airlines,Japan Air Commuter (60% owned),Saab 340,9.0,,2.0,11.0,,$8,$72,21.3
Japan Airlines,Hokkaido Air System (57.3%),Saab 340,3.0,,,3.0,2.0,$8,$24,18.3
Jazz Airlines,Jazz Airlines,Bombardier Q400 Nextgen,39.0,,8.0,8.0,10.0,$31,"$1,221",
Jazz Airlines,Jazz Airlines,Canadair CRJ-200,14.0,,44.0,58.0,,$32,$446,13.4
Jazz Airlines,Jazz Airlines,Canadair CRJ-705,16.0,5.0,,21.0,,$41,$656,11.4
Jazz Airlines,Jazz Airlines,Canadair CRJ-900,,,,,5.0,$46,$0,
Jazz Airlines,Jazz Airlines,De Havilland Canada DHC-8 Dash 8,47.0,,22.0,108.0,,$31,"$1,471",16.6
Jet Airways,Jet Airways,Airbus A320,,,1.0,1.0,,$98,$0,
Jet Airways,Jet Airways,Airbus A330,11.0,,5.0,16.0,,$240,"$2,640",7.0
Jet Airways,Jet Airways,Airbus A340,,,3.0,3.0,,$216,$0,
Jet Airways,Jet Airways,ATR 42/72,13.0,,8.0,21.0,,$22,$287,7.4
Jet Airways,Jet Airways,Boeing 737,70.0,,53.0,123.0,75.0,$74,"$5,179",7.4
Jet Airways,Jet Airways,Boeing 777,9.0,,1.0,10.0,,$295,"$2,651",9.3
Jet Airways,Jet Airways,Boeing 787,,,,,10.0,$265,$0,
Jet2,Jet2,Airbus A320,,,2.0,2.0,,$98,$0,
Jet2,Jet2,Airbus A321,,,1.0,1.0,,$115,$0,
Jet2,Jet2,Boeing 737,50.0,4.0,17.0,71.0,25.0,$74,"$3,699",18.8
Jet2,Jet2,Boeing 757,11.0,,5.0,16.0,,$73,$798,26.8
Jet2,Jet2,British Aerospace BAe 146/Avro RJ,,,1.0,1.0,,$14,$0,
JetBlue,JetBlue Airways,Airbus A320,130.0,,12.0,142.0,25.0,$98,"$12,740",11.3
JetBlue,JetBlue Airways,Airbus A321,35.0,4.0,,39.0,87.0,$115,"$4,022",1.6
JetBlue,JetBlue Airways,Embraer ERJ-190,60.0,,4.0,64.0,24.0,$46,"$2,772",8.2
Juneyao Airlines,Juneyao Airlines,Airbus A319,,,2.0,2.0,,$90,$0,
Juneyao Airlines,Juneyao Airlines,Airbus A320,41.0,,,41.0,,$98,"$4,018",5.2
Juneyao Airlines,Juneyao Airlines,Airbus A321,18.0,2.0,,20.0,1.0,$115,"$2,068",1.4
Kenya Airways,Kenya Airways,Airbus A310,,,6.0,6.0,,$75,$0,
Kenya Airways,Kenya Airways,Boeing 737,12.0,,16.0,28.0,,$74,$888,8.1
