name,country,subcountry,geonameid
Eket,Nigeria,Akwa Ibom,2343720.0
Ejigbo,Nigeria,Osun,2343784.0
Eha Amufu,Nigeria,Enugu,2343822.0
Egbe,Nigeria,Kogi,2343943.0
Effon Alaiye,Nigeria,Osun,2343983.0
Effium,Nigeria,Ebonyi,2343985.0
Ebute Ikorodu,Nigeria,Lagos,2344082.0
Dutsen Wai,Nigeria,Kaduna,2344229.0
Dutse,Nigeria,Jigawa,2344245.0
Dukku,Nigeria,Gombe,2344418.0
Doma,Nigeria,Nassarawa,2344600.0
Dikwa,Nigeria,Borno,2344854.0
Deba,Nigeria,Gombe,2345029.0
Daura,Nigeria,Katsina,2345094.0
Daura,Nigeria,Yobe,2345096.0
Darazo,Nigeria,Bauchi,2345152.0
Damboa,Nigeria,Borno,2345498.0
Damaturu,Nigeria,Yobe,2345521.0
Calabar,Nigeria,Cross River,2346229.0
Burutu,Nigeria,Delta,2346317.0
Bukuru,Nigeria,Plateau,2346561.0
Buguma,Nigeria,Rivers,2346615.0
Bonny,Nigeria,Rivers,2346812.0
Bode Saadu,Nigeria,Kwara,2346951.0
Biu,Nigeria,Borno,2346995.0
Birnin Kudu,Nigeria,Jigawa,2347057.0
Birnin Kebbi,Nigeria,Kebbi,2347059.0
Sofo-Birnin-Gwari,Nigeria,Kaduna,2347061.0
Billiri,Nigeria,Gombe,2347155.0
Bida,Nigeria,Niger,2347209.0
Benin City,Nigeria,Edo,2347283.0
Bende,Nigeria,Abia,2347303.0
Beli,Nigeria,Taraba,2347330.0
Bauchi,Nigeria,Bauchi,2347470.0
Baro,Nigeria,Niger,2347592.0
Bama,Nigeria,Borno,2347954.0
Badagry,Nigeria,Lagos,2348395.0
Babana,Nigeria,Niger,2348507.0
Azare,Nigeria,Bauchi,2348595.0
Awka,Nigeria,Anambra,2348773.0
Awgu,Nigeria,Enugu,2348783.0
Auchi,Nigeria,Edo,2348892.0
Asaba,Nigeria,Delta,2349276.0
Argungu,Nigeria,Kebbi,2349431.0
Aramoko-Ekiti,Nigeria,Ekiti,2349529.0
Apomu,Nigeria,Osun,2349558.0
Anchau,Nigeria,Kaduna,2349951.0
Amaigbo,Nigeria,Abia,2350249.0
Akwanga,Nigeria,Nassarawa,2350806.0
Akure,Nigeria,Ondo,2350841.0
Aku,Nigeria,Enugu,2350886.0
Ajaokuta,Nigeria,Kogi,2351470.0
Agulu,Nigeria,Anambra,2351740.0
Agbor,Nigeria,Delta,2351979.0
Afikpo,Nigeria,Ebonyi,2352250.0
Ado Odo,Nigeria,Ogun,2352356.0
Ado-Ekiti,Nigeria,Ekiti,2352379.0
Abuja,Nigeria,Abuja Federal Capital Territory,2352778.0
Abeokuta,Nigeria,Ogun,2352947.0
Abakaliki,Nigeria,Ebonyi,2353099.0
Aba,Nigeria,Abia,2353151.0
Degema Hulk,Nigeria,Rivers,2591159.0
Tipitapa,Nicaragua,Managua,3616035.0
Somoto,Nicaragua,Madriz,3616232.0
Somotillo,Nicaragua,Chinandega,3616234.0
Siuna,Nicaragua,Atlántico Norte (RAAN),3616253.0
San Rafael del Sur,Nicaragua,Managua,3616594.0
San Marcos,Nicaragua,Carazo,3616682.0
Rivas,Nicaragua,Rivas,3617052.0
Río Blanco,Nicaragua,Matagalpa,3617069.0
Rama,Nicaragua,Atlántico Sur,3617095.0
Puerto Cabezas,Nicaragua,Atlántico Norte (RAAN),3617154.0
Ocotal,Nicaragua,Nueva Segovia,3617448.0
Nueva Guinea,Nicaragua,Atlántico Sur,3617459.0
Nandaime,Nicaragua,Granada,3617513.0
Nagarote,Nicaragua,León,3617522.0
Matagalpa,Nicaragua,Matagalpa,3617708.0
Masaya,Nicaragua,Masaya,3617723.0
Masatepe,Nicaragua,Masaya,3617725.0
Managua,Nicaragua,Managua,3617763.0
León,Nicaragua,León,3618030.0
La Paz Centro,Nicaragua,León,3618411.0
Juigalpa,Nicaragua,Chontales,3618908.0
Jinotepe,Nicaragua,Carazo,3618926.0
Jinotega,Nicaragua,Jinotega,3618929.0
Jalapa,Nicaragua,Nueva Segovia,3618954.0
Granada,Nicaragua,Granada,3619136.0
Estelí,Nicaragua,Estelí,3619194.0
El Viejo,Nicaragua,Chinandega,3619267.0
El Crucero,Nicaragua,Managua,3619853.0
Diriamba,Nicaragua,Carazo,3620170.0
Corinto,Nicaragua,Chinandega,3620269.0
Chinandega,Nicaragua,Chinandega,3620381.0
Chichigalpa,Nicaragua,Chinandega,3620390.0
Camoapa,Nicaragua,Boaco,3620544.0
Boaco,Nicaragua,Boaco,3620674.0
Bluefields,Nicaragua,Atlántico Sur,3620680.0
Ciudad Sandino,Nicaragua,Managua,3828262.0
Zwolle,Netherlands,Overijssel,2743477.0
Zwijndrecht,Netherlands,South Holland,2743493.0
Zutphen,Netherlands,Gelderland,2743608.0
Zundert,Netherlands,North Brabant,2743619.0
Zoetermeer,Netherlands,South Holland,2743856.0
Zevenaar,Netherlands,Gelderland,2743949.0
Zeist,Netherlands,Utrecht,2743977.0
Zeewolde,Netherlands,Flevoland,2743997.0
Zandvoort,Netherlands,North Holland,2744042.0
Zaltbommel,Netherlands,Gelderland,2744102.0
Zaanstad,Netherlands,North Holland,2744114.0
Zaandam,Netherlands,North Holland,2744118.0
Wolvega,Netherlands,Friesland,2744194.0
Woerden,Netherlands,Utrecht,2744248.0
Woensdrecht,Netherlands,North Brabant,2744257.0
Wisch,Netherlands,Gelderland,2744324.0
Winterswijk,Netherlands,Gelderland,2744332.0
Winschoten,Netherlands,Groningen,2744344.0
Wijk bij Duurstede,Netherlands,Utrecht,2744483.0
Wijchen,Netherlands,Gelderland,2744514.0
Wierden,Netherlands,Overijssel,2744549.0
Westervoort,Netherlands,Gelderland,2744675.0
Werkendam,Netherlands,North Brabant,2744827.0
Weesp,Netherlands,North Holland,2744904.0
Weert,Netherlands,Limburg,2744911.0
Wassenaar,Netherlands,South Holland,2744991.0
Wageningen,Netherlands,Gelderland,2745088.0
Waddinxveen,Netherlands,South Holland,2745096.0
Waalwijk,Netherlands,North Brabant,2745123.0
Waalre,Netherlands,North Brabant,2745127.0
Vught,Netherlands,North Brabant,2745154.0
Voorst,Netherlands,Gelderland,2745297.0
Voorschoten,Netherlands,South Holland,2745301.0
Voorhout,Netherlands,South Holland,2745311.0
Voorburg,Netherlands,South Holland,2745321.0
Volendam,Netherlands,North Holland,2745340.0
Vlissingen,Netherlands,Zeeland,2745392.0
Vlagtwedde,Netherlands,Groningen,2745461.0
Vlaardingen,Netherlands,South Holland,2745467.0
Vianen,Netherlands,Utrecht,2745580.0
Venray,Netherlands,Limburg,2745634.0
Venlo,Netherlands,Limburg,2745641.0
Velsen-Zuid,Netherlands,North Holland,2745673.0
Velp,Netherlands,Gelderland,2745677.0
Veldhoven,Netherlands,North Brabant,2745706.0
Veghel,Netherlands,North Brabant,2745726.0
Veere,Netherlands,Zeeland,2745739.0
Veenendaal,Netherlands,Utrecht,2745774.0
Veendam,Netherlands,Groningen,2745783.0
Valkenswaard,Netherlands,North Brabant,2745860.0
Utrecht,Netherlands,Utrecht,2745912.0
Urk,Netherlands,Flevoland,2745932.0
Uithoorn,Netherlands,North Holland,2745973.0
Uden,Netherlands,North Brabant,2746005.0
Tubbergen,Netherlands,Overijssel,2746133.0
Tongelre,Netherlands,North Brabant,2746215.0
Tilburg,Netherlands,North Brabant,2746301.0
Tiel,Netherlands,Gelderland,2746331.0
Terneuzen,Netherlands,Zeeland,2746420.0
Tegelen,Netherlands,Limburg,2746504.0
Steenwijk,Netherlands,Overijssel,2746766.0
Steenbergen,Netherlands,North Brabant,2746804.0
Staphorst,Netherlands,Overijssel,2746839.0
Stadskanaal,Netherlands,Groningen,2746860.0
Spijkenisse,Netherlands,South Holland,2746932.0
Someren,Netherlands,North Brabant,2747021.0
Soest,Netherlands,Utrecht,2747034.0
Sneek,Netherlands,Friesland,2747063.0
Sliedrecht,Netherlands,South Holland,2747169.0
Sittard,Netherlands,Limburg,2747203.0
Sint-Oedenrode,Netherlands,North Brabant,2747227.0
 s-Hertogenbosch,Netherlands,North Brabant,2747351.0
 s-Gravenzande,Netherlands,South Holland,2747364.0
The Hague,Netherlands,South Holland,2747373.0
Schijndel,Netherlands,North Brabant,2747584.0
Schiedam,Netherlands,South Holland,2747596.0
Scheveningen,Netherlands,South Holland,2747599.0
Schagen,Netherlands,North Holland,2747720.0
Rucphen,Netherlands,North Brabant,2747858.0
Rotterdam,Netherlands,South Holland,2747891.0
Roosendaal,Netherlands,North Brabant,2747930.0
Roermond,Netherlands,Limburg,2748000.0
Rijswijk,Netherlands,South Holland,2748076.0
Ridderkerk,Netherlands,South Holland,2748172.0
Rhoon,Netherlands,South Holland,2748178.0
Rhenen,Netherlands,Utrecht,2748185.0
Raalte,Netherlands,Overijssel,2748371.0
Putten,Netherlands,Gelderland,2748392.0
Purmerend,Netherlands,North Holland,2748413.0
Pijnacker,Netherlands,South Holland,2748591.0
Papendrecht,Netherlands,South Holland,2748729.0
Oud-Beijerland,Netherlands,South Holland,2749182.0
Oss,Netherlands,North Brabant,2749234.0
Oosterhout,Netherlands,North Brabant,2749450.0
Oldenzaal,Netherlands,Overijssel,2749644.0
Oldebroek,Netherlands,Gelderland,2749668.0
Oisterwijk,Netherlands,North Brabant,2749680.0
Oegstgeest,Netherlands,South Holland,2749723.0
Nuth,Netherlands,Limburg,2749753.0
Nunspeet,Netherlands,Gelderland,2749756.0
Nuenen,Netherlands,North Brabant,2749780.0
Noordwijkerhout,Netherlands,South Holland,2749811.0
Noordwijk-Binnen,Netherlands,South Holland,2749812.0
Nijmegen,Netherlands,Gelderland,2750053.0
Nijkerk,Netherlands,Gelderland,2750065.0
Nieuwegein,Netherlands,Utrecht,2750325.0
Nederweert,Netherlands,Limburg,2750467.0
Naarden,Netherlands,North Holland,2750521.0
Naaldwijk,Netherlands,South Holland,2750523.0
Mijdrecht,Netherlands,Utrecht,2750815.0
Middelharnis,Netherlands,South Holland,2750884.0
Middelburg,Netherlands,Zeeland,2750896.0
Meppel,Netherlands,Drenthe,2750947.0
Meerssen,Netherlands,Limburg,2751037.0
Medemblik,Netherlands,North Holland,2751073.0
Maastricht,Netherlands,Limburg,2751283.0
Maassluis,Netherlands,South Holland,2751285.0
Maarssen,Netherlands,Utrecht,2751316.0
Losser,Netherlands,Overijssel,2751424.0
Loon op Zand,Netherlands,North Brabant,2751456.0
Lisse,Netherlands,South Holland,2751547.0
Lindenholt,Netherlands,Gelderland,2751582.0
Lichtenvoorde,Netherlands,Gelderland,2751651.0
Leusden,Netherlands,Utrecht,2751687.0
Lelystad,Netherlands,Flevoland,2751738.0
Leiderdorp,Netherlands,South Holland,2751771.0
Leiden,Netherlands,South Holland,2751773.0
Leeuwarden,Netherlands,Friesland,2751792.0
Leerdam,Netherlands,South Holland,2751808.0
Leek,Netherlands,Groningen,2751834.0
Krimpen aan den IJssel,Netherlands,South Holland,2752264.0
Korrewegwijk,Netherlands,Groningen,2752420.0
Kerkrade,Netherlands,Limburg,2752923.0
Katwijk aan Zee,Netherlands,South Holland,2753010.0
Kampen,Netherlands,Overijssel,2753106.0
IJsselstein,Netherlands,Utrecht,2753355.0
Huizen,Netherlands,North Holland,2753468.0
Houten,Netherlands,Utrecht,2753557.0
Horst,Netherlands,Gelderland,2753587.0
Hoorn,Netherlands,North Holland,2753638.0
Hoogezand,Netherlands,Groningen,2753706.0
Hoogeveen,Netherlands,Drenthe,2753719.0
Hoofddorp,Netherlands,North Holland,2753801.0
Hoge Vucht,Netherlands,North Brabant,2753955.0
Hoensbroek,Netherlands,Limburg,2753996.0
Hilversum,Netherlands,North Holland,2754064.0
Hilvarenbeek,Netherlands,North Brabant,2754066.0
Hillegom,Netherlands,South Holland,2754073.0
Heusden,Netherlands,North Brabant,2754135.0
Hengelo,Netherlands,Overijssel,2754394.0
Hendrik-Ido-Ambacht,Netherlands,South Holland,2754408.0
Helmond,Netherlands,North Brabant,2754447.0
Hellevoetsluis,Netherlands,South Holland,2754454.0
Heiloo,Netherlands,North Holland,2754516.0
Heesch,Netherlands,North Brabant,2754635.0
Heerlen,Netherlands,Limburg,2754652.0
Heerhugowaard,Netherlands,North Holland,2754659.0
Heerenveen,Netherlands,Friesland,2754669.0
Heerde,Netherlands,Gelderland,2754681.0
Heemstede,Netherlands,North Holland,2754692.0
Heemskerk,Netherlands,North Holland,2754697.0
Harlingen,Netherlands,Friesland,2754817.0
Harenkarspel,Netherlands,North Holland,2754837.0
Haren,Netherlands,Groningen,2754841.0
Harderwijk,Netherlands,Gelderland,2754848.0
Hardenberg,Netherlands,Overijssel,2754861.0
Haarlem,Netherlands,North Holland,2755003.0
Haaksbergen,Netherlands,Overijssel,2755030.0
Groningen,Netherlands,Groningen,2755251.0
Groesbeek,Netherlands,Gelderland,2755272.0
Gouda,Netherlands,South Holland,2755420.0
Gorinchem,Netherlands,South Holland,2755434.0
Goirle,Netherlands,North Brabant,2755464.0
Goes,Netherlands,Zeeland,2755476.0
Gennep,Netherlands,Limburg,2755584.0
Gendringen,Netherlands,Gelderland,2755599.0
Geldrop,Netherlands,North Brabant,2755619.0
Geldermalsen,Netherlands,Gelderland,2755633.0
Geertruidenberg,Netherlands,North Brabant,2755669.0
Ermelo,Netherlands,Gelderland,2756039.0
Epe,Netherlands,Gelderland,2756059.0
Enschede,Netherlands,Overijssel,2756071.0
Enkhuizen,Netherlands,North Holland,2756077.0
Emmen,Netherlands,Drenthe,2756136.0
Emmeloord,Netherlands,Flevoland,2756139.0
Elst,Netherlands,Gelderland,2756161.0
Elburg,Netherlands,Gelderland,2756232.0
Eindhoven,Netherlands,North Brabant,2756253.0
Eibergen,Netherlands,Gelderland,2756295.0
Eersel,Netherlands,North Brabant,2756342.0
Ede,Netherlands,Gelderland,2756429.0
Duiven,Netherlands,Gelderland,2756507.0
Druten,Netherlands,Gelderland,2756539.0
Dronten,Netherlands,Flevoland,2756559.0
Drimmelen,Netherlands,North Brabant,2756569.0
Driebergen-Rijsenburg,Netherlands,Utrecht,2756619.0
Drachten,Netherlands,Friesland,2756644.0
Dordrecht,Netherlands,South Holland,2756669.0
Dongen,Netherlands,North Brabant,2756723.0
Doetinchem,Netherlands,Gelderland,2756767.0
Diemen,Netherlands,North Holland,2756888.0
Deventer,Netherlands,Overijssel,2756987.0
Den Helder,Netherlands,North Holland,2757220.0
Delfzijl,Netherlands,Groningen,2757340.0
Delft,Netherlands,South Holland,2757345.0
Delfshaven,Netherlands,South Holland,2757347.0
De Bilt,Netherlands,Utrecht,2757783.0
Dalfsen,Netherlands,Overijssel,2757850.0
Culemborg,Netherlands,Gelderland,2757872.0
Cuijk,Netherlands,North Brabant,2757874.0
Cranendonck,Netherlands,North Brabant,2757890.0
Castricum,Netherlands,North Holland,2757991.0
Capelle aan den IJssel,Netherlands,South Holland,2758012.0
Bussum,Netherlands,North Holland,2758064.0
Bunschoten,Netherlands,Utrecht,2758104.0
Brunssum,Netherlands,Limburg,2758174.0
Brummen,Netherlands,Gelderland,2758177.0
Broek op Langedijk,Netherlands,North Holland,2758245.0
Broek in Waterland,Netherlands,North Holland,2758258.0
Breda,Netherlands,North Brabant,2758401.0
Boxtel,Netherlands,North Brabant,2758460.0
Boskoop,Netherlands,South Holland,2758547.0
Borssele,Netherlands,Zeeland,2758587.0
Borne,Netherlands,Overijssel,2758598.0
Born,Netherlands,Limburg,2758602.0
Borger,Netherlands,Drenthe,2758621.0
Bodegraven,Netherlands,South Holland,2758765.0
Bloemendaal,Netherlands,North Holland,2758804.0
Bladel,Netherlands,North Brabant,2758878.0
Beverwijk,Netherlands,North Holland,2758998.0
Beuningen,Netherlands,Gelderland,2759016.0
Best,Netherlands,North Brabant,2759040.0
Bergschenhoek,Netherlands,South Holland,2759113.0
Bergeijk,Netherlands,North Brabant,2759132.0
Bergen op Zoom,Netherlands,North Brabant,2759145.0
Benthuizen,Netherlands,South Holland,2759178.0
Beek,Netherlands,Limburg,2759350.0
Barneveld,Netherlands,Gelderland,2759407.0
Barendrecht,Netherlands,South Holland,2759426.0
Baarn,Netherlands,Utrecht,2759544.0
Asten,Netherlands,North Brabant,2759621.0
Assen,Netherlands,Drenthe,2759633.0
Arnhem,Netherlands,Gelderland,2759661.0
Apeldoorn,Netherlands,Gelderland,2759706.0
Anloo,Netherlands,Drenthe,2759746.0
Amsterdam,Netherlands,North Holland,2759794.0
Amstelveen,Netherlands,North Holland,2759798.0
Amersfoort,Netherlands,Utrecht,2759821.0
Alphen aan den Rijn,Netherlands,South Holland,2759875.0
Almere Stad,Netherlands,Flevoland,2759879.0
Almelo,Netherlands,Overijssel,2759887.0
Alkmaar,Netherlands,North Holland,2759899.0
Alblasserdam,Netherlands,South Holland,2759915.0
Aalten,Netherlands,Gelderland,2760123.0
Aalsmeer,Netherlands,North Holland,2760134.0
Amsterdam-Zuidoost,Netherlands,North Holland,6544881.0
Berkel en Rodenrijs,Netherlands,South Holland,6929992.0
Ypenburg,Netherlands,South Holland,6941548.0
Trondheim,Norway,Sør-Trøndelag,3133880.0
Tromsø,Norway,Troms,3133895.0
Tønsberg,Norway,Vestfold,3134331.0
Steinkjer,Norway,Nord-Trøndelag,3136947.0
Stavanger,Norway,Rogaland,3137115.0
Skien,Norway,Telemark,3139075.0
Sarpsborg,Norway,Østfold,3140084.0
Sandnes,Norway,Rogaland,3140321.0
Sandefjord,Norway,Vestfold,3140390.0
Porsgrunn,Norway,Telemark,3142657.0
Oslo,Norway,Oslo,3143244.0
Moss,Norway,Østfold,3145375.0
Molde,Norway,Møre og Romsdal,3145580.0
Mo i Rana,Norway,Nordland,3145614.0
Lillehammer,Norway,Oppland,3147474.0
Larvik,Norway,Vestfold,3148129.0
Kristiansund,Norway,Møre og Romsdal,3149312.0
Kristiansand,Norway,Vest-Agder,3149318.0
Kongsberg,Norway,Buskerud,3149563.0
Horten,Norway,Vestfold,3151770.0
Haugesund,Norway,Rogaland,3153623.0
Harstad,Norway,Troms,3153823.0
Hamar,Norway,Hedmark,3154084.0
Halden,Norway,Østfold,3154209.0
Gjøvik,Norway,Oppland,3155573.0
Fredrikstad,Norway,Østfold,3156529.0
Drammen,Norway,Buskerud,3159016.0
Bodø,Norway,Nordland,3160881.0
Bergen,Norway,Hordaland,3161732.0
Arendal,Norway,Aust-Agder,3162955.0
Ålesund,Norway,Møre og Romsdal,3163392.0
Askøy,Norway,Hordaland,3336587.0
Ytrebygda,Norway,Hordaland,6697344.0
Wāling,Nepal,Western Region,1282616.0
Tulsīpur,Nepal,Mid Western,1282635.0
Tīkāpur,Nepal,Far Western,1282666.0
Tānsen,Nepal,Western Region,1282714.0
Sirāhā,Nepal,Eastern Region,1282770.0
Rājbirāj,Nepal,Eastern Region,1282884.0
Pokhara,Nepal,Western Region,1282898.0
Pātan,Nepal,Central Region,1282931.0
Panauti̇̄,Nepal,Central Region,1282950.0
Malangwa,Nepal,Central Region,1283082.0
Mahendranagar,Nepal,Far Western,1283095.0
Lahān,Nepal,Eastern Region,1283161.0
Kirtipur,Nepal,Central Region,1283190.0
Khāndbāri,Nepal,Eastern Region,1283217.0
Kathmandu,Nepal,Central Region,1283240.0
Janakpur,Nepal,Central Region,1283318.0
Jaleswar,Nepal,Central Region,1283323.0
Ithari,Nepal,Eastern Region,1283329.0
Ilām,Nepal,Eastern Region,1283333.0
Hetauda,Nepal,Central Region,1283339.0
Gulariyā,Nepal,Mid Western,1283368.0
Gaur,Nepal,Central Region,1283401.0
Dharān Bāzār,Nepal,Eastern Region,1283460.0
Dhankutā,Nepal,Eastern Region,1283465.0
Dhangarhi,Nepal,Far Western,1283467.0
Dārchulā,Nepal,Western Region,1283484.0
Dailekh,Nepal,Mid Western,1283496.0
Dadeldhurā,Nepal,Far Western,1283499.0
Butwāl,Nepal,Western Region,1283562.0
Bīrganj,Nepal,Central Region,1283581.0
Birātnagar,Nepal,Eastern Region,1283582.0
Bharatpur,Nepal,Central Region,1283613.0
Bhairāhawā,Nepal,Western Region,1283621.0
Bhadrapur,Nepal,Eastern Region,1283628.0
Banepā,Nepal,Central Region,1283679.0
Bāglung,Nepal,Western Region,1283711.0
Birendranagar,Nepal,Mid Western,6254843.0
Dipayal,Nepal,Far Western,6254845.0
Nepalgunj,Nepal,Mid Western,6941099.0
Yaren,Nauru,Yaren,7626461.0
Alofi,Niue,?,4036284.0
Wellington,New Zealand,Wellington,2179537.0
Wanganui,New Zealand,Manawatu-Wanganui,2179670.0
Timaru,New Zealand,Canterbury,2181133.0
Taupo,New Zealand,Waikato,2181742.0
Pukekohe East,New Zealand,Auckland,2184155.0
Porirua,New Zealand,Wellington,2184397.0
Paraparaumu,New Zealand,Wellington,2184904.0
Palmerston North,New Zealand,Manawatu-Wanganui,2185018.0
North Shore,New Zealand,Auckland,2185964.0
New Plymouth,New Zealand,Taranaki,2186239.0
Nelson,New Zealand,Nelson,2186280.0
Napier,New Zealand,Hawke s Bay,2186313.0
Manukau City,New Zealand,Auckland,2187404.0
Mangere,New Zealand,Auckland,2187454.0
Lower Hutt,New Zealand,Wellington,2188164.0
Invercargill,New Zealand,Southland,2189529.0
Hastings,New Zealand,Hawke s Bay,2190224.0
Hamilton,New Zealand,Waikato,2190324.0
Dunedin,New Zealand,Otago,2191562.0
Christchurch,New Zealand,Canterbury,2192362.0
Auckland,New Zealand,Auckland,2193733.0
Levin,New Zealand,Manawatu-Wanganui,2206371.0
Gisborne,New Zealand,Gisborne,2206854.0
Masterton,New Zealand,Wellington,2206890.0
Tauranga,New Zealand,Bay of Plenty,2208032.0
Papakura,New Zealand,Auckland,2208329.0
Whakatane,New Zealand,Bay of Plenty,2208330.0
Ashburton,New Zealand,Canterbury,6217081.0
Whangarei,New Zealand,Northland,6230919.0
Cambridge,New Zealand,Waikato,6240770.0
Rotorua,New Zealand,Bay of Plenty,6241325.0
Blenheim,New Zealand,Marlborough,6243926.0
Upper Hutt,New Zealand,Wellington,6244895.0
Taradale,New Zealand,Hawke s Bay,6246634.0
Waitakere,New Zealand,Auckland,7302484.0
Sur,Oman,Ash Sharqiyah South Governorate,286245.0
Sohar,Oman,Al Batinah North Governorate,286282.0
Sufālat Samā’il,Oman,Muḩāfaz̧at ad Dākhilīyah,286293.0
Shināş,Oman,Al Batinah North Governorate,286402.0
Şalālah,Oman,Z̧ufār,286621.0
Şaḩam,Oman,Al Batinah North Governorate,286647.0
Nizwá,Oman,Muḩāfaz̧at ad Dākhilīyah,286987.0
Muscat,Oman,Muḩāfaz̧at Masqaţ,287286.0
Khasab,Oman,Musandam,287614.0
Izkī,Oman,Muḩāfaz̧at ad Dākhilīyah,287814.0
‘Ibrī,Oman,Az̧ Z̧āhirah,287830.0
Ibrā’,Oman,Ash Sharqiyah North Governorate,287832.0
Bidbid,Oman,Muḩāfaz̧at ad Dākhilīyah,288721.0
Bawshar,Oman,Muḩāfaz̧at Masqaţ,288764.0
Barkā’,Oman,Al Batinah South Governorate,288789.0
Bahlā’,Oman,Muḩāfaz̧at ad Dākhilīyah,288899.0
Badīyah,Oman,Ash Sharqiyah North Governorate,288902.0
As Suwayq,Oman,Al Batinah North Governorate,288955.0
Seeb,Oman,Muḩāfaz̧at Masqaţ,288967.0
Rustaq,Oman,Al Batinah South Governorate,289011.0
Al Liwā’,Oman,Al Batinah North Governorate,289174.0
Al Khābūrah,Oman,Al Batinah North Governorate,289199.0
Al Buraymī,Oman,Al Buraimi,289317.0
Ādam,Oman,Muḩāfaz̧at ad Dākhilīyah,289433.0
Yanqul,Oman,Az̧ Z̧āhirah,411849.0
Vista Alegre,Panama,Panamá,3700038.0
Veracruz,Panama,Panamá,3700164.0
Tocumen,Panama,Panamá,3700563.0
Santiago de Veraguas,Panama,Veraguas,3701117.0
San Miguelito,Panama,Panamá,3701329.0
Puerto Armuelles,Panama,Chiriquí,3702431.0
Pedregal,Panama,Chiriquí,3703229.0
Panamá,Panama,Panamá,3703443.0
Pacora,Panama,Panamá,3703647.0
Nuevo Arraiján,Panama,Panamá,3703833.0
Las Cumbres,Panama,Panamá,3706567.0
La Concepción,Panama,Chiriquí,3707899.0
La Chorrera,Panama,Panamá,3707961.0
La Cabima,Panama,Panamá,3708066.0
David,Panama,Chiriquí,3711668.0
Colón,Panama,Colón,3712076.0
Chitré,Panama,Herrera,3712384.0
Chilibre,Panama,Panamá,3712455.0
Chepo,Panama,Panamá,3712505.0
Changuinola,Panama,Bocas del Toro,3712560.0
Cativá,Panama,Colón,3712884.0
Arraiján,Panama,Panamá,3714637.0
Alcalde Díaz,Panama,Panamá,3714932.0
Aguadulce,Panama,Coclé,3715042.0
Yurimaguas,Peru,Loreto,3690654.0
Virú,Peru,La Libertad,3690875.0
Uchiza,Peru,San Martín,3691094.0
Tumbes,Peru,Tumbes,3691148.0
Trujillo,Peru,La Libertad,3691175.0
Tocache,Peru,San Martín,3691324.0
Tingo María,Peru,Huanuco,3691348.0
Tambo Grande,Peru,Piura,3691530.0
Talara,Peru,Piura,3691582.0
Sullana,Peru,Piura,3691674.0
Sechura,Peru,Piura,3691954.0
Santiago de Cao,Peru,La Libertad,3692073.0
San Pedro de Lloc,Peru,La Libertad,3692310.0
Saña,Peru,Lambayeque,3692667.0
Rioja,Peru,San Martín,3692863.0
Querecotillo,Peru,Piura,3693057.0
Pucallpa,Peru,Ucayali,3693345.0
Piura,Peru,Piura,3693528.0
Pimentel,Peru,Lambayeque,3693584.0
Picsi,Peru,Lambayeque,3693645.0
Paita,Peru,Piura,3694112.0
Paiján,Peru,La Libertad,3694119.0
Pacasmayo,Peru,La Libertad,3694178.0
Moyobamba,Peru,San Martín,3694564.0
Monsefú,Peru,Lambayeque,3694666.0
Moche,Peru,La Libertad,3694725.0
Marcavelica,Peru,Piura,3694939.0
La Unión,Peru,Piura,3695466.0
Laredo,Peru,La Libertad,3695617.0
La Peca,Peru,Amazonas,3695675.0
Lambayeque,Peru,Lambayeque,3695754.0
Juanjuí,Peru,San Martín,3696057.0
Jaén,Peru,Cajamarca,3696150.0
Iquitos,Peru,Loreto,3696183.0
Huaraz,Peru,Ancash,3696378.0
Huánuco,Peru,Huanuco,3696417.0
Huamachuco,Peru,La Libertad,3696509.0
Guadalupe,Peru,La Libertad,3696847.0
Ferreñafe,Peru,Lambayeque,3697033.0
Coishco,Peru,Ancash,3697990.0
Chulucanas,Peru,Piura,3698105.0
Chongoyape,Peru,Lambayeque,3698176.0
Chocope,Peru,La Libertad,3698194.0
Chimbote,Peru,Ancash,3698304.0
Chiclayo,Peru,Lambayeque,3698350.0
Chepén,Peru,La Libertad,3698390.0
Chachapoyas,Peru,Amazonas,3698540.0
Catacaos,Peru,Piura,3698658.0
Cajamarca,Peru,Cajamarca,3699088.0
Bellavista,Peru,San Martín,3699364.0
Bagua Grande,Peru,Amazonas,3699484.0
La Breita,Peru,Piura,3814568.0
Zarumilla,Peru,Tumbes,3818398.0
Yunguyo,Peru,Puno,3925476.0
Yanacancha,Peru,Huanuco,3925863.0
Tarma,Peru,Junín,3927758.0
Tambopata,Peru,Madre de Dios,3927942.0
Tacna,Peru,Tacna,3928128.0
Santiago de Surco,Peru,Lima region,3928245.0
Sicuani,Peru,Cusco,3928679.0
Satipo,Peru,Junín,3928924.0
San Vicente de Cañete,Peru,Lima region,3928993.0
Santa Ana,Peru,Cusco,3929295.0
San Isidro,Peru,Lima region,3929631.0
San Clemente,Peru,Ica,3929768.0
Puno,Peru,Puno,3931276.0
Puerto Maldonado,Peru,Madre de Dios,3931470.0
Pisco,Peru,Ica,3932145.0
Paramonga,Peru,Lima region,3933024.0
Nuevo Imperial,Peru,Lima region,3934239.0
Nazca,Peru,Ica,3934356.0
Moquegua,Peru,Moquegua,3934608.0
Mollendo,Peru,Arequipa,3934707.0
