Unnamed: 0,abv,ibu,id,name,style,brewery_id,ounces
631.0,0.06,75.0,1393.0,Cascadian Dark Ale,American Black Ale,418.0,12.0
632.0,0.044,13.0,893.0,Wheat the People,American Pale Wheat Ale,418.0,16.0
633.0,0.047,17.0,1407.0,Tybee Island Blonde,American Blonde Ale,415.0,12.0
634.0,0.062,55.0,1406.0,Savannah Brown Ale,American Brown Ale,415.0,12.0
635.0,0.046,11.0,2438.0,Rhode Island Blueberry,Kölsch,101.0,12.0
636.0,0.065,75.0,2437.0,Newport Storm IPA,American IPA,101.0,12.0
637.0,0.052,24.0,751.0,Hurricane Amber Ale (2004),American Amber / Red Ale,101.0,12.0
638.0,0.052,24.0,120.0,Hurricane Amber Ale,American Amber / Red Ale,101.0,12.0
639.0,0.0579999999999999,NaN,2061.0,Big Blue Van,Fruit / Vegetable Beer,232.0,16.0
640.0,0.068,75.0,970.0,Des Moines IPA,American IPA,482.0,16.0
641.0,0.048,22.0,969.0,Capital Gold Golden Lager,German Pilsener,482.0,16.0
642.0,0.0559999999999999,21.0,968.0,Farmer John s Multi-Grain Ale,American Blonde Ale,482.0,16.0
643.0,0.05,NaN,2351.0,Behemoth,American Pilsner,139.0,12.0
644.0,0.052,NaN,1650.0,Arkansas Red,American Amber / Red Ale,139.0,12.0
645.0,0.057,NaN,1337.0,Core Oatmeal Stout,Oatmeal Stout,139.0,12.0
646.0,0.061,NaN,1336.0,Core ESB,Extra Special / Strong Bitter (ESB),139.0,12.0
647.0,0.038,NaN,737.0,Chester s Beer (2005),American Pale Lager,512.0,12.0
648.0,0.05,NaN,129.0,Heiner Brau Kölsch,Kölsch,553.0,12.0
649.0,0.048,NaN,716.0,Trigger Blonde Ale,American Blonde Ale,515.0,16.0
650.0,0.075,29.0,659.0,Crabtree Oatmeal Stout,Oatmeal Stout,515.0,16.0
651.0,0.077,71.0,556.0,Eclipse Black IPA,American Black Ale,515.0,16.0
652.0,0.06,46.0,2538.0,Neomexicanus Native,American Pale Ale (APA),63.0,12.0
653.0,0.075,25.0,2355.0,Old Soul,Belgian Strong Pale Ale,63.0,12.0
654.0,0.059,NaN,1689.0,Snowcat Coffee Stout,American Stout,63.0,12.0
655.0,NaN,NaN,1163.0,WinterWonderGrass Festival Ale,American Amber / Red Ale,63.0,12.0
656.0,NaN,NaN,940.0,Boohai Red Ale,American Amber / Red Ale,63.0,12.0
657.0,0.052,15.0,685.0,Lava Lake Wit,Witbier,63.0,12.0
658.0,0.06,NaN,613.0,Mountain Livin  Pale Ale,American Pale Ale (APA),63.0,12.0
659.0,0.052,25.0,356.0,Crazy Mountain Amber Ale,American Amber / Red Ale,63.0,12.0
660.0,0.065,65.0,2029.0,Tropicalia,American IPA,247.0,12.0
661.0,0.045,NaN,2028.0,Athena,Berliner Weissbier,247.0,12.0
662.0,0.049,25.0,2293.0,Aviator Raspberry Blonde,American Blonde Ale,169.0,12.0
663.0,0.055,NaN,1105.0,3 Picket Porter,American Porter,169.0,12.0
664.0,0.0559999999999999,NaN,1104.0,Rusty Nail Pale Ale,American Pale Ale (APA),169.0,12.0
665.0,0.065,NaN,2145.0,Red Water Irish Style Red,American Amber / Red Ale,212.0,12.0
666.0,0.066,NaN,1804.0,Mjöllnir,Herbed / Spiced Beer,212.0,12.0
667.0,0.055,NaN,1602.0,Bear Butte Nut Brown Ale,American Brown Ale,212.0,12.0
668.0,0.045,NaN,1301.0,Easy Livin  Summer Ale,American Blonde Ale,212.0,12.0
669.0,0.055,NaN,542.0,Canyon Cream Ale,Cream Ale,212.0,12.0
670.0,0.069,NaN,272.0,Pile O Dirt Porter,American Porter,212.0,12.0
671.0,0.06,NaN,271.0,11th Hour IPA,American IPA,212.0,12.0
672.0,0.06,31.0,1057.0,South Ridge Amber Ale,American Amber / Red Ale,472.0,16.0
673.0,0.052,23.0,681.0,Summertime Ale,Kölsch,472.0,16.0
674.0,0.049,NaN,1789.0,Lost River Blonde Ale,American Blonde Ale,315.0,16.0
675.0,0.054,NaN,1788.0,Monon Wheat,Witbier,315.0,16.0
676.0,0.08,NaN,1787.0,Floyd s Folly,Scottish Ale,315.0,16.0
677.0,0.063,NaN,1786.0,Half Court IPA,American IPA,315.0,16.0
678.0,0.045,NaN,1763.0,Geary s Pale Ale,English Pale Ale,323.0,12.0
679.0,0.06,NaN,1311.0,Geary s Summer Ale,Kölsch,323.0,12.0
680.0,0.08,NaN,2078.0,Stone of Arbroath,Scotch Ale / Wee Heavy,227.0,12.0
681.0,0.05,15.0,1809.0,The Tradition,American Blonde Ale,227.0,12.0
682.0,0.053,11.0,1263.0,El Hefe Speaks,Hefeweizen,227.0,12.0
683.0,0.055,NaN,1092.0,Penn Quarter Porter,American Porter,227.0,12.0
684.0,0.092,115.0,851.0,On the Wings of Armageddon,American Double / Imperial IPA,227.0,12.0
685.0,0.065,80.0,186.0,The Corruption,American IPA,227.0,12.0
686.0,0.07,NaN,185.0,The Citizen,Belgian Pale Ale,227.0,12.0
687.0,0.06,NaN,184.0,The Public,American Pale Ale (APA),227.0,12.0
688.0,0.065,NaN,1224.0,Dank IPA,American IPA,451.0,16.0
689.0,0.065,NaN,964.0,Dank IPA (2012),American IPA,451.0,16.0
690.0,0.072,NaN,1623.0,Lift Off IPA,American IPA,358.0,16.0
691.0,0.055,NaN,110.0,BrewFarm Select Golden Lager,American Pale Lager,554.0,12.0
692.0,0.05,NaN,1735.0,Sprocket Blonde Ale (2006),American Blonde Ale,333.0,12.0
693.0,0.05,NaN,1734.0,Sprocket Pale Ale (2006),American Pale Ale (APA),333.0,12.0
694.0,0.063,37.0,1746.0,Dead Armadillo Amber Ale,American Amber / Red Ale,330.0,12.0
695.0,0.06,NaN,2371.0,Neato Bandito,Euro Pale Lager,127.0,12.0
696.0,0.075,33.0,2251.0,Oak Cliff Coffee Ale,American Brown Ale,127.0,12.0
697.0,0.085,100.0,2166.0,Dream Crusher Double IPA,American Double / Imperial IPA,127.0,12.0
698.0,0.06,NaN,1827.0,Deep Ellum Pale Ale,American Pale Ale (APA),127.0,12.0
699.0,0.07,NaN,1203.0,Double Brown Stout,Baltic Porter,127.0,12.0
700.0,0.048,25.0,1202.0,Farmhouse Wit,Saison / Farmhouse Ale,127.0,16.0
701.0,0.046,NaN,1161.0,Rye Pils Session Lager,German Pilsener,127.0,12.0
702.0,0.052,23.0,946.0,Dallas Blonde,American Blonde Ale,127.0,12.0
703.0,0.07,70.0,943.0,Deep Ellum IPA,American IPA,127.0,12.0
704.0,0.045,44.0,1886.0,Thrasher Session India Pale Ale,American IPA,283.0,12.0
705.0,0.05,16.0,1885.0,Gutch English Style Mild Ale,English Pale Mild Ale,283.0,12.0
706.0,0.059,55.0,1213.0,Chuli Stout,Irish Dry Stout,453.0,12.0
707.0,0.0559999999999999,46.0,1159.0,Mother Ale,American Blonde Ale,453.0,12.0
708.0,0.065,71.0,947.0,Twister Creek India Pale Ale,American IPA,453.0,12.0
709.0,0.0579999999999999,46.0,929.0,Single Engine Red,Irish Red Ale,453.0,12.0
710.0,0.07,NaN,1944.0,Incredible Pedal IPA,American IPA,263.0,12.0
711.0,0.05,NaN,1943.0,Graham Cracker Porter,American Porter,263.0,12.0
712.0,0.05,40.0,1210.0,Mirror Pond Pale Ale,American Pale Ale (APA),454.0,12.0
713.0,0.052,16.0,2550.0,Weissenheimer,Hefeweizen,57.0,12.0
714.0,0.049,22.0,2505.0,Abbey s Single (2015- ),Abbey Single Ale,57.0,12.0
715.0,0.063,76.0,2025.0,Vertex IPA,American IPA,57.0,12.0
716.0,0.05,12.0,2021.0,Here Gose Nothin ,Gose,57.0,12.0
717.0,0.05,NaN,2015.0,Strawberry Blonde,Fruit / Vegetable Beer,57.0,12.0
718.0,0.096,85.0,1888.0,Hoperation Overload,American Double / Imperial IPA,57.0,12.0
719.0,0.049,22.0,1887.0,Abbey s Single Ale (Current),Abbey Single Ale,57.0,12.0
720.0,0.044,45.0,2051.0,Bravo Four Point,American Pale Ale (APA),237.0,12.0
721.0,0.052,26.0,1201.0,Striped Bass Pale Ale,American Pale Ale (APA),237.0,12.0
722.0,0.054,27.0,924.0,Deadicated Amber,American Amber / Red Ale,491.0,16.0
723.0,NaN,NaN,731.0,Kaleidoscope Collaboration 2012,American Black Ale,491.0,16.0
724.0,0.071,85.0,730.0,California Sunshine Rye IPA,American IPA,491.0,16.0
725.0,0.074,12.0,647.0,Full Boar Scotch Ale,Scotch Ale / Wee Heavy,491.0,16.0
726.0,0.045,NaN,1773.0,12 Man Pale Ale,American Pale Ale (APA),319.0,12.0
727.0,0.065,72.0,1795.0,Filthy Hoppin  IPA,American IPA,311.0,16.0
728.0,NaN,NaN,944.0,Dock Street Amber Beer (1992),American Amber / Red Ale,488.0,12.0
729.0,NaN,NaN,524.0,Dolores River Hefeweizen,Hefeweizen,531.0,16.0
730.0,NaN,NaN,450.0,Dolores River ESB,Extra Special / Strong Bitter (ESB),531.0,16.0
731.0,NaN,NaN,449.0,Snaggletooth Double Pale Ale,American Double / Imperial IPA,531.0,16.0
732.0,NaN,NaN,448.0,Dolores River Pale Ale,American Pale Ale (APA),531.0,16.0
733.0,NaN,NaN,447.0,Dolores River Dry Stout,Irish Dry Stout,531.0,16.0
734.0,NaN,NaN,446.0,Dolores River Mild,English Dark Mild Ale,531.0,16.0
735.0,0.049,NaN,1246.0,Cranberry Blend,Cider,446.0,12.0
736.0,0.051,NaN,977.0,Orignal Blend,Cider,446.0,12.0
737.0,0.066,100.0,881.0,Hop Abomination,American IPA,496.0,12.0
738.0,0.051,17.0,880.0,Apricot Blonde,Fruit / Vegetable Beer,496.0,12.0
739.0,0.043,12.0,872.0,Dry Dock Hefeweizen,Hefeweizen,496.0,12.0
740.0,0.0579999999999999,49.0,871.0,Dry Dock Amber Ale,American Amber / Red Ale,496.0,12.0
741.0,0.061,64.0,1685.0,Category 3 IPA,American IPA,340.0,12.0
742.0,0.045,18.0,457.0,Dundee Summer Wheat Beer,American Pale Wheat Ale,538.0,12.0
743.0,0.05,NaN,1590.0,Pumpkin Patch Ale,Pumpkin Ale,369.0,16.0
744.0,0.078,74.0,1382.0,Crank Yanker IPA,American IPA,369.0,16.0
745.0,0.06,NaN,1110.0,River Runners Pale Ale,American Pale Ale (APA),369.0,16.0
746.0,0.05,NaN,1014.0,Pumpkin Patch Ale (2012),Pumpkin Ale,369.0,16.0
747.0,0.055,NaN,911.0,Mountain Fairy Raspberry Wheat,Fruit / Vegetable Beer,369.0,16.0
748.0,0.045,NaN,680.0,Boater Beer,German Pilsener,369.0,16.0
749.0,0.078,74.0,395.0,Crank Yanker IPA (2011),American IPA,369.0,16.0
750.0,0.057,NaN,1642.0,Bleeding Buckeye Red Ale,Extra Special / Strong Bitter (ESB),352.0,16.0
751.0,0.049,25.0,673.0,Dottie Seattle Lager,American Amber / Red Lager,516.0,16.0
752.0,0.07,NaN,1107.0,Nut Sack Imperial Brown Ale,American Brown Ale,465.0,12.0
753.0,0.05,NaN,1039.0,Underachiever,American Adjunct Lager,473.0,16.0
754.0,0.052,NaN,2477.0,Lil  Brainless Raspberries,Fruit / Vegetable Beer,81.0,12.0
755.0,0.052,NaN,2008.0,Element 29,American Pale Ale (APA),81.0,12.0
756.0,0.05,NaN,2004.0,Hop Syndrome,American Pale Lager,81.0,12.0
757.0,0.062,NaN,2003.0,Escape to Colorado,American IPA,81.0,12.0
758.0,0.043,60.0,2292.0,Little Sister India Style Session Ale,American IPA,170.0,12.0
759.0,0.062,80.0,1504.0,Country Boy IPA,American IPA,170.0,12.0
760.0,0.049,23.0,2604.0,Blonde Czich,American Blonde Ale,26.0,16.0
761.0,0.07,61.0,2432.0,White Reaper,Belgian IPA,26.0,16.0
762.0,0.051,NaN,2431.0,Bobblehead,American Pale Wheat Ale,26.0,16.0
763.0,0.052,NaN,2430.0,Lucky Dog,American Pale Ale (APA),26.0,16.0
764.0,0.048,NaN,2429.0,Voodoo,American Porter,26.0,16.0
765.0,0.054,48.0,1967.0,General George Patton Pilsner,Czech Pilsener,26.0,16.0
766.0,0.04,NaN,2283.0,Nomader Weiss,Berliner Weissbier,173.0,12.0
767.0,0.085,NaN,2248.0,Molotov Lite,American Double / Imperial IPA,173.0,16.0
768.0,0.055,NaN,1287.0,Hipster Ale (Two Roads Brewing),American Pale Ale (APA),173.0,12.0
769.0,0.027,NaN,1286.0,Bikini Beer,American IPA,173.0,12.0
770.0,0.055,NaN,640.0,Hipster Ale (Westbrook Brewing),American Pale Ale (APA),173.0,12.0
771.0,0.05,32.0,1722.0,Iron Horse Pale Ale,American Pale Ale (APA),335.0,12.0
772.0,0.045,19.0,1435.0,Stone s Throw IPA,Scottish Ale,335.0,12.0
773.0,0.067,70.0,1434.0,Wood Chipper India Pale Ale,American IPA,335.0,12.0
774.0,0.063,55.0,2089.0,Trail Head,American Pale Ale (APA),224.0,12.0
775.0,0.07,80.0,2088.0,Hop Stalker Fresh Hop IPA,American IPA,224.0,16.0
776.0,0.07,58.0,1455.0,Sudice American Stout,American Stout,405.0,16.0
777.0,0.05,20.0,1454.0,Parcae Belgian Style Pale Ale,Belgian Pale Ale,405.0,16.0
778.0,0.05,20.0,1453.0,Norns Roggenbier,Roggenbier,405.0,16.0
779.0,0.05,20.0,1452.0,Laimas Kölsch Style Ale,Kölsch,405.0,16.0
780.0,0.07,70.0,1451.0,Moirai India Pale Ale,American IPA,405.0,16.0
781.0,0.075,53.0,2191.0,Loki Red Ale,American Amber / Red Ale,201.0,16.0
782.0,0.046,NaN,1731.0,Peaches & Cream,Fruit / Vegetable Beer,201.0,16.0
783.0,0.051,NaN,1022.0,Quaff India Style Session Ale,American IPA,201.0,16.0
784.0,0.075,53.0,895.0,Loki Red Ale (2013),American Amber / Red Ale,201.0,16.0
785.0,0.069,NaN,682.0,Mjolnir Imperial IPA,American Double / Imperial IPA,201.0,16.0
786.0,0.05,NaN,112.0,Fearless Scottish Ale,Scottish Ale,201.0,16.0
787.0,0.081,NaN,2289.0,Mastermind,American Double / Imperial IPA,172.0,12.0
788.0,0.0819999999999999,NaN,2027.0,Hyzer Flip,American Double / Imperial IPA,172.0,16.0
789.0,0.0819999999999999,80.0,1929.0,Second Fiddle,American Double / Imperial IPA,172.0,16.0
790.0,0.055,30.0,1858.0,Hodad Porter,American Porter,172.0,16.0
791.0,0.045,NaN,2591.0,Weiss Weiss Baby,Kristalweizen,36.0,12.0
792.0,0.055,45.0,2590.0,Czech Yo Self,Czech Pilsener,36.0,12.0
793.0,0.048,20.0,1968.0,FMB 101,Kölsch,36.0,12.0
794.0,0.09,NaN,1981.0,Hardcore Chimera,American Double / Imperial IPA,256.0,16.0
795.0,0.08,80.0,1664.0,Sobek & Set,American Black Ale,256.0,16.0
796.0,0.086,NaN,1663.0,Nuclear Winter,Belgian Strong Dark Ale,256.0,16.0
797.0,0.05,22.0,1662.0,Wet Hot American Wheat Ale,American Pale Wheat Ale,256.0,16.0
798.0,0.053,NaN,941.0,Secret Stache Stout,American Stout,256.0,16.0
799.0,0.08,72.0,935.0,Fascist Pig Ale,American Amber / Red Ale,256.0,16.0
800.0,0.055,NaN,809.0,Cut Throat Pale Ale,American Pale Ale (APA),256.0,16.0
801.0,0.075,NaN,481.0,Threadless IPA,American IPA,256.0,16.0
802.0,0.055,NaN,351.0,Cut Throat Pale Ale (2011),American Pale Ale (APA),256.0,16.0
803.0,0.047,NaN,350.0,Golden Wing Blonde Ale,American Blonde Ale,256.0,16.0
804.0,0.045,47.0,2569.0,Easy Jack,American IPA,48.0,12.0
805.0,0.075,75.0,2463.0,Union Jack,American IPA,48.0,12.0
806.0,0.053,NaN,2462.0,Pivo Pils,German Pilsener,48.0,12.0
807.0,0.047,NaN,1957.0,805 Blonde Ale,American Blonde Ale,48.0,12.0
808.0,0.047,20.0,1733.0,805,American Blonde Ale,48.0,12.0
809.0,0.065,NaN,2624.0,Deflator,Doppelbock,16.0,16.0
810.0,0.05,27.0,2284.0,Hinchtown Hammer Down,American Blonde Ale,16.0,16.0
811.0,0.06,104.0,1610.0,Half Cycle IPA,American IPA,16.0,16.0
812.0,NaN,NaN,520.0,Inclined Plane Ale,American IPA,532.0,12.0
813.0,0.055,NaN,2554.0,Moped Traveler,American Pale Ale (APA),54.0,16.0
814.0,0.071,60.0,608.0,Snake Dog IPA,American IPA,521.0,12.0
815.0,0.047,28.0,607.0,Underdog Atlantic Lager,American Pale Lager,521.0,12.0
816.0,0.04,NaN,2567.0,Flying Mouse 8,American Porter,50.0,12.0
817.0,0.07,70.0,2566.0,Flying Mouse 4,American IPA,50.0,12.0
818.0,0.078,NaN,1899.0,La Ferme Urbaine Farmhouse Ale,Saison / Farmhouse Ale,279.0,12.0
819.0,0.06,NaN,983.0,Backyahd IPA,American IPA,279.0,12.0
820.0,0.065,NaN,982.0,Raincloud Robust Porter,American Porter,279.0,12.0
821.0,0.045,NaN,981.0,Barstool American Golden Ale,American Blonde Ale,279.0,12.0
822.0,0.05,18.0,2111.0,What the Butler Saw,Witbier,217.0,12.0
823.0,0.069,65.0,2110.0,1916 Shore Shiver,American IPA,217.0,12.0
824.0,0.052,NaN,2172.0,Quick WIT,Belgian Pale Ale,206.0,12.0
825.0,0.062,NaN,2171.0,The Optimist,American IPA,206.0,12.0
826.0,0.045,NaN,1911.0,Suicide Squeeze IPA,American IPA,206.0,16.0
827.0,0.065,NaN,1803.0,Java the Hop,American IPA,206.0,16.0
828.0,0.062,NaN,1566.0,Next Adventure Black IPA,American Black Ale,206.0,16.0
829.0,0.067,NaN,1515.0,3-Way IPA (2013),American IPA,206.0,16.0
830.0,0.0579999999999999,NaN,1214.0,Tender Loving Empire NWPA,American Pale Ale (APA),206.0,16.0
831.0,0.052,NaN,674.0,Quick Wit Belgianesque Ale,Witbier,206.0,16.0
832.0,0.055,NaN,562.0,Sunrise Oatmeal Pale Ale,American Pale Ale (APA),206.0,16.0
833.0,0.088,NaN,552.0,Cavatica Stout,American Double / Imperial Stout,206.0,16.0
834.0,0.051,NaN,319.0,1811 Lager,American Amber / Red Lager,206.0,16.0
835.0,0.074,97.0,318.0,Vortex IPA,American IPA,206.0,16.0
836.0,NaN,NaN,2322.0,Fort Pitt Ale,American Amber / Red Ale,151.0,12.0
837.0,0.047,19.0,2661.0,Park,American Pale Wheat Ale,4.0,12.0
838.0,0.0559999999999999,16.0,2660.0,Westfalia,American Amber / Red Ale,4.0,12.0
839.0,0.046,17.0,2659.0,KSA,Kölsch,4.0,12.0
840.0,0.063,42.0,2658.0,Villager,American IPA,4.0,12.0
841.0,0.085,50.0,2625.0,Dirty Bastard,Scotch Ale / Wee Heavy,15.0,12.0
842.0,0.072,65.0,1565.0,Centennial IPA,American IPA,15.0,12.0
843.0,0.047,42.0,1223.0,All Day IPA,American IPA,15.0,12.0
844.0,0.076,73.0,1874.0,El Chingon IPA,American IPA,287.0,12.0
845.0,0.057,40.0,1873.0,Block Party Robust Porter,American Porter,287.0,12.0
846.0,0.052,20.0,1872.0,Local Buzz,American Blonde Ale,287.0,12.0
847.0,0.055,NaN,2613.0,Feel Like Maplin  Love,Oatmeal Stout,22.0,16.0
848.0,0.05,NaN,2612.0,Father s Beer,Belgian Pale Ale,22.0,16.0
849.0,0.06,NaN,2611.0,The 26th,American IPA,22.0,16.0
850.0,0.064,90.0,2610.0,The Gadget,American IPA,22.0,16.0
851.0,0.04,NaN,1657.0,Leprechaun Lager,American Pale Lager,348.0,12.0
852.0,0.052,17.0,2309.0,Sunbru Kölsch,Kölsch,160.0,12.0
853.0,0.06,21.0,1635.0,Kilt Lifter Scottish-Style Ale,?,160.0,12.0
854.0,0.051,NaN,1616.0,Pumpkin Porter,American Porter,160.0,12.0
855.0,0.042,9.0,1585.0,Four Peaks Peach Ale,Fruit / Vegetable Beer,160.0,12.0
856.0,0.067,47.0,358.0,Hop Knot IPA,American IPA,160.0,12.0
857.0,0.06,21.0,179.0,Kilt Lifter Scottish-Style Ale (2009),Scottish Ale,160.0,12.0
858.0,0.052,NaN,178.0,Sunbru Kölsch,Kölsch,160.0,12.0
859.0,0.06,NaN,2428.0,Four String Vanilla Porter,American Porter,105.0,12.0
860.0,0.05,28.0,2427.0,Suncaster Summer Wheat,American Pale Wheat Ale,105.0,12.0
861.0,0.057,36.0,2425.0,Brass Knuckle Pale Ale,American Pale Ale (APA),105.0,12.0
862.0,0.07,70.0,2424.0,Big Star White IPA,American White IPA,105.0,12.0
863.0,0.0559999999999999,NaN,1998.0,Old Detroit,American Amber / Red Ale,253.0,12.0
864.0,0.069,69.0,1556.0,Batch 69 IPA,American IPA,253.0,12.0
865.0,0.055,18.0,1208.0,Twisted Helles Summer Lager,Munich Helles Lager,253.0,12.0
866.0,0.053,27.0,2527.0,OktoberFiesta,?,66.0,12.0
867.0,0.065,33.0,2526.0,Texicali ,American Brown Ale,66.0,12.0
868.0,0.06,NaN,2525.0,Pinata Protest,Witbier,66.0,12.0
869.0,0.042,20.0,2524.0,Bat Outta Helles,Munich Helles Lager,66.0,12.0
870.0,0.068,NaN,2523.0,Original,American Amber / Red Ale,66.0,12.0
871.0,0.042,10.0,2522.0,Rye Wit,Witbier,66.0,12.0
872.0,0.059,70.0,2521.0,Soul Doubt,American IPA,66.0,12.0
873.0,0.044,5.0,2520.0,Yo Soy Un Berliner,Berliner Weissbier,66.0,12.0
874.0,0.04,NaN,1174.0,77 Fremont Select Spring Session IPA,American IPA,460.0,12.0
875.0,0.045,NaN,1116.0,Fremont Organic Pale Ale,American Pale Ale (APA),460.0,12.0
876.0,0.08,NaN,994.0,Abominable Ale,English Strong Ale,460.0,12.0
877.0,0.065,35.0,901.0,Harvest Ale,Saison / Farmhouse Ale,460.0,12.0
878.0,0.065,45.0,875.0,Fremont Summer Ale,American Pale Ale (APA),460.0,12.0
879.0,0.0559999999999999,30.0,858.0,Universale Pale Ale,American Pale Ale (APA),460.0,12.0
880.0,0.065,80.0,857.0,Interurban IPA,American IPA,460.0,12.0
881.0,0.053,32.0,1300.0,Gateway Kolsch Style Ale,Kölsch,433.0,12.0
882.0,0.07,24.0,1260.0,Wee-Heavy-Er Scotch Ale,Scotch Ale / Wee Heavy,433.0,12.0
883.0,0.052,42.0,1259.0,13 Rebels ESB,Extra Special / Strong Bitter (ESB),433.0,12.0
884.0,0.07,73.0,2254.0,Salamander Slam,American IPA,180.0,16.0
885.0,0.05,NaN,1658.0,Cack-A-Lacky,American Pale Ale (APA),347.0,12.0
886.0,0.072,50.0,2077.0,No Wake IPA,American IPA,228.0,12.0
887.0,0.049,15.0,2076.0,Boathouse Blonde,American Blonde Ale,228.0,12.0
888.0,0.05,26.0,2075.0,Cedar Point,American Amber / Red Ale,228.0,12.0
889.0,0.067,70.0,2426.0,Clean Shave IPA,American IPA,106.0,12.0
890.0,0.072,75.0,2045.0,Might As Well IPL,American Pale Lager,240.0,16.0
891.0,0.0579999999999999,35.0,1960.0,Saison Pamplemousse,Saison / Farmhouse Ale,240.0,12.0
892.0,0.074,74.0,1777.0,2020 IPA,American IPA,240.0,16.0
893.0,0.08,70.0,1698.0,Wolf Among Weeds IPA,American IPA,240.0,16.0
894.0,0.094,92.0,1641.0,Better Weather IPA,American IPA,240.0,16.0
895.0,0.059,60.0,1490.0,Point the Way IPA,American IPA,240.0,16.0
896.0,0.046,15.0,1489.0,Golden Road Hefeweizen,Hefeweizen,240.0,16.0
897.0,0.068,65.0,1399.0,Heal the Bay IPA,American IPA,240.0,16.0
898.0,0.059,60.0,1296.0,Point the Way IPA,American IPA,240.0,12.0
899.0,0.05,NaN,1034.0,Cabrillo Kölsch,Kölsch,240.0,16.0
900.0,0.055,20.0,991.0,Get Up Offa That Brown,American Brown Ale,240.0,16.0
901.0,0.08,70.0,750.0,Burning Bush Smoked IPA,American IPA,240.0,16.0
902.0,0.08,70.0,749.0,Wolf Among Weeds IPA (2012),American IPA,240.0,16.0
903.0,0.059,60.0,549.0,Point the Way IPA (2012),American IPA,240.0,16.0
904.0,0.046,15.0,548.0,Golden Road Hefeweizen (2012),Hefeweizen,240.0,16.0
905.0,0.07,11.0,2587.0,Vanilla Porter,American Porter,39.0,16.0
906.0,0.07,70.0,1109.0,Descender IPA,American IPA,464.0,12.0
907.0,0.06,18.0,1108.0,Sweet As Pacific Ale,American Pale Wheat Ale,464.0,12.0
908.0,0.0559999999999999,36.0,1000.0,Good People Pale Ale,American Pale Ale (APA),478.0,12.0
909.0,0.093,103.0,312.0,Snake Handler Double IPA,American Double / Imperial IPA,478.0,12.0
910.0,0.06,54.0,311.0,Coffee Oatmeal Stout,Oatmeal Stout,478.0,12.0
911.0,0.06,64.0,309.0,Good People IPA,American IPA,478.0,12.0
912.0,0.0579999999999999,36.0,308.0,Good People American Brown Ale,American Brown Ale,478.0,12.0
913.0,0.055,40.0,2205.0,Mountain Rescue Pale Ale,American Pale Ale (APA),194.0,12.0
914.0,0.059,55.0,2198.0,Goose Island India Pale Ale,American IPA,196.0,12.0
915.0,0.054,30.0,2457.0,312 Urban Pale Ale,American Pale Ale (APA),88.0,16.0
916.0,0.054,30.0,2202.0,312 Urban Pale Ale,American Pale Ale (APA),88.0,12.0
917.0,0.042,18.0,2201.0,312 Urban Wheat Ale,American Pale Wheat Ale,88.0,16.0
918.0,0.042,18.0,1829.0,312 Urban Wheat Ale,American Pale Wheat Ale,88.0,12.0
919.0,0.042,20.0,581.0,312 Urban Wheat Ale (2012),American Pale Wheat Ale,88.0,12.0
920.0,0.052,19.0,1383.0,Beaver Logger,American Pale Lager,420.0,12.0
921.0,0.05,NaN,477.0,White Water Wheat,American Pale Wheat Ale,536.0,12.0
922.0,0.052,NaN,476.0,Grand Canyon American Pilsner,American Pilsner,536.0,12.0
923.0,0.054,NaN,143.0,Grand Canyon Sunset Amber Ale,American Amber / Red Ale,536.0,12.0
924.0,NaN,NaN,142.0,Black Iron India Pale Ale,American IPA,536.0,12.0
925.0,0.043,21.0,2129.0,Monarch Classic American Wheat,American Pale Wheat Ale,213.0,12.0
926.0,0.049,21.0,2127.0,Sir William s English Brown Ale,English Brown Ale,213.0,12.0
927.0,0.055,35.0,2126.0,Lakefire Rye Pale Ale,American Pale Ale (APA),213.0,12.0
928.0,0.053,22.0,2303.0,Beer Agent Re-Ignition,American Blonde Ale,165.0,16.0
929.0,0.057,18.0,1990.0,Cherry Ale,Fruit / Vegetable Beer,165.0,16.0
930.0,0.0559999999999999,33.0,1702.0,Bourbon Barrel Aged Coconut Porter,American Porter,165.0,16.0
931.0,0.062,60.0,1701.0,Great Crescent IPA,American IPA,165.0,16.0
932.0,0.057,27.0,1700.0,Aurora Lager,Dortmunder / Export Lager,165.0,16.0
933.0,0.053,22.0,1699.0,Great Crescent Blonde Ale,American Blonde Ale,165.0,16.0
934.0,0.0559999999999999,33.0,1269.0,Great Crescent Coconut Porter,American Porter,165.0,16.0
935.0,0.057,25.0,930.0,Great Crescent Oktoberfest Lager,Märzen / Oktoberfest,165.0,16.0
936.0,0.045,36.0,649.0,Great Crescent Brown Ale,American Brown Ale,165.0,16.0
937.0,0.057,18.0,639.0,Cherry Ale (1),Fruit / Vegetable Beer,165.0,16.0
938.0,0.057,27.0,626.0,Aurora Lager (2011),Dortmunder / Export Lager,165.0,16.0
939.0,0.06,25.0,615.0,Frosted Fields Winter Wheat,American Dark Wheat Ale,165.0,16.0
940.0,0.051,13.0,478.0,Great Crescent Belgian Style Wit,Witbier,165.0,16.0
941.0,0.075,65.0,455.0,Bourbon s Barrel Stout,American Stout,165.0,16.0
942.0,0.08,66.0,442.0,Great Crescent Stout,English Stout,165.0,16.0
943.0,0.0559999999999999,33.0,441.0,Great Crescent Coconut Porter (2012),American Porter,165.0,16.0
944.0,0.057,23.0,440.0,Great Crescent Dark Lager,Euro Dark Lager,165.0,16.0
