REG_ADM,ANNEE,MOIS,TYPE,NOMBRE
02-SAGUENAY--LAC-SAINT-JEAN,2015.0,2.0,09 - Nombre d'analyses,108
02-SAGUENAY--LAC-SAINT-JEAN,2015.0,2.0,10 - Quantité d'aliments éliminés ou confisqués (en kg),26
02-SAGUENAY--LAC-SAINT-JEAN,2015.0,2.0,11 - Quantité d'aliments éliminés ou confisqués (en litres),160
02-SAGUENAY--LAC-SAINT-JEAN,2015.0,3.0,01 - Nombre d'inspections,95
02-SAGUENAY--LAC-SAINT-JEAN,2015.0,3.0,02 - Nombre d'avis de non-conformité,19
02-SAGUENAY--LAC-SAINT-JEAN,2015.0,3.0,03 - Nombre d'infractions constatées,22
02-SAGUENAY--LAC-SAINT-JEAN,2015.0,3.0,07 - Montant des amendes imposées,250
02-SAGUENAY--LAC-SAINT-JEAN,2015.0,3.0,08 - Nombre d'échantillons prélevés,33
02-SAGUENAY--LAC-SAINT-JEAN,2015.0,3.0,09 - Nombre d'analyses,109
02-SAGUENAY--LAC-SAINT-JEAN,2015.0,3.0,10 - Quantité d'aliments éliminés ou confisqués (en kg),90
02-SAGUENAY--LAC-SAINT-JEAN,2015.0,3.0,11 - Quantité d'aliments éliminés ou confisqués (en litres),1
02-SAGUENAY--LAC-SAINT-JEAN,2015.0,3.0,16 - Nombre d'ordonnances de cesser les opérations,1
02-SAGUENAY--LAC-SAINT-JEAN,2015.0,4.0,01 - Nombre d'inspections,92
02-SAGUENAY--LAC-SAINT-JEAN,2015.0,4.0,02 - Nombre d'avis de non-conformité,18
02-SAGUENAY--LAC-SAINT-JEAN,2015.0,4.0,03 - Nombre d'infractions constatées,19
02-SAGUENAY--LAC-SAINT-JEAN,2015.0,4.0,07 - Montant des amendes imposées,500
02-SAGUENAY--LAC-SAINT-JEAN,2015.0,4.0,08 - Nombre d'échantillons prélevés,21
02-SAGUENAY--LAC-SAINT-JEAN,2015.0,4.0,09 - Nombre d'analyses,63
02-SAGUENAY--LAC-SAINT-JEAN,2015.0,4.0,10 - Quantité d'aliments éliminés ou confisqués (en kg),14
02-SAGUENAY--LAC-SAINT-JEAN,2015.0,4.0,11 - Quantité d'aliments éliminés ou confisqués (en litres),30
02-SAGUENAY--LAC-SAINT-JEAN,2015.0,5.0,01 - Nombre d'inspections,114
02-SAGUENAY--LAC-SAINT-JEAN,2015.0,5.0,02 - Nombre d'avis de non-conformité,30
02-SAGUENAY--LAC-SAINT-JEAN,2015.0,5.0,03 - Nombre d'infractions constatées,37
02-SAGUENAY--LAC-SAINT-JEAN,2015.0,5.0,07 - Montant des amendes imposées,250
02-SAGUENAY--LAC-SAINT-JEAN,2015.0,5.0,08 - Nombre d'échantillons prélevés,41
02-SAGUENAY--LAC-SAINT-JEAN,2015.0,5.0,09 - Nombre d'analyses,93
02-SAGUENAY--LAC-SAINT-JEAN,2015.0,5.0,10 - Quantité d'aliments éliminés ou confisqués (en kg),35
02-SAGUENAY--LAC-SAINT-JEAN,2015.0,5.0,11 - Quantité d'aliments éliminés ou confisqués (en litres),30
02-SAGUENAY--LAC-SAINT-JEAN,2015.0,6.0,01 - Nombre d'inspections,112
02-SAGUENAY--LAC-SAINT-JEAN,2015.0,6.0,02 - Nombre d'avis de non-conformité,28
02-SAGUENAY--LAC-SAINT-JEAN,2015.0,6.0,03 - Nombre d'infractions constatées,33
02-SAGUENAY--LAC-SAINT-JEAN,2015.0,6.0,08 - Nombre d'échantillons prélevés,13
02-SAGUENAY--LAC-SAINT-JEAN,2015.0,6.0,09 - Nombre d'analyses,74
02-SAGUENAY--LAC-SAINT-JEAN,2015.0,6.0,10 - Quantité d'aliments éliminés ou confisqués (en kg),12
02-SAGUENAY--LAC-SAINT-JEAN,2015.0,6.0,11 - Quantité d'aliments éliminés ou confisqués (en litres),28
02-SAGUENAY--LAC-SAINT-JEAN,2015.0,6.0,23 - Nombre d'avis administratifs émis par la direction,1
02-SAGUENAY--LAC-SAINT-JEAN,2015.0,7.0,01 - Nombre d'inspections,89
02-SAGUENAY--LAC-SAINT-JEAN,2015.0,7.0,02 - Nombre d'avis de non-conformité,15
02-SAGUENAY--LAC-SAINT-JEAN,2015.0,7.0,03 - Nombre d'infractions constatées,16
02-SAGUENAY--LAC-SAINT-JEAN,2015.0,7.0,07 - Montant des amendes imposées,2750
02-SAGUENAY--LAC-SAINT-JEAN,2015.0,7.0,08 - Nombre d'échantillons prélevés,15
02-SAGUENAY--LAC-SAINT-JEAN,2015.0,7.0,09 - Nombre d'analyses,71
02-SAGUENAY--LAC-SAINT-JEAN,2015.0,7.0,10 - Quantité d'aliments éliminés ou confisqués (en kg),25
02-SAGUENAY--LAC-SAINT-JEAN,2015.0,7.0,11 - Quantité d'aliments éliminés ou confisqués (en litres),14
02-SAGUENAY--LAC-SAINT-JEAN,2015.0,8.0,01 - Nombre d'inspections,124
02-SAGUENAY--LAC-SAINT-JEAN,2015.0,8.0,02 - Nombre d'avis de non-conformité,24
02-SAGUENAY--LAC-SAINT-JEAN,2015.0,8.0,03 - Nombre d'infractions constatées,32
02-SAGUENAY--LAC-SAINT-JEAN,2015.0,8.0,07 - Montant des amendes imposées,250
02-SAGUENAY--LAC-SAINT-JEAN,2015.0,8.0,08 - Nombre d'échantillons prélevés,12
02-SAGUENAY--LAC-SAINT-JEAN,2015.0,8.0,09 - Nombre d'analyses,60
01-BAS-SAINT-LAURENT,2015.0,5.0,09 - Nombre d'analyses,64
01-BAS-SAINT-LAURENT,2015.0,5.0,10 - Quantité d'aliments éliminés ou confisqués (en kg),5
01-BAS-SAINT-LAURENT,2015.0,5.0,11 - Quantité d'aliments éliminés ou confisqués (en litres),124
01-BAS-SAINT-LAURENT,2015.0,6.0,01 - Nombre d'inspections,88
01-BAS-SAINT-LAURENT,2015.0,6.0,02 - Nombre d'avis de non-conformité,12
01-BAS-SAINT-LAURENT,2015.0,6.0,03 - Nombre d'infractions constatées,14
01-BAS-SAINT-LAURENT,2015.0,6.0,07 - Montant des amendes imposées,250
01-BAS-SAINT-LAURENT,2015.0,6.0,08 - Nombre d'échantillons prélevés,10
01-BAS-SAINT-LAURENT,2015.0,6.0,09 - Nombre d'analyses,58
01-BAS-SAINT-LAURENT,2015.0,6.0,10 - Quantité d'aliments éliminés ou confisqués (en kg),4
01-BAS-SAINT-LAURENT,2015.0,6.0,11 - Quantité d'aliments éliminés ou confisqués (en litres),10
01-BAS-SAINT-LAURENT,2015.0,7.0,01 - Nombre d'inspections,91
01-BAS-SAINT-LAURENT,2015.0,7.0,02 - Nombre d'avis de non-conformité,16
01-BAS-SAINT-LAURENT,2015.0,7.0,03 - Nombre d'infractions constatées,19
01-BAS-SAINT-LAURENT,2015.0,7.0,07 - Montant des amendes imposées,500
01-BAS-SAINT-LAURENT,2015.0,7.0,08 - Nombre d'échantillons prélevés,33
01-BAS-SAINT-LAURENT,2015.0,7.0,09 - Nombre d'analyses,82
01-BAS-SAINT-LAURENT,2015.0,7.0,10 - Quantité d'aliments éliminés ou confisqués (en kg),19
01-BAS-SAINT-LAURENT,2015.0,7.0,16 - Nombre d'ordonnances de cesser les opérations,1
01-BAS-SAINT-LAURENT,2015.0,8.0,01 - Nombre d'inspections,83
01-BAS-SAINT-LAURENT,2015.0,8.0,02 - Nombre d'avis de non-conformité,8
01-BAS-SAINT-LAURENT,2015.0,8.0,03 - Nombre d'infractions constatées,11
01-BAS-SAINT-LAURENT,2015.0,8.0,08 - Nombre d'échantillons prélevés,23
01-BAS-SAINT-LAURENT,2015.0,8.0,09 - Nombre d'analyses,76
01-BAS-SAINT-LAURENT,2015.0,8.0,10 - Quantité d'aliments éliminés ou confisqués (en kg),12
01-BAS-SAINT-LAURENT,2015.0,9.0,01 - Nombre d'inspections,112
01-BAS-SAINT-LAURENT,2015.0,9.0,02 - Nombre d'avis de non-conformité,26
01-BAS-SAINT-LAURENT,2015.0,9.0,03 - Nombre d'infractions constatées,36
01-BAS-SAINT-LAURENT,2015.0,9.0,07 - Montant des amendes imposées,4250
01-BAS-SAINT-LAURENT,2015.0,9.0,08 - Nombre d'échantillons prélevés,47
01-BAS-SAINT-LAURENT,2015.0,9.0,09 - Nombre d'analyses,184
01-BAS-SAINT-LAURENT,2015.0,9.0,10 - Quantité d'aliments éliminés ou confisqués (en kg),33
01-BAS-SAINT-LAURENT,2015.0,9.0,11 - Quantité d'aliments éliminés ou confisqués (en litres),16
01-BAS-SAINT-LAURENT,2015.0,10.0,01 - Nombre d'inspections,55
01-BAS-SAINT-LAURENT,2015.0,10.0,02 - Nombre d'avis de non-conformité,8
01-BAS-SAINT-LAURENT,2015.0,10.0,03 - Nombre d'infractions constatées,8
01-BAS-SAINT-LAURENT,2015.0,10.0,07 - Montant des amendes imposées,10500
01-BAS-SAINT-LAURENT,2015.0,10.0,08 - Nombre d'échantillons prélevés,9
01-BAS-SAINT-LAURENT,2015.0,10.0,09 - Nombre d'analyses,23
01-BAS-SAINT-LAURENT,2015.0,10.0,11 - Quantité d'aliments éliminés ou confisqués (en litres),40
01-BAS-SAINT-LAURENT,2015.0,11.0,01 - Nombre d'inspections,76
01-BAS-SAINT-LAURENT,2015.0,11.0,02 - Nombre d'avis de non-conformité,8
01-BAS-SAINT-LAURENT,2015.0,11.0,03 - Nombre d'infractions constatées,10
01-BAS-SAINT-LAURENT,2015.0,11.0,07 - Montant des amendes imposées,250
01-BAS-SAINT-LAURENT,2015.0,11.0,08 - Nombre d'échantillons prélevés,15
01-BAS-SAINT-LAURENT,2015.0,11.0,09 - Nombre d'analyses,48
01-BAS-SAINT-LAURENT,2015.0,11.0,10 - Quantité d'aliments éliminés ou confisqués (en kg),8
01-BAS-SAINT-LAURENT,2015.0,12.0,01 - Nombre d'inspections,102
01-BAS-SAINT-LAURENT,2015.0,12.0,02 - Nombre d'avis de non-conformité,12
01-BAS-SAINT-LAURENT,2015.0,12.0,03 - Nombre d'infractions constatées,17
01-BAS-SAINT-LAURENT,2015.0,12.0,07 - Montant des amendes imposées,250
01-BAS-SAINT-LAURENT,2015.0,12.0,08 - Nombre d'échantillons prélevés,26
01-BAS-SAINT-LAURENT,2015.0,12.0,09 - Nombre d'analyses,113
01-BAS-SAINT-LAURENT,2015.0,12.0,10 - Quantité d'aliments éliminés ou confisqués (en kg),46
02-SAGUENAY--LAC-SAINT-JEAN,2015.0,1.0,12 - Nombre de plaintes enregistrées,9
02-SAGUENAY--LAC-SAINT-JEAN,2015.0,2.0,12 - Nombre de plaintes enregistrées,6
02-SAGUENAY--LAC-SAINT-JEAN,2015.0,3.0,12 - Nombre de plaintes enregistrées,14
02-SAGUENAY--LAC-SAINT-JEAN,2015.0,4.0,12 - Nombre de plaintes enregistrées,8
02-SAGUENAY--LAC-SAINT-JEAN,2015.0,5.0,12 - Nombre de plaintes enregistrées,15
02-SAGUENAY--LAC-SAINT-JEAN,2015.0,6.0,12 - Nombre de plaintes enregistrées,19
02-SAGUENAY--LAC-SAINT-JEAN,2015.0,7.0,12 - Nombre de plaintes enregistrées,10
02-SAGUENAY--LAC-SAINT-JEAN,2015.0,8.0,12 - Nombre de plaintes enregistrées,7
02-SAGUENAY--LAC-SAINT-JEAN,2015.0,9.0,12 - Nombre de plaintes enregistrées,13
02-SAGUENAY--LAC-SAINT-JEAN,2015.0,10.0,12 - Nombre de plaintes enregistrées,16
00-HORS QUÉBEC,2015.0,1.0,12 - Nombre de plaintes enregistrées,1
00-HORS QUÉBEC,2015.0,2.0,01 - Nombre d'inspections,4
00-HORS QUÉBEC,2015.0,2.0,12 - Nombre de plaintes enregistrées,1
00-HORS QUÉBEC,2015.0,3.0,12 - Nombre de plaintes enregistrées,2
00-HORS QUÉBEC,2015.0,5.0,01 - Nombre d'inspections,1
00-HORS QUÉBEC,2015.0,6.0,01 - Nombre d'inspections,7
00-HORS QUÉBEC,2015.0,6.0,02 - Nombre d'avis de non-conformité,1
00-HORS QUÉBEC,2015.0,6.0,03 - Nombre d'infractions constatées,1
00-HORS QUÉBEC,2015.0,6.0,12 - Nombre de plaintes enregistrées,3
00-HORS QUÉBEC,2015.0,7.0,01 - Nombre d'inspections,5
00-HORS QUÉBEC,2015.0,8.0,01 - Nombre d'inspections,6
00-HORS QUÉBEC,2015.0,9.0,01 - Nombre d'inspections,7
00-HORS QUÉBEC,2015.0,10.0,01 - Nombre d'inspections,2
00-HORS QUÉBEC,2015.0,11.0,12 - Nombre de plaintes enregistrées,2
00-HORS QUÉBEC,2015.0,12.0,12 - Nombre de plaintes enregistrées,1
01-BAS-SAINT-LAURENT,2015.0,1.0,12 - Nombre de plaintes enregistrées,15
01-BAS-SAINT-LAURENT,2015.0,2.0,12 - Nombre de plaintes enregistrées,8
01-BAS-SAINT-LAURENT,2015.0,3.0,12 - Nombre de plaintes enregistrées,11
01-BAS-SAINT-LAURENT,2015.0,4.0,12 - Nombre de plaintes enregistrées,6
01-BAS-SAINT-LAURENT,2015.0,5.0,12 - Nombre de plaintes enregistrées,7
01-BAS-SAINT-LAURENT,2015.0,6.0,12 - Nombre de plaintes enregistrées,12
01-BAS-SAINT-LAURENT,2015.0,7.0,12 - Nombre de plaintes enregistrées,11
01-BAS-SAINT-LAURENT,2015.0,8.0,12 - Nombre de plaintes enregistrées,10
01-BAS-SAINT-LAURENT,2015.0,9.0,12 - Nombre de plaintes enregistrées,15
01-BAS-SAINT-LAURENT,2015.0,10.0,12 - Nombre de plaintes enregistrées,8
01-BAS-SAINT-LAURENT,2015.0,11.0,12 - Nombre de plaintes enregistrées,16
01-BAS-SAINT-LAURENT,2015.0,12.0,12 - Nombre de plaintes enregistrées,13
01-BAS-SAINT-LAURENT,2015.0,1.0,01 - Nombre d'inspections,84
01-BAS-SAINT-LAURENT,2015.0,1.0,02 - Nombre d'avis de non-conformité,7
01-BAS-SAINT-LAURENT,2015.0,1.0,03 - Nombre d'infractions constatées,8
01-BAS-SAINT-LAURENT,2015.0,1.0,07 - Montant des amendes imposées,1000
01-BAS-SAINT-LAURENT,2015.0,1.0,08 - Nombre d'échantillons prélevés,16
01-BAS-SAINT-LAURENT,2015.0,1.0,09 - Nombre d'analyses,36
01-BAS-SAINT-LAURENT,2015.0,1.0,10 - Quantité d'aliments éliminés ou confisqués (en kg),7
01-BAS-SAINT-LAURENT,2015.0,1.0,18 - Nombre de suspensions de permis,1
01-BAS-SAINT-LAURENT,2015.0,2.0,01 - Nombre d'inspections,77
01-BAS-SAINT-LAURENT,2015.0,2.0,02 - Nombre d'avis de non-conformité,4
01-BAS-SAINT-LAURENT,2015.0,2.0,03 - Nombre d'infractions constatées,4
01-BAS-SAINT-LAURENT,2015.0,2.0,07 - Montant des amendes imposées,250
01-BAS-SAINT-LAURENT,2015.0,2.0,08 - Nombre d'échantillons prélevés,23
01-BAS-SAINT-LAURENT,2015.0,2.0,09 - Nombre d'analyses,84
01-BAS-SAINT-LAURENT,2015.0,2.0,10 - Quantité d'aliments éliminés ou confisqués (en kg),44
01-BAS-SAINT-LAURENT,2015.0,2.0,11 - Quantité d'aliments éliminés ou confisqués (en litres),38
01-BAS-SAINT-LAURENT,2015.0,3.0,01 - Nombre d'inspections,101
01-BAS-SAINT-LAURENT,2015.0,3.0,02 - Nombre d'avis de non-conformité,14
01-BAS-SAINT-LAURENT,2015.0,3.0,03 - Nombre d'infractions constatées,19
01-BAS-SAINT-LAURENT,2015.0,3.0,07 - Montant des amendes imposées,250
01-BAS-SAINT-LAURENT,2015.0,3.0,08 - Nombre d'échantillons prélevés,30
01-BAS-SAINT-LAURENT,2015.0,3.0,09 - Nombre d'analyses,126
01-BAS-SAINT-LAURENT,2015.0,3.0,10 - Quantité d'aliments éliminés ou confisqués (en kg),42
01-BAS-SAINT-LAURENT,2015.0,3.0,11 - Quantité d'aliments éliminés ou confisqués (en litres),10
01-BAS-SAINT-LAURENT,2015.0,4.0,01 - Nombre d'inspections,76
01-BAS-SAINT-LAURENT,2015.0,4.0,02 - Nombre d'avis de non-conformité,7
01-BAS-SAINT-LAURENT,2015.0,4.0,03 - Nombre d'infractions constatées,10
01-BAS-SAINT-LAURENT,2015.0,4.0,07 - Montant des amendes imposées,250
01-BAS-SAINT-LAURENT,2015.0,4.0,08 - Nombre d'échantillons prélevés,8
01-BAS-SAINT-LAURENT,2015.0,4.0,09 - Nombre d'analyses,32
01-BAS-SAINT-LAURENT,2015.0,4.0,10 - Quantité d'aliments éliminés ou confisqués (en kg),73
01-BAS-SAINT-LAURENT,2015.0,4.0,11 - Quantité d'aliments éliminés ou confisqués (en litres),16
01-BAS-SAINT-LAURENT,2015.0,5.0,01 - Nombre d'inspections,69
01-BAS-SAINT-LAURENT,2015.0,5.0,02 - Nombre d'avis de non-conformité,8
01-BAS-SAINT-LAURENT,2015.0,5.0,03 - Nombre d'infractions constatées,12
01-BAS-SAINT-LAURENT,2015.0,5.0,07 - Montant des amendes imposées,250
01-BAS-SAINT-LAURENT,2015.0,5.0,08 - Nombre d'échantillons prélevés,16
17-CENTRE-DU-QUEBEC,2014.0,3.0,02 - Nombre d'avis de non-conformité,2
17-CENTRE-DU-QUEBEC,2014.0,3.0,03 - Nombre d'infractions constatées,2
17-CENTRE-DU-QUEBEC,2014.0,3.0,07 - Montant des amendes imposées,2000
17-CENTRE-DU-QUEBEC,2014.0,3.0,08 - Nombre d'échantillons prélevés,26
17-CENTRE-DU-QUEBEC,2014.0,3.0,09 - Nombre d'analyses,72
17-CENTRE-DU-QUEBEC,2014.0,3.0,10 - Quantité d'aliments éliminés ou confisqués (en kg),5
17-CENTRE-DU-QUEBEC,2014.0,4.0,01 - Nombre d'inspections,102
17-CENTRE-DU-QUEBEC,2014.0,4.0,02 - Nombre d'avis de non-conformité,13
17-CENTRE-DU-QUEBEC,2014.0,4.0,03 - Nombre d'infractions constatées,16
17-CENTRE-DU-QUEBEC,2014.0,4.0,07 - Montant des amendes imposées,2500
17-CENTRE-DU-QUEBEC,2014.0,4.0,08 - Nombre d'échantillons prélevés,21
17-CENTRE-DU-QUEBEC,2014.0,4.0,09 - Nombre d'analyses,50
17-CENTRE-DU-QUEBEC,2014.0,4.0,10 - Quantité d'aliments éliminés ou confisqués (en kg),7
17-CENTRE-DU-QUEBEC,2014.0,5.0,01 - Nombre d'inspections,100
17-CENTRE-DU-QUEBEC,2014.0,5.0,02 - Nombre d'avis de non-conformité,17
17-CENTRE-DU-QUEBEC,2014.0,5.0,03 - Nombre d'infractions constatées,24
17-CENTRE-DU-QUEBEC,2014.0,5.0,07 - Montant des amendes imposées,4000
17-CENTRE-DU-QUEBEC,2014.0,5.0,08 - Nombre d'échantillons prélevés,36
17-CENTRE-DU-QUEBEC,2014.0,5.0,09 - Nombre d'analyses,72
17-CENTRE-DU-QUEBEC,2014.0,5.0,11 - Quantité d'aliments éliminés ou confisqués (en litres),6
17-CENTRE-DU-QUEBEC,2014.0,6.0,01 - Nombre d'inspections,98
17-CENTRE-DU-QUEBEC,2014.0,6.0,02 - Nombre d'avis de non-conformité,15
17-CENTRE-DU-QUEBEC,2014.0,6.0,03 - Nombre d'infractions constatées,17
17-CENTRE-DU-QUEBEC,2014.0,6.0,08 - Nombre d'échantillons prélevés,20
17-CENTRE-DU-QUEBEC,2014.0,6.0,09 - Nombre d'analyses,91
17-CENTRE-DU-QUEBEC,2014.0,6.0,10 - Quantité d'aliments éliminés ou confisqués (en kg),5
17-CENTRE-DU-QUEBEC,2014.0,7.0,01 - Nombre d'inspections,95
17-CENTRE-DU-QUEBEC,2014.0,7.0,02 - Nombre d'avis de non-conformité,17
17-CENTRE-DU-QUEBEC,2014.0,7.0,03 - Nombre d'infractions constatées,20
17-CENTRE-DU-QUEBEC,2014.0,7.0,08 - Nombre d'échantillons prélevés,47
17-CENTRE-DU-QUEBEC,2014.0,7.0,09 - Nombre d'analyses,130
17-CENTRE-DU-QUEBEC,2014.0,7.0,10 - Quantité d'aliments éliminés ou confisqués (en kg),2
17-CENTRE-DU-QUEBEC,2014.0,7.0,11 - Quantité d'aliments éliminés ou confisqués (en litres),105
17-CENTRE-DU-QUEBEC,2014.0,8.0,01 - Nombre d'inspections,86
17-CENTRE-DU-QUEBEC,2014.0,8.0,02 - Nombre d'avis de non-conformité,13
17-CENTRE-DU-QUEBEC,2014.0,8.0,03 - Nombre d'infractions constatées,16
17-CENTRE-DU-QUEBEC,2014.0,8.0,08 - Nombre d'échantillons prélevés,22
17-CENTRE-DU-QUEBEC,2014.0,8.0,09 - Nombre d'analyses,90
17-CENTRE-DU-QUEBEC,2014.0,8.0,10 - Quantité d'aliments éliminés ou confisqués (en kg),1
17-CENTRE-DU-QUEBEC,2014.0,9.0,01 - Nombre d'inspections,107
17-CENTRE-DU-QUEBEC,2014.0,9.0,02 - Nombre d'avis de non-conformité,27
17-CENTRE-DU-QUEBEC,2014.0,9.0,03 - Nombre d'infractions constatées,29
17-CENTRE-DU-QUEBEC,2014.0,9.0,07 - Montant des amendes imposées,1000
17-CENTRE-DU-QUEBEC,2014.0,9.0,08 - Nombre d'échantillons prélevés,19
17-CENTRE-DU-QUEBEC,2014.0,9.0,09 - Nombre d'analyses,66
17-CENTRE-DU-QUEBEC,2014.0,10.0,01 - Nombre d'inspections,91
17-CENTRE-DU-QUEBEC,2014.0,10.0,02 - Nombre d'avis de non-conformité,16
17-CENTRE-DU-QUEBEC,2014.0,10.0,03 - Nombre d'infractions constatées,20
17-CENTRE-DU-QUEBEC,2014.0,10.0,07 - Montant des amendes imposées,250
17-CENTRE-DU-QUEBEC,2014.0,10.0,08 - Nombre d'échantillons prélevés,51
17-CENTRE-DU-QUEBEC,2014.0,10.0,09 - Nombre d'analyses,141
17-CENTRE-DU-QUEBEC,2014.0,10.0,11 - Quantité d'aliments éliminés ou confisqués (en litres),4
17-CENTRE-DU-QUEBEC,2014.0,11.0,01 - Nombre d'inspections,87
17-CENTRE-DU-QUEBEC,2014.0,11.0,02 - Nombre d'avis de non-conformité,14
17-CENTRE-DU-QUEBEC,2014.0,11.0,03 - Nombre d'infractions constatées,20
17-CENTRE-DU-QUEBEC,2014.0,11.0,08 - Nombre d'échantillons prélevés,22
17-CENTRE-DU-QUEBEC,2014.0,11.0,09 - Nombre d'analyses,43
17-CENTRE-DU-QUEBEC,2014.0,12.0,01 - Nombre d'inspections,50
17-CENTRE-DU-QUEBEC,2014.0,12.0,02 - Nombre d'avis de non-conformité,9
17-CENTRE-DU-QUEBEC,2014.0,12.0,03 - Nombre d'infractions constatées,14
17-CENTRE-DU-QUEBEC,2014.0,12.0,08 - Nombre d'échantillons prélevés,18
17-CENTRE-DU-QUEBEC,2014.0,12.0,09 - Nombre d'analyses,35
17-CENTRE-DU-QUEBEC,2014.0,12.0,10 - Quantité d'aliments éliminés ou confisqués (en kg),3
17-CENTRE-DU-QUEBEC,2014.0,12.0,23 - Nombre d'avis administratifs émis par la direction,1
16-MONTEREGIE,2014.0,8.0,11 - Quantité d'aliments éliminés ou confisqués (en litres),26
16-MONTEREGIE,2014.0,8.0,23 - Nombre d'avis administratifs émis par la direction,1
16-MONTEREGIE,2014.0,9.0,01 - Nombre d'inspections,504
16-MONTEREGIE,2014.0,9.0,02 - Nombre d'avis de non-conformité,70
16-MONTEREGIE,2014.0,9.0,03 - Nombre d'infractions constatées,101
16-MONTEREGIE,2014.0,9.0,07 - Montant des amendes imposées,14705
16-MONTEREGIE,2014.0,9.0,08 - Nombre d'échantillons prélevés,106
16-MONTEREGIE,2014.0,9.0,09 - Nombre d'analyses,324
16-MONTEREGIE,2014.0,9.0,10 - Quantité d'aliments éliminés ou confisqués (en kg),118
16-MONTEREGIE,2014.0,9.0,11 - Quantité d'aliments éliminés ou confisqués (en litres),102
16-MONTEREGIE,2014.0,10.0,01 - Nombre d'inspections,469
16-MONTEREGIE,2014.0,10.0,02 - Nombre d'avis de non-conformité,84
16-MONTEREGIE,2014.0,10.0,03 - Nombre d'infractions constatées,115
16-MONTEREGIE,2014.0,10.0,07 - Montant des amendes imposées,11500
16-MONTEREGIE,2014.0,10.0,08 - Nombre d'échantillons prélevés,116
16-MONTEREGIE,2014.0,10.0,09 - Nombre d'analyses,449
16-MONTEREGIE,2014.0,10.0,10 - Quantité d'aliments éliminés ou confisqués (en kg),155
16-MONTEREGIE,2014.0,10.0,11 - Quantité d'aliments éliminés ou confisqués (en litres),79
16-MONTEREGIE,2014.0,10.0,23 - Nombre d'avis administratifs émis par la direction,3
16-MONTEREGIE,2014.0,11.0,01 - Nombre d'inspections,406
16-MONTEREGIE,2014.0,11.0,02 - Nombre d'avis de non-conformité,71
16-MONTEREGIE,2014.0,11.0,03 - Nombre d'infractions constatées,106
16-MONTEREGIE,2014.0,11.0,07 - Montant des amendes imposées,24750
16-MONTEREGIE,2014.0,11.0,08 - Nombre d'échantillons prélevés,107
16-MONTEREGIE,2014.0,11.0,09 - Nombre d'analyses,364
16-MONTEREGIE,2014.0,11.0,10 - Quantité d'aliments éliminés ou confisqués (en kg),139
16-MONTEREGIE,2014.0,11.0,11 - Quantité d'aliments éliminés ou confisqués (en litres),12
16-MONTEREGIE,2014.0,11.0,23 - Nombre d'avis administratifs émis par la direction,1
16-MONTEREGIE,2014.0,12.0,01 - Nombre d'inspections,346
16-MONTEREGIE,2014.0,12.0,02 - Nombre d'avis de non-conformité,53
16-MONTEREGIE,2014.0,12.0,03 - Nombre d'infractions constatées,77
16-MONTEREGIE,2014.0,12.0,07 - Montant des amendes imposées,10000
16-MONTEREGIE,2014.0,12.0,08 - Nombre d'échantillons prélevés,85
16-MONTEREGIE,2014.0,12.0,09 - Nombre d'analyses,251
16-MONTEREGIE,2014.0,12.0,10 - Quantité d'aliments éliminés ou confisqués (en kg),734
16-MONTEREGIE,2014.0,12.0,11 - Quantité d'aliments éliminés ou confisqués (en litres),133
16-MONTEREGIE,2014.0,12.0,16 - Nombre d'ordonnances de cesser les opérations,2
16-MONTEREGIE,2014.0,12.0,23 - Nombre d'avis administratifs émis par la direction,1
17-CENTRE-DU-QUEBEC,2014.0,1.0,12 - Nombre de plaintes enregistrées,4
17-CENTRE-DU-QUEBEC,2014.0,2.0,12 - Nombre de plaintes enregistrées,13
17-CENTRE-DU-QUEBEC,2014.0,3.0,12 - Nombre de plaintes enregistrées,9
17-CENTRE-DU-QUEBEC,2014.0,4.0,12 - Nombre de plaintes enregistrées,8
17-CENTRE-DU-QUEBEC,2014.0,5.0,12 - Nombre de plaintes enregistrées,12
17-CENTRE-DU-QUEBEC,2014.0,6.0,12 - Nombre de plaintes enregistrées,6
17-CENTRE-DU-QUEBEC,2014.0,7.0,12 - Nombre de plaintes enregistrées,6
17-CENTRE-DU-QUEBEC,2014.0,8.0,12 - Nombre de plaintes enregistrées,11
17-CENTRE-DU-QUEBEC,2014.0,9.0,12 - Nombre de plaintes enregistrées,7
17-CENTRE-DU-QUEBEC,2014.0,10.0,12 - Nombre de plaintes enregistrées,13
17-CENTRE-DU-QUEBEC,2014.0,11.0,12 - Nombre de plaintes enregistrées,12
17-CENTRE-DU-QUEBEC,2014.0,12.0,12 - Nombre de plaintes enregistrées,8
17-CENTRE-DU-QUEBEC,2014.0,1.0,01 - Nombre d'inspections,86
17-CENTRE-DU-QUEBEC,2014.0,1.0,02 - Nombre d'avis de non-conformité,8
17-CENTRE-DU-QUEBEC,2014.0,1.0,03 - Nombre d'infractions constatées,9
17-CENTRE-DU-QUEBEC,2014.0,1.0,07 - Montant des amendes imposées,500
17-CENTRE-DU-QUEBEC,2014.0,1.0,08 - Nombre d'échantillons prélevés,11
17-CENTRE-DU-QUEBEC,2014.0,1.0,09 - Nombre d'analyses,52
17-CENTRE-DU-QUEBEC,2014.0,1.0,10 - Quantité d'aliments éliminés ou confisqués (en kg),1
17-CENTRE-DU-QUEBEC,2014.0,2.0,01 - Nombre d'inspections,99
