reporting_period,line_number,member_name,province,role,meeting_hours,other_hours,remuneration,travel_expenses,notes_en,notes_fr,owner_org,owner_org_title
2019-2020-Q2,2,Carola Swan,ON,M-M,15.0,10.25,"$4,040.00",$91.79,"The total remuneration includes time spent at meetings, preparation time and travel time.","La rémunération totale comprend le temps passé en réunions, le temps de préparation et le temps de déplacement.",dnd-mdn,National Defence | Défense nationale
2019-2020-Q2,3,David Brown,ON,C-P,15.0,21.75,"$7,350.00","$1,445.73","The total remuneration includes time spent at meetings, preparation time and travel time.","La rémunération totale comprend le temps passé en réunions, le temps de préparation et le temps de déplacement.",dnd-mdn,National Defence | Défense nationale
2019-2020-Q2,4,Raymond Crabbe,MB,M-M,14.0,17.0,"$4,960.00","$1,456.08","The total remuneration includes time spent at meetings, preparation time and travel time.","La rémunération totale comprend le temps passé en réunions, le temps de préparation et le temps de déplacement.",dnd-mdn,National Defence | Défense nationale
2019-2020-Q3,1,Raymond Crabbe,MB,M-M,19.0,13.0,"$5,120.00","$2,471.13","The total remuneration includes time spent at meetings, preparation time and travel time. Visiting Irving Shipbuilders,elements of Royal Canadian Navy and Royal Canadian Air Force in Halifax. Also attended annual DAC Seminar at Shaw Center in Ottawa","La rémunération totale comprend le temps passé en réunions, le temps de préparation et le temps de déplacement. Il a visité Iving ShipBuilder, la Marine Royal Canadienne et l'Aviation Royale Canadienne à Halifax. De plus, il a également assisté au séminaire annuel du CMA au Centre Shaw à Ottawa.",dnd-mdn,National Defence | Défense nationale
2019-2020-Q3,2,Adrian De Saldanha,ON,M-M,18.0,18.5,"$5,840.00","$2,284.87","The total remuneration includes time spent at meetings, preparation time and travel time. Travel to Ottawa to attend DAC Sumposium. DAC Site visit and meetings in Halifax","La rémunération totale comprend le temps passé en réunions, le temps de préparation et le temps de déplacement. Il a voyagé à Ottawa pour assister au Sumposium du CMA. De plus, il a visité le site du CMA et il a assisté à une réunion en Halifax.",dnd-mdn,National Defence | Défense nationale
2019-2020-Q3,3,David Smith,ON,C-P,11.0,18.0,"$5,800.00","$2,511.47","The total remuneration includes time spent at meetings, preparation time and travel time. Travel to Ottawa to attend a Tour of DND Facilities. DAC Site visit and meetings in Halifax","La rémunération totale comprend le temps passé en réunions, le temps de préparation et le temps de déplacement. Il a voyagé à Ottawa pour assister à une visite des aménagements de DND.De plus, il a visité le site du CMA et il a assité à une réunions à Halifax.",dnd-mdn,National Defence | Défense nationale
2019-2020-Q3,4,Raymond Crabbe,MB,M-M,16.25,15.0,"$5,000.00","$1,299.77","The total remuneration includes time spent at meetings, preparation time and travel time. Travel to Ottawa to attend and participate in DAC meeting and meeting with CDS and DM.","La rémunération totale comprend le temps passé en réunions, le temps de préparation et le temps de déplacement.Il a voyagé à Ottawa pour assister et participer à la réunion du CMA et à la réunion avec le Chef d'état-major de la Défense et le Sous-ministre de la Défence nationale.",dnd-mdn,National Defence | Défense nationale
2019-2020-Q3,5,Adrian De Saldanha,ON,M-M,18.75,11.0,"$4,760.00","$1,128.78","The total remuneration includes time spent at meetings, preparation time and travel time. Travel to Kanata to attend a DAC quarterly meeting and visit to DRDC","La rémunération totale comprend le temps passé en réunions, le temps de préparation et le temps de déplacement.Il a voyagé à Kanata pour assister à une réunion trimestrielle du CMA et a visité le DRDC.",dnd-mdn,National Defence | Défense nationale
2019-2020-Q3,6,Carole Swan,ON,M-M,14.5,8.75,"$3,720.00","$1,235.87","The total remuneration includes time spent at meetings, preparation time and travel time. Travel to Halifax to attend a briefing and a dinner meeting with DAC members","La rémunération totale comprend le temps passé en réunions, le temps de préparation et le temps de déplacement. Elle a voyagée à Halifax pour assister à une séance d'information et à un dîner avec des membres du CMA.",dnd-mdn,National Defence | Défense nationale
2019-2020-Q3,7,Carole Swan,ON,M-M,18.75,9.0,"$4,440.00",$209.04,"The total remuneration includes time spent at meetings, preparation time and travel time. Participated in DAC meeting and dinner.","La rémunération totale comprend le temps passé en réunions, le temps de préparation et le temps de déplacement. Elle a participatée à la réunion et au dîner du CMA.",dnd-mdn,National Defence | Défense nationale
2019-2020-Q3,8,David Smith,ON,C-P,17.75,19.75,"$7,350.00","$2,362.11","The total remuneration includes time spent at meetings, preparation time and travel time. Participated in DAC meeting and dinner located in Kanata, Ontario","La rémunération totale comprend le temps passé en réunions, le temps de préparation et le temps de déplacement. Il a participaté à une réunion et un dîner pour les membres du CMA à Kanata,Ontario",dnd-mdn,National Defence | Défense nationale
2019-2020-Q4,1,David Smith,ON,C-P,0.0,4.5,$900.00,$0.00,"The total remuneration includes time spent at meetings, preparation time and travel time. Also included in this remuneration are the time spent reviewing documents and has attended a conferecence call with CAE","La rémunération totale comprend le temps passé en réunions, le temps de préparation et le temps de déplacement. Aussi, il a examiné les documents et a participé à une conference téléphonique avec la DPA.",dnd-mdn,National Defence | Défense nationale
2019-2020-Q4,2,Raymond Crabbe,MB,M-M,0.0,1.0,$160.00,$0.00,"The total remuneration includes time spent at meetings, preparation time and travel time. Also included in this remuneration is a self assessment completed and submitted.","La rémunération totale comprend le temps passé en réunions, le temps de préparation et le temps de déplacement. Aussi, il a completé et soumis une auto-évaluation.",dnd-mdn,National Defence | Défense nationale
2019-2020-Q4,3,Adrian De Saldanha,ON,M-M,0.0,1.0,$160.00,$0.00,"The total remuneration includes time spent at meetings, preparation time and travel time. Also included in this remuneration is a review of Quarterly financial Statement.","La rémunération totale comprend le temps passé en réunions, le temps de préparation et le temps de déplacement. Cette rémunération comprend également une vérification des états financiers trimestriels.",dnd-mdn,National Defence | Défense nationale
2019-2020-Q4,4,Carole Swan,ON,M-M,0.0,1.5,$240.00,$0.00,"The total remuneration includes time spent at meetings, preparation time and travel time. Also included in this remuneration is a self assessment completed and submitted.","La rémunération totale comprend le temps passé en réunions, le temps de préparation et le temps de déplacement. Aussi, elle a completé et soumise une auto-évaluation.",dnd-mdn,National Defence | Défense nationale
2020-2021-Q1,1,Raymond Crabbe,MB,M-M,9.0,12.5,"$3,440.00",$0.00,"The total remuneration includes time spent at meetings, preparation time and travel time.","La rémunération totale comprend le temps passé en réunions, le temps de préparation et le temps de déplacement.",dnd-mdn,National Defence | Défense nationale
2020-2021-Q1,2,Carole Swan,ON,M-M,7.25,8.5,"$2,520.00",$0.00,"The total remuneration includes time spent at meetings, preparation time and travel time.","La rémunération totale comprend le temps passé en réunions, le temps de préparation et le temps de déplacement.",dnd-mdn,National Defence | Défense nationale
2020-2021-Q1,3,Adrian De Salddanha,ON,M-M,0.0,6.0,$960.00,$0.00,"The total remuneration includes time spent at meetings, preparation time and travel time.","La rémunération totale comprend le temps passé en réunions, le temps de préparation et le temps de déplacement.",dnd-mdn,National Defence | Défense nationale
2020-2021-Q1,4,David Smith,ON,C-P,13.0,7.5,"$4,100.00",$0.00,"The total remuneration includes time spent at meetings, preparation time and travel time.","La rémunération totale comprend le temps passé en réunions, le temps de préparation et le temps de déplacement.",dnd-mdn,National Defence | Défense nationale
2020-2021-Q2,1,Raymond Crabbe,MB,M-M,13.75,10.5,"$3,880.00",$0.00,"The total remuneration includes time spent at meetings, preparation time and travel time.","La rémunération totale comprend le temps passé en réunions, le temps de préparation et le temps de déplacement.",dnd-mdn,National Defence | Défense nationale
2020-2021-Q2,2,Carole Swan,ON,M-M,13.0,12.0,"$4,000.00",$0.00,"The total remuneration includes time spent at meetings, preparation time and travel time.","La rémunération totale comprend le temps passé en réunions, le temps de préparation et le temps de déplacement.",dnd-mdn,National Defence | Défense nationale
2020-2021-Q2,3,Adrian De Salddanha,ON,M-M,11.9,11.75,"$3,784.00",$0.00,"The total remuneration includes time spent at meetings, preparation time and travel time.","La rémunération totale comprend le temps passé en réunions, le temps de préparation et le temps de déplacement.",dnd-mdn,National Defence | Défense nationale
2020-2021-Q2,4,David Smith,ON,C-P,10.75,19.25,"$6,000.00",$0.00,"The total remuneration includes time spent at meetings, preparation time and travel time.","La rémunération totale comprend le temps passé en réunions, le temps de préparation et le temps de déplacement.",dnd-mdn,National Defence | Défense nationale
2020-2021-Q3,1,Raymond Crabbe,MB,M-M,15.0,4.0,"$3,040.00",$0.00,"The total remuneration includes time spent at meetings, preparation time and travel time.","La rémunération totale comprend le temps passé en réunions, le temps de préparation et le temps de déplacement.",dnd-mdn,National Defence | Défense nationale
2020-2021-Q3,2,Carole Swan,ON,M-M,8.75,1.0,"$1,560.00",$0.00,"The total remuneration includes time spent at meetings, preparation time and travel time.","La rémunération totale comprend le temps passé en réunions, le temps de préparation et le temps de déplacement.",dnd-mdn,National Defence | Défense nationale
2020-2021-Q3,3,Adrian De Salddanha,ON,M-M,14.98,3.75,"$2,996.80",$0.00,"The total remuneration includes time spent at meetings, preparation time and travel time.","La rémunération totale comprend le temps passé en réunions, le temps de préparation et le temps de déplacement.",dnd-mdn,National Defence | Défense nationale
2020-2021-Q3,4,David Smith,ON,C-P,12.25,10.75,"$4,600.00",$0.00,"The total remuneration includes time spent at meetings, preparation time and travel time.","La rémunération totale comprend le temps passé en réunions, le temps de préparation et le temps de déplacement.",dnd-mdn,National Defence | Défense nationale
2020-2021-Q4,1,Raymond Crabbe,MB,M-M,25.0,21.75,"$7,480.00",$0.00,"The total remuneration includes time spent at meetings, preparation time and travel time.","La rémunération totale comprend le temps passé en réunions, le temps de préparation et le temps de déplacement.",dnd-mdn,National Defence | Défense nationale
2020-2021-Q4,2,Carole Swan,ON,M-M,26.0,18.0,"$7,040.00",$0.00,"The total remuneration includes time spent at meetings, preparation time and travel time.","La rémunération totale comprend le temps passé en réunions, le temps de préparation et le temps de déplacement.",dnd-mdn,National Defence | Défense nationale
2020-2021-Q4,3,Adrian De Salddanha,ON,M-M,27.0,14.75,"$6,680.00",$0.00,"The total remuneration includes time spent at meetings, preparation time and travel time.","La rémunération totale comprend le temps passé en réunions, le temps de préparation et le temps de déplacement.",dnd-mdn,National Defence | Défense nationale
2020-2021-Q4,4,David Smith,ON,C-P,30.5,16.25,"$9,350.00",$0.00,"The total remuneration includes time spent at meetings, preparation time and travel time.","La rémunération totale comprend le temps passé en réunions, le temps de préparation et le temps de déplacement.",dnd-mdn,National Defence | Défense nationale
2021-2022-Q1,1,Raymond Crabbe,MB,M-M,17.5,14.25,"$5,080.00",$0.00,"The total remuneration includes time spent at meetings, preparation time and travel time.","La rémunération totale comprend le temps passé en réunions, le temps de préparation et le temps de déplacement.",dnd-mdn,National Defence | Défense nationale
2021-2022-Q1,2,Carole Swan,ON,M-M,18.5,11.5,"$4,800.00",$0.00,"The total remuneration includes time spent at meetings, preparation time and travel time.","La rémunération totale comprend le temps passé en réunions, le temps de préparation et le temps de déplacement.",dnd-mdn,National Defence | Défense nationale
2021-2022-Q1,3,Adrian De Salddanha,ON,M-M,18.75,8.0,"$4,280.00",$0.00,"The total remuneration includes time spent at meetings, preparation time and travel time.","La rémunération totale comprend le temps passé en réunions, le temps de préparation et le temps de déplacement.",dnd-mdn,National Defence | Défense nationale
2021-2022-Q1,4,David Smith,ON,C-P,21.0,25.75,"$9,350.00",$0.00,"The total remuneration includes time spent at meetings, preparation time and travel time.","La rémunération totale comprend le temps passé en réunions, le temps de préparation et le temps de déplacement.",dnd-mdn,National Defence | Défense nationale
2018-2019-Q2,1,Richard Dicerni,ON,C-P,2.0,2.0,$800.00,$0.00,Total remuneration includes time spent in meetings and preparation time. (teleconference meeting),La rémunération totale comprend le temps passé en réunions et le temps de préparation. (reunion par teleconference),nrc-cnrc,National Research Council Canada | Conseil national de recherches Canada
2018-2019-Q2,2,Keith Salmon,AB,M-M,2.0,1.0,$480.00,$0.00,Total remuneration includes time spent in meetings and preparation time. (teleconference meeting),La rémunération totale comprend le temps passé en réunions et le temps de préparation. (reunion par teleconference),nrc-cnrc,National Research Council Canada | Conseil national de recherches Canada
2018-2019-Q2,3,Jeanette Dias D'Souza,ON,M-M,2.0,1.0,$480.00,$0.00,Total remuneration includes time spent in meetings and preparation time. (teleconference meeting),La rémunération totale comprend le temps passé en réunions et le temps de préparation. (reunion par teleconference),nrc-cnrc,National Research Council Canada | Conseil national de recherches Canada
2018-2019-Q3,4,Richard Dicerni,ON,C-P,22.5,11.25,"$6,750.00",$96.68,"The total remuneration includes time spent at meetings, preparation time and travel time.","La rémunération totale comprend le temps passé en réunions, le temps de préparation et le temps de déplacement.",nrc-cnrc,National Research Council Canada | Conseil national de recherches Canada
2018-2019-Q3,5,Raymond Leduc,QC,M-M,7.5,4.0,"$1,840.00",$503.95,"The total remuneration includes time spent at meetings, preparation time and travel time.","La rémunération totale comprend le temps passé en réunions, le temps de préparation et le temps de déplacement.",nrc-cnrc,National Research Council Canada | Conseil national de recherches Canada
2018-2019-Q3,6,Jeanette Dias D'Souza,ON,M-M,17.5,11.0,"$4,560.00","$1,815.25","The total remuneration includes time spent at meetings, preparation time and travel time.","La rémunération totale comprend le temps passé en réunions, le temps de préparation et le temps de déplacement.",nrc-cnrc,National Research Council Canada | Conseil national de recherches Canada
2018-2019-Q3,7,Keith Salmon,AB,M-M,15.0,19.0,"$5,440.00","$2,141.10","The total remuneration includes time spent at meetings, preparation time and travel time.","La rémunération totale comprend le temps passé en réunions, le temps de préparation et le temps de déplacement.",nrc-cnrc,National Research Council Canada | Conseil national de recherches Canada
2018-2019-Q4,8,Richard Dicerni,ON,C-P,7.5,7.5,"$3,000.00",$14.46,"The total remuneration includes time spent at meetings, preparation time and travel time.","La rémunération totale comprend le temps passé en réunions, le temps de préparation et le temps de déplacement.",nrc-cnrc,National Research Council Canada | Conseil national de recherches Canada
2018-2019-Q4,9,Jeanette Dias D'Souza,ON,M-M,7.5,11.0,"$2,960.00","$1,105.63","The total remuneration includes time spent at meetings, preparation time and travel time.","La rémunération totale comprend le temps passé en réunions, le temps de préparation et le temps de déplacement.",nrc-cnrc,National Research Council Canada | Conseil national de recherches Canada
2018-2019-Q4,11,Raymond Leduc,QC,M-M,7.5,3.5,"$1,760.00",$0.00,The total remuneration includes time spent at meetings and preparation time.,La rémunération totale comprend le temps passé en réunions et le temps de préparation.,nrc-cnrc,National Research Council Canada | Conseil national de recherches Canada
2019-2020-Q1,1,Richard Dicerni,ON,C-P,12.5,8.5,"$4,200.00",$43.41,The total remuneration includes time spent at meetings and preparation time.,La rémunération totale comprend le temps passé en réunions et le temps de préparation.,nrc-cnrc,National Research Council Canada | Conseil national de recherches Canada
2019-2020-Q1,2,Jenette Dias D'Souza,ON,M-M,12.0,13.0,"$4,000.00","$1,102.18","The total remuneration includes time spent at meetings, preparation time and travel time.","La rémunération totale comprend le temps passé en réunions, le temps de préparation et le temps de déplacement.",nrc-cnrc,National Research Council Canada | Conseil national de recherches Canada
2019-2020-Q1,3,Raymond Leduc,QC,M-M,12.0,11.5,"$3,760.00",$625.82,"The total remuneration includes time spent at meetings, preparation time and travel time.","La rémunération totale comprend le temps passé en réunions, le temps de préparation et le temps de déplacement.",nrc-cnrc,National Research Council Canada | Conseil national de recherches Canada
2019-2020-Q2,1,Richard Dicerni,ON,C-P,4.5,3.0,"$1,500.00",$0.00,The total remuneration includes time spent at meetings and preparation time.,La rémunération totale comprend le temps passé en réunions et le temps de préparation.,nrc-cnrc,National Research Council Canada | Conseil national de recherches Canada
2019-2020-Q2,2,Jeanette Dias D'Souza,ON,M-M,4.0,6.0,"$1,600.00",$793.52,"The total remuneration includes time spent at meetings, preparation time and travel time.","La rémunération totale comprend le temps passé en réunions, le temps de préparation et le temps de déplacement.",nrc-cnrc,National Research Council Canada | Conseil national de recherches Canada
2019-2020-Q2,3,Raymond Leduc,QC,M-M,4.0,8.0,"$1,920.00",$318.43,"The total remuneration includes time spent at meetings, preparation time and travel time.","La rémunération totale comprend le temps passé en réunions, le temps de préparation et le temps de déplacement.",nrc-cnrc,National Research Council Canada | Conseil national de recherches Canada
2019-2020-Q3,1,Richard Dicerni,ON,C-P,24.0,7.0,"$6,200.00",$136.76,The total remuneration includes time spent at meetings and preparation time.,La rémunération totale comprend le temps passé en réunions et le temps de préparation.,nrc-cnrc,National Research Council Canada | Conseil national de recherches Canada
2019-2020-Q3,2,Jeanette Dias D'Souza,ON,M-M,18.5,11.0,"$4,720.00","$2,065.91","The total remuneration includes time spent at meetings, preparation time and travel time.","La rémunération totale comprend le temps passé en réunions, le temps de préparation et le temps de déplacement.",nrc-cnrc,National Research Council Canada | Conseil national de recherches Canada
2019-2020-Q3,3,Raymond Leduc,QC,M-M,18.0,9.0,"$4,320.00",$931.19,"The total remuneration includes time spent at meetings, preparation time and travel time.","La rémunération totale comprend le temps passé en réunions, le temps de préparation et le temps de déplacement.",nrc-cnrc,National Research Council Canada | Conseil national de recherches Canada
2019-2020-Q4,1,Richard Dicerni,ON,C-P,2.0,2.0,$800.00,$0.00,The total remuneration includes time spent at the meeting and preparation time.,La rémunération totale comprend le temps passé à la réunion et le temps de préparation.,nrc-cnrc,National Research Council Canada | Conseil national de recherches Canada
2019-2020-Q4,2,Raymond Leduc,QC,M-M,2.0,0.5,$400.00,$0.00,The total remuneration includes time spent at the meeting and preparation time.,La rémunération totale comprend le temps passé à la réunion et le temps de préparation.,nrc-cnrc,National Research Council Canada | Conseil national de recherches Canada
2019-2020-Q4,3,Jeanette Dias D'Souza,ON,M-M,2.0,0.5,$400.00,$483.92,"The total remuneration includes time spent at the meeting and preparation time. Travel expense was reimbursed for trip cancelled due to COVID-19; flight credit was issued by the airline company.
",La rémunération totale comprend le temps passé à la réunion et le temps de préparation. Frais de voyage remboursé pour un voyage annulé en raison de COVID-19; un crédit de vol a été émis par la compagnie aérienne.,nrc-cnrc,National Research Council Canada | Conseil national de recherches Canada
2018-2019-Q4,10,Keith Salmon,AB,M-M,7.5,19.0,"$4,240.00","$1,229.27","The total remuneration includes time spent at meetings, preparation time and travel time.","La rémunération totale comprend le temps passé en réunions, le temps de préparation et le temps de déplacement.",nrc-cnrc,National Research Council Canada | Conseil national de recherches Canada
2020-2021-Q1,1,Richard Dicerni,ON,C-P,3.0,3.0,"$1,200.00",$0.00,The total remuneration includes time spent at the meeting and preparation time.,La rémunération totale comprend le temps passé à la réunion et le temps de préparation.,nrc-cnrc,National Research Council Canada | Conseil national de recherches Canada
2020-2021-Q1,2,Raymond Leduc,QC,M-M,3.0,1.5,$720.00,$0.00,The total remuneration includes time spent at the meeting and preparation time.,La rémunération totale comprend le temps passé à la réunion et le temps de préparation.,nrc-cnrc,National Research Council Canada | Conseil national de recherches Canada
2020-2021-Q1,3,Jeanette Dias D'Souza,ON,M-M,3.0,3.0,$960.00,$0.00,The total remuneration includes time spent at the meeting and preparation time.,La rémunération totale comprend le temps passé à la réunion et le temps de préparation.,nrc-cnrc,National Research Council Canada | Conseil national de recherches Canada
2020-2021-Q2,1,Richard Dicerni,ON,C-P,5.5,5.5,"$2,200.00",$0.00,The total remuneration includes time spent at the meeting and preparation time.,La rémunération totale comprend le temps passé à la réunion et le temps de préparation.,nrc-cnrc,National Research Council Canada | Conseil national de recherches Canada
2020-2021-Q2,2,Raymond Leduc,QC,M-M,5.5,4.0,"$1,520.00",$0.00,The total remuneration includes time spent at the meeting and preparation time.,La rémunération totale comprend le temps passé à la réunion et le temps de préparation.,nrc-cnrc,National Research Council Canada | Conseil national de recherches Canada
2020-2021-Q2,3,Jeanette Dias D'Souza,ON,M-M,5.5,4.5,"$1,600.00",$0.00,The total remuneration includes time spent at the meeting and preparation time.,La rémunération totale comprend le temps passé à la réunion et le temps de préparation.,nrc-cnrc,National Research Council Canada | Conseil national de recherches Canada
2020-2021-Q3,1,Richard Dicerni,ON,C-P,17.5,5.5,"$4,600.00",$0.00,The total remuneration includes time spent at the meeting and preparation time.,La rémunération totale comprend le temps passé à la réunion et le temps de préparation.,nrc-cnrc,National Research Council Canada | Conseil national de recherches Canada
2020-2021-Q3,2,Raymond Leduc,QC,M-M,8.5,3.5,"$1,920.00",$0.00,The total remuneration includes time spent at the meeting and preparation time.,La rémunération totale comprend le temps passé à la réunion et le temps de préparation.,nrc-cnrc,National Research Council Canada | Conseil national de recherches Canada
2020-2021-Q3,3,Jeanette Dias D'Souza,ON,M-M,14.5,5.5,"$3,200.00",$0.00,The total remuneration includes time spent at the meeting and preparation time.,La rémunération totale comprend le temps passé à la réunion et le temps de préparation.,nrc-cnrc,National Research Council Canada | Conseil national de recherches Canada
2020-2021-Q4,1,Richard Dicerni,ON,C-P,4.5,3.5,"$1,600.00",$0.00,The total remuneration includes time spent at the meeting and preparation time.,La rémunération totale comprend le temps passé à la réunion et le temps de préparation.,nrc-cnrc,National Research Council Canada | Conseil national de recherches Canada
2020-2021-Q4,2,Raymond Leduc,QC,M-M,4.5,3.5,"$1,280.00",$0.00,The total remuneration includes time spent at the meeting and preparation time.,La rémunération totale comprend le temps passé à la réunion et le temps de préparation.,nrc-cnrc,National Research Council Canada | Conseil national de recherches Canada
2020-2021-Q4,3,Jeanette Dias D'Souza,ON,M-M,4.5,3.5,"$1,280.00",$0.00,The total remuneration includes time spent at the meeting and preparation time.,La rémunération totale comprend le temps passé à la réunion et le temps de préparation.,nrc-cnrc,National Research Council Canada | Conseil national de recherches Canada
2021-2022-Q1,1,Richard Dicerni,ON,C-P,8.5,8.5,"$3,400.00",$0.00,The total remuneration includes time spent at the meeting and preparation time.,La rémunération totale comprend le temps passé à la réunion et le temps de préparation.,nrc-cnrc,National Research Council Canada | Conseil national de recherches Canada
2021-2022-Q1,2,Raymond Leduc,QC,M-M,8.25,8.0,"$2,600.00",$0.00,The total remuneration includes time spent at the meeting and preparation time.,La rémunération totale comprend le temps passé à la réunion et le temps de préparation.,nrc-cnrc,National Research Council Canada | Conseil national de recherches Canada
2021-2022-Q1,3,Jeanette Dias D'Souza,ON,M-M,8.5,8.5,"$2,720.00",$0.00,The total remuneration includes time spent at the meeting and preparation time.,La rémunération totale comprend le temps passé à la réunion et le temps de préparation.,nrc-cnrc,National Research Council Canada | Conseil national de recherches Canada
2021-2022-Q1,4,Carolyn Cross,BC,M-M,8.5,8.5,"$2,720.00",$0.00,The total remuneration includes time spent at the meeting and preparation time.,La rémunération totale comprend le temps passé à la réunion et le temps de préparation.,nrc-cnrc,National Research Council Canada | Conseil national de recherches Canada
2018-2019-Q2,1,Smith  Rick,ON,C-P,15.5,22.0,"$7,500.00",$0.00,2 day DAC meeting July 2018. The total remuneration includes time spent at meetings and preparation time.,La réunion du Comité d'audit de juillet est de deux jours. La rémunération totale comprend le temps consacré aux réunions et le temps de préparation.,nrcan-rncan,Natural Resources Canada | Ressources naturelles Canada
2018-2019-Q2,2,Monica Norminton,AB,M-M,17.5,20.0,"$6,000.00","$1,689.37","2 day DAC meeting July 2018. The total remuneration includes time spent at meetings, preparation time and travel time.","La réunion du Comité d'audit de juillet est de deux jours. La rémunération totale comprend le temps consacré aux réunions, le temps de préparation et le temps de déplacement. ",nrcan-rncan,Natural Resources Canada | Ressources naturelles Canada
2018-2019-Q2,3,Alan Pelman,BC,M-M,16.5,20.5,"$5,920.00","$1,712.25","2 day DAC meeting July 2018. The total remuneration includes time spent at meetings, preparation time and travel time.","La réunion du Comité d'audit de juillet est de deux jours. La rémunération totale comprend le temps consacré aux réunions, le temps de préparation et le temps de déplacement. ",nrcan-rncan,Natural Resources Canada | Ressources naturelles Canada
2018-2019-Q3,1,Rick Smith ,ON,C-P,16.0,33.5,"$9,900.00",$0.00,"Number of hours spent at meetings includes attendance at the SBDA Meeting, DAC Symposium and DAC meeting in October and partial attendance at December 2018 DAC meeting. The total remuneration includes time spent at meetings and preparation time.","Le nombre des heures consacrées aux rencontres inclut la participation à la rencontre des organismes à vocation scientifique, au symposium des CMA, aux rencontres du CMA d'octobre et partialement à celle de décembre 2018. La rémunération totale comprend le temps consacré aux réunions et le temps de préparation.",nrcan-rncan,Natural Resources Canada | Ressources naturelles Canada
2018-2019-Q3,2,Monica Norminton,AB,M-M,19.25,47.5,"$10,680.00","$2,871.48","Number of hours spent at meetings includes attendance at DAC meetings in October and December 2018. The total remuneration includes time spent at meetings, preparation time and travel time.","Le nombre des heures consacrées aux rencontres inclut la participation aux rencontres du CMA d'octobre et de décembre 2018. La rémunération totale comprend le temps consacré aux réunions, le temps de préparation et le temps de déplacement. ",nrcan-rncan,Natural Resources Canada | Ressources naturelles Canada
2018-2019-Q3,3,Alan Pelman,BC,M-M,21.25,54.75,"$12,160.00","$3,581.09","Number of hours spent at meetings includes attendance at the SBDA Meeting, DAC Symposium and DAC meetings in October and December 2018. The total remuneration includes time spent at meetings, preparation time and travel time. Member sits on two DACs; total expenses for SBDA and DAC Symposium were cost shared with AAFC.  ","Le nombre des heures consacrées aux rencontres inclut la participation à la rencontre des organismes à vocation scientifique, au symposium des CMA, aux rencontres du CMA d'octobre et de décembre 2018. La rémunération totale comprend le temps consacré aux réunions, le temps de préparation et le temps de déplacement. ",nrcan-rncan,Natural Resources Canada | Ressources naturelles Canada
2018-2019-Q4,1,Rick Smith,ON,C-P,3.0,9.5,"$2,500.00",$0.00,The total remuneration includes time spent at teleconference calls and preparation time. March 2019 DAC meeting postponed to April 2019,La rémunération totale comprend le temps passé en téléconférence et le temps de préparation. Mars 2019 La réunion du CMA est reportée à avril 2019.,nrcan-rncan,Natural Resources Canada | Ressources naturelles Canada
2018-2019-Q4,2,Monica Norminton,AB,M-M,4.0,9.0,"$2,080.00",$874.20,The total remuneration includes time spent at teleconference calls and preparation time. March 2019 DAC meeting postponed to April 2020,La rémunération totale comprend le temps passé en téléconférence et le temps de préparation. Mars 2019 La réunion du CMA est reportée à avril 2019.,nrcan-rncan,Natural Resources Canada | Ressources naturelles Canada
2018-2019-Q4,3,Alan Pelman,BC,M-M,2.75,6.0,"$1,400.00",$0.00,The total remuneration includes time spent at teleconference calls and preparation time. March 2019 DAC meeting postponed to April 2021,La rémunération totale comprend le temps passé en téléconférence et le temps de préparation. Mars 2019 La réunion du CMA est reportée à avril 2019.,nrcan-rncan,Natural Resources Canada | Ressources naturelles Canada
2019-2020-Q1,1,Rick Smith,ON,C-P,7.5,3.0,"$2,100.00",$0.00,April 2019 DAC meeting rescheduled from March. The total remuneration includes time spent at meetings and preparation time.,Réunion du CMV d'avril 2019 a été initialement programmée en mars. La rémunération totale comprend le temps passé en réunions et le temps de préparation. ,nrcan-rncan,Natural Resources Canada | Ressources naturelles Canada
2019-2020-Q1,2,Monica Norminton,AB,M-M,7.5,16.5,"$3,840.00",$547.05,"April 2019 DAC meeting rescheduled from March. The total remuneration includes time spent at meetings, preparation time and travel time.","Réunion du CMV d'avril 2019 a été initialement programmée en mars. La rémunération totale comprend le temps passé en réunions, le temps de préparation et le temps de déplacement.",nrcan-rncan,Natural Resources Canada | Ressources naturelles Canada
2019-2020-Q1,3,Alan Pelman,BC,M-M,7.5,17.0,"$3,920.00","$1,277.65","April 2019 DAC meeting rescheduled from March. The total remuneration includes time spent at meetings, preparation time and travel time.","Réunion du CMV d'avril 2019 a été initialement programmée en mars.  La rémunération totale comprend le temps passé en réunions, le temps de préparation et le temps de déplacement.",nrcan-rncan,Natural Resources Canada | Ressources naturelles Canada
2019-2020-Q2,1,Rick Smith,ON,C-P,25.5,26.0,"$10,300.00",$0.00,2 day DAC meeting in July and 1 day in September 2019 DAC Meeting. The total remuneration includes time spent at meetings and preparation time., 2 jours de réunion du CMV en juillet et une journée de réunion en septembre 2019. La rémunération totale comprend le temps passé en réunions et le temps de préparation. ,nrcan-rncan,Natural Resources Canada | Ressources naturelles Canada
2019-2020-Q2,2,Monica Norminton,AB,M-M,25.5,38.0,"$10,160.00","$3,601.25","2 day DAC meeting in July and 1 day in September 2019 DAC Meeting. The total remuneration includes time spent at meetings, preparation time and travel time.","2 jours de réunion du CMV en juillet et une journée de réunion en septembre 2019.  La rémunération totale comprend le temps passé en réunions, le temps de préparation et le temps de déplacement.",nrcan-rncan,Natural Resources Canada | Ressources naturelles Canada
