CODE_REGION,REGION_ADMIN,VILLE,INTERVENANT_NOM,INTERVENANT_NUMERO,SITE_NOM,SITE_NUMERO,SITE_ADRESSE_COMPLETE,PERMIS_DATE_EMISSION,PERMIS_DATE_EXPIRATION,NO_PERMIS,CAPACITE_AUTORISE,NOMBRE_RESERVOIR_AUTORISE,DATE_PROCHAINE_VERIFICATION
14.0,Lanaudière,Notre-Dame-des-Prairies,Harnois Énergies inc.,5666-1994,Proxi Extra NDP,1-4363619549,4 AVENUE DES PLAINES NOTRE-DAME-DES-PRAIRIES QC CANADA J6E 6S1,2021-03-20,2023-03-19,1015850,110000,1,2023-03-19
15.0,Laurentides,Saint-Eustache,Les Pétroles Bélisle et Bélisle inc.,8269-4605,Les Pétroles Bélisle & Bélisle inc.,1-4379095471,215 RUE SAINT-LAURENT SAINT-EUSTACHE QC CANADA J7P 4W4,2020-09-13,2022-09-12,1011050,100000,1,2022-09-12
15.0,Laurentides,Mirabel,Les Pétroles Bélisle et Bélisle inc.,8269-4605,Les Pétroles Bélisle & Bélisle inc.,1-4379394855,15630 RUE DE SAINT-AUGUSTIN MIRABEL QC CANADA J7N 1X6,2020-09-11,2022-09-10,1016967,100376,1,2024-09-10
15.0,Laurentides,Mirabel,Les Pétroles Bélisle et Bélisle inc.,8269-4605,Les Pétroles Bélisle & Bélisle inc.,1-4383390053,17255  CHEMIN VICTOR MIRABEL QC CANADA J7J 1P3,2020-12-01,2022-11-30,1013952,100000,1,2024-11-30
15.0,Laurentides,Mirabel,Les Pétroles Bélisle et Bélisle inc.,8269-4605,Les Pétroles Bélisle & Bélisle inc.,1-4383548074,14630 ROUTE ARTHUR-SAUVÉ MIRABEL QC CANADA J7N 2C1,2021-08-23,2023-08-22,1010757,100000,1,2025-08-22
15.0,Laurentides,Sainte-Anne-des-Plaines,Les Aliments Milot et Frères inc.,5779-1089,Les aliments Milot et freres inc,1-4383959059,483 BOULEVARD SAINTE-ANNE SAINTE-ANNE-DES-PLAINES QC CANADA J0N 1H0,2020-09-11,2022-09-10,1015835,150000,2,2022-09-10
16.0,Montérégie,Saint-Clet,153898 Canada inc.,5780-7067,Dépanne Express,1-4384383595,350 CHEMIN DE LA CITÉ-DES-JEUNES SAINT-CLET QC CANADA J0P 1S0,2021-03-05,2023-03-04,1010784,115000,2,2025-03-04
12.0,Chaudière-Appalaches,Saint-Jean-Port-Joli,Harnois Énergies inc.,5666-1994,PROXI St-Jean-Port-Joli,1-4392712622,699  ROUTE DE L'ÉGLISE SAINT-JEAN-PORT-JOLI QC CANADA G0R 3G0,2020-09-19,2022-09-18,1015833,110000,1,2022-09-18
3.0,Capitale-Nationale,Sainte-Catherine-de-la-Jacques-Cartier,Pétroles Cadeko inc.,5666-7801,Sprint Fossambault #5524,1-4406004552,4754 ROUTE DE FOSSAMBAULT SAINTE-CATHERINE-DE-LA-JACQUES-CARTIER QC CANADA G3N 1T8,2021-06-01,2023-05-31,1019315,68742,2,2025-05-31
15.0,Laurentides,Saint-Colomban,Corporation Parkland,5781-7900,Marché Express Ultramar # 41560,1-4411950021,444 CHEMIN CÔTE SAINT-PAUL SAINT-COLOMBAN QC CANADA J5K 1Z6,2020-10-03,2022-10-02,1015843,150000,3,2022-10-02
,,Lévis,Groupe Transrapide 2014 inc.,5804-9412,Groupe Transrapide 2014 inc.,1-4415841635,230  CHEMIN DES ÎLES LÉVIS QC CANADA G6V 7M5,2021-06-22,2023-06-21,1019718,50000,1,2027-06-21
14.0,Lanaudière,St-Félix-De-Valois,Corporation Parkland,5781-7900,Marché Express #608,1-4423278389,5334 CHEMIN DE ST-JEAN ST-FÉLIX-DE-VALOIS QC CANADA J0K 2M0,2020-11-20,2022-11-19,1015852,150000,3,2022-11-19
8.0,Abitibi-Témiscamingue,Amos,La Société Canadian Tire Limitée,8237-7342,Station-service Canadian Tire,1-4440026815,501  ROUTE 111 EST AMOS QC CANADA J9T 3A2,2020-01-24,2022-01-23,1015779,150000,2,2022-01-23
1.0,Bas-Saint-Laurent,Rimouski,Pétroles Cadeko inc.,5666-7801,EKO Rimouski,1-4458287388,352 MONTÉE INDUSTRIELLE-ET-COMMERCIALE RIMOUSKI QC CANADA G5M 1X1,2019-10-08,2021-10-07,1013835,115000,2,2021-10-07
16.0,Montérégie,Beauharnois,Harnois Énergies inc.,5666-1994,ESSO Beauharnois,1-4470699009,253 CHEMIN DE LA BEAUCE BEAUHARNOIS QC CANADA J6N 3K1,2020-11-20,2022-11-19,1015860,100000,2,2022-11-19
14.0,Lanaudière,Terrebonne,Produits Suncor Énergie S.E.N.C.,5781-6753,Petro-Canada #10518,1-4476053279,251 RUE RUE DES MIGRATEURS TERREBONNE QC CANADA J6V 0A8,2020-12-21,2022-12-20,1018355,200000,4,2022-12-20
2.0,Saguenay--Lac-Saint-Jean,Péribonka,Nutrinor coopérative,8108-2232,Halte services Nutrinor énergies Péribonka,1-4478303964,201 4E AVENUE PÉRIBONKA QC CANADA G0W 2G0,2021-09-25,2023-09-24,1010137,45000,1,2025-09-24
12.0,Chaudière-Appalaches,Lévis,Les Distributions Carl Beaulac inc.,5780-6465,Bâtiment accessoire commercial (Distribution Carl Beaulac),1-4488007475,15 RUE DES ÉMERAUDES LÉVIS QC CANADA G6W 6Y7,2021-06-03,2023-06-02,1015284,47000,1,2025-06-02
16.0,Montérégie,Salaberry-de-Valleyfield,Philippe Gosselin & associés limitée,8137-2674,Super Soir Valleyfield,1-4505160229,1130 BOULEVARD MONSEIGNEUR-LANGLOIS SALABERRY-DE-VALLEYFIELD QC CANADA J6S 5Y6,2021-01-22,2023-01-21,1015884,115000,2,2023-01-21
12.0,Chaudière-Appalaches,Saint-Apollinaire,Philippe Gosselin & associés limitée,8137-2674,Super Soir St-Apollinaire,1-4532855123,386 RUE LAURIER SAINT-APOLLINAIRE QC CANADA G0S 2E0,2021-03-16,2023-03-15,1015868,100000,2,2023-03-15
12.0,Chaudière-Appalaches,Montmagny,Corporation Parkland,5781-7900,Marché Express #613,1-4533093877,90  BOULEVARD TACHÉ OUEST MONTMAGNY QC CANADA G5V 3A6,2020-12-21,2022-12-20,1015881,150000,3,2022-12-20
1.0,Bas-Saint-Laurent,Matane,Dépanneur Réjean Côté inc.,5780-8040,DEPANNEUR REJEAN COTE,1-126734811,161 AVENUE FRASER MATANE QC CANADA G4W 3H2,2021-07-01,2023-06-30,1011005,75000,3,2023-06-30
2.0,Saguenay--Lac-Saint-Jean,Saguenay,Couche-Tard inc.,5615-0667,COUCHE-TARD / ESSO,1-4573882067,1931  BOULEVARD SAINT-PAUL SAGUENAY QC CANADA G7K 0B8,2020-10-31,2022-10-30,1015810,115000,2,2022-10-30
14.0,Lanaudière,Saint-Roch-de-l'Achigan,Dépanneur MTO inc.,5778-8069,Dépanneur MTO Inc.,1-4581460496,601 RUE J. - OSWALD FOREST SAINT-ROCH-DE-L'ACHIGAN QC CANADA J0K 3H0,2021-01-06,2023-01-05,1015802,100000,2,2023-01-05
14.0,Lanaudière,Mascouche,9367-9579 Québec inc.,5780-7554,Station d'essence Petro-Canada,1-4587592489,3645 CHEMIN GASCON MASCOUCHE QC CANADA J7L 3X6,2020-11-03,2022-11-02,1018528,150000,2,2022-11-02
7.0,Outaouais,Gatineau,Corporation Parkland,5781-7900,COUCHE-TARD #626,1-4591240273,630 BOULEVARD LABROSSE GATINEAU QC CANADA J8R 1N2,2019-10-01,2021-09-30,1011345,110100,3,2021-09-30
3.0,Capitale-Nationale,Neuville,9351-8686 Québec inc.,5742-4434,Halte Neuville,1-4593631179,580  2E RANG LOCAL 102 NEUVILLE QC CANADA G0A 2R0,2020-10-26,2022-10-25,1017736,75000,2,2022-10-25
16.0,Montérégie,Longueuil,Couche-Tard inc.,5615-0667,Couche-Tard #1207,1-4594709151,8175 BOULEVARD COUSINEAU LONGUEUIL QC CANADA J3Z 0G6,2021-03-02,2023-03-01,1015856,125000,2,2023-03-01
2.0,Saguenay--Lac-Saint-Jean,Saint-Honoré,Corporation Parkland,5781-7900,Marché Express #610,1-4623493152,3130 BOULEVARD MARTEL SAINT-HONORÉ QC CANADA G0V 1L0,2020-11-29,2022-11-28,1015844,130000,2,2022-11-28
15.0,Laurentides,Sainte-Anne-des-Lacs,Philippe Gosselin & associés limitée,8137-2674,Super Soir Ste-Anne-des-Lacs,1-4634562434,134 ROUTE 117 SAINTE-ANNE-DES-LACS QC CANADA J0R 1B0,2021-04-08,2023-04-07,1015877,100000,1,2023-04-07
6.0,Montréal,Montréal-Est,Produits Suncor Énergie S.E.N.C.,5781-6746,"Produits Suncor Énergie, S.E.N.C",1-4640669032,11450 RUE CHERRIER MONTRÉAL-EST QC CANADA H1B 1A6,2021-07-01,2023-06-30,1013224,163621,3,2023-06-30
16.0,Montérégie,Longueuil,Acier C M C - Division de Corporation Acier Crawford,5781-0392,Acier CMC,1-4669157439,2290 RUE DE LA MÉTROPOLE LONGUEUIL QC CANADA J4G 1E6,2020-08-05,2022-08-04,1014162,11000,1,2024-08-04
16.0,Montérégie,Pincourt,Cadillac Chevrolet Buick GMC de L'Île-Perrot ltée,5781-2786,Chevrolet de L'Île-Perrot,1-130372841,2000 BOULEVARD DU TRAVERSIER PINCOURT QC CANADA J7W 0K8,2020-01-08,2022-01-07,1015556,4633,1,2022-01-07
4.0,Mauricie,Saint-Étienne-des-Grès,Régie de Gestion des Matières Résiduelles de la Mauricie,8296-2168,RGMRM - Régie de gestion des matières résiduelles de la Mauricie,1-4694661170,400 BOULEVARD DE LA GABELLE  LOCAL 2 SAINT-ÉTIENNE-DES-GRÈS QC CANADA G0X 2P0,2020-02-19,2022-02-18,1015018,50000,1,2022-02-18
9.0,Côte-Nord,Port-Cartier,9381-1578 Québec inc.,5769-3210,Dépanneur du Calumet,1-4705596737,2042 ROUTE JACQUES-CARTIER PORT-CARTIER QC CANADA G0H 1R0,2021-07-01,2023-06-30,1019995,65000,3,2023-06-30
12.0,Chaudière-Appalaches,Saint-Benoît-Labre,Busque & Laflamme inc.,5591-3602,Busque et Laflamme Inc.,1-4714572877,52 ROUTE DU LAC-POULIN SAINT-BENOÎT-LABRE QC CANADA G0M 1P0,2020-10-07,2022-10-06,1013207,13600,1,2024-10-06
8.0,Abitibi-Témiscamingue,Val-d'Or,9196-2191 Québec inc.,5783-7130,wrs pro transport,1-4731427210,1401  RUE DES FOREURS VAL-D'OR QC CANADA J9P 6X9,2019-12-05,2021-12-04,1008944,27250,2,2025-12-04
5.0,Estrie,Waterville,La Place Water inc.,5770-7283,La Place Water,1-4766814536,345 RUE GOSSELIN WATERVILLE QC CANADA J0B 3H0,2020-05-05,2022-05-04,1016374,65000,1,2024-05-04
3.0,Capitale-Nationale,Québec,Université Laval,1491-3669,Centre de données massives (CDM),1-4787416299,2410 RUE DE LA TERRASSE QUÉBEC QC CANADA G1V 0A6,2019-10-16,2021-10-15,1015862,34694,7,2023-10-15
5.0,Estrie,Magog,Corporation Parkland,5781-7900,Marché Express #42219,1-4792714935,871 RUE PRINCIPALE OUEST MAGOG QC CANADA J1X 2B7,2021-06-12,2023-06-11,1010085,150000,3,2023-06-11
15.0,Laurentides,Mont-Tremblant,Corporation Parkland,5781-7900,Marché Express #42218,1-4845563042,359 ROUTE 117 MONT-TREMBLANT QC CANADA J8E 2X4,2021-06-21,2023-06-20,1015901,150000,3,2023-06-20
12.0,Chaudière-Appalaches,Montmagny,Transport Gilmyr inc.,5781-1234,TRANSPORT GILMYR INC.,1-135054102,315 CHEMIN DU COTEAU MONTMAGNY QC CANADA G5V 3R8,2020-04-01,2022-03-31,1012227,50000,1,2022-03-31
8.0,Abitibi-Témiscamingue,Laforce,Steeve Mathias,5773-3073,Kuzzin,1-4864201162,205 RUE KETE LAFORCE QC CANADA J0Z 2J0,2020-11-11,2022-11-10,1014364,45000,1,2022-11-10
12.0,Chaudière-Appalaches,Saint-Roch-des-Aulnaies,9394-9691 Québec inc.,5774-1688,Dépanneur STRDA,1-4916385702,483 ROUTE DE LA SEIGNEURIE SAINT-ROCH-DES-AULNAIES QC CANADA G0R 4E0,2021-07-16,2023-07-15,1015903,105000,2,2023-07-15
12.0,Chaudière-Appalaches,Thetford Mines,9383-8464 Québec inc.,5774-3767,Dépanneur BL,1-4943947191,4200 BOULEVARD FRONTENAC OUEST THETFORD MINES QC CANADA G6H 2A4,2021-06-26,2023-06-25,1015904,80000,1,2023-06-25
1.0,Bas-Saint-Laurent,Causapscal,Pétroles Crevier inc.,5780-6663,CREVIER #9041,1-4993788290,321 RUE SAINT-JACQUES SUD CAUSAPSCAL QC CANADA G0J 1J0,2020-06-07,2022-06-06,1018639,54000,3,2022-06-06
5.0,Estrie,Granby,LA3M inc.,5774-9822,LA3M inc.,1-5010113798,14 RUE LANGLOIS GRANBY QC CANADA J2G 6J4,2020-12-01,2022-11-30,1017874,115000,2,2022-11-30
15.0,Laurentides,Boisbriand,Philippe Gosselin & associés limitée,8137-2674,Super Soir Boisbriand,1-5010675415,20830  CHEMIN DE LA CÔTE NORD BOISBRIAND QC CANADA J7H 0H1,2021-09-04,2023-09-03,1015905,100000,2,2023-09-03
17.0,Centre-du-Québec,VICTORIAVILLE,Couche-Tard inc.,5615-0667,Couche-Tard #1203,1-5024853159,35  BOUL. ARTHABASKA EST VICTORIAVILLE QC CANADA G6P 0S5,2021-10-18,2023-10-17,1008938,125000,2,2023-10-17
17.0,Centre-du-Québec,VICTORIAVILLE,Couche-Tard inc.,5615-0667,Couche-Tard #1203,1-5024853159,35  BOUL. ARTHABASKA EST VICTORIAVILLE QC CANADA G6P 0S5,2019-10-18,2021-10-17,1008938,125000,2,2023-10-17
5.0,Estrie,Sherbrooke,Costco Wholesale Canada Ltd.,8007-8413,COSTCO SHERBROOKE #1367,1-5080750629,3800 BOULEVARD DE MONSEIGNEUR-FORTIER SHERBROOKE QC CANADA J1L 0J6,2020-01-30,2022-01-29,1008952,330000,3,2024-01-29
16.0,Montérégie,Beauharnois,Transport Louis Pouliot inc.,5805-0634,Transport Louis Pouliot,1-5090872774,1000 RUE URGEL-CHARETTE BEAUHARNOIS QC CANADA J6N 0S2,2021-07-07,2023-07-06,1019742,13600,1,2027-07-06
12.0,Chaudière-Appalaches,Lévis,Couche-Tard inc.,5615-0667,Couche-Tard  #1204,1-5094934417,2836 ROUTE LAGUEUX LÉVIS QC CANADA G6J 1A2,2020-03-27,2022-03-26,1018056,125000,2,2024-03-26
8.0,Abitibi-Témiscamingue,Lac-Simon,9394-9683 Québec inc.,5775-9664,Anicinabe Gasini (9394-9683 Québec inc),1-5106841551,1000 RUE CICIP LAC-SIMON QC CANADA J0Y 3M0,2020-06-01,2022-05-31,1016436,100000,2,2024-05-31
11.0,Gaspésie--Îles-de-la-Madeleine,Saint-Elzéar,Pétroles Crevier inc.,5780-6663,CREVIER #9092,1-5111602563,669  RUE DES ÉRABLES SAINT-ELZÉAR QC CANADA G0S 2J0,2021-01-08,2023-01-07,1011326,65000,1,2023-01-07
6.0,Montréal,Montréal,Corporation Parkland,5781-7900,Ultramar #26064,1-5118323347,8300 ROUTE TRANSCANADIENNE MONTRÉAL QC CANADA H4S 1T9,2020-10-28,2022-10-27,1010912,135000,3,2022-10-27
5.0,Estrie,Windsor,CIUSSS de l'Estrie-CHUS,5779-7615,CLSC-Urgence mineure-Centre d'hébergement de Windsor,1-5120726294,23 RUE AMBROISE-DEARDEN WINDSOR QC CANADA J1S 1G8,2021-02-01,2023-01-31,1012639,25000,1,2025-01-31
16.0,Montérégie,Saint-Rémi,Couche-Tard inc.,5615-0667,Couche-Tard # 1202,1-5143680301,49 RUE SAINT-RÉMI SAINT-RÉMI QC CANADA J0L 2L0,2019-11-07,2021-11-06,1008928,125000,2,2023-11-06
15.0,Laurentides,Saint-Eustache,Produits Suncor Énergie S.E.N.C.,5781-6753,"Produits Suncor Énergie, s.e.n.c. #14206",1-5144542939,580  DUBOIS SAINT-EUSTACHE QC CANADA J7P 0B3,2019-10-17,2021-10-16,1008933,200000,2,2023-10-16
15.0,Laurentides,Saint-Eustache,Produits Suncor Énergie S.E.N.C.,5781-6753,"Produits Suncor Énergie, s.e.n.c. #14206",1-5144542939,580  DUBOIS SAINT-EUSTACHE QC CANADA J7P 0B3,2021-10-17,2023-10-16,1008933,200000,2,2023-10-16
12.0,Chaudière-Appalaches,Saint-Côme--Linière,Les Entreprises Chabot et Lessard inc.,5779-1410,Marché St-Côme,1-5145167644,1143  ROUTE DU PRÉSIDENT-KENNEDY SAINT-CÔME--LINIÈRE QC CANADA G0M 1J0,2020-01-08,2022-01-07,1016568,75000,1,2024-01-07
17.0,Centre-du-Québec,Bécancour,Énergies Sonic inc.,5792-5893,Card Lock Bécancour,1-5173302982,1600  BOULEVARD DE PORT-ROYAL BÉCANCOUR QC CANADA G9H 0J1,2019-12-22,2021-12-21,1008951,100000,1,2023-12-21
2.0,Saguenay--Lac-Saint-Jean,Chambord,Norbord inc.,5664-6367,Norbord inc.,1-5175290416,572 ROUTE 155 CHAMBORD QC CANADA G0W 1G0,2020-06-01,2022-05-31,1016859,68672,2,2022-05-31
12.0,Chaudière-Appalaches,Disraeli, 9400-8174 Québec inc.,5778-1361,Bonisoir,1-5197554292,764 RUE SAINT-GÉRARD DISRAELI QC CANADA G0N 1E0,2019-11-29,2021-11-28,1008950,100000,2,2023-11-28
15.0,Laurentides,Prévost,2789647 Canada inc.,5618-9079,Pétrole Pagé inc.,1-5212115831,2899 BOULEVARD DU CURÉ-LABELLE BUREAU 100 PRÉVOST QC CANADA J0R 1T0,2019-11-29,2021-11-28,1008962,15000,1,2023-11-28
15.0,Laurentides,Prévost,2789647 Canada inc.,5618-9079,Pétrole Pagé inc.,1-5212115831,2899 BOULEVARD DU CURÉ-LABELLE BUREAU 100 PRÉVOST QC CANADA J0R 1T0,2021-11-29,2023-11-28,1008962,15000,1,2023-11-28
7.0,Outaouais,Wakefield,Douglas Morrison Ltée,1146-6422,DOUGLAS MORRISON LTÉE,1-5212115969,79 ROUTE 105 WAKEFIELD QC CANADA J0X 3G0,2020-06-01,2022-05-31,1008963,326470,6,2022-05-31
11.0,Gaspésie--Îles-de-la-Madeleine,Gaspé,Énergie Valero inc.,2209-6655,ÉNERGIE VALERO INC.,1-5212116096,21 RUE DU QUAI GASPÉ QC CANADA G4X 2E3,2020-06-01,2022-05-31,1008964,10910615,4,2022-05-31
6.0,Montréal,Montréal-Est,Énergie Valero inc.,5781-7223,TERMINAL DE MONTRÉAL-EST,1-5212116223,7000 AVENUE MARIEN MONTRÉAL-EST QC CANADA H1B 4W3,2021-10-01,2023-09-30,1013990,598340488,41,2023-09-30
1.0,Bas-Saint-Laurent,Matane,Pétroles J D inc.,5780-5004,PÉTROLES J.D. INC.,1-5212116604,60 RUE DU PORT MATANE QC CANADA G4W 3M6,2020-02-14,2022-02-13,1014845,140142,3,2024-02-14
7.0,Outaouais,Shawville,Macewen Petroleum Inc.,5696-7995,LES PÉTROLES MACEWEN INC.,1-5212116731,476 RUE MAIN SHAWVILLE QC CANADA J0X 2Y0,2020-06-01,2022-05-31,1016372,306675,6,2022-05-31
2.0,Saguenay--Lac-Saint-Jean,Saint-Félicien,Harnois Énergies inc.,5666-1994,PÉTROLEX SAINT-FÉLICIEN INC.,1-5212116858,1237 RUE VAUDREUIL SAINT-FÉLICIEN QC CANADA G8K 2R3,2020-06-01,2022-05-31,1016826,644687,7,2022-05-31
11.0,Gaspésie--Îles-de-la-Madeleine,Gaspé,Irving Oil Commercial G.P.,5779-0263,IRVING OIL COMMERCIAL G.P.,1-5212116975,23 RUE DU QUAI GASPÉ QC CANADA G4X 2E3,2020-06-01,2022-05-31,1008968,19529703,4,2022-05-31
6.0,Montréal,Montréal,SOCIÉTÉ DU VIEUX-PORT DE MONTRÉAL INC.,8253-4587,SOCIÉTÉ DU VIEUX-PORT DE MONTRÉAL INC.,1-5212120171,  BAS QUAI DE L'HORLOGE - VIEUX PORT MONTRÉAL CANADA X0X 0X0,2020-08-29,2022-08-28,1016925,4537,1,2024-08-28
2.0,Saguenay--Lac-Saint-Jean,Larouche,9148-5516 Québec inc.,5781-1846,9148-5516 QUÉBEC INC.,1-5212120299,575 BOULEVARD DU ROYAUME LAROUCHE QC CANADA G0W 1Z0,2020-02-01,2022-01-31,1016433,57774,2,2022-01-31
2.0,Saguenay--Lac-Saint-Jean,Dolbeau-Mistassini,PF RESOLU CANADA INC.,5587-6361,CAMP DANIEL,1-5212120426," CHEMIN L-257, KM 201 DOLBEAU-MISTASSINI CANADA X0X 0X0",2020-04-01,2022-03-31,1016344,142169,5,2024-03-31
2.0,Saguenay--Lac-Saint-Jean,Hébertville,9027-8318 Québec inc.,5780-9444,Dépanneur Petit café,1-5212120543,101 ROUTE D'HÉBERTVILLE HÉBERTVILLE QC CANADA G8N 1M9,2020-12-22,2022-12-21,1009112,60688,1,2024-12-21
6.0,Montréal,Montréal,Purolator inc.,8350-9562,PUROLATOR INC.,1-5212120670,1305 RUE TEES MONTRÉAL QC CANADA H4R 2A7,2021-04-01,2023-03-31,1012724,68100,3,2023-03-31
16.0,Montérégie,Saint-Jean-sur-Richelieu,9390-9935 Québec inc.,5789-6946,SHELL SAINT-LUC #C22104,1-5212120797,454 BOULEVARD SAINT-LUC SAINT-JEAN-SUR-RICHELIEU QC CANADA J2W 1C1,2020-08-07,2022-08-06,1016891,150000,4,2024-08-06
2.0,Saguenay--Lac-Saint-Jean,Saint-Bruno-Lac-Saint-Jean,Nutrinor coopérative,8108-2232,NUTRINOR COOPÉRATIVE AGRO-ALIMENTAIRE,1-5212121051,SAINT-BRUNO-LAC-SAINT-JEAN QC CANADA G0W 2L0,2020-02-01,2022-01-31,1015974,55659,3,2026-01-31
6.0,Montréal,Pointe-aux-Trembles,Produits Suncor Énergie S.E.N.C.,5781-6753,RAFFINERIE SUNCOR ÉNERGIE,1-5212121178,11630 RUE ONTARIO EST POINTE-AUX-TREMBLES QC CANADA H1B 1K3,2020-04-01,2022-03-31,1016277,61202486,6,2022-03-31
10.0,Nord-du-Québec,Kangirsuk,La Fédération Des Coopératives Du Nouveau-Québec,1159-0551,FCNQ PETRO - DÉPÔT MARIN,1-5212121305,  KANGIRSUK KANGIRSUK QC CANADA J0M 1A0,2020-02-01,2022-01-31,1015990,6753531,10,2022-01-31
10.0,Nord-du-Québec,Kangirsuk,La Fédération Des Coopératives Du Nouveau-Québec,1159-0551,FCNQ PETRO  - AÉROPORT,1-5212121432,  KANGIRSUK KANGIRSUK QC CANADA J0M 1A0,2020-02-01,2022-01-31,1013998,22700,1,2024-01-31
10.0,Nord-du-Québec,Kangirsuk,Hydro-Québec,5780-2266,CENTRALE THERMIQUE KANGIRSUK,1-5212121549,  KANGIRSUK KANGIRSUK QC CANADA J0M 1A0,2020-08-10,2022-08-09,1017661,51866,3,2024-08-09
4.0,Mauricie,Parent,Rébec inc.,5780-5939, RÉBEC INC.,1-5212121676,1020 ROUTE 25 PARENT QC CANADA G0X 3P0,2020-04-01,2022-03-31,1016278,158730,4,2026-03-31
2.0,Saguenay--Lac-Saint-Jean,Passes-Dangereuses,Harnois Énergies inc.,5666-1994,CAMP BONNARD (AÉROPORT SOPFEU),1-5212121920,  CHUTE-DES-PASSES KM 235 CAMP BONNARD PASSES-DANGEREUSES CANADA X0X 0X0,2020-06-08,2022-06-07,1016689,23975,1,2024-06-07
16.0,Montérégie,Vaudreuil-Dorion,Bell Canada,5780-4247,BELL CANADA (LOCATIF 216206),1-5212122047,119 RUE DE L'HÔTEL-DE-VILLE VAUDREUIL-DORION QC CANADA J7V 1N7,2020-02-01,2022-01-31,1013550,5073,1,2022-01-31
3.0,Capitale-Nationale,Québec,Ville de Québec,8289-2449,VILLE DE QUÉBEC,1-5212122174,140 RUE SAINT-JEAN QUÉBEC QC CANADA G1R 1N7,2020-10-01,2022-09-30,1017176,6095,2,2024-09-30
15.0,Laurentides,Mirabel,9334-4760,5778-8093,PÉTRO-T,1-5212122428,9061 ROUTE SIR-WILFRID-LAURIER MIRABEL QC CANADA J7N 1L6,2020-10-22,2022-10-21,1017664,115000,2,2024-10-21
2.0,Saguenay--Lac-Saint-Jean,Saguenay,Nutrinor coopérative,8108-2232,Nutrinor Énergies Jonquière,1-5212122545,3513 RUE DE L'ÉNERGIE SAGUENAY QC CANADA G7X 0C1,2020-07-19,2022-07-18,1017894,65000,2,2022-07-18
2.0,Saguenay--Lac-Saint-Jean,Alma,9227-7821 QUÉBEC INC.,5667-2827,NUTRINOR ÉNERGIES ST-JUDE,1-5212122799,1005 BOULEVARD SAINT-JUDE ALMA QC CANADA G8B 3L2,2020-11-22,2022-11-21,1017747,85000,2,2022-11-21
9.0,Côte-Nord,Baie-Comeau,Les Pétroles Paul Larouche (2016) inc.,5778-8044,DISTRIBUTION NORD,1-5212122916,2214 RUE DU LABRADOR BAIE-COMEAU QC CANADA G4Z 3C2,2019-11-11,2021-11-10,1014982,600000,6,2021-11-10
16.0,Montérégie,Saint-Hyacinthe,11479105 Canada Inc.,5795-6005,Dépanneur Écono-prix,1-5212123043,2375 AVENUE SAINTE-ANNE SAINT-HYACINTHE QC CANADA J2S 5H8,2021-04-16,2023-04-15,1018792,70000,2,2023-04-15
14.0,Lanaudière,Saint-Félix-de-Valois,9117-6834 Québec inc.,5781-5664,DÉNEIGEMENT MARIO ROBILLARD,1-5212123170,80 RUE DE LA STATION SAINT-FÉLIX-DE-VALOIS QC CANADA J0K 2M0,2020-11-07,2022-11-06,1018154,13635,1,2024-11-06
12.0,Chaudière-Appalaches,Standon,Pavages Abénakis Ltée,2750-5726,PAVAGES ABÉNAKIS LTÉE,1-5212123297, RANG SAINTE-MARIE STANDON QC CANADA G0R 4L0,2019-12-01,2021-11-30,1011646,50000,1,2023-11-30
3.0,Capitale-Nationale,Saint-Irénée,Centre de Services Scolaire de Charlevoix,8229-6880,ÉCOLE NOTRE-DAME-DE-LORETTE,1-5212123414,380 RUE PRINCIPALE SAINT-IRÉNÉE QC CANADA G0T 1V0,2020-07-01,2022-06-30,1017006,4800,1,2024-06-30
2.0,Saguenay--Lac-Saint-Jean,Saguenay,Ville de Saguenay (Immeubles & équipements motorisés),5670-1634,POMPE DES ÉRABLES (S-82),1-5212123541,581 RUE DES ÉRABLES SAGUENAY QC CANADA G7B 3E2,2019-12-22,2021-12-21,1014432,2500,1,2021-12-21
3.0,Capitale-Nationale,Québec,9413-2529 Québec inc.,5804-8281,GROUPE GAGNON WILFRID HAMEL.,1-5212123668,3904 BOULEVARD WILFRID-HAMEL QUÉBEC QC CANADA G1P 2J2,2020-10-25,2022-10-24,1010716,80719,2,2022-10-24
14.0,Lanaudière,Joliette,Ville de Joliette,1131-7856,STATION DE TRAITEMENT D'EAU POTABLE,1-5212123795,795 RUE MONSEIGNEUR-FORBES JOLIETTE QC CANADA J6E 3V1,2021-10-01,2023-09-30,1013827,10774,3,2025-09-30
9.0,Côte-Nord,Rivière-aux-Outardes,Hydro-québec,5781-7512,POSTE OUTARDES 3 ET DÉVERSOIR OUTARDES 3,1-5212123922," ROUTE 389, KM 64 RIVIÈRE-AUX-OUTARDES CANADA X0X 0X0",2019-12-01,2021-11-30,1019917,5550,2,2021-12-01
17.0,Centre-du-Québec,Victoriaville,Énergies Sonic inc.,5779-5916,Sonicarte et Dépôt Victoriaville,1-5212124039,950 RUE L'ACADIE VICTORIAVILLE QC CANADA G6T 1P7,2021-10-01,2023-09-30,1013654,434239,5,2023-09-30
7.0,Outaouais,Papineauville,Société québécoise des infrastructures - Direction immobilière de l'Outaouais,5781-7876,Centre de Services 1421 Atelier Papineauville,1-5212124166,208 RUE HENRI-BOURASSA PAPINEAUVILLE QC CANADA J0V 1R0,2020-12-01,2022-11-30,1018551,12000,1,2024-11-30
