Year,Activity,Source,Destination,Energy (MW.h),Total Value (CAN$),Price (CAN$/MW.h)
2007.0,Imports,Nevada,British Columbia,43112.0,1466079.21,34.01
2007.0,Imports,Nevada,Total,43112.0,1466079.21,34.01
2007.0,Imports,New England-ISO,Québec,1202946.0,6.477073925E7,53.83
2007.0,Imports,New England-ISO,Total,1202946.0,6.477073925E7,53.83
2007.0,Imports,New Mexico,British Columbia,61555.0,1823451.0,29.62
2007.0,Imports,New Mexico,Total,61555.0,1823451.0,29.62
2007.0,Imports,New York,Alberta,3690.0,252862.23,68.53
2007.0,Imports,New York,New Brunswick,4675.0,269988.56,57.75
2007.0,Imports,New York,Ontario,1005494.0,6.114278138E7,60.81
2007.0,Imports,New York,Québec,2149560.0,1.3252281708E8,61.65
2007.0,Imports,New York,Total,3163419.0,1.9418844925E8,61.39
2007.0,Imports,North Dakota,Alberta,62615.0,3401837.24,54.33
2007.0,Imports,North Dakota,Saskatchewan,198039.0,7370769.33,37.22
2007.0,Imports,North Dakota,Total,260654.0,1.077260657E7,41.33
2007.0,Imports,Ohio,Ontario,55197.0,3240075.56,58.70
2007.0,Imports,Ohio,Total,55197.0,3240075.56,58.70
2007.0,Imports,Oregon,British Columbia,207157.0,8545420.17,41.25
2007.0,Imports,Oregon,Total,207157.0,8545420.17,41.25
2007.0,Imports,Pennsylvania,Alberta,211.0,3501.95,16.60
2007.0,Imports,Pennsylvania,British Columbia,824.0,34596.25,41.99
2007.0,Imports,Pennsylvania,Nova Scotia,62917.0,5343591.0,84.93
2007.0,Imports,Pennsylvania,Ontario,27991.0,1612634.73,57.61
2007.0,Imports,Pennsylvania,Québec,3569.0,101027.5,28.31
2007.0,Imports,Pennsylvania,Saskatchewan,95.0,2515.64,26.48
2007.0,Imports,Pennsylvania,Total,95607.0,7097867.07,74.24
2007.0,Imports,South Dakota,British Columbia,35.0,882.1,25.20
2007.0,Imports,South Dakota,Total,35.0,882.1,25.20
2007.0,Imports,Texas,Ontario,111310.0,8351155.85,75.03
2007.0,Imports,Texas,Total,111310.0,8351155.85,75.03
2007.0,Imports,Total,Alberta,645842.0,3.916298684E7,60.64
2007.0,Imports,Total,British Columbia,7201737.03,3.6731509739E8,51.00
2007.0,Imports,Total,Manitoba,527766.0,2.625808741E7,49.75
2007.0,Imports,Total,New Brunswick,642216.4,4.469696362E7,69.60
2007.0,Imports,Total,Nova Scotia,62917.0,5343591.0,84.93
2007.0,Imports,Total,Ontario,5790828.74,3.0329018641E8,52.37
2007.0,Imports,Total,Québec,3358754.0,1.9755136399E8,58.81
2007.0,Imports,Total,Saskatchewan,201281.0,7478483.26,37.15
2007.0,Imports,Total,Total,1.843134217E7,9.9109675992E8,53.77
2007.0,Imports,Utah,British Columbia,37666.0,1484535.63,39.41
2007.0,Imports,Utah,Total,37666.0,1484535.63,39.41
2007.0,Imports,Vermont,Ontario,1013.0,83551.93,82.48
2007.0,Imports,Vermont,Québec,511.0,44016.09,86.14
2007.0,Imports,Vermont,Total,1524.0,127568.02,83.71
2007.0,Imports,Washington,Alberta,550674.0,3.360285991E7,61.02
2007.0,Imports,Washington,British Columbia,6330248.03,3.3411818373E8,52.78
2007.0,Imports,Washington,Total,6880922.03,3.6772104364E8,53.44
2007.0,Imports,Wyoming,British Columbia,86976.0,2380879.02,27.37
2007.0,Imports,Wyoming,Total,86976.0,2380879.02,27.37
2008.0,Exports,Alberta,Indiana,2208.0,143376.93,64.94
2008.0,Exports,Alberta,North Dakota,6769.0,477694.03,70.57
2008.0,Exports,Alberta,Total,227847.0,1.417449542E7,62.21
2008.0,Exports,Alberta,Washington,218870.0,1.355342446E7,61.92
2008.0,Exports,British Columbia,Alaska,1229.76,88199.55,71.72
2008.0,Exports,British Columbia,Arizona,67694.0,6335699.65,93.59
2008.0,Exports,British Columbia,California,4181201.42,3.1976436078E8,76.48
2008.0,Exports,British Columbia,Colorado,1836.0,225937.53,123.06
2008.0,Exports,British Columbia,Idaho,54262.0,4494229.76,82.82
2008.0,Exports,British Columbia,Indiana,5973.0,556941.0,93.24
2008.0,Exports,British Columbia,Missouri,77.0,0.0,0.00
2008.0,Exports,British Columbia,Montana,241397.0,1.555617349E7,64.44
2008.0,Exports,British Columbia,Nebraska,227.0,0.0,0.00
2008.0,Exports,British Columbia,Nevada,102322.0,1.0597254E7,103.57
2008.0,Exports,British Columbia,New Mexico,39073.0,3876375.95,99.21
2008.0,Exports,British Columbia,Oregon,596545.49,4.719455534E7,79.11
2008.0,Exports,British Columbia,Pennsylvania,217.0,29626.92,136.53
2008.0,Exports,British Columbia,Total,8081488.72,5.7307424156E8,70.91
2008.0,Exports,British Columbia,Utah,12346.0,1233555.61,99.92
2008.0,Exports,British Columbia,Washington,2754354.05,1.6075264547E8,58.36
2008.0,Exports,British Columbia,Wyoming,22734.0,2368686.51,104.19
2008.0,Exports,Manitoba,Michigan,121.0,6204.91,51.28
2008.0,Exports,Manitoba,Minn / N. Dakota,9880244.97,4.7644674656E8,Confidential
2008.0,Exports,Manitoba,Total,9880365.97,4.7645295147E8,Confidential
2008.0,Exports,New Brunswick,Maine,1112423.1,9.016667005E7,78.99
2008.0,Exports,New Brunswick,Total,1112423.1,9.016667005E7,78.99
2008.0,Exports,Nova Scotia,Maine,12688.0,1007075.0,79.37
2008.0,Exports,Nova Scotia,Total,12688.0,1007075.0,79.37
2008.0,Exports,Ontario,Illinois,52802.0,2409733.29,45.64
2008.0,Exports,Ontario,Indiana,14508.0,1038851.88,71.61
2008.0,Exports,Ontario,Massachusetts,43034.0,3412384.73,79.30
2008.0,Exports,Ontario,Michigan,5971399.048,3.2421847675E8,54.30
2008.0,Exports,Ontario,Minnesota,167199.225,9450571.32,50.63
2008.0,Exports,Ontario,Missouri,208894.0,9794248.55,46.89
2008.0,Exports,Ontario,Nebraska,30.0,1679.83,55.99
2008.0,Exports,Ontario,New England-ISO,56276.0,4130970.8,73.41
2008.0,Exports,Ontario,New York,1.0285355365E7,6.0947723771E8,58.78
2008.0,Exports,Ontario,Pennsylvania,888726.0,5.879052459E7,66.15
2008.0,Exports,Ontario,Texas,882568.0,4.970587738E7,56.32
2008.0,Exports,Ontario,Total,1.8570884638E7,1.07243938287E9,57.43
2008.0,Exports,Ontario,Vermont,93.0,8826.04,94.90
2008.0,Exports,Québec,Maine,1330.44,108420.09,81.49
2008.0,Exports,Québec,Massachusetts,58065.0,5180183.52,89.21
2008.0,Exports,Québec,Michigan,333657.0,3.071454304E7,92.05
2008.0,Exports,Québec,New England-ISO,8614095.0,8.1186215103E8,88.50
2008.0,Exports,Québec,New York,6404697.0,5.3714960844E8,78.38
2008.0,Exports,Québec,Total,1.746851844E7,1.53532877858E9,78.49
2008.0,Exports,Québec,Vermont,2056674.0,1.5031387246E8,34.46
2008.0,Exports,Saskatchewan,Indiana,30.0,2289.4,76.31
2008.0,Exports,Saskatchewan,North Dakota,137168.9,9324565.8,67.98
2008.0,Exports,Saskatchewan,Total,137198.9,9326855.2,67.98
2008.0,Exports,Total,Alaska,1229.76,88199.55,71.72
2008.0,Exports,Total,Arizona,67694.0,6335699.65,93.59
2008.0,Exports,Total,California,4181201.42,3.1976436078E8,76.48
2008.0,Exports,Total,Colorado,1836.0,225937.53,123.06
2008.0,Exports,Total,Idaho,54262.0,4494229.76,82.82
2008.0,Exports,Total,Illinois,52802.0,2409733.29,45.64
2008.0,Exports,Total,Indiana,22719.0,1741459.21,76.65
2008.0,Exports,Total,Maine,1126441.54,9.128216514E7,78.99
2008.0,Exports,Total,Massachusetts,101099.0,8592568.25,84.99
2008.0,Exports,Total,Michigan,6305177.048,3.549392247E8,56.29
2008.0,Exports,Total,Minn / N. Dakota,9880244.97,4.7644674656E8,Confidential
2008.0,Exports,Total,Minnesota,167199.225,9450571.32,50.63
2008.0,Exports,Total,Missouri,208971.0,9794248.55,46.87
2008.0,Exports,Total,Montana,241397.0,1.555617349E7,64.44
2008.0,Exports,Total,Nebraska,257.0,1679.83,6.54
2008.0,Exports,Total,Nevada,102322.0,1.0597254E7,103.57
2008.0,Exports,Total,New England-ISO,8670371.0,8.1599312183E8,88.40
2008.0,Exports,Total,New Mexico,39073.0,3876375.95,99.21
2008.0,Exports,Total,New York,1.6690052365E7,1.14662684615E9,66.30
2008.0,Exports,Total,North Dakota,143937.9,9802259.83,68.10
2008.0,Exports,Total,Oregon,596545.49,4.719455534E7,79.11
2008.0,Exports,Total,Pennsylvania,888943.0,5.882015151E7,66.17
2008.0,Exports,Total,Texas,882568.0,4.970587738E7,56.32
2008.0,Exports,Total,Total,5.5491414768E7,3.77197045015E9,64.87
2008.0,Exports,Total,Utah,12346.0,1233555.61,99.92
2008.0,Exports,Total,Vermont,2056767.0,1.503226985E8,34.46
2008.0,Exports,Total,Washington,2973224.05,1.7430606993E8,58.63
2008.0,Exports,Total,Wyoming,22734.0,2368686.51,104.19
2008.0,Imports,Arizona,British Columbia,275220.0,1.196848603E7,43.49
2008.0,Imports,Arizona,Total,275220.0,1.196848603E7,43.49
2008.0,Imports,California,Alberta,25.0,1402.0,56.08
2008.0,Imports,California,British Columbia,343579.0,2.232988408E7,64.99
2008.0,Imports,California,Total,343604.0,2.233128608E7,64.99
2008.0,Imports,Colorado,British Columbia,3200.0,128822.99,40.26
2008.0,Imports,Colorado,Total,3200.0,128822.99,40.26
2008.0,Imports,Idaho,British Columbia,88678.0,3408792.84,38.44
2008.0,Imports,Idaho,Total,88678.0,3408792.84,38.44
2008.0,Imports,Illinois,Ontario,10435.0,532752.22,51.05
2008.0,Imports,Illinois,Total,10435.0,532752.22,51.05
2008.0,Imports,Indiana,Alberta,11504.0,479349.82,41.67
2008.0,Imports,Indiana,British Columbia,5828.0,158171.71,27.14
2008.0,Imports,Indiana,Ontario,88329.0,5140932.85,58.20
2008.0,Imports,Indiana,Saskatchewan,913.0,55077.91,60.33
2008.0,Imports,Indiana,Total,106574.0,5833532.29,54.74
2008.0,Imports,Maine,New Brunswick,837361.8,6.376509136E7,76.15
2008.0,Imports,Maine,Total,837361.8,6.376509136E7,76.15
2008.0,Imports,Massachusetts,Ontario,5277.0,435425.25,82.51
2008.0,Imports,Massachusetts,Québec,66.0,4932.52,74.74
2008.0,Imports,Massachusetts,Total,5343.0,440357.77,82.42
2008.0,Imports,Michigan,Manitoba,332.0,9712.17,29.25
2008.0,Imports,Michigan,Ontario,3994191.565,2.1547863064E8,53.95
2008.0,Imports,Michigan,Québec,6067.0,323550.86,53.33
2008.0,Imports,Michigan,Total,4000590.565,2.1581189367E8,53.95
2008.0,Imports,Minn / N. Dakota,Manitoba,87544.0,4923073.01,56.24
2008.0,Imports,Minn / N. Dakota,Total,87544.0,4923073.01,56.24
2008.0,Imports,Minnesota,Alberta,68898.0,8537704.79,123.92
2008.0,Imports,Minnesota,Ontario,864839.549,5.140953052E7,59.44
2008.0,Imports,Minnesota,Total,933737.549,5.994723531E7,64.20
2008.0,Imports,Missouri,Ontario,15400.0,712796.15,46.29
2008.0,Imports,Missouri,Total,15400.0,712796.15,46.29
2008.0,Imports,Montana,British Columbia,487391.0,2.275191594E7,46.68
2008.0,Imports,Montana,Total,487391.0,2.275191594E7,46.68
2008.0,Imports,Nebraska,British Columbia,149.0,3673.02,24.65
2008.0,Imports,Nebraska,Total,149.0,3673.02,24.65
2008.0,Imports,Nevada,British Columbia,66761.0,2946140.28,44.13
2008.0,Imports,Nevada,Total,66761.0,2946140.28,44.13
2008.0,Imports,New England-ISO,New Brunswick,195.0,12415.15,63.67
2008.0,Imports,New England-ISO,Québec,201265.0,1.108780347E7,55.09
2008.0,Imports,New England-ISO,Total,201460.0,1.110021862E7,55.10
2008.0,Imports,New Mexico,British Columbia,118003.0,4402594.47,37.31
2008.0,Imports,New Mexico,Total,118003.0,4402594.47,37.31
2008.0,Imports,New York,Alberta,496.0,79018.99,159.31
2008.0,Imports,New York,Nova Scotia,1680.0,130088.68,77.43
2008.0,Imports,New York,Ontario,2214612.27,1.3015929355E8,58.77
2008.0,Imports,New York,Québec,1150451.0,7.257378781E7,60.69
2008.0,Imports,New York,Total,3367239.27,2.0294218903E8,59.45
2008.0,Imports,North Dakota,Alberta,164014.0,7455269.59,45.46
2008.0,Imports,North Dakota,Saskatchewan,430731.9,2.046962294E7,47.52
2008.0,Imports,North Dakota,Total,594745.9,2.792489253E7,46.95
2008.0,Imports,Oregon,Alberta,3879.0,426266.21,109.89
2008.0,Imports,Oregon,British Columbia,268560.0,1.587617977E7,59.12
2008.0,Imports,Oregon,Total,272439.0,1.630244598E7,59.84
2008.0,Imports,Pennsylvania,British Columbia,1731.0,33863.02,19.56
2008.0,Imports,Pennsylvania,Manitoba,2.0,47.53,23.77
2008.0,Imports,Pennsylvania,Nova Scotia,271008.0,2.2894572E7,84.48
2008.0,Imports,Pennsylvania,Ontario,83519.0,4656813.29,55.76
2008.0,Imports,Pennsylvania,Saskatchewan,3.0,71.29,23.76
2008.0,Imports,Pennsylvania,Total,356263.0,2.758536713E7,77.43
2008.0,Imports,Texas,Alberta,1475.0,152978.65,103.71
2008.0,Imports,Texas,Ontario,719097.0,4.6643476E7,64.86
2008.0,Imports,Texas,Total,720572.0,4.679645465E7,64.94
2008.0,Imports,Total,Alberta,761348.0,4.843922518E7,63.62
2008.0,Imports,Total,British Columbia,1.151372587E7,6.1292752017E8,53.23
2008.0,Imports,Total,Manitoba,87878.0,4932832.71,56.13
2008.0,Imports,Total,New Brunswick,837556.8,6.377750651E7,76.15
2008.0,Imports,Total,Nova Scotia,272688.0,2.302466068E7,84.44
2008.0,Imports,Total,Ontario,7997884.384,4.5533582793E8,56.93
2008.0,Imports,Total,Québec,1358479.0,8.40713162E7,59.86
2008.0,Imports,Total,Saskatchewan,431647.9,2.052477214E7,47.55
2008.0,Imports,Total,Total,2.3261207954E7,1.31303366152E9,56.33
2008.0,Imports,Utah,British Columbia,54552.0,2948682.7,54.05
2008.0,Imports,Utah,Total,54552.0,2948682.7,54.05
2008.0,Imports,Vermont,Ontario,2184.0,166177.46,76.09
2008.0,Imports,Vermont,Québec,630.0,81241.54,128.95
2008.0,Imports,Vermont,Total,2814.0,247419.0,87.92
2008.0,Imports,Washington,Alberta,511057.0,3.130723513E7,61.26
2008.0,Imports,Washington,British Columbia,9735570.87,5.24005784E8,53.82
2008.0,Imports,Washington,Total,1.024662787E7,5.5531301913E8,54.19
2008.0,Imports,Wisconsin,British Columbia,30.0,211.54,7.05
2008.0,Imports,Wisconsin,Total,30.0,211.54,7.05
2008.0,Imports,Wyoming,British Columbia,64473.0,1964317.78,30.47
2008.0,Imports,Wyoming,Total,64473.0,1964317.78,30.47
2009.0,Exports,Alberta,California,295.0,27279.68,92.47
2009.0,Exports,Alberta,Indiana,548.0,24350.36,44.43
2009.0,Exports,Alberta,Montana,263.0,10265.49,39.03
2009.0,Exports,Alberta,New York,100.0,198.52,1.99
2009.0,Exports,Alberta,North Dakota,44529.0,1355055.75,30.43
2009.0,Exports,Alberta,Total,262325.0,8889737.89,33.89
2009.0,Exports,Alberta,Washington,216568.0,7471270.52,34.50
2009.0,Exports,Alberta,Wyoming,22.0,1317.57,59.89
2009.0,Exports,British Columbia,Alaska,1207.68,86615.31,71.72
2009.0,Exports,British Columbia,Arizona,102760.0,5868462.38,57.11
2009.0,Exports,British Columbia,California,2063408.26,1.047077055E8,50.75
2009.0,Exports,British Columbia,Idaho,14317.0,1515554.05,105.86
2009.0,Exports,British Columbia,Indiana,3232.0,195357.42,60.44
2009.0,Exports,British Columbia,Montana,215466.0,8088339.9,37.54
2009.0,Exports,British Columbia,Nevada,37203.0,1933791.2,51.98
2009.0,Exports,British Columbia,New Mexico,27173.0,1525688.59,56.15
2009.0,Exports,British Columbia,Oregon,761137.44,3.825396175E7,50.26
2009.0,Exports,British Columbia,Pennsylvania,423.0,17511.83,41.40
2009.0,Exports,British Columbia,South Dakota,264.0,9139.05,34.62
2009.0,Exports,British Columbia,Total,6223212.27,2.9015661553E8,46.62
2009.0,Exports,British Columbia,Utah,8238.0,457496.28,55.53
2009.0,Exports,British Columbia,Washington,2979458.89,1.2692791458E8,42.60
2009.0,Exports,British Columbia,Wyoming,8924.0,569077.69,63.77
2009.0,Exports,Manitoba,Minn / N. Dakota,9238321.766,3.2054616855E8,Confidential
2009.0,Exports,Manitoba,Total,9238321.766,3.2054616855E8,Confidential
2009.0,Exports,New Brunswick,Maine,1862328.31,1.1086710539E8,58.08
2009.0,Exports,New Brunswick,New England-ISO,12317.0,571174.63,46.37
2009.0,Exports,New Brunswick,Total,1874645.31,1.1143828002E8,58.00
2009.0,Exports,Nova Scotia,Maine,28976.0,1509720.0,52.10
2009.0,Exports,Nova Scotia,Total,28976.0,1509720.0,52.10
2009.0,Exports,Ontario,Illinois,9468.0,435207.49,45.97
2009.0,Exports,Ontario,Indiana,2948.0,131459.4,44.59
2009.0,Exports,Ontario,Massachusetts,13595.0,593554.61,43.66
2009.0,Exports,Ontario,Michigan,7509190.779,2.3858643084E8,31.77
2009.0,Exports,Ontario,Minnesota,243634.75,7050173.31,24.43
2009.0,Exports,Ontario,Missouri,669248.0,2.257021467E7,33.72
2009.0,Exports,Ontario,New England-ISO,546986.0,2.176391713E7,39.79
2009.0,Exports,Ontario,New York,4793179.468,1.8947504705E8,39.53
2009.0,Exports,Ontario,Ohio,3972.0,88146.99,22.19
2009.0,Exports,Ontario,Pennsylvania,616002.0,2.771476269E7,44.99
2009.0,Exports,Ontario,Texas,368884.0,9958287.79,27.00
2009.0,Exports,Ontario,Total,1.4777782997E7,5.1839690597E8,35.01
2009.0,Exports,Ontario,Vermont,675.0,29704.0,44.01
2009.0,Exports,Québec,Maine,792077.434,3.504137349E7,44.24
2009.0,Exports,Québec,Massachusetts,14.0,772.66,55.19
2009.0,Exports,Québec,Michigan,67292.474,3076432.91,45.72
2009.0,Exports,Québec,New England-ISO,9288934.88,5.7152114686E8,55.31
2009.0,Exports,Québec,New York,6457782.119,3.3151232203E8,46.37
2009.0,Exports,Québec,Total,1.8637229907E7,1.09990610154E9,49.68
2009.0,Exports,Québec,Vermont,2031129.0,1.5875405359E8,36.68
2009.0,Exports,Saskatchewan,North Dakota,109941.0,3011838.18,27.40
2009.0,Exports,Saskatchewan,Total,109941.0,3011838.18,27.40
2009.0,Exports,Total,Alaska,1207.68,86615.31,71.72
2009.0,Exports,Total,Arizona,102760.0,5868462.38,57.11
2009.0,Exports,Total,California,2063703.26,1.0473498518E8,50.75
2009.0,Exports,Total,Idaho,14317.0,1515554.05,105.86
2009.0,Exports,Total,Illinois,9468.0,435207.49,45.97
2009.0,Exports,Total,Indiana,6728.0,351167.18,52.19
2009.0,Exports,Total,Maine,2683381.744,1.4741819888E8,53.93
2009.0,Exports,Total,Massachusetts,13609.0,594327.27,43.67
2009.0,Exports,Total,Michigan,7576483.253,2.4166286375E8,31.90
2009.0,Exports,Total,Minn / N. Dakota,9238321.766,3.2054616855E8,Confidential
2009.0,Exports,Total,Minnesota,243634.75,7050173.31,24.43
2009.0,Exports,Total,Missouri,669248.0,2.257021467E7,33.72
2009.0,Exports,Total,Montana,215729.0,8098605.39,37.54
2009.0,Exports,Total,Nevada,37203.0,1933791.2,51.98
2009.0,Exports,Total,New England-ISO,9848237.88,5.9385623862E8,54.44
2009.0,Exports,Total,New Mexico,27173.0,1525688.59,56.15
2009.0,Exports,Total,New York,1.1251061587E7,5.209875676E8,43.45
2009.0,Exports,Total,North Dakota,154470.0,4366893.93,28.27
2009.0,Exports,Total,Ohio,3972.0,88146.99,22.19
2009.0,Exports,Total,Oregon,761137.44,3.825396175E7,50.26
2009.0,Exports,Total,Pennsylvania,616425.0,2.773227452E7,44.99
2009.0,Exports,Total,South Dakota,264.0,9139.05,34.62
2009.0,Exports,Total,Texas,368884.0,9958287.79,27.00
2009.0,Exports,Total,Total,5.115243425E7,2.35385536768E9,42.54
2009.0,Exports,Total,Utah,8238.0,457496.28,55.53
2009.0,Exports,Total,Vermont,2031804.0,1.5878375759E8,36.68
2009.0,Exports,Total,Washington,3196026.89,1.343991851E8,42.05
2009.0,Exports,Total,Wyoming,8946.0,570395.26,63.76
2009.0,Imports,Arizona,British Columbia,278639.0,7080274.75,25.41
2009.0,Imports,Arizona,Total,278639.0,7080274.75,25.41
2009.0,Imports,California,British Columbia,238448.0,5084375.15,21.32
2009.0,Imports,California,Total,238448.0,5084375.15,21.32
2009.0,Imports,Colorado,British Columbia,15.0,84.13,5.61
2009.0,Imports,Colorado,Total,15.0,84.13,5.61
2009.0,Imports,Idaho,British Columbia,58520.0,1426619.66,24.38
2009.0,Imports,Idaho,Total,58520.0,1426619.66,24.38
2009.0,Imports,Illinois,Ontario,1620.0,62722.96,38.72
2009.0,Imports,Illinois,Total,1620.0,62722.96,38.72
2009.0,Imports,Indiana,Alberta,8227.0,136186.43,16.55
2009.0,Imports,Indiana,British Columbia,14992.0,228406.6,15.24
2009.0,Imports,Indiana,Ontario,14525.0,441362.6,30.39
2009.0,Imports,Indiana,Saskatchewan,91.0,4070.0,44.73
2009.0,Imports,Indiana,Total,37835.0,810025.63,21.41
2009.0,Imports,Kansas,British Columbia,114.0,1805.93,15.84
2009.0,Imports,Kansas,Total,114.0,1805.93,15.84
2009.0,Imports,Maine,New Brunswick,1084820.666,5.85478387E7,53.97
2009.0,Imports,Maine,Total,1084820.666,5.85478387E7,53.97
2009.0,Imports,Massachusetts,New Brunswick,100.0,2420.07,24.20
2009.0,Imports,Massachusetts,Ontario,22197.0,1043380.69,47.01
2009.0,Imports,Massachusetts,Québec,5.0,180.81,36.16
2009.0,Imports,Massachusetts,Total,22302.0,1045981.57,46.90
2009.0,Imports,Michigan,Ontario,1935967.272,6.789596375E7,35.07
2009.0,Imports,Michigan,Québec,3422.0,115115.92,33.64
2009.0,Imports,Michigan,Total,1939389.272,6.801107967E7,35.07
2009.0,Imports,Minn / N. Dakota,Manitoba,203264.0,6723280.73,33.08
2009.0,Imports,Minn / N. Dakota,Total,203264.0,6723280.73,33.08
2009.0,Imports,Minnesota,Alberta,32226.0,2079904.68,64.54
2009.0,Imports,Minnesota,Ontario,285452.0,1.526454216E7,53.47
2009.0,Imports,Minnesota,Total,317678.0,1.734444684E7,54.60
2009.0,Imports,Missouri,Ontario,10786.0,417237.27,38.68
2009.0,Imports,Missouri,Total,10786.0,417237.27,38.68
2009.0,Imports,Montana,Alberta,439.0,20055.88,45.69
2009.0,Imports,Montana,British Columbia,503432.19,1.434015601E7,28.48
2009.0,Imports,Montana,Total,503871.19,1.436021189E7,28.50
2009.0,Imports,Nebraska,British Columbia,13.0,0.0,0.00
2009.0,Imports,Nebraska,Total,13.0,0.0,0.00
2009.0,Imports,Nevada,British Columbia,71843.0,1386951.33,19.31
2009.0,Imports,Nevada,Total,71843.0,1386951.33,19.31
2009.0,Imports,New England-ISO,Québec,179967.0,9326192.79,51.82
2009.0,Imports,New England-ISO,Total,179967.0,9326192.79,51.82
2009.0,Imports,New Mexico,British Columbia,115399.0,2363506.45,20.48
2009.0,Imports,New Mexico,Total,115399.0,2363506.45,20.48
2009.0,Imports,New York,Alberta,3160.0,206697.46,65.41
2009.0,Imports,New York,Ontario,587329.0,2.218780969E7,37.78
2009.0,Imports,New York,Québec,870582.0,5.084608011E7,57.45
2009.0,Imports,New York,Total,1461071.0,7.324058726E7,49.56
2009.0,Imports,North Dakota,Alberta,249667.0,6722273.33,26.92
2009.0,Imports,North Dakota,Saskatchewan,333554.0,1.05493909E7,31.63
2009.0,Imports,North Dakota,Total,583221.0,1.727166423E7,29.61
2009.0,Imports,Oregon,British Columbia,472199.0,1.150752921E7,24.37
2009.0,Imports,Oregon,Total,472199.0,1.150752921E7,24.37
2009.0,Imports,Pennsylvania,Alberta,100.0,2458.63,24.59
2009.0,Imports,Pennsylvania,British Columbia,493.0,12837.69,26.04
2009.0,Imports,Pennsylvania,Nova Scotia,323243.0,1.9884061E7,61.51
2009.0,Imports,Pennsylvania,Ontario,122115.0,4058527.87,33.24
2009.0,Imports,Pennsylvania,Saskatchewan,3.0,77.38,25.79
2009.0,Imports,Pennsylvania,Total,445954.0,2.395796257E7,53.72
2009.0,Imports,Texas,Ontario,44844.0,1336987.94,29.81
2009.0,Imports,Texas,Total,44844.0,1336987.94,29.81
2009.0,Imports,Total,Alberta,661966.0,2.344388757E7,35.42
2009.0,Imports,Total,British Columbia,1.080178719E7,3.6167731029E8,33.48
2009.0,Imports,Total,Manitoba,203264.0,6723280.73,33.08
2009.0,Imports,Total,New Brunswick,1084920.666,5.855025877E7,53.97
2009.0,Imports,Total,Nova Scotia,323243.0,1.9884061E7,61.51
2009.0,Imports,Total,Ontario,3026284.272,1.1278563529E8,37.27
2009.0,Imports,Total,Québec,1056808.0,6.035956388E7,56.33
2009.0,Imports,Total,Saskatchewan,334308.0,1.057394453E7,31.63
2009.0,Imports,Total,Total,1.7492581128E7,6.5399794206E8,37.34
2009.0,Imports,Utah,British Columbia,43030.0,1541790.56,35.83
2009.0,Imports,Utah,Total,43030.0,1541790.56,35.83
2009.0,Imports,Vermont,Ontario,1449.0,77100.36,53.21
2009.0,Imports,Vermont,Québec,2832.0,71994.25,25.42
2009.0,Imports,Vermont,Total,4281.0,149094.61,34.83
2009.0,Imports,Washington,Alberta,368147.0,1.427631116E7,38.78
2009.0,Imports,Washington,British Columbia,8959375.0,3.1592483027E8,35.26
2009.0,Imports,Washington,Saskatchewan,660.0,20406.25,30.92
2009.0,Imports,Washington,Total,9328182.0,3.3022154768E8,35.40
2009.0,Imports,Wyoming,British Columbia,45275.0,778142.55,17.19
2009.0,Imports,Wyoming,Total,45275.0,778142.55,17.19
2010.0,Exports,Alberta,California,150.0,6600.29,44.00
2010.0,Exports,Alberta,Illinois,633.0,19746.95,31.20
2010.0,Exports,Alberta,Indiana,701.0,32453.16,46.30
2010.0,Exports,Alberta,Montana,55.0,2247.9,40.87
2010.0,Exports,Alberta,Nevada,30.0,1657.75,55.26
2010.0,Exports,Alberta,North Dakota,16769.0,469613.61,28.00
2010.0,Exports,Alberta,Total,263633.0,8874917.99,33.66
2010.0,Exports,Alberta,Washington,245295.0,8342598.33,34.01
2010.0,Exports,British Columbia,Alaska,1056.96,75812.36,71.73
2010.0,Exports,British Columbia,Arizona,232228.0,9244707.53,39.81
2010.0,Exports,British Columbia,California,2251985.67,1.1046026634E8,49.05
2010.0,Exports,British Columbia,Colorado,15.0,634.86,42.32
2010.0,Exports,British Columbia,Idaho,4781.0,264951.06,55.42
2010.0,Exports,British Columbia,Indiana,5779.0,336064.91,58.15
2010.0,Exports,British Columbia,Montana,249962.02,9169799.81,36.68
2010.0,Exports,British Columbia,Nevada,38216.0,2383108.12,62.36
2010.0,Exports,British Columbia,New Mexico,41257.0,2346763.73,56.88
2010.0,Exports,British Columbia,Oregon,434687.0,1.987498322E7,45.72
2010.0,Exports,British Columbia,Total,5259332.42,2.3503228651E8,44.69
2010.0,Exports,British Columbia,Utah,17434.0,1041615.36,59.75
2010.0,Exports,British Columbia,Washington,1974536.77,7.937716017E7,40.20
2010.0,Exports,British Columbia,Wyoming,7394.0,456419.04,61.73
2010.0,Exports,Manitoba,Minn / N. Dakota,9071355.348,3.2039353555E8,Confidential
2010.0,Exports,Manitoba,Total,9071355.348,3.2039353555E8,Confidential
2010.0,Exports,New Brunswick,Maine,1087829.577,7.524447939E7,68.84
2010.0,Exports,New Brunswick,Total,1087829.577,7.524447939E7,68.84
2010.0,Exports,Nova Scotia,Maine,4112.0,394025.0,95.82
2010.0,Exports,Nova Scotia,Total,4112.0,394025.0,95.82
2010.0,Exports,Ontario,Massachusetts,53395.0,3199997.72,59.93
2010.0,Exports,Ontario,Michigan,5885886.066,2.3690852412E8,40.25
