Year,Ontario GHG ID,Facility Owner,Facility Name,Facility City,Facility Primary NAICS Code,Carbon dioxide (CO2) from non-biomass in CO2e (t),Carbon dioxide (CO2) from biomass in CO2e (t),Methane (CH4) in CO2e (t),Nitrous oxide (N2O) in CO2e (t),Sulphur hexafluoride (SF6) in CO2e (t),Hydrofluorocarbons (HFCs) in CO2e (t),Perfluorocarbons (PFCs) in CO2e (t),Nitrogen Trifluoride (NF3) in CO2e (t),Total CO2e from all sources in CO2e (t),Reporting Amount in CO2e (t),Verification Amount in CO2e (t),Accredited Verification Body
2016,1235,Magna Structural Systems Inc.,FORMET INDUSTRIES,St Thomas,336390,21865.9,0.0,9.051,119.04,0.0,0.0,0.0,0.0,21994,21994.0,21994.0,GHD Limited (formerly CRA)
2016,1236,MSSC Canada,MSSC Canada,Chatham,336330,14923.0,0.0,6.174,81.22,0.0,0.0,0.0,0.0,15011,15011.0,15011.0,RWDI AIR Inc.
2016,1237,ASW Steel Inc.,ASW Steel Inc.,Welland,331110,15224.5128,0.0,4.2798,56.327,0.0,0.0,0.0,0.0,15286,15286.0,15286.0,
2016,1239,J C Fresh Farms Ltd,J.C. Fresh Farms Ltd.,Kingsville,111419,13586.896,0.0,5.628,78.43,0.0,0.0,0.0,0.0,13671,13671.0,13671.0,Ruby Canyon Engineering Inc.
2016,1240,BIOX Canada Limited,BIOX Canada Limited,Hamilton,325190,12946.0,0.0,5.355,70.37,0.0,0.0,0.0,0.0,13022,13022.0,13022.0,GHD Limited (formerly CRA)
2016,1241,Sun Gro Farms Inc.,Sun Gro Farms Inc.,Kingsville,111419,10471.887,0.0,4.326,60.45,0.0,0.0,0.0,0.0,10537,10537.0,10537.0,Ruby Canyon Engineering Inc.
2016,1242,Hendrickson Canada ULC,Hendrickson Springs,Stratford,332611,10226.0,0.0,4.2312,55.671,0.0,0.0,0.0,0.0,10286,10286.0,10286.0,GHD Limited (formerly CRA)
2016,1243,Axens Canada Specialty Aluminas Inc.,Brockville Activated Alumina Plant,Brockville,325999,10905.044,0.0,4.557,59.83,0.0,0.0,0.0,0.0,10970,10970.0,10970.0,GHD Limited (formerly CRA)
2016,1244,Canadian General-Tower Ltd.,Canadian General-Tower Ltd.,Cambridge,326114,15219.42,0.0,6.3,82.77,0.0,0.0,0.0,0.0,15309,15309.0,15309.0,RWDI AIR Inc.
2016,1245,Panolam Industries Ltd.,Panolam Industries Ltd.,Huntsville,321216,19874.0,36813.0,256.032,604.19,0.0,0.0,0.0,0.0,57548,20735.0,20735.0,Internat Energy Solutions Canada Inc.
2016,1246,Markham District Energy Inc.,Warden Energy Centre,Markham,221330,20672.66,0.0,84.21,151.9,0.0,0.0,0.0,0.0,20909,20909.0,20909.0,RWDI AIR Inc.
2016,1247,Matalco Inc.,Matalco Inc.,Brampton,331317,21520.7,0.0,8.904,117.18,0.0,0.0,0.0,0.0,21647,21647.0,21647.0,GHD Limited (formerly CRA)
2016,1248,PepsiCo Canada ULC,Cambridge Manufacturing,Cambridge,311919,19390.0,0.0,7.14,118.42,0.0,0.0,0.0,0.0,19516,19516.0,19516.0,GHD Limited (formerly CRA)
2016,1249,Molson Coors Canada,Toronto Brewery,Toronto,312120,16493.45,0.0,6.825,89.9,0.0,0.0,0.0,0.0,16591,16591.0,16591.0,SAI Global
2016,1250,Columbia Forest Products Ltd.,Levesque Plywood - Levesque Division,Hearst,321211,13305.0,0.0,5.502,72.54,0.0,0.0,0.0,0.0,13384,13384.0,13384.0,Internat Energy Solutions Canada Inc.
2016,1251,"Genpak, Division of Great Pacific Enterprises LP",GENPAK MISSISSAUGA,Mississauga,326140,12431.0,0.0,5.04,68.2,0.0,0.0,0.0,0.0,12505,12505.0,12505.0,RWDI AIR Inc.
2016,1252,Hartmann Canada Inc.,Hartmann North America,Brantford,322299,15458.9,0.0,6.3966,84.165,0.0,0.0,0.0,0.0,15550,15550.0,15550.0,RWDI AIR Inc.
2016,1254,"St. Joseph's Healthcare Hamilton, A Division of St. Joseph's Health System",St. Joseph's Healthcare Hamilton,Hamilton,622111,9605.4443,0.0,3.9742,55.4482,0.0,0.0,0.0,0.0,9665,9665.0,9665.0,GHD Limited (formerly CRA)
2016,1255,Patriot Forge Co.,Brantford Facility,Brantford,332113,16094.953,0.0,6.6588,92.9039,0.0,0.0,0.0,0.0,16195,16195.0,16195.0,GHD Limited (formerly CRA)
2016,1256,Ontario Lottery and Gaming and Gaming Corporation operating as NIagara Fallsview CasinoResort,Fallsview Casino Resort,Niagara Falls,721120,12270.99,0.0,5.0771,70.8353,0.0,0.0,0.0,0.0,12347,12347.0,12347.0,GHD Limited (formerly CRA)
2016,1257,Compass Minerals Canada Corporation,GODERICH PLANT,Goderich,212393,14542.91,0.0,6.09,80.6,0.0,0.0,0.0,0.0,14630,14630.0,14630.0,GHD Limited (formerly CRA)
2016,1258,William Osler Health System,Brampton Civic Hospital,Brampton,622111,10376.7407,0.0,4.2933,59.9007,0.0,0.0,0.0,0.0,10441,10441.0,10441.0,GHD Limited (formerly CRA)
2016,1259,"Dofasco Inc., Stelco Inc.",Baycoat,Hamilton,332810,24094.1,0.0,9.975,131.13,0.0,0.0,0.0,0.0,24236,24236.0,24236.0,GHD Limited (formerly CRA)
2016,1260,Metex Heat Treating Ltd.,Metex Heat Treating Ltd.,Brampton,332810,10338.0,0.0,4.074,53.63,0.0,0.0,0.0,0.0,10396,10396.0,10396.0,GHD Limited (formerly CRA)
2016,1261,Owens Corning Insulating Systems Canada LP,Toronto Plant,Toronto,327990,15995.15,0.0,6.5387,86.2268,0.0,0.0,0.0,0.0,16088,16088.0,16088.0,GHD Limited (formerly CRA)
2016,1262,Skyjack Inc.,Skyjack Inc.,Guelph,333920,11139.0,0.0,4.6091,60.6438,0.0,0.0,0.0,0.0,11205,11205.0,11205.0,GHD Limited (formerly CRA)
2016,1263,Owens Corning Composite Materials Canada LP,Guelph Glass Plant,Guelph,327214,13022.3275,0.0,5.3403,70.277,0.0,0.0,0.0,0.0,13098,13098.0,13098.0,GHD Limited (formerly CRA)
2016,1269,Ferrero Canada Limited,Ferrero Canada Limited,Brantford,311351,23169.9812,0.0,9.5865,126.139,0.0,0.0,0.0,0.0,23306,23306.0,23306.0,GHD Limited (formerly CRA)
2016,1271,Air Liquide Canada Inc.,Air Liquide Canada - Hamilton (ASU and H2),Hamilton,325120,11717.0,0.0,2.1,27.9,0.0,226.2,0.0,0.0,11974,11974.0,11974.0,Enviro-Access Inc.
2016,1283,The Corporation of the City of Kingston,Natural Gas Distribution System,Kingston,221210,879.169,0.0,1895.775,4.03,0.0,0.0,0.0,0.0,2779,2779.0,736.0,
2016,1284,Hydro One Networks Inc.,Hydro One Networks,Toronto,221121,0.0,0.0,0.0,0.0,50085.079,0.0,0.0,0.0,50086,50086.0,0.0,
2016,1286,The Corporation of the City of Kitchener,Kitchener Utilities,Kitchener,221210,0.4986,0.0,415.2173,0.0006,0.0,0.0,0.0,0.0,416,416.0,0.0,GHD Limited
2016,1294,Rosa Flora Growers Limited,Rosa Flora Growers Limited,Dunnville,111422,14824.563,9097.745,123.648,231.57,0.0,0.0,0.0,0.0,24278,15180.0,15180.0,Ruby Canyon Engineering Inc.
2016,1328,Unilever Canada,Rexdale Plant,Rexdale,311990,8877.0,0.0,3.675,48.36,0.0,0.0,0.0,0.0,8930,8930.0,8930.0,
2016,1333,2333281 Ontario Limited,Truly Green Farms,Chatham,111419,18788.0,0.0,7.77,108.5,0.0,0.0,0.0,0.0,18905,18905.0,18905.0,GHD Limited (formerly CRA)
2016,1334,Allegro Acres Inc,Allegro Acres Inc.,Ruthven,111419,11411.87,0.0,4.62,65.1,0.0,0.0,0.0,0.0,11482,11482.0,11482.0,GHD Limited (formerly CRA)
2016,1339,Lakeridge Health,Lakeridge Health Oshawa,Oshawa,622111,11810.2644,0.0,4.8864,68.1758,0.0,0.0,0.0,0.0,11884,11884.0,11884.0,GHD Limited (formerly CRA)
2016,1340,Linamar Gear,Linamar Gear,Guelph,332710,10114.91,0.0,4.011,52.7,0.0,0.0,0.0,0.0,10172,10172.0,10172.0,GHD Limited (formerly CRA)
2016,1341,Sun-Brite Foods Inc.,Sun-Brite Foods Inc.,Ruthven,311420,11696.85,0.0,4.83,68.2,0.0,0.0,0.0,0.0,11770,11770.0,11770.0,GHD Limited (formerly CRA)
2016,1342,Signature Aluminum Canada Inc.,Pickering,Pickering,331317,15029.15,0.0,6.3,80.6,0.0,0.0,0.0,0.0,15117,15117.0,15117.0,GHD Limited (formerly CRA)
2016,1344,3M Canada Co.,3M BROCKVILLE 501,Brockville,322220,13177.93,0.0,5.4524,71.7371,0.0,0.0,0.0,0.0,13256,13256.0,13256.0,GHD Limited (formerly CRA)
2016,1345,Ontario Clean Water Agency,G.E. Booth (Lakeview) Wastewater Treatment Facility,Mississauga,221320,4211.477,66084.383,1561.317,11535.8245,0.0,0.0,0.0,0.0,83394,17309.0,17309.0,
2016,1346,SUPER-PUFFT SNACKS CORPORATION,SUPER-PUFFT SNACKS CORPORATION,Mississauga,311919,11792.72,0.0,4.83,65.1,0.0,0.0,0.0,0.0,11863,11863.0,11863.0,GHD Limited (formerly CRA)
2016,1347,Halton Healthcare Services Corporation,Oakville Trafalgar Memorial Hospital,Oakville,622111,13486.0004,0.0,5.5798,77.8491,0.0,0.0,0.0,0.0,13570,13570.0,13570.0,GHD Limited (formerly CRA)
2016,1348,Thunder Bay Regional Health Sciences Centre,980 Oliver Road,Thunder Bay,622111,12198.4831,0.0,5.0471,70.4168,0.0,0.0,0.0,0.0,12274,12274.0,12274.0,GHD Limited (formerly CRA)
2016,1350,Ottawa Health Sciences Center Inc.,Ottawa Health Sciences Center Hospitals,Ottawa,622111,18022.19,0.0,2.0055,31.744,0.0,0.0,0.0,0.0,18056,4702.0,4702.0,Enviro-Access Inc.
2016,1354,Canada Malting Co Ltd.,"Canada Malting, Thunder Bay",Thunder Bay,311214,18277.49,0.0,7.623,100.13,0.0,0.0,0.0,0.0,18386,18386.0,18386.0,
2016,1356,Alamos Gold Incorporated,Young-Davidson,Matachewan,212220,12194.442,0.0,4.074,270.32,0.0,0.0,0.0,0.0,12469,12469.0,12469.0,RWDI AIR Inc.
2016,1357,Greenfield South Power Corporation,Green Electron Power Plant,Courtright,221119,12438.8,0.0,67.2,93.0,0.0,0.0,0.0,0.0,12599,12599.0,12599.0,
2016,1361,Kaiser Aluminum Canada Limited,Kaiser Aluminum Canada Limited,London,331317,17595.0,0.0,7.287,95.79,0.0,0.0,0.0,0.0,17699,17699.0,17699.0,
2016,1363,Bioamber Sarnia Inc.,BAS Succinic Acid Facility,Sarnia,325190,23405.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23406,0.0,0.0,GHD Limited (formerly CRA)
2016,1367,North Bay Regional Health Centre,NBRHC,North Bay,622111,11910.75,0.0,4.935,68.82,0.0,0.0,0.0,0.0,11985,11985.0,11985.0,Enviro-Access Inc.
2016,1368,Cameco Corporation,Port Hope Conversion Facility,Port Hope,331410,19772.0,0.0,8.19,108.5,0.0,0.0,0.0,0.0,19889,19889.0,19889.0,
2016,1369,Continuous Colour Coat Limited,MSC Toronto,Etobicoke,332810,11470.83,0.0,4.746,62.31,0.0,0.0,0.0,0.0,11538,11538.0,11538.0,RWDI AIR Inc.
2016,1371,Gay Lea Foods Cooperative Ltd.,Guelph,Guelph,311515,10720.408,0.0,4.431,58.28,0.0,0.0,0.0,0.0,10784,10784.0,10784.0,Ruby Canyon Engineering Inc.
2016,1372,Parmalat Canada Inc.,Winchester,Winchester,311515,22875.09,0.0,9.45,133.3,0.0,0.0,0.0,0.0,23018,23018.0,23018.0,GHD Limited (formerly CRA)
2016,1373,GP North Woods LP,Englehart Oriented Strand Board Plant,Englehart,321217,9927.0,32153.0,220.101,480.5,0.0,0.0,0.0,0.0,42781,10628.0,10628.0,
2016,1374,Atlantic Power LP,Calstock Power Plant,Hearst,221119,17099.02,216449.47,1549.8,3003.9,0.0,0.0,0.0,0.0,238103,21653.0,21653.0,
2016,1376,Suntastic Hothouse Inc.,Main Greenhouses,Exeter,111419,10952.48,16247.89,113.82,272.8,0.0,0.0,0.0,0.0,27587,11340.0,11340.0,Ruby Canyon Engineering Inc.
2016,1379,City of Toronto,Ashbridges Bay Treatment Plant,Toronto,221320,10688.0,40458.0,21.0,310.0,0.0,0.0,0.0,0.0,51477,11019.0,11019.0,
2016,1380,City of Toronto,Highland Creek Treatment Plant,Toronto,221320,13867.0,11117.0,105.0,620.0,0.0,0.0,0.0,0.0,25709,14592.0,14592.0,
2016,1381,Fearmans Pork-Sofina Foods Inc.,Fearmans Pork-Sofina Foods Inc.,Burlington,311614,12278.2398,0.0,5.0799,66.836,0.0,0.0,0.0,0.0,12351,12351.0,12351.0,
2016,1383,"Nitta Gelatin Canada, Inc.",Nitta Gelatin,Toronto,311990,8044.0,0.0,3.36,44.02,0.0,0.0,0.0,0.0,8092,8092.0,8092.0,
2016,1384,K+S Windsor Salt Ltd.,Windsor Plant,Windsor,212393,21565.0,0.0,8.988,118.42,0.0,0.0,0.0,0.0,21693,21693.0,21693.0,GHD Limited (formerly CRA)
2016,1385,Atlantic Packaging Products Ltd.,Whitby,Whitby,322121,93994.0,0.0,1.1739,15.438,0.0,0.0,0.0,0.0,94011,2853.0,2853.0,GHD Limited (formerly CRA)
2016,1386,The Procter & Gamble Company,Belleville,Belleville,339990,14867.2,0.0,6.09,80.6,0.0,0.0,0.0,0.0,14954,14954.0,14954.0,Stantec Consulting Ltd.
2016,1387,Kraft Heinz Canada ULC,Ingleside Plant,Ingleside,311515,19960.433,0.0,8.043,113.46,0.0,0.0,0.0,0.0,20082,20082.0,20082.0,GHD Limited (formerly CRA)
2017,1001,ADM Agri-Industies Company,ADM AGRI-INDUSTRIES - ADM Windsor,Windsor,311224,64097.8545,0.0,26.5209,348.936,0.0,0.0,0.0,0.0,64474,64474.0,64474.0,GHD Limited
2017,1002,Air Products Canada Ltd.,Corunna Hydrogen Facility,Corunna,325120,607710.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,607711,607711.0,607711.0,Stantec Consulting Ltd.
2017,1003,Emerald Energy From Waste Inc.,Emerald Energy from Waste Inc.,Brampton,562210,80688.0,67629.4,992.943,1169.63,0.0,0.0,0.0,0.0,150480,82851.0,82851.0,Stantec
2017,1005,ArcelorMittal Dofasco G.P.,ArcelorMittal Dofasco,Hamilton,331110,4872455.553,0.0,15728.9979,3406.962,2490.38,0.0,0.0,0.0,4894082,4894082.0,4878612.0,
2017,1006,Atlantic Packaging Products Ltd.,111 Progress,Scarborough,322130,48373.0,16681.0,20.0151,263.345,0.0,0.0,0.0,0.0,65338,48657.0,48657.0,GHD
2017,1007,Atlantic Power LP,Kapuskasing Power Plant,Kapuskasing,221112,118.4347,0.0,0.0483,0.651,0.0,0.0,0.0,0.0,120,120.0,120.0,GHD Limited
2017,1008,Atlantic Power LP,Nipigon Power Plant,Nipigon,221112,121.3336,0.0,0.0504,0.651,0.0,0.0,0.0,0.0,123,123.0,123.0,GHD Limited
2017,1009,Atlantic Power LP,North Bay Power Plant,North Bay,221112,75.9099,0.0,0.0315,0.403,0.0,0.0,0.0,0.0,77,77.0,77.0,GHD Limited
2017,1010,Atlantic Power LP,Tunis Power Plant,Tunis,221112,282.5403,0.0,0.1176,1.55,0.0,0.0,0.0,0.0,285,285.0,285.0,GHD Limited
2017,1011,Brampton Brick Limited,Brampton Brick Limited,Brampton,327120,72357.0,0.0,16.17,213.9,0.0,0.0,0.0,0.0,72588,72588.0,72588.0,Internat Energy Solutions Canada Inc.
2017,1012,Brighton Beach Power L.P.,Brighton Beach Power,Windsor,221112,49644.41,0.0,270.2826,400.675,0.0,0.0,0.0,0.0,50316,50316.0,50316.0,Internat Energy Solutions Canada
2017,1013,Brock University,Brock University,St. Catharines,611310,27138.0224,0.0,11.3432,155.1426,0.0,0.0,0.0,0.0,27305,27305.0,27305.0,KPMG PRI
2017,1014,Lake Superior Power,Lake Superior Power,Sault Ste Marie,221112,287.5735,0.0,1.575,2.325,0.0,0.0,0.0,0.0,292,292.0,292.0,Stantec
2017,1016,Bunge Canada,Bunge Canada Holdings I ULC,Hamilton,311224,49361.49,0.0,20.4225,268.708,0.0,0.0,0.0,0.0,49651,49651.0,49651.0,Internat Energy Solutions
2017,1017,Cabot Canada Limited,Cabot Canada Limited,Sarnia,325189,203334.72,0.0,1.05,12.4,0.0,0.0,0.0,0.0,203349,203349.0,203349.0,Internat Energy Solutions Canada
2017,1018,CGC Inc.,CGC Hagersville Plant,Hagersville,327420,73916.0495,0.0,30.9057,423.305,0.0,0.0,0.0,0.0,74371,74371.0,74371.0,Internat Energy Solutions Canada Inc.
2017,1019,"Cardinal Power of Canada, L.P.",Cardinal Power,Cardinal,221112,53079.5796,0.0,290.5682,430.9992,0.0,0.0,0.0,0.0,53802,53802.0,53802.0,GHD
2017,1020,Carmeuse Lime Canada,Beachville Operation,Ingersoll,327410,421657.1,0.0,585.3868,597.029,0.0,0.0,0.0,0.0,422840,422840.0,422303.0,GHD Consulting
2017,1021,Carmeuse Lime Canada,Dundas Operations,Dundas,327410,469175.63,0.0,132.5566,452.352,0.0,0.0,0.0,0.0,469761,469761.0,469761.0,GHD Consulting
2017,1022,Carmeuse Lime Canada,Northern Lime Limited,Blind River,327410,127812.65,0.0,368.9372,123.6838,0.0,0.0,0.0,0.0,128306,128306.0,127952.0,GHD Consulting
2017,1023,Cascades Canada ULC,"Cascades Containerboard Packaging, A Division of Cascades Canada ULC.",Trenton,322130,56687.39,0.0,22.68,298.22,0.0,31.911,0.0,0.0,57531,57531.0,57531.0,Tetra tech
2017,1024,"CertainTeed Gypsum Canada, Inc.",Toronto Board Plant,Mississauga,327420,25171.0,0.0,10.4139,137.051,0.0,0.0,0.0,0.0,25319,25319.0,25319.0,Internat Energy Solutions Canada Inc.
2017,1025,FCA Canada Inc.,Brampton Assembly Plant,Brampton,336110,74418.5,0.0,30.87,406.1,0.0,0.0,0.0,0.0,74856,74856.0,74856.0,RWDI Inc.
2017,1026,FCA Canada Inc.,FCA Canada Inc. - Windsor Assembly Plant,Windsor,336110,67420.95,0.0,27.93,365.8,0.0,0.0,0.0,0.0,67815,67815.0,67815.0,RWDI
2017,1027,City of Ottawa,Trail Road Waste Facility,Ottawa,562210,127.212,66923.676,25.788,40.92,0.0,0.0,0.0,0.0,67118,194.0,194.0,
2017,1028,City of Sault Ste. Marie,East Wastewater Treatment Plant,Sault Ste. Marie,221320,697.4947,0.0,0.2807,1102.0295,0.0,0.0,0.0,0.0,1800,1800.0,1800.0,
2017,1029,"Clean Harbors Canada, Inc.","Clean Harbors Canada, Inc",Corunna,562210,74432.55,0.0,5.2126,76.5638,0.0,0.0,0.0,0.0,74515,74515.0,74515.0,GHD Limited
2017,1030,Columbian Chemicals Canada Ltd.,Hamilton (Birla Carbon),Hamilton,325189,234706.5463,0.0,2.3835,31.372,0.0,0.0,0.0,0.0,234741,234741.0,234741.0,Internat Energy Solutions Canada
2017,1031,Descor Industries Inc.,Descor Industries Inc.,Markham,337213,767.9,0.0,0.3171,4.185,0.0,0.0,0.0,0.0,773,773.0,773.0,
2017,1032,Domtar Inc.,Dryden Mill,Dryden,322112,55029.336,939247.0,6296.934,15344.69,0.0,0.0,0.0,0.0,1015918,76671.0,76671.0,Internat Energy Solutions Canada
2017,1033,Domtar Inc.,Espanola Mill,Espanola,322121,178285.0,768692.0,5224.8714,13384.002,0.0,2.6637,0.0,0.0,965589,196897.0,196894.0,Internat Energy Solutions Canada
2017,1035,East Windsor Cogeneration LP,East Windsor Cogeneration Centre,Windsor,221112,18958.734,0.0,103.845,153.45,0.0,0.0,0.0,0.0,19217,19217.0,19217.0,GHD Limited
2017,1038,Enbridge Gas Distribution Inc.,Enbridge Gas Distribution Inc.,North York,221210,37147.4847,0.0,199235.1771,304.1004,0.0,0.0,0.0,0.0,236687,236687.0,37556.0,PricewaterhouseCoopers LLP
2017,1039,Enwave Energy Corporation,Pearl Street Steam Plant,Toronto,221330,115211.408,0.0,47.46,626.2,0.0,0.0,0.0,0.0,115886,115886.0,115886.0,Internat Energy Solutions Canada
2017,1040,Enwave Energy Corporation,Walton Street Steam Plant,Toronto,221330,79678.598,0.0,32.97,434.0,0.0,0.0,0.0,0.0,80146,80146.0,80146.0,Internat Energy Solutions Canada
2017,1041,Essar Power Canada Ltd.,Essar Power Canada Ltd,Sault Ste. Marie,221119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,RWDI Air Inc
2017,1042,Essar Steel Algoma Inc.,Essar Steel Algoma Inc,Sault Ste. Marie,331110,4180426.055,0.0,30932.265,5761.04,0.0,0.0,0.0,0.0,4217120,4217120.0,4196918.0,RWDI Air Inc
2017,1043,Lehigh Hanson Materials Limited,Picton  Plant,Picton,327310,560813.71,0.0,857.346,543.74,0.0,0.0,0.0,0.0,562215,562215.0,561412.0,GHD
2017,1045,Federal White Cement Ltd.,Woodstock Plant,Woodstock,327310,349373.1357,0.0,86.5578,493.892,0.0,0.0,0.0,0.0,349954,349954.0,349954.0,Internat Energy Solutions Canada Inc.
2017,1046,Flakeboard Company Limited,Flakeboard Company Limited,Sault Ste Marie,321216,38342.0,54620.0,383.145,930.0,0.0,0.0,0.0,0.0,94276,39656.0,39656.0,Internat Energy Solutions Canada
2017,1047,"Ford Motor Company of Canada, Limited",Ford Oakville Assembly Complex,Oakville,336110,79106.1,0.0,31.92,452.6,0.0,0.0,0.0,0.0,79591,79591.0,79591.0,GHD
2017,1049,London District Energy LP,London District Energy,London,221330,31373.28,0.0,171.99,9.734,0.0,0.0,0.0,0.0,31556,31556.0,31556.0,Internat Energy SOlutions
2017,1051,Engie Canada,West Windsor Power,Windsor,221112,21610.12,0.0,118.398,174.53,0.0,0.0,0.0,0.0,21904,21904.0,21904.0,GHD
2017,1052,General Motors of Canada Company,CAMI Assembly Plant,Ingersoll,336110,40202.167,0.0,16.632,218.86,0.0,0.0,0.0,0.0,40438,40438.0,40438.0,Stantec
2017,1053,General Motors of Canada Company,Oshawa Assembly Plant,Oshawa,336110,82059.089,0.0,33.957,446.71,0.0,0.0,0.0,0.0,82540,82540.0,82540.0,Stantec
2017,1054,Gerdau Ameristeel Corporation,"Gerdau Ameristeel Corporation, Cambridge Mill",Cambridge,331110,15177.481,2382.1414,7.1946,83.979,0.0,0.0,0.0,0.0,17651,15269.0,15269.0,Internat Energy Solutions Canada
2017,1055,Gerdau Ameristeel Corporation,"Gerdau Ameristeel Corporation, Whitby Mill",Whitby,331110,99355.902,0.0,25.0887,330.1004,0.0,0.0,0.0,0.0,99712,99712.0,99712.0,Iternat Energy Solutions Canada
2017,1056,GOLDCORP CANADA LTD,Musselwhite Mine,Kenora District,212220,14608.0,0.0,6.3,372.0,0.0,0.0,0.0,0.0,14987,14987.0,14987.0,Ernst & Young
2017,1057,Goreway Station Partnership,Goreway Power Station,Brampton,221112,174828.514,0.0,954.324,1412.05,0.0,0.0,0.0,0.0,177195,177195.0,177195.0,GDH Limited
2017,1058,Greater Toronto Airports Authority,Toronto Pearson International Airport,Mississauga,488190,63396.837,0.0,26.418,384.09,0.0,0.0,0.0,0.0,63808,63808.0,63808.0,Enviro-Access Inc.
2017,1059,"Greenfield Energy Centre, LP",Greenfield Energy Centre LP,Courtright,221112,327159.3,0.0,1792.224,2645.974,0.0,0.0,0.0,0.0,331598,331598.0,331598.0,GHG
2017,1060,Greenfield Global Inc.,Chatham,Chatham,325190,157302.09,524.4809,272.9537,964.8018,0.0,0.0,0.0,0.0,159065,158540.0,158540.0,GHD Limited
2017,1061,Greenfield Global Inc.,Johnstown,Johnstown,325190,86288.62,277.2,35.7,469.65,0.0,0.0,0.0,0.0,87072,86794.0,86794.0,GHD Limited
2017,1062,Highbury Canco Corporation,Highbury Canco Corporation,Leamington,311420,41527.0,0.0,17.178,225.99,0.0,0.0,0.0,0.0,41771,41771.0,41771.0,Internat Energy Solutions Canada
2017,1063,Hamilton Health Sciences Corporation,McMaster University Medical Centre Co-generation Plant,Hamiton,622112,32280.0,0.0,13.44,186.0,0.0,0.0,0.0,0.0,32480,32480.0,32480.0,RWDI Air Inc
2017,1065,Meridian Brick,Meridian Brick - Aldershot,Aldershot,327990,16792.0,0.0,4.41,58.9,0.0,0.0,0.0,0.0,16856,16856.0,16856.0,NSF International
2017,1066,Meridian Brick,Meridian Brick - Burlington,Burlington,327990,35301.0,0.0,9.45,124.0,0.0,0.0,0.0,0.0,35435,35435.0,35435.0,NSF International
2017,1068,Hiram Walker & Sons Ltd.,Walkerville,Windsor,312140,68274.19,0.0,28.35,372.0,0.0,0.0,0.0,0.0,68675,68675.0,68675.0,RWDI
2017,1069,CRH Canada Group Inc.,Mississauga Cement Plant,Mississauga,327310,1119922.78,0.0,2833.929,938.06,0.0,0.0,0.0,0.0,1123695,1123695.0,1120969.0,GHD Limited
2017,1070,Honda Canada Inc.,Honda of Canada Mfg.,Alliston,336110,60524.3,0.0,25.032,329.53,0.0,0.0,0.0,0.0,60879,60879.0,60879.0,RWDI
2017,1072,Imperial Oil,Imperial Oil Nanticoke Refinery,Nanticoke,324110,936337.2,0.0,5638.374,3375.28,0.0,0.0,0.0,0.0,945351,945351.0,945351.0,Stantec Consulting Ltd.
2017,1073,Imperial Oil,Sarnia Chemical Plant,Sarnia,325110,276659.402,0.0,774.333,1625.02,0.0,0.0,0.0,0.0,434788,279059.0,279059.0,Stantec Consulting Ltd
2017,1074,Imperial Oil,Sarnia Refinery Plant,Sarnia,324110,1808503.816,0.0,14686.203,8722.47,0.0,0.0,0.0,0.0,1831913,1831913.0,1831913.0,Stantec Consulting Ltd
2017,1075,Ingredion Canada Corporation,Ingredion Canada Corporation,Cardinal,311221,55920.4207,0.0,23.1615,305.0815,0.0,0.0,0.0,0.0,56249,56249.0,56249.0,PWC
2017,1076,Ingredion Canada Corporation,Ingredion Canada Incorporated - London Plant,London,311221,122265.0,0.0,50.568,664.64,0.0,0.0,0.0,0.0,122981,122981.0,122981.0,PWC
2017,1078,"Innophos Canada, Inc.","Innophos Canada, Inc.",Lowbanks,325189,33087.0,0.0,9.03,120.9,0.0,0.0,0.0,0.0,33217,33217.0,33217.0,Intranet Energy Solutions Canada
2017,1079,Integrated Grain Processors Co-operative Incorporated,IGPC Ethanol Inc. - Aylmer Plant,Aylmer,325190,68519.4,362.34,33.6294,373.178,0.0,0.0,0.0,0.0,69289,68927.0,68927.0,Stantec Consulting Ltd.
2017,1080,Interlake Acquisition Corporation Limited,Dunn Paper,St. Catharines,322121,22475.82,0.0,9.3,122.33,0.0,0.0,0.0,0.0,22608,22608.0,22608.0,Internat Energy Solutions
2017,1081,INVISTA (Canada) Company,INVISTA (Canada) Company,Kingston,325220,85822.6,0.0,35.49,465.0,0.0,0.0,0.0,0.0,86324,86324.0,86324.0,RWDI Air Inc.
2017,1082,INVISTA (Canada) Company,INVISTA (Canada) Company-Maitland Site,Maitland,325190,98901.99,0.0,23.1063,304.079,0.0,0.0,0.0,0.0,99230,99230.0,99230.0,RWDI Air Inc.
2017,1083,Irving Consumer Products Limited,Irving Consumer Products Limited,Toronto,322121,62625.93,0.0,25.9119,340.938,0.0,0.0,0.0,0.0,62993,62993.0,62993.0,GHD Limited
2017,1084,Ivaco Rolling Mills 2004 L. P.,Ivaco Rolling Mills,L'Orignal,331110,111370.891,0.0,26.376,346.89,0.0,0.0,0.0,0.0,111745,111745.0,111745.0,Internat Energy Solutions Canada
2017,1085,Jungbunzlauer Canada Inc.,Jungbunzlauer Canada Inc.,Port Colborne,325190,135132.4168,0.0,55.9356,737.707,0.0,0.0,0.0,0.0,135927,135927.0,135927.0,Internat Energy Solutions
