Authority Name,Fiscal Year End Date,Awarded Grants,Grant Fund Sources,Recipient Name,Recipient City,Recipient State,Recipient Postal Code,Grant Amount,Date Grant Awarded,Grant Purpose,New Jobs,Jobs Planned,Jobs Created
New York City Business Assistance Corporation,06/30/2017,,Private,Park's Clothing Corp,FAR ROCKAWAY,NY,11691,16445.47,07/13/2016,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
New York City Business Assistance Corporation,06/30/2017,,Private,Perfect Properties Corp.,FAR ROCKAWAY,NY,11691,6698.48,06/30/2016,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
New York City Business Assistance Corporation,06/30/2017,,Private,Rockaway Electronics and Tax Services,FAR ROCKAWAY,NY,11691,4607.0,07/11/2016,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
New York City Business Assistance Corporation,06/30/2017,,Private,Rockaway KB Company LLC,NEW YORK,NY,10123,75000.0,08/09/2016,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
New York City Business Assistance Corporation,06/30/2017,,Private,"Second Millenium Enterprises, Inc.",FAR ROCKAWAY,NY,11691,10000.0,07/19/2016,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
New York City Business Assistance Corporation,06/30/2017,,Private,Tino's Unisex Hairstyling,FAR ROCKAWAY,NY,11691,14838.11,08/05/2016,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
New York City Business Assistance Corporation,06/30/2018,,Not for Profit,Beach 116th Street Partnership,ROCKAWAY PARK,NY,11694,30249.58,10/01/2017,Marketing and Business Recruitment,No,,
New York City Business Assistance Corporation,06/30/2018,,Not for Profit,Chinatown Partnership,NEW YORK,NY,10038,20691.22,11/01/2017,Marketing and Business Recruitment,No,,
New York City Business Assistance Corporation,06/30/2018,,Not for Profit,"Community Solutions International, Inc.",NEW YORK,NY,10038,79811.0,11/01/2016,Education/Training (Business Development),No,,
New York City Business Assistance Corporation,06/30/2018,,Not for Profit,Downtown Brooklyn Partnership,BROOKLYN,NY,11201,58000.0,08/01/2017,Marketing and Business Recruitment,No,,
New York City Business Assistance Corporation,06/30/2018,,Not for Profit,Flatbush Nostrand Junction BID,BROOKLYN,NY,11226,7436.87,03/01/2016,Education/Training (Business Development),No,,
New York City Business Assistance Corporation,06/30/2018,,Not for Profit,Myrtle Avenue Revitalization Project LDC,BROOKLYN,NY,11205,57848.33,08/01/2017,Marketing and Business Recruitment,No,,
New York City Business Assistance Corporation,06/30/2018,,Not for Profit,Southwest Brooklyn IDC,BROOKLYN,NY,11232,5000.0,02/01/2015,Education/Training (Business Development),No,,
New York City Business Assistance Corporation,06/30/2018,,Not for Profit,Women's Housing and Economic Development Corporation,BRONX,NY,10452,2346.9,03/01/2016,Education/Training (Business Development),No,,
New York City Business Assistance Corporation,06/30/2018,,Not for Profit,Woodhull Community DMA Inc.,BROOKLYN,NY,11206,34588.28,03/01/2016,Education/Training (Business Development),No,,
New York City Business Assistance Corporation,06/30/2019,,Not for Profit,Beach 116th Street Partnership,ROCKAWAY PARK,NY,11694,19084.71,10/01/2017,Marketing and Business Recruitment,No,,
New York City Business Assistance Corporation,06/30/2019,,Not for Profit,Bruno in Harlem Inc.,NEW YORK,NY,10026,20000.0,03/13/2019,Business Expansion/Startup,No,,
New York City Business Assistance Corporation,06/30/2019,,Not for Profit,Chinatown Partnership,NEW YORK,NY,10038,79306.65,11/01/2017,Marketing and Business Recruitment,No,,
New York City Business Assistance Corporation,06/30/2019,,Not for Profit,"Community Solutions International, Inc.",NEW YORK,NY,10038,20189.0,11/01/2016,Education/Training (Business Development),No,,
New York City Land Development Corporation,06/30/2016,No,,,,,,,,,,,
New York City Business Assistance Corporation,06/30/2019,,Not for Profit,Downtown Brooklyn Partnership,BROOKLYN,NY,11201,41731.18,08/01/2017,Marketing and Business Recruitment,No,,
New York City Business Assistance Corporation,06/30/2019,,Not for Profit,IDG Seaport Corp,NEW YORK,NY,10038,20000.0,02/07/2019,Business Expansion/Startup,No,,
New York City Business Assistance Corporation,06/30/2019,,Not for Profit,Lighthouse Fishmarket Inc.,NEW YORK,NY,10027,20000.0,05/06/2019,Business Expansion/Startup,No,,
New York City Business Assistance Corporation,06/30/2019,,Not for Profit,Long Island City Partnership,LONG ISLAND CITY,NY,11101,100000.0,11/01/2017,Marketing and Business Recruitment,No,,
New York City Business Assistance Corporation,06/30/2019,,Not for Profit,Myrtle Avenue Revitalization Project LDC,BROOKLYN,NY,11205,42134.62,08/01/2017,Marketing and Business Recruitment,No,,
New York City Business Assistance Corporation,06/30/2019,,Not for Profit,Rockaway Business Alliance,INWOOD,NY,11096,50665.71,10/01/2017,Marketing and Business Recruitment,No,,
New York City Capital Resource Corporation,06/30/2011,No,,,,,,,,,,,
New York City Capital Resource Corporation,06/30/2012,No,,,,,,,,,,,
New York City Economic Development Corporation,06/30/2011,,Federal,Workforce Development Corp.,NEW YORK,NY,10038,1157800.0,05/24/2010,Education/Training (Business Development),No,,
New York City Economic Development Corporation,06/30/2011,,Municipal,Alianza Dominicana,NEW YORK,NY,10032,347709.0,11/08/2007,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
New York City Economic Development Corporation,06/30/2011,,Municipal,"Alliance for Downtown New York, Inc.",NEW YORK,NY,10271,75000.0,04/22/2010,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
New York City Economic Development Corporation,06/30/2011,,Municipal,American Museum of the Moving Image,ASTORIA,NY,11106,11716767.66,04/30/2004,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
New York City Economic Development Corporation,06/30/2011,,Municipal,"Apollo Theater Foundation, Inc.",NEW YORK,NY,10027,3954789.66,07/19/2010,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
New York City Economic Development Corporation,06/30/2011,,Municipal,Battery Park City Authority,NEW YORK,NY,10281,2725535.55,10/16/2008,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
New York City Economic Development Corporation,06/30/2011,,Municipal,"Bedford Stuyvesant Family Health Center, Inc.",BROOKLYN,NY,11216,523028.15,06/07/2006,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
New York City Economic Development Corporation,06/30/2011,,Municipal,Bedford Stuyvesant Restoration Corporation,BROOKLYN,NY,11216,1282013.9,05/16/2007,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
New York City Economic Development Corporation,06/30/2011,,Municipal,Bedford Styvesant Restoration Corporation,BROOKLYN,NY,11216,531828.07,10/20/2008,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
New York City Economic Development Corporation,06/30/2011,,Municipal,"Bronx Parking Development Company, LLC",HUDSON,NY,12534,2391333.0,10/23/2007,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
New York City Economic Development Corporation,06/30/2011,,Municipal,"Brooklyn Academy of Music, Inc.",BROOKLYN,NY,11243,7268177.81,07/13/2010,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
New York City Economic Development Corporation,06/30/2011,,Municipal,"Brooklyn Academy of Music, Inc.",BROOKLYN,NY,11243,4943298.4,04/26/2011,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
New York City Economic Development Corporation,06/30/2011,,Municipal,Central Amusement International LLC,BOONTON,NJ,07005,5210000.0,04/09/2010,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
New York City Economic Development Corporation,06/30/2011,,Municipal,Central Amusement International LLC,BOONTON,NJ,07005,70000.0,03/22/2011,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
New York City Economic Development Corporation,06/30/2011,,Municipal,Coney Island Development Corporation,NEW YORK,NY,10038,250000.0,09/07/2010,Business Expansion/Startup,No,,
New York City Economic Development Corporation,06/30/2011,,Municipal,"Family Home Care Services of Brooklyn & Queens, Inc.",BROOKLYN,NY,11215,888915.2,12/21/2010,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
New York City Economic Development Corporation,06/30/2011,,Municipal,"Federation of Italian-American Organizations of Brooklyn, Ltd.",BROOKLYN,NY,11204,450000.0,09/28/2010,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
New York City Economic Development Corporation,06/30/2011,,Municipal,Food Bank for New York City,NEW YORK,NY,10006,256180.0,07/20/2009,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
New York City Economic Development Corporation,06/30/2011,,Municipal,Fund For The City of New York,NEW YORK,NY,10013,669996.67,10/13/2009,Education/Training (Business Development),No,,
New York City Economic Development Corporation,06/30/2011,,Municipal,Greater Jamaica Development Corporation,JAMAICA,NY,11432,20314.6,06/30/2004,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
New York City Economic Development Corporation,06/30/2011,,Municipal,Greater Jamaica Development Corporation,JAMAICA,NY,11432,1629480.35,11/11/2004,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
New York City Economic Development Corporation,06/30/2011,,Municipal,Greater Jamaica Development Corporation,JAMAICA,NY,11432,4498874.36,08/11/2009,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
New York City Land Development Corporation,06/30/2017,No,,,,,,,,,,,
New York City Economic Development Corporation,06/30/2011,,Municipal,Greater Jamaica Development Corporation,JAMAICA,NY,11432,131945.8,11/04/2009,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
New York City Economic Development Corporation,06/30/2011,,Municipal,Greater Jamaica Development Corporation,JAMAICA,NY,11432,101280.1,05/06/2010,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
New York City Economic Development Corporation,06/30/2011,,Municipal,"Hispanic Federation, Inc. (The)",NEW YORK,NY,10004,350000.0,03/26/2009,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
New York City Economic Development Corporation,06/30/2011,,Municipal,"Home For Contemporary Theatre & Art, Ltd.",NEW YORK,NY,10013,32050.47,05/05/2008,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
New York City Economic Development Corporation,06/30/2011,,Municipal,Intrepid Museum Foundation,NEW YORK,NY,10036,1430424.01,11/19/2007,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
New York City Economic Development Corporation,06/30/2011,,Municipal,Jewish Board of Family & Children's Services,NEW YORK,NY,10019,151202.97,02/03/2011,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
New York City Economic Development Corporation,06/30/2011,,Municipal,"LIC Site B2 Owner, LLC",NEW YORK,NY,10111,2453204.0,08/16/2010,"Land Acquisition/Development /Infrastructure Costs (i.e., Water/Sewer)",No,,
New York City Economic Development Corporation,06/30/2011,,Municipal,"Lesbian and Gay Community Services Center, Inc.",NEW YORK,NY,10011,262870.44,03/30/2007,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
New York City Economic Development Corporation,06/30/2011,,Municipal,"Lincoln Center Development Project, Inc.",NEW YORK,NY,10023,138226.0,10/01/2001,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
New York City Economic Development Corporation,06/30/2011,,Municipal,"Lincoln Center Development Project, Inc.",NEW YORK,NY,10023,3230569.0,03/26/2009,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
New York City Economic Development Corporation,06/30/2011,,Municipal,"Lincoln Center Development Project, Inc.",NEW YORK,NY,10023,6045959.2,08/05/2009,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
New York City Economic Development Corporation,06/30/2011,,Municipal,"Lincoln Center Development Project, Inc.",NEW YORK,NY,10023,63000000.0,06/03/2010,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
New York City Economic Development Corporation,06/30/2011,,Municipal,Lower East Side Tenement Musuem,NEW YORK,NY,10002,1457726.8,01/19/2010,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
New York City Economic Development Corporation,06/30/2011,,Municipal,Manhattan Community Access Corporation,NEW YORK,NY,10019,745875.0,09/14/2009,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
New York City Economic Development Corporation,06/30/2011,,Municipal,"MetroTech Area District Management Association, Inc.",BROOKLYN,NY,11201,343687.82,11/12/2003,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
New York City Economic Development Corporation,06/30/2011,,Municipal,"Metropolitan Opera Association, Inc.",NEW YORK,NY,10023,341249.5,06/15/2010,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
New York City Economic Development Corporation,06/30/2011,,Municipal,Museum for African Art,LONG ISLAND CITY,NY,11101,12500000.0,02/26/2008,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
New York City Economic Development Corporation,06/30/2011,,Municipal,Museum for African Art,LONG ISLAND CITY,NY,11101,1950000.0,10/12/2010,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
New York City Economic Development Corporation,06/30/2011,,Municipal,"NYC & Company, Inc",NEW YORK,NY,10019,240005.72,01/04/2011,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
New York City Economic Development Corporation,06/30/2011,,Municipal,"NYC & Company, Inc",NEW YORK,NY,10019,240005.72,01/04/2011,Marketing and Business Recruitment,No,,
New York City Economic Development Corporation,06/30/2011,,Municipal,"New York Families for Autistic Children, Inc.",OZONE PARK,NY,11417,1735000.0,04/14/2011,"Land Acquisition/Development /Infrastructure Costs (i.e., Water/Sewer)",No,,
New York City Economic Development Corporation,06/30/2011,,Municipal,New York Restoration Project,NEW YORK,NY,10001,235606.0,10/18/2004,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
New York City Economic Development Corporation,06/30/2011,,Municipal,New York State Urban Development Corporation,NEW YORK,NY,10017,3462419.92,09/29/2010,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
New York City Economic Development Corporation,06/30/2011,,Municipal,"North Bronx Market, Inc.",BRONX,NY,10458,418050.0,02/17/2009,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
New York City Economic Development Corporation,06/30/2011,,Municipal,"Queens Ballpark Company, LLC",FLUSHING,NY,11368,1811201.14,08/02/2006,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
New York City Economic Development Corporation,06/30/2011,,Municipal,"Sephardic Community Youth Center, Inc.",BROOKLYN,NY,11223,1243133.0,04/17/2009,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
New York City Economic Development Corporation,06/30/2011,,Municipal,Sims Municipal Recycling of New York LLC,NEW YORK,NY,10011,9479783.34,09/18/2008,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
New York City Economic Development Corporation,06/30/2011,,Municipal,"St. Luke's Chamber Ensemble, Inc.",NEW YORK,NY,10036,7200345.74,12/14/2009,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
New York City Land Development Corporation,06/30/2018,No,,,,,,,,,,,
New York City Economic Development Corporation,06/30/2011,,Municipal,St. Nicholas Neighborhood Preservation Corporation,BROOKLYN,NY,11211,1098564.43,04/22/2010,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
New York City Economic Development Corporation,06/30/2011,,Municipal,"THE NEW YORK FOUNDATION FOR THE ARTS, INC.",BROOKLYN,NY,11201,34000.0,07/30/2010,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
New York City Economic Development Corporation,06/30/2011,,Municipal,The Brooklyn Historical Society,BROOKLYN,NY,11201,82653.0,02/09/2010,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
New York City Economic Development Corporation,06/30/2011,,Municipal,The Cooper Union for the Advancement,NEW YORK,NY,10003,255185.0,06/09/2008,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
New York City Economic Development Corporation,06/30/2011,,Municipal,"The Mount Hope Housing Company, Inc.",BRONX,NY,10453,753411.17,10/14/2005,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
New York City Economic Development Corporation,06/30/2011,,Municipal,The Mount Sinai Hospital at Queens,ASTORIA,NY,11102,50000.0,11/08/2011,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
New York City Economic Development Corporation,06/30/2011,,Municipal,The Research Foundation of SUNY,BROOKLYN,NY,11203,191883.1,01/21/2010,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
New York City Economic Development Corporation,06/30/2011,,Municipal,The Smithsonian Institution,NEW YORK,NY,10004,500000.0,12/08/2009,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
New York City Economic Development Corporation,06/30/2011,,Municipal,"Washington Heights Business Improvement District Management Association, Inc.",NEW YORK,NY,10033,156740.2,01/07/2008,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
New York City Economic Development Corporation,06/30/2011,,Municipal,Wildlife Conservation Society,BRONX,NY,10460,1972074.0,02/04/2009,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
New York City Economic Development Corporation,06/30/2011,,Municipal,Workforce Development Corp.,NEW YORK,NY,10038,434607.36,07/02/2009,Education/Training (Business Development),No,,
New York City Economic Development Corporation,06/30/2011,,Municipal,"Young Men's & Young Women's Hebrew Association of Washington Heights & Inwood, Inc.",NEW YORK,NY,10040,66782.29,05/26/2009,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
New York City Economic Development Corporation,06/30/2012,,Federal,Greater Jamaica Development Corporation,JAMAICA,NY,11432,1248159.8,11/11/2004,"Land Acquisition/Development /Infrastructure Costs (i.e., Water/Sewer)",No,,
New York City Economic Development Corporation,06/30/2012,,Federal,Greater Jamaica Development Corporation,JAMAICA,NY,11432,7453002.62,05/06/2010,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
New York City Economic Development Corporation,06/30/2012,,Federal,The Trust for Governors Island,NEW YORK,NY,10004,366058.0,07/13/2010,"Land Acquisition/Development /Infrastructure Costs (i.e., Water/Sewer)",No,,
New York City Economic Development Corporation,06/30/2012,,Municipal,"Alianza Dominicana, Inc.",NEW YORK,NY,10032,487115.0,08/15/2007,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
New York City Economic Development Corporation,06/30/2012,,Municipal,American Museum of the Moving Image,ASTORIA,NY,11106,4000000.0,04/30/2004,Education/Training (Business Development),No,,
New York City Economic Development Corporation,06/30/2012,,Municipal,"Apollo Theater Foundation, Inc.",NEW YORK,NY,10027,409851.0,06/15/2010,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
New York City Economic Development Corporation,06/30/2012,,Municipal,"Basketball City USA, LLC",NEW YORK,NY,10002,2567251.0,07/30/2009,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
New York City Economic Development Corporation,06/30/2012,,Municipal,Battery Park City Authority,NEW YORK,NY,10281,5155508.04,10/16/2008,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
New York City Economic Development Corporation,06/30/2012,,Municipal,"Bedford Stuyvesant Family Health Center, Inc",BROOKLYN,NY,11216,1140028.0,06/11/2010,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
New York City Economic Development Corporation,06/30/2012,,Municipal,Bedford Stuyvesant Restoration Corporation,BROOKLYN,NY,11216,1254686.0,09/18/2008,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
New York City Economic Development Corporation,06/30/2012,,Municipal,"Bronx Parking Development Company, LLC (Formerly Bronx Community Initiative Development Company LLC)",HUDSON,NY,12534,235728.0,10/23/2007,"Land Acquisition/Development /Infrastructure Costs (i.e., Water/Sewer)",No,,
New York City Economic Development Corporation,06/30/2012,,Municipal,"Brooklyn Academy of Music, Inc.",BROOKLYN,NY,11217,16133251.0,05/24/2010,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
New York City Economic Development Corporation,06/30/2012,,Municipal,"Brooklyn Academy of Music, Inc.",BROOKLYN,NY,11217,2782340.0,02/14/2011,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
New York City Economic Development Corporation,06/30/2012,,Municipal,"Brooklyn Baseball Company, LLC",BROOKLYN,NY,11224,400000.0,05/12/2011,Equipment and Fixed Asset Acquisition,No,,
New York City Economic Development Corporation,06/30/2012,,Municipal,Brooklyn Economic Development Corp. (BEDC),BROOKLYN,NY,11201,180000.0,03/05/2009,Business Expansion/Startup,No,,
New York City Economic Development Corporation,06/30/2012,,Municipal,Children's Museum of the Arts,NEW YORK,NY,10014,0.0,05/30/2012,Equipment and Fixed Asset Acquisition,No,,
New York City Land Development Corporation,06/30/2019,No,,,,,,,,,,,
New York City Economic Development Corporation,06/30/2012,,Municipal,City Center of Music & Drama Inc.,NEW YORK,NY,10023,731250.0,05/18/2011,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
New York City Economic Development Corporation,06/30/2012,,Municipal,"East River Development Alliance, Inc.",LONG ISLAND CITY,NY,11101,6000.0,07/02/2009,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
New York City Economic Development Corporation,06/30/2012,,Municipal,Eden II School for Autistic Children,STATEN ISLAND,NY,10304,0.0,04/23/2012,"Land Acquisition/Development /Infrastructure Costs (i.e., Water/Sewer)",No,,
New York City Economic Development Corporation,06/30/2012,,Municipal,Empire State Development Corporation,BROOKLYN,NY,11238,20444233.0,09/12/2007,"Land Acquisition/Development /Infrastructure Costs (i.e., Water/Sewer)",No,,
New York City Economic Development Corporation,06/30/2012,,Municipal,"Family Home Care Services of Brooklyn & Queens, Inc.",BROOKLYN,NY,11215,95468.0,10/12/2012,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
New York City Economic Development Corporation,06/30/2012,,Municipal,"Federation of Italian-American Organizations of Brooklyn, Ltd.",BROOKLYN,NY,11214,2910160.0,09/28/2010,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
New York City Economic Development Corporation,06/30/2012,,Municipal,Flatbush Development Corporation,BROOKLYN,NY,11226,206481.46,12/01/1997,Land Preservation/Resource Conservation/Recreation,No,,
New York City Economic Development Corporation,06/30/2012,,Municipal,Food Bank for New York City,BRONX,NY,10474,133820.0,07/20/2009,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
New York City Economic Development Corporation,06/30/2012,,Municipal,Food Bank for New York City,BRONX,NY,10474,0.0,11/14/2011,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
New York City Economic Development Corporation,06/30/2012,,Municipal,Fund For The City of New York,NEW YORK,NY,10019,1181650.0,10/13/2009,Education/Training (Business Development),No,,
New York City Economic Development Corporation,06/30/2012,,Municipal,"Home For Contemporary Theatre & Art, Ltd.",NEW YORK,NY,10012,352751.0,05/05/2008,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
New York City Economic Development Corporation,06/30/2012,,Municipal,Intrepid Museum Foundation,NEW YORK,NY,10036,581726.0,09/24/2009,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
New York City Economic Development Corporation,06/30/2012,,Municipal,Jewish Board of Family & Children's Services,BRONX,NY,10471,823797.0,02/03/2011,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
New York City Economic Development Corporation,06/30/2012,,Municipal,"Lesbian and Gay Community Services Center, Inc.",NEW YORK,NY,10011,249246.0,03/30/2007,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
New York City Economic Development Corporation,06/30/2012,,Municipal,Lower East Side Tenement Musuem,NEW YORK,NY,10002,508430.0,11/16/2007,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
New York City Economic Development Corporation,06/30/2012,,Municipal,Lower East Side Tenement Musuem,NEW YORK,NY,10002,81944.0,01/19/2010,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
New York City Economic Development Corporation,06/30/2012,,Municipal,"NYC & Company, Inc",NEW YORK,NY,10019,272682.0,01/04/2011,Marketing and Business Recruitment,No,,
New York City Economic Development Corporation,06/30/2012,,Municipal,Nan Shan Local Development Corp.,FLUSHING,NY,11354,418592.0,10/17/2011,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
New York City Economic Development Corporation,06/30/2012,,Municipal,New York Academy of Sciences,NEW YORK,NY,10007,0.0,04/25/2012,Equipment and Fixed Asset Acquisition,No,,
New York City Economic Development Corporation,06/30/2012,,Municipal,"New York Families for Autistic Children, Inc.",JAMAICA,NY,11414,990000.0,02/10/2012,"Land Acquisition/Development /Infrastructure Costs (i.e., Water/Sewer)",No,,
New York City Economic Development Corporation,06/30/2012,,Municipal,"New York Families for Autistic Children, Inc.",JAMAICA,NY,11414,0.0,06/19/2012,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
New York City Economic Development Corporation,06/30/2012,,Municipal,New York Restoration Project,NEW YORK,NY,10001,22530.55,10/18/2004,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
New York City Economic Development Corporation,06/30/2012,,Municipal,"North Bronx Market, Inc.",BRONX,NY,10458,216520.0,12/28/2008,Residential Property Construction/Acquisition/Rehabilitation/Improvement,No,,
New York City Economic Development Corporation,06/30/2012,,Municipal,"Pregones-Touring Puerto Rican Theater Collection, Inc.",BRONX,NY,10451,633750.0,06/13/2011,"Land Acquisition/Development /Infrastructure Costs (i.e., Water/Sewer)",No,,
New York City Economic Development Corporation,06/30/2012,,Municipal,Queens Plaza/Court Square District Management Association- Marketing,LONG ISLAND CITY,NY,11101,50000.0,06/15/2011,Marketing and Business Recruitment,No,,
New York City Economic Development Corporation,06/30/2012,,Municipal,"Randall's Island Sports Foundation, Inc.",NEW YORK,NY,10023,1243342.96,10/07/2005,Land Preservation/Resource Conservation/Recreation,No,,
New York City Economic Development Corporation,06/30/2012,,Municipal,Seaview Senior Living Corporation,STATEN ISLAND,NY,10314,0.0,07/25/2011,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
New York City Economic Development Corporation,06/30/2012,,Municipal,"Services and Advocacy for Gay, Lesbian, Bisexual, and Transgender Elders, Inc",NEW YORK,NY,10001,2148880.0,10/06/2011,"Land Acquisition/Development /Infrastructure Costs (i.e., Water/Sewer)",No,,
Oneida Tobacco Asset Securitization Corporation,12/31/2016,No,,,,,,,,,,,
New York City Economic Development Corporation,06/30/2012,,Municipal,Sims Municipal Recycling of New York LLC,BROOKLYN,NY,11232,18893792.0,09/18/2008,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
New York City Economic Development Corporation,06/30/2012,,Municipal,South Street Seaport Museum,NEW YORK,NY,10038,1721749.0,05/27/2008,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
New York City Economic Development Corporation,06/30/2012,,Municipal,"St. Luke's Chamber Ensemble, Inc.",NEW YORK,NY,10018,706428.0,12/14/2009,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
New York City Economic Development Corporation,06/30/2012,,Municipal,St. Nicholas Neighborhood Preservation Corporation,BROOKLYN,NY,11211,120185.0,04/22/2010,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
New York City Economic Development Corporation,06/30/2012,,Municipal,The Brooklyn Historical Society,BROOKLYN,NY,11201,69614.0,02/09/2010,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
New York City Economic Development Corporation,06/30/2012,,Municipal,The Cooper Union for the Advancement,NEW YORK,NY,10003,948150.0,06/09/2008,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
New York City Economic Development Corporation,06/30/2012,,Municipal,The Smithsonian Institution,NEW YORK,NY,10004,474900.0,12/08/2009,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
New York City Economic Development Corporation,06/30/2012,,Municipal,"Times Square District Management Association, Inc. dba Times Square Alliance",NEW YORK,NY,10036,95559.9,11/27/2006,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
New York City Economic Development Corporation,06/30/2012,,Municipal,Urban Health Plan,BRONX,NY,10459,0.0,06/01/2012,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
New York City Economic Development Corporation,06/30/2012,,Municipal,"West Side Center for Community Life, Inc",NEW YORK,NY,10024,633750.0,04/11/2011,"Land Acquisition/Development /Infrastructure Costs (i.e., Water/Sewer)",No,,
