PUBLICATION DATE,FISCAL YEAR,AGENCY CODE,AGENCY NAME,ALL FUNDS,CITY FUND,REMARK
2.017113E7,2014.0,941,Public Administrator - N.Y.,1397.0,1397.0,?
2.017113E7,2014.0,942,Public Administrator - Bronx,532.0,532.0,?
2.017113E7,2014.0,943,Public Administrator- Brooklyn,604.0,604.0,?
2.017113E7,2014.0,944,Public Administrator - Queens,471.0,471.0,?
2.017113E7,2014.0,945,Public Administrator -Richmond,450.0,450.0,?
2.017113E7,2014.0,989,Prior Payable Adjustment,-1736861.0,-820670.0,?
2.017113E7,2014.0,991,General Reserve,0.0,0.0,?
2.017113E7,2014.0,992,Citywide Savings Initiatives,0.0,0.0,?
2.017113E7,2014.0,995,Energy Adjustment,0.0,0.0,?
2.017113E7,2014.0,996,Lease Adjustment,0.0,0.0,?
2.017113E7,2014.0,998,OTPS Inflation Adjustment,0.0,0.0,?
2.017113E7,2014.0,ICA,Intra-City Adjustment,-1764089.0,0.0,?
2.017113E7,2014.0,PDA,Prepayment and Defeasance Adjustment,-839293.0,-839293.0,?
2.017113E7,2015.0,100,M.A.C. Debt Service,0.0,0.0,?
2.017113E7,2015.0,101,Public Advocate,2747.0,2747.0,?
2.017113E7,2015.0,102,City Council,56911.0,56911.0,?
2.017113E7,2015.0,103,City Clerk,5587.0,5522.0,?
2.017113E7,2015.0,125,Department for the Aging,285236.0,178473.0,?
2.017113E7,2015.0,126,Department of Cultural Affairs,163688.0,156953.0,?
2.017113E7,2015.0,127,Financial Info. Serv. Agency,83122.0,83090.0,?
2.017113E7,2015.0,130,Department of Juvenile Justice,0.0,0.0,?
2.017113E7,2015.0,131,Office of Payroll Admin.,14678.0,13769.0,?
2.017113E7,2015.0,132,Independent Budget Office,3944.0,3944.0,?
2.017113E7,2015.0,133,Equal Employment Practices Com,701.0,701.0,?
2.017113E7,2015.0,134,Civil Service Commission,735.0,735.0,?
2.017113E7,2015.0,136,Landmarks Preservation Comm.,4782.0,4326.0,?
2.017113E7,2015.0,138,Districting Commission,0.0,0.0,?
2.017113E7,2015.0,156,Taxi & Limousine Commission,52446.0,52446.0,?
2.017113E7,2015.0,226,Commission on Human Rights,5795.0,1558.0,?
2.017113E7,2015.0,260,Youth & Community Development,581885.0,345319.0,?
2.017113E7,2015.0,312,Conflicts of Interest Board,2193.0,2193.0,?
2.017113E7,2015.0,313,Office of Collective Barg.,1754.0,1510.0,?
2.017113E7,2015.0,499,Community Boards (All),15093.0,15093.0,?
2.017113E7,2015.0,781,Department of Probation,89942.0,65294.0,?
2.017113E7,2015.0,801,Dept. Small Business Services,273458.0,85491.0,?
2.017113E7,2015.0,806,Housing Preservation & Dev.,718403.0,70622.0,?
2.017113E7,2015.0,810,Department of Buildings,108673.0,108498.0,?
2.017113E7,2015.0,816,Dept Health & Mental Hygiene,1495547.0,781595.0,?
2.017113E7,2015.0,817,Dept of Mental Health,0.0,0.0,?
2.017113E7,2015.0,819,Health + Hospitals,335141.0,214930.0,?
2.017113E7,2015.0,820,Office of Administrative Trials and Hearings,34371.0,34371.0,?
2.017113E7,2015.0,826,Dept of Environmental Prot.,1216054.0,1014353.0,?
2.017113E7,2015.0,827,Department of Sanitation,1477412.0,1448991.0,?
2.017113E7,2015.0,829,Business Integrity Commission,8065.0,7077.0,?
2.017113E7,2015.0,836,Department of Finance,251755.0,247079.0,?
2.017113E7,2015.0,841,Department of Transportation,884996.0,516157.0,?
2.017113E7,2015.0,846,Dept of Parks and Recreation,496268.0,332280.0,?
2.017113E7,2015.0,850,Dept. of Design & Construction,160279.0,4448.0,?
2.017113E7,2015.0,856,Dept of Citywide Admin Srvces,1157782.0,327180.0,?
2.017113E7,2015.0,858,D.O.I.T.T.,491716.0,334977.0,?
2.017113E7,2015.0,860,Dept of Records & Info Serv.,6252.0,5638.0,?
2.017113E7,2015.0,866,Department of Consumer Affairs,37435.0,32642.0,?
2.017113E7,2015.0,901,District Attorney - N.Y.,107621.0,94628.0,?
2.017113E7,2015.0,902,District Attorney - Bronx,60989.0,54000.0,?
2.017113E7,2015.0,903,District Attorney - Kings,94065.0,87590.0,?
2.017113E7,2015.0,904,District Attorney - Queens,56953.0,51126.0,?
2.017113E7,2015.0,905,District Attorney - Richmond,10302.0,9375.0,?
2.017113E7,2015.0,906,Off. of Prosec. & Spec. Narc.,19206.0,18002.0,?
2.017113E7,2015.0,941,Public Administrator - N.Y.,1504.0,1504.0,?
2.017113E7,2015.0,942,Public Administrator - Bronx,603.0,603.0,?
2.017113E7,2015.0,943,Public Administrator- Brooklyn,641.0,641.0,?
2.017113E7,2015.0,944,Public Administrator - Queens,484.0,484.0,?
2.017113E7,2015.0,945,Public Administrator -Richmond,477.0,477.0,?
2.017113E7,2015.0,989,Prior Payable Adjustment,-884826.0,-624354.0,?
2.017113E7,2015.0,991,General Reserve,0.0,0.0,?
2.017113E7,2015.0,992,Citywide Savings Initiatives,0.0,0.0,?
2.017113E7,2015.0,995,Energy Adjustment,0.0,0.0,?
2.017113E7,2015.0,996,Lease Adjustment,0.0,0.0,?
2.017113E7,2015.0,998,OTPS Inflation Adjustment,0.0,0.0,?
2.017113E7,2015.0,ICA,Intra-City Adjustment,-1973725.0,0.0,?
2.017113E7,2016.0,100,M.A.C. Debt Service,0.0,0.0,?
2.017113E7,2016.0,101,Public Advocate,3312.0,3289.0,?
2.017113E7,2016.0,102,City Council,59787.0,59787.0,?
2.017113E7,2016.0,103,City Clerk,5548.0,5490.0,?
2.017113E7,2016.0,125,Department for the Aging,305379.0,186582.0,?
2.017113E7,2016.0,126,Department of Cultural Affairs,163106.0,156097.0,?
2.017113E7,2016.0,127,Financial Info. Serv. Agency,91390.0,91390.0,?
2.017113E7,2016.0,130,Department of Juvenile Justice,0.0,0.0,?
2.017113E7,2016.0,131,Office of Payroll Admin.,15663.0,14762.0,?
2.017113E7,2016.0,132,Independent Budget Office,3991.0,3991.0,?
2.017113E7,2016.0,133,Equal Employment Practices Com,764.0,764.0,?
2.017113E7,2016.0,134,Civil Service Commission,781.0,781.0,?
2.017113E7,2016.0,136,Landmarks Preservation Comm.,5251.0,4780.0,?
2.017113E7,2016.0,138,Districting Commission,0.0,0.0,?
2.017113E7,2016.0,156,Taxi & Limousine Commission,47931.0,47931.0,?
2.017113E7,2016.0,226,Commission on Human Rights,8842.0,8595.0,?
2.017113E7,2016.0,260,Youth & Community Development,664715.0,420795.0,?
2.017113E7,2016.0,312,Conflicts of Interest Board,2380.0,2380.0,?
2.017113E7,2016.0,313,Office of Collective Barg.,2198.0,2006.0,?
2.017113E7,2016.0,499,Community Boards (All),15759.0,15759.0,?
2.017113E7,2016.0,781,Department of Probation,89049.0,64404.0,?
2.017113E7,2016.0,801,Dept. Small Business Services,282466.0,131179.0,?
2.017113E7,2016.0,806,Housing Preservation & Dev.,850032.0,83502.0,?
2.017113E7,2016.0,810,Department of Buildings,134725.0,134725.0,?
2.017113E7,2016.0,816,Dept Health & Mental Hygiene,1450674.0,579516.0,?
2.017113E7,2016.0,817,Dept of Mental Health,0.0,0.0,?
2.017113E7,2016.0,819,Health + Hospitals,959135.0,788248.0,?
2.017113E7,2016.0,820,Office of Administrative Trials and Hearings,36344.0,36344.0,?
2.017113E7,2016.0,826,Dept of Environmental Prot.,1267157.0,1039951.0,?
2.017113E7,2016.0,827,Department of Sanitation,1500676.0,1474974.0,?
2.017113E7,2016.0,829,Business Integrity Commission,8092.0,7344.0,?
2.017113E7,2016.0,836,Department of Finance,258848.0,253757.0,?
2.017113E7,2016.0,841,Department of Transportation,910278.0,541026.0,?
2.017113E7,2016.0,846,Dept of Parks and Recreation,476104.0,355286.0,?
2.017113E7,2016.0,850,Dept. of Design & Construction,399287.0,4622.0,?
2.017113E7,2016.0,856,Dept of Citywide Admin Srvces,1117778.0,281909.0,?
2.017113E7,2016.0,858,D.O.I.T.T.,587010.0,401704.0,?
2.017113E7,2016.0,860,Dept of Records & Info Serv.,7731.0,7236.0,?
2.017113E7,2016.0,866,Department of Consumer Affairs,36211.0,31897.0,?
2.017113E7,2016.0,901,District Attorney - N.Y.,109626.0,95063.0,?
2.017113E7,2016.0,902,District Attorney - Bronx,61575.0,54989.0,?
2.017113E7,2016.0,903,District Attorney - Kings,97047.0,90040.0,?
2.017113E7,2016.0,904,District Attorney - Queens,59265.0,53906.0,?
2.017113E7,2016.0,905,District Attorney - Richmond,10705.0,9999.0,?
2.017113E7,2016.0,906,Off. of Prosec. & Spec. Narc.,21600.0,20500.0,?
2.017113E7,2016.0,941,Public Administrator - N.Y.,1600.0,1600.0,?
2.017113E7,2016.0,942,Public Administrator - Bronx,616.0,616.0,?
2.017113E7,2016.0,943,Public Administrator- Brooklyn,686.0,686.0,?
2.017113E7,2016.0,944,Public Administrator - Queens,503.0,503.0,?
2.017113E7,2016.0,945,Public Administrator -Richmond,559.0,559.0,?
2.017113E7,2016.0,989,Prior Payable Adjustment,-714655.0,-328554.0,?
2.017113E7,2016.0,991,General Reserve,0.0,0.0,?
2.017113E7,2016.0,992,Citywide Savings Initiatives,0.0,0.0,?
2.017113E7,2016.0,995,Energy Adjustment,0.0,0.0,?
2.017113E7,2016.0,996,Lease Adjustment,0.0,0.0,?
2.017113E7,2016.0,998,OTPS Inflation Adjustment,0.0,0.0,?
2.017113E7,2016.0,ICA,Intra-City Adjustment,-1922463.0,0.0,?
2.017113E7,2016.0,PDA,Prepayment and Defeasance Adjustment,410767.0,410767.0,?
2.017113E7,2014.0,TCW,CITYWIDE TOTAL,7.3410769E7,5.3974462E7,?
2.017113E7,2015.0,PDA,Prepayment and Defeasance Adjustment,1496355.0,1496355.0,?
2.017113E7,2015.0,TCW,CITYWIDE TOTAL,7.8581696E7,5.8042995E7,?
2.017113E7,2016.0,TCW,CITYWIDE TOTAL,8.0538509E7,5.8724969E7,?
2.0171201E7,2017.0,100,M.A.C. Debt Service,0.0,0.0,?
2.0171201E7,2017.0,101,Public Advocate,3525.0,3525.0,?
2.0171201E7,2017.0,102,City Council,62164.0,62164.0,?
2.0171201E7,2017.0,103,City Clerk,5914.0,5839.0,?
2.0171201E7,2017.0,125,Department for the Aging,333483.0,210599.0,?
2.0171201E7,2017.0,126,Department of Cultural Affairs,182593.0,174996.0,?
2.0171201E7,2017.0,127,Financial Info. Serv. Agency,99856.0,99856.0,?
2.0171201E7,2017.0,130,Department of Juvenile Justice,0.0,0.0,?
2.0171201E7,2017.0,131,Office of Payroll Admin.,15841.0,14901.0,?
2.0171201E7,2017.0,132,Independent Budget Office,4123.0,4123.0,?
2.0171201E7,2017.0,133,Equal Employment Practices Com,887.0,887.0,?
2.0171201E7,2017.0,134,Civil Service Commission,1038.0,1038.0,?
2.0171201E7,2017.0,136,Landmarks Preservation Comm.,5476.0,4965.0,?
2.0171201E7,2017.0,138,Districting Commission,0.0,0.0,?
2.0171201E7,2017.0,156,Taxi & Limousine Commission,45778.0,45737.0,?
2.0171201E7,2017.0,226,Commission on Human Rights,10427.0,10332.0,?
2.0171201E7,2017.0,260,Youth & Community Development,719232.0,464926.0,?
2.0171201E7,2017.0,312,Conflicts of Interest Board,2429.0,2429.0,?
2.0171201E7,2017.0,313,Office of Collective Barg.,2220.0,1988.0,?
2.0171201E7,2017.0,499,Community Boards (All),16207.0,16207.0,?
2.0171201E7,2017.0,781,Department of Probation,94499.0,73642.0,?
2.0171201E7,2017.0,801,Dept. Small Business Services,259982.0,149675.0,?
2.0171201E7,2017.0,806,Housing Preservation & Dev.,1026604.0,122012.0,?
2.0171201E7,2017.0,810,Department of Buildings,150351.0,149703.0,?
2.0171201E7,2017.0,816,Dept Health & Mental Hygiene,1622380.0,719810.0,?
2.0171201E7,2017.0,817,Dept of Mental Health,0.0,0.0,?
2.0171201E7,2017.0,819,Health + Hospitals,883447.0,713077.0,?
2.0171201E7,2017.0,820,Office of Administrative Trials and Hearings,39011.0,39011.0,?
2.0171201E7,2017.0,826,Dept of Environmental Prot.,1435894.0,1157100.0,?
2.0171201E7,2017.0,827,Department of Sanitation,1601317.0,1567463.0,?
2.0171201E7,2017.0,829,Business Integrity Commission,9559.0,9314.0,?
2.0171201E7,2017.0,836,Department of Finance,266623.0,261707.0,?
2.0171201E7,2017.0,841,Department of Transportation,957885.0,559998.0,?
2.0171201E7,2017.0,846,Dept of Parks and Recreation,532557.0,405192.0,?
2.0171201E7,2017.0,850,Dept. of Design & Construction,505554.0,16567.0,?
2.0171201E7,2017.0,856,Dept of Citywide Admin Srvces,1165866.0,308843.0,?
2.0171201E7,2017.0,858,D.O.I.T.T.,637604.0,440279.0,?
2.0171201E7,2017.0,860,Dept of Records & Info Serv.,7726.0,6872.0,?
2.0171201E7,2017.0,866,Department of Consumer Affairs,36105.0,31756.0,?
2.0171201E7,2017.0,901,District Attorney - N.Y.,116911.0,99756.0,?
2.0171201E7,2017.0,902,District Attorney - Bronx,73639.0,67564.0,?
2.0171201E7,2017.0,903,District Attorney - Kings,98216.0,92190.0,?
2.0171201E7,2017.0,904,District Attorney - Queens,62820.0,57649.0,?
2.0171201E7,2017.0,905,District Attorney - Richmond,14574.0,14038.0,?
2.0171201E7,2017.0,906,Off. of Prosec. & Spec. Narc.,22078.0,21007.0,?
2.0171201E7,2017.0,941,Public Administrator - N.Y.,1614.0,1614.0,?
2.0171201E7,2017.0,942,Public Administrator - Bronx,625.0,625.0,?
2.0171201E7,2017.0,943,Public Administrator- Brooklyn,772.0,772.0,?
2.0171201E7,2017.0,944,Public Administrator - Queens,519.0,519.0,?
2.0171201E7,2017.0,945,Public Administrator -Richmond,517.0,517.0,?
2.0171201E7,2017.0,989,Prior Payable Adjustment,-486397.0,-400658.0,?
2.0171201E7,2017.0,991,General Reserve,0.0,0.0,?
2.0171201E7,2017.0,992,Citywide Savings Initiatives,0.0,0.0,?
2.0171201E7,2017.0,995,Energy Adjustment,0.0,0.0,?
2.0171201E7,2017.0,996,Lease Adjustment,0.0,0.0,?
2.0171201E7,2017.0,998,OTPS Inflation Adjustment,0.0,0.0,?
2.0171201E7,2017.0,ICA,Intra-City Adjustment,-2052541.0,0.0,?
2.0171201E7,2017.0,PDA,Prepayment and Defeasance Adjustment,142620.0,142620.0,?
2.0171201E7,2017.0,TCW,CITYWIDE TOTAL,8.4095876E7,6.0337998E7,?
2.0171201E7,2017.0,072,Department of Correction,1368641.0,1352749.0,?
2.017113E7,2015.0,073,Board of Correction,1522.0,1522.0,?
2.017113E7,2003.0,021,Office of Administrative Tax Appeals,1879.0,1879.0,?
2.017113E7,2004.0,068,Admin. for Children Services,2257324.0,579593.0,?
2.017113E7,2007.0,063,Department of Veterans  Services,0.0,0.0,?
2.017113E7,2004.0,069,Department of Social Services,6647548.0,4577482.0,?
2.017113E7,2012.0,037,New York Public Library,111216.0,110658.0,?
2.0171201E7,2017.0,012,President,Borough of Brooklyn,6099.0,5935.0,?
2.017113E7,2007.0,015,Office of the Comptroller,63101.0,55102.0,?
2.017113E7,2006.0,011,President,Borough of the Bronx,5614.0,5345.0,?
2.017113E7,2012.0,004,Campaign Finance Board,9645.0,9645.0,?
2.017113E7,2009.0,004,Campaign Finance Board,8658.0,8658.0,?
2.017113E7,2015.0,069,Department of Social Services,9771190.0,7681477.0,?
2.017113E7,2009.0,008,Office of the Actuary,4689.0,4689.0,?
2.017113E7,2005.0,003,Board of Elections,59788.0,59788.0,?
2.017113E7,2012.0,025,Law Department,137435.0,127491.0,?
2.017113E7,2013.0,069,Department of Social Services,9513785.0,7318762.0,?
2.017113E7,2016.0,071,Dept. of Homeless Services,1400629.0,798076.0,?
2.0171201E7,2017.0,040,Department of Education,2.3508038E7,1.1116952E7,?
2.017113E7,2005.0,035,NY Public Library - Research,18154.0,18154.0,?
2.017113E7,2012.0,015,Office of the Comptroller,70885.0,55290.0,?
2.017113E7,2013.0,004,Campaign Finance Board,9691.0,9691.0,?
2.017113E7,2015.0,010,President,Borough of Manhattan,4425.0,4425.0,?
2.017113E7,2007.0,025,Law Department,125979.0,119418.0,?
2.0171201E7,2017.0,095,Citywide Pension Contributions,9392905.0,9249464.0,?
2.017113E7,2007.0,002,Mayoralty,85666.0,63384.0,?
2.017113E7,2014.0,073,Board of Correction,1640.0,1632.0,?
2.017113E7,2009.0,095,Citywide Pension Contributions,6389179.0,6217046.0,?
2.0171201E7,2017.0,069,Department of Social Services,9563424.0,7419839.0,?
2.017113E7,2010.0,025,Law Department,139774.0,130300.0,?
2.017113E7,2010.0,042,City University,764705.0,528839.0,?
2.017113E7,2011.0,025,Law Department,135033.0,124860.0,?
2.017113E7,2016.0,037,New York Public Library,133792.0,132780.0,?
2.017113E7,2011.0,017,Dept. of Emergency Management,33826.0,4155.0,?
2.017113E7,2007.0,094,Department of Employment,0.0,0.0,?
2.017113E7,2006.0,072,Department of Correction,900061.0,859822.0,?
2.017113E7,2004.0,063,Department of Veterans  Services,0.0,0.0,?
2.017113E7,2007.0,035,NY Public Library - Research,20087.0,20087.0,?
2.0171201E7,2017.0,013,President,Borough of Queens,5172.0,5172.0,?
2.017113E7,2002.0,030,Department of City Planning,18754.0,6581.0,?
2.017113E7,2003.0,073,Board of Correction,830.0,830.0,?
2.017113E7,2008.0,011,President,Borough of the Bronx,6926.0,6429.0,?
2.017113E7,2008.0,057,Fire Department,1521281.0,1323216.0,?
2.017113E7,2006.0,037,New York Public Library,96464.0,96464.0,?
2.017113E7,2003.0,068,Admin. for Children Services,2345517.0,627243.0,?
2.017113E7,2003.0,056,Police Department,3589601.0,3158965.0,?
2.017113E7,2004.0,073,Board of Correction,855.0,855.0,?
2.017113E7,2009.0,040,Department of Education,1.7903053E7,7259066.0,?
2.017113E7,2006.0,030,Department of City Planning,22074.0,7536.0,?
2.017113E7,2013.0,071,Dept. of Homeless Services,984265.0,472029.0,?
2.017113E7,2011.0,072,Department of Correction,1045113.0,1020440.0,?
2.017113E7,2003.0,063,Department of Veterans  Services,0.0,0.0,?
2.017113E7,2011.0,004,Campaign Finance Board,11279.0,11279.0,?
2.017113E7,2003.0,008,Office of the Actuary,3277.0,3277.0,?
2.017113E7,2003.0,003,Board of Elections,55630.0,47642.0,?
2.017113E7,2014.0,057,Fire Department,1879465.0,1615875.0,?
2.017113E7,2015.0,017,Dept. of Emergency Management,35038.0,20556.0,?
2.017113E7,2014.0,035,NY Public Library - Research,22747.0,22747.0,?
2.017113E7,2004.0,010,President,Borough of Manhattan,3723.0,3634.0,?
2.017113E7,2012.0,073,Board of Correction,900.0,900.0,?
2.017113E7,2016.0,054,Civilian Complaint Review Bd.,14077.0,14077.0,?
2.017113E7,2004.0,095,Citywide Pension Contributions,2444470.0,2263064.0,?
2.017113E7,2011.0,042,City University,777117.0,539276.0,?
2.0171201E7,2017.0,004,Campaign Finance Board,13173.0,13173.0,?
2.017113E7,2013.0,056,Police Department,4892569.0,4283570.0,?
2.017113E7,2002.0,056,Police Department,3706710.0,3099888.0,?
2.017113E7,2013.0,098,Miscellaneous,6316892.0,4946494.0,?
2.017113E7,2012.0,002,Mayoralty,93346.0,61147.0,?
2.017113E7,2008.0,017,Dept. of Emergency Management,17797.0,9882.0,?
2.017113E7,2004.0,030,Department of City Planning,19446.0,4544.0,?
2.017113E7,2006.0,014,President,Borough of S.I.,4018.0,4018.0,?
2.017113E7,2003.0,014,President,Borough of S.I.,3709.0,3686.0,?
2.0171201E7,2017.0,035,NY Public Library - Research,27783.0,27783.0,?
2.017113E7,2002.0,063,Department of Veterans  Services,0.0,0.0,?
2.017113E7,2016.0,013,President,Borough of Queens,5094.0,4981.0,?
2.017113E7,2005.0,011,President,Borough of the Bronx,5343.0,5199.0,?
2.017113E7,2011.0,014,President,Borough of S.I.,3769.0,3769.0,?
2.017113E7,2004.0,094,Department of Employment,2327.0,0.0,?
2.017113E7,2007.0,099,Debt Service,4493878.0,4276843.0,?
2.0171201E7,2017.0,025,Law Department,218778.0,208203.0,?
2.017113E7,2010.0,099,Debt Service,5004103.0,4930698.0,?
2.017113E7,2013.0,057,Fire Department,1833309.0,1576578.0,?
2.017113E7,2005.0,030,Department of City Planning,20969.0,6779.0,?
2.017113E7,2014.0,030,Department of City Planning,20556.0,6889.0,?
2.017113E7,2008.0,071,Dept. of Homeless Services,785533.0,360226.0,?
2.0171201E7,2017.0,010,President,Borough of Manhattan,4763.0,4763.0,?
2.017113E7,2011.0,015,Office of the Comptroller,67138.0,53504.0,?
2.017113E7,2016.0,039,Queens Borough Public Library,101696.0,100505.0,?
2.017113E7,2014.0,014,President,Borough of S.I.,4130.0,4130.0,?
2.017113E7,2008.0,054,Civilian Complaint Review Bd.,11074.0,11074.0,?
2.017113E7,2008.0,002,Mayoralty,89377.0,63791.0,?
2.017113E7,2009.0,071,Dept. of Homeless Services,851310.0,350281.0,?
2.017113E7,2006.0,038,Brooklyn Public Library,73841.0,73841.0,?
2.017113E7,2013.0,017,Dept. of Emergency Management,41539.0,15717.0,?
2.017113E7,2015.0,042,City University,955125.0,665084.0,?
2.017113E7,2009.0,072,Department of Correction,1010200.0,974990.0,?
2.017113E7,2009.0,098,Miscellaneous,6169380.0,5167466.0,?
2.017113E7,2005.0,014,President,Borough of S.I.,3921.0,3769.0,?
2.017113E7,2006.0,095,Citywide Pension Contributions,4014955.0,3837752.0,?
2.017113E7,2008.0,098,Miscellaneous,6034401.0,5119026.0,?
2.017113E7,2005.0,038,Brooklyn Public Library,70286.0,70286.0,?
2.017113E7,2004.0,035,NY Public Library - Research,16967.0,16967.0,?
2.017113E7,2005.0,094,Department of Employment,0.0,0.0,?
2.017113E7,2003.0,013,President,Borough of Queens,4823.0,4553.0,?
2.017113E7,2011.0,003,Board of Elections,102874.0,101470.0,?
2.017113E7,2002.0,013,President,Borough of Queens,6290.0,6042.0,?
2.017113E7,2004.0,004,Campaign Finance Board,14196.0,14196.0,?
2.017113E7,2008.0,095,Citywide Pension Contributions,5740554.0,5570853.0,?
2.017113E7,2010.0,095,Citywide Pension Contributions,6755590.0,6583254.0,?
2.017113E7,2014.0,099,Debt Service,5572467.0,5356140.0,?
2.017113E7,2003.0,010,President,Borough of Manhattan,3862.0,3778.0,?
2.017113E7,2013.0,094,Department of Employment,0.0,0.0,?
2.017113E7,2008.0,030,Department of City Planning,24396.0,9433.0,?
2.017113E7,2012.0,010,President,Borough of Manhattan,4541.0,4541.0,?
2.017113E7,2010.0,069,Department of Social Services,8482385.0,6079792.0,?
2.017113E7,2013.0,073,Board of Correction,1031.0,1031.0,?
2.017113E7,2009.0,063,Department of Veterans  Services,0.0,0.0,?
2.017113E7,2002.0,069,Department of Social Services,5972625.0,3760680.0,?
2.017113E7,2002.0,073,Board of Correction,906.0,906.0,?
2.017113E7,2013.0,002,Mayoralty,93177.0,60937.0,?
2.017113E7,2016.0,030,Department of City Planning,31231.0,16169.0,?
2.017113E7,2006.0,012,President,Borough of Brooklyn,5436.0,5258.0,?
2.017113E7,2015.0,068,Admin. for Children Services,2826694.0,930146.0,?
2.017113E7,2005.0,040,Department of Education,1.3871184E7,5605073.0,?
2.017113E7,2007.0,071,Dept. of Homeless Services,732647.0,347749.0,?
2.017113E7,2013.0,063,Department of Veterans  Services,0.0,0.0,?
2.017113E7,2003.0,094,Department of Employment,131690.0,6988.0,?
2.017113E7,2007.0,032,Department of Investigation,21861.0,16975.0,?
2.017113E7,2008.0,021,Office of Administrative Tax Appeals,3072.0,3072.0,?
2.017113E7,2009.0,013,President,Borough of Queens,4717.0,4717.0,?
2.017113E7,2015.0,012,President,Borough of Brooklyn,5856.0,5421.0,?
2.017113E7,2005.0,068,Admin. for Children Services,2283646.0,621522.0,?
2.017113E7,2008.0,040,Department of Education,1.6977034E7,6997793.0,?
2.017113E7,2015.0,071,Dept. of Homeless Services,1169826.0,680834.0,?
2.017113E7,2004.0,011,President,Borough of the Bronx,5079.0,4854.0,?
2.017113E7,2014.0,054,Civilian Complaint Review Bd.,11202.0,11202.0,?
2.017113E7,2003.0,098,Miscellaneous,4485430.0,4015170.0,?
2.017113E7,2012.0,099,Debt Service,5436851.0,4975817.0,?
2.017113E7,2008.0,003,Board of Elections,80676.0,80676.0,?
2.017113E7,2009.0,057,Fire Department,1592673.0,1363732.0,?
2.017113E7,2015.0,037,New York Public Library,120179.0,119243.0,?
2.017113E7,2004.0,014,President,Borough of S.I.,3770.0,3602.0,?
2.017113E7,2003.0,057,Fire Department,1201248.0,1046649.0,?
2.017113E7,2005.0,012,President,Borough of Brooklyn,5136.0,5053.0,?
2.017113E7,2015.0,040,Department of Education,2.0999365E7,9739990.0,?
2.017113E7,2008.0,042,City University,671292.0,445361.0,?
2.017113E7,2015.0,011,President,Borough of the Bronx,5287.0,5172.0,?
2.017113E7,2006.0,068,Admin. for Children Services,2326494.0,684494.0,?
2.017113E7,2009.0,032,Department of Investigation,24208.0,17144.0,?
2.017113E7,2009.0,056,Police Department,4469200.0,4057374.0,?
2.017113E7,2003.0,032,Department of Investigation,21360.0,18441.0,?
2.017113E7,2006.0,042,City University,605277.0,394116.0,?
2.017113E7,2015.0,030,Department of City Planning,24717.0,9976.0,?
2.017113E7,2011.0,037,New York Public Library,110850.0,110653.0,?
2.017113E7,2006.0,025,Law Department,125134.0,116962.0,?
2.017113E7,2006.0,017,Dept. of Emergency Management,12272.0,4047.0,?
2.017113E7,2003.0,015,Office of the Comptroller,54970.0,52230.0,?
2.017113E7,2016.0,063,Department of Veterans  Services,0.0,0.0,?
2.0171201E7,2017.0,094,Department of Employment,0.0,0.0,?
2.017113E7,2013.0,025,Law Department,143852.0,133540.0,?
2.017113E7,2014.0,003,Board of Elections,116163.0,115523.0,?
2.017113E7,2010.0,013,President,Borough of Queens,4596.0,4588.0,?
2.0171201E7,2017.0,003,Board of Elections,121618.0,121618.0,?
2.0171201E7,2017.0,011,President,Borough of the Bronx,4971.0,4953.0,?
2.017113E7,2005.0,057,Fire Department,1226513.0,1091062.0,?
2.017113E7,2003.0,039,Queens Borough Public Library,61571.0,61571.0,?
2.017113E7,2009.0,003,Board of Elections,81054.0,80749.0,?
2.017113E7,2002.0,038,Brooklyn Public Library,71464.0,71464.0,?
2.017113E7,2010.0,039,Queens Borough Public Library,84163.0,83940.0,?
2.017113E7,2012.0,056,Police Department,4867891.0,4336232.0,?
2.017113E7,2004.0,002,Mayoralty,72939.0,54292.0,?
2.017113E7,2008.0,004,Campaign Finance Board,6497.0,6497.0,?
2.017113E7,2003.0,042,City University,473180.0,309476.0,?
2.017113E7,2009.0,054,Civilian Complaint Review Bd.,11300.0,11300.0,?
2.017113E7,2010.0,012,President,Borough of Brooklyn,5300.0,5190.0,?
2.017113E7,2006.0,002,Mayoralty,79102.0,59555.0,?
2.017113E7,2004.0,039,Queens Borough Public Library,63095.0,63095.0,?
2.017113E7,2003.0,017,Dept. of Emergency Management,6630.0,3633.0,?
2.017113E7,2007.0,030,Department of City Planning,22050.0,7564.0,?
2.017113E7,2002.0,035,NY Public Library - Research,18698.0,18698.0,?
2.017113E7,2013.0,095,Citywide Pension Contributions,8178550.0,8022259.0,?
2.017113E7,2004.0,008,Office of the Actuary,3594.0,3594.0,?
2.017113E7,2009.0,073,Board of Correction,904.0,904.0,?
2.017113E7,2015.0,099,Debt Service,5924555.0,5707430.0,?
2.017113E7,2010.0,038,Brooklyn Public Library,85504.0,85427.0,?
2.017113E7,2011.0,040,Department of Education,1.8938899E7,7737414.0,?
2.017113E7,2011.0,054,Civilian Complaint Review Bd.,9623.0,9623.0,?
2.017113E7,2012.0,008,Office of the Actuary,5547.0,5547.0,?
2.017113E7,2012.0,072,Department of Correction,1078789.0,1058821.0,?
2.017113E7,2008.0,014,President,Borough of S.I.,4717.0,4679.0,?
2.017113E7,2016.0,012,President,Borough of Brooklyn,6369.0,5936.0,?
2.017113E7,2008.0,032,Department of Investigation,23480.0,18252.0,?
