State Fiscal Year End Date,Operator Name,Total Inspections,Failed Inspections,Operator ID,City,Region
03/31/2010,AMBOY BUS CO. INC.,496,14,1971,MEDFORD,10
03/31/2010,AMBOY BUS CO. INC.,250,7,1714,EAST SETAUKET,10
03/31/2010,AMBOY BUS CO. INC.,661,131,3818,BRONX,11
03/31/2010,AMBOY BUS CO. INC.,254,57,44671,BRONX,11
03/31/2010,AMBOY BUS CO. TRANS,555,75,3066,BROOKLYN,11
03/31/2010,AMBOY BUS-FLUSHING,234,36,42981,FLUSHING,11
03/31/2010,AMBU-CARE INC,2,0,23388,BROOKLYN,11
03/31/2010,AMBULETTE STAR TRANS. INC.,28,4,3447,BROOKLYN,11
03/31/2010,AMC CHILD CARE CENTER INC.,1,0,44704,ROOSEVELT,10
03/31/2010,AMERICAN AMBULETTE,14,0,6179,PLAINVIEW,10
03/31/2010,AMERICAN BIOMEDICAL AMBU SERVICE,10,1,3336,BROOKLYN,11
03/31/2010,AMERICAN DREAM COACHES INC,2,0,40306,STATEN ISLAND,11
03/31/2010,AMERICAN GYMNASTICS,2,0,6183,BEDFORD HILLS,8
03/31/2010,AMERICAN LIMOUSINE SERVICE,12,1,28059,SYRACUSE,3
03/31/2010,AMERICAN LUXURY LIMOUSINE INC,3,2,33606,CENTEREACH,10
03/31/2010,AMERICAN MEDICAL RESPONSE,10,0,1752,HOLBROOK,10
03/31/2010,AMERICAN MEDICAL RESPONSE,16,0,3285,BROOKLYN,11
03/31/2010,AMERICAN PARTY RIDE INC.,3,0,44998,HICKSVILLE,10
03/31/2010,AMERICAN TRANSIT INC.,6,1,3820,YONKERS,11
03/31/2010,AMERICAN TRANSIT OF ROCKLAND INC.,17,1,43948,NANUET,8
03/31/2010,AMERICA'S MEDICAL TRANSPORT,4,3,44267,SYRACUSE,3
03/31/2010,AMEX LIMOUSINE INC,7,1,42948,BROOKLYN,11
03/31/2010,AMG TRANSPORTATION INC,47,1,44376,LYNBROOK,11
03/31/2010,AMHERST LIMOUSINE SERVICE,2,1,40166,DEPEW,5
03/31/2010,AMITY SHUTTLE,15,0,24491,AMITYVILLE,10
03/31/2010,AMSTERDAM COMMUNITY TRANSIT,11,2,1582,AMSTERDAM,1
03/31/2010,ANABELLA TRANSPORTATION LLC,29,6,33888,BROOKLYN,8
03/31/2010,ANCHOR BUS CO INC,41,1,3669,BROOKLYN,11
03/31/2010,ANDES CENTRAL SCHOOL,17,0,2147,ANDES,2
03/31/2010,ANDOVER CENTRAL SCHOOL DISTRIC,24,3,2695,ANDOVER,4
03/31/2010,ANGEL AMBULETTE INC,22,0,29001,LINDENHURST,10
03/31/2010,ANGEL CARE AMBULETTE INC.,1,0,43839,CORAM,10
03/31/2010,ANGEL'S TRANSPORTATION,2,0,37805,ELMHURST,11
03/31/2010,ANITA TRANSPORTATION,6,0,38338,CORONA,11
03/31/2010,ANNA'S TRANSPORTATION SERVICE INC.,3,0,27532,BREWSTER,8
03/31/2010,ANOUVER INC.,3,1,41397,UNIONDALE,10
03/31/2010,ANY TIME BUS CO. INC.,43,1,26720,HAUPPAUGE,10
03/31/2010,APEX COACH LLC,4,2,44707,BROOKLYN,11
03/31/2010,"APOLLO NY-CITY AMBULETTE, INC",10,1,44378,BAYSIDE,11
03/31/2010,APPLE COMMUTER INC.,12,1,37707,NEW HIDE PARK,11
03/31/2010,APPLE COURTESY TRANSPORTATION INC,3,0,43664,JAMAICA,11
03/31/2010,APPLE TRANSPORTATION INC,41,3,26716,ROCHESTER,4
03/31/2010,"APPLE TRANSPORTATION OF N. Y., INC",23,0,3217,ASTORIA,11
03/31/2010,APPROVED TRANSPORTATION SERVICES,51,6,33660,BROOKLYN,11
03/31/2010,AQUINAS HIGH SCHOOL,3,0,26347,BRONX,11
03/31/2010,AQUINAS INSTITUTE,4,0,2997,ROCHESTER,4
03/31/2010,ARCADIA TRANSPORT COMPANY,35,4,2392,NEWARK,3
03/31/2010,ARCHBISHOP MOLLOY HIGH SCHOOL,16,3,25785,BRIERWOOD,11
03/31/2010,ARCHBISHOP STEPINAC H.S,17,5,25575,WHITE PLAINS,8
03/31/2010,ARDSLEY BUS CORP.,323,28,2838,ARDSLEY,8
03/31/2010,ARDSLEY UNION FREE SCHOOL DIST,26,0,2839,ARDSLEY,8
03/31/2010,ARGYLE CENTRAL SCHOOL,32,3,1450,ARGYLE,1
03/31/2010,ARIES TRANSPORTATION SERVICE,90,1,2143,BUFFALO,5
03/31/2010,ARKPORT CENTRAL SCHOOL DISTRIC,33,2,2697,ARKPORT,4
03/31/2010,ARLINGTON CENTRAL SCHOOL,521,32,2809,POUGHKEEPSIE,8
03/31/2010,ARM TRANSPORTATION INC,60,12,3515,STATEN ISLAND,11
03/31/2010,"AROUND TOWN LIMOUSINE, INC",1,0,47447,ROCHESTER,4
03/31/2010,"ARTHUR F. MULLIGAN, INC.",401,9,2644,TILLSON,8
03/31/2010,ARTISTE LIMOUSINE SERVICE,3,1,47060,YORKTOWN HEIGHTS,10
03/31/2010,ASC TRANSPORTATION,17,6,44690,FOREST HILLS,11
03/31/2010,ASCONA  AMBULETTE  SERVICE  INC,2,0,24580,BROOKLYN,11
03/31/2010,ASIAN AMERICAN BUS INC,10,0,43667,ALBANY,11
03/31/2010,ASPIRE OF WESTERN NEW YORK INC.,8,5,2086,WEST SENECA,5
03/31/2010,ASPIRITY TRANS. INC.,94,8,3634,BROOKLYN,11
03/31/2010,ASSET PROTECTION & SECURITY SERVICE,7,3,44445,NEW YORK,11
03/31/2010,ASSIST AMBULETTE,2,0,42926,BROOKLYN,11
03/31/2010,ASSOCIATED BETHRIVKAH SCH HD START,5,0,29995,BROOKLYN,11
03/31/2010,ASTORIA EXPRESS TRANSIT,9,1,28296,ASTORIA,11
03/31/2010,ASTRA TRANSPORTATION CORP.,149,23,3949,YONKERS,8
03/31/2010,ASTRO AMBULETTE CORP,24,4,3338,BROOKLYN,11
03/31/2010,ATERES RIVKA,2,0,46722,MONSEY,11
03/31/2010,ATLANTIC EXPRESS COACHWAYS,2,0,3672,STATEN ISLAND,11
03/31/2010,ATLANTIC PARATRANS OF NYC INC.,607,7,3068,MASPETH,11
03/31/2010,ATLANTIC QUEENS,16,2,42982,FLUSHING,11
03/31/2010,ATLANTIC QUEENS BUS CORP.,4,1,40577,BROOKLYN,11
03/31/2010,ATLANTIC QUEENS BUS CORP.,35,3,40578,BROOKLYN,11
03/31/2010,ATLANTIC QUEENS BUS CORP.,34,8,40579,JAMAICA,11
03/31/2010,ATLANTIC QUEENS BUS CORP.,34,3,40580,RIDGEWOOD,11
03/31/2010,ATLANTIC QUEENS BUS CORP.,54,8,40581,BRONX,11
03/31/2010,ATLANTIC QUEENS BUS CORP.,305,50,44697,BRONX,11
03/31/2010,"ATLANTIC TRAVEL AND TOUR, INC",4,4,42740,BROOKLYN,11
03/31/2010,"ATLAS AMBULETTE,INC.",4,0,41197,QUEENS VILLIAGE,11
03/31/2010,"ATTICA BUS SERVICE, INC.",95,15,2144,ATTICA,4
03/31/2010,ATTICA CENTRAL SCHOOL DISTRICT,9,1,2543,ATTICA,4
03/31/2010,AU SABLE VALLEY CENTRAL SCHOOL,80,7,1590,CLINTONVILLE,1
03/31/2010,AUBURN ENL. CITY SCHOOL,25,7,2393,AUBURN,3
03/31/2010,"AUBURN LIMOUSINES, INC.",2,1,47392,AUBURN,3
03/31/2010,AUBURN MEDICAL TRANSPORT COMPANY,2,0,44899,UNION SPRINGS,3
03/31/2010,AVA AMBULETTE CORP.,12,1,25176,BROOKLYN,11
03/31/2010,AVERILL PARK CENTRAL SCHOOL,152,3,4021,AVERILL PARK,1
03/31/2010,AVOCA CENTRAL SCHOOL DISTRICT,44,2,2898,AVOCA,4
03/31/2010,AVON CENTRAL SCHOOL DISTRICT,44,8,2526,AVON,4
03/31/2010,AVT TRANSPORTATION,1,1,45528,ASTORIA,11
03/31/2010,AYR COACH LINES  USA LTD.,15,1,24487,TONAWANDA,5
03/31/2010,B & F SKILLED INC,30,1,5911,BROOKLYN,11
03/31/2010,B AND K EXPRESS TRANSPORTATION,8,0,36992,OZONE PARK,11
03/31/2010,B Z TRANSPORTATION CORP,10,2,27316,BROOKLYN,11
03/31/2010,B&B AMBULETTE CORP.,1,0,47426,BREWSTER,8
03/31/2010,B.I.V. AMBULETTE,3,1,41419,SPRING VALLEY,8
03/31/2010,BADEN ST SETTLEMNT INC.,4,0,4175,ROCHESTER,4
03/31/2010,BAINBRIDGE GUILFORD CS,49,1,2119,BAINBRIDGE,2
03/31/2010,BAIS CHAYA ESTHER INC,4,2,42437,BROOKLYN,11
03/31/2010,BAIS TZIPORAH,13,1,5283,BROOKLYN,11
03/31/2010,BAIS YAAKOV D'CHASSIDEI GUR,8,0,5728,BROOKLYN,11
03/31/2010,BAIS YAKOV YOSSEF LTD,9,1,4561,BROOKLYN,11
03/31/2010,BAKER TRANS,6,0,4398,BRONX,11
03/31/2010,BALDWIN UFSD,56,0,3542,BALDWIN,10
03/31/2010,BALDWINSVILLE CENTRAL SCHOOL,257,16,2330,BALDWINSVILLE,3
03/31/2010,BALLSTON SPA CSD,178,2,1652,BALLSTON SPA,1
03/31/2010,BAMBI TRANSPORTATION,6,0,3287,RONKONKOMA,11
03/31/2010,BANGS AMBULANCE SERVICE,4,1,4250,ITHACA,3
03/31/2010,BANNER INTERNATIONAL CORPORATION,9,2,32897,LAURELTON,11
03/31/2010,BARDONIA AMBULETTE,11,7,2718,BARDONIA,8
03/31/2010,BARKER BUS CO,4,2,5474,BRIDGEWATER,11
03/31/2010,BARKER CENTRAL SCHOOL,5,0,2073,BARKER,5
03/31/2010,BARRY & FLORENCE FRIEDBERG JJC,21,0,3580,OCEANSIDE,10
03/31/2010,"BARUKH MEDICAL TRANSPORTATION, INC",4,0,37791,REGO PARK,11
03/31/2010,BAS MELECH SCH FOR GIRLS,1,1,28751,BROOKLYN,11
03/31/2010,"BASIS SURA TRANSPORTATION, INC",8,3,23343,BROOKLYN,11
03/31/2010,BASIT-N-TARIO AMB SER LTD,14,2,3344,BROOKLYN,11
03/31/2010,BATES AMBULETTE SERVICE,12,3,5484,PORT CHESTER,8
03/31/2010,BATIM INC,4,1,39534,BROOKLYN,11
03/31/2010,BAUMANN & SONS BUSES INC (COPIAGUE),232,16,20076,RONKONKOMA,10
03/31/2010,BAUMANN & SONS BUSES INC(BRIARCLIF),137,1,23180,BRAIRCLIFF,8
03/31/2010,BAUMANN & SONS BUSES INC.,255,1,1758,RONKONKOMA,10
03/31/2010,BAUMANN & SONS BUSES INC. (NPT),77,0,1769,RONKONKOMA,10
03/31/2010,BAUMANN AND SONS BUSES INC.(YORK),240,6,23037,YORKTOWN,8
03/31/2010,BAY TERRACE TRANSIT CORP,19,0,3220,PORT WASHINGTON,10
03/31/2010,BAYIS ESTER,18,3,42619,BROOKLYN,11
03/31/2010,BAYPORT BLUEPOINT UFSD,10,0,1759,BAYPORT,10
03/31/2010,BB'S TRANSPORTATION,4,0,5618,REGO PARK,11
03/31/2010,BC TRANSPORT ENTERPRISES CORP,1,1,38043,HICKSVILLE,11
03/31/2010,BEACON CITY SCHOOL DISTRICT,120,3,2811,BEACON,8
03/31/2010,BEAVER RIVER CENTRAL SCHOOL,51,3,2505,BEAVER FALLS,3
03/31/2010,BEDFORD C.S.D.,68,1,2840,MT.KISCO,8
03/31/2010,"BEDORE TOURS, INC.",40,1,1911,N. TONAWANDA,5
03/31/2010,BEEKMANTOWN CENTRAL SCHOOL,88,2,1591,WEST CHAZY,1
03/31/2010,BEER HAGOLAH,5,3,3674,BROOKLYN,11
03/31/2010,BEISCHINUCH BEIKVEI HATZION INC.,5,0,6465,BROOKLYN,11
03/31/2010,BELFAST CENTRAL SCHOOL DISTRIC,32,1,2698,BELFAST,4
03/31/2010,BELLEVILLE HENDERSON CENTRAL S,38,3,2506,BELLEVILLE,3
03/31/2010,BELLMORE MERRICK CENTRAL HIGH SCH.,11,0,3543,MERRICK,10
03/31/2010,BELLMORE UFSD,4,0,3544,BELLMORE,10
03/31/2010,BELMONT ARTHUR AVE LDC,2,0,32733,BRONX,11
03/31/2010,BEMUS POINT CENTRAL SCHOOL,36,1,2243,BEMUS POINT,5
03/31/2010,BERLIN CENTRAL SCHOOL,79,8,1666,BERLIN,1
03/31/2010,BERMUDA LIMO SERVICE,4,1,3038,NEW YORK,11
03/31/2010,BERNE KNOX WESTERLO CSD,103,1,1542,BERNE,1
03/31/2010,BEST BUS CHARTER CORP.,2,0,47438,HOPEWELL JUNCTION,8
03/31/2010,BEST COMFORT CARE TRANSPORTATION,19,5,42738,SYRACUSE,3
03/31/2010,BEST TAXI,1,0,47087,VESTAL,2
03/31/2010,BEST TRAILS AND TRAVEL CORP,70,2,5853,BROOKLYN,11
03/31/2010,BEST WAY COACH EXPRESS,1,0,23827,BROOKLYN,10
03/31/2010,BETH CHANA SCHOOL,13,3,5298,BROOKLYN,11
03/31/2010,BETH JACOB DAY SCHOOL,4,1,3675,BROOKLYN,11
03/31/2010,BETH JACOB EDUCATIONAL CENTER,1,0,3449,FOREST HILLS,11
03/31/2010,BETH JACOB OF BORO PARK,4,0,3933,BROOKLYN,11
03/31/2010,BETHLEHEM CENTRAL SCHOOL,304,10,1456,DELMAR,1
03/31/2010,BETHPAGE U.F.S.D.,2,0,1737,BETHPAGE,10
03/31/2010,BEULAH BAPTIST CHURCH,3,1,5302,POUGHKEEPSIE,8
03/31/2010,BEVERLY HILLS LIMO & CORP. COACH IN,2,0,43090,YONKERS`,8
03/31/2010,BIAS TRANY OF MONSEY (GIRLS SCHOOL),3,1,44006,MONSEY,8
03/31/2010,"BIG APPLE BUS CHARTER, INC.",19,5,43675,BROOKLYN,11
03/31/2010,"BIG BOY COACH, INC",10,1,43493,FLUSHING,11
03/31/2010,BIG CHIEF SCHOOL & CAMP,22,9,3545,EAST MEADOW,10
03/31/2010,BIG M TOURS DBA MCMILLIAN TOURS,1,0,47183,WEST BABYLON,10
03/31/2010,BILAL EXPRESS TRANSPORTATION LTD,2,0,26401,BROOKLYN,11
03/31/2010,"BILSCARD NEW YORK, INC.",4,1,43492,NEW HYDE PARK,11
03/31/2010,BIRNIE BUS SERVICE INC,494,48,20275,UTICA,2
03/31/2010,BIRNIE BUS SERVICE INC.,19,3,2394,PORT BYRON,3
03/31/2010,BIRNIE BUS SERVICE INC.,204,14,20200,EAST SYRACUSE,3
03/31/2010,BIRNIE BUS SERVICE INC.,354,21,2177,ROME,2
03/31/2010,BIRNIE BUS SERVICE INC.,71,0,45399,HAMILTON,2
03/31/2010,BIRNIE BUS SERVICE INC/MADISON,19,1,39001,HAMILTON,2
03/31/2010,BIRNIE BUS SERVICES INC.,26,1,38727,BINGHAMTON,2
03/31/2010,"BIRNIE BUS SERVICES, INC.",56,4,33659,RICHFIELD SPRINGS,2
03/31/2010,BIRNIE BUS TOURS INC.,45,5,43578,ROME,2
03/31/2010,BIRNIE TRANSPORTATION SERVICE,107,14,5434,PAINTED POST,4
03/31/2010,BISHOP FORD CENTRAL H.S.,2,0,3676,BROOKLYN,11
03/31/2010,BISHOP GRIMES HIGH SCHOOL,4,0,2308,EAST SYRACUSE,3
03/31/2010,BISHOP KEARNEY HIGH SCHOOL,6,0,29149,ROCHESTER,4
03/31/2010,BISHOP LOUGHLIN MEMORIAL H.S.,4,0,26020,BROOKLYN,11
03/31/2010,BISHOP MAGINN HIGH SCHOOL,4,0,39612,ALBANY,1
03/31/2010,BISHOP MCGANN MERCY HIGH SCHOOL,3,0,43019,RIVERHEAD,10
03/31/2010,BISHOP TIMON - ST.JUDE HIGH SC,5,2,1919,BUFFALO,5
03/31/2010,BLACK SEA TRANSPORTATION INC,38,0,33686,STATEN ISLAND,11
03/31/2010,BLACK STAR LINE COMMUTER SVC,15,6,26591,JAMAICA,11
03/31/2010,BLACK TIE LIMOUSINE,2,2,43831,STATEN ISLAND,11
03/31/2010,BLACKSTREET VAN LINES INC,9,2,29993,BROOKLYN,11
03/31/2010,BLESSED SACRAMENT ST. GABRIEL HS,5,0,28428,NEW ROCHELLE,8
03/31/2010,BLIND BROOK RYE UNION FREE SD,28,0,2587,PORT CHESTER,8
03/31/2010,BLOOMFIELD CENTRAL SCHOOL,51,1,2971,BLOOMFIELD,4
03/31/2010,"BLS LIMOUSINE SERVICE OF NY, INC",4,1,46903,ASTORIA,11
03/31/2010,BLUE CHIP TRANSPORTATION INC.,16,3,26400,SYRACUSE,3
03/31/2010,BLUE SKY BUS TOUR INC,11,2,44507,SYOSSET,11
03/31/2010,BLUE STAR BUS INC.,111,1,41304,BROOKLYN,11
03/31/2010,BLUELINE COMMUTER INC.,61,9,1594,INDIAN LAKE,1
03/31/2010,BNEI YAKOV YOSEF OF MONSEY,2,1,47254,MONSEY,11
03/31/2010,BNOS CHAYIL,9,2,6386,BROOKLYN,11
03/31/2010,BNOS ESTHER PUPA,8,1,38290,SPRING VALLEY,8
03/31/2010,BNOS MALKE BELZ,13,7,5343,BROOKLYN,11
03/31/2010,BNOS MENACHEM INC,5,1,27162,BROOKLYN,11
03/31/2010,"BNOS SARAH OF MONSEY, INC",2,2,47406,MONSEY,8
03/31/2010,BNOS SQUARE OF WILLIAMSBURG,8,1,41303,BROOKLYN,11
03/31/2010,BNOS YAKOV INC,46,2,3677,BROOKLYN,11
03/31/2010,BNOS ZION OF BOBOV,10,3,5730,BROOKLYN,11
03/31/2010,BOBBY'S BUS CO. INC.,269,9,5529,OZONE PARK,11
03/31/2010,BOBMAR TRANSPORTATION INC.,109,6,3637,BROOKLYN,11
03/31/2010,BOBOVER'YESHIVA'BNEI'ZION,25,4,4520,BROOKLYN,11
03/31/2010,BOCES #1 MONROE COUNTY,144,13,2560,FAIRPORT,4
03/31/2010,BOCES #1 OF SUFFOLK,10,1,4038,PATCHOGUE,10
03/31/2010,BOCES ALLEGANY CATT. CO. (NORT,5,0,1709,ELLICOTTVILLE,5
03/31/2010,BOCES ALLEGANY CATT. CO. (SOUTH),5,0,1711,OLEAN,5
03/31/2010,"BOCES FRANKLIN, ESSEX AND HAMI",9,3,2366,MALONE,3
03/31/2010,BOCES SOUTHERN WESTCHESTER,132,2,2589,RYE LAKE,8
03/31/2010,BOCES TOMPKINS SENECA TIOGA CO,35,2,2939,ITHACA,3
03/31/2010,BOCES WSWHE COUNTIES,22,1,1498,HUDSON FALLS,1
03/31/2010,BOLIVAR-RICHBURG CSD,50,5,2701,BOLIVAR,4
03/31/2010,BOLTON CENTRAL SCHOOL,19,2,1453,BOLTON LANDING,1
03/31/2010,BORO CRESCENT CORP,23,13,41194,BROOKLYN,11
03/31/2010,BORO TRANSIT INC.,499,33,6170,BROOKLYN,11
03/31/2010,BORO WIDE BUSES INC.,194,24,3678,BROOKLYN,11
03/31/2010,BOYTON BUS INC.,22,0,3070,BROOKLYN,11
03/31/2010,BQE BUS SERVICE INC,3,0,46671,ELMHURST,11
03/31/2010,BRADFORD CENTRAL SCHOOL DISTRI,25,2,2911,BRADFORD,4
03/31/2010,BREEZEMONT DAY CAMP,10,1,2866,ARMONK,8
03/31/2010,BREGA TRANSPORT CORP.,18,0,31087,CONGERS,8
03/31/2010,BREWSTER CENTRAL SCHOOL,201,15,3031,BREWSTER,8
03/31/2010,BRIAR CENTER INC,3,0,26907,BRIARWOOD,11
03/31/2010,BRIARCLIFF BUS COMPANY,44,2,2591,SCARBOROUGH,8
03/31/2010,BRIARCLIFF MANOR UNION FREE SD,10,0,2593,BRIARCLIFF MANOR,8
03/31/2010,BRIDGEHAMPTON UFSD,4,0,4033,BRIDGEHAMPTON,10
03/31/2010,BRIDGEMAN TRANSPORTATION OF NY CORP,4,0,46360,BROOKLYN,11
03/31/2010,BRIGHT BEGININGS OF NEW PALTZ INC.,2,0,26653,NEW PALTZ,8
03/31/2010,BRIGHT STAR DAY SCHOOL,2,0,3546,OCEANSIDE,10
03/31/2010,BRIGHTON CENTRAL SCHOOL DISTRICT,2,0,44453,ROCHESTER,4
03/31/2010,BRIGHTSIDE ACADEMY,2,0,41399,PITTSBURGH,11
03/31/2010,BRITTONKILL CENTRAL SCHOOL,61,3,1667,TROY,1
03/31/2010,BROADALBIN PERTH CENTRAL SCHOOL,62,7,1579,BROADALBIN,1
03/31/2010,BROCKPORT CENTRAL SCHOOL,213,1,2546,BROCKPORT,4
03/31/2010,BROCTON CENTRAL SCHOOL,34,0,2247,BROCTON,5
03/31/2010,BRONCO BUS CORP.,4,0,5924,YONKERS,8
03/31/2010,BRONX BUS CO,5,2,6242,YONKERS,8
03/31/2010,BRONX HOUSE JEWISH CENTER,8,5,3954,BRONX,8
03/31/2010,BRONXVILLE U.F.S.D.,2,0,3955,BRONXVILLE,8
03/31/2010,BROOKFIELD CENTRAL SCHOOL,29,2,2178,BROOKFIELD,2
03/31/2010,BROOKFIELD TRANSIT INC,3,0,6464,STATEN ISLAND,11
03/31/2010,BROOKLYN JESUIT PREP,1,1,39945,BROOKLYN,11
03/31/2010,BROOKLYN TRANSPORTATION CORP,48,8,33759,BROOKLYN,11
03/31/2010,BROOKLYN VAN LINES,9,0,23284,BROOKLYN,11
03/31/2010,BROOME DELAWARE TIOGA BOCES,13,3,2256,BINGHAMTON,2
03/31/2010,BROWARD COACH,1,1,46992,ISLAND CITY,10
03/31/2010,BROWN BUNCH TRANSP.,3,1,3956,NEW ROCHELLE,8
03/31/2010,BROWN BUS SERVICE INC,98,5,28284,AMSTERDAM,1
03/31/2010,BROWN COACH INC,42,0,6718,AMSTERDAM,1
03/31/2010,"BROWN TRANSPORTATION, INC.",321,11,1580,AMSTERDAM,1
03/31/2010,BROWNCROFT DAY CARE CENTER,6,1,2576,ROCHESTER,4
03/31/2010,BROWNIN TRANSPORTATION INC,6,0,27814,ROSEDALE,11
03/31/2010,BROWNS DOUBLE XX EXPRESS LLC,2,0,40573,CLAY,3
03/31/2010,BRUSHTON-MOIRA CS,31,4,2368,BRUSHTON,3
03/31/2010,BSD TRANS CORP,6,2,42928,BROOKLYN,11
03/31/2010,"BTL INTERNATIONAL CO.,LTD.",11,2,39472,WILLIAMSVILLE,5
03/31/2010,BUBU TRANSPORTATION INC,5,0,41301,JACKSON HEIGHTS,11
03/31/2010,BUCHANAN TRANSPORTATION,12,2,6384,ROSCOE,2
03/31/2010,BUCKLEY ROAD BAPTIST CHURCH,2,0,5662,LIVERPOOL,3
03/31/2010,BUFFALO BUS LINES LLC,14,0,43665,DEPEW,5
03/31/2010,BUFFALO NIAGARA LIMOUSINE MGMT. CO.,2,1,44518,BUFFALO,5
03/31/2010,BUFFALO PUBLIC SCHOOLS,15,1,2335,BUFFALO,5
03/31/2010,BUFFALO TRANSPORTATION INC.,2,1,36426,BUFFALO,5
03/31/2010,BURNT HILLS BALLSTON LAKE CEN. SCH.,153,4,1654,SCOTIA,1
03/31/2010,BUS AROUND TOWN CORP,2,0,41398,N BELLMORE,10
03/31/2010,"BUS TRAVELERS CONNECTION, LLC",2,0,46299,ROCHESTER,11
03/31/2010,BUSHIDO SCHOOL OF KARATE,1,0,47250,WHITE PLAINS,8
03/31/2010,BUSY BEE'S TRANSPORTATION,2,0,46165,CORONA,11
03/31/2010,BUTLER MOTOR TRANSIT,27,4,26779,ERIE,5
03/31/2010,BYRAM HILLS CENTRAL SCHOOLS,120,12,2842,ARMONK,8
03/31/2010,BYRON-BERGEN CENTRAL SCHOOL,61,0,2547,BERGEN,4
03/31/2010,"C & C TRANSPORTATION, INC",21,4,3065,ROSEDALE,11
03/31/2010,C & P TRANSPORTATION,8,0,36238,WOODSIDE,11
03/31/2010,C H T C INC.,1,0,47440,FLUSHING,10
03/31/2010,C P C TOURS,3,1,4545,BRONX,8
03/31/2010,C&C AMBULETTE SERVICES CORP,13,0,39083,ISLIP,10
03/31/2010,C. H. MEDICAL TRANSPORT,7,3,23934,ROCHESTER,4
03/31/2010,C.C.B. ENGLISH SCHOOL OF NEW YORK,7,1,3935,WOODSIDE,11
03/31/2010,C.L.C. TRANSPORTATION INC.,51,2,2598,MT. KISCO,8
03/31/2010,CACAJ,2,2,46670,FOREST HILLS,11
03/31/2010,CAIRO DURHAM CENTRAL SCHOOL,75,1,1643,CAIRO,1
03/31/2010,CALEDONIA-MUMFORD CENTRAL,50,3,2528,CALEDONIA,4
03/31/2010,CALVARY BAPTIST CHURCH,2,1,5391,TRUMANSBURG,4
03/31/2010,CALVARY'S LOVE ASSEMBLY OF GOD,1,0,38114,JOHNSON CITY,2
03/31/2010,CAMBRIDGE CENTRAL SCHOOL,49,3,1455,CAMBRIDGE,1
03/31/2010,CAMDEN CENTRAL SCHOOL,114,7,2309,CAMDEN,3
03/31/2010,CAMP BAUMANN BUSES INC.,5,0,3221,OCEANSIDE,10
03/31/2010,CAMP HILLARD INC.,1,0,2595,HARTSDALE,8
03/31/2010,CAMP SHALVA,5,1,28232,S. FALLSBURG,8
03/31/2010,CAMP ST PATRICK SMITHTOWN,2,0,28060,SMITHTOWN,10
03/31/2010,CAMP VENTURE,4,0,2715,NANUET,8
03/31/2010,CAMPBELL-SAVONA CENTRAL SCHOOL,44,1,2912,CAMPBELL,4
03/31/2010,CAMPUS TRAVEL INC.,8,2,3130,BRONX,11
03/31/2010,CANAJOHARIE CENTRAL SCHOOL,48,2,2089,CANAJOHARIE,1
03/31/2010,CANANDAIGUA BUS TOURS,4,2,27529,CANANDAIGUA,4
03/31/2010,CANANDAIGUA CITY SCHOOL DISTRI,136,9,2973,CANANDAIGUA,4
03/31/2010,CANASERAGA CENTRAL SCHOOL,19,1,2702,CANASERAGA,4
03/31/2010,CANASTOTA CENTRAL SCHOOL,51,0,2224,CANASTOTA,2
03/31/2010,CANDOR CENTRAL SCHOOL DISTRICT,51,1,2940,CANDOR,4
03/31/2010,CANISIUS HIGH SCHOOL,7,2,1803,BUFFALO,5
03/31/2010,CANISTEO-GREENWOOD CSD,73,11,37500,CANISTEO,4
03/31/2010,CANTON CENTRAL SCHOOL,60,10,2469,CANTON,3
03/31/2010,CAPCO HEAD START,2,0,28841,CORTLAND,3
03/31/2010,"CAPITAL CRUISER,LLC",1,0,47172,EAST GREENBUSH,1
03/31/2010,CAPITAL DISTRICT MEDICAL TRANS. INC,12,3,46255,ALBANY,1
03/31/2010,CAPITAL REGION BOCES,13,3,24393,ALBANY,1
03/31/2010,CARAVAN TRANSIT INC,2,1,26721,BROOKLYN,11
03/31/2010,CARDINAL HAYES HIGH SCHOOL,6,1,26904,BRONX,8
03/31/2010,CARDINAL O'HARA HIGH SCHOOL,4,0,1804,TONAWANDA,5
03/31/2010,CARE & COMFORT ASSOC. INC.,84,1,1876,BOHEMIA,10
03/31/2010,"CARE RIDE PARATRANSIT, LLC",121,2,46585,RIDGEWWOOD,11
03/31/2010,CAREFUL BUS INC.,183,1,3487,BROOKLYN,11
03/31/2010,CAREWELL AMBULETTE INC.,12,2,33835,NEW ROCHELLE,8
03/31/2010,CARING HART'S TRANSPORTATION INC,11,2,43010,STRYKERSVILLE,5
03/31/2010,CARIZMA TRANSPORTATION INC,4,0,23828,VALLEY STREAM,10
03/31/2010,CARLE PLACE U.F.S.D.,2,0,3177,CARLE PLACE,10
03/31/2010,CARMEL C.S.,233,16,2867,CARMEL,8
03/31/2010,CAROL BUS TRANSPORTATION CORP,131,31,38291,BROOKLYN,11
03/31/2010,CAROUSEL DAY SCHOOL,33,1,3178,HICKSVILLE,10
03/31/2010,CARRIER COACH (NIAGARA),2,1,37839,GOWANDA,5
03/31/2010,CARRIER COACH (OLEAN),85,16,41033,GOWANDA,5
03/31/2010,CARRIER COACH INC. (BUFFALO),217,29,38041,GOWANDA,5
03/31/2010,"CARRIER COACH, INC.",238,23,2208,GOWANDA,5
