Authority Name,Fiscal Year End Date,Bonds,Recipient Name,Recipient City,Recipient State,Recipient Postal Code,Amount Issued,Date Issued,Interest Rate,Expected Year Retired,Principal Retired During Year,Principal Retired at Start of Fiscal Year,Amount Outstanding,Bond Purpose,New Jobs,Jobs Planned,Jobs Created,Fully Retired
Maplewood Manor Local Development Corporation,12/31/2013,No,?,?,?,NaN,NaN,?,NaN,NaN,NaN,NaN,NaN,?,?,NaN,NaN,?
Maplewood Manor Local Development Corporation,12/31/2014,No,?,?,?,NaN,NaN,?,NaN,NaN,NaN,NaN,NaN,?,?,NaN,NaN,?
Maplewood Manor Local Development Corporation,12/31/2015,No,?,?,?,NaN,NaN,?,NaN,NaN,NaN,NaN,NaN,?,?,NaN,NaN,?
Maplewood Manor Local Development Corporation,12/31/2016,No,?,?,?,NaN,NaN,?,NaN,NaN,NaN,NaN,NaN,?,?,NaN,NaN,?
Maplewood Manor Local Development Corporation,12/31/2017,No,?,?,?,NaN,NaN,?,NaN,NaN,NaN,NaN,NaN,?,?,NaN,NaN,?
Maplewood Manor Local Development Corporation,12/31/2018,No,?,?,?,NaN,NaN,?,NaN,NaN,NaN,NaN,NaN,?,?,NaN,NaN,?
Monroe County Industrial Development Corporation,12/31/2011,?,1000 Lee Road LLC,ROCHESTER,NY,14615.0,8375000.0,12/15/2010,3.2,2031.0,0.0,0.0,8375000.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,Yes,50.0,69.0,No
Monroe County Industrial Development Corporation,12/31/2011,?,DePaul Properties Inc.,ROCHESTER,NY,14624.0,9410000.0,12/02/2010,5.51,2026.0,604465.0,0.0,8805535.0,Residential Property Construction/Acquisition/Rehabilitation/Improvement,No,NaN,NaN,No
Monroe County Industrial Development Corporation,12/31/2011,?,Easter Seals New York,ROCHESTER,NY,14623.0,5250000.0,12/29/2010,0.0,2040.0,0.0,0.0,5250000.0,Residential Property Construction/Acquisition/Rehabilitation/Improvement,Yes,109.0,81.0,No
Monroe County Industrial Development Corporation,12/31/2011,?,St. Ann s Home for the Aged,ROCHESTER,NY,14621.0,1.72E7,12/16/2010,5.78,2040.0,0.0,0.0,1.72E7,Residential Property Construction/Acquisition/Rehabilitation/Improvement,No,NaN,NaN,No
Monroe County Industrial Development Corporation,12/31/2011,?,St. Ann s Nursing Home Company Inc.,ROCHESTER,NY,14621.0,1.6085E7,12/16/2010,5.78,2040.0,0.0,0.0,1.6085E7,Residential Property Construction/Acquisition/Rehabilitation/Improvement,No,NaN,NaN,No
Monroe County Industrial Development Corporation,12/31/2011,?,The Unity Hospital of Rochester,ROCHESTER,NY,14611.0,2.0525E8,11/05/2010,0.0,2032.0,0.0,0.0,2.0525E8,Residential Property Construction/Acquisition/Rehabilitation/Improvement,No,NaN,NaN,No
Monroe County Industrial Development Corporation,12/31/2011,?,SJH Community Services Inc.,ROCHESTER,NY,14620.0,1.9275E7,12/30/2010,0.0,2037.0,0.0,0.0,1.9275E7,Residential Property Construction/Acquisition/Rehabilitation/Improvement,No,NaN,NaN,No
Monroe County Industrial Development Corporation,12/31/2011,?,Gates Volunteer Ambulance Service Inc.,ROCHESTER,NY,14624.0,3600000.0,09/02/2010,0.0,2030.0,0.0,0.0,3600000.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
Monroe County Industrial Development Corporation,12/31/2011,?,Heritage Christian Services Inc.,EAST ROCHESTER,NY,14445.0,2500000.0,11/19/2010,3.91,2035.0,40000.0,0.0,2460000.0,Residential Property Construction/Acquisition/Rehabilitation/Improvement,No,NaN,NaN,No
Monroe County Industrial Development Corporation,12/31/2011,?,Nazareth College of Rochester,ROCHESTER,NY,14618.0,2.3765E7,08/04/2011,5.0,2041.0,525000.0,NaN,2.324E7,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
Monroe County Industrial Development Corporation,12/31/2011,?,Park Ridge Housing Inc.,ROCHESTER,NY,14626.0,3.0E7,04/28/2011,4.34,2041.0,105000.0,NaN,2.9895E7,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
Monroe County Industrial Development Corporation,12/31/2011,?,University of Rochester,ROCHESTER,NY,14627.0,1.6166E8,09/01/2011,4.11,2041.0,0.0,NaN,1.6166E8,Commercial Property Construction/Acquisition/Revitalization/Improvement,Yes,142.0,0.0,No
Monroe County Industrial Development Corporation,12/31/2011,?,St. John Fisher College,ROCHESTER,NY,14618.0,1.3855E7,01/01/2011,0.5,2043.0,130000.0,NaN,1.3725E7,Residential Property Construction/Acquisition/Rehabilitation/Improvement,No,NaN,NaN,No
Monroe County Industrial Development Corporation,12/31/2011,?,Gates Volunteer Ambulance Service Inc.,ROCHESTER,NY,14624.0,250000.0,06/23/2011,4.86,2031.0,0.0,NaN,250000.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
Monroe County Industrial Development Corporation,12/31/2012,?,1000 Lee Road LLC,ROCHESTER,NY,14615.0,8375000.0,12/15/2010,3.2,2031.0,0.0,0.0,8375000.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,Yes,50.0,177.0,No
Monroe County Industrial Development Corporation,12/31/2012,?,DePaul Properties Inc.,ROCHESTER,NY,14624.0,9410000.0,12/02/2010,5.51,2026.0,420000.0,604465.0,8385535.0,Residential Property Construction/Acquisition/Rehabilitation/Improvement,No,NaN,NaN,No
Monroe County Industrial Development Corporation,12/31/2012,?,Easter Seals New York,ROCHESTER,NY,14623.0,5250000.0,12/29/2010,0.0,2040.0,117240.0,0.0,5132760.0,Residential Property Construction/Acquisition/Rehabilitation/Improvement,Yes,109.0,89.0,No
Monroe County Industrial Development Corporation,12/31/2012,?,St. Ann s Home for the Aged,ROCHESTER,NY,14621.0,1.72E7,12/16/2010,5.78,2040.0,0.0,0.0,1.72E7,Residential Property Construction/Acquisition/Rehabilitation/Improvement,No,NaN,NaN,No
Monroe County Industrial Development Corporation,12/31/2012,?,St. Ann s Nursing Home Company Inc.,ROCHESTER,NY,14621.0,1.6085E7,12/16/2010,5.78,2040.0,0.0,0.0,1.6085E7,Residential Property Construction/Acquisition/Rehabilitation/Improvement,No,NaN,NaN,No
Monroe County Industrial Development Corporation,12/31/2012,?,The Unity Hospital of Rochester,ROCHESTER,NY,14611.0,2.0525E8,11/05/2010,0.0,2032.0,0.0,0.0,2.0525E8,Residential Property Construction/Acquisition/Rehabilitation/Improvement,No,NaN,NaN,No
Monroe County Industrial Development Corporation,12/31/2012,?,SJH Community Services Inc.,ROCHESTER,NY,14620.0,1.9275E7,12/30/2010,0.0,2037.0,224127.0,0.0,1.9050873E7,Residential Property Construction/Acquisition/Rehabilitation/Improvement,No,NaN,NaN,No
Monroe County Industrial Development Corporation,12/31/2012,?,Gates Volunteer Ambulance Service Inc.,ROCHESTER,NY,14624.0,3600000.0,09/02/2010,0.0,2030.0,214146.0,0.0,3385854.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
Monroe County Industrial Development Corporation,12/31/2012,?,Heritage Christian Services Inc.,EAST ROCHESTER,NY,14445.0,2500000.0,11/19/2010,3.91,2035.0,96000.0,40000.0,2364000.0,Residential Property Construction/Acquisition/Rehabilitation/Improvement,No,NaN,NaN,No
Monroe County Industrial Development Corporation,12/31/2012,?,University of Rochester,ROCHESTER,NY,14627.0,1.6166E8,09/01/2011,4.11,2041.0,3460000.0,0.0,1.582E8,Commercial Property Construction/Acquisition/Revitalization/Improvement,Yes,142.0,0.0,No
Monroe County Industrial Development Corporation,12/31/2012,?,Park Ridge Housing Inc.,ROCHESTER,NY,14626.0,3.0E7,04/28/2011,4.34,2041.0,220000.0,105000.0,2.9675E7,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
Monroe County Industrial Development Corporation,12/31/2012,?,St. John Fisher College,ROCHESTER,NY,14618.0,1.3855E7,01/01/2011,0.5,2043.0,345000.0,130000.0,1.338E7,Residential Property Construction/Acquisition/Rehabilitation/Improvement,No,NaN,NaN,No
Monroe County Industrial Development Corporation,12/31/2012,?,Gates Volunteer Ambulance Service Inc.,ROCHESTER,NY,14624.0,250000.0,06/23/2011,4.86,2031.0,10461.0,0.0,239539.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
Monroe County Industrial Development Corporation,12/31/2012,?,Nazareth College of Rochester,ROCHESTER,NY,14618.0,2.3765E7,08/04/2011,5.0,2041.0,785000.0,525000.0,2.2455E7,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
Niagara Tobacco Asset Securitization Corporation,12/31/2013,No,?,?,?,NaN,NaN,?,NaN,NaN,NaN,NaN,NaN,?,?,NaN,NaN,?
Monroe County Industrial Development Corporation,12/31/2012,?,St. John Fisher College,ROCHESTER,NY,14618.0,2.368E7,06/01/2012,3.1,2025.0,0.0,NaN,2.368E7,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
Monroe County Industrial Development Corporation,12/31/2012,?,Community Facilities, Inc.,ROCHESTER,NY,14624.0,3900000.0,12/17/2012,1.87,2029.0,0.0,NaN,3900000.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
Monroe County Industrial Development Corporation,12/31/2013,?,Community Facilities, Inc.,ROCHESTER,NY,14624.0,3900000.0,12/17/2012,1.87,2029.0,223438.0,0.0,3676562.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
Monroe County Industrial Development Corporation,12/31/2013,?,1000 Lee Road LLC,ROCHESTER,NY,14615.0,8375000.0,12/15/2010,3.2,2031.0,717500.0,0.0,7657500.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,Yes,50.0,200.0,No
Monroe County Industrial Development Corporation,12/31/2013,?,DePaul Properties Inc.,ROCHESTER,NY,14624.0,9410000.0,12/02/2010,5.51,2026.0,445000.0,1024465.0,7940535.0,Residential Property Construction/Acquisition/Rehabilitation/Improvement,No,NaN,NaN,No
Monroe County Industrial Development Corporation,12/31/2013,?,Easter Seals New York,ROCHESTER,NY,14623.0,5250000.0,12/29/2010,0.0,2040.0,120600.0,117240.0,5012160.0,Residential Property Construction/Acquisition/Rehabilitation/Improvement,Yes,109.0,116.0,No
Monroe County Industrial Development Corporation,12/31/2013,?,St. Ann s Home for the Aged,ROCHESTER,NY,14621.0,1.72E7,12/16/2010,5.78,2040.0,270000.0,0.0,1.693E7,Residential Property Construction/Acquisition/Rehabilitation/Improvement,No,NaN,NaN,No
Monroe County Industrial Development Corporation,12/31/2013,?,St. Ann s Nursing Home Company Inc.,ROCHESTER,NY,14621.0,1.6085E7,12/16/2010,5.78,2040.0,255000.0,0.0,1.583E7,Residential Property Construction/Acquisition/Rehabilitation/Improvement,No,NaN,NaN,No
Monroe County Industrial Development Corporation,12/31/2013,?,The Unity Hospital of Rochester,ROCHESTER,NY,14611.0,2.0525E8,11/05/2010,0.0,2032.0,0.0,0.0,2.0525E8,Residential Property Construction/Acquisition/Rehabilitation/Improvement,No,NaN,NaN,No
Monroe County Industrial Development Corporation,12/31/2013,?,SJH Community Services Inc.,ROCHESTER,NY,14620.0,1.9275E7,12/30/2010,0.0,2037.0,464310.0,224127.0,1.8586563E7,Residential Property Construction/Acquisition/Rehabilitation/Improvement,No,NaN,NaN,No
Monroe County Industrial Development Corporation,12/31/2013,?,Gates Volunteer Ambulance Service Inc.,ROCHESTER,NY,14624.0,3600000.0,09/02/2010,0.0,2030.0,133205.0,214146.0,3252649.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
Monroe County Industrial Development Corporation,12/31/2013,?,Heritage Christian Services Inc.,EAST ROCHESTER,NY,14445.0,2500000.0,11/19/2010,3.91,2035.0,97000.0,136000.0,2267000.0,Residential Property Construction/Acquisition/Rehabilitation/Improvement,No,NaN,NaN,No
Monroe County Industrial Development Corporation,12/31/2013,?,University of Rochester,ROCHESTER,NY,14627.0,1.6166E8,09/01/2011,4.11,2041.0,4515000.0,3460000.0,1.53685E8,Commercial Property Construction/Acquisition/Revitalization/Improvement,Yes,142.0,1148.0,No
Monroe County Industrial Development Corporation,12/31/2013,?,Park Ridge Housing Inc.,ROCHESTER,NY,14626.0,3.0E7,04/28/2011,4.34,2041.0,385000.0,325000.0,2.929E7,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
Monroe County Industrial Development Corporation,12/31/2013,?,St. John Fisher College,ROCHESTER,NY,14618.0,1.3855E7,01/01/2011,0.5,2043.0,355000.0,475000.0,1.3025E7,Residential Property Construction/Acquisition/Rehabilitation/Improvement,No,NaN,NaN,No
Monroe County Industrial Development Corporation,12/31/2013,?,Gates Volunteer Ambulance Service Inc.,ROCHESTER,NY,14624.0,250000.0,06/23/2011,4.86,2031.0,8431.0,10461.0,231108.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
Monroe County Industrial Development Corporation,12/31/2013,?,Nazareth College of Rochester,ROCHESTER,NY,14618.0,2.3765E7,08/04/2011,5.0,2041.0,800000.0,1310000.0,2.1655E7,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
Monroe County Industrial Development Corporation,12/31/2013,?,St. John Fisher College,ROCHESTER,NY,14618.0,2.368E7,06/01/2012,3.1,2025.0,1595000.0,0.0,2.2085E7,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
Monroe County Industrial Development Corporation,12/31/2013,?,ABVI - Goodwill Industries of Greater Rochester, Inc.,ROCHESTER,NY,14620.0,6516000.0,02/08/2013,1.51,2018.0,133830.0,NaN,6382170.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
Monroe County Industrial Development Corporation,12/31/2013,?,Rochester General Hospital,ROCHESTER,NY,14621.0,1.0152E8,02/27/2013,1.5,2042.0,4135000.0,NaN,9.7385E7,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
Monroe County Industrial Development Corporation,12/31/2013,?,Nazareth College of Rochester,ROCHESTER,NY,14618.0,1.82E7,06/13/2013,3.0,2031.0,1150000.0,NaN,1.705E7,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
Monroe County Industrial Development Corporation,12/31/2013,?,University of Rochester,ROCHESTER,NY,14611.0,2.6449E8,09/10/2013,3.0,2043.0,0.0,NaN,2.6449E8,Commercial Property Construction/Acquisition/Revitalization/Improvement,Yes,0.0,0.0,No
Monroe County Industrial Development Corporation,12/31/2014,?,Community Facilities, Inc.,ROCHESTER,NY,14624.0,3900000.0,12/17/2012,1.87,2029.0,243750.0,223438.0,3432812.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
Monroe County Industrial Development Corporation,12/31/2014,?,1000 Lee Road LLC,ROCHESTER,NY,14615.0,8375000.0,12/15/2010,3.2,2031.0,337500.0,717500.0,7320000.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,Yes,50.0,556.0,No
Monroe County Industrial Development Corporation,12/31/2014,?,DePaul Properties Inc.,ROCHESTER,NY,14624.0,9410000.0,12/02/2010,5.51,2026.0,470000.0,1469465.0,7470535.0,Residential Property Construction/Acquisition/Rehabilitation/Improvement,No,NaN,NaN,No
Monroe County Industrial Development Corporation,12/31/2014,?,Easter Seals New York,ROCHESTER,NY,14623.0,5250000.0,12/29/2010,0.0,2040.0,124200.0,237840.0,4887960.0,Residential Property Construction/Acquisition/Rehabilitation/Improvement,Yes,109.0,168.0,No
Niagara Tobacco Asset Securitization Corporation,12/31/2014,No,?,?,?,NaN,NaN,?,NaN,NaN,NaN,NaN,NaN,?,?,NaN,NaN,?
Monroe County Industrial Development Corporation,12/31/2014,?,St. Ann s Home for the Aged,ROCHESTER,NY,14621.0,1.72E7,12/16/2010,5.78,2040.0,1.693E7,270000.0,0.0,Residential Property Construction/Acquisition/Rehabilitation/Improvement,No,NaN,NaN,Yes
Monroe County Industrial Development Corporation,12/31/2014,?,St. Ann s Nursing Home Company Inc.,ROCHESTER,NY,14621.0,1.6085E7,12/16/2010,5.78,2040.0,1.583E7,255000.0,0.0,Residential Property Construction/Acquisition/Rehabilitation/Improvement,No,NaN,NaN,Yes
Monroe County Industrial Development Corporation,12/31/2014,?,The Unity Hospital of Rochester,ROCHESTER,NY,14611.0,2.0525E8,11/05/2010,0.0,2032.0,0.0,0.0,2.0525E8,Residential Property Construction/Acquisition/Rehabilitation/Improvement,No,NaN,NaN,No
Monroe County Industrial Development Corporation,12/31/2014,?,SJH Community Services Inc.,ROCHESTER,NY,14620.0,1.9275E7,12/30/2010,0.0,2037.0,483494.0,688437.0,1.8103069E7,Residential Property Construction/Acquisition/Rehabilitation/Improvement,No,NaN,NaN,No
Monroe County Industrial Development Corporation,12/31/2014,?,Gates Volunteer Ambulance Service Inc.,ROCHESTER,NY,14624.0,3600000.0,09/02/2010,0.0,2030.0,131681.0,347351.0,3120968.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
Monroe County Industrial Development Corporation,12/31/2014,?,Heritage Christian Services Inc.,EAST ROCHESTER,NY,14445.0,2500000.0,11/19/2010,3.91,2035.0,102000.0,233000.0,2165000.0,Residential Property Construction/Acquisition/Rehabilitation/Improvement,No,NaN,NaN,No
Monroe County Industrial Development Corporation,12/31/2014,?,University of Rochester,ROCHESTER,NY,14627.0,1.6166E8,09/01/2011,4.11,2041.0,4130000.0,7975000.0,1.49555E8,Commercial Property Construction/Acquisition/Revitalization/Improvement,Yes,142.0,1674.0,No
Monroe County Industrial Development Corporation,12/31/2014,?,Park Ridge Housing Inc.,ROCHESTER,NY,14626.0,3.0E7,04/28/2011,4.34,2041.0,580000.0,710000.0,2.871E7,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
Monroe County Industrial Development Corporation,12/31/2014,?,St. John Fisher College,ROCHESTER,NY,14618.0,1.3855E7,01/01/2011,0.5,2043.0,370000.0,830000.0,1.2655E7,Residential Property Construction/Acquisition/Rehabilitation/Improvement,No,NaN,NaN,No
Monroe County Industrial Development Corporation,12/31/2014,?,Gates Volunteer Ambulance Service Inc.,ROCHESTER,NY,14624.0,250000.0,06/23/2011,4.86,2031.0,8510.0,18892.0,222598.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
Monroe County Industrial Development Corporation,12/31/2014,?,Nazareth College of Rochester,ROCHESTER,NY,14618.0,2.3765E7,08/04/2011,5.0,2041.0,825000.0,2110000.0,2.083E7,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
Monroe County Industrial Development Corporation,12/31/2014,?,St. John Fisher College,ROCHESTER,NY,14618.0,2.368E7,06/01/2012,3.1,2025.0,1635000.0,1595000.0,2.045E7,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
Monroe County Industrial Development Corporation,12/31/2014,?,ABVI - Goodwill Industries of Greater Rochester, Inc.,ROCHESTER,NY,14620.0,6516000.0,02/08/2013,1.51,2018.0,183940.0,133830.0,6198230.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
Monroe County Industrial Development Corporation,12/31/2014,?,Rochester General Hospital,ROCHESTER,NY,14621.0,1.0152E8,02/27/2013,1.5,2042.0,3705000.0,4135000.0,9.368E7,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
Monroe County Industrial Development Corporation,12/31/2014,?,Nazareth College of Rochester,ROCHESTER,NY,14618.0,1.82E7,06/13/2013,3.0,2031.0,1200000.0,1150000.0,1.585E7,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
Monroe County Industrial Development Corporation,12/31/2014,?,University of Rochester,ROCHESTER,NY,14611.0,2.6449E8,09/10/2013,3.0,2043.0,2275000.0,0.0,2.62215E8,Commercial Property Construction/Acquisition/Revitalization/Improvement,Yes,0.0,0.0,No
Monroe County Industrial Development Corporation,12/31/2014,?,Monroe Community College Association, Inc.,ROCHESTER,NY,14623.0,3.4335E7,04/10/2014,4.43,2038.0,0.0,NaN,3.4335E7,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
Monroe County Industrial Development Corporation,12/31/2014,?,St. Ann s of Greater Rochester, Inc.,ROCHESTER,NY,14621.0,7.4609414E7,10/01/2014,2.85,2045.0,0.0,NaN,7.4609414E7,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
Monroe County Industrial Development Corporation,12/31/2014,?,Roberts Wesleyan College,ROCHESTER,NY,14624.0,2.6E7,03/14/2014,3.75,2034.0,0.0,NaN,2.6E7,Commercial Property Construction/Acquisition/Revitalization/Improvement,Yes,4.0,353.0,No
Monroe County Industrial Development Corporation,12/31/2014,?,St. John Fisher College,ROCHESTER,NY,14618.0,1.7E7,03/26/2014,4.81,2044.0,0.0,NaN,1.7E7,Commercial Property Construction/Acquisition/Revitalization/Improvement,Yes,65.0,16.0,No
Monroe County Industrial Development Corporation,12/31/2015,?,Community Facilities, Inc.,ROCHESTER,NY,14624.0,3900000.0,12/17/2012,1.87,2029.0,243749.0,467188.0,3189063.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
Monroe County Industrial Development Corporation,12/31/2015,?,1000 Lee Road LLC,ROCHESTER,NY,14615.0,8375000.0,12/15/2010,3.2,2031.0,379584.0,1055000.0,6940416.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,Yes,50.0,50.0,No
Monroe County Industrial Development Corporation,12/31/2015,?,DePaul Properties Inc.,ROCHESTER,NY,14624.0,9410000.0,12/02/2010,5.51,2026.0,7470535.0,1939465.0,0.0,Residential Property Construction/Acquisition/Rehabilitation/Improvement,No,NaN,NaN,Yes
Monroe County Industrial Development Corporation,12/31/2015,?,Easter Seals New York,ROCHESTER,NY,14623.0,5250000.0,12/29/2010,0.0,2040.0,127800.0,362040.0,4760160.0,Residential Property Construction/Acquisition/Rehabilitation/Improvement,Yes,109.0,109.0,No
Monroe County Industrial Development Corporation,12/31/2015,?,The Unity Hospital of Rochester,ROCHESTER,NY,14611.0,2.0525E8,11/05/2010,0.0,2032.0,4530000.0,0.0,2.0072E8,Residential Property Construction/Acquisition/Rehabilitation/Improvement,No,NaN,NaN,No
Monroe County Industrial Development Corporation,12/31/2015,?,SJH Community Services Inc.,ROCHESTER,NY,14620.0,1.9275E7,12/30/2010,0.0,2037.0,1.8103069E7,1171931.0,0.0,Residential Property Construction/Acquisition/Rehabilitation/Improvement,No,NaN,NaN,Yes
Monroe County Industrial Development Corporation,12/31/2015,?,Gates Volunteer Ambulance Service Inc.,ROCHESTER,NY,14624.0,3600000.0,09/02/2010,0.0,2030.0,138534.0,479032.0,2982434.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
Monroe County Industrial Development Corporation,12/31/2015,?,Heritage Christian Services Inc.,EAST ROCHESTER,NY,14445.0,2500000.0,11/19/2010,3.91,2035.0,116000.0,335000.0,2049000.0,Residential Property Construction/Acquisition/Rehabilitation/Improvement,No,NaN,NaN,No
Monroe County Industrial Development Corporation,12/31/2015,?,University of Rochester,ROCHESTER,NY,14627.0,1.6166E8,09/01/2011,4.11,2041.0,5195000.0,1.2105E7,1.4436E8,Commercial Property Construction/Acquisition/Revitalization/Improvement,Yes,142.0,849.0,No
Monroe County Industrial Development Corporation,12/31/2015,?,Park Ridge Housing Inc.,ROCHESTER,NY,14626.0,3.0E7,04/28/2011,4.34,2041.0,585000.0,1290000.0,2.8125E7,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
Monroe County Industrial Development Corporation,12/31/2015,?,St. John Fisher College,ROCHESTER,NY,14618.0,1.3855E7,01/01/2011,0.5,2043.0,380000.0,1200000.0,1.2275E7,Residential Property Construction/Acquisition/Rehabilitation/Improvement,No,NaN,NaN,No
Monroe County Industrial Development Corporation,12/31/2015,?,Gates Volunteer Ambulance Service Inc.,ROCHESTER,NY,14624.0,250000.0,06/23/2011,4.86,2031.0,8939.0,27402.0,213659.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
Monroe County Industrial Development Corporation,12/31/2015,?,Nazareth College of Rochester,ROCHESTER,NY,14618.0,2.3765E7,08/04/2011,5.0,2041.0,1055000.0,2935000.0,1.9775E7,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
Monroe County Industrial Development Corporation,12/31/2015,?,St. John Fisher College,ROCHESTER,NY,14618.0,2.368E7,06/01/2012,3.1,2025.0,1690000.0,3230000.0,1.876E7,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
Monroe County Industrial Development Corporation,12/31/2015,?,ABVI - Goodwill Industries of Greater Rochester, Inc.,ROCHESTER,NY,14620.0,6516000.0,02/08/2013,1.51,2018.0,189423.0,317770.0,6008807.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
Monroe County Industrial Development Corporation,12/31/2015,?,Rochester General Hospital,ROCHESTER,NY,14621.0,1.0152E8,02/27/2013,1.5,2042.0,3040000.0,7840000.0,9.064E7,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
Monroe County Industrial Development Corporation,12/31/2015,?,Nazareth College of Rochester,ROCHESTER,NY,14618.0,1.82E7,06/13/2013,3.0,2031.0,1235000.0,2350000.0,1.4615E7,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
Monroe County Industrial Development Corporation,12/31/2015,?,University of Rochester,ROCHESTER,NY,14611.0,2.6449E8,09/10/2013,3.0,2043.0,3730000.0,2275000.0,2.58485E8,Commercial Property Construction/Acquisition/Revitalization/Improvement,Yes,0.0,0.0,No
Monroe County Industrial Development Corporation,12/31/2015,?,Monroe Community College Association, Inc.,ROCHESTER,NY,14623.0,3.4335E7,04/10/2014,4.43,2038.0,1100000.0,0.0,3.3235E7,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
Monroe County Industrial Development Corporation,12/31/2015,?,St. Ann s of Greater Rochester, Inc.,ROCHESTER,NY,14621.0,7.4609414E7,10/01/2014,2.85,2045.0,2855751.0,0.0,7.1753663E7,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
Monroe County Industrial Development Corporation,12/31/2015,?,Roberts Wesleyan College,ROCHESTER,NY,14624.0,2.6E7,03/14/2014,3.75,2034.0,0.0,0.0,2.6E7,Commercial Property Construction/Acquisition/Revitalization/Improvement,Yes,4.0,4.0,No
Monroe County Industrial Development Corporation,12/31/2015,?,St. John Fisher College,ROCHESTER,NY,14618.0,1.7E7,03/26/2014,4.81,2044.0,0.0,0.0,1.7E7,Commercial Property Construction/Acquisition/Revitalization/Improvement,Yes,65.0,25.0,No
Monroe County Industrial Development Corporation,12/31/2015,?,DePaul Properties, Inc.,ROCHESTER,NY,14624.0,8080000.0,10/22/2015,4.0,2045.0,0.0,NaN,8080000.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
Monroe County Industrial Development Corporation,12/31/2015,?,Highland Hospital of Rochester,ROCHESTER,NY,14620.0,3.8645E7,09/24/2015,3.0,2045.0,0.0,NaN,3.8645E7,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
Monroe County Industrial Development Corporation,12/31/2015,?,SJH Community Services, Inc.,ROCHESTER,NY,14618.0,3.4586755E7,07/29/2015,3.4,2045.0,233150.0,NaN,3.4353605E7,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
