Fire Department Name,Fire Department Code,Address,City,State,Zip Code,County Code,County Name,Phone Number,Latitude,Longitude,Location 1
WANTAGH FIRE DEPARTMENT,30067.0,2995 JERUSALEM AVENUE,WANTAGH,NY,11793,30.0,Nassau,5.16785018E9,40.69213,-73.520904,(40.69213, -73.520904)
WESTBURY FIRE DEPARTMENT,30068.0,355 MAPLE AVENUE,WESTBURY,NY,11590,30.0,Nassau,5.163347968E9,40.756102,-73.585761,(40.756102, -73.585761)
WEST HEMPSTEAD FIRE DEPARTMENT,30069.0,295 HEMPSTEAD TURNPIKE,WEST HEMPSTEAD,NY,11552,30.0,Nassau,5.164868846E9,40.704985,-73.648985,(40.704985, -73.648985)
WILLISTON PARK FIRE DEPARTMENT,30070.0,454 WILLIS AVENUE,WILLISTON PARK,NY,11596,30.0,Nassau,5.167428535E9,40.75578,-73.644783,(40.75578, -73.644783)
WOODMERE FIRE DEPARTMENT,30071.0,20 IRVING PLACE,WOODMERE,NY,11598,30.0,Nassau,5.163742105E9,40.631159,-73.708406,(40.631159, -73.708406)
ADAMS FIRE DEPARTMENT,32001.0,7113 NASH ROAD,NORTH TONAWANDA,NY,14120,32.0,Niagara,7.166923212E9,43.080923,-78.865808,(43.080923, -78.865808)
BARKER FIRE DEPARTMENT,32002.0,1660 QUAKER ROAD,BARKER,NY,14012,32.0,Niagara,7.167953011E9,43.331699,-78.554952,(43.331699, -78.554952)
BERGHOLTZ FIRE DEPARTMENT,32003.0,2470 NIAGARA RD,NIAGARA FALLS,NY,14304,32.0,Niagara,7.167314848E9,43.102877,-78.911855,(43.102877, -78.911855)
CAMBRIA FIRE DEPARTMENT,32004.0,4631 CAMBRIA WILSON RD,LOCKPORT,NY,14094,32.0,Niagara,7.164348948E9,43.190407,-78.822773,(43.190407, -78.822773)
FRONTIER FIRE DEPARTMENT,32005.0,2176 LIBERTY DR,NIAGARA FALLS,NY,14304,32.0,Niagara,7.1628357E9,43.073545,-78.93181,(43.073545, -78.93181)
GASPORT FIRE DEPARTMENT,32006.0,8412 STATE ST BOX 345,GASPORT,NY,14067,32.0,Niagara,7.167727751E9,43.19942,-78.573716,(43.19942, -78.573716)
LEWISTON FIRE DEPARTMENT #1,32007.0,145 N 6TH ST PO BOX 748,LEWISTON,NY,14092,32.0,Niagara,7.16754218E9,43.173447,-79.040021,(43.173447, -79.040021)
LEWISTON FIRE DEPARTMENT #2,32008.0,1705 SAUNDERS-SETTLEMENT RD,NIAGARA FALLS,NY,14304,32.0,Niagara,7.16297005E9,43.138767,-78.964769,(43.138767, -78.964769)
LOCKPORT FIRE DEPARTMENT,32009.0,1 LOCKS PLAZA,LOCKPORT,NY,14094,32.0,Niagara,7.164396724E9,43.169571,-78.695649,(43.169571, -78.695649)
MIDDLEPORT FIRE DEPARTMENT,32010.0,28 MAIN ST PO  BOX 94,MIDDLEPORT,NY,14105,32.0,Niagara,7.167357872E9,NaN,NaN,?
MILLER HOSE FIRE DEPARTMENT,32011.0,2737 MAIN STREET,NEWFANE,NY,14108,32.0,Niagara,7.16778877E9,43.282479,-78.708061,(43.282479, -78.708061)
NIAGARA ACTIVE FIRE DEPARTMENT,32012.0,6010 LOCKPORT ROAD,NIAGARA FALLS,NY,14305,32.0,Niagara,7.1629881E9,43.120507,-78.993551,(43.120507, -78.993551)
NIAGARA FIRE DEPARTMENT #1,32013.0,6010 LOCKPORT RD,NIAGARA FALLS,NY,14305,32.0,Niagara,7.162972209E9,43.120503,-78.993785,(43.120503, -78.993785)
NIAGARA FALLS FIRE DEPARTMENT,32014.0,3115 WALNUT AVE PO BOX 69,NIAGARA FALLS,NY,14302,32.0,Niagara,7.16286472E9,43.093453,-79.024142,(43.093453, -79.024142)
NORTH TONAWANDA FIRE DEPARTMENT,32015.0,495 ZIMMERMAN STREET,NORTH TONAWANDA,NY,14120,32.0,Niagara,7.166932201E9,43.04403,-78.855806,(43.04403, -78.855806)
OLCOTT FIRE DEPARTMENT,32016.0,1691 LOCKPORT OLCOTT ROAD,OLCOTT,NY,14126,32.0,Niagara,7.167789252E9,43.330304,-78.713893,(43.330304, -78.713893)
PEKIN FIRE DEPARTMENT,32017.0,3024 UPPER MTN RD PO BX 521,SANBORN,NY,14132,32.0,Niagara,7.167314777E9,43.169304,-78.880283,(43.169304, -78.880283)
RANSOMVILLE FIRE DEPARTMENT,32018.0,BX239/2521 YNGSTWN LCKPT RD,RANSOMVILLE,NY,14131,32.0,Niagara,7.167914411E9,43.21275,-78.9039,(43.21275, -78.9039)
RAPIDS FIRE DEPARTMENT,32019.0,7195 PLANK ROAD,LOCKPORT,NY,14094,32.0,Niagara,7.164344502E9,43.095862,-78.636603,(43.095862, -78.636603)
ST JOHNSBURG FIRE DEPARTMENT,32020.0,7165 WARD ROAD,NORTH TONAWANDA,NY,14120,32.0,Niagara,7.166933131E9,43.077769,-78.889315,(43.077769, -78.889315)
SANBORN FIRE DEPARTMENT,32021.0,5811 BUFFALO ST   BOX 362,SANBORN,NY,14132,32.0,Niagara,7.167314616E9,43.140312,-78.884712,(43.140312, -78.884712)
SHAWNEE FIRE DEPARTMENT,32022.0,3747 LOCKPORT RD,SANBORN,NY,14132,32.0,Niagara,7.167313666E9,43.126701,-78.84099,(43.126701, -78.84099)
SOUTH LOCKPORT FIRE DEPARTMENT,32023.0,5666 S TRANSIT RD,LOCKPORT,NY,14094,32.0,Niagara,7.164344626E9,43.150573,-78.696939,(43.150573, -78.696939)
SOUTH WILSON FIRE DEPARTMENT,32024.0,4194 CHESTNUT ST,WILSON,NY,14172,32.0,Niagara,7.167516079E9,43.24189,-78.81644,(43.24189, -78.81644)
TERRY S CORNERS FIRE DEPARTMENT,32025.0,7801 CHESTNUT RIDGE RD,GASPORT,NY,14067,32.0,Niagara,7.1643448E9,43.173106,-78.597879,(43.173106, -78.597879)
UPPER MOUNTAIN FIRE DEPARTMENT,32026.0,839 MOYER RD,LEWISTON,NY,14092,32.0,Niagara,7.16297033E9,43.155675,-79.014881,(43.155675, -79.014881)
WENDELVILLE FIRE DEPARTMENT,32027.0,7340 CAMPBELL BLVD,NORTH TONAWANDA,NY,14120,32.0,Niagara,7.166934747E9,43.071968,-78.771036,(43.071968, -78.771036)
WILSON FIRE DEPARTMENT,32028.0,250 YOUNG STREET BOX 609,WILSON,NY,14172,32.0,Niagara,7.167516038E9,43.308949,-78.827467,(43.308949, -78.827467)
WOLCOTTSVILLE FIRE DEPARTMENT,32029.0,6337 WOLCOTTSVILLE BOX 189,AKRON,NY,14001-0189,32.0,Niagara,7.165424422E9,43.117593,-78.517688,(43.117593, -78.517688)
WRIGHTS CORNERS FIRE DEPT,32030.0,4043 LAKE AVE,LOCKPORT,NY,14094,32.0,Niagara,7.164396496E9,43.216172,-78.67664,(43.216172, -78.67664)
YOUNGSTOWN FIRE DEPARTMENT,32031.0,625 THIRD ST BOX 387,YOUNGSTOWN,NY,14174,32.0,Niagara,7.167453324E9,43.246185,-79.04691,(43.246185, -79.04691)
HARTLAND FIRE DEPT,32033.0,8945 RIDGE ROAD,GASPORT,NY,14067,32.0,Niagara,7.167353283E9,43.242525,-78.532766,(43.242525, -78.532766)
BOONVILLE FIRE DEPARTMENT,33002.0,PO BOX 164,BOONVILLE,NY,13309,33.0,Oneida,3.159425389E9,43.482408,-75.333189,(43.482408, -75.333189)
BRIDGEWATER FIRE DEPARTMENT,33003.0,BOX 365,BRIDGEWATER,NY,13313,33.0,Oneida,NaN,42.879282,-75.254596,(42.879282, -75.254596)
CAMDEN FIRE DEPARTMENT,33004.0,14 CHURCH ST,CAMDEN,NY,13316,33.0,Oneida,3.15245056E9,43.336046,-75.746113,(43.336046, -75.746113)
CASSVILLE FIRE DEPARTMENT,33005.0,1907 STATE ROUTE 8,CASSVILLE,NY,13318,33.0,Oneida,NaN,42.943363,-75.251415,(42.943363, -75.251415)
CLARK MILLS FIRE DEPARTMENT,33006.0,7715 MAIN ST PO BOX 0,CLARK MILLS,NY,13321,33.0,Oneida,3.158538008E9,NaN,NaN,?
CLAYVILLE FIRE DEPARTMENT,33007.0,2246 ONEIDA STREET,CLAYVILLE,NY,13322,33.0,Oneida,3.158395277E9,42.974845,-75.24835,(42.974845, -75.24835)
CLINTON FIRE DEPARTMENT,33008.0,PO BOX 134,CLINTON,NY,13323,33.0,Oneida,3.158535031E9,43.04927,-75.37878,(43.04927, -75.37878)
DEANSBORO FIRE DEPARTMENT,33009.0,PO BOX 83,DEANSBORO,NY,13328,33.0,Oneida,NaN,42.98434,-75.41957,(42.98434, -75.41957)
DURHAMVILLE FIRE DEPARTMENT,33010.0,5302 CHURCH STREET,DURHAMVILLE,NY,13054,33.0,Oneida,3.153636467E9,43.118792,-75.66935,(43.118792, -75.66935)
DEERFIELD FIRE DEPARTMENT,33011.0,5476 TRENTON RD,DEERFIELD,NY,13502,33.0,Oneida,3.157322693E9,43.126975,-75.210765,(43.126975, -75.210765)
FLORENCE FIRE DEPARTMENT,33012.0,R D #3 CAMDEN  BOX 176,FLORENCE,NY,13316,33.0,Oneida,3.152451028E9,43.442782,-75.753987,(43.442782, -75.753987)
FLOYD FIRE DEPARTMENT,33013.0,CAMRODEN ROAD,ROME,NY,13440,33.0,Oneida,NaN,43.220014,-75.334565,(43.220014, -75.334565)
FORESTPORT FIRE DEPARTMENT,33014.0,11965 RIVER ROAD,FORESTPORT,NY,13338,33.0,Oneida,3.153924741E9,43.442565,-75.206976,(43.442565, -75.206976)
HOLLAND PATENT FIRE DEPARTMENT,33015.0,PO BOX 12,HOLLAND PATENT,NY,13354,33.0,Oneida,3.1586582E9,43.242471,-75.257263,(43.242471, -75.257263)
LAKE DELTA FIRE DEPARTMENT,33017.0,PO BOX 596,ROME,NY,13442,33.0,Oneida,3.153372809E9,43.275395,-75.448846,(43.275395, -75.448846)
LEE CENTER FIRE DEPARTMENT,33018.0,5220 BROOKFIELD RD POB 194,LEE CENTER,NY,13363,33.0,Oneida,3.153375929E9,43.303239,-75.513637,(43.303239, -75.513637)
MAYNARD FIRE DEPARTMENT,33019.0,PO BOX 377,MARCY,NY,13403,33.0,Oneida,3.157328181E9,43.136575,-75.259185,(43.136575, -75.259185)
MC CONNELLSVILLE FIRE DEPT,33020.0,PO BOX 39,MC CONNELLSVILLE,NY,13401,33.0,Oneida,3.152454621E9,43.273584,-75.693793,(43.273584, -75.693793)
NEW HARTFORD FIRE DEPARTMENT,33021.0,PO BOX 328,NEW HARTFORD,NY,13413,33.0,Oneida,3.157363182E9,43.072263,-75.287322,(43.072263, -75.287322)
NEW LONDON FIRE DEPARTMENT,33022.0,PO BOX 4421,ROME,NY,13442,33.0,Oneida,3.153390918E9,43.22014,-75.45029,(43.22014, -75.45029)
NEW YORK MILLS FIRE DEPARTMENT,33023.0,1 MAPLE STREET,NEW YORK MILLS,NY,13417,33.0,Oneida,3.157239554E9,43.103548,-75.292839,(43.103548, -75.292839)
NORTH BAY FIRE DEPARTMENT,33024.0,2114 STATE RT 49,NORTH BAY,NY,13123,33.0,Oneida,3.152455007E9,43.23046,-75.74809,(43.23046, -75.74809)
ONEIDA CASTLE FIRE DEPARTMENT,33025.0,3989 SHOLTZ ROAD,ONEIDA CASTLE,NY,13421,33.0,Oneida,3.153634406E9,43.07952,-75.636561,(43.07952, -75.636561)
ORISKANY FIRE DEPARTMENT,33026.0,708 UTICA ST PO BOX 217,ORISKANY,NY,13424,33.0,Oneida,3.157363221E9,43.16121,-75.3667,(43.16121, -75.3667)
ORISKANY FALLS FIRE DEPARTMENT,33027.0,MADISON STREET,ORISKANY FALLS,NY,13425,33.0,Oneida,3.158217855E9,42.933726,-75.466416,(42.933726, -75.466416)
OTTER LAKE FIRE DEPARTMENT,33028.0,13853 ROUTE 28,OTTER LAKE,NY,13427,33.0,Oneida,3.153693668E9,43.47537,-75.09455,(43.47537, -75.09455)
PARIS HILL FIRE DEPARTMENT,33029.0,2845 ROUTE 12,PARIS,NY,13456,33.0,Oneida,3.157375169E9,43.0046,-75.26014,(43.0046, -75.26014)
PROSPECT FIRE DEPARTMENT,33032.0,PO BOX 66,PROSPECT,NY,13435,33.0,Oneida,3.158966514E9,43.35137,-75.18775,(43.35137, -75.18775)
REMSEN FIRE DEPARTMENT,33033.0,MAIN STREET PO BOX 299,REMSEN,NY,13438,33.0,Oneida,3.158312131E9,43.326844,-75.186844,(43.326844, -75.186844)
ROME FIRE DEPARTMENT,33034.0,158 BLACK RIVER BLVD,ROME,NY,13440,33.0,Oneida,3.153397784E9,43.211391,-75.452785,(43.211391, -75.452785)
SAUQUOIT FIRE DEPARTMENT,33036.0,PINNACLE ROAD PO BOX 534,SAUQUOIT,NY,13456,33.0,Oneida,3.15737955E9,43.00507,-75.256643,(43.00507, -75.256643)
SHERRILL-KENWOOD FIRE DEPARTMENT,33038.0,373 SHERRILL ROAD,SHERRILL,NY,13461,33.0,Oneida,NaN,43.071933,-75.598668,(43.071933, -75.598668)
STANWIX HEIGHTS FIRE DEPARTMENT,33039.0,6920 DIX ROAD,ROME,NY,13440,33.0,Oneida,NaN,43.180786,-75.430934,(43.180786, -75.430934)
STITTVILLE FIRE DEPARTMENT,33040.0,9069 MAIN ST,STITTVILLE,NY,13469,33.0,Oneida,3.158654531E9,43.222931,-75.286879,(43.222931, -75.286879)
SYLVAN BEACH FIRE DEPARTMENT,33041.0,329 16TH AVENUE,SYLVAN BEACH,NY,13157,33.0,Oneida,NaN,43.199341,-75.728911,(43.199341, -75.728911)
TABERG FIRE DEPARTMENT,33042.0,PO BOX 523,TABERG,NY,13471,33.0,Oneida,3.153378447E9,43.265975,-75.60677,(43.265975, -75.60677)
BARNEVELD FIRE DEPARTMENT,33043.0,PO BOX 480,BARNEVELD,NY,13304,33.0,Oneida,3.15896241E9,43.273658,-75.185024,(43.273658, -75.185024)
UTICA FIRE DEPARTMENT (CITY),33044.0,552 BLEECKER STREET,UTICA,NY,13501,33.0,Oneida,3.157245151E9,43.099461,-75.221847,(43.099461, -75.221847)
VERNON FIRE DEPARTMENT,33045.0,PO BOX 773,VERNON,NY,13476,33.0,Oneida,3.158293475E9,43.079103,-75.540966,(43.079103, -75.540966)
VERONA FIRE DEPARTMENT,33046.0,PO BOX 137,VERONA,NY,13478,33.0,Oneida,3.153636009E9,43.13964,-75.57198,(43.13964, -75.57198)
VIENNA FIRE DEPARTMENT,33047.0,2875 STATE RTE 49,BLOSSVALE,NY,13308,33.0,Oneida,3.152451237E9,43.239521,-75.697047,(43.239521, -75.697047)
WATERVILLE FIRE DEPARTMENT,33048.0,PO BOX 272,WATERVILLE,NY,13480,33.0,Oneida,3.158414521E9,42.91361,-75.38468,(42.91361, -75.38468)
WESTERNVILLE FIRE DEPARTMENT,33049.0,PO BOX 17 / 9305 ST RTE 46,WESTERNVILLE,NY,13486,33.0,Oneida,3.158274242E9,43.34718,-75.34765,(43.34718, -75.34765)
WESTMORELAND FIRE DEPARTMENT,33050.0,PO BOX 478,WESTMORELAND,NY,13490,33.0,Oneida,3.158536884E9,43.10362,-75.43262,(43.10362, -75.43262)
WHITESBORO FIRE DEPARTMENT,33051.0,171 ORISKANY BLVD,WHITESBORO,NY,13492,33.0,Oneida,3.157361238E9,43.117366,-75.291905,(43.117366, -75.291905)
WILLOWVALE FIRE DEPARTMENT,33052.0,3533 BLEACHERY AVENUE,CHADWICKS,NY,13319,33.0,Oneida,NaN,43.031153,-75.27404,(43.031153, -75.27404)
YORKVILLE FIRE DEPARTMENT,33053.0,SIXTH ST AND CALDER AVENUE,YORKVILLE,NY,13495,33.0,Oneida,3.157361523E9,43.112106,-75.278512,(43.112106, -75.278512)
LOWELL VOLUNTEER FIRE DEPARTMENT,33054.0,5783 STATE ROUTE 26,ROME,NY,13440,33.0,Oneida,3.153391034E9,43.133013,-75.500422,(43.133013, -75.500422)
VERNON CENTER VOLUNTEER FD,33055.0,5770 NORTON ROAD,VERNON CENTER,NY,13477,33.0,Oneida,3.158292139E9,43.053952,-75.504459,(43.053952, -75.504459)
WOODGATE VOL FIRE DEPARTMENT,33056.0,BOX 52,WOODGATE,NY,13494,33.0,Oneida,3.153926611E9,43.522315,-75.154821,(43.522315, -75.154821)
AMBER FIRE DEPARTMENT,34001.0,PO BOX 172,MARIETTA,NY,13110,34.0,Onondaga,3.156367741E9,42.87702,-76.26723,(42.87702, -76.26723)
APULIA FIRE DEPARTMENT,34002.0,BOX 96,APULIA STATION,NY,13020,34.0,Onondaga,3.156965636E9,42.81903,-76.07032,(42.81903, -76.07032)
BALDWINSVILLE FIRE DEPARTMENT,34003.0,7911 CREGO RD,BALDWINSVILLE,NY,13027,34.0,Onondaga,3.156358787E9,43.15893,-76.32919,(43.15893, -76.32919)
BELGIUM-COLD SPRING VOL FIRE CO,34004.0,8435 LOOP ROAD,BALDWINSVILLE,NY,13027-8400,34.0,Onondaga,3.156355136E9,43.153843,-76.277072,(43.153843, -76.277072)
BORODINO FIRE DEPARTMENT,34005.0,2500 NUNNERY RD RD #3,SKANEATELES,NY,13152,34.0,Onondaga,3.156733735E9,42.858103,-76.337904,(42.858103, -76.337904)
BREWERTON FIRE DEPARTMENT,34006.0,PO BOX 708,BREWERTON,NY,13029,34.0,Onondaga,3.156767724E9,43.235896,-76.140285,(43.235896, -76.140285)
CAMILLUS FIRE DEPARTMENT,34007.0,5801 NEEWPORT ROAD,CAMILLUS,NY,13031,34.0,Onondaga,3.156724207E9,43.052289,-76.31019,(43.052289, -76.31019)
CICERO FIRE DEPARTMENT,34008.0,MAIN STREET PO BOX 1111,CICERO,NY,13039,34.0,Onondaga,3.156997721E9,43.175815,-76.119476,(43.175815, -76.119476)
CLAY FIRE DEPARTMENT,34009.0,4383 STATE ROUTE 31,CLAY,NY,13041,34.0,Onondaga,3.156524242E9,43.186347,-76.213974,(43.186347, -76.213974)
DELPHI FALLS FIRE DEPARTMENT,34010.0,2260 ORAN-DELPHI ROAD,MANLIUS,NY,13104,34.0,Onondaga,3.156623595E9,42.880805,-75.913713,(42.880805, -75.913713)
DEWITT FIRE DEPARTMENT,34011.0,4500 E GENESEE STREET,DEWITT,NY,13214,34.0,Onondaga,3.154463195E9,43.034653,-76.065396,(43.034653, -76.065396)
EAST SYRACUSE FIRE DEPARTMENT,34012.0,204 NORTH CENTER STREET,EAST SYRACUSE,NY,13057,34.0,Onondaga,3.15671338E9,43.064091,-76.070985,(43.064091, -76.070985)
ELBRIDGE FIRE DEPT,34013.0,275 E MAIN ST PO BOX 250,ELBRIDGE,NY,13060,34.0,Onondaga,3.156893021E9,43.033643,-76.452672,(43.033643, -76.452672)
FABIUS FIRE DEPARTMENT,34014.0,7825 MAIN STREET BOX 60,FABIUS,NY,13063,34.0,Onondaga,3.156835362E9,42.85628,-75.99683,(42.85628, -75.99683)
FAIRMOUNT FIRE DEPARTMENT,34015.0,4611 W GENESEE ST,SYRACUSE,NY,13219,34.0,Onondaga,3.154875811E9,43.044579,-76.247656,(43.044579, -76.247656)
FAYETTEVILLE FIRE DEPARTMENT,34016.0,425 EAST GENESEE STREET,FAYETTEVILLE,NY,13066,34.0,Onondaga,3.156376101E9,43.02976,-76.005992,(43.02976, -76.005992)
HINSDALE FIRE DEPARTMENT,34018.0,113 MALDEN ROAD,MATTYDALE,NY,13211,34.0,Onondaga,3.154552511E9,43.104317,-76.144665,(43.104317, -76.144665)
HOWLETT HILL FIRE DEPARTMENT,34019.0,3384 HOWLETT HILL ROAD,SYRACUSE,NY,13215,34.0,Onondaga,3.156731817E9,42.98659,-76.26076,(42.98659, -76.26076)
JAMESVILLE FIRE DEPARTMENT,34020.0,6486 E SENECA TPK POB 516,JAMESVILLE,NY,13078,34.0,Onondaga,3.154922872E9,42.991646,-76.071983,(42.991646, -76.071983)
JORDAN FIRE DEPARTMENT,34021.0,1 NORTH HAMILTON STREET,JORDAN,NY,13080,34.0,Onondaga,3.156893923E9,43.065627,-76.477049,(43.065627, -76.477049)
KIRKVILLE FIRE COMPANY,34022.0,6225 KIRKVILLE RD N  POB 6,KIRKVILLE,NY,13082,34.0,Onondaga,3.156563093E9,43.071408,-75.950825,(43.071408, -75.950825)
LAFAYETTE FIRE DEPARTMENT,34023.0,2436 ROUTE 11 SO PO BOX 260,LAFAYETTE,NY,13084,34.0,Onondaga,3.1567734E9,42.89281,-76.10546,(42.89281, -76.10546)
LAKESIDE FIRE DEPARTMENT,34024.0,1002 STATE FAIR BLVD POB 69,SYRACUSE,NY,13209,34.0,Onondaga,3.154877218E9,43.099219,-76.247604,(43.099219, -76.247604)
LIVERPOOL VOLUNTEER FIRE DEPT,34025.0,1110 OSWEGO ST,LIVERPOOL,NY,13088,34.0,Onondaga,3.154576347E9,43.111168,-76.211316,(43.111168, -76.211316)
LYNCOURT VOLUNTEER FIRE DEPT,34026.0,2909 COURT STREET,SYRACUSE,NY,13208,34.0,Onondaga,3.15455657E9,43.083325,-76.129547,(43.083325, -76.129547)
LYSANDER FIRE DEPARTMENT,34027.0,664 LAMSON ROAD,BALDWINSVILLE,NY,13027,34.0,Onondaga,3.15678226E9,43.15893,-76.32919,(43.15893, -76.32919)
MANLIUS FIRE DEPARTMENT,34028.0,4 STICKLEY DR PO BOX 236,MANLIUS,NY,13104,34.0,Onondaga,3.156828318E9,43.002049,-75.98375,(43.002049, -75.98375)
MARCELLUS VOLUNTEER FIRE DEPT,34029.0,PO BOX 186,MARCELLUS,NY,13108,34.0,Onondaga,3.156731818E9,42.9825,-76.33878,(42.9825, -76.33878)
MATTYDALE FIRE DEPARTMENT,34030.0,173 EAST MOLLOY ROAD,MATTYDALE,NY,13211,34.0,Onondaga,3.15454009E9,43.097977,-76.141988,(43.097977, -76.141988)
MEMPHIS FIRE DEPARTMENT,34031.0,PO BOX 38,MEMPHIS,NY,13112,34.0,Onondaga,3.156893359E9,43.084042,-76.376164,(43.084042, -76.376164)
MINOA FIRE DEPARTMENT,34032.0,238 N MAIN ST PO BOX 104,MINOA,NY,13116,34.0,Onondaga,3.156569204E9,43.077311,-76.000746,(43.077311, -76.000746)
MOTTVILLE FIRE COMPANY,34033.0,4149 FROST ST PO BOX 9,MOTTVILLE,NY,13119,34.0,Onondaga,3.156853832E9,42.97443,-76.42751,(42.97443, -76.42751)
MOYERS CORNERS VOL FIRE DEPT,34034.0,7697 MORGAN RD,LIVERPOOL,NY,13090,34.0,Onondaga,3.156527733E9,43.144772,-76.207133,(43.144772, -76.207133)
NAVARINO VOLUNTEER FIRE DEPT,34035.0,PO BOX 15004,SYRACUSE,NY,13215,34.0,Onondaga,3.15673326E9,42.929828,-76.273972,(42.929828, -76.273972)
NEDROW FIRE DEPARTMENT,34036.0,6505 SOUTH SALINA STREET,NEDROW,NY,13120,34.0,Onondaga,3.154690053E9,42.977462,-76.141536,(42.977462, -76.141536)
NORTH SYRACUSE FIRE DEPARTMENT,34037.0,109 CHESTNUT STREET,NORTH SYRACUSE,NY,13212,34.0,Onondaga,3.154585345E9,43.13625,-76.130626,(43.13625, -76.130626)
ONONDAGA HILL FIRE DEPARTMENT,34038.0,4831 VELASKO ROAD,SYRACUSE,NY,13215,34.0,Onondaga,3.154929191E9,43.005854,-76.184948,(43.005854, -76.184948)
ONONDAGA NATION FIRE DEPARTMENT,34039.0,ONONDAGA NATION BOX 290,NEDROW,NY,13120,34.0,Onondaga,3.154691384E9,NaN,NaN,?
OTISCO FIRE DEPARTMENT,34040.0,1933 ROUTE 80,TULLY,NY,13159,34.0,Onondaga,3.156968226E9,42.80235,-76.14671,(42.80235, -76.14671)
PLAINVILLE FIRE DEPARTMENT,34041.0,767 W GENESEE RD PO BOX 286,PLAINVILLE,NY,13137,34.0,Onondaga,3.156382994E9,43.15956,-76.44717,(43.15956, -76.44717)
POMPEY HILL FIRE DEPARTMENT,34042.0,7407 ACADEMY ST PO BOX 112,POMPEY,NY,13138,34.0,Onondaga,3.156773212E9,42.90128,-76.01134,(42.90128, -76.01134)
SENECA RIVER FIRE DEPARTMENT,34043.0,3457 HAYES ROAD,BALDWINSVILLE,NY,13027,34.0,Onondaga,3.156223369E9,43.125649,-76.272387,(43.125649, -76.272387)
SENTINEL HEIGHTS FIRE DEPT,34044.0,4200 DAVE TILDEN ROAD,JAMESVILLE,NY,13078,34.0,Onondaga,3.154693653E9,42.974293,-76.120474,(42.974293, -76.120474)
SKANEATELES FIRE DEPARTMENT,34045.0,77 W GENESEE STREET,SKANEATELES,NY,13152-1065,34.0,Onondaga,3.156853496E9,42.947581,-76.431953,(42.947581, -76.431953)
SOLVAY FIRE DEPARTMENT,34046.0,PO BOX 123,SOLVAY,NY,13209,34.0,Onondaga,3.154681313E9,43.062059,-76.209117,(43.062059, -76.209117)
SOUTH BAY VOLUNTEER FIRE DEPT,34047.0,8819 CICERO CENTER RD,CICERO,NY,13039,34.0,Onondaga,3.156992893E9,43.193937,-76.041651,(43.193937, -76.041651)
SOUTH ONONDAGA FIRE DEPARTMENT,34048.0,3130 CEDARVALE ROAD,NEDROW,NY,13120,34.0,Onondaga,3.154921147E9,42.930411,-76.21426,(42.930411, -76.21426)
SOUTHWOOD FIRE DEPARTMENT,34049.0,PO BOX 365,JAMESVILLE,NY,13078,34.0,Onondaga,3.154695171E9,42.993596,-76.109848,(42.993596, -76.109848)
SPAFFORD FIRE DEPARTMENT,34050.0,660 RTE 41,HOMER,NY,13077,34.0,Onondaga,6.077494422E9,42.803076,-76.264225,(42.803076, -76.264225)
SYRACUSE FIRE DEPARTMENT (CITY),34051.0,511 SOUTH STATE STREET,SYRACUSE,NY,13202,34.0,Onondaga,3.154735525E9,43.046921,-76.147406,(43.046921, -76.147406)
TAUNTON VOLUNTEER FIRE DEPT,34052.0,4300 ONONDAGA BOULEVARD,SYRACUSE,NY,13219,34.0,Onondaga,3.154681011E9,43.02661,-76.214991,(43.02661, -76.214991)
TULLY FIRE DEPARTMENT,34053.0,1 RAILROAD ST,TULLY,NY,13159,34.0,Onondaga,3.156966414E9,42.798818,-76.106112,(42.798818, -76.106112)
WARNERS FIRE DEPARTMENT,34054.0,6444 NEWPORT RD PO BOX 72,WARNERS,NY,13164,34.0,Onondaga,3.15672574E9,43.083044,-76.328734,(43.083044, -76.328734)
BRISTOL VOLUNTEER FIRE DEPT,35001.0,4350 ROUTE 64,CANANDAIGUA,NY,14424,35.0,Ontario,7.166576694E9,42.816371,-77.394158,(42.816371, -77.394158)
CANANDAIGUA FIRE DEPT (CITY),35002.0,335 SOUTH MAIN STREET,CANANDAIGUA,NY,14424,35.0,Ontario,5.853942111E9,42.882765,-77.277585,(42.882765, -77.277585)
CHESHIRE VOLUNTEER FIRE DEPT,35004.0,4285 RTE 21,CANANDAIGUA,NY,14424,35.0,Ontario,7.163948871E9,42.86943,-77.29118,(42.86943, -77.29118)
CLIFTON SPRINGS FIRE DEPARTMENT,35005.0,RAILROAD AVENUE BOX 15,CLIFTON SPRINGS,NY,14432,35.0,Ontario,3.154623358E9,42.966121,-77.139859,(42.966121, -77.139859)
CRYSTAL BEACH VOL FIRE DEPT,35006.0,4477 MAIDEN LANE,CANANDAIGUA,NY,14424-9785,35.0,Ontario,7.163942975E9,42.86943,-77.29118,(42.86943, -77.29118)
EAST BLOOMFIELD FIRE DEPARTMENT,35007.0,PO BOX 246  105 MAIN STREET,E BLOOMFIELD,NY,14443-0246,35.0,Ontario,7.162295563E9,42.897633,-77.432361,(42.897633, -77.432361)
FARMINGTON FIRE DEPARTMENT,35008.0,1225 HOOK ROAD,FARMINGTON,NY,14425,35.0,Ontario,5.857421894E9,42.975447,-77.348733,(42.975447, -77.348733)
FISHERS FIRE DEPARTMENT,35009.0,7853 MAIN ST PO BOX 397,FISHERS,NY,14453,35.0,Ontario,7.169243451E9,43.0092,-77.46899,(43.0092, -77.46899)
