Year,Processing Snapshot Date,Scholarship Name,Metric Type,Metric Value,Sector Type,TAP Sector Group,TAP College Code,Federal School Code,TAP College Name,College Region Name,Headcount Type,Headcount
2015,09/25/2015,NYS Achievement and Investment in Merit Scholarship,College,,PRIVATE,5-INDEPENDENT,615.0,2798.0,PRATT INSTITUTE,New York City,Eligible Applicant(s),1
2015,09/25/2015,"NYS Science, Technology, Engineering and Mathematics Incentive Program",College,,PUBLIC,1-CUNY SR,1418.0,4759.0,CUNY YORK COLLEGE,New York City,Eligible Applicant(s),1
2015,09/25/2015,NYS Achievement and Investment in Merit Scholarship,College,,PRIVATE,5-INDEPENDENT,1085.0,2903.0,YESHIVA UNIVERSITY,New York City,Eligible Applicant(s),1
2015,09/25/2015,NYS Achievement and Investment in Merit Scholarship,College,,PUBLIC,4-SUNY CC,2113.0,2873.0,NASSAU COMMUNITY COLLEGE,Long Island,Eligible Applicant(s),2
2014,09/25/2014,"NYS Science, Technology, Engineering and Mathematics Incentive Program",College,,PUBLIC,4-SUNY CC,2243.0,6785.0,SCHENECTADY COUNTY COMM COLLEGE,Capital District,Eligible Applicant(s),1
2015,09/25/2015,"NYS Science, Technology, Engineering and Mathematics Incentive Program",College,,PUBLIC,3-SUNY SO,3015.0,2856.0,SUNY COBLESKILL,Mohawk Valley,Eligible Applicant(s),2
2014,09/25/2014,"NYS Science, Technology, Engineering and Mathematics Incentive Program",College,,PUBLIC,4-SUNY CC,2180.0,2872.0,MONROE COMMUNITY COLLEGE,Finger Lakes,Eligible Applicant(s),1
2015,09/25/2015,NYS Achievement and Investment in Merit Scholarship,College,,PUBLIC,4-SUNY CC,2260.0,6788.0,TOMPKINS CORTLAND COMM COLLEGE,Southern Tier,Eligible Applicant(s),1
2015,09/25/2015,NYS Achievement and Investment in Merit Scholarship,College,,PRIVATE,5-INDEPENDENT,6144.0,2812.0,TROCAIRE COLLEGE,Western New York,Eligible Applicant(s),1
2015,09/25/2015,"NYS Science, Technology, Engineering and Mathematics Incentive Program",College,,PUBLIC,3-SUNY SO,965.0,7109.0,SUNY COLLEGE AT OLD WESTBURY (UG),Long Island,Eligible Applicant(s),1
2015,09/25/2015,NYS Achievement and Investment in Merit Scholarship,College,,PUBLIC,4-SUNY CC,2240.0,2867.0,FULTON MONTGOMERY COMM COLLEGE,Mohawk Valley,Eligible Applicant(s),1
2014,09/25/2014,"NYS Science, Technology, Engineering and Mathematics Incentive Program",College,,PUBLIC,3-SUNY SO,3015.0,2856.0,SUNY COBLESKILL,Mohawk Valley,Eligible Applicant(s),1
2015,09/25/2015,NYS Achievement and Investment in Merit Scholarship,College,,PUBLIC,4-SUNY CC,2036.0,6787.0,CLINTON COMMUNITY COLLEGE,North Country,Eligible Applicant(s),1
2014,09/25/2014,"NYS Science, Technology, Engineering and Mathematics Incentive Program",College,,PUBLIC,3-SUNY SO,6030.0,2859.0,MORRISVILLE STATE COLLEGE,Central New York,Eligible Applicant(s),1
2015,09/25/2015,NYS Achievement and Investment in Merit Scholarship,College,,PUBLIC,4-SUNY CC,975.0,2866.0,FASHION INST TECH UPPER DIVISION,New York City,Eligible Applicant(s),1
2014,09/25/2014,"NYS Science, Technology, Engineering and Mathematics Incentive Program",College,,PUBLIC,3-SUNY SO,970.0,6791.0,SUC PURCHASE,Hudson Valley,Eligible Applicant(s),1
2015,09/25/2015,NYS Achievement and Investment in Merit Scholarship,College,,PUBLIC,1-CUNY SR,1417.0,2698.0,CUNY COL STATEN ISLAND,New York City,Eligible Applicant(s),3
2015,09/25/2015,NYS Achievement and Investment in Merit Scholarship,College,,PUBLIC,4-SUNY CC,2042.0,2863.0,CORNING COMMUNITY COLLEGE,Southern Tier,Eligible Applicant(s),1
2014,09/25/2014,"NYS Science, Technology, Engineering and Mathematics Incentive Program",College,,PUBLIC,4-SUNY CC,2000.0,2860.0,ADIRONDACK COMMUNITY COLLEGE,Capital District,Eligible Applicant(s),1
2014,09/25/2014,"NYS Science, Technology, Engineering and Mathematics Incentive Program",College,,PUBLIC,3-SUNY SO,955.0,2853.0,SUNY MARITIME COLLEGE,New York City,Eligible Applicant(s),1
2015,09/25/2015,NYS Achievement and Investment in Merit Scholarship,College,,PUBLIC,4-SUNY CC,2252.0,6782.0,GENESEE COMMUNITY COLLEGE,Finger Lakes,Eligible Applicant(s),2
2014,09/25/2014,"NYS Science, Technology, Engineering and Mathematics Incentive Program",College,,PUBLIC,1-CUNY SR,1418.0,4759.0,CUNY YORK COLLEGE,New York City,Eligible Applicant(s),1
2015,09/25/2015,NYS Achievement and Investment in Merit Scholarship,College,,PRIVATE,5-INDEPENDENT,675.0,2810.0,THE SAGE COLLEGES,Capital District,Eligible Applicant(s),1
2015,09/25/2015,NYS Achievement and Investment in Merit Scholarship,College,,PRIVATE,5-INDEPENDENT,2083.0,2735.0,HILBERT COLLEGE,Western New York,Eligible Applicant(s),1
2015,09/25/2015,NYS Achievement and Investment in Merit Scholarship,College,,PUBLIC,3-SUNY SO,3020.0,2857.0,SUNY COLLEGE OF TECH AT DELHI,Southern Tier,Eligible Applicant(s),1
2015,09/25/2015,"NYS Science, Technology, Engineering and Mathematics Incentive Program",College,,PUBLIC,3-SUNY SO,3010.0,2855.0,SUNY COLLEGE OF TECH AT CANTON,North Country,Eligible Applicant(s),1
2015,09/25/2015,"NYS Science, Technology, Engineering and Mathematics Incentive Program",College,,PUBLIC,1-CUNY SR,1405.0,2696.0,CUNY NYC COLLEGE OF TECHNOLOGY,New York City,Eligible Applicant(s),1
2015,09/25/2015,"NYS Science, Technology, Engineering and Mathematics Incentive Program",College,,PUBLIC,4-SUNY CC,2113.0,2873.0,NASSAU COMMUNITY COLLEGE,Long Island,Eligible Applicant(s),1
2015,09/25/2015,NYS Achievement and Investment in Merit Scholarship,College,,PUBLIC,4-SUNY CC,2038.0,6789.0,COLUMBIA-GREENE COMMUNITY COLLEGE,Capital District,Eligible Applicant(s),1
2015,09/25/2015,"NYS Science, Technology, Engineering and Mathematics Incentive Program",College,,PUBLIC,3-SUNY SO,955.0,2853.0,SUNY MARITIME COLLEGE,New York City,Eligible Applicant(s),2
2014,09/25/2014,"NYS Science, Technology, Engineering and Mathematics Incentive Program",College,,PUBLIC,4-SUNY CC,2256.0,7532.0,FINGER LAKES COMMUNITY COLLEGE,Finger Lakes,Eligible Applicant(s),1
2015,09/25/2015,NYS Achievement and Investment in Merit Scholarship,College,,PUBLIC,4-SUNY CC,2105.0,2871.0,MOHAWK VALLEY COMMUNITY COLLEGE,Mohawk Valley,Eligible Applicant(s),2
