Year,Region,NAICS Code,Industry,Jobs
2015.0,Finger Lakes,56,Administrative and Support and Waste Management and Remediation Services,30877.0
2015.0,Capital Region,23,Construction,26679.0
2015.0,North Country,53,Real Estate and Rental and Leasing,1650.0
2015.0,Mohawk Valley,23,Construction,6957.0
2015.0,Mohawk Valley,71,Arts, Entertainment, and Recreation,3292.0
2015.0,Long Island,56,Administrative and Support and Waste Management and Remediation Services,77172.0
2015.0,Capital Region,56,Administrative and Support and Waste Management and Remediation Services,21120.0
2015.0,Western New York,71,Arts, Entertainment, and Recreation,11178.0
2015.0,Central New York,81,Other Services (except Public Administration),15218.0
2015.0,Mid-Hudson,54,Professional, Scientific, and Technical Services,57284.0
2015.0,Capital Region,21,Mining, Quarrying, and Oil and Gas Extraction,788.0
2015.0,Long Island,51,Information,21424.0
2015.0,Southern Tier,61,Educational Services (Private),23223.0
2015.0,Capital Region,22,Utilities,1965.0
2015.0,New York City,55,Management of Companies and Enterprises,68224.0
2015.0,Long Island,90,Government,187408.0
2015.0,Long Island,31,Manufacturing,72314.0
2015.0,Long Island,55,Management of Companies and Enterprises,15297.0
2015.0,Capital Region,90,Government,118360.0
2015.0,Southern Tier,56,Administrative and Support and Waste Management and Remediation Services,10759.0
2015.0,Central New York,99,Unclassified Industry,599.0
2015.0,Western New York,72,Accommodation and Food Services,59236.0
2015.0,New York City,99,Unclassified Industry,22212.0
2015.0,Southern Tier,54,Professional, Scientific, and Technical Services,11544.0
2015.0,North Country,62,Health Care and Social Assistance,23917.0
2015.0,Mohawk Valley,44,Retail Trade,23355.0
2015.0,New York City,48,Transportation and Warehousing,146998.0
2015.0,North Country,52,Finance and Insurance,2451.0
2015.0,Mid-Hudson,42,Wholesale Trade,31368.0
2015.0,Western New York,51,Information,8337.0
2015.0,North Country,51,Information,1856.0
2015.0,Southern Tier,62,Health Care and Social Assistance,38780.0
2015.0,Western New York,31,Manufacturing,67663.0
2015.0,Central New York,53,Real Estate and Rental and Leasing,4400.0
2015.0,North Country,56,Administrative and Support and Waste Management and Remediation Services,3970.0
2015.0,Capital Region,71,Arts, Entertainment, and Recreation,10129.0
2015.0,Mohawk Valley,21,Mining, Quarrying, and Oil and Gas Extraction,294.0
2015.0,Western New York,56,Administrative and Support and Waste Management and Remediation Services,33995.0
2015.0,Southern Tier,22,Utilities,1373.0
2015.0,Capital Region,99,Unclassified Industry,1117.0
2015.0,Western New York,53,Real Estate and Rental and Leasing,8634.0
2015.0,Mid-Hudson,90,Government,156825.0
2015.0,New York City,72,Accommodation and Food Services,348252.0
2015.0,Finger Lakes,31,Manufacturing,66845.0
2015.0,Central New York,42,Wholesale Trade,14893.0
2015.0,Central New York,44,Retail Trade,42863.0
2015.0,Long Island,44,Retail Trade,164306.0
2015.0,Capital Region,72,Accommodation and Food Services,41615.0
2015.0,Mid-Hudson,56,Administrative and Support and Waste Management and Remediation Services,48461.0
2015.0,North Country,55,Management of Companies and Enterprises,950.0
2015.0,Central New York,90,Government,65428.0
2015.0,Mid-Hudson,55,Management of Companies and Enterprises,12591.0
2015.0,Southern Tier,52,Finance and Insurance,7139.0
2015.0,Long Island,71,Arts, Entertainment, and Recreation,27817.0
2015.0,Western New York,81,Other Services (except Public Administration),28848.0
2015.0,North Country,71,Arts, Entertainment, and Recreation,2135.0
2015.0,Finger Lakes,55,Management of Companies and Enterprises,12208.0
2015.0,Finger Lakes,61,Educational Services (Private),35452.0
2015.0,Mid-Hudson,52,Finance and Insurance,30593.0
2015.0,Southern Tier,48,Transportation and Warehousing,5547.0
2015.0,Southern Tier,44,Retail Trade,31302.0
2015.0,North Country,61,Educational Services (Private),5303.0
2015.0,Central New York,52,Finance and Insurance,12893.0
2015.0,Mid-Hudson,31,Manufacturing,45905.0
2015.0,Finger Lakes,48,Transportation and Warehousing,10467.0
2015.0,Central New York,56,Administrative and Support and Waste Management and Remediation Services,15612.0
2015.0,Western New York,21,Mining, Quarrying, and Oil and Gas Extraction,556.0
2015.0,Mohawk Valley,54,Professional, Scientific, and Technical Services,5856.0
2015.0,Long Island,48,Transportation and Warehousing,42972.0
2015.0,Long Island,61,Educational Services (Private),38312.0
2015.0,Finger Lakes,44,Retail Trade,63275.0
2015.0,Capital Region,31,Manufacturing,33831.0
2015.0,Long Island,22,Utilities,4514.0
2015.0,North Country,22,Utilities,621.0
2015.0,North Country,21,Mining, Quarrying, and Oil and Gas Extraction,270.0
2015.0,Mid-Hudson,11,Agriculture, Forestry, Fishing and Hunting,5516.0
2015.0,North Country,11,Agriculture, Forestry, Fishing and Hunting,4496.0
2015.0,Southern Tier,81,Other Services (except Public Administration),11715.0
2015.0,New York City,44,Retail Trade,361545.0
2015.0,Mohawk Valley,55,Management of Companies and Enterprises,1380.0
2015.0,Central New York,62,Health Care and Social Assistance,50900.0
2015.0,Mohawk Valley,90,Government,44873.0
2015.0,Southern Tier,72,Accommodation and Food Services,21102.0
2015.0,Mid-Hudson,51,Information,17487.0
2015.0,Southern Tier,31,Manufacturing,34209.0
2015.0,Central New York,48,Transportation and Warehousing,11042.0
2015.0,North Country,81,Other Services (except Public Administration),6204.0
2015.0,Mid-Hudson,71,Arts, Entertainment, and Recreation,23224.0
2015.0,Mid-Hudson,22,Utilities,5540.0
2015.0,New York City,53,Real Estate and Rental and Leasing,136806.0
2015.0,Mid-Hudson,81,Other Services (except Public Administration),54836.0
2015.0,Western New York,48,Transportation and Warehousing,18252.0
2015.0,North Country,54,Professional, Scientific, and Technical Services,3506.0
2015.0,Western New York,90,Government,113434.0
2015.0,Southern Tier,21,Mining, Quarrying, and Oil and Gas Extraction,957.0
2015.0,Mid-Hudson,48,Transportation and Warehousing,29740.0
2015.0,Central New York,22,Utilities,3560.0
2015.0,North Country,23,Construction,7159.0
2015.0,North Country,90,Government,62320.0
2015.0,North Country,44,Retail Trade,22037.0
2017.0,Mohawk Valley,56,Administrative and Support and Waste Management and Remediation Services,4407.0
2016.0,Mohawk Valley,11,Agriculture, Forestry, Fishing and Hunting,1737.0
2017.0,Long Island,81,Other Services (except Public Administration),58934.0
2016.0,Mid-Hudson,44,Retail Trade,121174.0
2017.0,Western New York,22,Utilities,1858.0
2017.0,New York City,53,Real Estate and Rental and Leasing,131372.0
2016.0,Southern Tier,81,Other Services (except Public Administration),11627.0
2016.0,Finger Lakes,11,Agriculture, Forestry, Fishing and Hunting,11533.0
2017.0,Capital Region,81,Other Services (except Public Administration),19999.0
2017.0,Mohawk Valley,48,Transportation and Warehousing,8190.0
2016.0,Mohawk Valley,81,Other Services (except Public Administration),7448.0
2017.0,Mohawk Valley,31,Manufacturing,17883.0
2017.0,Southern Tier,42,Wholesale Trade,6806.0
2016.0,Western New York,22,Utilities,1340.0
2016.0,Southern Tier,99,Unclassified Industry,572.0
2016.0,Finger Lakes,53,Real Estate and Rental and Leasing,8976.0
2017.0,Capital Region,42,Wholesale Trade,14874.0
2016.0,Central New York,11,Agriculture, Forestry, Fishing and Hunting,4296.0
2016.0,Finger Lakes,54,Professional, Scientific, and Technical Services,31227.0
2017.0,Long Island,11,Agriculture, Forestry, Fishing and Hunting,3030.0
2016.0,Long Island,53,Real Estate and Rental and Leasing,23547.0
2016.0,Mohawk Valley,72,Accommodation and Food Services,14912.0
2016.0,Western New York,81,Other Services (except Public Administration),11627.0
2017.0,Central New York,51,Information,4765.0
2017.0,Southern Tier,11,Agriculture, Forestry, Fishing and Hunting,1826.0
2016.0,Long Island,90,Government,188927.0
2017.0,Southern Tier,90,Government,53149.0
2016.0,Western New York,54,Professional, Scientific, and Technical Services,11610.0
2017.0,North Country,90,Government,61450.0
2017.0,Capital Region,48,Transportation and Warehousing,13824.0
2017.0,North Country,53,Real Estate and Rental and Leasing,1409.0
2017.0,Mid-Hudson,55,Management of Companies and Enterprises,12727.0
2016.0,North Country,31,Manufacturing,10507.0
2017.0,Capital Region,53,Real Estate and Rental and Leasing,6288.0
2016.0,Southern Tier,62,Health Care and Social Assistance,39246.0
2017.0,Finger Lakes,23,Construction,21805.0
2017.0,New York City,52,Finance and Insurance,328903.0
2017.0,Mid-Hudson,53,Real Estate and Rental and Leasing,16613.0
2017.0,North Country,61,Educational Services,4866.0
2016.0,Finger Lakes,42,Wholesale Trade,17488.0
2017.0,North Country,31,Manufacturing,10139.0
2016.0,North Country,21,Mining, Quarrying, and Oil and Gas Extraction,261.0
2016.0,New York City,31,Manufacturing,80044.0
2017.0,Finger Lakes,56,Administrative and Support and Waste Management and Remediation Services,28580.0
2016.0,Mohawk Valley,62,Health Care and Social Assistance,39481.0
2016.0,New York City,11,Agriculture, Forestry, Fishing and Hunting,677.0
2017.0,Mohawk Valley,99,Unclassified Industry,407.0
2016.0,Western New York,51,Information,3609.0
2017.0,New York City,22,Utilities,15376.0
2017.0,North Country,81,Other Services (except Public Administration),5016.0
2017.0,Southern Tier,22,Utilities,1311.0
2017.0,Long Island,48,Transportation and Warehousing,40077.0
2017.0,Finger Lakes,99,Unclassified Industry,1359.0
2016.0,Mid-Hudson,48,Transportation and Warehousing,30288.0
2017.0,New York City,31,Manufacturing,73146.0
2017.0,Finger Lakes,44,Retail Trade,61283.0
2017.0,Southern Tier,61,Educational Services,23673.0
2016.0,New York City,42,Wholesale Trade,138093.0
2016.0,Southern Tier,53,Real Estate and Rental and Leasing,3029.0
2017.0,Finger Lakes,54,Professional, Scientific, and Technical Services,28116.0
2016.0,Central New York,51,Information,4944.0
2017.0,Central New York,99,Unclassified Industry,764.0
2017.0,Southern Tier,44,Retail Trade,29743.0
2016.0,New York City,48,Transportation and Warehousing,153370.0
2016.0,Long Island,71,Arts, Entertainment, and Recreation,27973.0
2017.0,Mohawk Valley,90,Government,44976.0
2017.0,Long Island,54,Professional, Scientific, and Technical Services,78824.0
2016.0,Long Island,56,Administrative and Support and Waste Management and Remediation Services,79939.0
2017.0,Central New York,81,Other Services (except Public Administration),12935.0
2016.0,Finger Lakes,48,Transportation and Warehousing,10625.0
2016.0,Mohawk Valley,44,Retail Trade,23670.0
2016.0,Capital Region,99,Unclassified Industry,1577.0
2016.0,Central New York,52,Finance and Insurance,12336.0
2016.0,Capital Region,11,Agriculture, Forestry, Fishing and Hunting,4197.0
2016.0,Mid-Hudson,55,Management of Companies and Enterprises,12570.0
2016.0,New York City,54,Professional, Scientific, and Technical Services,438503.0
2016.0,Capital Region,71,Arts, Entertainment, and Recreation,10281.0
2017.0,Long Island,31,Manufacturing,70838.0
2017.0,Southern Tier,51,Information,3420.0
2017.0,New York City,42,Wholesale Trade,133809.0
2016.0,Capital Region,54,Professional, Scientific, and Technical Services,35822.0
2017.0,Capital Region,72,Accommodation and Food Services,43427.0
2017.0,Mid-Hudson,56,Administrative and Support and Waste Management and Remediation Services,46675.0
2017.0,Western New York,44,Retail Trade,73249.0
2017.0,Mid-Hudson,61,Educational Services,43882.0
2016.0,Mid-Hudson,53,Real Estate and Rental and Leasing,20230.0
2016.0,Finger Lakes,81,Other Services (except Public Administration),24677.0
2017.0,New York City,11,Agriculture, Forestry, Fishing and Hunting,349.0
2016.0,Central New York,31,Manufacturing,30603.0
2017.0,Southern Tier,81,Other Services (except Public Administration),9761.0
2016.0,Capital Region,52,Finance and Insurance,22829.0
2017.0,Mohawk Valley,62,Health Care and Social Assistance,39124.0
2016.0,Long Island,44,Retail Trade,165071.0
2016.0,Central New York,72,Accommodation and Food Services,29885.0
2017.0,Mid-Hudson,23,Construction,52290.0
2017.0,Central New York,62,Health Care and Social Assistance,50483.0
2017.0,Central New York,53,Real Estate and Rental and Leasing,3966.0
2017.0,Long Island,55,Management of Companies and Enterprises,15550.0
2017.0,Long Island,99,Unclassified Industry,7416.0
2016.0,Finger Lakes,61,Educational Services,36397.0
2016.0,Capital Region,48,Transportation and Warehousing,14331.0
2017.0,Southern Tier,99,Unclassified Industry,558.0
2016.0,Southern Tier,51,Information,3609.0
2016.0,North Country,22,Utilities,596.0
2016.0,Capital Region,42,Wholesale Trade,15284.0
2016.0,Mohawk Valley,51,Information,2655.0
2017.0,North Country,55,Management of Companies and Enterprises,1025.0
2016.0,Capital Region,61,Educational Services,22949.0
2016.0,Finger Lakes,90,Government,90525.0
2016.0,Mohawk Valley,21,Mining, Quarrying, and Oil and Gas Extraction,270.0
2016.0,Mid-Hudson,51,Information,16908.0
2017.0,Finger Lakes,52,Finance and Insurance,15141.0
2017.0,Southern Tier,48,Transportation and Warehousing,5165.0
2017.0,Central New York,56,Administrative and Support and Waste Management and Remediation Services,14151.0
2017.0,Long Island,22,Utilities,4721.0
2017.0,Mohawk Valley,21,Mining, Quarrying, and Oil and Gas Extraction,265.0
2017.0,Southern Tier,72,Accommodation and Food Services,21451.0
2016.0,Finger Lakes,44,Retail Trade,63993.0
2016.0,Western New York,23,Construction,10718.0
2016.0,Western New York,56,Administrative and Support and Waste Management and Remediation Services,10041.0
2017.0,North Country,62,Health Care and Social Assistance,23828.0
2017.0,North Country,99,Unclassified Industry,376.0
2017.0,New York City,56,Administrative and Support and Waste Management and Remediation Services,231774.0
2016.0,Capital Region,21,Mining, Quarrying, and Oil and Gas Extraction,824.0
2017.0,North Country,22,Utilities,598.0
2016.0,Mid-Hudson,90,Government,158638.0
2017.0,New York City,21,Mining, Quarrying, and Oil and Gas Extraction,40.0
2017.0,Mid-Hudson,62,Health Care and Social Assistance,162115.0
2017.0,Mohawk Valley,54,Professional, Scientific, and Technical Services,4907.0
2017.0,Mid-Hudson,51,Information,14609.0
2017.0,New York City,23,Construction,149726.0
2016.0,Finger Lakes,99,Unclassified Industry,1448.0
2016.0,Long Island,99,Unclassified Industry,8196.0
2017.0,Capital Region,55,Management of Companies and Enterprises,7562.0
2017.0,Central New York,72,Accommodation and Food Services,29647.0
2017.0,Finger Lakes,11,Agriculture, Forestry, Fishing and Hunting,7353.0
2016.0,Capital Region,72,Accommodation and Food Services,42457.0
2017.0,Finger Lakes,55,Management of Companies and Enterprises,11244.0
2017.0,Central New York,54,Professional, Scientific, and Technical Services,16793.0
2017.0,Finger Lakes,72,Accommodation and Food Services,43067.0
2016.0,Central New York,56,Administrative and Support and Waste Management and Remediation Services,15138.0
2016.0,Mohawk Valley,52,Finance and Insurance,8017.0
2016.0,Long Island,51,Information,20159.0
2016.0,Southern Tier,48,Transportation and Warehousing,5513.0
2017.0,Long Island,42,Wholesale Trade,63245.0
2016.0,North Country,51,Information,1830.0
2016.0,Western New York,48,Transportation and Warehousing,5513.0
2016.0,New York City,22,Utilities,15303.0
2017.0,Capital Region,54,Professional, Scientific, and Technical Services,31973.0
2016.0,Southern Tier,55,Management of Companies and Enterprises,2627.0
2016.0,North Country,56,Administrative and Support and Waste Management and Remediation Services,4237.0
2017.0,Capital Region,44,Retail Trade,58492.0
2016.0,Southern Tier,54,Professional, Scientific, and Technical Services,11610.0
2016.0,Mid-Hudson,22,Utilities,5484.0
2017.0,Western New York,90,Government,115217.0
2017.0,Central New York,23,Construction,14194.0
2017.0,Finger Lakes,53,Real Estate and Rental and Leasing,7880.0
2016.0,Central New York,81,Other Services (except Public Administration),15218.0
2017.0,Southern Tier,53,Real Estate and Rental and Leasing,2616.0
2017.0,Central New York,11,Agriculture, Forestry, Fishing and Hunting,2764.0
2016.0,Mohawk Valley,61,Educational Services,7533.0
2016.0,Finger Lakes,23,Construction,25352.0
2017.0,Mid-Hudson,71,Arts, Entertainment, and Recreation,19010.0
2017.0,Finger Lakes,61,Educational Services,35948.0
2016.0,North Country,54,Professional, Scientific, and Technical Services,3484.0
2016.0,Southern Tier,90,Government,52943.0
2016.0,Central New York,54,Professional, Scientific, and Technical Services,18929.0
2017.0,Capital Region,21,Mining, Quarrying, and Oil and Gas Extraction,925.0
2016.0,Mohawk Valley,23,Construction,7169.0
2016.0,North Country,48,Transportation and Warehousing,3591.0
2016.0,Southern Tier,44,Retail Trade,31413.0
2016.0,New York City,52,Finance and Insurance,334808.0
2017.0,Mid-Hudson,52,Finance and Insurance,28535.0
2017.0,Capital Region,51,Information,9340.0
2016.0,Mid-Hudson,61,Educational Services,46268.0
2016.0,Capital Region,56,Administrative and Support and Waste Management and Remediation Services,22046.0
2016.0,Long Island,22,Utilities,4622.0
2016.0,Western New York,42,Wholesale Trade,7049.0
2016.0,Mohawk Valley,22,Utilities,538.0
2017.0,Central New York,48,Transportation and Warehousing,10296.0
2017.0,Western New York,61,Educational Services,20213.0
2017.0,Southern Tier,62,Health Care and Social Assistance,37991.0
2016.0,Central New York,44,Retail Trade,42431.0
2016.0,New York City,99,Unclassified Industry,28731.0
2016.0,Central New York,22,Utilities,3603.0
2016.0,North Country,61,Educational Services,5082.0
2016.0,Western New York,21,Mining, Quarrying, and Oil and Gas Extraction,872.0
2017.0,Finger Lakes,42,Wholesale Trade,17120.0
2016.0,New York City,55,Management of Companies and Enterprises,66435.0
2017.0,North Country,52,Finance and Insurance,2364.0
2016.0,North Country,55,Management of Companies and Enterprises,916.0
2016.0,Long Island,62,Health Care and Social Assistance,226854.0
2017.0,New York City,81,Other Services (except Public Administration),185890.0
2017.0,Southern Tier,52,Finance and Insurance,6765.0
2017.0,Capital Region,62,Health Care and Social Assistance,77987.0
2016.0,Mid-Hudson,52,Finance and Insurance,30088.0
2016.0,Southern Tier,61,Educational Services,24101.0
2017.0,Capital Region,52,Finance and Insurance,22008.0
2017.0,Western New York,71,Arts, Entertainment, and Recreation,9720.0
2017.0,New York City,62,Health Care and Social Assistance,701844.0
2017.0,Central New York,71,Arts, Entertainment, and Recreation,5182.0
2017.0,New York City,71,Arts, Entertainment, and Recreation,86535.0
2016.0,Central New York,42,Wholesale Trade,14790.0
2017.0,Mohawk Valley,81,Other Services (except Public Administration),5879.0
2016.0,Mid-Hudson,99,Unclassified Industry,5499.0
2016.0,Southern Tier,71,Arts, Entertainment, and Recreation,3950.0
2016.0,Western New York,72,Accommodation and Food Services,21314.0
2016.0,Western New York,71,Arts, Entertainment, and Recreation,3950.0
2017.0,New York City,55,Management of Companies and Enterprises,68715.0
2016.0,Central New York,21,Mining, Quarrying, and Oil and Gas Extraction,212.0
2016.0,Long Island,21,Mining, Quarrying, and Oil and Gas Extraction,202.0
2016.0,Western New York,62,Health Care and Social Assistance,39246.0
2017.0,Western New York,81,Other Services (except Public Administration),25613.0
2016.0,Mohawk Valley,90,Government,44947.0
2016.0,Mid-Hudson,54,Professional, Scientific, and Technical Services,57700.0
2016.0,Southern Tier,52,Finance and Insurance,7047.0
2016.0,Mohawk Valley,71,Arts, Entertainment, and Recreation,3304.0
2016.0,Mohawk Valley,99,Unclassified Industry,477.0
