INCIDENT NUMBER,INCIDENT REGION,RESPONSE TYPE,INCIDENT START DATE,INCIDENT START TIME,SUBJECT NUMBER,SUBJECT GENDER,SUBJECT AGE,SUBJECT STATE,SUBJECT COUNTRY,ACTIVITY,SITUATION,LOCATION FOUND LATITUDE,LOCATION FOUND LONGITUDE,LOCATION FOUND ELEVATION,FOUND IN SEARCH AREA,TECHNIQUE,NUMBER OF RANGERS INVOLVED,OTHER AGENCY INVOLVEMENT,LAST KNOWN POINT LAND CLASS,LAST KNOWN POINT STATE LAND NAME,LAST KNOWN POINT COUNTY,LAST KNOWN POINT MUNICIPALITY,INCIDENT ADIRONDACK PARK,INCIDENT CATSKILL PARK,INCIDENT CLOSED DATE,INCIDENT CLOSED TIME,Location
NY-2015-WS-046,5,Rescue,04/09/2015,8:02 AM,2,F,20.0,NY,US,Hiking,Stranded,43.41804,-73.7366,915.0,True,Vehicle/boat evacuation,1,True,Forest Preserve,Lake George Wild Forest,WARREN,LAKE GEORGE,True,False,04/09/2015,10:00 AM,POINT (-73.7366 43.41804)
NY-2014-WS-177,4,Search,08/16/2014,8:24 AM,1,M,28.0,NJ,US,Hiking,Lost,42.30317,-74.12212,3010.0,True,Assist/own power,4,True,Forest Preserve,Windham-Blackhead Wilderness,GREENE,WINDHAM,False,True,08/17/2014,12:10 PM,POINT (-74.12212 42.30317000000001)
NY-2016-WS-054,5,Search,03/29/2016,8:34 AM,3,M,22.0,NY,US,Hiking,Stranded,44.1448,-73.73386,2254.0,True,Assist/own power,4,False,Forest Preserve,Giant Mt Wilderness Area,ESSEX,KEENE,True,False,03/29/2016,4:30 AM,POINT (-73.73386 44.144800000000004)
NY-2015-WS-203,4,Rescue,08/06/2015,2:19 AM,2,M,33.0,NY,US,Camping,Stranded,42.19355,-74.06369,1906.0,True,Assist/own power,2,True,Forest Preserve,Kaaterskill Wild Forest,GREENE,HUNTER,False,True,08/06/2015,8:00 AM,POINT (-74.06369 42.19355)
NY-2014-WS-065,4,Rescue,05/22/2014,12:55 PM,1,M,66.0,NY,US,Hiking,Illness,42.20621,-74.03875,2225.0,False,Assist/own power,1,True,DEC Campground,North / South Lake Campground,GREENE,HUNTER,False,True,05/22/2014,2:15 AM,POINT (-74.03875 42.20621)
NY-2013-WS-196,5,Rescue,09/10/2013,3:42 AM,1,F,33.0,NY,US,Hiking,Injured,44.15818,-73.83483,3000.0,False,Aircraft evacuation,3,True,Forest Preserve,High Peaks,ESSEX,KEENE,True,False,09/10/2013,5:45 AM,POINT (-73.83483 44.15818)
NY-2013-WS-119,5,Search,07/29/2013,6:00 AM,1,M,34.0,NY,US,Hiking,Lost,43.69153,-74.22518,1900.0,True,Assist/own power,1,True,Forest Preserve,Siamese Ponds Wilderness,HAMILTON,INDIAN LAKE,True,False,07/29/2013,8:00 AM,POINT (-74.22518 43.69153)
NY-2013-WS-299,4,Search,01/02/2014,12:25 PM,1,M,74.0,NY,US,Hiking,Overdue,42.44824,-74.9284,1223.0,True,Vehicle/boat evacuation,1,True,Other Municipal Land,None,DELAWARE,DAVENPORT,False,False,01/02/2014,3:00 AM,POINT (-74.9284 42.44824)
NY-2014-WS-172,5,Search,08/11/2014,2:40 AM,1,F,52.0,NY,US,Hiking,Lost,44.10118,-73.87904,997.0,True,Assist/own power,1,False,Forest Preserve,Wilcox Lake,SARATOGA,CORINTH,True,False,08/11/2014,5:00 AM,POINT (-73.87904 44.10118)
NY-2014-WS-105,5,Rescue,06/28/2014,1:20 AM,1,F,12.0,NY,US,Hiking,Illness,43.2439,-74.1349,1436.0,False,Carry out by foot,1,True,Forest Preserve,Wilcox Lake WF,HAMILTON,WELLS,True,False,06/28/2014,5:00 AM,POINT (-74.1349 43.2439)
NY-2015-WS-114,5,Rescue,06/12/2015,5:20 AM,1,M,56.0,NY,US,Boating,Missing,44.84746,-74.29624,740.0,False,,1,True,DEC Campground,Meacham Lake Campground,FRANKLIN,DUANE,True,False,06/12/2015,8:30 AM,POINT (-74.29624 44.84746)
NY-2015-WS-024,6,Rescue,03/01/2015,11:23 AM,1,M,48.0,NJ,US,Snowmobile,Injured,43.8268,-75.01588,1570.0,False,Vehicle/boat evacuation,1,True,Forest Preserve,Independance River Wild Forest,HERKIMER,WEBB,True,False,03/01/2015,1:00 AM,POINT (-75.01588 43.8268)
NY-2014-WS-050,5,Rescue,05/05/2014,5:41 AM,2,F,19.0,NY,US,Hiking,Stranded,44.21381,-73.86213,3580.0,False,Assist/own power,3,False,Forest Preserve,High Peaks Wilderness,ESSEX,NORTH ELBA,True,False,05/05/2014,10:01 AM,POINT (-73.86213 44.21381000000001)
NY-2014-WS-197,5,Search,08/30/2014,7:00 AM,1,F,26.0,NJ,US,Hiking,Lost,43.8139,-74.7982,1992.0,True,Assist/own power,3,True,Forest Preserve,Pigeon Lake Wilderness,HAMILTON,INLET,True,False,08/31/2014,2:00 AM,POINT (-74.7982 43.8139)
NY-2016-WS-008,6,Rescue,01/16/2016,3:59 AM,1,M,22.0,NY,US,Snowmobile,Injured,43.8721,-75.02724,1710.0,True,Vehicle/boat evacuation,1,True,Forest Preserve,Independence River Wild Forest,HERKIMER,WEBB,True,False,01/16/2016,5:06 AM,POINT (-75.02724 43.8721)
NY-2013-WS-205,5,Search,09/17/2013,5:15 AM,1,M,64.0,NY,US,Hiking,Lost,43.87885,-74.46756,2163.0,True,Assist/own power,3,True,Forest Preserve,Blue Mt Wild Forest,HAMILTON,INDIAN LAKE,True,False,09/17/2013,8:30 AM,POINT (-74.46756 43.87885)
NY-2015-WS-174,4,Rescue,07/26/2015,1:35 AM,1,F,20.0,NY,US,Hiking,Injured,42.19253,-74.06964,1617.0,False,Carry out by foot,1,True,Forest Preserve,Kaaterskill Wild Forest,GREENE,HUNTER,False,True,07/26/2015,3:00 AM,POINT (-74.06964 42.19253)
NY-2014-WS-250,5,Search,10/21/2014,3:19 AM,2,F,26.0,NY,US,Hiking,Lost,44.1548,-73.6303,753.0,True,Assist/own power,2,False,Forest Preserve,Giant Mt Wilderness Area,ESSEX,ELIZABETHTOWN,True,False,10/21/2014,9:30 AM,POINT (-73.6303 44.1548)
NY-2015-WS-251,5,Rescue,09/07/2015,3:00 AM,1,M,27.0,NY,US,Hiking,Illness,44.45444,-73.87596,2136.0,True,Assist/own power,1,False,Forest Preserve,Taylor Pond Wild Forest,CLINTON,BLACK BROOK,True,False,09/07/2015,5:30 AM,POINT (-73.87596 44.45444)
NY-2013-WS-168,5,Search,08/22/2013,12:35 PM,1,F,36.0,DC,US,Hiking,Lost,44.0687,-73.8749,2065.0,True,Assist/own power,1,True,Forest Preserve,Dix Wilderness,ESSEX,KEENE,True,False,08/22/2013,8:30 AM,POINT (-73.8749 44.0687)
NY-2016-WS-069,5,Search,04/18/2016,7:10 AM,3,M,21.0,NY,US,Hiking,Lost,43.8724,-74.42792,2222.0,True,Assist/own power,1,True,Forest Preserve,Blue Mountain Wild Forest and F&W Easement,HAMILTON,INDIAN LAKE,True,False,04/18/2016,8:15 AM,POINT (-74.42792 43.8724)
NY-2015-WS-003,3,Rescue,01/05/2015,4:55 AM,2,M,30.0,NE,US,Hiking,Overdue,42.07158,-74.30096,868.0,True,Assist/own power,4,True,State Forests,Mt Tremper Trailhead,ULSTER,SHANDAKEN,False,True,01/06/2015,7:00 AM,POINT (-74.30096 42.07158)
NY-2014-WS-170,5,Recovery,07/07/2014,12:56 PM,1,M,15.0,NY,US,Motor vehicle,Injured,43.3814,-73.87229,588.0,False,Carry out by foot,2,True,Forest Preserve,Lake George Wild Forest,WARREN,LAKE LUZERNE,True,False,07/07/2014,7:45 AM,POINT (-73.87229 43.3814)
NY-2014-WS-247,5,Search,10/19/2014,2:28 AM,1,M,60.0,NY,US,Walking,Lost,43.4197,-73.74373,1680.0,True,Assist/own power,2,False,Forest Preserve,Lake George Wild Forest,WARREN,LAKE GEORGE,True,False,10/19/2014,5:34 AM,POINT (-73.74373 43.4197)
NY-2014-WS-215,5,Search,09/13/2014,8:36 AM,2,F,18.0,NY,US,Walking,Lost,44.43618,-74.27927,1734.0,True,Assist/own power,2,True,Private Land,Private,FRANKLIN,BRIGHTON,True,False,09/13/2014,10:30 AM,POINT (-74.27927 44.43618)
NY-2015-WS-299,5,Search,10/12/2015,10:10 AM,1,M,24.0,NY,US,Hiking,Lost,44.18876,-73.8165,1525.0,False,Assist/own power,3,False,Forest Preserve,High Peaks Wilderness,ESSEX,KEENE,True,False,10/13/2015,2:00 AM,POINT (-73.8165 44.18876)
NY-2015-WS-243,4,Search,09/02/2015,7:45 AM,4,M,4.0,NY,US,Hiking,Lost,42.18532,-74.05386,2173.0,True,,1,True,Forest Preserve,Catskill State Park,GREENE,HUNTER,False,True,09/03/2015,12:15 PM,POINT (-74.05386000000001 42.18532)
NY-2014-WS-072,5,Search,05/27/2014,4:48 AM,6,M,22.0,NJ,US,Hiking,Lost,43.87365,-74.4698,2200.0,True,Assist/own power,2,False,Forest Preserve,Sargent Ponds Wild Forest,HAMILTON,INDIAN LAKE,True,False,05/27/2014,8:00 AM,POINT (-74.4698 43.87365)
NY-2014-WS-126,5,Search,07/12/2014,5:00 AM,1,F,72.0,NY,US,Walking,Missing,44.23194,-73.76526,1197.0,True,Assist/own power,2,True,Private Land,PRIVATE LAND,ESSEX,KEENE,True,False,07/12/2014,7:00 AM,POINT (-73.76526 44.23194)
NY-2015-WS-130,5,Search,06/25/2015,9:20 AM,2,M,19.0,NY,US,Hiking,Lost,44.35213,-73.924,2460.0,True,Assist/own power,2,True,Forest Preserve,High Peaks,ESSEX,NORTH ELBA,True,False,06/26/2015,4:00 AM,POINT (-73.924 44.35213)
NY-2013-WS-240,5,Rescue,10/14/2013,4:30 AM,1,F,49.0,NY,US,Hiking,Injured,44.14933,-73.93056,3000.0,True,Carry out by foot; Vehicle/boat evacuation,1,True,Forest Preserve,High Peaks,ESSEX,NORTH ELBA,True,False,10/14/2013,10:00 AM,POINT (-73.93056000000001 44.14933)
NY-2016-WS-021,5,Search,02/08/2016,12:46 PM,1,F,47.0,NY,US,Hiking,Lost,44.11039,-73.92895,4745.0,True,Assist/own power,8,True,Forest Preserve,High Peaks,ESSEX,NORTH ELBA,True,False,02/08/2016,8:30 AM,POINT (-73.92895 44.11039)
NY-2014-WS-195,6,Search,08/27/2014,9:00 AM,3,F,23.0,NY,US,Hiking,Stranded,43.794,-74.78684,1998.0,True,Assist/own power,1,True,Forest Preserve,Pigeon Lake Wilderness,HAMILTON,INLET,True,False,08/28/2014,1:00 AM,POINT (-74.78684 43.794)
NY-2015-WS-175,3,Search,07/26/2015,9:54 AM,1,M,61.0,NY,US,Walking,Missing,41.91361,-74.08243,160.0,True,Assist/own power,4,True,Private Land,,ULSTER,MARBLETOWN,False,False,07/27/2015,2:00 AM,POINT (-74.08243 41.91361)
NY-2016-WS-051,3,Search,03/23/2016,12:30 PM,1,M,55.0,NY,US,Walking,Lost,41.54944,-74.85812,1530.0,True,Assist/own power,2,True,Private Land,,SULLIVAN,HIGHLAND,False,False,03/23/2016,3:00 AM,POINT (-74.85812 41.54944)
NY-2016-WS-020,5,Search,02/06/2016,12:48 PM,1,M,53.0,NY,US,Hiking,Lost,43.42462,-73.73224,1013.0,True,Assist/own power; Vehicle/boat evacuation,2,True,Forest Preserve,Lake George Wild Forest,WARREN,LAKE GEORGE,True,False,02/06/2016,2:06 AM,POINT (-73.73224 43.424620000000004)
NY-2014-WS-271,4,Search,11/24/2014,6:35 AM,1,M,32.0,NJ,US,Hiking,Overdue,42.19178,-74.3247,1840.0,True,Assist/own power,3,True,Forest Preserve,Indian Head Wilderness Area and Hunter-Westkill Wilderness Area,GREENE,LEXINGTON,False,True,11/25/2014,1:30 AM,POINT (-74.3247 42.19178)
NY-2014-WS-039,5,Search,04/16/2014,3:30 AM,1,F,18.0,NY,US,Hiking,Overdue,44.4081,-74.31896,650.0,True,Assist/own power,3,True,Forest Preserve,St Regis Canoe Area,FRANKLIN,BRIGHTON,True,False,04/16/2014,8:00 AM,POINT (-74.31896 44.4081)
NY-2015-WS-163,5,Rescue,07/15/2015,11:50 AM,1,F,26.0,NJ,US,Hiking,Injured,44.37035,-73.8944,4143.0,True,Aircraft evacuation,5,True,Forest Preserve,McKenzie Mountain Wilderness,ESSEX,WILMINGTON,True,False,07/15/2015,3:30 AM,POINT (-73.8944 44.37035)
NY-2013-WS-072,5,Search,06/23/2013,7:20 AM,1,F,12.0,NY,US,Hiking,Missing,44.29912,-74.36975,1608.0,True,Assist/own power,3,True,DEC Campground,Fish Creek Campground,FRANKLIN,SANTA CLARA,True,False,06/24/2013,9:00 AM,POINT (-74.36975 44.29912)
NY-2014-WS-047,5,Search,04/23/2014,2:30 AM,1,F,52.0,NY,US,Hiking,Lost,43.58355,-73.5599,1200.0,True,Assist/own power,7,False,Forest Preserve,Lake George Wild Forest,WASHINGTON,FORT ANN,True,False,04/23/2014,11:30 AM,POINT (-73.5599 43.58355)
NY-2016-WS-030,5,Search,02/25/2016,4:44 AM,1,M,16.0,NY,US,Runaway,Missing,44.23557,-73.89887,2165.0,True,Assist/own power,3,True,Private Land,Private,ESSEX,NORTH ELBA,True,False,02/25/2016,9:00 AM,POINT (-73.89887 44.23557)
NY-2015-WS-281,5,Search,09/29/2015,7:44 AM,1,F,16.0,NY,US,Hiking,Lost,43.59768,-73.56458,325.0,True,Vehicle/boat evacuation,3,True,Forest Preserve,Lake George Wild Forest,WASHINGTON,DRESDEN,True,False,09/30/2015,10:00 AM,POINT (-73.56458 43.59768)
NY-2015-WS-149,5,Rescue,07/06/2015,5:37 AM,1,M,26.0,ON,CA,Hiking,Stranded,44.12982,-73.96081,4100.0,True,Technical Rope,3,True,Forest Preserve,E. High Peaks Wilderness,ESSEX,NORTH ELBA,True,False,07/07/2015,2:00 AM,POINT (-73.96081 44.12982)
NY-2013-WS-179,5,Search,08/29/2013,1:45 AM,2,M,19.0,NY,US,Hiking,Overdue,44.15192,-73.74778,2000.0,False,Assist/own power; Carry out by foot,2,False,Forest Preserve,Giant Mountain Wilderness,ESSEX,KEENE,True,False,08/29/2013,5:00 AM,POINT (-73.74778 44.15192)
NY-2016-WS-112,5,Search,06/05/2016,1:22 AM,1,F,77.0,NY,US,Runaway,Illness,43.71832,-73.81799,1294.0,True,Assist/own power,2,True,Private Land,,WARREN,CHESTER,True,False,06/05/2016,2:30 AM,POINT (-73.81799 43.71832)
NY-2013-WS-257,9,Search,10/28/2013,4:08 AM,1,M,61.0,NY,US,Hunting,Lost,42.3663,-77.97113,1849.0,True,Assist/own power,1,True,State Forests,Gillies Hill State Forest,ALLEGANY,ALLEN,False,False,10/28/2013,6:08 AM,POINT (-77.97113 42.3663)
NY-2013-WS-152,3,Search,08/14/2013,9:30 AM,2,M,20.0,NY,US,Hiking,Lost,41.48497,-73.96795,200.0,True,Assist/own power,1,True,OPRHP State Land,Hudson Highlands SP,DUTCHESS,FISHKILL,False,False,08/15/2013,12:30 PM,POINT (-73.96795 41.48497)
NY-2015-WS-262,4,Search,09/15/2015,2:50 AM,2,M,66.0,NY,US,Hiking,Lost,42.19276,-74.04392,2279.0,True,,1,False,DEC Campground,North South Lake Campground,GREENE,HUNTER,False,True,09/15/2015,6:00 AM,POINT (-74.04392 42.19276)
NY-2014-WS-141,5,Rescue,07/24/2014,7:55 AM,1,M,16.0,VA,US,Hiking,Illness,44.08852,-74.26522,1714.0,False,Assist/own power; Vehicle/boat evacuation,3,True,Forest Preserve,High Peaks Wilderness,ESSEX,NEWCOMB,True,False,07/25/2014,12:15 PM,POINT (-74.26522 44.08852)
NY-2015-WS-093,5,Rescue,05/26/2015,4:50 AM,1,F,26.0,NY,US,Hiking,Illness,43.79073,-74.11675,1773.0,True,Vehicle/boat evacuation,1,False,Forest Preserve,Hudson River Gorge Wilderness,HAMILTON,INDIAN LAKE,True,False,05/26/2015,6:30 AM,POINT (-74.11675 43.79073)
NY-2015-WS-078,5,Search,05/19/2015,4:10 AM,3,M,32.0,NY,US,Hiking,Lost,43.55589,-73.9376,1400.0,True,Assist/own power,2,True,Forest Preserve,Wilcox Lake Wild Forest,WARREN,JOHNSBURG,True,False,05/19/2015,6:20 AM,POINT (-73.9376 43.55589)
NY-2015-WS-229,5,Search,08/23/2015,5:45 AM,1,M,24.0,BE,IN,Hiking,Lost,44.21552,-73.86323,3800.0,True,,1,True,Forest Preserve,Eastern High Peaks,ESSEX,NORTH ELBA,False,False,08/23/2015,6:47 AM,POINT (-73.86323 44.21552)
NY-2016-WS-061,5,Rescue,04/04/2016,4:10 AM,1,M,48.0,ON,CA,Hiking,Injured,44.13495,-73.93906,3500.0,True,Vehicle/boat evacuation,1,True,Forest Preserve,High Peaks,ESSEX,NORTH ELBA,True,False,04/04/2016,8:33 AM,POINT (-73.93906 44.13495)
NY-2015-WS-315,6,Search,10/21/2015,9:00 AM,1,M,68.0,ON,CA,Hunting,Lost,43.3924,-75.39545,1107.0,True,Assist/own power,3,True,State Forests,Webster Hil State Forest,ONEIDA,WESTERN,False,False,10/22/2015,3:00 AM,POINT (-75.39545 43.3924)
NY-2015-WS-234,5,Rescue,08/25/2015,12:53 PM,1,M,28.0,NY,US,Hiking,Injured,44.21612,-73.81906,2886.0,True,Assist/own power,2,False,Forest Preserve,E. High Peaks Wilderness,ESSEX,KEENE,True,False,08/25/2015,5:00 AM,POINT (-73.81906 44.21612)
NY-2013-WS-285,6,Search,12/06/2013,4:30 AM,1,F,12.0,NY,US,Walking,Lost,43.30484,-75.61986,585.0,True,Assist/own power,1,True,Private Land,,ONEIDA,ANNSVILLE,False,False,12/06/2013,6:00 AM,POINT (-75.61986 43.30484)
NY-2015-WS-243,4,Search,09/02/2015,7:45 AM,6,M,1.0,NY,US,Hiking,Lost,42.18532,-74.05386,2173.0,True,,1,True,Forest Preserve,Catskill State Park,GREENE,HUNTER,False,True,09/03/2015,12:15 PM,POINT (-74.05386000000001 42.18532)
NY-2013-WS-175,5,Search,08/25/2013,8:29 AM,2,M,28.0,AB,CA,Hiking,Lost,44.15948,-73.8552,2200.0,False,Assist/own power,1,True,Forest Preserve,High Peaks Wilderness,ESSEX,KEENE,True,False,08/25/2013,9:45 AM,POINT (-73.8552 44.15948)
NY-2015-WS-289,5,Search,10/08/2015,9:39 AM,1,F,60.0,NY,US,Walking,Lost,44.35362,-73.68086,1419.0,True,Assist/own power,1,False,Private Land,Private property,ESSEX,JAY,True,False,10/08/2015,10:58 AM,POINT (-73.68086 44.35362000000001)
NY-2015-WS-130,5,Search,06/25/2015,9:20 AM,1,M,19.0,NY,US,Hiking,Lost,44.35213,-73.924,2460.0,True,Assist/own power,2,True,Forest Preserve,High Peaks,ESSEX,NORTH ELBA,True,False,06/26/2015,4:00 AM,POINT (-73.924 44.35213)
NY-2016-WS-108,5,Search,06/02/2016,6:47 AM,2,F,52.0,NY,US,Hiking,Lost,43.90036,-74.35396,2250.0,False,Assist/own power,2,False,Private Land,Private property,HAMILTON,INDIAN LAKE,True,False,06/02/2016,9:55 AM,POINT (-74.35396 43.90036)
NY-2014-WS-093,5,Search,06/17/2014,9:11 AM,4,M,18.0,NY,US,Hiking,Lost,44.18241,-73.96555,2180.0,True,Assist/own power,6,True,Forest Preserve,High Peaks Wilderness,ESSEX,NORTH ELBA,True,False,06/18/2014,7:35 AM,POINT (-73.96555 44.18241)
NY-2015-WS-277,5,Rescue,09/26/2015,11:59 AM,1,,,NY,US,Hiking,Stranded,44.3661,-73.84064,1118.0,True,Technical Rope,4,True,Forest Preserve,Sentinel Range Wilderness,ESSEX,WILMINGTON,True,False,09/26/2015,4:30 AM,POINT (-73.84064 44.3661)
NY-2016-WS-069,5,Search,04/18/2016,7:10 AM,1,M,21.0,NY,US,Hiking,Lost,43.8724,-74.42792,2222.0,True,Assist/own power,1,True,Forest Preserve,Blue Mountain Wild Forest and F&W Easement,HAMILTON,INDIAN LAKE,True,False,04/18/2016,8:15 AM,POINT (-74.42792 43.8724)
NY-2015-WS-191,5,Rescue,07/31/2015,5:02 AM,1,F,23.0,IL,US,Hiking,Injured,44.14016,-73.92869,3600.0,True,Aircraft evacuation,3,True,Forest Preserve,High Peaks Wilderness,ESSEX,NORTH ELBA,True,False,08/01/2015,9:15 AM,POINT (-73.92869 44.14016000000001)
NY-2016-WS-029,5,Search,02/24/2016,8:53 AM,1,M,16.0,NY,US,Runaway,Missing,44.26632,-73.94175,1750.0,True,Assist/own power,5,True,Private Land,unknown,ESSEX,NORTH ELBA,False,False,02/24/2016,11:00 AM,POINT (-73.94175 44.26632000000001)
NY-2015-WS-092,4,Search,05/26/2015,10:45 AM,1,M,22.0,NY,US,Hiking,Lost,42.1956,-74.03101,1835.0,True,,1,True,Forest Preserve,Kaaterskill Wild Forest,GREENE,CATSKILL,False,True,05/26/2015,12:40 PM,POINT (-74.03101 42.1956)
NY-2014-WS-078,5,Search,06/03/2014,11:30 AM,1,M,19.0,NY,US,Hiking,Stranded,44.13387,-73.80962,1600.0,True,Assist/own power,1,False,Conservation Easement,AMR,ESSEX,KEENE,True,False,06/04/2014,2:30 AM,POINT (-73.80962 44.13387)
NY-2015-WS-140,5,Rescue,06/30/2015,5:00 AM,1,M,35.0,NY,US,Hiking,Lost,44.10493,-73.92863,4250.0,True,Assist/own power; Carry out by foot; Vehicle/boat evacuation,13,True,Forest Preserve,High Peaks Wilderness,ESSEX,KEENE,True,False,07/01/2015,9:00 AM,POINT (-73.92863 44.10493)
NY-2014-WS-257,5,Search,10/27/2014,6:40 AM,1,M,67.0,NJ,US,Hunting,Overdue,43.80087,-74.36228,1825.0,True,Assist/own power; Vehicle/boat evacuation,3,False,Forest Preserve,Blue Ridge Wilderness,HAMILTON,INDIAN LAKE,True,False,10/28/2014,3:50 AM,POINT (-74.36228 43.80087)
NY-2015-WS-291,3,Search,09/14/2015,1:00 AM,1,F,55.0,NY,US,Hiking,Lost,41.96931,-73.69273,725.0,True,Assist/own power,2,True,Private Land,,DUTCHESS,PINE PLAINS,False,False,09/14/2015,2:30 AM,POINT (-73.69273 41.96931)
NY-2015-WS-078,5,Search,05/19/2015,4:10 AM,5,M,35.0,NY,US,Hiking,Lost,43.55589,-73.9376,1400.0,True,Assist/own power,2,True,Forest Preserve,Wilcox Lake Wild Forest,WARREN,JOHNSBURG,True,False,05/19/2015,6:20 AM,POINT (-73.9376 43.55589)
NY-2014-WS-270,5,Rescue,11/23/2014,4:20 AM,1,F,26.0,VT,US,Hiking,Injured,44.16264,-73.97481,2880.0,True,Vehicle/boat evacuation,3,False,Forest Preserve,High Peaks Wilderness,ESSEX,NORTH ELBA,True,False,11/23/2014,8:38 AM,POINT (-73.97481 44.16264)
NY-2015-WS-066,5,Search,05/02/2015,2:10 AM,1,M,52.0,NY,US,Hiking,Lost,43.79046,-74.28771,1660.0,True,Assist/own power,1,True,Forest Preserve,Blue Mountain WF,HAMILTON,INDIAN LAKE,True,False,05/02/2015,3:30 AM,POINT (-74.28771 43.79046)
NY-2014-WS-185,3,Search,08/19/2014,9:15 AM,3,M,15.0,NY,US,Hiking,Lost,41.46231,-74.30257,1124.0,True,Assist/own power,4,True,Private Land,,ULSTER,WAWARSING,False,False,08/20/2014,6:00 AM,POINT (-74.30257 41.46231)
NY-2014-WS-092,4,Rescue,06/16/2014,4:39 AM,2,M,26.0,NY,US,Hiking,Injured,42.19173,-74.07021,1560.0,False,Carry out by foot,1,True,Forest Preserve,Kaaterskill Wild Forest,GREENE,HUNTER,False,True,06/16/2014,5:30 AM,POINT (-74.07021 42.19173)
NY-2016-WS-054,5,Search,03/29/2016,8:34 AM,1,M,23.0,NY,US,Hiking,Stranded,44.1448,-73.73386,2254.0,True,Assist/own power,4,False,Forest Preserve,Giant Mt Wilderness Area,ESSEX,KEENE,True,False,03/29/2016,4:30 AM,POINT (-73.73386 44.144800000000004)
NY-2013-WS-098,6,Rescue,07/12/2013,10:37 AM,1,M,46.0,NY,US,Whitewater,Stranded,43.32511,-75.59462,676.0,True,Assist/own power; Swiftwater,4,True,Private Land,,ONEIDA,ANNSVILLE,False,False,07/13/2013,3:30 AM,POINT (-75.59462 43.32511)
NY-2015-WS-317,5,Search,10/26/2015,9:40 AM,1,M,35.0,NY,US,Hunting,Lost,44.14228,-74.22124,1572.0,False,,2,True,Forest Preserve,Saranac Lake Wild Forest,FRANKLIN,HARRIETSTOWN,True,False,10/27/2015,2:30 AM,POINT (-74.22124 44.14228)
NY-2013-WS-180,5,Search,08/29/2013,5:00 AM,1,M,15.0,NY,US,Hiking,Lost,43.76375,-74.76122,1900.0,True,Assist/own power,1,True,State Forests,Moose River Plains,HAMILTON,INLET,True,False,08/29/2013,9:00 AM,POINT (-74.76122 43.76375)
NY-2013-WS-218,5,Search,09/23/2013,7:45 AM,3,F,23.0,NY,US,Hiking,Stranded,43.56875,-73.70795,1939.0,True,Assist/own power,2,False,Forest Preserve,,WARREN,BOLTON,True,False,12/28/2013,11:45 AM,POINT (-73.70795 43.56875)
NY-2014-WS-199,5,Search,08/31/2014,8:27 AM,2,F,20.0,NY,US,Hiking,Overdue,44.14968,-73.6319,832.0,True,Assist/own power,2,False,Forest Preserve,Giant Mt Wilderness Area,ESSEX,ELIZABETHTOWN,True,False,08/31/2014,10:00 AM,POINT (-73.6319 44.14968)
NY-2014-WS-176,5,Search,08/15/2014,10:15 AM,2,M,16.0,CT,US,Hiking,Overdue,44.12579,-73.90053,3423.0,False,Assist/own power,3,True,Forest Preserve,High Peaks Wilderness,ESSEX,NORTH ELBA,True,False,08/16/2014,10:10 AM,POINT (-73.90053 44.12579)
NY-2013-WS-078,5,Search,06/26/2013,9:49 AM,1,M,20.0,NY,US,Runaway,Missing,43.37114,-73.785,750.0,False,Assist/own power,3,True,Private Land,Double H Ranch,WARREN,LAKE LUZERNE,True,False,06/27/2013,12:42 PM,POINT (-73.785 43.37114)
NY-2015-WS-189,5,Rescue,07/31/2015,11:22 AM,1,M,24.0,MI,US,Hiking,Illness,44.02083,-73.82771,2055.0,False,Assist/own power,4,True,Forest Preserve,Dix Wilderness,ESSEX,NORTH HUDSON,True,False,07/31/2015,1:00 AM,POINT (-73.82771 44.02083)
NY-2015-WS-299,5,Search,10/12/2015,10:10 AM,2,F,22.0,NY,US,Hiking,Lost,44.18876,-73.8165,1525.0,False,Assist/own power,3,False,Forest Preserve,High Peaks Wilderness,ESSEX,KEENE,True,False,10/13/2015,2:00 AM,POINT (-73.8165 44.18876)
NY-2015-WS-195,8,Search,08/02/2015,8:15 AM,1,M,35.0,NY,US,Criminal,Fugitive,42.59501,-77.62325,1848.0,False,,4,True,Private Land,unknown,LIVINGSTON,MOUNT MORRIS,False,False,08/07/2015,8:29 AM,POINT (-77.62325 42.59501)
NY-2013-WS-096,5,Search,07/11/2013,6:00 AM,3,F,25.0,NY,US,Hiking,Lost,43.54433,-73.95024,2020.0,True,Assist/own power,3,True,Forest Preserve,Wilcox Wild Forest,WARREN,JOHNSBURG,True,False,07/11/2013,12:00 PM,POINT (-73.95024 43.54433)
NY-2015-WS-076,4,Rescue,05/14/2015,5:41 AM,1,M,66.0,NY,US,Hiking,Illness,42.19129,-74.03659,2440.0,False,Assist/own power,2,True,Forest Preserve,Kaaterskill Wild Forest,GREENE,HUNTER,False,True,05/14/2015,9:30 AM,POINT (-74.03659 42.19129)
NY-2016-WS-042,5,Search,03/15/2016,3:05 AM,1,M,23.0,NY,US,Hiking,Lost,44.39917,-73.43928,879.0,True,Assist/own power,2,False,Private Land,Private,ESSEX,WILLSBORO,True,False,03/15/2016,5:03 AM,POINT (-73.43928 44.39917)
