Vaccine/Exemption,Dose,Geography Type,Geography,School Year,Estimate (%),Population Size,Percent Surveyed,Footnotes,Number of Exemptions,Survey Type
Polio,,States,Arkansas,2011-12,84.3,38754.0,92.2,,,Census
Polio,,States,California,2011-12,93.2,542544.0,97.6,,,Census
Polio,,States,Colorado,2011-12,87.4,70142.0,0.5,,,Simple Random Sample
Polio,,States,Connecticut,2011-12,97.7,45695.0,100.0,*,,Census
Polio,,States,Delaware,2011-12,96.9,11327.0,7.4,≥,,2-stage Cluster Sample
Polio,,States,District of Columbia,2011-12,,6854.0,100.0,*,,Census
Polio,,States,Florida,2011-12,92.6,225532.0,100.0,≥. * .§ ,,Census
Polio,,States,Georgia,2011-12,96.7,143065.0,1.9,,,2-stage Cluster Sample
Polio,,States,Hawaii,2011-12,,19443.0,7.7,,,2-stage Cluster Sample
Polio,,States,Idaho,2011-12,89.6,22762.0,100.0,*,,Census
Polio,,States,Illinois,2011-12,96.2,163311.0,100.0,*,,Census
Polio,,States,Indiana,2011-12,90.4,83416.0,67.5,,,Voluntary Response
Polio,,States,Iowa,2011-12,91.1,40978.0,100.0,≥. *,,Census
Polio,,States,Kansas,2011-12,96.9,38402.0,52.7,†,,Stratified 1-stage sample  (Public);  Census (Private)
Polio,,States,Kentucky,2011-12,95.0,58185.0,91.8,,,Census
Polio,,States,Louisiana,2011-12,99.6,69013.0,100.0,*,,Census
Polio,,States,Maine,2011-12,96.1,13829.0,97.0,,,Census
Polio,,States,Maryland,2011-12,99.7,72957.0,67.2,,,Voluntary Response
Polio,,States,Massachusetts,2011-12,93.3,79551.0,97.5,,,Census
Polio,,States,Michigan,2011-12,95.9,124962.0,100.0,*,,Census
Polio,,States,Minnesota,2011-12,95.8,71213.0,99.2,,,Census
Polio,,States,Mississippi,2011-12,99.2,44912.0,100.0,≥. *,,Census
Polio,,States,Missouri,2011-12,97.2,75240.0,4.7,,,2-stage Cluster Sample
Polio,,States,Montana,2011-12,95.7,12128.0,100.0,*,,Census
Polio,,States,Nebraska,2011-12,99.5,26715.0,96.6,,,Census
Polio,,States,Nevada,2011-12,98.3,36557.0,5.2,,,2-stage Cluster Sample
Polio,,States,New Hampshire,2011-12,,13022.0,100.0,*,,Census
Polio,,States,New Jersey,2011-12,,118669.0,96.6,,,Census
Polio,,States,New Mexico,2011-12,97.6,29159.0,2.0,,,2-stage Cluster Sample
Polio,,States,New York,2011-12,98.4,236016.0,100.0,*,,Census
Polio,,States,North Carolina,2011-12,,128854.0,95.4,,,Census
Polio,,States,North Dakota,2011-12,90.6,8412.0,5.8,¶,,Convenient 
Polio,,States,Ohio,2011-12,96.2,146144.0,94.5,,,Convenient 
Polio,,States,Oklahoma,2011-12,94.6,52987.0,90.9,¶,,Census
Polio,,States,Oregon,2011-12,94.0,45855.0,100.0,*,,Census
Polio,,States,Pennsylvania,2011-12,95.5,148042.0,99.0,,,Census
Polio,,National,United States,2011-12,95.3,,,,,
Polio,,States,Rhode Island,2011-12,92.6,12552.0,13.9,,,2-stage Cluster Sample
Polio,,States,South Carolina,2011-12,96.7,59307.0,10.7,,,1-stage Cluster Sample
Polio,,States,South Dakota,2011-12,97.2,12127.0,100.0,*,,Census
Polio,,States,Tennessee,2011-12,97.3,83950.0,99.9,≥,,Census
Polio,,States,Texas,2011-12,99.3,388178.0,100.0,*,,Census
Polio,,National,U.S. Median,2011-12,95.9,,,,,
Polio,,States,Utah,2011-12,98.1,53800.0,100.0,*,,Census
Polio,,States,Vermont,2011-12,92.7,6548.0,100.0,*,,Census
Polio,,States,Virginia,2011-12,93.0,101121.0,4.3,,,2-stage Cluster Sample
Polio,,States,Washington,2011-12,91.0,85134.0,89.1,,,Voluntary Response
Polio,,States,West Virginia,2011-12,92.6,22449.0,94.9,,,Convenient 
Polio,,States,Wisconsin,2011-12,96.9,70672.0,2.3,,,2-stage Cluster Sample
Polio,,States,Wyoming,2011-12,,,,,,Not conducted
Polio,,States,Alabama,2012-13,92.8,72929.0,100.0,≥. * . ‡. **,,Census
Polio,,States,Alaska,2012-13,,10319.0,97.8,,,Census
Polio,,States,Arizona,2012-13,94.7,90054.0,97.6,,,Census
Polio,,States,Arkansas,2012-13,81.1,43212.0,96.3,‡,,Census
Polio,,States,California,2012-13,92.6,535523.0,99.0,‡,,Census
Polio,,States,Colorado,2012-13,88.6,70657.0,0.5,,,Simple Random Sample
Polio,,States,Connecticut,2012-13,97.2,41604.0,100.0,*,,Census
Polio,,States,Delaware,2012-13,95.7,11997.0,7.8,≥,,2-stage Cluster Sample
Polio,,States,District of Columbia,2012-13,,7842.0,100.0,*,,Census
Polio,,States,Florida,2012-13,92.1,234628.0,100.0,≥. *. §,,Census
Polio,,States,Georgia,2012-13,95.1,142732.0,2.4,≥,,2-stage Cluster Sample
Polio,,States,Hawaii,2012-13,,20104.0,6.7,,,2-stage Cluster Sample
Polio,,States,Idaho,2012-13,88.5,23888.0,100.0,*,,Census
Polio,,States,Illinois,2012-13,94.4,166884.0,100.0,*,,Census
Polio,,States,Indiana,2012-13,93.4,86983.0,83.4,,,Voluntary Response
Polio,,States,Iowa,2012-13,90.5,41701.0,99.9,≥,,Census
Polio,,States,Kansas,2012-13,86.7,40738.0,31.8,†. ‡,,Stratified 1-stage sample  (Public);  Census (Private)
Polio,,States,Kentucky,2012-13,94.3,58466.0,97.2,‡,,Census
Polio,,States,Louisiana,2012-13,99.0,68874.0,100.0,*,,Census
Polio,,States,Maine,2012-13,95.2,14313.0,94.6,‡,,Census
Polio,,States,Maryland,2012-13,99.6,75007.0,84.3,‡,,Voluntary Response
Polio,,States,Massachusetts,2012-13,94.2,79661.0,97.6,‡,,Census
Polio,,States,Michigan,2012-13,95.5,124662.0,100.0,*,,Census
Polio,,States,Minnesota,2012-13,96.7,73310.0,100.0,*. ‡ ,,Census
Polio,,States,Mississippi,2012-13,99.9,46595.0,100.0,≥. *,,Census
Polio,,States,Missouri,2012-13,96.9,78416.0,5.9,,,2-stage Cluster Sample
Polio,,States,Montana,2012-13,95.0,12516.0,95.8,,,Census
Polio,,States,Nebraska,2012-13,97.5,24999.0,96.6,‡,,Census
Polio,,States,Nevada,2012-13,97.4,36070.0,4.3,,,2-stage Cluster Sample
Polio,,States,New Hampshire,2012-13,,12943.0,99.2,,,Census
Polio,,States,New Jersey,2012-13,97.0,122516.0,96.7,≥. ‡,,Census
Polio,,States,New Mexico,2012-13,96.8,29279.0,3.3,‡ ,,2-stage Cluster Sample
Polio,,States,New York,2012-13,98.4,239484.0,100.0,*. ‡,,Census
Polio,,States,North Carolina,2012-13,,130612.0,97.3,,,Census
Polio,,States,North Dakota,2012-13,92.7,9503.0,4.9,,,2-stage Cluster Sample
Polio,,States,Ohio,2012-13,96.5,163687.0,86.9,,,Census
Polio,,States,Oklahoma,2012-13,90.6,56943.0,95.5,,,Census
Polio,,States,Oregon,2012-13,93.6,47102.0,100.0,*. ‡,,Census
Polio,,States,Pennsylvania,2012-13,94.9,151364.0,97.5,||,,Census
Polio,,National,United States,2012-13,94.7,,,,,
Polio,,States,Rhode Island,2012-13,95.5,12552.0,75.2,‡,,Voluntary Response
Polio,,States,South Carolina,2012-13,90.9,61799.0,17.9,≥,,1-Stage Cluster Sample
Polio,,States,South Dakota,2012-13,97.6,12468.0,100.0,*,,Census
Polio,,States,Tennessee,2012-13,94.5,85801.0,97.0,≥,,Census
Polio,,States,Texas,2012-13,97.5,414688.0,96.6,‡,,Census
Polio,,National,U.S. Median,2012-13,95.1,,,,,
Polio,,States,Utah,2012-13,98.1,54605.0,100.0,*,,Census
Polio,,States,Vermont,2012-13,92.6,6792.0,100.0,*,,Census
Polio,,States,Virginia,2012-13,94.1,104826.0,4.2,,,2-stage Cluster Sample
Polio,,States,Washington,2012-13,91.4,87773.0,94.7,,,Census
Polio,,States,West Virginia,2012-13,96.3,22588.0,86.5,,,Voluntary Response
Polio,,States,Wisconsin,2012-13,98.2,72416.0,1.8,‡,,2-stage Cluster Sample
Polio,,States,Wyoming,2012-13,97.6,8133.0,100.0,* .¶,,Census
Polio,,States,Alabama,2013-14,92.0,76927.0,100.0,≥. *. **,,Census
Polio,,States,Alaska,2013-14,97.2,10222.0,9.3,†,,Stratified  2-stage cluster sample
Polio,,States,Arizona,2013-14,94.7,89606.0,95.8,,,Census
Polio,,States,Arkansas,2013-14,80.2,42649.0,96.3,,,Census
Polio,,States,California,2013-14,92.6,548606.0,97.3,‡,,Census
Polio,,States,Colorado,2013-14,78.3,69904.0,0.5,,,Random Sample
Polio,,States,Connecticut,2013-14,98.7,40978.0,100.0,*,,Census
Polio,,States,Delaware,2013-14,96.4,11997.0,12.2,≥,,Stratified  2-stage cluster sample
Polio,,States,District of Columbia,2013-14,,7856.0,100.0,*,,Census
Polio,,States,Florida,2013-14,93.2,233797.0,100.0,≥. *. §,,Census
Polio,,States,Georgia,2013-14,94.0,143988.0,100.0,≥. *,,Census
Polio,,States,Hawaii,2013-14,,20056.0,5.4,,,Stratified  2-stage cluster sample
Polio,,States,Idaho,2013-14,88.4,23934.0,100.0,*,,Census
Polio,,States,Illinois,2013-14,94.9,163316.0,100.0,*,,Census
Polio,,States,Indiana,2013-14,90.0,87193.0,70.3,,,Voluntary response
Polio,,States,Iowa,2013-14,91.0,43728.0,94.6,≥,,Census
Polio,,States,Kansas,2013-14,86.7,41107.0,29.0,†. ‡,,Stratified 1-stage sample  (Public);  Census (Private)
Polio,,States,Kentucky,2013-14,94.3,57857.0,100.0,*,,Census
Polio,,States,Louisiana,2013-14,99.0,63976.0,100.0,*,,Census
Polio,,States,Maine,2013-14,93.4,15441.0,82.4,‡,,Voluntary response
Polio,,States,Maryland,2013-14,99.2,75659.0,96.9,‡,,Census
Polio,,States,Massachusetts,2013-14,94.4,79894.0,97.9,‡,,Census
Polio,,States,Michigan,2013-14,95.4,120297.0,100.0,*,,Census
Polio,,States,Minnesota,2013-14,96.6,72087.0,98.5,‡,,Census
Polio,,States,Mississippi,2013-14,99.7,45719.0,100.0,≥. *,,Census
Polio,,States,Missouri,2013-14,95.9,78140.0,100.0,*,,Census
Polio,,States,Montana,2013-14,95.3,12855.0,95.4,,,Census
Polio,,States,Nebraska,2013-14,97.1,27000.0,97.3,‡,,Census
Polio,,States,Nevada,2013-14,94.8,35782.0,3.1,,,Stratified  2-stage cluster sample
Polio,,States,New Hampshire,2013-14,94.7,13240.0,100.0,≥. *,,Census
Polio,,States,New Jersey,2013-14,96.8,123085.0,95.4,≥. ‡,,Census
Polio,,States,New Mexico,2013-14,97.4,30725.0,2.7,‡,,Stratified  2-stage cluster sample
Polio,,States,New York,2013-14,98.1,240318.0,100.0,*. ‡,,Census
Polio,,States,North Carolina,2013-14,,126084.0,97.7,,,Census
Polio,,States,North Dakota,2013-14,90.7,9780.0,96.1,,,Census (Public); Stratified  2-stage cluster sample(Private)
Polio,,States,Ohio,2013-14,96.4,150000.0,92.5,,,Census
Polio,,States,Oklahoma,2013-14,96.5,57377.0,71.3,,,Voluntary response
Polio,,States,Oregon,2013-14,93.3,47649.0,100.0,*. ‡,,Census
Polio,,States,Pennsylvania,2013-14,93.2,151253.0,100.0,*. ‡,,Census
Polio,,National,United States,2013-14,94.4,,,,,
Polio,,States,Rhode Island,2013-14,96.0,11521.0,99.1,‡,,Census
Polio,,States,South Carolina,2013-14,97.6,61661.0,11.0,,,1-stage stratified sample
Polio,,States,South Dakota,2013-14,96.4,12566.0,100.0,*,,Census
Polio,,States,Tennessee,2013-14,94.9,80212.0,99.8,≥,,Census
Polio,,States,Texas,2013-14,97.4,409255.0,97.1,‡,,Census
Polio,,National,U.S. Median,2013-14,94.9,,,,,
Polio,,States,Utah,2013-14,98.4,54779.0,100.0,*,,Census
Polio,,States,Vermont,2013-14,91.8,6771.0,100.0,*,,Census
Polio,,States,Virginia,2013-14,93.3,105692.0,4.1,,,2-stage cluster  sample
Polio,,States,Washington,2013-14,89.1,89165.0,88.5,,,Voluntary response
Polio,,States,West Virginia,2013-14,96.1,22814.0,84.7,,,Voluntary response
Polio,,States,Wisconsin,2013-14,96.7,71363.0,2.8,‡,,Stratified  2-stage cluster sample
Polio,,States,Wyoming,2013-14,,,,,,Not conducted
Polio,,States,Alabama,2014-15,93.5,59660.0,100.0,≥. *,,Census
Polio,,States,Alaska,2014-15,94.8,10129.0,7.8,†,,Stratified 2-stage cluster sample
Polio,,States,Arizona,2014-15,94.7,86153.0,98.3,,,Census
Polio,,States,Arkansas,2014-15,84.5,41252.0,95.9,‡,,Census (public); Voluntary response (private)
Polio,,States,California,2014-15,93.0,552583.0,96.9,‡,,Census
Polio,,States,Colorado,2014-15,81.4,70597.0,0.5,,,Simple random sample
Polio,,States,Connecticut,2014-15,97.0,39948.0,100.0,*,,Census
Polio,,States,Delaware,2014-15,98.2,11476.0,7.9,,,Stratified 2-stage cluster sample
Polio,,States,Florida,2014-15,93.3,228982.0,100.0,≥. *. §,,Census
Polio,,States,Georgia,2014-15,94.0,139471.0,100.0,≥. *,,Census
Polio,,States,Hawaii,2014-15,,20085.0,5.6,,,Stratified 2-stage cluster sample
Polio,,States,Idaho,2014-15,90.1,22968.0,100.0,*,,Census
Polio,,States,Illinois,2014-15,94.8,156942.0,100.0,*,,Census
Polio,,States,Indiana,2014-15,89.7,85477.0,70.1,,,Voluntary response
Polio,,States,Iowa,2014-15,91.9,43239.0,96.3,≥,,Census
Polio,,States,Kansas,2014-15,90.0,39685.0,24.5,†.‡,,Stratified 2-stage cluster sample
Polio,,States,Kentucky,2014-15,94.7,57884.0,97.2,‡,,Census
Polio,,States,Louisiana,2014-15,98.9,60377.0,100.0,*,,Census
Polio,,States,Maine,2014-15,95.6,13704.0,88.9,‡,,Voluntary response (public); Census (private)
Polio,,States,Maryland,2014-15,99.7,75391.0,90.2,‡,,Census (public); Voluntary response (private)
Polio,,States,Massachusetts,2014-15,95.0,74869.0,100.0,*. ‡,,Census
Polio,,States,Michigan,2014-15,95.6,117963.0,100.0,*,,Census
Polio,,States,Minnesota,2014-15,94.3,70896.0,97.8,,,Census
Polio,,States,Mississippi,2014-15,99.2,44129.0,100.0,≥. *,,Census
Polio,,States,Missouri,2014-15,96.3,75900.0,100.0,*,,Census
Polio,,States,Montana,2014-15,95.2,12501.0,95.7,,,Census (public); Voluntary response (private)
Polio,,States,Nebraska,2014-15,97.6,26665.0,100.0,*. ‡,,Census
Polio,,States,Nevada,2014-15,93.7,36755.0,2.8,,,Stratified 2-stage cluster sample
Polio,,States,New Hampshire,2014-15,91.4,12422.0,98.9,≥,,Census (public); Voluntary response (private)
Polio,,States,New Jersey,2014-15,92.3,120471.0,93.9,≥. ‡,,Census (public); Voluntary response (private)
Polio,,States,New Mexico,2014-15,97.9,29918.0,3.3,†,,Stratified 2-stage cluster sample
Polio,,States,New York,2014-15,97.5,237045.0,100.0,*.‡,,Census
Polio,,States,North Dakota,2014-15,90.9,10017.0,99.9,,,Census
Polio,,States,Ohio,2014-15,92.5,149080.0,91.0,,,Census (public); Voluntary response (private)
Polio,,States,Oklahoma,2014-15,90.4,56967.0,95.9,‡,,Census
Polio,,States,Oregon,2014-15,94.0,46229.0,100.0,*.‡,,Census
Polio,,States,Pennsylvania,2014-15,97.0,146378.0,98.3,‡,,Census
Polio,,National,United States,2014-15,94.4,,,,,
Polio,,States,Rhode Island,2014-15,96.2,11163.0,98.9,‡,,Census
Polio,,States,South Carolina,2014-15,97.7,62864.0,12.2,,,Stratified 1-stage cluster sample
Polio,,States,South Dakota,2014-15,96.8,12008.0,100.0,*,,Census
Polio,,States,Tennessee,2014-15,95.1,78276.0,100.0,≥. *,,Census
Polio,,States,Texas,2014-15,97.3,406099.0,98.3,‡,,Census (public); Voluntary response (private)
Polio,,National,U.S. Median,2014-15,94.8,,,,,
Polio,,States,Utah,2014-15,94.2,50916.0,100.0,*,,Census
Polio,,States,Vermont,2014-15,93.7,6277.0,100.0,*,,Census
Polio,,States,Virginia,2014-15,91.9,103821.0,4.1,,,Stratified 2-stage cluster sample
Polio,,States,Washington,2014-15,88.4,88809.0,96.7,,,Census (public); Voluntary response (private)
Polio,,States,West Virginia,2014-15,98.8,22016.0,81.3,,,Voluntary response
Polio,,States,Wisconsin,2014-15,96.7,69335.0,2.5,‡,,Stratified 2-stage cluster sample
Polio,,States,Wyoming,2014-15,96.9,7983.0,97.9,¶,,Census
Polio,,States,Alabama,2015-16,93.1,60392.0,100.0,≥.*,,Census
Polio,,States,Alaska,2015-16,95.2,9937.0,7.8,†.§,,Stratified 2-stage cluster sample
Polio,,States,Arizona,2015-16,94.6,83088.0,100.0,*,,Census
Polio,,States,Arkansas,2015-16,88.1,40258.0,95.6,‡,,Census (public); Voluntary response (private)
Polio,,States,California,2015-16,94.7,593788.0,92.8,‡,,Census
Polio,,States,Colorado,2015-16,82.3,69137.0,0.5,,,Simple random sample
Polio,,States,Connecticut,2015-16,97.0,39533.0,100.0,*,,Census
Polio,,States,Delaware,2015-16,98.2,11589.0,9.5,,,Stratified 2-stage cluster sample
Polio,,States,District of Columbia,2015-16,90.7,8080.0,100.0,*,,Census
Polio,,States,Florida,2015-16,93.7,224430.0,100.0,≥.*.§,,Census
Polio,,States,Georgia,2015-16,94.6,131403.0,100.0,≥.*,,Census
Polio,,States,Hawaii,2015-16,94.4,16325.0,6.7,,,Stratified 2-stage cluster sample
Polio,,States,Idaho,2015-16,90.6,22686.0,100.0,*,,Census
Polio,,States,Illinois,2015-16,94.9,151309.0,100.0,*,,Census
Polio,,States,Indiana,2015-16,89.7,83525.0,69.5,,,Voluntary response
Polio,,States,Iowa,2015-16,91.8,41215.0,100.0,≥.*,,Census
Polio,,States,Kansas,2015-16,88.3,39555.0,21.0,†.‡.§,,Stratified 2-stage cluster sample
Polio,,States,Kentucky,2015-16,94.3,54353.0,99.5,‡.§,,Census
Polio,,States,Louisiana,2015-16,96.9,59159.0,100.0,*,,Census
Polio,,States,Maine,2015-16,96.0,13526.0,90.5,,,Census
Polio,,States,Maryland,2015-16,99.8,72012.0,94.3,‡,,Census (public); Voluntary response (private)
Polio,,States,Massachusetts,2015-16,96.7,72897.0,100.0,*.‡,,Census
Polio,,States,Michigan,2015-16,96.3,116299.0,100.0,*,,Census
Polio,,States,Minnesota,2015-16,93.7,69710.0,97.8,§,,Census
Polio,,States,Mississippi,2015-16,99.4,41042.0,100.0,≥.*,,Census
Polio,,States,Missouri,2015-16,96.0,74413.0,100.0,*.§,,Census
Polio,,States,Montana,2015-16,95.3,11484.0,100.0,*,,Census
Polio,,States,Nebraska,2015-16,97.1,30409.0,100.0,*.‡,,Census
Polio,,States,Nevada,2015-16,95.6,37118.0,3.3,,,Stratified 2-stage cluster sample
Polio,,States,New Hampshire,2015-16,91.9,11852.0,99.8,≥,,Census
Polio,,States,New Jersey,2015-16,96.3,110116.0,100.0,≥.*,,Census
Polio,,States,New Mexico,2015-16,95.6,29049.0,2.7,†,,Stratified 2-stage cluster sample
Polio,,States,New York,2015-16,94.0,232521.0,100.0,*,,Census
Polio,,States,North Carolina,2015-16,97.1,128290.0,92.0,‡.§,,Census (public). Voluntary response (private)
Polio,,States,North Dakota,2015-16,91.2,9875.0,97.1,,,Census
Polio,,States,Ohio,2015-16,92.4,144604.0,93.7,,,Census (public); Voluntary response (private)
Polio,,States,Oklahoma,2015-16,95.9,54335.0,96.1,‡,,Census
Polio,,States,Oregon,2015-16,93.7,45531.0,100.0,*.‡,,Census
Polio,,States,Pennsylvania,2015-16,97.8,143298.0,93.2,,,Census (public); Voluntary response (private)
Polio,,National,United States,2015-16,94.7,,,,,
Polio,,States,Rhode Island,2015-16,97.0,11165.0,100.0,*.‡.§,,Census
Polio,,States,South Carolina,2015-16,97.5,59240.0,8.9,,,Stratified 1-stage cluster sample
Polio,,States,South Dakota,2015-16,96.3,12181.0,100.0,*,,Census
Polio,,States,Tennessee,2015-16,93.6,79233.0,100.0,*.§,,Census
Polio,,States,Texas,2015-16,97.6,394801.0,98.7,‡.§,,Census (public); Voluntary response (private)
Polio,,National,U.S. Median,2015-16,94.8,,,,,
Polio,,States,Utah,2015-16,94.1,50114.0,100.0,*,,Census
Polio,,States,Vermont,2015-16,93.8,6366.0,100.0,*,,Census
Polio,,States,Virginia,2015-16,93.9,100074.0,4.3,†.§,,Stratified 2-stage cluster sample
Polio,,States,Washington,2015-16,88.7,86492.0,97.3,§,,Census
Polio,,States,West Virginia,2015-16,95.4,21333.0,87.6,,,Voluntary response
Polio,,States,Wisconsin,2015-16,93.4,70220.0,2.0,‡.§,,Stratified 2-stage cluster sample
Polio,,States,Wyoming,2015-16,96.9,7825.0,74.0,§.¶,,Voluntary response
Polio,,States,Alabama,2016-17,93.8,58394.0,100.0,≥.*,,Census
Polio,,States,Alaska,2016-17,91.8,9815.0,7.6,†.§,,Stratified 2-stage cluster sample
Polio,,States,Arizona,2016-17,94.4,83627.0,100.0,*,,Census
Polio,,States,Arkansas,2016-17,89.0,39666.0,75.9,‡,,Voluntary response
Polio,,States,California,2016-17,97.3,575305.0,97.8,‡,,Census
Polio,,States,Colorado,2016-17,86.1,64440.0,100.0,*,,Census
Polio,,States,Connecticut,2016-17,96.8,39002.0,100.0,*,,Census
Polio,,States,Delaware,2016-17,99.4,11490.0,9.3,,,Stratified 2-stage cluster sample
Polio,,States,Florida,2016-17,94.1,224463.0,100.0,≥.*.§,,Census
Polio,,States,Georgia,2016-17,93.3,136165.0,100.0,≥.*,,Census
Polio,,States,Hawaii,2016-17,94.5,16325.0,6.7,,,Stratified 2-stage cluster sample
Polio,,States,Idaho,2016-17,90.3,22589.0,100.0,*,,Census
Polio,,States,Illinois,2016-17,94.8,151309.0,97.7,,,Census
Polio,,States,Indiana,2016-17,89.5,83263.0,80.3,,,Voluntary response
Polio,,States,Iowa,2016-17,92.6,39587.0,100.0,≥.*,,Census
Polio,,States,Kansas,2016-17,88.2,38298.0,22.9,†.‡.§,,Stratified 2-stage cluster sample
Polio,,States,Kentucky,2016-17,92.7,51487.0,92.9,‡.§,,Census
Polio,,States,Louisiana,2016-17,97.1,55257.0,100.0,*,,Census
Polio,,States,Maine,2016-17,96.1,13834.0,90.1,,,Voluntary response (public). census (private)
Polio,,States,Maryland,2016-17,98.5,71467.0,98.1,‡,,Census
Polio,,States,Massachusetts,2016-17,96.6,70109.0,100.0,*.‡,,Census
Polio,,States,Michigan,2016-17,96.2,118777.0,100.0,*,,Census
Polio,,States,Minnesota,2016-17,93.7,69140.0,96.7,§,,Census
Polio,,States,Mississippi,2016-17,99.4,40509.0,100.0,≥.*,,Census
Polio,,States,Missouri,2016-17,95.6,73355.0,100.0,*,,Census
Polio,,States,Montana,2016-17,94.2,11956.0,100.0,*,,Census
Polio,,States,Nebraska,2016-17,97.6,27117.0,100.0,*.‡.‡‡,,Census
Polio,,States,Nevada,2016-17,90.4,36885.0,3.7,,,Stratified 2-stage cluster sample
Polio,,States,New Hampshire,2016-17,91.5,12145.0,100.0,≥.*,,Census
Polio,,States,New Jersey,2016-17,96.5,109577.0,100.0,≥.*,,Census
Polio,,States,New Mexico,2016-17,95.1,27119.0,4.5,,,Stratified 2-stage cluster sample
Polio,,States,New York,2016-17,97.1,227050.0,100.0,*,,Census
Polio,,States,North Carolina,2016-17,96.2,126454.0,88.2,‡.§,,Voluntary response
Polio,,States,North Dakota,2016-17,94.0,9799.0,98.7,,,Census
Polio,,States,Ohio,2016-17,92.7,137542.0,95.5,,,Census
Polio,,States,Oklahoma,2016-17,,52184.0,0.0,‡.¶,,Census
Polio,,States,Oregon,2016-17,93.5,45705.0,100.0,*.‡,,Census
Polio,,States,Pennsylvania,2016-17,97.2,143888.0,84.4,,,Voluntary response
Polio,,National,United States,2016-17,95.2,,,,,
Polio,,States,Rhode Island,2016-17,95.8,11100.0,98.4,‡.§,,Census
Polio,,States,South Carolina,2016-17,96.5,59177.0,8.9,,,Stratified 1-stage cluster sample
Polio,,States,South Dakota,2016-17,96.5,12106.0,99.8,,,Census
Polio,,States,Tennessee,2016-17,96.8,78169.0,100.0,*.§,,Census
Polio,,States,Texas,2016-17,97.3,389999.0,99.0,‡.§,,Census
Polio,,National,U.S. Median,2016-17,94.4,,,,,
Polio,,States,Utah,2016-17,93.9,49073.0,100.0,*,,Census
Polio,,States,Vermont,2016-17,93.5,6344.0,100.0,*,,Census
Polio,,States,Virginia,2016-17,93.6,102357.0,4.0,†,,Stratified 2-stage cluster sample
Polio,,States,Washington,2016-17,90.6,87142.0,98.2,§,,Census
Polio,,States,West Virginia,2016-17,96.2,28666.0,66.5,§,,Census (public). voluntary response (private)
Polio,,States,Wisconsin,2016-17,93.8,67607.0,2.2,†.‡.§,,Stratified 2-stage cluster sample
Polio,,States,Wyoming,2016-17,,,,,,Not conducted
Polio,,States,Alabama,2017-18,92.7,57245.0,100.0,≥.*,,Census
Polio,,States,Alaska,2017-18,92.9,9692.0,84.4,†.§,,Stratified 2-stage cluster sample
Polio,,States,Arizona,2017-18,93.9,81710.0,100.0,*,,Census
Polio,,States,Arkansas,2017-18,91.3,39630.0,95.4,‡,,Census 
Polio,,States,California,2017-18,96.8,574702.0,100.0,‡,,Census
Polio,,States,Colorado,2017-18,88.6,65718.0,100.0,*,,Census
Polio,,States,Connecticut,2017-18,96.5,39174.0,100.0,*,,Census
Polio,,States,Delaware,2017-18,97.1,10988.0,9.5,,,Stratified 2-stage cluster sample
Polio,,States,Florida,2017-18,93.7,222397.0,100.0,≥.*.§,,Census
Polio,,States,Georgia,2017-18,93.4,131459.0,100.0,≥.*,,Census
Polio,,States,Hawaii,2017-18,95.3,16325.0,6.6,,,Stratified 2-stage cluster sample
Polio,,States,Idaho,2017-18,89.9,22553.0,99.0,,,Census
Polio,,States,Illinois,2017-18,95.1,144858.0,100.0,*,,Census
Polio,,States,Indiana,2017-18,92.7,84296.0,96.4,,,Voluntary Response
Polio,,States,Iowa,2017-18,93.0,39632.0,100.0,≥.*,,Census
Polio,,States,Kansas,2017-18,88.8,38484.0,23.1,†.‡.§,,Stratified 2-stage cluster sample
Polio,,States,Kentucky,2017-18,94.0,55152.0,99.0,‡.§,,Census
Polio,,States,Louisiana,2017-18,95.8,58277.0,100.0,*,,Census
Polio,,States,Maine,2017-18,95.3,13255.0,95.9,,,Census 
Polio,,States,Maryland,2017-18,98.1,68528.0,98.5,‡,,Census
Polio,,States,Massachusetts,2017-18,96.3,63377.0,100.0,*.‡,,Census
Polio,,States,Michigan,2017-18,95.7,119028.0,100.0,*,,Census
Polio,,States,Minnesota,2017-18,93.0,69807.0,98.1,§,,Census
Polio,,States,Mississippi,2017-18,99.4,39284.0,100.0,≥.*,,Census
Polio,,States,Missouri,2017-18,95.5,73113.0,100.0,*,,Census
Polio,,States,Montana,2017-18,93.8,12188.0,100.0,*,,Census
Polio,,States,Nebraska,2017-18,96.7,26313.0,98.6,‡.‡‡,,Census
Polio,,States,Nevada,2017-18,93.8,37178.0,4.8,,,Stratified 2-stage cluster sample
Polio,,States,New Hampshire,2017-18,92.4,12165.0,100.0,≥,,Census
Polio,,States,New Jersey,2017-18,96.1,107630.0,100.0,≥.*,,Census
Polio,,States,New Mexico,2017-18,94.8,26896.0,99.6,,,Stratified 2-stage cluster sample
Polio,,States,New York,2017-18,97.0,226456.0,100.0,*,,Census
Polio,,States,North Carolina,2017-18,97.0,127197.0,90.9,‡.§,,Census
Polio,,States,North Dakota,2017-18,94.4,10365.0,99.4,,,Census
Polio,,States,Ohio,2017-18,92.3,138753.0,94.9,,,Census
Polio,,States,Oklahoma,2017-18,93.7,53898.0,92.1,§,,Census (public). voluntary response (private)
Polio,,States,Oregon,2017-18,92.7,45818.0,100.0,*.‡,,Census
Polio,,States,Pennsylvania,2017-18,96.5,141571.0,93.3,,,Voluntary response
