Year,LocationAbbr,LocationDesc,DataSource,Category,Indicator,Response,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,Number,WeightedNumber,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,CategoryID,IndicatorID,LocationID,ResponseID,DataValueTypeID,StratificationCategoryID1,StratificationID1,StratificationCategoryID2,StratificationID2
2019,NH,New Hampshire,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,45-64,%,Prevalence,9.8,9.8,,,8.4,11.5,226.0,36746.0,Disability Type,Cognitive Disability,,,DISEST,AGEIND,33,AGE02,PREV,DISTYPE,COGDIS,,
2019,MS,Mississippi,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Veteran,%,Age-adjusted Prevalence,35.4,35.4,,,28.0,43.6,276.0,106591.0,Disability Status,Any Disability,,,DISEST,VETIND,28,VET1,AGEADJPREV,DISSTAT,DISABL,,
2019,MI,Michigan,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Female,%,Age-adjusted Prevalence,4.9,4.9,,,4.1,5.7,303.0,200561.0,Disability Type,Vision Disability,,,DISEST,SEXIND,26,SEX02,AGEADJPREV,DISTYPE,VISDIS,,
2019,NE,Nebraska,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Male,%,Age-adjusted Prevalence,3.5,3.5,,,3.0,4.2,282.0,25940.0,Disability Type,Independent Living Disability,,,DISEST,SEXIND,31,SEX01,AGEADJPREV,DISTYPE,INDDIS,,
2019,WA,Washington,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Non-Veteran,%,Age-adjusted Prevalence,9.7,9.7,,,9.0,10.4,1354.0,500918.0,Disability Type,Mobility Disability,,,DISEST,VETIND,53,VET2,AGEADJPREV,DISTYPE,MOBDIS,,
2019,IN,Indiana,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"American Indian or Alaska Native, non-Hispanic",%,Age-adjusted Prevalence,31.7,31.7,,,19.5,47.0,19.0,15477.0,Disability Type,Mobility Disability,,,DISEST,RACEIND,18,RACE07,AGEADJPREV,DISTYPE,MOBDIS,,
2019,MA,Massachusetts,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"American Indian or Alaska Native, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Mobility Disability,,,DISEST,RACEIND,25,RACE07,AGEADJPREV,DISTYPE,MOBDIS,,
2019,HHS10,HHS Region 10,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"White, non-Hispanic",%,Age-adjusted Prevalence,23.7,23.7,,,22.9,24.5,6074.0,2000686.0,Disability Status,Any Disability,,,DISEST,RACEIND,89,RACE01,AGEADJPREV,DISSTAT,DISABL,,
2019,ME,Maine,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Female,%,Age-adjusted Prevalence,5.8,5.8,,,5.0,6.7,640.0,40893.0,Disability Type,Hearing Disability,,,DISEST,SEXIND,23,SEX02,AGEADJPREV,DISTYPE,HEARDIS,,
2019,PA,Pennsylvania,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Black, non-Hispanic",%,Age-adjusted Prevalence,5.7,5.7,,,3.8,8.6,36.0,58848.0,Disability Type,Vision Disability,,,DISEST,RACEIND,42,RACE02,AGEADJPREV,DISTYPE,VISDIS,,
2019,MS,Mississippi,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Male,%,Age-adjusted Prevalence,6.2,6.2,,,5.1,7.5,156.0,70189.0,Disability Type,Self-care Disability,,,DISEST,SEXIND,28,SEX01,AGEADJPREV,DISTYPE,SELFDIS,,
2019,CO,Colorado,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,65+,%,Prevalence,12.6,12.6,,,11.3,14.0,398.0,102193.0,Disability Type,Hearing Disability,,,DISEST,AGEIND,8,AGE03,PREV,DISTYPE,HEARDIS,,
2019,AZ,Arizona,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Veteran,%,Age-adjusted Prevalence,3.4,3.4,,,1.9,6.0,85.0,27548.0,Disability Type,Vision Disability,,,DISEST,VETIND,4,VET1,AGEADJPREV,DISTYPE,VISDIS,,
2019,IL,Illinois,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"White, non-Hispanic",%,Age-adjusted Prevalence,2.4,2.4,,,1.9,2.9,119.0,169053.0,Disability Type,Self-care Disability,,,DISEST,RACEIND,17,RACE01,AGEADJPREV,DISTYPE,SELFDIS,,
2019,WI,Wisconsin,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,65+,%,Prevalence,16.3,16.3,,,14.2,18.7,274.0,162987.0,Disability Type,Hearing Disability,,,DISEST,AGEIND,55,AGE03,PREV,DISTYPE,HEARDIS,,
2019,NM,New Mexico,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,65+,%,Prevalence,11.0,11.0,,,9.2,13.0,240.0,40225.0,Disability Type,Independent Living Disability,,,DISEST,AGEIND,35,AGE03,PREV,DISTYPE,INDDIS,,
2019,PR,Puerto Rico,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Black, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Status,Any Disability,,,DISEST,RACEIND,72,RACE02,AGEADJPREV,DISSTAT,DISABL,,
2019,CA,California,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Self-care Disability,,,DISEST,RACEIND,6,RACE06,AGEADJPREV,DISTYPE,SELFDIS,,
2019,MA,Massachusetts,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Male,%,Age-adjusted Prevalence,9.6,9.6,,,8.6,10.7,444.0,267884.0,Disability Type,Mobility Disability,,,DISEST,SEXIND,25,SEX01,AGEADJPREV,DISTYPE,MOBDIS,,
2019,HHS7,HHS Region 7,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Female,%,Age-adjusted Prevalence,9.0,9.0,,,8.2,9.7,2062.0,500245.0,Disability Type,Independent Living Disability,,,DISEST,SEXIND,86,SEX02,AGEADJPREV,DISTYPE,INDDIS,,
2019,LA,Louisiana,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Asian, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Vision Disability,,,DISEST,RACEIND,22,RACE05,AGEADJPREV,DISTYPE,VISDIS,,
2019,KS,Kansas,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Veteran,%,Age-adjusted Prevalence,30.2,30.2,,,26.7,34.0,524.0,83452.0,Disability Status,Any Disability,,,DISEST,VETIND,20,VET1,AGEADJPREV,DISSTAT,DISABL,,
2019,WY,Wyoming,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,65+,%,Prevalence,4.5,4.5,,,3.3,6.0,79.0,4290.0,Disability Type,Self-care Disability,,,DISEST,AGEIND,56,AGE03,PREV,DISTYPE,SELFDIS,,
2019,KY,Kentucky,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"American Indian or Alaska Native, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Cognitive Disability,,,DISEST,RACEIND,21,RACE07,AGEADJPREV,DISTYPE,COGDIS,,
2019,MT,Montana,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"American Indian or Alaska Native, non-Hispanic",%,Age-adjusted Prevalence,10.4,10.4,,,7.4,14.5,60.0,4352.0,Disability Type,Independent Living Disability,,,DISEST,RACEIND,30,RACE07,AGEADJPREV,DISTYPE,INDDIS,,
2019,AZ,Arizona,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,65+,%,Prevalence,5.9,5.9,,,4.9,7.1,270.0,75335.0,Disability Type,Vision Disability,,,DISEST,AGEIND,4,AGE03,PREV,DISTYPE,VISDIS,,
2019,LA,Louisiana,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Male,%,Age-adjusted Prevalence,16.0,16.0,,,13.9,18.4,270.0,260469.0,Disability Type,Cognitive Disability,,,DISEST,SEXIND,22,SEX01,AGEADJPREV,DISTYPE,COGDIS,,
2019,CO,Colorado,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,65+,%,Prevalence,3.8,3.8,,,3.1,4.7,109.0,30785.0,Disability Type,Self-care Disability,,,DISEST,AGEIND,8,AGE03,PREV,DISTYPE,SELFDIS,,
2019,US,"United States, DC & Territories",BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,18-44,%,Prevalence,2.4,2.4,,,2.3,2.6,2858.0,2719155.0,Disability Type,Hearing Disability,,,DISEST,AGEIND,59,AGE01,PREV,DISTYPE,HEARDIS,,
2019,ME,Maine,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,45-64,%,Prevalence,31.3,31.3,,,29.2,33.4,1219.0,118465.0,Disability Status,Any Disability,,,DISEST,AGEIND,23,AGE02,PREV,DISSTAT,DISABL,,
2019,HHS3,HHS Region 3,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,65+,%,Prevalence,59.6,59.6,,,58.1,61.0,10060.0,3107608.0,Disability Status,No Disability,,,DISEST,AGEIND,82,AGE03,PREV,DISSTAT,NODIS,,
2019,MA,Massachusetts,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Black, non-Hispanic",%,Age-adjusted Prevalence,71.9,71.9,,,66.1,77.0,269.0,241333.0,Disability Status,No Disability,,,DISEST,RACEIND,25,RACE02,AGEADJPREV,DISSTAT,NODIS,,
2019,MI,Michigan,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,45-64,%,Prevalence,5.0,5.0,,,4.1,6.2,156.0,131002.0,Disability Type,Vision Disability,,,DISEST,AGEIND,26,AGE02,PREV,DISTYPE,VISDIS,,
2019,MO,Missouri,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Asian, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Status,No Disability,,,DISEST,RACEIND,29,RACE05,AGEADJPREV,DISSTAT,NODIS,,
2019,PR,Puerto Rico,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Male,%,Age-adjusted Prevalence,18.3,18.3,,,16.6,20.2,477.0,252631.0,Disability Type,Mobility Disability,,,DISEST,SEXIND,72,SEX01,AGEADJPREV,DISTYPE,MOBDIS,,
2019,MI,Michigan,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,65+,%,Prevalence,18.6,18.6,,,17.0,20.3,702.0,323993.0,Disability Type,Hearing Disability,,,DISEST,AGEIND,26,AGE03,PREV,DISTYPE,HEARDIS,,
2019,AR,Arkansas,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Female,%,Age-adjusted Prevalence,62.2,62.2,,,59.3,65.0,1671.0,681100.0,Disability Status,No Disability,,,DISEST,SEXIND,5,SEX02,AGEADJPREV,DISSTAT,NODIS,,
2019,AK,Alaska,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Male,%,Age-adjusted Prevalence,4.2,4.2,,,2.8,6.2,52.0,11559.0,Disability Type,Vision Disability,,,DISEST,SEXIND,2,SEX01,AGEADJPREV,DISTYPE,VISDIS,,
2019,FL,Florida,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Cognitive Disability,,,DISEST,RACEIND,12,RACE06,AGEADJPREV,DISTYPE,COGDIS,,
2019,FL,Florida,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Asian, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Independent Living Disability,,,DISEST,RACEIND,12,RACE05,AGEADJPREV,DISTYPE,INDDIS,,
2019,HHS9,HHS Region 9,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"White, non-Hispanic",%,Age-adjusted Prevalence,10.0,10.0,,,9.1,10.9,1471.0,1526761.0,Disability Type,Cognitive Disability,,,DISEST,RACEIND,88,RACE01,AGEADJPREV,DISTYPE,COGDIS,,
2019,HHS7,HHS Region 7,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,Hispanic,%,Age-adjusted Prevalence,16.0,16.0,,,13.4,19.1,279.0,101917.0,Disability Type,Cognitive Disability,,,DISEST,RACEIND,86,RACE03,AGEADJPREV,DISTYPE,COGDIS,,
2019,HHS10,HHS Region 10,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Non-Veteran,%,Age-adjusted Prevalence,23.7,23.7,,,22.9,24.4,6038.0,2258881.0,Disability Status,Any Disability,,,DISEST,VETIND,89,VET2,AGEADJPREV,DISSTAT,DISABL,,
2019,CA,California,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"American Indian or Alaska Native, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Mobility Disability,,,DISEST,RACEIND,6,RACE07,AGEADJPREV,DISTYPE,MOBDIS,,
2019,NY,New York,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,45-64,%,Prevalence,5.7,5.7,,,4.9,6.7,265.0,274294.0,Disability Type,Vision Disability,,,DISEST,AGEIND,36,AGE02,PREV,DISTYPE,VISDIS,,
2019,MI,Michigan,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Other / Multirace, non-Hispanic",%,Age-adjusted Prevalence,10.3,10.3,,,6.9,15.0,33.0,11552.0,Disability Type,Independent Living Disability,,,DISEST,RACEIND,26,RACE04,AGEADJPREV,DISTYPE,INDDIS,,
2019,NE,Nebraska,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Other / Multirace, non-Hispanic",%,Age-adjusted Prevalence,17.2,17.2,,,10.5,26.8,25.0,4046.0,Disability Type,Cognitive Disability,,,DISEST,RACEIND,31,RACE04,AGEADJPREV,DISTYPE,COGDIS,,
2019,TX,Texas,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,Hispanic,%,Age-adjusted Prevalence,9.1,9.1,,,7.2,11.5,255.0,618676.0,Disability Type,Vision Disability,,,DISEST,RACEIND,48,RACE03,AGEADJPREV,DISTYPE,VISDIS,,
2019,HHS5,HHS Region 5,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,65+,%,Prevalence,8.3,8.3,,,7.7,8.9,1765.0,720322.0,Disability Type,Independent Living Disability,,,DISEST,AGEIND,84,AGE03,PREV,DISTYPE,INDDIS,,
2019,OH,Ohio,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,45-64,%,Prevalence,13.2,13.2,,,11.8,14.7,654.0,390149.0,Disability Type,Cognitive Disability,,,DISEST,AGEIND,39,AGE02,PREV,DISTYPE,COGDIS,,
2019,HHS6,HHS Region 6,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Veteran,%,Age-adjusted Prevalence,68.2,68.2,,,64.7,71.5,2452.0,2147104.0,Disability Status,No Disability,,,DISEST,VETIND,85,VET1,AGEADJPREV,DISSTAT,NODIS,,
2019,HI,Hawaii,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Female,%,Age-adjusted Prevalence,4.1,4.1,,,3.4,5.0,193.0,23571.0,Disability Type,Vision Disability,,,DISEST,SEXIND,15,SEX02,AGEADJPREV,DISTYPE,VISDIS,,
2019,MI,Michigan,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,18-44,%,Prevalence,7.4,7.4,,,6.2,8.8,199.0,245677.0,Disability Type,Independent Living Disability,,,DISEST,AGEIND,26,AGE01,PREV,DISTYPE,INDDIS,,
2019,US,"United States, DC & Territories",BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,Hispanic,%,Age-adjusted Prevalence,5.0,5.0,,,4.6,5.4,1909.0,1799347.0,Disability Type,Self-care Disability,,,DISEST,RACEIND,59,RACE03,AGEADJPREV,DISTYPE,SELFDIS,,
2019,MA,Massachusetts,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Male,%,Age-adjusted Prevalence,5.0,5.0,,,4.2,6.0,198.0,134568.0,Disability Type,Independent Living Disability,,,DISEST,SEXIND,25,SEX01,AGEADJPREV,DISTYPE,INDDIS,,
2019,HHS4,HHS Region 4,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Asian, non-Hispanic",%,Age-adjusted Prevalence,7.2,7.2,,,4.0,12.6,35.0,44385.0,Disability Type,Mobility Disability,,,DISEST,RACEIND,83,RACE05,AGEADJPREV,DISTYPE,MOBDIS,,
2019,CA,California,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"White, non-Hispanic",%,Age-adjusted Prevalence,2.8,2.8,,,2.3,3.4,211.0,396526.0,Disability Type,Self-care Disability,,,DISEST,RACEIND,6,RACE01,AGEADJPREV,DISTYPE,SELFDIS,,
2019,HHS4,HHS Region 4,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Non-Veteran,%,Age-adjusted Prevalence,5.7,5.7,,,5.4,6.0,4326.0,2746189.0,Disability Type,Hearing Disability,,,DISEST,VETIND,83,VET2,AGEADJPREV,DISTYPE,HEARDIS,,
2019,PA,Pennsylvania,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Female,%,Age-adjusted Prevalence,4.3,4.3,,,3.5,5.2,191.0,271766.0,Disability Type,Hearing Disability,,,DISEST,SEXIND,42,SEX02,AGEADJPREV,DISTYPE,HEARDIS,,
2019,HHS9,HHS Region 9,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,45-64,%,Prevalence,15.8,15.8,,,14.7,17.1,1851.0,1918601.0,Disability Type,Mobility Disability,,,DISEST,AGEIND,88,AGE02,PREV,DISTYPE,MOBDIS,,
2019,OK,Oklahoma,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Asian, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Hearing Disability,,,DISEST,RACEIND,40,RACE05,AGEADJPREV,DISTYPE,HEARDIS,,
2019,SC,South Carolina,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Veteran,%,Age-adjusted Prevalence,4.5,4.5,,,2.9,7.1,63.0,26365.0,Disability Type,Vision Disability,,,DISEST,VETIND,45,VET1,AGEADJPREV,DISTYPE,VISDIS,,
2019,NM,New Mexico,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Male,%,Age-adjusted Prevalence,8.8,8.8,,,7.6,10.2,361.0,75439.0,Disability Type,Hearing Disability,,,DISEST,SEXIND,35,SEX01,AGEADJPREV,DISTYPE,HEARDIS,,
2019,MT,Montana,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,Hispanic,%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Self-care Disability,,,DISEST,RACEIND,30,RACE03,AGEADJPREV,DISTYPE,SELFDIS,,
2019,NV,Nevada,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Female,%,Age-adjusted Prevalence,16.8,16.8,,,14.2,19.7,289.0,219804.0,Disability Type,Mobility Disability,,,DISEST,SEXIND,32,SEX02,AGEADJPREV,DISTYPE,MOBDIS,,
2019,HHS4,HHS Region 4,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Female,%,Age-adjusted Prevalence,6.3,6.3,,,5.9,6.8,2661.0,1752337.0,Disability Type,Vision Disability,,,DISEST,SEXIND,83,SEX02,AGEADJPREV,DISTYPE,VISDIS,,
2019,PA,Pennsylvania,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,45-64,%,Prevalence,17.4,17.4,,,15.6,19.4,397.0,577166.0,Disability Type,Mobility Disability,,,DISEST,AGEIND,42,AGE02,PREV,DISTYPE,MOBDIS,,
2019,FL,Florida,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,45-64,%,Prevalence,5.8,5.8,,,4.7,7.1,407.0,301402.0,Disability Type,Self-care Disability,,,DISEST,AGEIND,12,AGE02,PREV,DISTYPE,SELFDIS,,
2019,NE,Nebraska,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"White, non-Hispanic",%,Age-adjusted Prevalence,5.4,5.4,,,4.8,6.1,793.0,65166.0,Disability Type,Independent Living Disability,,,DISEST,RACEIND,31,RACE01,AGEADJPREV,DISTYPE,INDDIS,,
2019,ME,Maine,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Other / Multirace, non-Hispanic",%,Age-adjusted Prevalence,19.9,19.9,,,14.1,27.4,62.0,3792.0,Disability Type,Mobility Disability,,,DISEST,RACEIND,23,RACE04,AGEADJPREV,DISTYPE,MOBDIS,,
2019,RI,Rhode Island,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Male,%,Age-adjusted Prevalence,27.4,27.4,,,24.6,30.3,755.0,108006.0,Disability Status,Any Disability,,,DISEST,SEXIND,44,SEX01,AGEADJPREV,DISSTAT,DISABL,,
2019,NC,North Carolina,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Black, non-Hispanic",%,Age-adjusted Prevalence,30.5,30.5,,,27.1,34.1,296.0,509822.0,Disability Status,Any Disability,,,DISEST,RACEIND,37,RACE02,AGEADJPREV,DISSTAT,DISABL,,
2019,MI,Michigan,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Non-Veteran,%,Age-adjusted Prevalence,71.3,71.3,,,69.9,72.6,6230.0,4796230.0,Disability Status,No Disability,,,DISEST,VETIND,26,VET2,AGEADJPREV,DISSTAT,NODIS,,
2019,IN,Indiana,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,65+,%,Prevalence,16.7,16.7,,,15.2,18.3,527.0,177665.0,Disability Type,Hearing Disability,,,DISEST,AGEIND,18,AGE03,PREV,DISTYPE,HEARDIS,,
2019,FL,Florida,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Other / Multirace, non-Hispanic",%,Age-adjusted Prevalence,18.3,18.3,,,14.0,23.7,171.0,56528.0,Disability Type,Mobility Disability,,,DISEST,RACEIND,12,RACE04,AGEADJPREV,DISTYPE,MOBDIS,,
2019,NE,Nebraska,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Female,%,Age-adjusted Prevalence,75.6,75.6,,,74.2,77.0,5913.0,529855.0,Disability Status,No Disability,,,DISEST,SEXIND,31,SEX02,AGEADJPREV,DISSTAT,NODIS,,
2019,PA,Pennsylvania,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,Hispanic,%,Age-adjusted Prevalence,8.5,8.5,,,5.3,13.2,25.0,55284.0,Disability Type,Independent Living Disability,,,DISEST,RACEIND,42,RACE03,AGEADJPREV,DISTYPE,INDDIS,,
2019,OR,Oregon,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,45-64,%,Prevalence,5.1,5.1,,,3.9,6.7,103.0,53517.0,Disability Type,Vision Disability,,,DISEST,AGEIND,41,AGE02,PREV,DISTYPE,VISDIS,,
2019,GU,Guam,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Black, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Cognitive Disability,,,DISEST,RACEIND,66,RACE02,AGEADJPREV,DISTYPE,COGDIS,,
2019,AR,Arkansas,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Non-Veteran,%,Age-adjusted Prevalence,34.4,34.4,,,32.4,36.4,1840.0,695609.0,Disability Status,Any Disability,,,DISEST,VETIND,5,VET2,AGEADJPREV,DISSTAT,DISABL,,
2019,ND,North Dakota,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,18-44,%,Prevalence,16.8,16.8,,,14.3,19.7,187.0,47889.0,Disability Status,Any Disability,,,DISEST,AGEIND,38,AGE01,PREV,DISSTAT,DISABL,,
2019,TN,Tennessee,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"White, non-Hispanic",%,Age-adjusted Prevalence,69.4,69.4,,,67.6,71.2,2991.0,2523431.0,Disability Status,No Disability,,,DISEST,RACEIND,47,RACE01,AGEADJPREV,DISSTAT,NODIS,,
2019,WV,West Virginia,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,Hispanic,%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Status,Any Disability,,,DISEST,RACEIND,54,RACE03,AGEADJPREV,DISSTAT,DISABL,,
2019,TX,Texas,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,65+,%,Prevalence,53.2,53.2,,,50.2,56.2,2322.0,1965212.0,Disability Status,No Disability,,,DISEST,AGEIND,48,AGE03,PREV,DISSTAT,NODIS,,
2019,HI,Hawaii,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Non-Veteran,%,Age-adjusted Prevalence,5.2,5.2,,,4.5,6.0,385.0,49845.0,Disability Type,Independent Living Disability,,,DISEST,VETIND,15,VET2,AGEADJPREV,DISTYPE,INDDIS,,
2019,MD,Maryland,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Female,%,Age-adjusted Prevalence,2.8,2.8,,,2.3,3.4,387.0,72757.0,Disability Type,Self-care Disability,,,DISEST,SEXIND,24,SEX02,AGEADJPREV,DISTYPE,SELFDIS,,
2019,GA,Georgia,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Black, non-Hispanic",%,Age-adjusted Prevalence,15.5,15.5,,,13.2,18.2,380.0,366567.0,Disability Type,Mobility Disability,,,DISEST,RACEIND,13,RACE02,AGEADJPREV,DISTYPE,MOBDIS,,
2019,SD,South Dakota,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Non-Veteran,%,Age-adjusted Prevalence,5.6,5.6,,,4.6,6.8,534.0,35176.0,Disability Type,Hearing Disability,,,DISEST,VETIND,46,VET2,AGEADJPREV,DISTYPE,HEARDIS,,
2019,WV,West Virginia,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Other / Multirace, non-Hispanic",%,Age-adjusted Prevalence,25.7,25.7,,,15.4,39.6,23.0,4634.0,Disability Type,Cognitive Disability,,,DISEST,RACEIND,54,RACE04,AGEADJPREV,DISTYPE,COGDIS,,
2019,HHS9,HHS Region 9,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Female,%,Age-adjusted Prevalence,74.9,74.9,,,73.8,76.0,11413.0,13994436.0,Disability Status,No Disability,,,DISEST,SEXIND,88,SEX02,AGEADJPREV,DISSTAT,NODIS,,
