State,Year,Month,Period,Indicator,Data Value
LOUISIANA,2020.0,March,Monthly,Number of Live Births,4654.0
MAINE,2020.0,March,Monthly,Number of Live Births,958.0
MARYLAND,2020.0,March,Monthly,Number of Live Births,5718.0
MASSACHUSETTS,2020.0,March,Monthly,Number of Live Births,5576.0
MICHIGAN,2020.0,March,Monthly,Number of Live Births,8785.0
MINNESOTA,2020.0,March,Monthly,Number of Live Births,5397.0
MISSISSIPPI,2020.0,March,Monthly,Number of Live Births,2883.0
MISSOURI,2020.0,March,Monthly,Number of Live Births,5751.0
MONTANA,2020.0,March,Monthly,Number of Live Births,941.0
NEBRASKA,2020.0,March,Monthly,Number of Live Births,2141.0
NEVADA,2020.0,March,Monthly,Number of Live Births,2809.0
NEW HAMPSHIRE,2020.0,March,Monthly,Number of Live Births,1013.0
NEW JERSEY,2020.0,March,Monthly,Number of Live Births,8229.0
NEW MEXICO,2020.0,March,Monthly,Number of Live Births,1877.0
NEW YORK,2020.0,March,Monthly,Number of Live Births,17677.0
NORTH CAROLINA,2020.0,March,Monthly,Number of Live Births,9794.0
NORTH DAKOTA,2020.0,March,Monthly,Number of Live Births,835.0
OHIO,2020.0,March,Monthly,Number of Live Births,10678.0
OKLAHOMA,2020.0,March,Monthly,Number of Live Births,4009.0
OREGON,2020.0,March,Monthly,Number of Live Births,3383.0
PENNSYLVANIA,2020.0,March,Monthly,Number of Live Births,10794.0
RHODE ISLAND,2020.0,March,Monthly,Number of Live Births,870.0
SOUTH CAROLINA,2020.0,March,Monthly,Number of Live Births,4657.0
SOUTH DAKOTA,2020.0,March,Monthly,Number of Live Births,910.0
TENNESSEE,2020.0,March,Monthly,Number of Live Births,6409.0
TEXAS,2020.0,March,Monthly,Number of Live Births,30286.0
UTAH,2020.0,March,Monthly,Number of Live Births,3991.0
VERMONT,2020.0,March,Monthly,Number of Live Births,457.0
VIRGINIA,2020.0,March,Monthly,Number of Live Births,7937.0
WASHINGTON,2020.0,March,Monthly,Number of Live Births,7033.0
WEST VIRGINIA,2020.0,March,Monthly,Number of Live Births,1423.0
WISCONSIN,2020.0,March,Monthly,Number of Live Births,5266.0
WYOMING,2020.0,March,Monthly,Number of Live Births,510.0
PUERTO RICO,2020.0,March,Monthly,Number of Live Births,1519.0
ALABAMA,2020.0,April,Monthly,Number of Live Births,4573.0
ALASKA,2020.0,April,Monthly,Number of Live Births,761.0
ARIZONA,2020.0,April,Monthly,Number of Live Births,5924.0
ARKANSAS,2020.0,April,Monthly,Number of Live Births,2889.0
CALIFORNIA,2020.0,April,Monthly,Number of Live Births,33730.0
COLORADO,2020.0,April,Monthly,Number of Live Births,5100.0
CONNECTICUT,2020.0,April,Monthly,Number of Live Births,2822.0
DELAWARE,2020.0,April,Monthly,Number of Live Births,812.0
DISTRICT OF COLUMBIA,2020.0,April,Monthly,Number of Live Births,638.0
FLORIDA,2020.0,April,Monthly,Number of Live Births,16575.0
GEORGIA,2020.0,April,Monthly,Number of Live Births,9730.0
HAWAII,2020.0,April,Monthly,Number of Live Births,1302.0
IDAHO,2020.0,April,Monthly,Number of Live Births,1815.0
ILLINOIS,2020.0,April,Monthly,Number of Live Births,10769.0
INDIANA,2020.0,April,Monthly,Number of Live Births,6237.0
IOWA,2020.0,April,Monthly,Number of Live Births,2853.0
KANSAS,2020.0,April,Monthly,Number of Live Births,2809.0
KENTUCKY,2020.0,April,Monthly,Number of Live Births,4079.0
LOUISIANA,2020.0,April,Monthly,Number of Live Births,4392.0
MAINE,2020.0,April,Monthly,Number of Live Births,918.0
MARYLAND,2020.0,April,Monthly,Number of Live Births,5626.0
MASSACHUSETTS,2020.0,April,Monthly,Number of Live Births,5379.0
MICHIGAN,2020.0,April,Monthly,Number of Live Births,8511.0
MINNESOTA,2020.0,April,Monthly,Number of Live Births,5321.0
MISSISSIPPI,2020.0,April,Monthly,Number of Live Births,2662.0
MISSOURI,2020.0,April,Monthly,Number of Live Births,5545.0
MONTANA,2020.0,April,Monthly,Number of Live Births,910.0
NEBRASKA,2020.0,April,Monthly,Number of Live Births,2002.0
NEVADA,2020.0,April,Monthly,Number of Live Births,2668.0
NEW HAMPSHIRE,2020.0,April,Monthly,Number of Live Births,973.0
NEW JERSEY,2020.0,April,Monthly,Number of Live Births,7962.0
NEW MEXICO,2020.0,April,Monthly,Number of Live Births,1724.0
NEW YORK,2020.0,April,Monthly,Number of Live Births,16875.0
NORTH CAROLINA,2020.0,April,Monthly,Number of Live Births,9315.0
NORTH DAKOTA,2020.0,April,Monthly,Number of Live Births,824.0
OHIO,2020.0,April,Monthly,Number of Live Births,10393.0
OKLAHOMA,2020.0,April,Monthly,Number of Live Births,3836.0
OREGON,2020.0,April,Monthly,Number of Live Births,3371.0
PENNSYLVANIA,2020.0,April,Monthly,Number of Live Births,10544.0
RHODE ISLAND,2020.0,April,Monthly,Number of Live Births,839.0
SOUTH CAROLINA,2020.0,April,Monthly,Number of Live Births,4362.0
SOUTH DAKOTA,2020.0,April,Monthly,Number of Live Births,948.0
TENNESSEE,2020.0,April,Monthly,Number of Live Births,6236.0
TEXAS,2020.0,April,Monthly,Number of Live Births,28857.0
UTAH,2020.0,April,Monthly,Number of Live Births,3898.0
VERMONT,2020.0,April,Monthly,Number of Live Births,415.0
VIRGINIA,2020.0,April,Monthly,Number of Live Births,7762.0
WASHINGTON,2020.0,April,Monthly,Number of Live Births,6839.0
WEST VIRGINIA,2020.0,April,Monthly,Number of Live Births,1426.0
WISCONSIN,2020.0,April,Monthly,Number of Live Births,4989.0
WYOMING,2020.0,April,Monthly,Number of Live Births,528.0
PUERTO RICO,2020.0,April,Monthly,Number of Live Births,1500.0
ALABAMA,2020.0,May,Monthly,Number of Live Births,4530.0
ALASKA,2020.0,May,Monthly,Number of Live Births,833.0
ARIZONA,2020.0,May,Monthly,Number of Live Births,6020.0
ARKANSAS,2020.0,May,Monthly,Number of Live Births,2839.0
CALIFORNIA,2020.0,May,Monthly,Number of Live Births,34881.0
COLORADO,2020.0,May,Monthly,Number of Live Births,5270.0
CONNECTICUT,2020.0,May,Monthly,Number of Live Births,2909.0
DELAWARE,2020.0,May,Monthly,Number of Live Births,899.0
DISTRICT OF COLUMBIA,2020.0,May,Monthly,Number of Live Births,700.0
FLORIDA,2020.0,May,Monthly,Number of Live Births,16909.0
GEORGIA,2020.0,May,Monthly,Number of Live Births,10003.0
HAWAII,2020.0,May,Monthly,Number of Live Births,1334.0
IDAHO,2020.0,May,Monthly,Number of Live Births,1863.0
ILLINOIS,2020.0,May,Monthly,Number of Live Births,11490.0
INDIANA,2020.0,May,Monthly,Number of Live Births,6635.0
IOWA,2020.0,May,Monthly,Number of Live Births,3219.0
KANSAS,2020.0,May,Monthly,Number of Live Births,2885.0
KENTUCKY,2020.0,May,Monthly,Number of Live Births,4200.0
LOUISIANA,2020.0,May,Monthly,Number of Live Births,4569.0
MAINE,2020.0,May,Monthly,Number of Live Births,1021.0
MARYLAND,2020.0,May,Monthly,Number of Live Births,5779.0
MASSACHUSETTS,2020.0,May,Monthly,Number of Live Births,5810.0
MICHIGAN,2020.0,May,Monthly,Number of Live Births,8993.0
MINNESOTA,2020.0,May,Monthly,Number of Live Births,5581.0
MISSISSIPPI,2020.0,May,Monthly,Number of Live Births,2773.0
MISSOURI,2020.0,May,Monthly,Number of Live Births,5763.0
MONTANA,2020.0,May,Monthly,Number of Live Births,938.0
NEBRASKA,2020.0,May,Monthly,Number of Live Births,2039.0
NEVADA,2020.0,May,Monthly,Number of Live Births,2731.0
NEW HAMPSHIRE,2020.0,May,Monthly,Number of Live Births,1032.0
NEW JERSEY,2020.0,May,Monthly,Number of Live Births,8413.0
NEW MEXICO,2020.0,May,Monthly,Number of Live Births,1825.0
NEW YORK,2020.0,May,Monthly,Number of Live Births,17621.0
NORTH CAROLINA,2020.0,May,Monthly,Number of Live Births,9690.0
NORTH DAKOTA,2020.0,May,Monthly,Number of Live Births,885.0
OHIO,2020.0,May,Monthly,Number of Live Births,10982.0
OKLAHOMA,2020.0,May,Monthly,Number of Live Births,3796.0
OREGON,2020.0,May,Monthly,Number of Live Births,3485.0
PENNSYLVANIA,2020.0,May,Monthly,Number of Live Births,11181.0
RHODE ISLAND,2020.0,May,Monthly,Number of Live Births,892.0
SOUTH CAROLINA,2020.0,May,Monthly,Number of Live Births,4501.0
SOUTH DAKOTA,2020.0,May,Monthly,Number of Live Births,937.0
TENNESSEE,2020.0,May,Monthly,Number of Live Births,6498.0
TEXAS,2020.0,May,Monthly,Number of Live Births,29251.0
UTAH,2020.0,May,Monthly,Number of Live Births,3905.0
VERMONT,2020.0,May,Monthly,Number of Live Births,462.0
VIRGINIA,2020.0,May,Monthly,Number of Live Births,7990.0
WASHINGTON,2020.0,May,Monthly,Number of Live Births,7099.0
WEST VIRGINIA,2020.0,May,Monthly,Number of Live Births,1442.0
WISCONSIN,2020.0,May,Monthly,Number of Live Births,5369.0
WYOMING,2020.0,May,Monthly,Number of Live Births,534.0
PUERTO RICO,2020.0,May,Monthly,Number of Live Births,1572.0
ALABAMA,2020.0,June,Monthly,Number of Live Births,4803.0
ALASKA,2020.0,June,Monthly,Number of Live Births,809.0
ARIZONA,2020.0,June,Monthly,Number of Live Births,6039.0
ARKANSAS,2020.0,June,Monthly,Number of Live Births,2892.0
CALIFORNIA,2020.0,June,Monthly,Number of Live Births,34361.0
COLORADO,2020.0,June,Monthly,Number of Live Births,5176.0
CONNECTICUT,2020.0,June,Monthly,Number of Live Births,2901.0
DELAWARE,2020.0,June,Monthly,Number of Live Births,896.0
DISTRICT OF COLUMBIA,2020.0,June,Monthly,Number of Live Births,743.0
FLORIDA,2020.0,June,Monthly,Number of Live Births,16927.0
GEORGIA,2020.0,June,Monthly,Number of Live Births,10092.0
HAWAII,2020.0,June,Monthly,Number of Live Births,1198.0
IDAHO,2020.0,June,Monthly,Number of Live Births,1835.0
ILLINOIS,2020.0,June,Monthly,Number of Live Births,11220.0
INDIANA,2020.0,June,Monthly,Number of Live Births,6446.0
IOWA,2020.0,June,Monthly,Number of Live Births,3034.0
KANSAS,2020.0,June,Monthly,Number of Live Births,2838.0
KENTUCKY,2020.0,June,Monthly,Number of Live Births,4328.0
LOUISIANA,2020.0,June,Monthly,Number of Live Births,4571.0
MAINE,2020.0,June,Monthly,Number of Live Births,1082.0
MARYLAND,2020.0,June,Monthly,Number of Live Births,5781.0
MASSACHUSETTS,2020.0,June,Monthly,Number of Live Births,5923.0
MICHIGAN,2020.0,June,Monthly,Number of Live Births,9047.0
MINNESOTA,2020.0,June,Monthly,Number of Live Births,5557.0
MISSISSIPPI,2020.0,June,Monthly,Number of Live Births,2998.0
MISSOURI,2020.0,June,Monthly,Number of Live Births,5876.0
MONTANA,2020.0,June,Monthly,Number of Live Births,967.0
NEBRASKA,2020.0,June,Monthly,Number of Live Births,2027.0
NEVADA,2020.0,June,Monthly,Number of Live Births,2744.0
NEW HAMPSHIRE,2020.0,June,Monthly,Number of Live Births,1031.0
NEW JERSEY,2020.0,June,Monthly,Number of Live Births,8475.0
NEW MEXICO,2020.0,June,Monthly,Number of Live Births,1789.0
NEW YORK,2020.0,June,Monthly,Number of Live Births,18008.0
NORTH CAROLINA,2020.0,June,Monthly,Number of Live Births,9708.0
NORTH DAKOTA,2020.0,June,Monthly,Number of Live Births,859.0
OHIO,2020.0,June,Monthly,Number of Live Births,11059.0
OKLAHOMA,2020.0,June,Monthly,Number of Live Births,3902.0
OREGON,2020.0,June,Monthly,Number of Live Births,3407.0
PENNSYLVANIA,2020.0,June,Monthly,Number of Live Births,11125.0
RHODE ISLAND,2020.0,June,Monthly,Number of Live Births,848.0
SOUTH CAROLINA,2020.0,June,Monthly,Number of Live Births,4582.0
SOUTH DAKOTA,2020.0,June,Monthly,Number of Live Births,958.0
TENNESSEE,2020.0,June,Monthly,Number of Live Births,6603.0
TEXAS,2020.0,June,Monthly,Number of Live Births,29449.0
UTAH,2020.0,June,Monthly,Number of Live Births,4114.0
VERMONT,2020.0,June,Monthly,Number of Live Births,446.0
VIRGINIA,2020.0,June,Monthly,Number of Live Births,7961.0
WASHINGTON,2020.0,June,Monthly,Number of Live Births,7128.0
WEST VIRGINIA,2020.0,June,Monthly,Number of Live Births,1507.0
WISCONSIN,2020.0,June,Monthly,Number of Live Births,5273.0
WYOMING,2020.0,June,Monthly,Number of Live Births,531.0
PUERTO RICO,2020.0,June,Monthly,Number of Live Births,1456.0
ALABAMA,2020.0,July,Monthly,Number of Live Births,5230.0
ALASKA,2020.0,July,Monthly,Number of Live Births,783.0
ARIZONA,2020.0,July,Monthly,Number of Live Births,6692.0
ARKANSAS,2020.0,July,Monthly,Number of Live Births,3166.0
CALIFORNIA,2020.0,July,Monthly,Number of Live Births,37147.0
COLORADO,2020.0,July,Monthly,Number of Live Births,5499.0
CONNECTICUT,2020.0,July,Monthly,Number of Live Births,3045.0
DELAWARE,2020.0,July,Monthly,Number of Live Births,943.0
DISTRICT OF COLUMBIA,2020.0,July,Monthly,Number of Live Births,721.0
FLORIDA,2020.0,July,Monthly,Number of Live Births,17862.0
GEORGIA,2020.0,July,Monthly,Number of Live Births,10662.0
HAWAII,2020.0,July,Monthly,Number of Live Births,1323.0
IDAHO,2020.0,July,Monthly,Number of Live Births,1958.0
ILLINOIS,2020.0,July,Monthly,Number of Live Births,11968.0
INDIANA,2020.0,July,Monthly,Number of Live Births,7209.0
IOWA,2020.0,July,Monthly,Number of Live Births,3189.0
KANSAS,2020.0,July,Monthly,Number of Live Births,3028.0
KENTUCKY,2020.0,July,Monthly,Number of Live Births,4606.0
LOUISIANA,2020.0,July,Monthly,Number of Live Births,4958.0
MAINE,2020.0,July,Monthly,Number of Live Births,1116.0
MARYLAND,2020.0,July,Monthly,Number of Live Births,6231.0
MASSACHUSETTS,2020.0,July,Monthly,Number of Live Births,6068.0
MICHIGAN,2020.0,July,Monthly,Number of Live Births,9366.0
MINNESOTA,2020.0,July,Monthly,Number of Live Births,5768.0
MISSISSIPPI,2020.0,July,Monthly,Number of Live Births,3095.0
MISSOURI,2020.0,July,Monthly,Number of Live Births,6268.0
MONTANA,2020.0,July,Monthly,Number of Live Births,966.0
NEBRASKA,2020.0,July,Monthly,Number of Live Births,2127.0
NEVADA,2020.0,July,Monthly,Number of Live Births,3045.0
NEW HAMPSHIRE,2020.0,July,Monthly,Number of Live Births,1168.0
NEW JERSEY,2020.0,July,Monthly,Number of Live Births,8678.0
NEW MEXICO,2020.0,July,Monthly,Number of Live Births,1944.0
NEW YORK,2020.0,July,Monthly,Number of Live Births,18824.0
NORTH CAROLINA,2020.0,July,Monthly,Number of Live Births,10262.0
NORTH DAKOTA,2020.0,July,Monthly,Number of Live Births,896.0
OHIO,2020.0,July,Monthly,Number of Live Births,11645.0
OKLAHOMA,2020.0,July,Monthly,Number of Live Births,4166.0
OREGON,2020.0,July,Monthly,Number of Live Births,3661.0
PENNSYLVANIA,2020.0,July,Monthly,Number of Live Births,11737.0
RHODE ISLAND,2020.0,July,Monthly,Number of Live Births,899.0
SOUTH CAROLINA,2020.0,July,Monthly,Number of Live Births,4797.0
SOUTH DAKOTA,2020.0,July,Monthly,Number of Live Births,1002.0
TENNESSEE,2020.0,July,Monthly,Number of Live Births,6980.0
TEXAS,2020.0,July,Monthly,Number of Live Births,32277.0
UTAH,2020.0,July,Monthly,Number of Live Births,4245.0
VERMONT,2020.0,July,Monthly,Number of Live Births,483.0
VIRGINIA,2020.0,July,Monthly,Number of Live Births,8457.0
WASHINGTON,2020.0,July,Monthly,Number of Live Births,7599.0
WEST VIRGINIA,2020.0,July,Monthly,Number of Live Births,1583.0
WISCONSIN,2020.0,July,Monthly,Number of Live Births,5443.0
WYOMING,2020.0,July,Monthly,Number of Live Births,576.0
PUERTO RICO,2020.0,July,Monthly,Number of Live Births,1607.0
ALABAMA,2020.0,August,Monthly,Number of Live Births,5200.0
ALASKA,2020.0,August,Monthly,Number of Live Births,792.0
ARIZONA,2020.0,August,Monthly,Number of Live Births,6655.0
ARKANSAS,2020.0,August,Monthly,Number of Live Births,3145.0
CALIFORNIA,2020.0,August,Monthly,Number of Live Births,37083.0
COLORADO,2020.0,August,Monthly,Number of Live Births,5410.0
CONNECTICUT,2020.0,August,Monthly,Number of Live Births,3013.0
DELAWARE,2020.0,August,Monthly,Number of Live Births,953.0
DISTRICT OF COLUMBIA,2020.0,August,Monthly,Number of Live Births,730.0
FLORIDA,2020.0,August,Monthly,Number of Live Births,18118.0
GEORGIA,2020.0,August,Monthly,Number of Live Births,11041.0
HAWAII,2020.0,August,Monthly,Number of Live Births,1325.0
IDAHO,2020.0,August,Monthly,Number of Live Births,1930.0
ILLINOIS,2020.0,August,Monthly,Number of Live Births,12063.0
INDIANA,2020.0,August,Monthly,Number of Live Births,6965.0
IOWA,2020.0,August,Monthly,Number of Live Births,3151.0
KANSAS,2020.0,August,Monthly,Number of Live Births,3059.0
KENTUCKY,2020.0,August,Monthly,Number of Live Births,4534.0
LOUISIANA,2020.0,August,Monthly,Number of Live Births,5095.0
MAINE,2020.0,August,Monthly,Number of Live Births,996.0
MARYLAND,2020.0,August,Monthly,Number of Live Births,6215.0
MASSACHUSETTS,2020.0,August,Monthly,Number of Live Births,5908.0
MICHIGAN,2020.0,August,Monthly,Number of Live Births,9096.0
MINNESOTA,2020.0,August,Monthly,Number of Live Births,5562.0
MISSISSIPPI,2020.0,August,Monthly,Number of Live Births,3147.0
MISSOURI,2020.0,August,Monthly,Number of Live Births,6309.0
MONTANA,2020.0,August,Monthly,Number of Live Births,937.0
NEBRASKA,2020.0,August,Monthly,Number of Live Births,2137.0
NEVADA,2020.0,August,Monthly,Number of Live Births,2962.0
NEW HAMPSHIRE,2020.0,August,Monthly,Number of Live Births,1062.0
NEW JERSEY,2020.0,August,Monthly,Number of Live Births,8601.0
NEW MEXICO,2020.0,August,Monthly,Number of Live Births,1993.0
NEW YORK,2020.0,August,Monthly,Number of Live Births,18059.0
NORTH CAROLINA,2020.0,August,Monthly,Number of Live Births,10507.0
NORTH DAKOTA,2020.0,August,Monthly,Number of Live Births,918.0
OHIO,2020.0,August,Monthly,Number of Live Births,11534.0
OKLAHOMA,2020.0,August,Monthly,Number of Live Births,4198.0
OREGON,2020.0,August,Monthly,Number of Live Births,3477.0
PENNSYLVANIA,2020.0,August,Monthly,Number of Live Births,11495.0
RHODE ISLAND,2020.0,August,Monthly,Number of Live Births,942.0
SOUTH CAROLINA,2020.0,August,Monthly,Number of Live Births,4929.0
SOUTH DAKOTA,2020.0,August,Monthly,Number of Live Births,915.0
TENNESSEE,2020.0,August,Monthly,Number of Live Births,6986.0
TEXAS,2020.0,August,Monthly,Number of Live Births,32533.0
UTAH,2020.0,August,Monthly,Number of Live Births,4034.0
VERMONT,2020.0,August,Monthly,Number of Live Births,485.0
VIRGINIA,2020.0,August,Monthly,Number of Live Births,8500.0
WASHINGTON,2020.0,August,Monthly,Number of Live Births,7211.0
WEST VIRGINIA,2020.0,August,Monthly,Number of Live Births,1539.0
WISCONSIN,2020.0,August,Monthly,Number of Live Births,5297.0
WYOMING,2020.0,August,Monthly,Number of Live Births,567.0
PUERTO RICO,2020.0,August,Monthly,Number of Live Births,1690.0
ALABAMA,2020.0,September,Monthly,Number of Live Births,4980.0
ALASKA,2020.0,September,Monthly,Number of Live Births,822.0
ARIZONA,2020.0,September,Monthly,Number of Live Births,6699.0
ARKANSAS,2020.0,September,Monthly,Number of Live Births,3127.0
CALIFORNIA,2020.0,September,Monthly,Number of Live Births,36338.0
COLORADO,2020.0,September,Monthly,Number of Live Births,5262.0
CONNECTICUT,2020.0,September,Monthly,Number of Live Births,2908.0
DELAWARE,2020.0,September,Monthly,Number of Live Births,933.0
DISTRICT OF COLUMBIA,2020.0,September,Monthly,Number of Live Births,696.0
FLORIDA,2020.0,September,Monthly,Number of Live Births,18183.0
GEORGIA,2020.0,September,Monthly,Number of Live Births,10601.0
HAWAII,2020.0,September,Monthly,Number of Live Births,1331.0
IDAHO,2020.0,September,Monthly,Number of Live Births,1902.0
ILLINOIS,2020.0,September,Monthly,Number of Live Births,11380.0
INDIANA,2020.0,September,Monthly,Number of Live Births,6786.0
IOWA,2020.0,September,Monthly,Number of Live Births,3087.0
KANSAS,2020.0,September,Monthly,Number of Live Births,2981.0
KENTUCKY,2020.0,September,Monthly,Number of Live Births,4501.0
LOUISIANA,2020.0,September,Monthly,Number of Live Births,5047.0
MAINE,2020.0,September,Monthly,Number of Live Births,1002.0
MARYLAND,2020.0,September,Monthly,Number of Live Births,5746.0
MASSACHUSETTS,2020.0,September,Monthly,Number of Live Births,5707.0
MICHIGAN,2020.0,September,Monthly,Number of Live Births,8871.0
MINNESOTA,2020.0,September,Monthly,Number of Live Births,5300.0
MISSISSIPPI,2020.0,September,Monthly,Number of Live Births,3165.0
MISSOURI,2020.0,September,Monthly,Number of Live Births,5902.0
MONTANA,2020.0,September,Monthly,Number of Live Births,877.0
NEBRASKA,2020.0,September,Monthly,Number of Live Births,2043.0
NEVADA,2020.0,September,Monthly,Number of Live Births,2916.0
NEW HAMPSHIRE,2020.0,September,Monthly,Number of Live Births,997.0
NEW JERSEY,2020.0,September,Monthly,Number of Live Births,8591.0
NEW MEXICO,2020.0,September,Monthly,Number of Live Births,1911.0
NEW YORK,2020.0,September,Monthly,Number of Live Births,17980.0
NORTH CAROLINA,2020.0,September,Monthly,Number of Live Births,10198.0
NORTH DAKOTA,2020.0,September,Monthly,Number of Live Births,795.0
OHIO,2020.0,September,Monthly,Number of Live Births,11103.0
OKLAHOMA,2020.0,September,Monthly,Number of Live Births,4140.0
OREGON,2020.0,September,Monthly,Number of Live Births,3305.0
PENNSYLVANIA,2020.0,September,Monthly,Number of Live Births,11043.0
RHODE ISLAND,2020.0,September,Monthly,Number of Live Births,825.0
SOUTH CAROLINA,2020.0,September,Monthly,Number of Live Births,4905.0
SOUTH DAKOTA,2020.0,September,Monthly,Number of Live Births,972.0
TENNESSEE,2020.0,September,Monthly,Number of Live Births,6910.0
TEXAS,2020.0,September,Monthly,Number of Live Births,32296.0
UTAH,2020.0,September,Monthly,Number of Live Births,3835.0
VERMONT,2020.0,September,Monthly,Number of Live Births,426.0
VIRGINIA,2020.0,September,Monthly,Number of Live Births,8133.0
WASHINGTON,2020.0,September,Monthly,Number of Live Births,6878.0
WEST VIRGINIA,2020.0,September,Monthly,Number of Live Births,1545.0
WISCONSIN,2020.0,September,Monthly,Number of Live Births,5012.0
WYOMING,2020.0,September,Monthly,Number of Live Births,513.0
PUERTO RICO,2020.0,September,Monthly,Number of Live Births,1774.0
ALABAMA,2020.0,October,Monthly,Number of Live Births,4821.0
ALASKA,2020.0,October,Monthly,Number of Live Births,811.0
ARIZONA,2020.0,October,Monthly,Number of Live Births,6618.0
ARKANSAS,2020.0,October,Monthly,Number of Live Births,3035.0
CALIFORNIA,2020.0,October,Monthly,Number of Live Births,35870.0
COLORADO,2020.0,October,Monthly,Number of Live Births,5251.0
CONNECTICUT,2020.0,October,Monthly,Number of Live Births,2818.0
DELAWARE,2020.0,October,Monthly,Number of Live Births,889.0
DISTRICT OF COLUMBIA,2020.0,October,Monthly,Number of Live Births,677.0
FLORIDA,2020.0,October,Monthly,Number of Live Births,18080.0
GEORGIA,2020.0,October,Monthly,Number of Live Births,10201.0
HAWAII,2020.0,October,Monthly,Number of Live Births,1382.0
IDAHO,2020.0,October,Monthly,Number of Live Births,1767.0
ILLINOIS,2020.0,October,Monthly,Number of Live Births,11065.0
INDIANA,2020.0,October,Monthly,Number of Live Births,6544.0
IOWA,2020.0,October,Monthly,Number of Live Births,3005.0
KANSAS,2020.0,October,Monthly,Number of Live Births,2844.0
KENTUCKY,2020.0,October,Monthly,Number of Live Births,4437.0
LOUISIANA,2020.0,October,Monthly,Number of Live Births,4875.0
MAINE,2020.0,October,Monthly,Number of Live Births,952.0
MARYLAND,2020.0,October,Monthly,Number of Live Births,5659.0
MASSACHUSETTS,2020.0,October,Monthly,Number of Live Births,5440.0
MICHIGAN,2020.0,October,Monthly,Number of Live Births,8654.0
MINNESOTA,2020.0,October,Monthly,Number of Live Births,5276.0
