Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
Crown Prosecution Service ,30/08/19,UK National rail travel,Analysis and Delivery,Clarity Travel Management,CPSHQ0177,£636.80,Y,
Crown Prosecution Service ,30/08/19,UK Hotels,Strategic Financial Planning,Clarity Travel Management,CPSHQ0177,£150.48,Y,
Crown Prosecution Service ,30/08/19,UK Hotels,IT Stewardship,Clarity Travel Management,CPSHQ0177,£118.24,Y,
Crown Prosecution Service ,30/08/19,UK Hotels,Learning and Development General,Clarity Travel Management,CPSHQ0177,£92.75,Y,
Crown Prosecution Service ,30/08/19,UK Hotels,Operations: Business Support,Clarity Travel Management,CPSHQ0177,£170.00,Y,
Crown Prosecution Service ,30/08/19,UK Hotels,ERP Project: Admin,Clarity Travel Management,CPSHQ0177,£161.75,Y,
Crown Prosecution Service ,30/08/19,UK National rail travel,Information Management Unit,Clarity Travel Management,CPSHQ0177,£620.50,Y,
Crown Prosecution Service ,30/08/19,UK Air travel,Private Office,Clarity Travel Management,CPSHQ0177,£284.54,Y,
Crown Prosecution Service ,30/08/19,UK National rail travel,Lesbian Gay Bisexual and Transgender Network,Clarity Travel Management,CPSHQ0177,£51.30,Y,
Crown Prosecution Service ,30/08/19,UK National rail travel,Service Integration and Operations,Clarity Travel Management,CPSHQ0177,£281.50,Y,
Crown Prosecution Service ,30/08/19,UK National rail travel,Departmental Security Unit: Admin,Clarity Travel Management,CPSHQ0177,£154.10,Y,
Crown Prosecution Service ,30/08/19,UK National rail travel,Parliamentary and Public Correspondence Unit,Clarity Travel Management,CPSHQ0177,£79.50,Y,
Crown Prosecution Service ,30/08/19,UK Hotels,Departmental Security Unit: Admin,Clarity Travel Management,CPSHQ0177,£200.47,Y,
Crown Prosecution Service ,30/08/19,UK Hotels,Solutions Development,Clarity Travel Management,CPSHQ0177,£616.41,Y,
Crown Prosecution Service ,30/08/19,UK Hotels,Analysis and Delivery,Clarity Travel Management,CPSHQ0177,£443.00,Y,
Crown Prosecution Service ,30/08/19,UK Hotels,Service Transition,Clarity Travel Management,CPSHQ0177,£123.34,Y,
Crown Prosecution Service ,30/08/19,UK Hotels,Service Integration and Operations,Clarity Travel Management,CPSHQ0177,£196.99,Y,
Crown Prosecution Service ,30/08/19,UK Hotels,Leadership and Management Development,Clarity Travel Management,CPSHQ0177,£98.84,Y,
Crown Prosecution Service ,30/08/19,UK Hotels,Corporate HR,Clarity Travel Management,CPSHQ0177,£170.00,Y,
Crown Prosecution Service ,30/08/19,UK National rail travel,Permanent Transfer Costs,Clarity Travel Management,CPSHQ0177,"£1,170.80",Y,
Crown Prosecution Service ,30/08/19,UK Hotels,Operations: Digital,Clarity Travel Management,CPSHQ0177,£148.50,Y,
Crown Prosecution Service ,30/08/19,UK Hotels,Private Office,Clarity Travel Management,CPSHQ0177,£163.18,Y,
Crown Prosecution Service ,30/08/19,UK National rail travel,Private Office,Clarity Travel Management,CPSHQ0177,£998.05,Y,
Crown Prosecution Service ,30/08/19,UK Hotels,Resourcing,Clarity Travel Management,CPSHQ0177,£428.80,Y,
Crown Prosecution Service ,30/08/19,UK National rail travel,Operational HR Costs,Clarity Travel Management,CPSHQ0177,"£1,151.60",Y,
Crown Prosecution Service ,30/08/19,UK National rail travel,Strategic Advisor Team,Clarity Travel Management,CPSHQ0177,£181.50,Y,
Crown Prosecution Service ,30/08/19,UK National rail travel,HR Business Management,Clarity Travel Management,CPSHQ0177,£439.60,Y,
Crown Prosecution Service ,30/08/19,Crown Court Graduated Fee Scheme,East of England Complex Casework Unit,2 Bedford Row Chambers,TJA185115,"£25,907.80",Y,
