TradingName,Date
T/A: D A Howie & Sons,2019-06-05
MESSRS M L & J M RICHARDSON & SONS,2019-06-05
W G & E SUTCLIFFE & SONS,2019-06-05
J R NEWSHAM & SON,2019-06-05
W C & M E GEORGE & SON,2019-06-06
"J B, M, M A & M J WILLIAMS",2019-06-06
T/A: Plainspot Farm,2019-06-06
S & C Murrain,2019-06-06
T/A: Tablehurst Farm Limited,2019-06-06
T/A: Woodland Valley Farm,2019-06-06
T/A: M R Buckley,2019-06-07
T/A: J S Pickles,2019-06-07
T/A: Low Bark Farming Company Limited,2019-06-07
West Country Water Buffalo Limited,2019-06-07
AD & RL Milner,2019-06-07
A SUTTON & SON,2019-06-07
J A BRYER & SON,2019-06-07
"MR AA, WA & MRS A FALLOWS",2019-06-07
Fletcher & Co LLP,2019-06-07
ITONFIELD LTD,2019-06-07
J C FARRIES & SONS,2019-06-07
MR A BROUGH,2019-06-07
NORTH LEAZE FARM LTD,2019-06-07
D V & M E Sweet & Son,2019-06-07
E & I G Davies,2019-06-10
J H & E M Williams,2019-06-10
J H & E M Williams,2019-06-10
I M & A N Walters,2019-06-10
"W J, A M & D T A Davies",2019-06-10
R & I PATTISON & SONS,2019-06-10
D M & M J HARDING,2019-06-10
A R J CYSTER & SONS,2019-06-10
DODD BROS,2019-06-10
A & W J HITCHCOCK (LITTLEHURST),2019-06-10
T/A: RST & SA Morgan,2019-06-10
T/A: J M & A E Wallbank & Sons,2019-06-10
Peter Brock,2019-06-11
T/A: CRT PIERREPONT FARM,2019-06-11
T/A: P & L Farming Limited,2019-06-11
Jennifer M Daw & Barry A Daw,2019-06-11
B & J HILSDON,2019-06-11
WALLBANK & YOUNG PARTNERSHIP,2019-06-11
M/s M & J Mogridge,2019-06-11
G B & C A Davies,2019-06-11
D V & M E Sweet & Son,2019-06-11
A J BENNETT,2019-06-11
F BARTON & SONS,2019-06-11
T/A: BARNOWL JERSEY STUD,2019-06-11
Reg as: THE WELBECK ESTATE CO LTD,2019-06-12
"D J, M J & P W House",2019-06-12
A J BYRON,2019-06-12
C M John,2019-06-12
D E M & A Davies,2019-06-12
E R J ANGELL AND R J ANGELL,2019-06-12
P ALLWOOD,2019-06-12
T/A: Plas Llanfihangel Cyf,2019-06-12
T/A: M D Harding & Partners,2019-06-12
T/A: Hennikers Holsteins,2019-06-12
GREYS MILKING SHEEP CO.,2019-06-12
B A & O M Parry,2019-06-12
Coombe Farms,2019-06-12
M E M & A P Alford,2019-06-12
E T Adams & Sons,2019-06-12
J G Brown,2019-06-12
T H HESLOP & SONS,2019-06-13
Charles Wray,2019-06-13
T/A: Alex Wilson-North and Claire Wilson-North,2019-06-13
BETHOLT LTD,2019-06-13
T/A: R and E J Phillips,2019-06-13
T/A: D Reeves & Partners,2019-06-13
T/A: Barkers Farm,2019-06-13
MESSRS D A SMOLDON,2019-06-13
P J Caunter & Son,2019-06-13
M T  PARTINGTON,2019-06-13
P & A M SIMPSON,2019-06-13
D M & L SMITH,2019-06-13
MESSRS G G & J CLAY,2019-06-13
T/A: D A Howie & Sons,2019-06-13
PEMBERTON'S DAIRIES,2019-06-13
K R BRITTON & SON,2019-06-14
P Ll Francis & Son,2019-06-14
MR R G & MRS M G LEADBETTER,2019-06-14
B M Harris & Partners,2019-06-14
C J & CM BUDGE,2019-06-14
J A BRYER & SON,2019-06-14
N R & S L M GREEN,2019-06-14
K P & M MASSEY & SON,2019-06-14
W F WRIGHT & PARTNERS,2019-06-14
M/S R Y & D PATTINSON,2019-06-14
M/S J W BRIGGS & SON,2019-06-14
T/A: R M Gillbard,2019-06-14
T/A: Trenwood Farming Ltd,2019-06-14
T/A: ML & ME Whitting,2019-06-14
Mr J W Phillips,2019-06-14
S & A and Daughters Ltd,2019-06-14
T/A: W. O. J. Reed & Company Limited,2019-06-14
N & F ROOBOTTOM,2019-06-14
R Walker & Son,2019-06-17
C L G Wadman & J Wadman & Sons,2019-06-17
J A & H E Lutner,2019-06-17
T/A: W S BURROW & SON,2019-06-17
RW Frankland and Sons,2019-06-17
M T  PARTINGTON,2019-06-17
H & L M LEIGH,2019-06-17
M P MASON,2019-06-17
GOLDEN CROSS CHEESE COMPANY LTD,2019-06-17
R G & A PEARCE,2019-06-18
SOMERS FARM PARTNERSHIP,2019-06-18
"E M, S & R J Edge",2019-06-18
G H & J Cork,2019-06-18
T AND E A GARTH AND SON,2019-06-18
CORRAN LODGE LIMITED,2019-06-18
T C RAWSTHORN & SON,2019-06-18
D & E A JEFFERY,2019-06-18
M/S P & A LUSCOMBE & SON,2019-06-18
Mr J W Phillips,2019-06-18
T/A: W. O. J. Reed & Company Limited,2019-06-18
T/A: T J Parker,2019-06-18
T/A: Hill and Coombe Dairy,2019-06-18
T/A: R & J Legg & Son,2019-06-19
T/A: WG & L Griffiths,2019-06-19
T/A: Norton & Yarrow Cheese Ltd,2019-06-19
C R DUTTON & SONS,2019-06-19
J & B DONALD & SON,2019-06-19
Hill Partners,2019-06-19
DAVID JOHN SILLITO,2019-06-19
Jon Appleby and Joy Appleby,2019-06-19
T H LEE & SON,2019-06-19
M T  PARTINGTON,2019-06-19
MESSRS J L E & R A HUNTER,2019-06-19
MR P D POGSON,2019-06-19
P J & A H Jones,2019-06-20
M J & R TITTERTON,2019-06-20
H COY AND SON,2019-06-20
K & P A MOORSE,2019-06-20
MR C N & MRS J A JONES,2019-06-20
J C P Hawken Ltd,2019-06-20
S M & D M TURNER LTD,2019-06-20
M/S P & A LUSCOMBE & SON,2019-06-20
D & C GIBSON,2019-06-20
MR & MRS CHADWICK & SONS,2019-06-20
W & A SUDELL & SONS,2019-06-20
G J DUGDALE & SONS,2019-06-20
D & M Legg & Sons,2019-06-20
MRS J P SHIPTON,2019-06-20
Peter Brock,2019-06-20
Trekillick Farms,2019-06-20
C & J SMITH,2019-06-20
MONARCH FARMS,2019-06-20
T/A: Oink and Udder,2019-06-20
T/A: Harper Adams University Farms,2019-06-20
T/A: Peepy Farm Limited,2019-06-21
EVETTS FARMS,2019-06-21
M/s M & J Mogridge,2019-06-21
MESSRS F E WHITTAKER & SONS,2019-06-21
MESSRS D B & J A BILLINGTON,2019-06-21
M/S J STALKER,2019-06-21
A L & M E WEBB,2019-06-21
J W ISAM & SON,2019-06-21
KEITH SWIRES & CO,2019-06-21
PARRY BROS,2019-06-21
T/A: ML & ME Whitting,2019-06-24
T/A: Taw River Dairy,2019-06-25
W E TURNOCK & SONS,2019-06-25
"R M, C E & I R Harris",2019-06-25
F H WHITE,2019-06-26
WHITEOAKS FARMING,2019-06-26
A L & M E WEBB,2019-06-26
J P & E A BURTON & SON,2019-06-26
MR J F LONGSTER & SON,2019-06-26
E W WHITE & CO LTD,2019-06-26
T/A: M R Buckley,2019-06-26
T/A: J S Pickles,2019-06-26
T/A: Williams Ffordd Las,2019-06-26
T/A: Jamie?s Farm,2019-06-26
W F H FRANCIS & SON,2019-06-26
RC & DR Brereton,2019-06-26
R J & G E NEWBROOK & SON,2019-06-26
J H & R MORRIS,2019-06-26
Emma's Dairy,2019-06-27
Wrangworthy Dairy,2019-06-27
T/A: Richard A. G. Stanczak,2019-06-27
T/A: New Forest Raw Milk - Sarah's Dairy,2019-06-27
Fen Farm Dairy Limited,2019-06-27
R & J TOWNSON,2019-06-27
"B R, M J & P J Colwill",2019-06-27
E & D E HORN,2019-06-27
MR & MRS S.J DUSTOW & SON,2019-06-27
W MESSENGER,2019-06-28
B T SMITH,2019-06-28
R & P Ratcliffe,2019-06-28
W H BRASS,2019-06-28
J & M STUART & SON,2019-06-28
FLETCHER PARTNERS,2019-06-28
T W SOUTHWELL & SONS,2019-06-28
J LL DAVIES,2019-07-01
A J & J E POWELL,2019-07-01
P J Caunter & Son,2019-07-01
T/A: Martin Reeves,2019-07-01
J A H WALTON & SON,2019-07-01
M/S A J & J MARSTON,2019-07-01
R Walker & Son,2019-07-01
T/A: Down Farm,2019-07-02
Greadow Farms,2019-07-02
Halton Farms Ltd,2019-07-02
SANDWITH FARM SERVICES,2019-07-02
R H F Heeps & Son,2019-07-02
G E & S W OAKES,2019-07-02
T/A: Langley Dairies Limited,2019-07-02
T/A: R and E J Phillips,2019-07-02
F MATTOCKS & SONS,2019-07-02
G J CARTER,2019-07-02
S D JAMES & CO,2019-07-02
MR S J D HARRIS & SONS,2019-07-02
J W GLEAVE,2019-07-02
MESSRS D A SMOLDON,2019-07-02
MR E A & MRS N J GRIFFITHS & SON,2019-07-02
S A & C P SWEETINGHAM,2019-07-02
R B LEIGH & SON,2019-07-02
A G TROUGHTON & SON,2019-07-02
Lydney Park Farms,2019-07-02
A E & K W BULLOCK,2019-07-02
R S BETTERIDGE,2019-07-03
MESSRS G H HAWKSWOOD & SONS,2019-07-03
A W & J BRANDRETH & SON,2019-07-03
BAIRSTOWS,2019-07-03
MR J WELLOCK,2019-07-03
C W HARDY,2019-07-03
H COY AND SON,2019-07-03
R F Evans & Son,2019-07-03
James Brook,2019-07-03
FOLD FARM PARTNERS,2019-07-03
J HOLDEN & SONS,2019-07-03
J T BOND,2019-07-03
M J & M C THOMASSON,2019-07-03
RAY BROWN & PARTNERS,2019-07-03
ITONFIELD LTD,2019-07-03
MS & G Mason,2019-07-03
T/A: Hill and Coombe Dairy,2019-07-03
T/A: S J Brown,2019-07-03
J E Jarvis & Sons,2019-07-03
A J PARRY & SONS,2019-07-03
E T Adams & Sons,2019-07-03
T A & R WILLIAMS,2019-07-03
M/S Roberts,2019-07-03
Julie M Miles,2019-07-03
Kent County Agricultural Society,2019-07-04
MESSRS WALSH,2019-07-04
A M YARDLEY,2019-07-04
T/A: S D & H A Hooper,2019-07-04
T/A: E A & J A Hiscock Limited,2019-07-04
W Marsh & Son,2019-07-04
D & I DYER,2019-07-04
THOMAS PARKINSON,2019-07-04
J A & H E Lutner,2019-07-04
"HARPER ADAMS UNIVERSITY COLLEGE, COLLEGE FARM",2019-07-04
MR G & J DEAN AND SON,2019-07-04
D C Green & Son,2019-07-05
KEYTHORPE FARMS,2019-07-05
S J Palmer,2019-07-05
G H W DAKIN & SON,2019-07-05
RAY BROWN & PARTNERS,2019-07-05
W H BRASS,2019-07-05
J A H WALTON & SON,2019-07-05
T/A: WG & L Griffiths,2019-07-05
T/A: R & K Aiken,2019-07-05
S T & T L SMITH,2019-07-05
T/A: Low Bark Farming Company Limited,2019-07-08
T/A: H J & A D Brickell,2019-07-08
Queen Bower Dairy,2019-07-08
G D & M RODGERS & SONS,2019-07-08
DP & SJ BERRY,2019-07-08
CORRAN LODGE LIMITED,2019-07-08
T AND E A GARTH AND SON,2019-07-08
T C RAWSTHORN & SON,2019-07-08
A & W J HITCHCOCK (LITTLEHURST),2019-07-08
E J GRIFFIN & SON,2019-07-08
R M & L J THROUP,2019-07-08
T/A: N & J MCLINTOCK,2019-07-08
M P MASON,2019-07-09
M/S DJ & DC COATES,2019-07-09
KEITH SWIRES & CO,2019-07-09
HIGHFIELDS FARM DAIRY,2019-07-09
A W & B TITTERTON & SONS,2019-07-09
THORP BROTHERS,2019-07-09
F BARTON & SONS,2019-07-09
N H WALKER,2019-07-09
F & J HAMBIDGE (FARMS) LTD,2019-07-09
MR Mark Stevens,2019-07-09
WALLBANK & YOUNG PARTNERSHIP,2019-07-09
T AND E A GARTH AND SON,2019-07-09
R J CORNALL & PARTNERS,2019-07-09
M/S J J & M A PARK & SON,2019-07-09
J I BROUGH,2019-07-09
MESSRS HUGHES,2019-07-09
MESSRS GR & R PINGUEY,2019-07-09
T/A: M A and A M Pincombe,2019-07-09
T/A: R J & C J Hughes,2019-07-09
N E & E M BARGH & SON,2019-07-09
W F H FRANCIS & SON,2019-07-10
T/A: Lea Manor Farm,2019-07-10
Christine Page,2019-07-10
HOLLYWOOD FARMING COMPANY,2019-07-10
T/A: Plas Llanfihangel Cyf,2019-07-10
T/A: Higglers Farm,2019-07-10
T/A: Wastenage Farms Limited,2019-07-10
M & V L Dobson,2019-07-10
T/A: D R & S M Reed & Son,2019-07-10
G P TAYLOR & SONS,2019-07-10
M/S J H ERRINGTON,2019-07-10
C R DUTTON & SONS,2019-07-10
P ALLWOOD,2019-07-10
J DAVIES & PARTNERS,2019-07-10
Fletcher & Co LLP,2019-07-10
MR E A & MRS N J GRIFFITHS & SON,2019-07-10
HOLMLEIGH DAIRY,2019-07-10
D J Garrett & Partners,2019-07-10
J E & C M FLETCHER & CO LTD,2019-07-10
R F Evans & Son,2019-07-10
D G EVANS,2019-07-10
DAVID JOHN SILLITO,2019-07-10
FOREMORE LIMITED,2019-07-10
MESSRS A DOMAN & CO,2019-07-10
M/S G T NICHOLSON & SON LTD,2019-07-10
P F & J OSBORNE,2019-07-10
G H DAULBY,2019-07-10
J H & S M Farmer,2019-07-10
K & P A MOORSE,2019-07-11
T D PRINCE,2019-07-11
Mrs M K Manford & Partners,2019-07-11
Thornhill Farm (Dorset) Ltd,2019-07-11
R C EAMES & SON,2019-07-11
C R CARDELL,2019-07-11
S J & J E OGDEN,2019-07-11
MR J H WHITTON,2019-07-11
W MESSENGER,2019-07-12
J A H WALTON & SON,2019-07-12
J A HOCKENHULL & A J HOCKENHULL,2019-07-12
W F WRIGHT & PARTNERS,2019-07-12
P A HAMMERSLEY,2019-07-12
V H & C MELLOR,2019-07-12
W G & E SUTCLIFFE & SONS,2019-07-12
J R NEWSHAM & SON,2019-07-12
THORP BROTHERS,2019-07-12
KEYTHORPE FARMS,2019-07-12
T H LEE & SON,2019-07-12
FREEFORD FARMS,2019-07-12
PARRY BROS,2019-07-12
G W ROBERTS,2019-07-12
SANDWITH FARM SERVICES,2019-07-15
Joseph D Evans,2019-07-15
W & C J WESTACOTT,2019-07-15
M/S S J & J E WELFORD,2019-07-15
M/S G C & A J FOSTER,2019-07-15
MESSRS J L E & R A HUNTER,2019-07-15
MR & MRS W WALES,2019-07-15
D & C GIBSON,2019-07-15
T/A: Edgar and Son,2019-07-15
FORCE GREEN FARMS,2019-07-15
T G & K FISHER LTD,2019-07-15
M/S J STALKER,2019-07-15
CROSSFELL HOUSE FARM LTD,2019-07-16
J & M STUART & SON,2019-07-16
DP & SJ BERRY,2019-07-16
W & A SUDELL & SONS,2019-07-16
MR & MRS CHADWICK & SONS,2019-07-16
T/A: Martin Reeves,2019-07-16
J & S ARROWSMITH,2019-07-16
J R NEWSHAM & SON,2019-07-16
J E LEESE,2019-07-16
R M & L J THROUP,2019-07-16
SEYMOUR SMITH & SONS LTD,2019-07-16
LONG PARTNERS,2019-07-16
N H PLATTS & SONS,2019-07-16
E G ARMITAGE,2019-07-16
D B & H M Jenkins & Son,2019-07-16
Furnival Farms Ltd,2019-07-16
C & J SMITH,2019-07-16
T/A: Dayment Farming,2019-07-16
T & S Farms,2019-07-16
E W WILLIAMS,2019-07-17
ER & IN HUGHES,2019-07-17
T E DAVIES & SON,2019-07-17
BROOKEND BUFFALOS,2019-07-17
JE EVANS & SONS,2019-07-17
A Young / John Young Farms,2019-07-17
ASKHAM BRYAN COLLEGE,2019-07-17
A W & J BRANDRETH & SON,2019-07-17
A J Farming,2019-07-17
W SHIRT & SON,2019-07-17
"J B, M, M A & M J WILLIAMS",2019-07-17
M/S J STALKER,2019-07-17
M/S A & A E HARRISON,2019-07-17
R J V MCNAUGHER,2019-07-17
P M & J E KITTO,2019-07-17
E B & B M SUTTON,2019-07-17
G L & D L WRIGHT & PARTNERS,2019-07-17
Broomlea Farms Limited,2019-07-17
E B & B M SUTTON,2019-07-18
MS & G Mason,2019-07-18
MESSRS J W & D ROBINSON & SONS,2019-07-18
R C Dilks,2019-07-18
D Lloyd Roberts,2019-07-18
HISLOP & SON,2019-07-18
M/S G G AND Z COOPER,2019-07-18
MR G & J DEAN AND SON,2019-07-18
MR G W LEGGOTT,2019-07-18
T H D & S J Williams,2019-07-18
D C & G Henry,2019-07-18
T/A: Old Hall Farm,2019-07-18
T/A; G P Broadsmith & Son,2019-07-18
BROOKLYN FARM PRODUCTS LTD,2019-07-19
G E & S W OAKES,2019-07-19
T/A: CRT PIERREPONT FARM,2019-07-19
T/A: J D Pritchard,2019-07-19
D T & S J WILLIAMS,2019-07-19
MESSRS G H HAWKSWOOD & SONS,2019-07-19
FLETCHER PARTNERS,2019-07-19
R & P Ratcliffe,2019-07-19
M/S S R GILBERT & SON,2019-07-19
M/S J P FISHER,2019-07-19
M/S J W BRIGGS & SON,2019-07-19
MESSRS J R LYALL,2019-07-19
P Studley & Sons,2019-07-19
S E A AIDLEY & CO,2019-07-19
JD Fowles and Partners,2019-07-19
C F S FOX & SON,2019-07-19
P A & C T BARRETT,2019-07-19
T A WILLS,2019-07-22
MESSRS WOOD,2019-07-22
F MATTOCKS & SONS,2019-07-22
G D & M RODGERS & SONS,2019-07-22
MR Mark Stevens,2019-07-22
J & S ARROWSMITH,2019-07-22
MR & MRS W WALES,2019-07-22
MR EJ & MRS SJ COURT,2019-07-22
T/A: N & J MCLINTOCK,2019-07-22
LONG PARTNERS,2019-07-22
C W F HUGHES & SON,2019-07-22
The Goodwood Estate Company Ltd,2019-07-22
G D & A MIDGLEY,2019-07-22
T/A: Royal Welsh Agricultural Society,2019-07-22
T/A: D. Thorner,2019-07-22
T/A: P J & T FLETCHER,2019-07-22
Ahimsa Dairy Foundation,2019-07-22
T/A: Norton & Yarrow Cheese Ltd,2019-07-22
T/A: Heath Farm Partnership,2019-07-23
THE GOVERNOR,2019-07-23
E J & W J GRIGG & SONS,2019-07-23
"R J, B C & N W J Monies",2019-07-23
DAVID J GOODWIN,2019-07-23
T/A: L V & D F Dakin & Partners,2019-07-23
K H RILEY & SONS,2019-07-24
J I BROUGH,2019-07-24
MESSRS GR & R PINGUEY,2019-07-24
W & E I HANDFORD,2019-07-24
R S & E J LONGDEN & SONS,2019-07-24
J W WALKER & SONS,2019-07-24
R W ARDERN & SONS,2019-07-24
P J CHARLES,2019-07-24
R F J & R Partridge & Son,2019-07-24
J H & S M Farmer,2019-07-24
H & L M LEIGH,2019-07-24
"MESSRS FLETCHER, RAM HALL DAIRY SHEEP",2019-07-24
D I Plowman & Son,2019-07-24
Hickson & Phillips,2019-07-24
T/A: R J GORST,2019-07-24
James Brook,2019-07-24
B N & A J & S M A HARDING,2019-07-24
Greenlands Farm,2019-07-24
D G EVANS,2019-07-24
W W & W G CLARK,2019-07-24
K W TWEMLOW & CO,2019-07-24
RANDALL MCDOWELL & CO,2019-07-24
T/A: H S Bourne,2019-07-24
T/A: PC & CJ Morgan,2019-07-24
HOLLYWOOD FARMING COMPANY,2019-07-24
S & O SHERRATT,2019-07-24
A W & A R PRESTON,2019-07-24
T/A: S J Brown,2019-07-24
J E Jarvis & Sons,2019-07-24
MONARCH FARMS,2019-07-25
J S & K A WHITAKER,2019-07-25
T/A: G. A. Mortimer & Sons,2019-07-25
W E TURNOCK & SONS,2019-07-25
M/S K J OSBORNE & PARTNERS,2019-07-25
Mr A G & R V Rossiter,2019-07-25
J R & G D VIGAR,2019-07-25
R & J TOWNSON,2019-07-25
E VOWLES & SON,2019-07-25
Stowford Manor Farm,2019-07-25
J & R LANCASHIRE,2019-07-25
WHITE BROTHERS,2019-07-25
OLD PLAW HATCH FARM LIMITED,2019-07-25
J E & M P ELSE,2019-07-25
F W  STAINTHORPE,2019-07-25
T/A:  J A Haigh & Sons,2019-07-25
MRS J P SHIPTON,2019-07-25
B Chandler,2019-07-25
J YOUNG & SONS,2019-07-25
G A MORTIMER & SONS,2019-07-25
MR J S CAMP,2019-07-25
Messrs H Noble & Sons,2019-07-26
MR J H WHITTON,2019-07-26
R J V MCNAUGHER,2019-07-26
A R & E R JONES,2019-07-26
FRIEND FARMS LTD,2019-07-26
T/A: Radwood Hall Farm Limited,2019-07-26
FREEFORD FARMS,2019-07-26
GRAHAM WARD FARMS LTD,2019-07-26
Mr Richard Loud,2019-07-26
T D PHILLIPS,2019-07-26
M D A FENTON,2019-07-29
C & S  WATERFALL,2019-07-29
C & S  WATERFALL,2019-07-29
"HARPER ADAMS UNIVERSITY COLLEGE, COLLEGE FARM",2019-07-29
T/A: W DALE & SONS,2019-07-29
A & A M BURROW,2019-07-29
T G & K FISHER LTD,2019-07-29
G J DUGDALE & SONS,2019-07-29
WEST FARMS,2019-07-30
E J & W J GRIGG & SONS,2019-07-30
"B R, M J & P J Colwill",2019-07-30
M/S J STALKER,2019-07-30
CROSSFELL HOUSE FARM LTD,2019-07-30
C R DUTTON & SONS,2019-07-30
MR G W LEGGOTT,2019-07-30
M/S G G AND Z COOPER,2019-07-30
ASKHAM BRYAN COLLEGE,2019-07-30
D T & S J WILLIAMS,2019-07-30
D B & H M Jenkins & Son,2019-07-30
R G & A M JOHN,2019-07-30
Ludchurch Farms Ltd,2019-07-30
"L J, B D & C Eynon",2019-07-30
D C & G Henry,2019-07-30
K R BRITTON & SON,2019-07-30
Mr G V Wellings,2019-07-30
T/A: Down Farm,2019-07-30
N E & E M BARGH & SON,2019-07-30
M L & J A McNamara,2019-07-30
T/A: A J & R L Poole,2019-07-30
T/A: W D & S J Hosegood,2019-07-30
T/A: R and E J Phillips,2019-07-30
T/A: Rumbolds Farm,2019-07-31
M & V L Dobson,2019-07-31
T/A: Grassroots Dairying,2019-07-31
T/A: W Brown & Son,2019-07-31
T/A: R.J.W Goat Herd,2019-07-31
S & O SHERRATT,2019-07-31
PLOT FARM PARTNERS,2019-07-31
MESSRS H C CLIFF & SONS,2019-07-31
W W & W G CLARK,2019-07-31
T M WATSON & SON,2019-07-31
M/S G T NICHOLSON & SON LTD,2019-07-31
E B & B M SUTTON,2019-07-31
J W & R I LEE,2019-07-31
T C & D A MARTIN LTD,2019-07-31
MR & MRS S.J DUSTOW & SON,2019-07-31
J T BOND,2019-07-31
B Chandler,2019-07-31
TEIFI VALLEY DAIRY GOATS,2019-07-31
A J & J A LOCK,2019-08-01
D W & R J Warren,2019-08-01
A G BALMER,2019-08-01
M/S S D SCOTT,2019-08-01
M/S A J & J MARSTON,2019-08-01
MR C N & MRS J A JONES,2019-08-01
S MOSFORD & PARTNERS,2019-08-01
PORTWAY FARMS,2019-08-01
G L & D L WRIGHT & PARTNERS,2019-08-01
MR R L LATHAM,2019-08-01
T/A:  J A Haigh & Sons,2019-08-01
MR P D POGSON,2019-08-01
N Shaw & Sons,2019-08-01
Heard Cattle Company,2019-08-01
DOLKEN DAIRY GOATS,2019-08-02
B N & A J & S M A HARDING,2019-08-02
E & M NICHOLAS,2019-08-02
J DAVIES & PARTNERS,2019-08-02
G P TAYLOR & SONS,2019-08-02
M/S J H ERRINGTON,2019-08-02
N R & S L M GREEN,2019-08-02
"F, M & T JUCKES",2019-08-05
G A & D WHITFIELD,2019-08-05
Fields Farm Ashley Ltd,2019-08-05
G D & A MIDGLEY,2019-08-05
W & C J WESTACOTT,2019-08-05
M D A FENTON,2019-08-05
T/A: C L Bowles-Jones,2019-08-06
O G NEAGLE,2019-08-06
T/A: Griffiths and Latter Limited,2019-08-06
T H D & S J Williams,2019-08-06
DODD BROS,2019-08-06
J E HARRISON FARM A/C,2019-08-07
DIANA M MORGAN AND THOMAS J DUNNING,2019-08-07
P G & Mrs E Thomas & Son,2019-08-07
A & M M GREGORY & SONS,2019-08-07
S D & E L PREECE,2019-08-07
P J Davis & Sons,2019-08-07
Mr P D & Mrs J L Biss,2019-08-07
Pressbarrow Partners,2019-08-07
T/A CH & ES Lunt,2019-08-07
T/A: P & L Farming Limited,2019-08-07
T/A: G A Clews,2019-08-07
BROMES FARM LTD,2019-08-07
ER & IN HUGHES,2019-08-07
T A & R WILLIAMS,2019-08-07
M/S Roberts,2019-08-07
Bar Hill Dairies Limited,2019-08-07
Mr Phillip Thomas,2019-08-07
Wayne T Jeffery,2019-08-08
HOLLYWOOD FARMING COMPANY,2019-08-08
Messrs N S & B M Bellerby,2019-08-08
T/A: Lewemcor Saanens,2019-08-08
D L & M M BREEZE & SONS,2019-08-08
Joseph D Evans,2019-08-08
W K Long & Partners,2019-08-08
R H F Heeps & Son,2019-08-08
D L & J M & H L Thomas,2019-08-08
T/A: Dayment Farming,2019-08-08
Mark Delbridge and Isobelle Delbridge,2019-08-08
LOTTISHAM FARMS LTD,2019-08-08
STUBBS PARTNERS,2019-08-08
T/A: JR & SE Cook,2019-08-08
J & R LANCASHIRE,2019-08-08
F YATES & SON,2019-08-08
J R EDWARDS,2019-08-08
E F HEMMING & SONS,2019-08-08
W L KITCHING,2019-08-08
J A Thomas,2019-08-08
M/S R J REW & SONS,2019-08-08
N G C & SA STACEY,2019-08-08
"R G, M G YOUNG & PARTNER",2019-08-08
Tredinnick Farms Ltd,2019-08-08
J & A SPIERINGS,2019-08-08
R & J W DARLINGTON & PARTNER,2019-08-09
HANKINS HEYS FARM LIMITED,2019-08-09
M/S J STALKER,2019-08-09
Tallentire Hill Farm Limited,2019-08-09
R & P NICHOLSON,2019-08-09
M/S J P FISHER,2019-08-09
T/A: J A & H E Warrington,2019-08-09
TA: Meadow Lea Farm,2019-08-09
D S & E J LE MAY,2019-08-12
T/A:Ellie?s Dairy,2019-08-12
S J & J E OGDEN,2019-08-12
A & B BARGH,2019-08-12
J & B DONALD & SON,2019-08-12
LITTLE ACRES GOAT PRODUCTS,2019-08-12
A & M M GREGORY & SONS,2019-08-12
OLD PLAW HATCH FARM LIMITED,2019-08-12
R S BETTERIDGE,2019-08-13
Mrs S Rees & Sons,2019-08-13
MESSRS THOMAS BROS,2019-08-13
Cilast Ltd,2019-08-13
MESSRS A JONES & SONS,2019-08-13
J N HOLMES & SON,2019-08-13
D H MITCHELL & SONS,2019-08-13
D H MITCHELL & SONS,2019-08-13
MRS J P SHIPTON,2019-08-13
A G LAMBERT AND PARTNERS,2019-08-13
T/A: D & S A BODEN,2019-08-13
J & S WHITBY,2019-08-13
HER MAJESTY QUEEN ELIZABETH II,2019-08-13
A Young / John Young Farms,2019-08-13
R H F Heeps & Son,2019-08-13
J G & L JARMAN,2019-08-13
OSP HICKS,2019-08-13
T/A: Emma Aldous,2019-08-13
T/A: C & H Ford Farm Ltd,2019-08-14
A C MITCHELL & CO,2019-08-14
T/A: T M Woodcock and Partners,2019-08-14
MR JOHN GARTON FENNEY,2019-08-14
THORNBANK FARMS,2019-08-14
WILVERLEY FARM,2019-08-14
H & H F MORPHET,2019-08-14
P E ROBINSON & SONS,2019-08-14
G H T EARP & SON,2019-08-14
D E Jackson & Son,2019-08-14
M/S S J STEVENS & SONS,2019-08-14
R W & J I Faulkner,2019-08-14
BOWN & SON LTD,2019-08-14
K J & C P DUNN,2019-08-14
W Thomas & Co.,2019-08-14
P G & Mrs E Thomas & Son,2019-08-15
Mr T G & Mrs M A M James & E L James,2019-08-15
J C & G J Jenkins & Sons,2019-08-15
Mrs M C E Owen & Sons,2019-08-15
A JAMES,2019-08-15
M/s E W Hartt & Sons,2019-08-15
J A & J M INSALL,2019-08-15
F W  STAINTHORPE,2019-08-15
RANDALL MCDOWELL & CO,2019-08-15
P & C M WARD,2019-08-15
R C ROUT AND SONS,2019-08-15
A J & J A LOCK,2019-08-15
G A MORTIMER & SONS,2019-08-15
F H & P J Bailey,2019-08-15
H L & T & C LYNE,2019-08-15
S & M COOPER,2019-08-15
R G DENNING & SONS,2019-08-15
"W R, C M & SR DAVEY",2019-08-15
R G Denning & Son,2019-08-15
JD Fowles and Partners,2019-08-15
T/A: G. A. Mortimer & Sons,2019-08-15
G W ROBERTS,2019-08-16
M/S J ARMSTRONG,2019-08-16
R G & W Whitfield Ltd,2019-08-16
W THRELFELL & SONS,2019-08-16
MESSRS J R LYALL,2019-08-16
F H & P J Bailey,2019-08-16
W C & M E GEORGE & SON,2019-08-16
SEWELL FARMERS,2019-08-16
GREY PARTNERSHIP,2019-08-16
A W Clowes,2019-08-16
C R UPTON,2019-08-16
