Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Post Code,Supplier Type,Contract Number,Project Code,Expenditure Type
UK Trade and Investment Programme,UK Trade and Investment Programme,20/10/2015,Utilities - Sector Events - Abroad,"Managing Director, Policy and Network Development - Managing Director, Policy and Network Development",EXPO 2015 SPA,117209,"32,072.13",,20016,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,16/10/2015,ICT Outsourcing & Maintenance/Support - Non-Specific Programme activity (Admin),Chief Operating Officer - IT and Finance,DEPARTMENT FOR BUSINESS INNOVATION & SKILLS,117210,"42,290.00",,NP10 8QQ,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,14/10/2015,Marketing - Design Services - International Marketing Hubs,Chief Operating Officer - Communications,DLKW LOWE LTD,117211,480,,SW3 2XB,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,15/10/2015,Other Training Costs - Non-Specific Programme activity (Admin),Chief Operating Officer - Strategy & Human Resources,CAPITA BUSINESS SERVICES LTD,117212,"5,226.00",,DL1 9HN,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,14/10/2015,Marketing - Design Services - International Marketing Hubs,Chief Operating Officer - Communications,DLKW LOWE LTD,117213,90,,SW3 2XB,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,20/10/2015,Other Professional Services - First Time Exporter Credits,Trade Group - Service Delivery,SUNNY THINKING LTD,117226,"1,000.00",,WA14 1DU,GRANT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,22/10/2015,Other Professional Services - First Time Exporter Credits,Trade Group - Service Delivery,THEYE LIMITED,117227,125,,HD5 8XB,GRANT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,15/10/2015,Other Goods/Services - Marketing Event,Trade Group - Service Delivery,ENTERPRISE GROWTH SOLUTIONS LTD,117283,"3,276.91",,AL7 3AX,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,15/10/2015,Other Goods/Services - Mid-Sized Business Events,Trade Group - Service Delivery,ENTERPRISE GROWTH SOLUTIONS LTD,117284,"6,557.80",,AL7 3AX,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,15/10/2015,Accounts Repayable DM Control - Non-Specific Programme activity,Defence and Security Organisation - Head DSO Office,MINISTRY OF DEFENCE,117285,"50,000.00",,L2 3YL,WGA ONLY,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,15/10/2015,Current Grants To Private Sector - NPISH - Overseas Business Network Development,"Managing Director, Policy and Network Development - Managing Director, Policy and Network Development",ENTERPRISE GROWTH SOLUTIONS LTD,117286,"5,830.00",,AL7 3AX,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,15/10/2015,Outsourced Programme Management - Investment - Entrepreneurs (Autumn Statement),"Investment Development - Managing Director & Operations, Investment Development",IGNITE 100 ACCELERATOR CORP LTD,117287,"7,200.00",,NE1 6UF,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,15/10/2015,Outsourced Programme Management - Investment - Entrepreneurs (Autumn Statement),"Investment Development - Managing Director & Operations, Investment Development",IGNITE 100 ACCELERATOR CORP LTD,117288,"-1,200.00",,NE1 6UF,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,15/10/2015,Outsourced Programme Management - Investment - Entrepreneurs (Autumn Statement),"Investment Development - Managing Director & Operations, Investment Development",IGNITE 100 ACCELERATOR CORP LTD,117289,"6,000.00",,NE1 6UF,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,26/10/2015,Professional Subscriptions - Non-Specific Programme activity,Investment Development - Global Operations,BLOOMBERG FINANCE LP,117296,625.28,,EC2A 1PQ,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,26/10/2015,Professional Subscriptions - Non-Specific Programme activity,Investment Development - Global Operations,BLOOMBERG FINANCE LP,117296,"1,195.56",,EC2A 1PQ,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,26/10/2015,Professional Subscriptions - Non-Specific Programme activity,Investment Development - Global Operations,BLOOMBERG FINANCE LP,117296,"3,751.68",,EC2A 1PQ,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,26/10/2015,Professional Subscriptions - Non-Specific Programme activity,Investment Development - Global Operations,BLOOMBERG FINANCE LP,117296,"7,173.38",,EC2A 1PQ,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,15/10/2015,Other Goods/Services - International Trade Team Contracting,Trade Group - Service Delivery,GO GLOBAL NORTH EAST LTD,117305,"181,796.00",,SR5 3HD,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,15/10/2015,Subsistence Overseas - Outward Missions,Trade Group - Partnerships & Business,MOTORSPORT INDUSTRY ASSOCIATION [MIA],117306,"2,500.00",,CV8 2RF,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,15/10/2015,Conference and Exhibition Services - Outward Missions,Trade Group - Partnerships & Business,MOTORSPORT INDUSTRY ASSOCIATION [MIA],117306,"5,000.00",,CV8 2RF,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,15/10/2015,Marketing - Promotional Materials - Outward Missions,Trade Group - Partnerships & Business,MOTORSPORT INDUSTRY ASSOCIATION [MIA],117306,"5,500.00",,CV8 2RF,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,15/10/2015,Corporate Event Management and Marketing - Outward Missions,Trade Group - Partnerships & Business,MOTORSPORT INDUSTRY ASSOCIATION [MIA],117306,"9,500.00",,CV8 2RF,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,15/10/2015,Other Goods/Services - International Trade Advisors,Trade Group - Service Delivery,ENTERPRISE GROWTH SOLUTIONS LTD,117313,"5,708.33",,AL7 3AX,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,15/10/2015,Other Goods/Services - E-commerce programme (AS 2014 E-Commerce),Trade Group - Service Delivery,ENTERPRISE GROWTH SOLUTIONS LTD,117313,"6,666.50",,AL7 3AX,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,15/10/2015,Other Goods/Services - Medium Sized Business International Trade Advisors,Trade Group - Service Delivery,ENTERPRISE GROWTH SOLUTIONS LTD,117313,"25,500.00",,AL7 3AX,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,15/10/2015,Other Goods/Services - First Time Exporters International Trade Advisors,Trade Group - Service Delivery,ENTERPRISE GROWTH SOLUTIONS LTD,117313,"74,433.00",,AL7 3AX,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,15/10/2015,Other Goods/Services - International Trade Advisors,Trade Group - Service Delivery,ENTERPRISE GROWTH SOLUTIONS LTD,117313,"91,954.00",,AL7 3AX,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,15/10/2015,Other Goods/Services - Market Visit Scheme,Trade Group - Service Delivery,ENTERPRISE GROWTH SOLUTIONS LTD,117314,"1,000.00",,AL7 3AX,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,15/10/2015,Other Goods/Services - Market Visit Scheme,Trade Group - Service Delivery,ENTERPRISE GROWTH SOLUTIONS LTD,117315,142.13,,AL7 3AX,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,15/10/2015,Other Goods/Services - Market Visit Scheme,Trade Group - Service Delivery,ENTERPRISE GROWTH SOLUTIONS LTD,117315,945.1,,AL7 3AX,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,15/10/2015,Other Goods/Services - First Time Exporter Incubator Programme,Trade Group - Service Delivery,ENTERPRISE GROWTH SOLUTIONS LTD,117316,"8,969.23",,AL7 3AX,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,15/10/2015,Other Professional Services - International Trade Team Contracting,Trade Group - Service Delivery,ENTERPRISE GROWTH SOLUTIONS LTD,117317,"330,000.00",,AL7 3AX,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,15/10/2015,Current Grants To Private Sector - NPISH - Trade Access Programme Group Support Scheme,Trade Group - Partnerships & Business,SOCIETY OF MARITIME INDUSTRIES LTD,117318,"10,000.00",,EC2R 8AY,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,15/10/2015,Current Grants To Private Sector - NPISH - Trade Access Programme Group Support Scheme,Trade Group - Partnerships & Business,SOCIETY OF MARITIME INDUSTRIES LTD,117319,960,,EC2R 8AY,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,15/10/2015,Other Professional Services - International Trade Team Contracting,Trade Group - Service Delivery,ONE LONDON TRADE AND INVESTMENT LTD,117333,"9,026.04",,SE1 2ES,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,15/10/2015,Corporate Event Management and Marketing - Sector Events - UK,Trade Group - Partnerships & Business,2PEARS LTD,117334,"3,679.50",,NW11 8EL,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,15/10/2015,Purchase of Equipment < £3000 - UKTI Programme Admin,Chief Operating Officer - IT and Finance,QUESTMARK LTD,117336,12,,NG10 4LS,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,15/10/2015,Purchase of Equipment < £3000 - UKTI Programme Admin,Chief Operating Officer - IT and Finance,QUESTMARK LTD,117336,314.5,,NG10 4LS,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,15/10/2015,Other Professional Services - International Trade Team Contracting,Trade Group - Service Delivery,ONE LONDON TRADE AND INVESTMENT LTD,117337,"406,525.00",,SE1 2JN,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,15/10/2015,Other Professional Services - International Trade Team Contracting,Trade Group - Service Delivery,SOUTH EAST TRADE & INVESTMENT LTD,117340,"236,250.00",,PO15 7FN,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,15/10/2015,Other Professional Services - International Trade Team Contracting,Trade Group - Service Delivery,SOUTH EAST TRADE & INVESTMENT LTD,117340,"236,250.00",,PO15 7FN,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,15/10/2015,Maintenance of IT Equipment - UKTI Programme Admin,Chief Operating Officer - IT and Finance,TOPAZ SUPPORT LTD,117425,215,,RG7 1NW,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,15/10/2015,Other Media Costs - Online,Chief Operating Officer - Communications,MEDIA ON DEMAND LTD,117426,210,,GU7 1HE,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,23/10/2015,Other Professional Services - Sector Events - Abroad,"Managing Director, Policy and Network Development - Managing Director, Policy and Network Development",CAPITA BUSINESS SERVICES LTD,117466,"-2,615.51",,DL1 9HN,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,16/10/2015,Other Goods/Services - China Uplift,Trade Group - Creative Economy Tech & Construction,CAPITA BUSINESS SERVICES LTD,117467,"1,445.82",,DL1 9HN,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,15/10/2015,IT Software Licences and Software Maintenance - UKTI Programme Admin,Chief Operating Officer - IT and Finance,MICROSOFT IRELAND OPERATIONS LTD,117468,"38,125.00",,DUBLIN 15,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,21/10/2015,Hire of Agency Staff - Other Programme Costs,Chief Operating Officer - Chief Operating Officer,CAPITA BUSINESS SERVICES LTD,117469,268.14,,DL1 9HN,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,16/10/2015,Hire of Agency Staff - Non-Specific Programme activity (Admin),Chief Executive's Office - Chief Executive's Office,BROOK STREET (UK) LTD,117470,367.39,,AL1 4ZX,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,16/10/2015,Hire of Agency Staff - Non-Specific Programme activity,Trade Group - Partnerships & Business,CAPITA BUSINESS SERVICES LTD,117471,"2,338.73",,DL1 9HN,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,15/10/2015,IT Software Licences and Software Maintenance - UKTI Programme Admin,Chief Operating Officer - IT and Finance,MICROSOFT IRELAND OPERATIONS LTD,117472,"22,942.50",,DUBLIN 15,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,19/10/2015,Hire of Agency Staff - Non-Specific Programme activity,Chief Operating Officer - Communications,CAPITA BUSINESS SERVICES LTD,117475,"1,049.64",,DL1 9HN,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,23/10/2015,Other Professional Services - Sector Events - Abroad,"Managing Director, Policy and Network Development - Managing Director, Policy and Network Development",CAPITA BUSINESS SERVICES LTD,117477,"-2,615.51",,DL1 9HN,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,23/10/2015,Other Professional Services - Sector Events - Abroad,"Managing Director, Policy and Network Development - Managing Director, Policy and Network Development",CAPITA BUSINESS SERVICES LTD,117478,"-1,868.22",,DL1 9HN,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,15/10/2015,IT Software Licences and Software Maintenance - UKTI Programme Admin,Chief Operating Officer - IT and Finance,MICROSOFT IRELAND OPERATIONS LTD,117479,"5,880.00",,DUBLIN 15,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,19/10/2015,Hire of Agency Staff - Digital Marketing,Chief Operating Officer - Communications,CAPITA BUSINESS SERVICES LTD,117480,"1,694.64",,DL1 9HN,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,16/10/2015,Hire of Agency Staff - Marketing Event,Trade Group - Service Delivery,CAPITA BUSINESS SERVICES LTD,117482,"2,329.14",,DL1 9HN,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,15/10/2015,Other Professional Services - Specialist Delivery of Wins,Investment Development - Global Operations,CAPITA RESOURCING LTD,117483,"1,864.86",,DL1 PHN,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,29/10/2015,Other Professional Services - Specialist Delivery of Wins,"Investment Development - Entrepreneurship, Campaigns and Rapid Innovation",CAPITA BUSINESS SERVICES LTD,117484,"1,179.40",,DL1 9HN,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,16/10/2015,Hire of Agency Staff - Great Campaign Events,Chief Operating Officer - Communications,CAPITA BUSINESS SERVICES LTD,117485,"1,751.34",,DL1 9HN,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,16/10/2015,Other Professional Services - E-exporting,Trade Group - Consumer and Retail,CAPITA BUSINESS SERVICES LTD,117499,"4,106.82",,DL1 9HN,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,16/10/2015,Hire of Agency Staff - Non-Specific Programme activity,Trade Group - Partnerships & Business,CAPITA BUSINESS SERVICES LTD,117500,"1,847.62",,DL1 9HN,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,16/10/2015,Hire of Agency Staff - Non-Specific Programme activity,Trade Group - Partnerships & Business,CAPITA BUSINESS SERVICES LTD,117501,"2,349.68",,DL1 9HN,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,16/10/2015,Other Professional Services - E-exporting,Trade Group - Consumer and Retail,CAPITA BUSINESS SERVICES LTD,117502,"2,297.04",,DL1 9HN,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,16/10/2015,Hire of Agency Staff - Non-Specific Programme activity,Trade Group - Partnerships & Business,CAPITA BUSINESS SERVICES LTD,117504,"1,921.28",,DL1 9HN,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,16/10/2015,Other Professional Services - E-exporting,Trade Group - Consumer and Retail,CAPITA BUSINESS SERVICES LTD,117508,"2,168.64",,DL1 9HN,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,16/10/2015,IT Software Licences and Software Maintenance - UKTI Programme Admin,Chief Operating Officer - IT and Finance,MICROSOFT IRELAND OPERATIONS LTD,117511,10,,DUBLIN 15,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,16/10/2015,IT Software Licences and Software Maintenance - UKTI Programme Admin,Chief Operating Officer - IT and Finance,MICROSOFT IRELAND OPERATIONS LTD,117511,"10,365.60",,DUBLIN 15,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,16/10/2015,Taxi Services UK - Healthcare UK,Trade Group - Healthcare UK,ADDISON LEE plc,117533,920,,NW1 3ER,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,16/10/2015,Taxi Services UK - Healthcare UK,Trade Group - Healthcare UK,ADDISON LEE plc,117536,-920,,NW1 3ER,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,16/10/2015,Corporate Event Management and Marketing - Support to Campaigns,Defence and Security Organisation - Regional Directorates,FOREIGN AND COMMONWEALTH OFFICE (FCO),117538,0.3,,MK10 1PX,WGA ONLY,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,16/10/2015,Corporate Event Management and Marketing - Support to Campaigns,Defence and Security Organisation - Regional Directorates,FOREIGN AND COMMONWEALTH OFFICE (FCO),117539,-0.3,,MK10 1PX,WGA ONLY,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,16/10/2015,Corporate Event Management and Marketing - Support to Campaigns,Defence and Security Organisation - Regional Directorates,FOREIGN AND COMMONWEALTH OFFICE (FCO),117543,50,,MK10 1PX,WGA ONLY,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,16/10/2015,Corporate Event Management and Marketing - Support to Campaigns,Defence and Security Organisation - Regional Directorates,FOREIGN AND COMMONWEALTH OFFICE (FCO),117545,-50,,MK10 1PX,WGA ONLY,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,16/10/2015,Marketing and Media - Trade Marketing Events,Trade Group - Service Delivery,EXEMPLAS TRADE SERVICES LTD,117546,473,,AL7 3AX,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,16/10/2015,Marketing and Media - Trade Marketing Events,Trade Group - Service Delivery,EXEMPLAS TRADE SERVICES LTD,117548,-473,,AL7 3AX,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,16/10/2015,Subsistence Overseas - Market Visit Scheme,Trade Group - Service Delivery,EXEMPLAS TRADE SERVICES LTD,117549,60,,AL7 3AX,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,16/10/2015,Subsistence Overseas - Market Visit Scheme,Trade Group - Service Delivery,EXEMPLAS TRADE SERVICES LTD,117551,-60,,AL7 3AX,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,16/10/2015,Other Goods/Services - Mid-Sized Business Events,Trade Group - Service Delivery,EXEMPLAS TRADE SERVICES LTD,117552,"1,180.05",,AL7 3AX,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,16/10/2015,Hotel & Accommodation Overseas - Default,Trade Group - Energy & Transport,"Personal Expense, Name Witheld",117555,62.41,,SW1H 0ET,,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,16/10/2015,Hotel & Accommodation Overseas - Default,Trade Group - Energy & Transport,"Personal Expense, Name Witheld",117555,170.36,,SW1H 0ET,,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,16/10/2015,Subsistence UK - Default,Trade Group - Energy & Transport,"Personal Expense, Name Witheld",117558,8.5,,SW1H 0ET,,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,16/10/2015,Mileage Allowance UK - Default,Trade Group - Energy & Transport,"Personal Expense, Name Witheld",117558,27,,SW1H 0ET,,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,16/10/2015,Taxi Services UK - Default,Trade Group - Energy & Transport,"Personal Expense, Name Witheld",117558,42,,SW1H 0ET,,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,16/10/2015,Rail Travel UK - Default,Trade Group - Energy & Transport,"Personal Expense, Name Witheld",117558,210,,SW1H 0ET,,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,16/10/2015,Subsistence UK - Default,Trade Group - Energy & Transport,"Personal Expense, Name Witheld",117560,25.5,,SW1H 0ET,,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,16/10/2015,Mileage Allowance UK - Default,Trade Group - Energy & Transport,"Personal Expense, Name Witheld",117560,94.5,,SW1H 0ET,,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,16/10/2015,Rail Travel UK - Default,Trade Group - Energy & Transport,"Personal Expense, Name Witheld",117560,630,,SW1H 0ET,,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,16/10/2015,External Training - Trade Envoys (AS 2013 Emerging Markets),"Managing Director, Policy and Network Development - Managing Director, Policy and Network Development",PILGRIMS GROUP LTD,117565,"1,250.00",,GU22 8BF,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,20/10/2015,Hire of Agency Staff - Video Production Unit,Chief Operating Officer - Communications,HUDSON GLOBAL RESOURCES LTD,117566,"2,115.00",,G2 5HF,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,20/10/2015,Hire of Agency Staff - Video Production Unit,Chief Operating Officer - Communications,HUDSON GLOBAL RESOURCES LTD,117567,"1,922.40",,G2 5HF,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,16/10/2015,Taxi Services UK - Non-Specific Programme activity,"Investment Development - Entrepreneurship, Campaigns and Rapid Innovation","Personal Expense, Name Witheld",117572,24,,,EMPLOYEE,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,16/10/2015,Internal Training - Non-Specific Programme activity,"Managing Director, Policy and Network Development - Managing Director, Policy and Network Development","Personal Expense, Name Witheld",117574,181,,,EMPLOYEE,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,16/10/2015,Other Goods/Services - Mid-Sized Business Events,Trade Group - Service Delivery,EXEMPLAS TRADE SERVICES LTD,117575,"-1,180.05",,AL7 3AX,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,16/10/2015,Marketing - Design Services - Trade Development External Advisers (Autumn Statement),Trade Group - Operations Directorate,FOREIGN AND COMMONWEALTH OFFICE (FCO),117576,"2,500.00",,MK10 1PX,WGA ONLY,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,16/10/2015,Marketing - Design Services - Trade Development External Advisers (Autumn Statement),Trade Group - Operations Directorate,FOREIGN AND COMMONWEALTH OFFICE (FCO),117577,"-2,500.00",,MK10 1PX,WGA ONLY,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,16/10/2015,External Training - UKTI Programme Admin,"Managing Director, Policy and Network Development - Managing Director, Policy and Network Development",INSTITUT FRANCAIS DU ROYAUME-UNI,117578,80,,SW7 2JN,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,16/10/2015,External Training - UKTI Programme Admin,"Managing Director, Policy and Network Development - Managing Director, Policy and Network Development",INSTITUT FRANCAIS DU ROYAUME-UNI,117579,-80,,SW7 2JN,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,16/10/2015,Conference and Exhibition Services - Trade Marketing Events,Trade Group - Service Delivery,EXEMPLAS TRADE SERVICES LTD,117581,140.04,,AL7 3AX,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,16/10/2015,Conference and Exhibition Services - Trade Marketing Events,Trade Group - Service Delivery,EXEMPLAS TRADE SERVICES LTD,117582,-140.04,,AL7 3AX,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,16/10/2015,Other Professional Services - International Trade Team Contracting,Trade Group - Service Delivery,EXEMPLAS TRADE SERVICES LTD,117583,0.45,,AL7 3AX,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,16/10/2015,Other Professional Services - International Trade Team Contracting,Trade Group - Service Delivery,EXEMPLAS TRADE SERVICES LTD,117584,-0.45,,AL7 3AX,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,16/10/2015,Advertising - Business Opportunities,Trade Group - Service Delivery,RED STONE DESIGN LTD,117585,10,,EC1M 7AN,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,16/10/2015,Other Professional Services - International Trade Team Contracting,Trade Group - Service Delivery,RED STONE DESIGN LTD,117586,-10,,EC1M 7AN,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,16/10/2015,Corporate Event Management and Marketing - Trade Development Support,Trade Group - Construction,ANN STARK T/A STARK EVENTS,117587,"1,748.50",,G20 6NH,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,16/10/2015,Corporate Event Management and Marketing - Trade Development Support,Trade Group - Construction,ANN STARK T/A STARK EVENTS,117588,"-1,748.50",,G20 6NH,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,16/10/2015,Other Professional Services - Trade Development External Advisers (Autumn Statement),Trade Group - Operations Directorate,PA CONSULTING GROUP LTD,117589,"15,750.01",,SG8 6DP,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,16/10/2015,Other Professional Services - Trade Development External Advisers (Autumn Statement),Trade Group - Operations Directorate,PA CONSULTING GROUP LTD,117590,"-15,750.01",,SG8 6DP,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,16/10/2015,Conference and Exhibition Services - Trade Marketing Events,Trade Group - Service Delivery,EXEMPLAS TRADE SERVICES LTD,117591,226.82,,AL7 3AX,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,16/10/2015,Conference and Exhibition Services - Trade Marketing Events,Trade Group - Service Delivery,EXEMPLAS TRADE SERVICES LTD,117592,-226.82,,AL7 3AX,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,16/10/2015,Conference and Exhibition Services - Trade Marketing Events,Trade Group - Service Delivery,EXEMPLAS TRADE SERVICES LTD,117593,"16,611.30",,AL7 3AX,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,16/10/2015,Conference and Exhibition Services - Trade Marketing Events,Trade Group - Service Delivery,EXEMPLAS TRADE SERVICES LTD,117594,"-16,611.30",,AL7 3AX,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,16/10/2015,Publications - Other Programme Costs,Trade Group - Construction,JONES YARRELL LEADENHALL,117595,21.25,,E3 3JG,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,16/10/2015,Publications - Other Programme Costs,Trade Group - Construction,JONES YARRELL LEADENHALL,117596,-21.25,,E3 3JG,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,16/10/2015,Marketing and Media - Trade Marketing Events,Trade Group - Service Delivery,WEST MIDLANDS INTERNATIONAL TRADE LLP,117597,807.23,,B15 3DH,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,16/10/2015,Marketing and Media - Trade Marketing Events,Trade Group - Service Delivery,WEST MIDLANDS INTERNATIONAL TRADE LLP,117598,-807.23,,B15 3DH,VENDOR,,,Programme
