Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Post Code,Supplier Type,Contract Number,Project Code,Expenditure Type
UK Trade and Investment Programme,UK Trade and Investment Programme,05/02/2016,Other Travel - Default,Trade Group - Events Group,Personal Expense, Name Witheld,132498.0,16.00 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/02/2016,Taxi Services UK - Default,Trade Group - Events Group,Personal Expense, Name Witheld,132498.0,39.05 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/02/2016,Air Travel Overseas - Non-Specific Programme activity,Chief Operating Officer - Marketing,LONDON & PARTNERS LTD,132544.0,50,000.00 ,?,SE1 2RR,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,09/02/2016,Corporate Event Management and Marketing - Global Inward Investment Accounts,Investment Development - Strategic Investment & Accounts,BLISS TRAVEL LTD,132545.0,185.00 ,?,SE16 3DH,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,05/02/2016,Publicity and Advertising - Marketing Event,Trade Group - English Regions,ROOM 501 LTD,132547.0,275.00 ,?,SR7 7TT,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,08/02/2016,Hire of Agency Staff - Non-Specific Programme activity,Trade Group - Operations Directorate,BROOK STREET (UK) LTD,132559.0,-105.56 ,?,AL1 4ZX,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,08/02/2016,Hire of Agency Staff - Non-Specific Programme activity,Trade Group - Operations Directorate,BROOK STREET (UK) LTD,132559.0,21.14 ,?,AL1 4ZX,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,08/02/2016,Hire of Agency Staff - Non-Specific Programme activity,Trade Group - Operations Directorate,BROOK STREET (UK) LTD,132559.0,161.84 ,?,AL1 4ZX,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,08/02/2016,Hire of Agency Staff - Non-Specific Programme activity,Trade Group - Operations Directorate,BROOK STREET (UK) LTD,132559.0,175.84 ,?,AL1 4ZX,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,10/02/2016,Other Professional Services - Specialist Delivery of Wins,Investment Development - Strategic Investment & Accounts,AJM CONSULT LTD,132561.0,228.30 ,?,SG10 6BN,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,10/02/2016,Other Professional Services - Specialist Delivery of Wins,Investment Development - Strategic Investment & Accounts,AJM CONSULT LTD,132562.0,4,050.00 ,?,SG10 6BN,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,08/02/2016,Other Professional Services - Specialist Delivery of Wins,Investment Development - Strategic Investment & Accounts,Lawrence Davies Consultancy Ltd,132569.0,6,500.00 ,?,SG5 3QY,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,08/02/2016,Other Professional Services - Specialist Delivery of Wins,Investment Development - Strategic Investment & Accounts,Lawrence Davies Consultancy Ltd,132570.0,4,839.66 ,?,SG5 3QY,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,08/02/2016,Other Professional Services - Specialist Delivery of Wins,Investment Development - Strategic Investment & Accounts,TEEPEE LTD T/A HAMISH RENTON ASSOCIATES,132572.0,4,500.00 ,?,TQ1 2DU,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,23/02/2016,Other Professional Services - Specialist Delivery of Wins,Investment Development - Strategic Investment & Accounts,TEEPEE LTD T/A HAMISH RENTON ASSOCIATES,132573.0,-167.10 ,?,TQ1 2DU,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,23/02/2016,Other Professional Services - Specialist Delivery of Wins,Investment Development - Strategic Investment & Accounts,TEEPEE LTD T/A HAMISH RENTON ASSOCIATES,132573.0,334.20 ,?,TQ1 2DU,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,23/02/2016,Other Professional Services - Specialist Delivery of Wins,Investment Development - Strategic Investment & Accounts,TEEPEE LTD T/A HAMISH RENTON ASSOCIATES,132573.0,709.59 ,?,TQ1 2DU,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,08/02/2016,Other Professional Services - Specialist Delivery of Wins,Investment Development - Strategic Investment & Accounts,Global Business & Trade Consulting Ltd,132576.0,5,100.00 ,?,GU22 9PG,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,08/02/2016,Other Professional Services - Specialist Delivery of Wins,Investment Development - Strategic Investment & Accounts,Global Business & Trade Consulting Ltd,132577.0,1,502.88 ,?,GU22 9PG,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,08/02/2016,Other Professional Services - Specialist Delivery of Wins,Investment Development - Entrepreneurship, Campaigns and Rapid Innovation,BLUE CRYSTAL CONSULTING LTD,132578.0,3,675.00 ,?,LU2 7DH,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,08/02/2016,Marketing and Media - Public Relations,Trade Group - English Regions,ENGINE PARTNERS UK LLP (THE ENGINE GROUP LTD),132579.0,18,863.78 ,?,W1W 7RT,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,08/02/2016,Marketing and Media - GREAT Events Overseas,Chief Operating Officer - Marketing,ENGINE PARTNERS UK LLP (THE ENGINE GROUP LTD),132580.0,3,571.43 ,?,W1W 7RT,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,08/02/2016,Taxi Services - Cyber Security,Defence and Security Organisation - Cyber Security Team,CITYFLEET NETWORKS LTD,132599.0,11.19 ,?,W9 2BA,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,08/02/2016,Taxi Services - Cyber Security,Defence and Security Organisation - Cyber Security Team,CITYFLEET NETWORKS LTD,132599.0,50.60 ,?,W9 2BA,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,08/02/2016,Current Grants To Private Sector - NPISH - Trade Access Programme Group Support Scheme,Trade Group - Events Group,ASSOCIATION OF BRITISH HEALTHCARE INDUSTRIES LTD,132601.0,96,000.00 ,?,WC1X 8TZ,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,08/02/2016,Current Grants To Private Sector - NPISH - Trade Access Programme Group Support Scheme,Trade Group - Events Group,ASSOCIATION OF BRITISH HEALTHCARE INDUSTRIES LTD,132602.0,11,520.00 ,?,WC1X 8TZ,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,08/02/2016,Corporate Event Management and Marketing - Sector Events - Abroad,Trade Group - Events Group,THE CHILDREN S MEDIA CONFERENCE LTD,132621.0,15,500.00 ,?,S10 9EU,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,17/02/2016,Other Professional Services - Non-Specific Programme activity,Investment Development - Strategic Investment & Accounts,BROOK STREET (UK) LTD,132636.0,-569.16 ,?,AL1 4JB,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,17/02/2016,Other Professional Services - Non-Specific Programme activity,Investment Development - Strategic Investment & Accounts,BROOK STREET (UK) LTD,132636.0,1,565.19 ,?,AL1 4JB,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,09/02/2016,Other Professional Services - Non-Specific Programme activity,Investment Development - Strategic Investment & Accounts,BROOK STREET (UK) LTD,132637.0,632.42 ,?,AL1 4JB,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,10/02/2016,Hire of Agency Staff - Non-Specific Programme activity,Trade Group - Events Group,BROOK STREET (UK) LTD,132639.0,612.44 ,?,AL1 4JB,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,10/02/2016,Other Travel - Default,Trade Group - Creative Economy Tech & Construction,Personal Expense, Name Witheld,132693.0,33.20 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,08/02/2016,Subsistence Overseas - Default,Trade Group - Healthcare UK,Personal Expense, Name Witheld,132694.0,52.38 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,08/02/2016,Subsistence Overseas - Default,Trade Group - Healthcare UK,Personal Expense, Name Witheld,132695.0,56.67 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,08/02/2016,Subsistence UK - Default,Chief Executive s Office - Chief Executive s Office,Personal Expense, Name Witheld,132696.0,15.00 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,08/02/2016,Taxi Services UK - Default,Chief Executive s Office - Chief Executive s Office,Personal Expense, Name Witheld,132696.0,57.00 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,08/02/2016,Other Travel - Default,Trade Group - Events Group,Personal Expense, Name Witheld,132697.0,14.70 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,08/02/2016,Taxi Services UK - Default,Trade Group - Events Group,Personal Expense, Name Witheld,132697.0,27.40 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,08/02/2016,Subsistence UK - Default,Trade Group - Operations Directorate,Personal Expense, Name Witheld,132698.0,10.00 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,08/02/2016,Rail Travel UK - Default,Trade Group - Operations Directorate,Personal Expense, Name Witheld,132698.0,16.80 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,08/02/2016,Subsistence UK - Default,Trade Group - Operations Directorate,Personal Expense, Name Witheld,132698.0,23.29 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,08/02/2016,Subsistence UK - Default,Trade Group - Operations Directorate,Personal Expense, Name Witheld,132698.0,27.00 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,10/02/2016,Subsistence UK - Default,Trade Group - English Regions,Personal Expense, Name Witheld,132699.0,5.00 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,10/02/2016,Subsistence UK - Default,Trade Group - English Regions,Personal Expense, Name Witheld,132699.0,13.80 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,08/02/2016,Subsistence UK - Default,Trade Group - English Regions,Personal Expense, Name Witheld,132700.0,4.70 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,08/02/2016,Other Travel - Default,Trade Group - English Regions,Personal Expense, Name Witheld,132700.0,6.00 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,08/02/2016,Mileage Allowance UK - Default,Trade Group - English Regions,Personal Expense, Name Witheld,132700.0,53.55 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,08/02/2016,Hospitality - UK - Default,Investment Development - Strategic Relationship Management,Personal Expense, Name Witheld,132701.0,279.39 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,08/02/2016,Other Travel - Default,Chief Operating Officer - Marketing,Personal Expense, Name Witheld,132702.0,3.90 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,08/02/2016,Stationery - Other Programme Costs,Trade Group - English Regions,BANNER BUSINESS SERVICES LTD,132717.0,49.55 ,?,S9 1XU,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,08/02/2016,Motor Vehicle Hire - Non-Specific Programme activity (Admin),Chief Operating Officer - IT and Finance,FOREIGN AND COMMONWEALTH OFFICE (FCO),132718.0,5,496.88 ,?,MK10 1PX,WGA ONLY,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,09/02/2016,Training And Development Expenditure - Healthcare UK,Trade Group - Healthcare UK,CAPITA BUSINESS SERVICES LTD,132719.0,463.00 ,?,DL1 9HN,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,10/02/2016,Leadership & People Management - Sector Events - Abroad,Managing Director, Policy and Network Development - Managing Director, Policy and Network Development,CAPITA BUSINESS SERVICES LTD,132720.0,3,170.00 ,?,DL1 9HN,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,08/02/2016,Conference and Exhibition Services - Non-Specific Programme activity,Trade Group - Events Group,GRANT THORNTON UK LLP,132721.0,149,659.17 ,?,NN4 7YE,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,10/02/2016,Hire of Conference Facilities - Non-Specific Programme activity,Trade Group - English Regions,WESTMINSTER CITY COUNCIL,132724.0,55.00 ,?,SW1E 6QP,WGA ONLY,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,10/02/2016,Hire of Conference Facilities - Non-Specific Programme activity,Trade Group - English Regions,WESTMINSTER CITY COUNCIL,132724.0,355.00 ,?,SW1E 6QP,WGA ONLY,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,11/02/2016,Catering Services - Non-Specific Programme activity,Trade Group - English Regions,ANITA HYMAN T/A TOP TABLE,132744.0,3.00 ,?,GU1 3JB,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,11/02/2016,Catering Services - Non-Specific Programme activity,Trade Group - English Regions,ANITA HYMAN T/A TOP TABLE,132744.0,27.00 ,?,GU1 3JB,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,08/02/2016,IT Services - UKTI Programme Admin,Chief Operating Officer - IT and Finance,ALLAN WEBB LTD,132745.0,117.71 ,?,GL10 3RF,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,08/02/2016,Marketing and Media - Marketing Resouce Centre,Chief Operating Officer - Marketing,ALLAN WEBB LTD,132746.0,1,047.12 ,?,GL10 3RF,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,08/02/2016,IT Services - UKTI Programme Admin,Chief Operating Officer - IT and Finance,ALLAN WEBB LTD,132748.0,107.50 ,?,GL10 3RF,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,22/02/2016,IT Services - Overseas Business Network Development,Managing Director, Policy and Network Development - Managing Director, Policy and Network Development,ALLAN WEBB LTD,132749.0,6,466.80 ,?,GL10 3RF,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,08/02/2016,Subsistence Overseas - Market Visit Scheme,Trade Group - English Regions,GWE BUSINESS WEST LTD,132751.0,200.00 ,?,BS8 3RA,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,08/02/2016,Subsistence Overseas - Market Visit Scheme,Trade Group - English Regions,GWE BUSINESS WEST LTD,132751.0,200.00 ,?,BS8 3RA,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,08/02/2016,Subsistence Overseas - Market Visit Scheme,Trade Group - English Regions,GWE BUSINESS WEST LTD,132751.0,200.00 ,?,BS8 3RA,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,08/02/2016,Subsistence Overseas - Market Visit Scheme,Trade Group - English Regions,GWE BUSINESS WEST LTD,132751.0,500.00 ,?,BS8 3RA,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,08/02/2016,Subsistence Overseas - Market Visit Scheme,Trade Group - English Regions,GWE BUSINESS WEST LTD,132751.0,550.00 ,?,BS8 3RA,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,08/02/2016,Subsistence Overseas - Market Visit Scheme,Trade Group - English Regions,GWE BUSINESS WEST LTD,132751.0,650.00 ,?,BS8 3RA,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,08/02/2016,Subsistence Overseas - Market Visit Scheme,Trade Group - English Regions,GWE BUSINESS WEST LTD,132751.0,700.00 ,?,BS8 3RA,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,08/02/2016,Subsistence Overseas - Market Visit Scheme,Trade Group - English Regions,GWE BUSINESS WEST LTD,132759.0,200.00 ,?,BS8 3RA,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,08/02/2016,Subsistence Overseas - Market Visit Scheme,Trade Group - English Regions,GWE BUSINESS WEST LTD,132759.0,450.00 ,?,BS8 3RA,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,08/02/2016,Subsistence Overseas - Market Visit Scheme,Trade Group - English Regions,GWE BUSINESS WEST LTD,132759.0,500.00 ,?,BS8 3RA,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,08/02/2016,Subsistence Overseas - Market Visit Scheme,Trade Group - English Regions,GWE BUSINESS WEST LTD,132759.0,775.00 ,?,BS8 3RA,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,08/02/2016,Subsistence Overseas - Market Visit Scheme,Trade Group - English Regions,GWE BUSINESS WEST LTD,132766.0,200.00 ,?,BS8 3RA,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,08/02/2016,Subsistence Overseas - Market Visit Scheme,Trade Group - English Regions,GWE BUSINESS WEST LTD,132766.0,325.00 ,?,BS8 3RA,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,08/02/2016,Subsistence Overseas - Market Visit Scheme,Trade Group - English Regions,GWE BUSINESS WEST LTD,132766.0,400.00 ,?,BS8 3RA,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,08/02/2016,Subsistence Overseas - Market Visit Scheme,Trade Group - English Regions,GWE BUSINESS WEST LTD,132766.0,450.00 ,?,BS8 3RA,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,08/02/2016,Subsistence Overseas - Market Visit Scheme,Trade Group - English Regions,GWE BUSINESS WEST LTD,132766.0,500.00 ,?,BS8 3RA,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,08/02/2016,Subsistence Overseas - Market Visit Scheme,Trade Group - English Regions,GWE BUSINESS WEST LTD,132766.0,750.00 ,?,BS8 3RA,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,08/02/2016,Subsistence Overseas - Market Visit Scheme,Trade Group - English Regions,GWE BUSINESS WEST LTD,132774.0,200.00 ,?,BS8 3RA,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,08/02/2016,Subsistence Overseas - Market Visit Scheme,Trade Group - English Regions,GWE BUSINESS WEST LTD,132774.0,200.00 ,?,BS8 3RA,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,08/02/2016,Subsistence Overseas - Market Visit Scheme,Trade Group - English Regions,GWE BUSINESS WEST LTD,132774.0,350.00 ,?,BS8 3RA,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,08/02/2016,Subsistence Overseas - Market Visit Scheme,Trade Group - English Regions,GWE BUSINESS WEST LTD,132774.0,450.00 ,?,BS8 3RA,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,08/02/2016,Subsistence Overseas - Market Visit Scheme,Trade Group - English Regions,GWE BUSINESS WEST LTD,132774.0,450.00 ,?,BS8 3RA,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,08/02/2016,Subsistence Overseas - Market Visit Scheme,Trade Group - English Regions,GWE BUSINESS WEST LTD,132774.0,550.00 ,?,BS8 3RA,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,08/02/2016,Subsistence Overseas - Market Visit Scheme,Trade Group - English Regions,GWE BUSINESS WEST LTD,132774.0,600.00 ,?,BS8 3RA,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,08/02/2016,Subsistence Overseas - Market Visit Scheme,Trade Group - English Regions,GWE BUSINESS WEST LTD,132774.0,600.00 ,?,BS8 3RA,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,08/02/2016,Subsistence Overseas - Market Visit Scheme,Trade Group - English Regions,GWE BUSINESS WEST LTD,132774.0,750.00 ,?,BS8 3RA,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,08/02/2016,Subsistence Overseas - Market Visit Scheme,Trade Group - English Regions,GWE BUSINESS WEST LTD,132774.0,750.00 ,?,BS8 3RA,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,15/02/2016,Other Media Costs - UKTI Programme Admin,Chief Operating Officer - Communications,BEETROOT PUBLISHING LTD,132788.0,11,400.00 ,?,EC2A 4QX,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,08/02/2016,Other Professional Services - Inward Investment Research,Investment Development - Strategic Investment & Accounts,ALLAN WEBB LTD,132792.0,2,638.50 ,?,GL10 3RF,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,08/02/2016,Subsistence Overseas - Market Visit Scheme,Trade Group - English Regions,GWE BUSINESS WEST LTD,132798.0,200.00 ,?,BS8 3RA,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,08/02/2016,Subsistence Overseas - Market Visit Scheme,Trade Group - English Regions,GWE BUSINESS WEST LTD,132798.0,200.00 ,?,BS8 3RA,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,08/02/2016,Subsistence Overseas - Market Visit Scheme,Trade Group - English Regions,GWE BUSINESS WEST LTD,132798.0,450.00 ,?,BS8 3RA,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,08/02/2016,Subsistence Overseas - Market Visit Scheme,Trade Group - English Regions,GWE BUSINESS WEST LTD,132798.0,750.00 ,?,BS8 3RA,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,08/02/2016,Subsistence Overseas - Market Visit Scheme,Trade Group - English Regions,GWE BUSINESS WEST LTD,132798.0,750.00 ,?,BS8 3RA,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,08/02/2016,Subsistence Overseas - Market Visit Scheme,Trade Group - English Regions,GWE BUSINESS WEST LTD,132798.0,750.00 ,?,BS8 3RA,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,08/02/2016,Subsistence Overseas - Market Visit Scheme,Trade Group - English Regions,GWE BUSINESS WEST LTD,132798.0,825.00 ,?,BS8 3RA,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,08/02/2016,Subsistence Overseas - Market Visit Scheme,Trade Group - English Regions,GWE BUSINESS WEST LTD,132799.0,450.00 ,?,BS8 3RA,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,08/02/2016,Subsistence Overseas - Market Visit Scheme,Trade Group - English Regions,GWE BUSINESS WEST LTD,132799.0,450.00 ,?,BS8 3RA,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,08/02/2016,Subsistence Overseas - Market Visit Scheme,Trade Group - English Regions,GWE BUSINESS WEST LTD,132799.0,500.00 ,?,BS8 3RA,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,08/02/2016,Subsistence Overseas - Market Visit Scheme,Trade Group - English Regions,GWE BUSINESS WEST LTD,132799.0,500.00 ,?,BS8 3RA,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,08/02/2016,Subsistence Overseas - Market Visit Scheme,Trade Group - English Regions,GWE BUSINESS WEST LTD,132799.0,550.00 ,?,BS8 3RA,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,08/02/2016,Subsistence Overseas - Market Visit Scheme,Trade Group - English Regions,GWE BUSINESS WEST LTD,132799.0,550.00 ,?,BS8 3RA,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,08/02/2016,Subsistence Overseas - Market Visit Scheme,Trade Group - English Regions,GWE BUSINESS WEST LTD,132799.0,550.00 ,?,BS8 3RA,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,08/02/2016,Subsistence Overseas - Market Visit Scheme,Trade Group - English Regions,GWE BUSINESS WEST LTD,132799.0,750.00 ,?,BS8 3RA,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,08/02/2016,Subsistence Overseas - Market Visit Scheme,Trade Group - English Regions,GWE BUSINESS WEST LTD,132799.0,750.00 ,?,BS8 3RA,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,08/02/2016,Subsistence Overseas - Market Visit Scheme,Trade Group - English Regions,GWE BUSINESS WEST LTD,132799.0,750.00 ,?,BS8 3RA,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,10/02/2016,Subsistence UK - Non-Specific Programme activity,Trade Group - Healthcare UK,Personal Expense, Name Witheld,132800.0,4.79 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,10/02/2016,Taxi Services UK - Non-Specific Programme activity,Trade Group - Healthcare UK,Personal Expense, Name Witheld,132800.0,8.60 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,09/02/2016,Training And Development Expenditure - Non-Specific Programme activity,Trade Group - English Regions,THE WINDSOR LEADERSHIP TRUST,132895.0,700.00 ,?,SL4 1EU,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,22/02/2016,Corporate Event Management and Marketing - Global Inward Investment Accounts,Investment Development - Strategic Investment & Accounts,THE QUEEN ELIZABETH II CONFERENCE CENTRE T/A QE11 CENTRE,133000.0,3,465.00 ,?,SW1P 3EE,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,09/02/2016,Taxi Services UK - Investment - Enablers (Autumn Statement),Investment Development - Strategic Relationship Management,ALBRAS UK LTD T/A METRO CARS,133003.0,170.00 ,?,CM20 2AP,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,11/02/2016,Air Travel - Non-Specific Programme activity,Investment Development - Entrepreneurship, Campaigns and Rapid Innovation,MANCHESTER CITY COUNCIL,133016.0,5,594.80 ,?,M12 5DH,WGA ONLY,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,16/02/2016,Marketing - Design Services - Marketing Resouce Centre,Chief Operating Officer - Marketing,RACKSPACE LTD,133029.0,1,078.65 ,?,8302,VENDOR,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,09/02/2016,Subsistence Overseas - Default,Trade Group - Healthcare UK,Personal Expense, Name Witheld,133059.0,2.98 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,09/02/2016,Subsistence Overseas - Default,Trade Group - Healthcare UK,Personal Expense, Name Witheld,133059.0,21.60 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,09/02/2016,Subsistence Overseas - Default,Trade Group - Healthcare UK,Personal Expense, Name Witheld,133059.0,34.50 ,?,?,EMPLOYEE,?,?,Programme
