MsCode,DemCode,EstCode,Year,Estimate,SE,LowerCIB,UpperCIB,Flag
MEASJ,ETHG03,B_Number,2019,20.7,5.8,14.9,26.4,
MEASJ,ETHG03,C_Population,2019, 140.7,12.4, 128.3, 153.1,
MEASJ,ETHG03,D_Proportion_diff,2019, , , , ,
MEASJ,ETHG03,E_Number_diff,2019, , , , ,
MEASJ,ETHG04,A_Proportion,2019, 3.6,1.4, 2.2, 5.1,
MEASJ,ETHG04,B_Number,2019, 6.6,2.6, 3.9, 9.2,
MEASJ,ETHG04,C_Population,2019, 181.1,14.7, 166.5, 195.8,
MEASJ,ETHG04,D_Proportion_diff,2019, , , , ,
MEASJ,ETHG04,E_Number_diff,2019, , , , ,
MEASJ,ETHG05,A_Proportion,2019,18.9,9.2, 9.7,28.1,
MEASJ,ETHG05,B_Number,2019, 4.2,2.2, 2.0, 6.4,
MEASJ,ETHG05,C_Population,2019,  22.3, 4.7,  17.6,  27.0,
MEASJ,ETHG05,D_Proportion_diff,2019, , , , ,
MEASJ,ETHG05,E_Number_diff,2019, , , , ,
MEASJ,ETHG06,A_Proportion,2019,12.8,9.6, 3.3,22.4,
MEASJ,ETHG06,B_Number,2019, 2.9,2.3, 0.6, 5.2,
MEASJ,ETHG06,C_Population,2019,  22.9, 5.7,  17.3,  28.6,
MEASJ,ETHG06,D_Proportion_diff,2019, , , , ,
MEASJ,ETHG06,E_Number_diff,2019, , , , ,
MEASJ,ETHG99,A_Proportion,2019, 7.7,0.8, 6.9, 8.5,
MEASJ,ETHG99,B_Number,2019,87.1,9.4,77.7,96.5,
MEASJ,ETHG99,C_Population,2019,1132.2, 0.6,1131.6,1132.8,
MEASJ,ETHG99,D_Proportion_diff,2019, , , , ,
MEASJ,ETHG99,E_Number_diff,2019, , , , ,
MEASJ,REGC01,A_Proportion,2019, 7.4,4.8,2.6,12.2,
MEASJ,REGC01,B_Number,2019, 3.4,2.2, 1.2, 5.6,
MEASJ,REGC01,C_Population,2019,  45.6, 4.5,  41.1,  50.2,
MEASJ,REGC01,D_Proportion_diff,2019, , , , ,
MEASJ,REGC01,E_Number_diff,2019, , , , ,
MEASJ,REGC02,A_Proportion,2019, 7.3,1.5,5.9, 8.8,
MEASJ,REGC02,B_Number,2019,27.3,5.7,21.5,33.0,
MEASJ,REGC02,C_Population,2019, 371.7,12.3, 359.5, 384.0,
MEASJ,REGC02,D_Proportion_diff,2019, , , , ,
MEASJ,REGC02,E_Number_diff,2019, , , , ,
MEASJ,REGC03,A_Proportion,2019,11.2,3.3,8.0,14.5,
MEASJ,REGC03,B_Number,2019,13.6,4.1, 9.5,17.8,
MEASJ,REGC03,C_Population,2019, 121.4, 7.7, 113.8, 129.1,
MEASJ,REGC03,D_Proportion_diff,2019, , , , ,
MEASJ,REGC03,E_Number_diff,2019, , , , ,
MEASJ,REGC04,A_Proportion,2019, 7.9,2.6,5.3,10.6,
MEASJ,REGC04,B_Number,2019, 6.6,2.2, 4.3, 8.8,
MEASJ,REGC04,C_Population,2019,  82.7, 5.5,  77.2,  88.2,
MEASJ,REGC04,D_Proportion_diff,2019, , , , ,
MEASJ,REGC04,E_Number_diff,2019, , , , ,
MEASJ,REGC05,A_Proportion,2019, 7.5,3.0,4.6,10.5,
MEASJ,REGC05,B_Number,2019, 4.2,1.7, 2.5, 5.9,
MEASJ,REGC05,C_Population,2019,  55.8, 4.2,  51.6,  60.0,
MEASJ,REGC05,D_Proportion_diff,2019, , , , ,
MEASJ,REGC05,E_Number_diff,2019, , , , ,
MEASJ,REGC06,A_Proportion,2019,12.5,5.8,6.7,18.3,
MEASJ,REGC06,B_Number,2019, 3.6,1.8, 1.9, 5.4,
MEASJ,REGC06,C_Population,2019,  29.2, 3.2,  26.0,  32.3,
MEASJ,REGC06,D_Proportion_diff,2019, , , , ,
MEASJ,REGC06,E_Number_diff,2019, , , , ,
MEASJ,REGC07,A_Proportion,2019, 9.4,3.3,6.1,12.7,
MEASJ,REGC07,B_Number,2019, 5.7,2.1, 3.6, 7.7,
MEASJ,REGC07,C_Population,2019,  60.2, 4.5,  55.8,  64.7,
MEASJ,REGC07,D_Proportion_diff,2019, , , , ,
MEASJ,REGC07,E_Number_diff,2019, , , , ,
MEASJ,REGC08,A_Proportion,2019, 4.8,1.8,3.0, 6.7,
MEASJ,REGC08,B_Number,2019, 5.4,2.1, 3.3, 7.5,
MEASJ,REGC08,C_Population,2019, 112.5, 7.1, 105.4, 119.6,
MEASJ,REGC08,D_Proportion_diff,2019, , , , ,
MEASJ,REGC08,E_Number_diff,2019, , , , ,
MEASJ,REGC09,A_Proportion,2019, 8.3,4.3,4.0,12.7,
MEASJ,REGC09,B_Number,2019, 3.4,1.9, 1.5, 5.3,
MEASJ,REGC09,C_Population,2019,  40.9, 4.8,  36.1,  45.7,
MEASJ,REGC09,D_Proportion_diff,2019, , , , ,
MEASJ,REGC09,E_Number_diff,2019, , , , ,
MEASJ,REGC10,A_Proportion,2019, 6.5,2.2,4.3, 8.7,
MEASJ,REGC10,B_Number,2019, 8.8,3.0, 5.7,11.8,
MEASJ,REGC10,C_Population,2019, 135.3, 9.7, 125.7, 145.0,
MEASJ,REGC10,D_Proportion_diff,2019, , , , ,
MEASJ,REGC10,E_Number_diff,2019, , , , ,
MEASJ,REGC11,A_Proportion,2019, 6.5,3.5,3.1,10.0,
MEASJ,REGC11,B_Number,2019, 3.4,1.9, 1.6, 5.3,
MEASJ,REGC11,C_Population,2019,  52.5, 5.7,  46.8,  58.2,
MEASJ,REGC11,D_Proportion_diff,2019, , , , ,
MEASJ,REGC11,E_Number_diff,2019, , , , ,
MEASJ,REGC12,A_Proportion,2019, 7.1,7.0,0.1,14.1,
MEASJ,REGC12,B_Number,2019, 1.7,1.7, 0.0, 3.4,
MEASJ,REGC12,C_Population,2019,  24.3, 2.8,  21.5,  27.0,
MEASJ,REGC12,D_Proportion_diff,2019, , , , ,
MEASJ,REGC12,E_Number_diff,2019, , , , ,
MEASJ,REGC99,A_Proportion,2019, 7.7,0.8,6.9, 8.5,
MEASJ,REGC99,B_Number,2019,87.1,9.4,77.7,96.5,
MEASJ,REGC99,C_Population,2019,1132.2, 0.6,1131.6,1132.8,
MEASJ,REGC99,D_Proportion_diff,2019, , , , ,
MEASJ,REGC99,E_Number_diff,2019, , , , ,
MEASA,DISD01,A_Proportion,2020,15.6,3.0,12.6,18.6,
MEASA,DISD01,B_Number,2020, 17.9, 3.5, 14.4, 21.4,
MEASA,DISD01,C_Population,2020, 115.2, 8.3, 106.9, 123.5,
MEASA,DISD02,A_Proportion,2020,13.6,1.3,12.3,14.9,
MEASA,DISD02,B_Number,2020,124.5,12.0,112.5,136.5,
MEASA,DISD02,C_Population,2020, 914.6,10.6, 904.0, 925.2,
MEASA,DISH01,A_Proportion,2020,17.0,2.3,14.7,19.3,
MEASA,DISH01,B_Number,2020, 58.3, 8.0, 50.4, 66.3,
MEASA,DISH01,C_Population,2020, 343.4,17.1, 326.3, 360.4,
MEASA,DISH02,A_Proportion,2020,12.4,1.4,11.1,13.8,
MEASA,DISH02,B_Number,2020, 99.5,11.0, 88.5,110.4,
MEASA,DISH02,C_Population,2020, 800.9,17.1, 783.8, 818.0,
MEASA,DISH99,A_Proportion,2020,13.8,1.2,12.6,15.0,
MEASA,DISH99,B_Number,2020,157.8,13.5,144.3,171.3,
MEASA,DISH99,C_Population,2020,1144.2, , , ,
MEASA,ETHG01,A_Proportion,2020,10.6, 1.4, 9.2,11.9,
MEASA,ETHG01,B_Number,2020, 81.5,10.6, 70.9, 92.0,
MEASA,ETHG01,C_Population,2020, 770.1,20.8, 749.4, 790.9,
MEASA,ETHG01,D_Proportion_diff,2020,  0.8, 1.9, -1.0, 2.7,
MEASA,ETHG01,E_Number_diff,2020,10.1,14.1, -4.0,24.2,
MEASA,ETHG02,A_Proportion,2020,17.1, 2.0,15.1,19.2,
MEASA,ETHG02,B_Number,2020, 49.5, 6.4, 43.1, 55.9,
MEASA,ETHG02,C_Population,2020, 288.8,13.7, 275.1, 302.5,
MEASA,ETHG02,D_Proportion_diff,2020, -0.7, 2.9, -3.6, 2.2,
MEASA,ETHG02,E_Number_diff,2020,-3.3, 9.0,-12.3, 5.7,
MEASA,ETHG03,A_Proportion,2020,19.1, 3.5,15.6,22.7,
MEASA,ETHG03,B_Number,2020, 28.0, 6.3, 21.7, 34.3,
MEASA,ETHG03,C_Population,2020, 146.4,14.4, 132.0, 160.8,
MEASA,ETHG03,D_Proportion_diff,2020,  0.6, 4.7, -4.1, 5.2,
MEASA,ETHG03,E_Number_diff,2020, 1.8, 7.3, -5.5, 9.1,
MEASA,ETHG04,A_Proportion,2020,15.3, 2.8,12.5,18.1,
MEASA,ETHG04,B_Number,2020, 29.1, 6.0, 23.1, 35.1,
MEASA,ETHG04,C_Population,2020, 190.5,16.3, 174.2, 206.8,
MEASA,ETHG04,D_Proportion_diff,2020,  0.2, 3.6, -3.4, 3.9,
MEASA,ETHG04,E_Number_diff,2020, 1.9, 7.6, -5.7, 9.6,
MEASA,ETHG05,A_Proportion,2020,17.9, 7.5,10.4,25.4,
MEASA,ETHG05,B_Number,2020,  5.4, 2.4,  3.0,  7.8,
MEASA,ETHG05,C_Population,2020,  30.3, 6.8,  23.5,  37.1,
MEASA,ETHG05,D_Proportion_diff,2020,-12.1,11.8,-23.9,-0.3,
MEASA,ETHG05,E_Number_diff,2020,-1.2, 3.2, -4.4, 2.0,
MEASA,ETHG06,A_Proportion,2020,16.5,12.2, 4.4,28.7,
MEASA,ETHG06,B_Number,2020,  2.4, 1.8,  0.6,  4.2,
MEASA,ETHG06,C_Population,2020,  14.3, 3.9,  10.5,  18.2,
MEASA,ETHG06,D_Proportion_diff,2020,-10.3,15.3,-25.6, 5.0,
MEASA,ETHG06,E_Number_diff,2020,-3.7, 3.3, -7.0,-0.4,
MEASA,ETHG99,A_Proportion,2020,13.8, 1.2,12.6,15.0,
MEASA,ETHG99,B_Number,2020,157.8,13.5,144.3,171.3,
MEASA,ETHG99,C_Population,2020,1144.2, , , ,
MEASA,ETHG99,D_Proportion_diff,2020,  0.3, 1.5, -1.2, 1.7,
MEASA,ETHG99,E_Number_diff,2020, 4.5,16.7,-12.1,21.2,
MEASA,REGC01,A_Proportion,2020,22.1,8.6,13.5,30.7,
MEASA,REGC01,B_Number,2020,  9.4, 4.0,  5.3, 13.4,
MEASA,REGC01,C_Population,2020,  42.4, 4.8,  37.7,  47.2,
MEASA,REGC01,D_Proportion_diff,2020, 4.9,11.1, -6.3,16.0,
MEASA,REGC01,E_Number_diff,2020, 1.4, 5.2, -3.7, 6.6,
MEASA,REGC02,A_Proportion,2020,16.4,2.1,14.3,18.5,
MEASA,REGC02,B_Number,2020, 65.8, 9.0, 56.8, 74.8,
MEASA,REGC02,C_Population,2020, 400.7,13.4, 387.3, 414.2,
MEASA,REGC02,D_Proportion_diff,2020, 2.7, 2.7,  0.1, 5.4,
MEASA,REGC02,E_Number_diff,2020,14.6,10.8,  3.8,25.4,
MEASA,REGC03,A_Proportion,2020,13.5,3.2,10.3,16.7,
MEASA,REGC03,B_Number,2020, 16.6, 4.3, 12.2, 20.9,
MEASA,REGC03,C_Population,2020, 122.5, 7.4, 115.1, 129.9,
MEASA,REGC03,D_Proportion_diff,2020,-2.5, 4.5, -7.1, 2.0,
MEASA,REGC03,E_Number_diff,2020,-2.5, 6.1, -8.6, 3.5,
MEASA,REGC04,A_Proportion,2020,12.5,4.3, 8.2,16.7,
MEASA,REGC04,B_Number,2020,  9.8, 3.4,  6.4, 13.3,
MEASA,REGC04,C_Population,2020,  78.7, 5.9,  72.8,  84.7,
MEASA,REGC04,D_Proportion_diff,2020,-1.2, 5.7, -6.9, 4.6,
MEASA,REGC04,E_Number_diff,2020,-1.3, 4.7, -6.0, 3.4,
MEASA,REGC05,A_Proportion,2020,11.8,4.6, 7.1,16.4,
MEASA,REGC05,B_Number,2020,  5.9, 2.5,  3.5,  8.4,
MEASA,REGC05,C_Population,2020,  50.4, 5.0,  45.4,  55.5,
MEASA,REGC05,D_Proportion_diff,2020,-3.5, 6.0, -9.5, 2.6,
MEASA,REGC05,E_Number_diff,2020,-2.5, 3.2, -5.7, 0.8,
MEASA,REGC06,A_Proportion,2020, 9.8,6.3, 3.4,16.1,
MEASA,REGC06,B_Number,2020,  3.2, 2.1,  1.1,  5.3,
MEASA,REGC06,C_Population,2020,  33.0, 3.2,  29.8,  36.2,
MEASA,REGC06,D_Proportion_diff,2020,-5.6, 8.9,-14.5, 3.3,
MEASA,REGC06,E_Number_diff,2020,-1.3, 2.9, -4.2, 1.6,
MEASA,REGC07,A_Proportion,2020,11.8,4.4, 7.4,16.2,
MEASA,REGC07,B_Number,2020,  6.8, 2.6,  4.2,  9.4,
MEASA,REGC07,C_Population,2020,  58.1, 5.0,  53.1,  63.1,
MEASA,REGC07,D_Proportion_diff,2020,-3.9, 5.5, -9.5, 1.6,
MEASA,REGC07,E_Number_diff,2020,-2.6, 3.2, -5.8, 0.6,
MEASA,REGC08,A_Proportion,2020, 8.3,2.8, 5.5,11.0,
MEASA,REGC08,B_Number,2020,  8.9, 3.0,  5.9, 11.8,
MEASA,REGC08,C_Population,2020, 107.4, 9.4,  98.0, 116.9,
MEASA,REGC08,D_Proportion_diff,2020,-3.4, 3.7, -7.0, 0.3,
MEASA,REGC08,E_Number_diff,2020,-4.3, 4.2, -8.6,-0.1,
MEASA,REGC09,A_Proportion,2020, 9.2,4.2, 5.0,13.5,
MEASA,REGC09,B_Number,2020,  3.6, 1.8,  1.7,  5.4,
MEASA,REGC09,C_Population,2020,  38.6, 5.5,  33.1,  44.0,
MEASA,REGC09,D_Proportion_diff,2020,-2.0, 5.3, -7.2, 3.3,
MEASA,REGC09,E_Number_diff,2020,-1.1, 2.3, -3.3, 1.2,
MEASA,REGC10,A_Proportion,2020,12.4,3.5, 8.9,15.8,
MEASA,REGC10,B_Number,2020, 17.3, 4.5, 12.8, 21.8,
MEASA,REGC10,C_Population,2020, 139.8,11.6, 128.2, 151.4,
MEASA,REGC10,D_Proportion_diff,2020, 3.6, 4.3, -0.6, 7.9,
MEASA,REGC10,E_Number_diff,2020, 5.5, 5.9, -0.4,11.4,
MEASA,REGC11,A_Proportion,2020,15.0,7.6, 7.4,22.6,
MEASA,REGC11,B_Number,2020,  7.3, 4.0,  3.3, 11.2,
MEASA,REGC11,C_Population,2020,  48.7, 6.7,  42.0,  55.4,
MEASA,REGC11,D_Proportion_diff,2020, 0.9, 8.2, -7.3, 9.2,
MEASA,REGC11,E_Number_diff,2020, 0.0, 4.3, -4.3, 4.3,
MEASA,REGC12,A_Proportion,2020,13.6,6.4, 7.2,20.0,
MEASA,REGC12,B_Number,2020,  3.2, 1.6,  1.7,  4.8,
MEASA,REGC12,C_Population,2020,  23.8, 2.3,  21.5,  26.1,
MEASA,REGC12,D_Proportion_diff,2020,-5.1, 9.2,-14.3, 4.1,
MEASA,REGC12,E_Number_diff,2020,-1.3, 2.4, -3.7, 1.0,
MEASA,REGC99,A_Proportion,2020,13.8,1.2,12.6,15.0,
MEASA,REGC99,B_Number,2020,157.8,13.5,144.3,171.3,
MEASA,REGC99,C_Population,2020,1144.2, , , ,
MEASA,REGC99,D_Proportion_diff,2020, 0.3, 1.5, -1.2, 1.7,
MEASA,REGC99,E_Number_diff,2020, 4.5,16.7,-12.1,21.2,
MEASB,DISD01,A_Proportion,2020,22.5,3.6,18.9,26.1,
MEASB,DISD01,B_Number,2020, 25.9, 4.6, 21.3, 30.6,
MEASB,DISD01,C_Population,2020, 115.2, 8.3, 106.9, 123.5,
MEASB,DISD02,A_Proportion,2020,17.7,1.4,16.4,19.1,
MEASB,DISD02,B_Number,2020,162.2,12.9,149.4,175.1,
MEASB,DISD02,C_Population,2020, 914.6,10.6, 904.0, 925.2,
MEASB,DISH01,A_Proportion,2020,21.4,2.8,18.6,24.1,
MEASB,DISH01,B_Number,2020, 73.4, 9.7, 63.7, 83.1,
MEASB,DISH01,C_Population,2020, 343.4,17.1, 326.3, 360.4,
MEASB,DISH02,A_Proportion,2020,17.1,1.5,15.6,18.6,
MEASB,DISH02,B_Number,2020,137.1,12.7,124.4,149.8,
MEASB,DISH02,C_Population,2020, 800.9,17.1, 783.8, 818.0,
MEASB,DISH99,A_Proportion,2020,18.4,1.3,17.1,19.7,
MEASB,DISH99,B_Number,2020,210.5,15.2,195.3,225.7,
MEASB,DISH99,C_Population,2020,1144.2, , , ,
MEASB,ETHG01,A_Proportion,2020,14.8, 1.5,13.4,16.3,
MEASB,ETHG01,B_Number,2020,114.3,11.6,102.7,126.0,
MEASB,ETHG01,C_Population,2020, 770.1,20.8, 749.4, 790.9,
MEASB,ETHG01,D_Proportion_diff,2020,  0.2, 2.0, -1.8, 2.1,
MEASB,ETHG01,E_Number_diff,2020, 7.2,15.2, -8.0,22.3,
MEASB,ETHG02,A_Proportion,2020,21.1, 2.3,18.8,23.5,
MEASB,ETHG02,B_Number,2020, 61.0, 7.6, 53.3, 68.6,
MEASB,ETHG02,C_Population,2020, 288.8,13.7, 275.1, 302.5,
MEASB,ETHG02,D_Proportion_diff,2020, -1.3, 3.3, -4.6, 2.0,
MEASB,ETHG02,E_Number_diff,2020,-5.3,10.5,-15.8, 5.2,
MEASB,ETHG03,A_Proportion,2020,21.0, 3.1,17.8,24.1,
MEASB,ETHG03,B_Number,2020, 30.7, 5.8, 24.9, 36.5,
MEASB,ETHG03,C_Population,2020, 146.4,14.4, 132.0, 160.8,
MEASB,ETHG03,D_Proportion_diff,2020, -0.5, 4.0, -4.5, 3.5,
MEASB,ETHG03,E_Number_diff,2020, 0.4, 6.7, -6.3, 7.1,
MEASB,ETHG04,A_Proportion,2020,23.3, 3.2,20.1,26.6,
MEASB,ETHG04,B_Number,2020, 44.4, 7.1, 37.3, 51.5,
MEASB,ETHG04,C_Population,2020, 190.5,16.3, 174.2, 206.8,
MEASB,ETHG04,D_Proportion_diff,2020,  0.4, 4.6, -4.2, 5.0,
MEASB,ETHG04,E_Number_diff,2020, 3.1,10.2, -7.1,13.4,
MEASB,ETHG05,A_Proportion,2020,30.6,11.4,19.2,41.9,
MEASB,ETHG05,B_Number,2020,  9.3, 4.1,  5.1, 13.4,
MEASB,ETHG05,C_Population,2020,  30.3, 6.8,  23.5,  37.1,
MEASB,ETHG05,D_Proportion_diff,2020, -4.9,15.7,-20.6,10.8,
MEASB,ETHG05,E_Number_diff,2020, 1.4, 4.7, -3.3, 6.1,
MEASB,ETHG06,A_Proportion,2020,14.5, 9.7, 4.7,24.2,
MEASB,ETHG06,B_Number,2020,  2.1, 1.4,  0.7,  3.5,
MEASB,ETHG06,C_Population,2020,  14.3, 3.9,  10.5,  18.2,
MEASB,ETHG06,D_Proportion_diff,2020,-18.1,14.3,-32.4,-3.9,
MEASB,ETHG06,E_Number_diff,2020,-5.3, 3.4, -8.6,-1.9,
MEASB,ETHG99,A_Proportion,2020,18.4, 1.3,17.1,19.7,
MEASB,ETHG99,B_Number,2020,210.5,15.2,195.3,225.7,
MEASB,ETHG99,C_Population,2020,1144.2, , , ,
MEASB,ETHG99,D_Proportion_diff,2020,  0.1, 1.8, -1.7, 1.8,
MEASB,ETHG99,E_Number_diff,2020, 2.8,20.0,-17.2,22.7,
MEASB,REGC01,A_Proportion,2020,22.6,6.8,15.8,29.4,
MEASB,REGC01,B_Number,2020,  9.6, 3.4,  6.2, 13.0,
MEASB,REGC01,C_Population,2020,  42.4, 4.8,  37.7,  47.2,
MEASB,REGC01,D_Proportion_diff,2020, 0.1, 9.7, -9.6, 9.8,
MEASB,REGC01,E_Number_diff,2020,-0.8, 4.7, -5.6, 3.9,
MEASB,REGC02,A_Proportion,2020,21.4,2.1,19.4,23.5,
MEASB,REGC02,B_Number,2020, 85.8, 8.9, 76.9, 94.8,
MEASB,REGC02,C_Population,2020, 400.7,13.4, 387.3, 414.2,
MEASB,REGC02,D_Proportion_diff,2020, 1.4, 2.9, -1.5, 4.4,
MEASB,REGC02,E_Number_diff,2020,10.9,12.1, -1.1,23.0,
MEASB,REGC03,A_Proportion,2020,20.5,4.7,15.8,25.2,
MEASB,REGC03,B_Number,2020, 25.1, 6.5, 18.6, 31.6,
MEASB,REGC03,C_Population,2020, 122.5, 7.4, 115.1, 129.9,
MEASB,REGC03,D_Proportion_diff,2020, 0.5, 4.9, -4.4, 5.4,
MEASB,REGC03,E_Number_diff,2020, 1.3, 6.8, -5.5, 8.1,
MEASB,REGC04,A_Proportion,2020,16.9,4.6,12.2,21.5,
MEASB,REGC04,B_Number,2020, 13.3, 4.0,  9.3, 17.3,
MEASB,REGC04,C_Population,2020,  78.7, 5.9,  72.8,  84.7,
MEASB,REGC04,D_Proportion_diff,2020,-4.0, 6.6,-10.6, 2.6,
MEASB,REGC04,E_Number_diff,2020,-3.7, 5.7, -9.4, 1.9,
MEASB,REGC05,A_Proportion,2020,13.7,4.9, 8.8,18.7,
MEASB,REGC05,B_Number,2020,  6.9, 2.7,  4.2,  9.6,
MEASB,REGC05,C_Population,2020,  50.4, 5.0,  45.4,  55.5,
MEASB,REGC05,D_Proportion_diff,2020,-1.1, 6.8, -8.0, 5.7,
MEASB,REGC05,E_Number_diff,2020,-1.3, 3.8, -5.1, 2.5,
MEASB,REGC06,A_Proportion,2020,17.6,8.1, 9.5,25.8,
MEASB,REGC06,B_Number,2020,  5.8, 2.8,  3.1,  8.6,
MEASB,REGC06,C_Population,2020,  33.0, 3.2,  29.8,  36.2,
MEASB,REGC06,D_Proportion_diff,2020,-2.8,10.8,-13.6, 8.0,
MEASB,REGC06,E_Number_diff,2020,-0.2, 3.6, -3.8, 3.4,
MEASB,REGC07,A_Proportion,2020,14.4,4.3,10.1,18.6,
MEASB,REGC07,B_Number,2020,  8.3, 2.7,  5.7, 11.0,
MEASB,REGC07,C_Population,2020,  58.1, 5.0,  53.1,  63.1,
MEASB,REGC07,D_Proportion_diff,2020,-3.1, 6.2, -9.3, 3.1,
MEASB,REGC07,E_Number_diff,2020,-2.2, 3.8, -6.0, 1.6,
MEASB,REGC08,A_Proportion,2020,13.0,3.4, 9.6,16.4,
MEASB,REGC08,B_Number,2020, 14.0, 3.9, 10.1, 17.9,
MEASB,REGC08,C_Population,2020, 107.4, 9.4,  98.0, 116.9,
MEASB,REGC08,D_Proportion_diff,2020,-1.8, 4.8, -6.6, 3.0,
MEASB,REGC08,E_Number_diff,2020,-2.9, 5.7, -8.5, 2.8,
MEASB,REGC09,A_Proportion,2020,14.5,6.4, 8.1,20.9,
MEASB,REGC09,B_Number,2020,  5.6, 2.8,  2.8,  8.4,
MEASB,REGC09,C_Population,2020,  38.6, 5.5,  33.1,  44.0,
MEASB,REGC09,D_Proportion_diff,2020,-2.0, 8.1,-10.1, 6.1,
MEASB,REGC09,E_Number_diff,2020,-1.2, 3.4, -4.6, 2.2,
MEASB,REGC10,A_Proportion,2020,17.8,3.7,14.1,21.5,
MEASB,REGC10,B_Number,2020, 24.9, 4.9, 20.0, 29.8,
MEASB,REGC10,C_Population,2020, 139.8,11.6, 128.2, 151.4,
MEASB,REGC10,D_Proportion_diff,2020, 2.7, 4.3, -1.7, 7.0,
MEASB,REGC10,E_Number_diff,2020, 4.4, 6.2, -1.8,10.6,
MEASB,REGC11,A_Proportion,2020,15.1,6.0, 9.0,21.1,
MEASB,REGC11,B_Number,2020,  7.3, 3.1,  4.2, 10.5,
MEASB,REGC11,C_Population,2020,  48.7, 6.7,  42.0,  55.4,
MEASB,REGC11,D_Proportion_diff,2020,-2.1, 7.6, -9.6, 5.5,
MEASB,REGC11,E_Number_diff,2020,-1.5, 4.1, -5.6, 2.6,
MEASB,REGC12,A_Proportion,2020,15.9,7.8, 8.1,23.6,
MEASB,REGC12,B_Number,2020,  3.8, 1.9,  1.9,  5.6,
MEASB,REGC12,C_Population,2020,  23.8, 2.3,  21.5,  26.1,
MEASB,REGC12,D_Proportion_diff,2020, 0.5, 9.9, -9.4,10.4,
MEASB,REGC12,E_Number_diff,2020, 0.0, 2.5, -2.4, 2.5,
MEASB,REGC99,A_Proportion,2020,18.4,1.3,17.1,19.7,
MEASB,REGC99,B_Number,2020,210.5,15.2,195.3,225.7,
MEASB,REGC99,C_Population,2020,1144.2, , , ,
MEASB,REGC99,D_Proportion_diff,2020, 0.1, 1.8, -1.7, 1.8,
MEASB,REGC99,E_Number_diff,2020, 2.8,20.0,-17.2,22.7,
MEASC,DISD01,A_Proportion,2020,20.4,3.4,17.0,23.8,
MEASC,DISD01,B_Number,2020, 23.2, 4.3, 19.0, 27.5,
MEASC,DISD01,C_Population,2020, 113.9, 8.7, 105.2, 122.6,
MEASC,DISD02,A_Proportion,2020,10.1,1.0, 9.1,11.1,
MEASC,DISD02,B_Number,2020, 92.3, 9.4, 82.9,101.7,
MEASC,DISD02,C_Population,2020, 914.2,11.2, 903.0, 925.4,
MEASC,DISH01,A_Proportion,2020,20.4,2.6,17.8,23.0,
MEASC,DISH01,B_Number,2020, 69.4, 9.5, 59.8, 78.9,
MEASC,DISH01,C_Population,2020, 340.1,17.5, 322.6, 357.6,
MEASC,DISH02,A_Proportion,2020, 7.5,1.0, 6.5, 8.5,
MEASC,DISH02,B_Number,2020, 60.3, 8.3, 51.9, 68.6,
MEASC,DISH02,C_Population,2020, 802.2,17.4, 784.8, 819.6,
MEASC,DISH99,A_Proportion,2020,11.3,1.1,10.3,12.4,
MEASC,DISH99,B_Number,2020,129.6,12.1,117.5,141.7,
MEASC,DISH99,C_Population,2020,1142.3, 1.3,1141.1,1143.6,
MEASC,ETHG01,A_Proportion,2020, 8.9,1.2, 7.7,10.0,
MEASC,ETHG01,B_Number,2020, 68.6, 9.0, 59.6, 77.6,
MEASC,ETHG01,C_Population,2020, 774.5,21.0, 753.5, 795.5,
MEASC,ETHG01,D_Proportion_diff,2020, -0.8, 1.6, -2.3, 0.8,
MEASC,ETHG01,E_Number_diff,2020, -2.3,12.0,-14.3, 9.7,
MEASC,ETHG02,A_Proportion,2020,19.5,2.4,17.1,21.9,
MEASC,ETHG02,B_Number,2020, 56.3, 6.9, 49.3, 63.2,
MEASC,ETHG02,C_Population,2020, 288.7,13.9, 274.8, 302.6,
MEASC,ETHG02,D_Proportion_diff,2020, -3.1, 3.5, -6.6, 0.4,
MEASC,ETHG02,E_Number_diff,2020, -9.4,10.6,-20.0, 1.1,
MEASC,ETHG03,A_Proportion,2020,26.1,4.2,21.8,30.3,
MEASC,ETHG03,B_Number,2020, 38.0, 7.1, 30.9, 45.2,
MEASC,ETHG03,C_Population,2020, 146.0,14.0, 132.0, 160.0,
MEASC,ETHG03,D_Proportion_diff,2020, -2.1, 5.5, -7.7, 3.4,
MEASC,ETHG03,E_Number_diff,2020, -1.6, 9.2,-10.8, 7.6,
MEASC,ETHG04,A_Proportion,2020, 5.7,2.2, 3.5, 7.9,
MEASC,ETHG04,B_Number,2020, 10.7, 4.2,  6.5, 15.0,
MEASC,ETHG04,C_Population,2020, 187.3,16.5, 170.8, 203.8,
MEASC,ETHG04,D_Proportion_diff,2020, -0.5, 2.9, -3.4, 2.3,
MEASC,ETHG04,E_Number_diff,2020, -0.6, 5.4, -6.0, 4.8,
MEASC,ETHG05,A_Proportion,2020, 9.9,6.2, 3.7,16.1,
MEASC,ETHG05,B_Number,2020,  3.1, 1.9,  1.1,  5.0,
MEASC,ETHG05,C_Population,2020,  30.8, 7.1,  23.8,  37.9,
MEASC,ETHG05,D_Proportion_diff,2020,-12.8,12.3,-25.1,-0.5,
MEASC,ETHG05,E_Number_diff,2020, -2.0, 3.2, -5.2, 1.2,
MEASC,ETHG06,A_Proportion,2020, 7.6,7.7,-0.1,15.3,
MEASC,ETHG06,B_Number,2020,  1.1, 1.2,  0.0,  2.3,
