Theme,Theme Label,Theme Type,Value Chain,Value Chain Label,Topic,Topic Label,Indicator,Indicator Label,Question,Question Label,Question Answer (1_4),Question Answer (Text),Question Type,Government Weights,Industry Weights,Civil Society Weights,Overall Country Weights
A,"A. Policy, Legislation and Regulation ",Value Chain Theme,5,5. Local Impact,A5,Policies to Mitigate Environmental and Social Impact ,A5.1,"Community Impact, Consultation and Corporate Social Responsibility",178,"To what extent is there a requirement for extensive, timely, well-informed community stakeholder consultation with affected communities before the commencement of mining operations? ",2.5,,Primary (desktop research),3.0,9.0,16.0,9.0
A,"A. Policy, Legislation and Regulation ",Value Chain Theme,5,5. Local Impact,A5,Policies to Mitigate Environmental and Social Impact ,A5.1,"Community Impact, Consultation and Corporate Social Responsibility",179,"In the law, to what extent are community development agreements required for mining operations?",1.0,,Primary (desktop research),3.0,9.0,16.0,9.0
A,"A. Policy, Legislation and Regulation ",Value Chain Theme,5,5. Local Impact,A5,Policies to Mitigate Environmental and Social Impact ,A5.1,"Community Impact, Consultation and Corporate Social Responsibility",180,Is there a national policy on corporate social responsibility (CSR) that applies to mining?,1.0,,Primary (desktop research),3.0,9.0,16.0,9.0
A,"A. Policy, Legislation and Regulation ",Value Chain Theme,5,5. Local Impact,A5,Policies to Mitigate Environmental and Social Impact ,A5.2,Rules for Environmental and Social Impact Management,181,"In the law, is there a requirement for companies to submit plans on managing and mitigating the environmental impact of operations? ",4.0,,Primary (desktop research),3.0,9.0,16.0,9.0
A,"A. Policy, Legislation and Regulation ",Value Chain Theme,5,5. Local Impact,A5,Policies to Mitigate Environmental and Social Impact ,A5.2,Rules for Environmental and Social Impact Management,182,"In the law, is there a requirement for companies to submit plans on managing and mitigating the socio economic impacts of operations? ",4.0,,Primary (desktop research),3.0,9.0,16.0,9.0
A,"A. Policy, Legislation and Regulation ",Value Chain Theme,5,5. Local Impact,A5,Policies to Mitigate Environmental and Social Impact ,A5.2,Rules for Environmental and Social Impact Management,183,"In the law, are company plans to manage and mitigate the social and environmental impacts of operations subject to review by an inter-ministerial committee?",2.5,,Primary (desktop research),3.0,9.0,16.0,9.0
A,"A. Policy, Legislation and Regulation ",Value Chain Theme,5,5. Local Impact,A5,Policies to Mitigate Environmental and Social Impact ,A5.2,Rules for Environmental and Social Impact Management,184,"In the law, are there clear rules on fees and timeframes for submitting, approving and updating environmental and social impact assessments (or other key environmental and social impact related documents such as EMMPs)?",4.0,,Primary (desktop research),3.0,9.0,16.0,9.0
A,"A. Policy, Legislation and Regulation ",Value Chain Theme,5,5. Local Impact,A5,Policies to Mitigate Environmental and Social Impact ,A5.2,Rules for Environmental and Social Impact Management,185,"In the law, is an environmental and social impact assessment (or similar) required before a mining license/lease can be granted or as a condition to begin operations? ",4.0,,Primary (desktop research),3.0,9.0,16.0,9.0
A,"A. Policy, Legislation and Regulation ",Value Chain Theme,5,5. Local Impact,A5,Policies to Mitigate Environmental and Social Impact ,A5.2,Rules for Environmental and Social Impact Management,186,"In the law, are there requirements in place on managing the environmental and social impact of closure of mine sites? ",2.5,,Primary (desktop research),3.0,9.0,16.0,9.0
A,"A. Policy, Legislation and Regulation ",Value Chain Theme,5,5. Local Impact,A5,Policies to Mitigate Environmental and Social Impact ,A5.2,Rules for Environmental and Social Impact Management,187,Is there a policy or regulation that protects biodiversity on a mine site? ,1.0,,Primary (desktop research),3.0,9.0,16.0,9.0
A,"A. Policy, Legislation and Regulation ",Value Chain Theme,5,5. Local Impact,A5,Policies to Mitigate Environmental and Social Impact ,A5.2,Rules for Environmental and Social Impact Management,188,Is there a regulation that enables biodiversity off-setting for a mine site?,1.0,,Primary (desktop research),3.0,9.0,16.0,9.0
A,"A. Policy, Legislation and Regulation ",Value Chain Theme,5,5. Local Impact,A5,Policies to Mitigate Environmental and Social Impact ,A5.2,Rules for Environmental and Social Impact Management,189,"In the law and regulations, is there a simplified environmental permit or impact assessment for artisanal and small-scale mining?",2.5,,Primary (desktop research),3.0,9.0,16.0,9.0
A,"A. Policy, Legislation and Regulation ",Value Chain Theme,5,5. Local Impact,A5,Policies to Mitigate Environmental and Social Impact ,A5.2,Rules for Environmental and Social Impact Management,190,"In the law, does the agency or ministry responsible for environmental protection have a say in the approval of exploration rights? ",2.5,,Primary (desktop research),3.0,9.0,16.0,9.0
A,"A. Policy, Legislation and Regulation ",Value Chain Theme,5,5. Local Impact,A5,Policies to Mitigate Environmental and Social Impact ,A5.2,Rules for Environmental and Social Impact Management,191,Is an agency independent from the mining authorities responsible for environmental protection and rehabilitation? ,4.0,,Primary (desktop research),3.0,9.0,16.0,9.0
A,"A. Policy, Legislation and Regulation ",Value Chain Theme,5,5. Local Impact,A5,Policies to Mitigate Environmental and Social Impact ,A5.2,Rules for Environmental and Social Impact Management,192,"In the law, is there a grievance and complaints mechanism defined in the environmental regulations? ",4.0,,Primary (desktop research),3.0,9.0,16.0,9.0
A,"A. Policy, Legislation and Regulation ",Value Chain Theme,5,5. Local Impact,A5,Policies to Mitigate Environmental and Social Impact ,A5.3,Rules for Financial Sureties for Decommissioning,193,Does legislation require the posting of environmental bonds or similar financial assurance methods to cover the cost of environmental rehabilitation post-mining? ,1.0,,Primary (desktop research),3.0,9.0,16.0,9.0
B,B. Accountability and Inclusiveness,Value Chain Theme,5,5. Local Impact,B5,"Human Rights, Employment Equity and Environmental Transparency",B5.1,Human Rights and Employment Equity,194,Is government implementing the African Charter for Human Rights? ,2.5,,Primary (desktop research),1.0,1.0,9.0,4.0
B,B. Accountability and Inclusiveness,Value Chain Theme,5,5. Local Impact,B5,"Human Rights, Employment Equity and Environmental Transparency",B5.1,Human Rights and Employment Equity,195,"Is the state’s duty to protect human rights (Pillar I of the UN Guiding Principles on Business and Human Rights, UNGP) implemented through a National Action Plan? ",2.5,,Primary (desktop research),1.0,1.0,9.0,4.0
B,B. Accountability and Inclusiveness,Value Chain Theme,5,5. Local Impact,B5,"Human Rights, Employment Equity and Environmental Transparency",B5.1,Human Rights and Employment Equity,196,Is the government a signatory to the Voluntary Principles on Security and Human Rights (VPSHR)?,1.0,,Primary (desktop research),1.0,1.0,9.0,4.0
B,B. Accountability and Inclusiveness,Value Chain Theme,5,5. Local Impact,B5,"Human Rights, Employment Equity and Environmental Transparency",B5.1,Human Rights and Employment Equity,197,"In practice, if government is a signatory to the VPSHR, to what extent is it monitoring VPSHR implementation?",,,Primary (Interview),1.0,1.0,9.0,4.0
B,B. Accountability and Inclusiveness,Value Chain Theme,5,5. Local Impact,B5,"Human Rights, Employment Equity and Environmental Transparency",B5.1,Human Rights and Employment Equity,198,"In practice, does the government require companies to carry out human rights due diligence as part of the licensing process?",1.5,,Primary (Interview),1.0,1.0,9.0,4.0
B,B. Accountability and Inclusiveness,Value Chain Theme,5,5. Local Impact,B5,"Human Rights, Employment Equity and Environmental Transparency",B5.1,Human Rights and Employment Equity,199,Is there an independent Human Rights Commission? ,1.0,,Primary (desktop research),1.0,1.0,9.0,4.0
B,B. Accountability and Inclusiveness,Value Chain Theme,5,5. Local Impact,B5,"Human Rights, Employment Equity and Environmental Transparency",B5.1,Human Rights and Employment Equity,200,To what extent is the Human Rights Commission adequately staffed to facilitate a grievance and complaint mechanism?,,,Primary (Interview),1.0,1.0,9.0,4.0
B,B. Accountability and Inclusiveness,Value Chain Theme,5,5. Local Impact,B5,"Human Rights, Employment Equity and Environmental Transparency",B5.1,Human Rights and Employment Equity,201,To what extent is the Human Rights Commission receiving an adequate budget to facilitate a grievance and complaint mechanism?,,,Primary (Interview),1.0,1.0,9.0,4.0
B,B. Accountability and Inclusiveness,Value Chain Theme,5,5. Local Impact,B5,"Human Rights, Employment Equity and Environmental Transparency",B5.1,Human Rights and Employment Equity,202,Are there adequate government rules to promote employment equity?,2.5,,Primary (desktop research),1.0,1.0,9.0,4.0
B,B. Accountability and Inclusiveness,Value Chain Theme,5,5. Local Impact,B5,"Human Rights, Employment Equity and Environmental Transparency",B5.1,Human Rights and Employment Equity,203,To what extent is an institution mandated to ensure consistent compliance with employment equity rules? ,4.0,,Primary (Interview),1.0,1.0,9.0,4.0
B,B. Accountability and Inclusiveness,Value Chain Theme,5,5. Local Impact,B5,"Human Rights, Employment Equity and Environmental Transparency",B5.1,Human Rights and Employment Equity,204,"Does the government recognize indigenous peoples on its territory and their rights in relation to mining (free, prior and informed consent)? ",1.0,,Primary (desktop research),1.0,1.0,9.0,4.0
B,B. Accountability and Inclusiveness,Value Chain Theme,5,5. Local Impact,B5,"Human Rights, Employment Equity and Environmental Transparency",B5.2,Environmental and Social Impact Transparency,205,Are environmental and social impact assessments (or other key environmental and social impact related documents required such as EMMPs) required to be made public? ,4.0,,Primary (desktop research),1.0,1.0,9.0,4.0
B,B. Accountability and Inclusiveness,Value Chain Theme,5,5. Local Impact,B5,"Human Rights, Employment Equity and Environmental Transparency",B5.2,Environmental and Social Impact Transparency,206,To what extent are environmental and social impact assessments (or other key environmental and social impact related documents required such as EMMPs) made public in a way accessible to affected communities?,1.0,,Primary (Interview),1.0,1.0,9.0,4.0
C,C. Institutional Capacity and Effectiveness,Value Chain Theme,5,5. Local Impact,C5,Community Consultation and Environmental and Social Impact Management,C5.1,Impact and Community Consultation,207,"To what extent do mining companies consult with affected communities in a timely, meaningful, informed, comprehensive and transparent manner? ",2.2,,Primary (Interview),3.0,9.0,16.0,16.0
C,C. Institutional Capacity and Effectiveness,Value Chain Theme,5,5. Local Impact,C5,Community Consultation and Environmental and Social Impact Management,C5.1,Impact and Community Consultation,208,To what extent are comprehensive community development agreements negotiated prior to mining operations?,1.75,,Primary (Interview),3.0,9.0,16.0,16.0
C,C. Institutional Capacity and Effectiveness,Value Chain Theme,5,5. Local Impact,C5,Community Consultation and Environmental and Social Impact Management,C5.1,Impact and Community Consultation,209,To what extent does the agency or ministry responsible for environmental protection have a say in the approval of mining rights? ,4.0,,Primary (Interview),3.0,9.0,16.0,16.0
C,C. Institutional Capacity and Effectiveness,Value Chain Theme,5,5. Local Impact,C5,Community Consultation and Environmental and Social Impact Management,C5.1,Impact and Community Consultation,210,To what extent are operating mining companies setting aside funds for mine closure? ,2.5,,Primary (Interview),3.0,9.0,16.0,16.0
C,C. Institutional Capacity and Effectiveness,Value Chain Theme,5,5. Local Impact,C5,Community Consultation and Environmental and Social Impact Management,C5.1,Impact and Community Consultation,211,To what extent do government and mining companies collaborate in the planning and implementation of CSR activities?,2.88,,Primary (Interview),3.0,9.0,16.0,16.0
C,C. Institutional Capacity and Effectiveness,Value Chain Theme,5,5. Local Impact,C5,Community Consultation and Environmental and Social Impact Management,C5.2,Environmental and Social Impact Management Effectiveness,212,To what extent is the institution tasked with monitoring and enforcing environmental regulations staffed appropriately?,1.43,,Primary (Interview),3.0,9.0,16.0,16.0
C,C. Institutional Capacity and Effectiveness,Value Chain Theme,5,5. Local Impact,C5,Community Consultation and Environmental and Social Impact Management,C5.2,Environmental and Social Impact Management Effectiveness,213,To what extent is the institution tasked with monitoring and enforcing environmental regulations receiving appropriate funding to carry out its task?,2.0,,Primary (Interview),3.0,9.0,16.0,16.0
C,C. Institutional Capacity and Effectiveness,Value Chain Theme,5,5. Local Impact,C5,Community Consultation and Environmental and Social Impact Management,C5.2,Environmental and Social Impact Management Effectiveness,214,To what extent are environmental requirements enforced systematically through inspections and penalties for non-compliance? ,1.75,,Primary (Interview),3.0,9.0,16.0,16.0
C,C. Institutional Capacity and Effectiveness,Value Chain Theme,5,5. Local Impact,C5,Community Consultation and Environmental and Social Impact Management,C5.2,Environmental and Social Impact Management Effectiveness,215,To what extent is a grievance and complaints mechanism used to challenge decisions by the agency monitoring environmental regulation?,3.25,,Primary (Interview),3.0,9.0,16.0,16.0
C,C. Institutional Capacity and Effectiveness,Value Chain Theme,5,5. Local Impact,C5,Community Consultation and Environmental and Social Impact Management,C5.2,Environmental and Social Impact Management Effectiveness,216,To what extent are company plans to manage and mitigate the social and environmental impacts of operations reviewed by government? ,2.5,,Primary (Interview),3.0,9.0,16.0,16.0
C,C. Institutional Capacity and Effectiveness,Value Chain Theme,5,5. Local Impact,C5,Community Consultation and Environmental and Social Impact Management,C5.2,Environmental and Social Impact Management Effectiveness,217,To what extent does the government approve environmental and social impact assessments (or other key environmental and social impact related documents required such as EMMPs) according to fees and timeframes in the regulation?,1.0,,Primary (Interview),3.0,9.0,16.0,16.0
C,C. Institutional Capacity and Effectiveness,Value Chain Theme,5,5. Local Impact,C5,Community Consultation and Environmental and Social Impact Management,C5.2,Environmental and Social Impact Management Effectiveness,218,To what extent are environmental and social impact assessments (or similar) carried out and approved before a mining license/lease/operating permit is granted as a condition to begin operations?,4.0,,Primary (Interview),3.0,9.0,16.0,16.0
C,C. Institutional Capacity and Effectiveness,Value Chain Theme,5,5. Local Impact,C5,Community Consultation and Environmental and Social Impact Management,C5.2,Environmental and Social Impact Management Effectiveness,219,To what extent are mining companies submitting plans on mitigating biodiversity impacts that are free standing annexes to environmental and social impact assessments? ,3.25,,Primary (Interview),3.0,9.0,16.0,16.0
C,C. Institutional Capacity and Effectiveness,Value Chain Theme,5,5. Local Impact,C5,Community Consultation and Environmental and Social Impact Management,C5.2,Environmental and Social Impact Management Effectiveness,220,To what extent is the government monitoring compliance with environmental requirements for artisanal and small-scale miners?,4.0,,Primary (Interview),3.0,9.0,16.0,16.0
C,C. Institutional Capacity and Effectiveness,Value Chain Theme,5,5. Local Impact,C5,Community Consultation and Environmental and Social Impact Management,C5.3,Effectiveness of Sureties for Decommissioning,221,To what extent are the funds for mine closure and environmental rehabilitation kept in an escrow account or bond or similar entity? ,,,Primary (Interview),3.0,9.0,16.0,16.0
D,D. Economic Environment,Cross-Cutting Theme,-,-,D1,Business and Investment Environment,D1.1,Business and Investment Environment,222,Starting a business – Doing Business indicators ,2.0,,Secondary,1.0,9.0,4.0,9.0
D,D. Economic Environment,Cross-Cutting Theme,-,-,D1,Business and Investment Environment,D1.1,Business and Investment Environment,223,Dealing with construction permits – Doing Business indicators,3.0,,Secondary,1.0,9.0,4.0,9.0
D,D. Economic Environment,Cross-Cutting Theme,-,-,D1,Business and Investment Environment,D1.1,Business and Investment Environment,224,Getting credit – Doing Business indicators ,3.0,,Secondary,1.0,9.0,4.0,9.0
D,D. Economic Environment,Cross-Cutting Theme,-,-,D1,Business and Investment Environment,D1.1,Business and Investment Environment,225,Enforcing contracts – Doing Business indicators,2.0,,Secondary,1.0,9.0,4.0,9.0
D,D. Economic Environment,Cross-Cutting Theme,-,-,D1,Business and Investment Environment,D1.1,Business and Investment Environment,226,How would you rate the level of efficiency of customs procedures (related to the entry and exit of merchandise)? – WEF GCI ,4.0,,Secondary,1.0,9.0,4.0,9.0
D,D. Economic Environment,Cross-Cutting Theme,-,-,D1,Business and Investment Environment,D1.1,Business and Investment Environment,227,"How burdensome is it for businesses to comply with governmental administrative requirements (e.g., permits, regulations, reporting)? – WEF GCI ",2.0,,Secondary,1.0,9.0,4.0,9.0
D,D. Economic Environment,Cross-Cutting Theme,-,-,D1,Business and Investment Environment,D1.1,Business and Investment Environment,228,Perceptions index measuring effectiveness of civil law system – World Justice Project (WJP) ,4.0,,Secondary,1.0,9.0,4.0,9.0
D,D. Economic Environment,Cross-Cutting Theme,-,-,D1,Business and Investment Environment,D1.1,Business and Investment Environment,229,Average number of procedures required to start a foreign subsidiary – World Bank Investing Across Borders,,,Secondary,1.0,9.0,4.0,9.0
D,D. Economic Environment,Cross-Cutting Theme,-,-,D1,Business and Investment Environment,D1.1,Business and Investment Environment,230,Average number of days required to start a foreign subsidiary – World Bank Investing Across Borders,,,Secondary,1.0,9.0,4.0,9.0
D,D. Economic Environment,Cross-Cutting Theme,-,-,D2,Mining Infrastructure,D2.1,Mining Infrastructure,231,Quality of roads – WEF GCI,3.0,,Secondary,1.0,9.0,1.0,4.0
D,D. Economic Environment,Cross-Cutting Theme,-,-,D2,Mining Infrastructure,D2.1,Mining Infrastructure,232,Logistics Performance Index – World Bank,2.0,,Secondary,1.0,9.0,1.0,4.0
D,D. Economic Environment,Cross-Cutting Theme,-,-,D2,Mining Infrastructure,D2.1,Mining Infrastructure,233,"Extent of infrastructure (for example transport, telephony, and energy) – WEF GCI",3.0,,Secondary,1.0,9.0,1.0,4.0
D,D. Economic Environment,Cross-Cutting Theme,-,-,D2,Mining Infrastructure,D2.1,Mining Infrastructure,234,Quality of the railroad system – WEF GCI ,3.0,,Secondary,1.0,9.0,1.0,4.0
D,D. Economic Environment,Cross-Cutting Theme,-,-,D2,Mining Infrastructure,D2.1,Mining Infrastructure,235,"Quality of port facilities, or port accessibility in case of landlocked country – WEF GCI",2.0,,Secondary,1.0,9.0,1.0,4.0
D,D. Economic Environment,Cross-Cutting Theme,-,-,D3,Diversity and Stability of National Revenues,D3.1,Diversity and Stability of National Revenues,236,Trend in level of non-extractive revenues over 5 years – IMF GFS ,4.0,,Secondary,1.0,1.0,1.0,1.0
D,D. Economic Environment,Cross-Cutting Theme,-,-,D3,Diversity and Stability of National Revenues,D3.1,Diversity and Stability of National Revenues,237,237. Variation of domestic revenues in real terms over 5 years – IMF WEO,1.0,,Secondary,1.0,1.0,1.0,1.0
D,D. Economic Environment,Cross-Cutting Theme,-,-,D4,Macroeconomic Stability,D4.1,Macroeconomic Stability,238,Five-year cumulative inflation – IMF WEO,2.0,,Secondary,1.0,1.0,1.0,1.0
D,D. Economic Environment,Cross-Cutting Theme,-,-,D4,Macroeconomic Stability,D4.1,Macroeconomic Stability,239,Credit rating – Standard and Poor's,4.0,,Secondary,1.0,1.0,1.0,1.0
D,D. Economic Environment,Cross-Cutting Theme,-,-,D4,Macroeconomic Stability,D4.1,Macroeconomic Stability,240,Five-year average total debt service to gross national income (GNI) – World Bank WDI,4.0,,Secondary,1.0,1.0,1.0,1.0
D,D. Economic Environment,Cross-Cutting Theme,-,-,D5,National Growth and Savings,D5.1,National Growth and Savings,241,Five-year cumulative gross domestic product (GDP) growth – IMF WEO,3.0,,Secondary,1.0,1.0,1.0,1.0
D,D. Economic Environment,Cross-Cutting Theme,-,-,D5,National Growth and Savings,D5.1,National Growth and Savings,242,Five-year total average debt to GDP – IMF WEO,4.0,,Secondary,1.0,1.0,1.0,1.0
D,D. Economic Environment,Cross-Cutting Theme,-,-,D5,National Growth and Savings,D5.1,National Growth and Savings,243,Five-year average adjusted net savings – World Bank WDI,4.0,,Secondary,1.0,1.0,1.0,1.0
D,D. Economic Environment,Cross-Cutting Theme,-,-,D6,Skills and Human Capital Availability,D6.1,Skills and Human Capital Availability,244,Perception of the availability of labor/skills – Fraser,3.0,,Secondary,3.0,9.0,1.0,9.0
D,D. Economic Environment,Cross-Cutting Theme,-,-,D6,Skills and Human Capital Availability,D6.1,Skills and Human Capital Availability,245,Gross tertiary education enrolment rate – WEF GCI ,2.0,,Secondary,3.0,9.0,1.0,9.0
D,D. Economic Environment,Cross-Cutting Theme,-,-,D6,Skills and Human Capital Availability,D6.1,Skills and Human Capital Availability,246,Quality of math and science education – WEF GCI ,2.0,,Secondary,3.0,9.0,1.0,9.0
D,D. Economic Environment,Cross-Cutting Theme,-,-,D6,Skills and Human Capital Availability,D6.1,Skills and Human Capital Availability,247,Attraction and retention of talented nationals – WEF GCI,3.0,,Secondary,3.0,9.0,1.0,9.0
D,D. Economic Environment,Cross-Cutting Theme,-,-,D6,Skills and Human Capital Availability,D6.1,Skills and Human Capital Availability,248,"Is there a post-secondary school, college or university providing curriculum for mining sector development?",4.0,,Primary (desktop research),3.0,9.0,1.0,9.0
D,D. Economic Environment,Cross-Cutting Theme,-,-,D6,Skills and Human Capital Availability,D6.1,Skills and Human Capital Availability,249,Mean years of schooling – Human Development Index ,3.0,,Secondary,3.0,9.0,1.0,9.0
D,D. Economic Environment,Cross-Cutting Theme,-,-,D6,Skills and Human Capital Availability,D6.1,Skills and Human Capital Availability,250,Expected years of schooling – Human Development Index ,3.0,,Secondary,3.0,9.0,1.0,9.0
D,D. Economic Environment,Cross-Cutting Theme,-,-,D7,Human Health,D7.1,Human Health,251,Life expectancy at birth – Human Development Index ,2.0,,Secondary,3.0,9.0,9.0,9.0
D,D. Economic Environment,Cross-Cutting Theme,-,-,D7,Human Health,D7.1,Human Health,252,"Death caused by communicable diseases and maternal, prenatal, and nutrition conditions (percentage of  total) – WB WDI",2.0,,Secondary,3.0,9.0,9.0,9.0
D,D. Economic Environment,Cross-Cutting Theme,-,-,D7,Human Health,D7.1,Human Health,253,Prevalence of Human Immunodeficiency Virus (HIV) - WB WDI,1.0,,Secondary,3.0,9.0,9.0,9.0
E,E. Political Environment,Cross-Cutting Theme,-,-,E1,Expropriation Risk,E1.1,Expropriation Risk,254,"Transfer and convertibility risk, force majeure - OECD country risk classification",4.0,,Secondary,1.0,1.0,1.0,1.0
E,E. Political Environment,Cross-Cutting Theme,-,-,E1,Expropriation Risk,E1.1,Expropriation Risk,255,Expropriation risk – Delcredere Ducroire,4.0,,Secondary,1.0,1.0,1.0,1.0
E,E. Political Environment,Cross-Cutting Theme,-,-,E1,Expropriation Risk,E1.1,Expropriation Risk,256,"Protection of property rights, including financial assets – WEF GCI ",4.0,,Secondary,1.0,1.0,1.0,1.0
E,E. Political Environment,Cross-Cutting Theme,-,-,E1,Expropriation Risk,E1.1,Expropriation Risk,257,Is the country signatory to the International Center for the Settlement of Investment Disputes (ICSID) Convention? ,4.0,,Primary (desktop research),1.0,1.0,1.0,1.0
E,E. Political Environment,Cross-Cutting Theme,-,-,E1,Expropriation Risk,E1.1,Expropriation Risk,258,Does the country provide in its domestic law for the international arbitration of foreign investment disputes? ,4.0,,Primary (desktop research),1.0,1.0,1.0,1.0
E,E. Political Environment,Cross-Cutting Theme,-,-,E1,Expropriation Risk,E1.1,Expropriation Risk,259,Protecting investors – Doing Business indicators ,3.0,,Secondary,1.0,1.0,1.0,1.0
E,E. Political Environment,Cross-Cutting Theme,-,-,E2,Political Stability,E2.1,Political Stability,260,Political stability – WGI ,4.0,,Secondary,1.0,1.0,16.0,4.0
E,E. Political Environment,Cross-Cutting Theme,-,-,E2,Political Stability,E2.1,Political Stability,261,"Order and security (control of crime, civil conflict, and violence) – WJP ",4.0,,Secondary,1.0,1.0,16.0,4.0
E,E. Political Environment,Cross-Cutting Theme,-,-,E2,Political Stability,E2.1,Political Stability,262,"Security Situation (includes physical security due to the threat of attack by terrorists, criminals, guerrilla groups, etc.) – Fraser Institute ",4.0,,Secondary,1.0,1.0,16.0,4.0
E,E. Political Environment,Cross-Cutting Theme,-,-,E3,Predictable Mining and Tax Policy,E3.1,Predictable Mining and Tax Policy,263,How frequently and to what extent were the main features of the fiscal regime changed in the past five years?,,,Primary (desktop research),1.0,1.0,1.0,1.0
E,E. Political Environment,Cross-Cutting Theme,-,-,E3,Predictable Mining and Tax Policy,E3.1,Predictable Mining and Tax Policy,264,To what extent are the fiscal terms for mining generally stable over time or are there ad hoc changes?,4.0,,Primary (Interview),1.0,1.0,1.0,1.0
E,E. Political Environment,Cross-Cutting Theme,-,-,E3,Predictable Mining and Tax Policy,E3.1,Predictable Mining and Tax Policy,265,To what extent is the mining legislation generally stable over time?,4.0,,Primary (Interview),1.0,1.0,1.0,1.0
E,E. Political Environment,Cross-Cutting Theme,-,-,E4,Control of Corruption,E4.1,Control of Corruption,266,Control of corruption – WGI ,4.0,,Secondary,1.0,1.0,9.0,4.0
F,F. Sustainable Development,Cross-Cutting Theme,-,-,F1,Development Planning,F1.1,Development Planning,267,To what extent is there a current multi-year national development plan? ,4.0,,Primary (desktop research),3.0,1.0,4.0,9.0
F,F. Sustainable Development,Cross-Cutting Theme,-,-,F1,Development Planning,F1.1,Development Planning,268,Does the current multi-year national development plan have a section on the mining sector as a driver for development?,4.0,,Primary (desktop research),3.0,1.0,4.0,9.0
F,F. Sustainable Development,Cross-Cutting Theme,-,-,F1,Development Planning,F1.1,Development Planning,269,Is the multi-year national development plan on track to meet its targets?,3.0,,Primary (Interview),3.0,1.0,4.0,9.0
F,F. Sustainable Development,Cross-Cutting Theme,-,-,F1,Development Planning,F1.1,Development Planning,270,To what extent are plans to leverage the mining sector as a driver of development within the national development plan being implemented? ,3.0,,Primary (Interview),3.0,1.0,4.0,9.0
F,F. Sustainable Development,Cross-Cutting Theme,-,-,F1,Development Planning,F1.1,Development Planning,271,Does the country undertake spatial development plans that leverage mining and investment locations?,2.5,,Primary (desktop research),3.0,1.0,4.0,9.0
F,F. Sustainable Development,Cross-Cutting Theme,-,-,F1,Development Planning,F1.1,Development Planning,272,To what extent are the plans to develop mining regions within the national development plan meeting the targets set?,2.5,,Primary (Interview),3.0,1.0,4.0,9.0
F,F. Sustainable Development,Cross-Cutting Theme,-,-,F1,Development Planning,F1.1,Development Planning,273,Is the national development plan publicly available? ,4.0,,Primary (desktop research),3.0,1.0,4.0,9.0
F,F. Sustainable Development,Cross-Cutting Theme,-,-,F1,Development Planning,F1.1,Development Planning,274,"To what extent, did an informed and meaningful national consultation take place during the preparation of the national development plan?",3.75,,Primary (Interview),3.0,1.0,4.0,9.0
F,F. Sustainable Development,Cross-Cutting Theme,-,-,F1,Development Planning,F1.1,Development Planning,275,Is the mining development policy publicly available? ,4.0,,Primary (desktop research),3.0,1.0,4.0,9.0
F,F. Sustainable Development,Cross-Cutting Theme,-,-,F1,Development Planning,F1.1,Development Planning,276,To what extent did an informed and meaningful national consultation take place during the preparation of the mining development policy?,3.25,,Primary (Interview),3.0,1.0,4.0,9.0
F,F. Sustainable Development,Cross-Cutting Theme,-,-,F2,Local Supplier Development,F2.1,Local Supplier Development,277,Are local content requirements for goods and services within the mining value chain accessible to the public?,2.5,,Primary (desktop research),1.0,9.0,1.0,4.0
F,F. Sustainable Development,Cross-Cutting Theme,-,-,F2,Local Supplier Development,F2.1,Local Supplier Development,278,Has the government sought the views of a wide range of stakeholders in preparing the local content policy for goods and services within the mining value chain?,1.0,,Primary (Interview),1.0,9.0,1.0,4.0
F,F. Sustainable Development,Cross-Cutting Theme,-,-,F2,Local Supplier Development,F2.1,Local Supplier Development,279,To what extent do local content regulations for goods and services within the mining value chain target specific value pools?,2.5,,Primary (desktop research),1.0,9.0,1.0,4.0
F,F. Sustainable Development,Cross-Cutting Theme,-,-,F2,Local Supplier Development,F2.1,Local Supplier Development,280,"In practice, are the local content regulations for goods and services in the mining sector targeting an adequate value pool based on country capacity?",1.0,,Primary (Interview),1.0,9.0,1.0,4.0
F,F. Sustainable Development,Cross-Cutting Theme,-,-,F2,Local Supplier Development,F2.1,Local Supplier Development,281,Do local content regulations within the mining value chain have clear timeframes?,2.5,,Primary (desktop research),1.0,9.0,1.0,4.0
F,F. Sustainable Development,Cross-Cutting Theme,-,-,F2,Local Supplier Development,F2.1,Local Supplier Development,282,To what extent is there support for companies in attaining local content targets?,2.5,,Primary (Interview),1.0,9.0,1.0,4.0
F,F. Sustainable Development,Cross-Cutting Theme,-,-,F2,Local Supplier Development,F2.1,Local Supplier Development,283,Is there within government an enforcement mechanism for local content regulations?,2.5,,Primary (desktop research),1.0,9.0,1.0,4.0
F,F. Sustainable Development,Cross-Cutting Theme,-,-,F2,Local Supplier Development,F2.1,Local Supplier Development,284,"In practice, is there a designated institution monitoring the progress of local content policy implementation?",,,Primary (Interview),1.0,9.0,1.0,4.0
F,F. Sustainable Development,Cross-Cutting Theme,-,-,F2,Local Supplier Development,F2.1,Local Supplier Development,285,Quality of local suppliers for the mining sector – WEF GCI ,1.0,,Secondary,1.0,9.0,1.0,4.0
F,F. Sustainable Development,Cross-Cutting Theme,-,-,F2,Local Supplier Development,F2.1,Local Supplier Development,286,Number of local suppliers – WEF GCI ,1.0,,Secondary,1.0,9.0,1.0,4.0
