Country ISO3,Country Name,Indicator,Subindicator Type,2010
LTU,Lithuania,Oral requests,1 Yes 0 No,1.0
LTU,Lithuania,Procedures for accessing information score,5 Highest 0 Lowest,5.0
LTU,Lithuania,Public Interest test ,1 Yes 0 No,0.0
LTU,Lithuania,Right to Appeal,1 Yes 0 No,1.0
LTU,Lithuania,Right to extend response time,1 Yes 0 No,1.0
LTU,Lithuania,Sanctions for failure to disclose unweighted average,1 Yes 0 No,0.666666667
LTU,Lithuania,Written guidelines for request of info,1 Yes 0 No,1.0
LTU,Lithuania,Written requests,1 Yes 0 No,1.0
LVA,Latvia,Administrative sanctions,1 Yes 0 No,0.0
LVA,Latvia,Annual budgets,1 Yes 0 No,1.0
LVA,Latvia,Annual chart of accounts,1 Yes 0 No,1.0
LVA,Latvia,Annual reports,1 Yes 0 No,1.0
LVA,Latvia,Appeals mechanism score,5 Highest 0 Lowest,5.0
LVA,Latvia,Appeals within public entities,1 Yes 0 No,1.0
LVA,Latvia,Clarity of Harm test,1 Fill Clarity 2 Lacks Clarity,0.0
LVA,Latvia,Clarity of Public Interest test,1 Fill Clarity 2 Lacks Clarity,2.0
LVA,Latvia,Constitutional requirement,1 Yes 0 No,1.0
LVA,Latvia,Coverage of information score,5 Highest 0 Lowest,5.0
LVA,Latvia,Criminal sanctions,1 Yes 0 No,0.0
LVA,Latvia,Deadlines for release of information score,5 Highest 0 Lowest,5.0
LVA,Latvia,Draft legal instruments,1 Yes 0 No,1.0
LVA,Latvia,Electronic requests,1 Yes 0 No,1.0
LVA,Latvia,Enacted legal instruments,1 Yes 0 No,1.0
LVA,Latvia,Enforcement mechanism score,5 Highest 0 Lowest,0.0
LVA,Latvia,Exemptions to coverage,1 Yes 0 No,1.0
LVA,Latvia,Exemptions to disclosure requirements score,5 Highest 0 Lowest,2.5
LVA,Latvia,Existence of legal right to access,1 Yes 0 No,1.0
LVA,Latvia,Fines,1 Yes 0 No,1.0
LVA,Latvia,FOIA contact points,1 Yes 0 No,0.0
LVA,Latvia,FOIA enforcement body,1 Yes 0 No,0.0
LVA,Latvia,Harm test,1 Yes 0 No,0.0
LVA,Latvia,Independent Nonjudicial appeals mechanism,1 Yes 0 No,1.0
LVA,Latvia,Initial response deadline of no more than 15 days,1 Yes 0 No,1.0
LVA,Latvia,Judicial appeals mechanism,1 Yes 0 No,1.0
LVA,Latvia,Legal Framework unweighted average,1 Yes 0 No,1.0
LVA,Latvia,Legislation governing access to information,1 Yes 0 No,1.0
LVA,Latvia,Maximum total response time of no more than 40 days,1 Yes 0 No,1.0
LVA,Latvia,Nominal fees mandated,1 Yes 0 No,1.0
LVA,Latvia,Oral requests,1 Yes 0 No,1.0
LVA,Latvia,Procedures for accessing information score,5 Highest 0 Lowest,5.0
LVA,Latvia,Public Interest test ,1 Yes 0 No,1.0
LVA,Latvia,Right to Appeal,1 Yes 0 No,1.0
LVA,Latvia,Right to extend response time,1 Yes 0 No,1.0
LVA,Latvia,Sanctions for failure to disclose unweighted average,1 Yes 0 No,0.333333333
LVA,Latvia,Written guidelines for request of info,1 Yes 0 No,1.0
LVA,Latvia,Written requests,1 Yes 0 No,1.0
MAR,Morocco,Administrative sanctions,1 Yes 0 No,0.0
MAR,Morocco,Annual budgets,1 Yes 0 No,1.0
MAR,Morocco,Annual chart of accounts,1 Yes 0 No,1.0
MAR,Morocco,Annual reports,1 Yes 0 No,1.0
MAR,Morocco,Appeals mechanism score,5 Highest 0 Lowest,3.333333333
MAR,Morocco,Appeals within public entities,1 Yes 0 No,1.0
MAR,Morocco,Clarity of Harm test,1 Fill Clarity 2 Lacks Clarity,0.0
MAR,Morocco,Clarity of Public Interest test,1 Fill Clarity 2 Lacks Clarity,0.0
MAR,Morocco,Constitutional requirement,1 Yes 0 No,0.0
MAR,Morocco,Coverage of information score,5 Highest 0 Lowest,5.0
MAR,Morocco,Criminal sanctions,1 Yes 0 No,0.0
MAR,Morocco,Deadlines for release of information score,5 Highest 0 Lowest,0.0
MAR,Morocco,Draft legal instruments,1 Yes 0 No,1.0
MAR,Morocco,Electronic requests,1 Yes 0 No,0.0
MAR,Morocco,Enacted legal instruments,1 Yes 0 No,1.0
MAR,Morocco,Enforcement mechanism score,5 Highest 0 Lowest,0.0
MAR,Morocco,Exemptions to coverage,1 Yes 0 No,1.0
MAR,Morocco,Exemptions to disclosure requirements score,5 Highest 0 Lowest,1.666666667
MAR,Morocco,Existence of legal right to access,1 Yes 0 No,1.0
MAR,Morocco,Fines,1 Yes 0 No,0.0
MAR,Morocco,FOIA contact points,1 Yes 0 No,0.0
MAR,Morocco,FOIA enforcement body,1 Yes 0 No,0.0
MAR,Morocco,Harm test,1 Yes 0 No,0.0
MAR,Morocco,Independent Nonjudicial appeals mechanism,1 Yes 0 No,0.0
MAR,Morocco,Initial response deadline of no more than 15 days,1 Yes 0 No,0.0
MAR,Morocco,Judicial appeals mechanism,1 Yes 0 No,1.0
MAR,Morocco,Legal Framework unweighted average,1 Yes 0 No,0.5
MAR,Morocco,Legislation governing access to information,1 Yes 0 No,1.0
MAR,Morocco,Maximum total response time of no more than 40 days,1 Yes 0 No,0.0
MAR,Morocco,Nominal fees mandated,1 Yes 0 No,0.0
MAR,Morocco,Oral requests,1 Yes 0 No,0.0
MAR,Morocco,Procedures for accessing information score,5 Highest 0 Lowest,0.0
MAR,Morocco,Public Interest test ,1 Yes 0 No,0.0
MAR,Morocco,Right to Appeal,1 Yes 0 No,0.0
MAR,Morocco,Right to extend response time,1 Yes 0 No,0.0
MAR,Morocco,Sanctions for failure to disclose unweighted average,1 Yes 0 No,0.0
MAR,Morocco,Written guidelines for request of info,1 Yes 0 No,0.0
MAR,Morocco,Written requests,1 Yes 0 No,0.0
MDA,Moldova,Administrative sanctions,1 Yes 0 No,1.0
MDA,Moldova,Annual budgets,1 Yes 0 No,1.0
MDA,Moldova,Annual chart of accounts,1 Yes 0 No,0.0
MDA,Moldova,Annual reports,1 Yes 0 No,1.0
MDA,Moldova,Appeals mechanism score,5 Highest 0 Lowest,5.0
MDA,Moldova,Appeals within public entities,1 Yes 0 No,1.0
MDA,Moldova,Clarity of Harm test,1 Fill Clarity 2 Lacks Clarity,2.0
MDA,Moldova,Clarity of Public Interest test,1 Fill Clarity 2 Lacks Clarity,2.0
MDA,Moldova,Constitutional requirement,1 Yes 0 No,1.0
MDA,Moldova,Coverage of information score,5 Highest 0 Lowest,4.0
MDA,Moldova,Criminal sanctions,1 Yes 0 No,0.0
MDA,Moldova,Deadlines for release of information score,5 Highest 0 Lowest,5.0
MDA,Moldova,Draft legal instruments,1 Yes 0 No,1.0
MDA,Moldova,Electronic requests,1 Yes 0 No,1.0
MDA,Moldova,Enacted legal instruments,1 Yes 0 No,1.0
MDA,Moldova,Enforcement mechanism score,5 Highest 0 Lowest,2.5
MDA,Moldova,Exemptions to coverage,1 Yes 0 No,1.0
MDA,Moldova,Exemptions to disclosure requirements score,5 Highest 0 Lowest,3.333333333
MDA,Moldova,Existence of legal right to access,1 Yes 0 No,1.0
MDA,Moldova,Fines,1 Yes 0 No,1.0
MDA,Moldova,FOIA contact points,1 Yes 0 No,1.0
MDA,Moldova,FOIA enforcement body,1 Yes 0 No,0.0
MDA,Moldova,Harm test,1 Yes 0 No,1.0
MDA,Moldova,Independent Nonjudicial appeals mechanism,1 Yes 0 No,1.0
MDA,Moldova,Initial response deadline of no more than 15 days,1 Yes 0 No,1.0
MDA,Moldova,Judicial appeals mechanism,1 Yes 0 No,1.0
MDA,Moldova,Legal Framework unweighted average,1 Yes 0 No,1.0
MDA,Moldova,Legislation governing access to information,1 Yes 0 No,1.0
MDA,Moldova,Maximum total response time of no more than 40 days,1 Yes 0 No,1.0
MDA,Moldova,Nominal fees mandated,1 Yes 0 No,1.0
MDA,Moldova,Oral requests,1 Yes 0 No,1.0
MDA,Moldova,Procedures for accessing information score,5 Highest 0 Lowest,3.75
MDA,Moldova,Public Interest test ,1 Yes 0 No,1.0
MDA,Moldova,Right to Appeal,1 Yes 0 No,1.0
MDA,Moldova,Right to extend response time,1 Yes 0 No,1.0
MDA,Moldova,Sanctions for failure to disclose unweighted average,1 Yes 0 No,0.666666667
MDA,Moldova,Written guidelines for request of info,1 Yes 0 No,0.0
MDA,Moldova,Written requests,1 Yes 0 No,1.0
MDG,Madagascar,Administrative sanctions,1 Yes 0 No,0.0
MDG,Madagascar,Annual budgets,1 Yes 0 No,0.0
MDG,Madagascar,Annual chart of accounts,1 Yes 0 No,0.0
MDG,Madagascar,Annual reports,1 Yes 0 No,0.0
MDG,Madagascar,Appeals mechanism score,5 Highest 0 Lowest,0.0
MDG,Madagascar,Appeals within public entities,1 Yes 0 No,0.0
MDG,Madagascar,Clarity of Harm test,1 Fill Clarity 2 Lacks Clarity,0.0
MDG,Madagascar,Clarity of Public Interest test,1 Fill Clarity 2 Lacks Clarity,0.0
MDG,Madagascar,Constitutional requirement,1 Yes 0 No,1.0
MDG,Madagascar,Coverage of information score,5 Highest 0 Lowest,0.0
MDG,Madagascar,Criminal sanctions,1 Yes 0 No,0.0
MDG,Madagascar,Deadlines for release of information score,5 Highest 0 Lowest,0.0
MDG,Madagascar,Draft legal instruments,1 Yes 0 No,0.0
MDG,Madagascar,Electronic requests,1 Yes 0 No,0.0
MDG,Madagascar,Enacted legal instruments,1 Yes 0 No,0.0
MDG,Madagascar,Enforcement mechanism score,5 Highest 0 Lowest,0.0
MDG,Madagascar,Exemptions to coverage,1 Yes 0 No,0.0
MDG,Madagascar,Exemptions to disclosure requirements score,5 Highest 0 Lowest,0.0
MDG,Madagascar,Existence of legal right to access,1 Yes 0 No,1.0
MDG,Madagascar,Fines,1 Yes 0 No,0.0
MDG,Madagascar,FOIA contact points,1 Yes 0 No,0.0
MDG,Madagascar,FOIA enforcement body,1 Yes 0 No,0.0
MDG,Madagascar,Harm test,1 Yes 0 No,0.0
MDG,Madagascar,Independent Nonjudicial appeals mechanism,1 Yes 0 No,0.0
MDG,Madagascar,Initial response deadline of no more than 15 days,1 Yes 0 No,0.0
MDG,Madagascar,Judicial appeals mechanism,1 Yes 0 No,0.0
MDG,Madagascar,Legal Framework unweighted average,1 Yes 0 No,0.5
MDG,Madagascar,Legislation governing access to information,1 Yes 0 No,0.0
MDG,Madagascar,Maximum total response time of no more than 40 days,1 Yes 0 No,0.0
MDG,Madagascar,Nominal fees mandated,1 Yes 0 No,0.0
MDG,Madagascar,Oral requests,1 Yes 0 No,0.0
MDG,Madagascar,Procedures for accessing information score,5 Highest 0 Lowest,0.0
MDG,Madagascar,Public Interest test ,1 Yes 0 No,0.0
MDG,Madagascar,Right to Appeal,1 Yes 0 No,0.0
MDG,Madagascar,Right to extend response time,1 Yes 0 No,0.0
MDG,Madagascar,Sanctions for failure to disclose unweighted average,1 Yes 0 No,0.0
MDG,Madagascar,Written guidelines for request of info,1 Yes 0 No,0.0
MDG,Madagascar,Written requests,1 Yes 0 No,0.0
MEX,Mexico,Administrative sanctions,1 Yes 0 No,1.0
MEX,Mexico,Annual budgets,1 Yes 0 No,1.0
MEX,Mexico,Annual chart of accounts,1 Yes 0 No,1.0
MEX,Mexico,Annual reports,1 Yes 0 No,1.0
MEX,Mexico,Appeals mechanism score,5 Highest 0 Lowest,5.0
MEX,Mexico,Appeals within public entities,1 Yes 0 No,1.0
MEX,Mexico,Clarity of Harm test,1 Fill Clarity 2 Lacks Clarity,0.0
MEX,Mexico,Clarity of Public Interest test,1 Fill Clarity 2 Lacks Clarity,0.0
MEX,Mexico,Constitutional requirement,1 Yes 0 No,1.0
MEX,Mexico,Coverage of information score,5 Highest 0 Lowest,5.0
MEX,Mexico,Criminal sanctions,1 Yes 0 No,1.0
MEX,Mexico,Deadlines for release of information score,5 Highest 0 Lowest,2.5
MEX,Mexico,Draft legal instruments,1 Yes 0 No,1.0
MEX,Mexico,Electronic requests,1 Yes 0 No,1.0
MEX,Mexico,Enacted legal instruments,1 Yes 0 No,1.0
MEX,Mexico,Enforcement mechanism score,5 Highest 0 Lowest,5.0
MEX,Mexico,Exemptions to coverage,1 Yes 0 No,1.0
MEX,Mexico,Exemptions to disclosure requirements score,5 Highest 0 Lowest,1.666666667
MEX,Mexico,Existence of legal right to access,1 Yes 0 No,1.0
MEX,Mexico,Fines,1 Yes 0 No,1.0
MEX,Mexico,FOIA contact points,1 Yes 0 No,1.0
MEX,Mexico,FOIA enforcement body,1 Yes 0 No,1.0
MEX,Mexico,Harm test,1 Yes 0 No,0.0
MEX,Mexico,Independent Nonjudicial appeals mechanism,1 Yes 0 No,1.0
MEX,Mexico,Initial response deadline of no more than 15 days,1 Yes 0 No,0.0
MEX,Mexico,Judicial appeals mechanism,1 Yes 0 No,1.0
MEX,Mexico,Legal Framework unweighted average,1 Yes 0 No,1.0
MEX,Mexico,Legislation governing access to information,1 Yes 0 No,1.0
MEX,Mexico,Maximum total response time of no more than 40 days,1 Yes 0 No,0.0
MEX,Mexico,Nominal fees mandated,1 Yes 0 No,1.0
MEX,Mexico,Oral requests,1 Yes 0 No,0.0
MEX,Mexico,Procedures for accessing information score,5 Highest 0 Lowest,3.75
MEX,Mexico,Public Interest test ,1 Yes 0 No,0.0
MEX,Mexico,Right to Appeal,1 Yes 0 No,1.0
MEX,Mexico,Right to extend response time,1 Yes 0 No,1.0
MEX,Mexico,Sanctions for failure to disclose unweighted average,1 Yes 0 No,1.0
MEX,Mexico,Written guidelines for request of info,1 Yes 0 No,1.0
MEX,Mexico,Written requests,1 Yes 0 No,1.0
MKD,"Macedonia, FYR",Administrative sanctions,1 Yes 0 No,0.0
MKD,"Macedonia, FYR",Annual budgets,1 Yes 0 No,1.0
MKD,"Macedonia, FYR",Annual chart of accounts,1 Yes 0 No,1.0
MKD,"Macedonia, FYR",Annual reports,1 Yes 0 No,1.0
MKD,"Macedonia, FYR",Appeals mechanism score,5 Highest 0 Lowest,3.333333333
MKD,"Macedonia, FYR",Appeals within public entities,1 Yes 0 No,0.0
MKD,"Macedonia, FYR",Clarity of Harm test,1 Fill Clarity 2 Lacks Clarity,1.0
MKD,"Macedonia, FYR",Clarity of Public Interest test,1 Fill Clarity 2 Lacks Clarity,1.0
MKD,"Macedonia, FYR",Constitutional requirement,1 Yes 0 No,1.0
MKD,"Macedonia, FYR",Coverage of information score,5 Highest 0 Lowest,4.0
MKD,"Macedonia, FYR",Criminal sanctions,1 Yes 0 No,0.0
MKD,"Macedonia, FYR",Deadlines for release of information score,5 Highest 0 Lowest,5.0
MKD,"Macedonia, FYR",Draft legal instruments,1 Yes 0 No,0.0
MKD,"Macedonia, FYR",Electronic requests,1 Yes 0 No,1.0
MKD,"Macedonia, FYR",Enacted legal instruments,1 Yes 0 No,1.0
MKD,"Macedonia, FYR",Enforcement mechanism score,5 Highest 0 Lowest,5.0
MKD,"Macedonia, FYR",Exemptions to coverage,1 Yes 0 No,1.0
MKD,"Macedonia, FYR",Exemptions to disclosure requirements score,5 Highest 0 Lowest,5.0
MKD,"Macedonia, FYR",Existence of legal right to access,1 Yes 0 No,1.0
MKD,"Macedonia, FYR",Fines,1 Yes 0 No,1.0
MKD,"Macedonia, FYR",FOIA contact points,1 Yes 0 No,1.0
MKD,"Macedonia, FYR",FOIA enforcement body,1 Yes 0 No,1.0
MKD,"Macedonia, FYR",Harm test,1 Yes 0 No,1.0
MKD,"Macedonia, FYR",Independent Nonjudicial appeals mechanism,1 Yes 0 No,1.0
MKD,"Macedonia, FYR",Initial response deadline of no more than 15 days,1 Yes 0 No,1.0
MKD,"Macedonia, FYR",Judicial appeals mechanism,1 Yes 0 No,1.0
MKD,"Macedonia, FYR",Legal Framework unweighted average,1 Yes 0 No,1.0
MKD,"Macedonia, FYR",Legislation governing access to information,1 Yes 0 No,1.0
MKD,"Macedonia, FYR",Maximum total response time of no more than 40 days,1 Yes 0 No,1.0
MKD,"Macedonia, FYR",Nominal fees mandated,1 Yes 0 No,1.0
MKD,"Macedonia, FYR",Oral requests,1 Yes 0 No,1.0
MKD,"Macedonia, FYR",Procedures for accessing information score,5 Highest 0 Lowest,5.0
MKD,"Macedonia, FYR",Public Interest test ,1 Yes 0 No,1.0
MKD,"Macedonia, FYR",Right to Appeal,1 Yes 0 No,1.0
MKD,"Macedonia, FYR",Right to extend response time,1 Yes 0 No,1.0
MKD,"Macedonia, FYR",Sanctions for failure to disclose unweighted average,1 Yes 0 No,0.333333333
MKD,"Macedonia, FYR",Written guidelines for request of info,1 Yes 0 No,1.0
MKD,"Macedonia, FYR",Written requests,1 Yes 0 No,1.0
MLI,Mali,Administrative sanctions,1 Yes 0 No,0.0
MLI,Mali,Annual budgets,1 Yes 0 No,1.0
MLI,Mali,Annual chart of accounts,1 Yes 0 No,0.0
MLI,Mali,Annual reports,1 Yes 0 No,0.0
MLI,Mali,Appeals mechanism score,5 Highest 0 Lowest,5.0
MLI,Mali,Appeals within public entities,1 Yes 0 No,1.0
MLI,Mali,Clarity of Harm test,1 Fill Clarity 2 Lacks Clarity,0.0
MLI,Mali,Clarity of Public Interest test,1 Fill Clarity 2 Lacks Clarity,0.0
MLI,Mali,Constitutional requirement,1 Yes 0 No,0.0
MLI,Mali,Coverage of information score,5 Highest 0 Lowest,2.0
MLI,Mali,Criminal sanctions,1 Yes 0 No,0.0
MLI,Mali,Deadlines for release of information score,5 Highest 0 Lowest,0.0
MLI,Mali,Draft legal instruments,1 Yes 0 No,0.0
MLI,Mali,Electronic requests,1 Yes 0 No,0.0
MLI,Mali,Enacted legal instruments,1 Yes 0 No,1.0
MLI,Mali,Enforcement mechanism score,5 Highest 0 Lowest,2.5
MLI,Mali,Exemptions to coverage,1 Yes 0 No,1.0
MLI,Mali,Exemptions to disclosure requirements score,5 Highest 0 Lowest,1.666666667
MLI,Mali,Existence of legal right to access,1 Yes 0 No,1.0
MLI,Mali,Fines,1 Yes 0 No,0.0
MLI,Mali,FOIA contact points,1 Yes 0 No,1.0
MLI,Mali,FOIA enforcement body,1 Yes 0 No,0.0
MLI,Mali,Harm test,1 Yes 0 No,0.0
MLI,Mali,Independent Nonjudicial appeals mechanism,1 Yes 0 No,1.0
MLI,Mali,Initial response deadline of no more than 15 days,1 Yes 0 No,0.0
MLI,Mali,Judicial appeals mechanism,1 Yes 0 No,1.0
MLI,Mali,Legal Framework unweighted average,1 Yes 0 No,0.75
MLI,Mali,Legislation governing access to information,1 Yes 0 No,1.0
MLI,Mali,Maximum total response time of no more than 40 days,1 Yes 0 No,0.0
MLI,Mali,Nominal fees mandated,1 Yes 0 No,0.0
MLI,Mali,Oral requests,1 Yes 0 No,1.0
MLI,Mali,Procedures for accessing information score,5 Highest 0 Lowest,1.25
MLI,Mali,Public Interest test ,1 Yes 0 No,0.0
MLI,Mali,Right to Appeal,1 Yes 0 No,1.0
MLI,Mali,Right to extend response time,1 Yes 0 No,0.0
MLI,Mali,Sanctions for failure to disclose unweighted average,1 Yes 0 No,0.0
MLI,Mali,Written guidelines for request of info,1 Yes 0 No,0.0
MLI,Mali,Written requests,1 Yes 0 No,0.0
MNG,Mongolia,Administrative sanctions,1 Yes 0 No,0.0
MNG,Mongolia,Annual budgets,1 Yes 0 No,0.0
MNG,Mongolia,Annual chart of accounts,1 Yes 0 No,0.0
MNG,Mongolia,Annual reports,1 Yes 0 No,0.0
MNG,Mongolia,Appeals mechanism score,5 Highest 0 Lowest,0.0
MNG,Mongolia,Appeals within public entities,1 Yes 0 No,0.0
MNG,Mongolia,Clarity of Harm test,1 Fill Clarity 2 Lacks Clarity,0.0
MNG,Mongolia,Clarity of Public Interest test,1 Fill Clarity 2 Lacks Clarity,0.0
MNG,Mongolia,Constitutional requirement,1 Yes 0 No,1.0
MNG,Mongolia,Coverage of information score,5 Highest 0 Lowest,0.0
MNG,Mongolia,Criminal sanctions,1 Yes 0 No,0.0
MNG,Mongolia,Deadlines for release of information score,5 Highest 0 Lowest,0.0
MNG,Mongolia,Draft legal instruments,1 Yes 0 No,0.0
MNG,Mongolia,Electronic requests,1 Yes 0 No,0.0
MNG,Mongolia,Enacted legal instruments,1 Yes 0 No,0.0
MNG,Mongolia,Enforcement mechanism score,5 Highest 0 Lowest,0.0
MNG,Mongolia,Exemptions to coverage,1 Yes 0 No,1.0
MNG,Mongolia,Exemptions to disclosure requirements score,5 Highest 0 Lowest,1.666666667
MNG,Mongolia,Existence of legal right to access,1 Yes 0 No,1.0
MNG,Mongolia,Fines,1 Yes 0 No,0.0
MNG,Mongolia,FOIA contact points,1 Yes 0 No,0.0
MNG,Mongolia,FOIA enforcement body,1 Yes 0 No,0.0
MNG,Mongolia,Harm test,1 Yes 0 No,0.0
MNG,Mongolia,Independent Nonjudicial appeals mechanism,1 Yes 0 No,0.0
MNG,Mongolia,Initial response deadline of no more than 15 days,1 Yes 0 No,0.0
MNG,Mongolia,Judicial appeals mechanism,1 Yes 0 No,0.0
MNG,Mongolia,Legal Framework unweighted average,1 Yes 0 No,0.5
MNG,Mongolia,Legislation governing access to information,1 Yes 0 No,0.0
MNG,Mongolia,Maximum total response time of no more than 40 days,1 Yes 0 No,0.0
MNG,Mongolia,Nominal fees mandated,1 Yes 0 No,0.0
MNG,Mongolia,Oral requests,1 Yes 0 No,0.0
MNG,Mongolia,Procedures for accessing information score,5 Highest 0 Lowest,0.0
MNG,Mongolia,Public Interest test ,1 Yes 0 No,0.0
MNG,Mongolia,Right to Appeal,1 Yes 0 No,0.0
MNG,Mongolia,Right to extend response time,1 Yes 0 No,0.0
MNG,Mongolia,Sanctions for failure to disclose unweighted average,1 Yes 0 No,0.0
MNG,Mongolia,Written guidelines for request of info,1 Yes 0 No,0.0
MNG,Mongolia,Written requests,1 Yes 0 No,0.0
MOZ,Mozambique,Administrative sanctions,1 Yes 0 No,0.0
MOZ,Mozambique,Annual budgets,1 Yes 0 No,0.0
MOZ,Mozambique,Annual chart of accounts,1 Yes 0 No,0.0
MOZ,Mozambique,Annual reports,1 Yes 0 No,0.0
MOZ,Mozambique,Appeals mechanism score,5 Highest 0 Lowest,0.0
MOZ,Mozambique,Appeals within public entities,1 Yes 0 No,0.0
MOZ,Mozambique,Clarity of Harm test,1 Fill Clarity 2 Lacks Clarity,0.0
MOZ,Mozambique,Clarity of Public Interest test,1 Fill Clarity 2 Lacks Clarity,0.0
MOZ,Mozambique,Constitutional requirement,1 Yes 0 No,1.0
MOZ,Mozambique,Coverage of information score,5 Highest 0 Lowest,1.0
MOZ,Mozambique,Criminal sanctions,1 Yes 0 No,0.0
MOZ,Mozambique,Deadlines for release of information score,5 Highest 0 Lowest,0.0
MOZ,Mozambique,Draft legal instruments,1 Yes 0 No,0.0
MOZ,Mozambique,Electronic requests,1 Yes 0 No,0.0
MOZ,Mozambique,Enacted legal instruments,1 Yes 0 No,1.0
MOZ,Mozambique,Enforcement mechanism score,5 Highest 0 Lowest,2.5
MOZ,Mozambique,Exemptions to coverage,1 Yes 0 No,1.0
MOZ,Mozambique,Exemptions to disclosure requirements score,5 Highest 0 Lowest,1.666666667
MOZ,Mozambique,Existence of legal right to access,1 Yes 0 No,1.0
MOZ,Mozambique,Fines,1 Yes 0 No,0.0
MOZ,Mozambique,FOIA contact points,1 Yes 0 No,1.0
MOZ,Mozambique,FOIA enforcement body,1 Yes 0 No,0.0
MOZ,Mozambique,Harm test,1 Yes 0 No,0.0
MOZ,Mozambique,Independent Nonjudicial appeals mechanism,1 Yes 0 No,0.0
MOZ,Mozambique,Initial response deadline of no more than 15 days,1 Yes 0 No,0.0
MOZ,Mozambique,Judicial appeals mechanism,1 Yes 0 No,0.0
MOZ,Mozambique,Legal Framework unweighted average,1 Yes 0 No,0.75
MOZ,Mozambique,Legislation governing access to information,1 Yes 0 No,1.0
MOZ,Mozambique,Maximum total response time of no more than 40 days,1 Yes 0 No,0.0
MOZ,Mozambique,Nominal fees mandated,1 Yes 0 No,0.0
MOZ,Mozambique,Oral requests,1 Yes 0 No,0.0
MOZ,Mozambique,Procedures for accessing information score,5 Highest 0 Lowest,0.0
MOZ,Mozambique,Public Interest test ,1 Yes 0 No,0.0
MOZ,Mozambique,Right to Appeal,1 Yes 0 No,0.0
MOZ,Mozambique,Right to extend response time,1 Yes 0 No,0.0
MOZ,Mozambique,Sanctions for failure to disclose unweighted average,1 Yes 0 No,0.0
MOZ,Mozambique,Written guidelines for request of info,1 Yes 0 No,0.0
MOZ,Mozambique,Written requests,1 Yes 0 No,0.0
MRT,Mauritania,Administrative sanctions,1 Yes 0 No,0.0
MRT,Mauritania,Annual budgets,1 Yes 0 No,0.0
MRT,Mauritania,Annual chart of accounts,1 Yes 0 No,0.0
MRT,Mauritania,Annual reports,1 Yes 0 No,0.0
MRT,Mauritania,Appeals mechanism score,5 Highest 0 Lowest,0.0
MRT,Mauritania,Appeals within public entities,1 Yes 0 No,0.0
MRT,Mauritania,Clarity of Harm test,1 Fill Clarity 2 Lacks Clarity,0.0
MRT,Mauritania,Clarity of Public Interest test,1 Fill Clarity 2 Lacks Clarity,0.0
MRT,Mauritania,Constitutional requirement,1 Yes 0 No,0.0
MRT,Mauritania,Coverage of information score,5 Highest 0 Lowest,0.0
MRT,Mauritania,Criminal sanctions,1 Yes 0 No,0.0
MRT,Mauritania,Deadlines for release of information score,5 Highest 0 Lowest,0.0
MRT,Mauritania,Draft legal instruments,1 Yes 0 No,0.0
MRT,Mauritania,Electronic requests,1 Yes 0 No,0.0
MRT,Mauritania,Enacted legal instruments,1 Yes 0 No,0.0
MRT,Mauritania,Enforcement mechanism score,5 Highest 0 Lowest,0.0
MRT,Mauritania,Exemptions to coverage,1 Yes 0 No,0.0
MRT,Mauritania,Exemptions to disclosure requirements score,5 Highest 0 Lowest,0.0
MRT,Mauritania,Existence of legal right to access,1 Yes 0 No,0.0
MRT,Mauritania,Fines,1 Yes 0 No,0.0
MRT,Mauritania,FOIA contact points,1 Yes 0 No,0.0
MRT,Mauritania,FOIA enforcement body,1 Yes 0 No,0.0
MRT,Mauritania,Harm test,1 Yes 0 No,0.0
MRT,Mauritania,Independent Nonjudicial appeals mechanism,1 Yes 0 No,0.0
MRT,Mauritania,Initial response deadline of no more than 15 days,1 Yes 0 No,0.0
MRT,Mauritania,Judicial appeals mechanism,1 Yes 0 No,0.0
MRT,Mauritania,Legal Framework unweighted average,1 Yes 0 No,0.0
MRT,Mauritania,Legislation governing access to information,1 Yes 0 No,0.0
MRT,Mauritania,Maximum total response time of no more than 40 days,1 Yes 0 No,0.0
MRT,Mauritania,Nominal fees mandated,1 Yes 0 No,0.0
MRT,Mauritania,Oral requests,1 Yes 0 No,0.0
MRT,Mauritania,Procedures for accessing information score,5 Highest 0 Lowest,0.0
MRT,Mauritania,Public Interest test ,1 Yes 0 No,0.0
MRT,Mauritania,Right to Appeal,1 Yes 0 No,0.0
MRT,Mauritania,Right to extend response time,1 Yes 0 No,0.0
MRT,Mauritania,Sanctions for failure to disclose unweighted average,1 Yes 0 No,0.0
MRT,Mauritania,Written guidelines for request of info,1 Yes 0 No,0.0
MRT,Mauritania,Written requests,1 Yes 0 No,0.0
MUS,Mauritius,Administrative sanctions,1 Yes 0 No,0.0
MUS,Mauritius,Annual budgets,1 Yes 0 No,0.0
MUS,Mauritius,Annual chart of accounts,1 Yes 0 No,0.0
MUS,Mauritius,Annual reports,1 Yes 0 No,0.0
MUS,Mauritius,Appeals mechanism score,5 Highest 0 Lowest,0.0
MUS,Mauritius,Appeals within public entities,1 Yes 0 No,0.0
MUS,Mauritius,Clarity of Harm test,1 Fill Clarity 2 Lacks Clarity,0.0
MUS,Mauritius,Clarity of Public Interest test,1 Fill Clarity 2 Lacks Clarity,0.0
MUS,Mauritius,Constitutional requirement,1 Yes 0 No,0.0
MUS,Mauritius,Coverage of information score,5 Highest 0 Lowest,1.0
