sousDomaine,domaine,departement,nbOffres,nbElevesAyantInteragi,nbElevesInteresses,nbCandidatures,nbConfirmes
agriculture-animauxagriculture-generalites,agriculture-animaux,77,7,11,10,5,0
logistique-transporttransport,logistique-transport,76,13,17,17,1,0
informatique-internetdeveloppement-programmation-logiciel,informatique-internet,37,59,160,85,20,0
agriculture-animauxpeche,agriculture-animaux,36,15,3,1,0,0
economie-droit-politiquedroit-public,economie-droit-politique,44,8,274,181,48,0
commerce-marketing-ventecommerce-international,commerce-marketing-vente,40,8,3,3,0,0
construction-architecture-travaux-publicsgenie-civil,construction-architecture-travaux-publics,26,11,18,11,1,0
environnement-energies-propreteenvironnement-generalites,environnement-energies-proprete,49,53,374,262,48,3
logistique-transporttransport,logistique-transport,65,6,1,1,0,0
matieres-premieres-fabrication-industriesagroalimentaire,matieres-premieres-fabrication-industries,36,37,16,4,0,0
informatique-internetsystemes-et-reseaux,informatique-internet,36,28,150,24,0,0
electricite-electronique-robotiquetelecommunications,electricite-electronique-robotique,75,3,226,226,45,3
construction-architecture-travaux-publicsgenie-civil,construction-architecture-travaux-publics,69,2,12,9,4,0
arts-culture-artisanatarts-graphiques,arts-culture-artisanat,75,159,2308,2293,445,23
informatique-internetinformatique-pour-la-recherche,informatique-internet,36,28,150,24,0,0
informatique-internetinformatique-de-gestion,informatique-internet,27,5,6,1,0,0
commerce-marketing-ventecommerce-international,commerce-marketing-vente,42,3,5,4,1,0
informatique-internetinformatique-de-gestion,informatique-internet,53,32,223,179,43,2
informatique-internetbases-de-donnees,informatique-internet,36,28,150,24,0,0
arts-culture-artisanatartisanat-dart,arts-culture-artisanat,8,1,1,1,0,0
construction-architecture-travaux-publicstravaux-publics,construction-architecture-travaux-publics,36,116,26,2,0,0
construction-architecture-travaux-publicsbureau-detudes-btp,construction-architecture-travaux-publics,36,116,26,2,0,0
construction-architecture-travaux-publicsgenie-civil-construction-generalites,construction-architecture-travaux-publics,44,91,496,372,83,3
construction-architecture-travaux-publicsmaconnerie-beton-arme,construction-architecture-travaux-publics,36,116,26,2,0,0
environnement-energies-propreteproprete,environnement-energies-proprete,50,3,6,6,0,0
construction-architecture-travaux-publicsagencement,construction-architecture-travaux-publics,36,116,26,2,0,0
agriculture-animauxdeveloppement-agricole,agriculture-animaux,63,1,3,3,0,0
informatique-internetdeveloppement-programmation-logiciel,informatique-internet,76,2,29,29,11,0
gestion-des-entreprises-comptabilitecomptabilite,gestion-des-entreprises-comptabilite,36,45,22,5,0,0
environnement-energies-propreteurbanisme,environnement-energies-proprete,6,1,10,10,4,0
commerce-marketing-ventegrande-distribution-et-petits-commerces,commerce-marketing-vente,36,72,27,7,0,0
commerce-marketing-venteachat-approvisionnement,commerce-marketing-vente,36,72,27,7,0,0
informatique-internetdeveloppement-programmation-logiciel,informatique-internet,45,61,2644,2588,590,62
arts-culture-artisanatartisanat-dart,arts-culture-artisanat,36,1,2,2,0,0
agriculture-animauxcultures,agriculture-animaux,34,3,8,7,0,0
banque-assurances-immobilierbanque,banque-assurances-immobilier,85,6,80,79,16,0
sante-social-sportsante-generalites,sante-social-sport,36,12,18,12,6,0
agriculture-animauxagriculture-generalites,agriculture-animaux,59,1,1,1,0,0
mecaniqueautomobile,mecanique,36,14,6,3,0,0
matieres-premieres-fabrication-industriesmaintenance-qualite,matieres-premieres-fabrication-industries,35,2,1,1,0,0
commerce-marketing-venteachat-approvisionnement,commerce-marketing-vente,35,3,43,37,11,0
banque-assurances-immobilierbanque,banque-assurances-immobilier,35,3,43,37,11,0
sante-social-sportmedical,sante-social-sport,95,10,2,0,0,0
environnement-energies-propreteamenagement-du-territoire,environnement-energies-proprete,18,17,3,0,0,0
logistique-transporttransport,logistique-transport,35,4,57,49,13,1
economie-droit-politiquedroit-public,economie-droit-politique,49,10,170,152,24,2
logistique-transportlogistique,logistique-transport,35,4,57,49,13,1
commerce-marketing-ventemarketing-vente,commerce-marketing-vente,53,18,181,51,12,0
agriculture-animauxforet,agriculture-animaux,34,1,1,0,0,0
logistique-transporttransport,logistique-transport,34,1,11,10,2,0
arts-culture-artisanatarts-plastiques,arts-culture-artisanat,28,8,23,17,1,0
logistique-transportlogistique,logistique-transport,34,1,11,10,2,0
information-communication-audiovisuelmultimedia,information-communication-audiovisuel,14,4,43,43,12,0
environnement-energies-propreteamenagement-paysager,environnement-energies-proprete,30,3,40,38,6,0
economie-droit-politiqueactivite-judiciaire,economie-droit-politique,85,11,50,50,11,0
scienceschimie,sciences,44,4,25,19,5,0
gestion-des-entreprises-comptabiliteressources-humaines,gestion-des-entreprises-comptabilite,34,12,35,31,4,0
logistique-transporttransport,logistique-transport,89,7,14,14,2,0
economie-droit-politiquedroit-social,economie-droit-politique,44,8,274,181,48,0
gestion-des-entreprises-comptabilitecomptabilite,gestion-des-entreprises-comptabilite,50,15,78,78,10,0
environnement-energies-propreteurbanisme,environnement-energies-proprete,69,7,252,244,73,0
agriculture-animauxelevage-aquaculture,agriculture-animaux,34,3,8,7,0,0
mecaniquemachinisme-agricole,mecanique,66,2,1,1,1,0
agriculture-animauxdeveloppement-agricole,agriculture-animaux,34,3,8,7,0,0
scienceschimie,sciences,28,2,21,19,5,0
environnement-energies-propreteenergies,environnement-energies-proprete,8,1,1,1,0,0
hotellerie-restauration-tourismetourisme,hotellerie-restauration-tourisme,8,5,2,2,0,0
agriculture-animauxpeche,agriculture-animaux,77,7,11,10,5,0
sante-social-sportsport,sante-social-sport,34,4,35,33,4,0
informatique-internetinformatique-de-gestion,informatique-internet,41,5,35,28,7,0
environnement-energies-propreteamenagement-du-territoire,environnement-energies-proprete,69,7,252,244,73,0
informatique-internetdeveloppement-programmation-logiciel,informatique-internet,69,10,330,324,77,0
agriculture-animauxagriculture-generalites,agriculture-animaux,74,1,1,1,0,0
lettres-langues-enseignementlangues,lettres-langues-enseignement,34,1,8,8,2,0
information-communication-audiovisuelcommunication,information-communication-audiovisuel,75,36,1255,1249,239,17
,informatique-internet,37,51,87,16,3,0
information-communication-audiovisuelbibliotheque-documentation,information-communication-audiovisuel,34,3,10,10,2,0
sante-social-sportsport,sante-social-sport,69,1,12,9,0,0
informatique-internetsystemes-et-reseaux,informatique-internet,34,2,23,23,4,0
sante-social-sportsante-generalites,sante-social-sport,92,41,389,377,74,2
