$Code Evamed$,$Motif de demande$,$Code CIS$,$Code CIP$,$Dénomination spécialité$,$Date avis définitif$,$ASMR$,$Valeur ASMR$,$Libellé ASMR$
$CT-13400$,$Inscription (CT)$,$67901151$,$3400934571602$,"$BENZATHINE BENZYLPENICILLINE PANPHARMA 2,4 MUI, poudre pour solution injectable (IM)$",$08/01/2014$,$ASMR$,$V$,"$Ces spécialités n’apportent pas d’amélioration du service médical rendu (ASMR V, inexistante) par rapport aux autres présentations déjà inscrites.$"
$CT-13400$,$Inscription (CT)$,$67637901$,$3400934571480$,"$BENZATHINE BENZYLPENICILLINE PANPHARMA 1,2 MUI, poudre pour solution injectable (IM)$",$08/01/2014$,$ASMR$,$V$,"$Ces spécialités n’apportent pas d’amélioration du service médical rendu (ASMR V, inexistante) par rapport aux autres présentations déjà inscrites.$"
$CT-13399$,$Inscription (CT)$,$62075255$,$3400927417528$,"$ESOMEPRAZOLE SUN 40 mg, poudre pour solution injectable ou pour perfusion$",$05/02/2014$,$ASMR$,$V$,"$Absence d’amélioration du service médical rendu (ASMR V, inexistante) par rapport à INEXIUM 40 mg, poudre pour solution injectable ou pour perfusion.$"
$CT-13397$,$Inscription (CT)$,$65765546$,$3400958579523$,"$OXYTOCINE MEDAC 5 UI/ml, solution injectable$",$08/01/2014$,$ASMR$,$V$,"$Absence d’amélioration du service médical rendu (ASMR V, inexistante) par rapport aux autres spécialités à base d’oxytocine déjà inscrites.$"
$CT-13392$,$Inscription (CT)$,$61206641$,$3400927707070$,"$SOVALDI 400 mg, comprimé pelliculé$",$14/05/2014$,$ASMR$,$III$,"$La spécialité SOVALDI, en association à l’interféron alfa pégylé et/ou à la ribavirine, apporte une amélioration du service médical rendu modérée (ASMR III) dans la prise en charge des patients adultes infectés par un VHC de génotype 3 naïfs de traitement antiviral.$"
$CT-13392$,$Inscription (CT)$,$61206641$,$3400927707070$,"$SOVALDI 400 mg, comprimé pelliculé$",$14/05/2014$,$ASMR$,$II$,"$La spécialité SOVALDI, en association à l’interféron alfa pégylé et/ou à la ribavirine, apporte une amélioration du service médical rendu importante (ASMR II) dans la prise en charge de l’ensemble des patients adultes infectés par le VHC, excepté pour les patients de génotype 3 naïfs de traitement antiviral.$"
$CT-13387$,$Inscription (CT)$,$60546502$,$3400955239499$,"$BETADINE 10 POUR CENT, gel$",$19/03/2014$,$ASMR$,$V$,"$Ces spécialités sont des compléments de gamme qui n’apportent pas d’amélioration du service médical rendu (ASMR V, inexistante) par rapport aux autres présentations déjà inscrites.$"
$CT-13387$,$Inscription (CT)$,$61548837$,$3400955238959$,"$BETADINE SCRUB 4 POUR CENT, solution pour application cutanée (moussante)$",$19/03/2014$,$ASMR$,$V$,"$Ces spécialités sont des compléments de gamme qui n’apportent pas d’amélioration du service médical rendu (ASMR V, inexistante) par rapport aux autres présentations déjà inscrites.$"
$CT-13387$,$Inscription (CT)$,$68964585$,$3400931499909$,"$BETADINE DERMIQUE 10 POUR CENT, solution pour application locale$",$19/03/2014$,$ASMR$,$V$,"$Ces spécialités sont des compléments de gamme qui n’apportent pas d’amélioration du service médical rendu (ASMR V, inexistante) par rapport aux autres présentations déjà inscrites.$"
$CT-13386$,$Modification des conditions d'inscription (CT)$,$66403621$,$3400957181857|3400957182168|3400957181918$,"$VECTIBIX 20 mg/ml, solution à diluer pour perfusion$",$03/09/2014$,$ASMR$,$V$,"$La modification de l’indication de VECTIBIX restreignant son utilisation aux patients atteints de cancer colorectal métastatique avec un statut RAS (K-RAS et N-RAS) non muté dans le cadre d’une stratégie stratifiée, n’est pas de nature à modifier les appréciations précédentes de la Commission de la transparence en l’absence de données comparatives versus les autres biothérapies indiquées chez ces patients dans les différentes lignes de traitement.££En conséquence et en l’état actuel des données, VECTIBIX n’apporte pas d’amélioration du service médicale rendu (ASMR V, inexistante) dans la prise en charge du cancer colorectal métastatique avec un statut RAS non muté (type sauvage) :££- en première ligne en association avec un protocole FOLFOX££- en seconde ligne en association avec un protocole FOLFIRI pour les patients qui ont reçu en première ligne un protocole de chimiothérapie à base de fluoropyrimidine (excluant l’irinotécan)££- en monothérapie après échec des protocoles de chimiothérapie à base de fluoropyrimidine, oxaliplatine et irinotécan.$"
$CT-13385$,$Extension d'indication$,$61550884$,$3400956048205$,"$MERONEM 500 mg, poudre pour solution injectable ou pour perfusion$",$03/02/2016$,$ASMR$,$V$,"$En l’absence de démonstration d’une supériorité du méropénème par rapport aux autres  carbapénèmes, les spécialités MERONEM n’apportent pas d’amélioration du service médical rendu (ASMR V) dans la prise en charge de ces indications par rapport aux autres carbapénèmes.$"
$CT-13383$,$Inscription (CT)$,$69439245$,$3400958579462$,"$DEFITELIO 80 mg/ml, solution concentrée à diluer pour perfusion$",$09/07/2014$,$ASMR$,$IV$,"$Au vu des données disponibles qui sont d’un faible niveau de preuve alors qu’il existe des schémas d’études ne nécessitant que peu de patients, en raison de la gravité de la maladie et de l’absence d’alternative, la Commission considère que DEFITELIO, apporte une amélioration du service médical rendu mineure (ASMR IV) dans la stratégie thérapeutique du traitement de la MVO hépatique sévère post-TCSH.$"
$CT-13377$,$Inscription (CT)$,$68293517$,$3400927564819|3400927564987$,"$EPIPEN 0,30 mg/0,3 ml, solution injectable en stylo pré-rempli$",$08/01/2014$,$ASMR$,$V$,"$Cette spécialité n’apporte pas d’amélioration du service médical rendu (ASMR V, inexistante) par rapport aux spécialités JEXT et ANAPEN.$"
$CT-13377$,$Inscription (CT)$,$61846627$,$3400927564697|3400927564758$,"$EPIPEN 0,15 mg/0,3 ml, solution injectable en stylo pré-rempli$",$08/01/2014$,$ASMR$,$V$,"$Cette spécialité n’apporte pas d’amélioration du service médical rendu (ASMR V, inexistante) par rapport aux spécialités JEXT et ANAPEN.$"
$CT-13375$,$Inscription (CT)$,$62434676$,$3400921751987$,"$EURARTESIM 320 mg/40 mg, comprimé pelliculé$",$19/02/2014$,$ASMR$,$IV$,"$Compte tenu de son efficacité dans le traitement de l’accès palustre simple, notamment en cas de souches multirésistantes et d’un moindre risque de développement de résistance avec les combinaisons à base de dérivés d’artémisinine par rapport aux monothérapies classiques en particulier chez l’enfant et en zone d’endémie palustre (notamment en Guyane et Mayotte), la spécialité EURARTESIM, au même titre que la spécialité RIAMET, apporte une Amélioration de Service Médical Rendu mineure (ASMR IV) dans la prise en charge de l’accès palustre non compliqué à Plasmodium falciparum.$"
$CT-13374$,$Inscription (CT)$,$67513540$,$3400927371189|3400927371301|3400927371240$,"$LEPONEX 25 mg, comprimé sécable$",$18/12/2013$,$ASMR$,$V$,"$Ces spécialités sont des compléments de gamme qui n’apportent pas d’amélioration du service médical rendu (ASMR V, inexistante) par rapport aux autres présentations déjà inscrites.$"
$CT-13374$,$Inscription (CT)$,$62552920$,$3400927371998|3400927372070$,"$LEPONEX 100 mg, comprimé sécable$",$18/12/2013$,$ASMR$,$V$,"$Ces spécialités sont des compléments de gamme qui n’apportent pas d’amélioration du service médical rendu (ASMR V, inexistante) par rapport aux autres présentations déjà inscrites.$"
$CT-13369$,$Inscription (CT)$,$65765012$,$3400926886158$,"$PARACETAMOL GNR 500 mg, comprimé effervescent$",$08/01/2014$,$ASMR$,$V$,"$Absence d’amélioration du service médical rendu (ASMR V, inexistante).$"
$CT-13369$,$Inscription (CT)$,$66125677$,$3400926886448$,"$PARACETAMOL GNR 1 g, comprimé effervescent sécable$",$08/01/2014$,$ASMR$,$V$,"$Absence d’amélioration du service médical rendu (ASMR V, inexistante).$"
$CT-13367$,$Inscription (CT)$,$68514289$,$3400957896300$,"$REMIFENTANIL B BRAUN 1 mg, poudre pour solution à diluer pour solution injectable/pour perfusion$",$08/01/2014$,$ASMR$,$V$,"$Absence d’amélioration du service médical rendu (ASMR V, inexistante) par rapport à ULTIVA 1 mg, 2 mg et 5 mg, poudre pour solution injectable  pour perfusion.$"
$CT-13367$,$Inscription (CT)$,$61889692$,$3400957899899$,"$REMIFENTANIL B BRAUN 5 mg, poudre pour solution à diluer pour solution injectable/pour perfusion$",$08/01/2014$,$ASMR$,$V$,"$Absence d’amélioration du service médical rendu (ASMR V, inexistante) par rapport à ULTIVA 1 mg, 2 mg et 5 mg, poudre pour solution injectable  pour perfusion.$"
$CT-13367$,$Inscription (CT)$,$66562748$,$3400957899370$,"$REMIFENTANIL B BRAUN 2 mg, poudre pour solution à diluer pour solution injectable/pour perfusion$",$08/01/2014$,$ASMR$,$V$,"$Absence d’amélioration du service médical rendu (ASMR V, inexistante) par rapport à ULTIVA 1 mg, 2 mg et 5 mg, poudre pour solution injectable  pour perfusion.$"
$CT-13366$,$Inscription (CT)$,$60647444$,$3400958573897$,"$LIDOCAINE/PRILOCAINE AGUETTANT 5 %, pansement adhésif cutané$",$18/12/2013$,$ASMR$,$V$,"$Absence d’amélioration du service médical rendu (ASMR V, inexistante) par rapport à EMLAPATCH 5 POUR CENT, pansement adhésif cutané.$"
$CT-13365$,$Inscription (CT)$,$66121209$,$3400936771406|3400936772175|3400936772007|3400936771635|3400936771574$,"$EXTRANEAL, solution pour dialyse péritonéale$",$18/12/2013$,$ASMR$,$V$,"$Ces spécialités n’apportent pas d’amélioration du service médical rendu (ASMR V, inexistante) par rapport aux spécialités déjà inscrites.$"
$CT-13363$,$Inscription (CT)$,$62712079$,$3400958557699$,"$HERCEPTIN 600 mg/5 ml, solution injectable$",$02/04/2014$,$ASMR$,$V$,"$La nouvelle formulation sous-cutanée d’HERCEPTIN est un complément de gamme de la formulation intraveineuse d’HERCEPTIN actuellement disponible.££En conséquence, HERCEPTIN, par voie sous-cutanée n’apporte pas d’amélioration du service médical rendu par rapport à HERCEPTIN par voie intraveineuse (ASMR V, inexistante).$"
$CT-13361$,$Extension d'indication$,$61415541$,$3400921787597$,"$ILARIS 150 mg, poudre et solvant pour solution injectable$",$23/04/2014$,$ASMR$,$IV$,"$En raison du besoin thérapeutique pour le traitement des crises chez les patients atteints de goutte en échec des traitements par AINS et colchicine et ne pouvant recevoir des corticoïdes, ainsi que de la probable efficacité du canakinumab chez ces patients mais du faible niveau de preuve des données disponibles (analyse post-hoc en sous-groupe) et des possibles effets indésirables, la Commission de la transparence considère qu’ILARIS apporte une amélioration du service médical rendu mineure (ASMR IV) dans la prise en charge des crises d’arthrite goutteuse dans une population limitée aux seuls patients ayant des crises de goutte fréquentes en échec des traitements par AINS, colchicine et corticoïdes ou ne pouvant les recevoir.$"
$CT-13361$,$Extension d'indication$,$66684652$,$3400939745763$,"$ILARIS 150 mg, poudre pour solution injectable$",$23/04/2014$,$ASMR$,$IV$,"$En raison du besoin thérapeutique pour le traitement des crises chez les patients atteints de goutte en échec des traitements par AINS et colchicine et ne pouvant recevoir des corticoïdes, ainsi que de la probable efficacité du canakinumab chez ces patients mais du faible niveau de preuve des données disponibles (analyse post-hoc en sous-groupe) et des possibles effets indésirables, la Commission de la transparence considère qu’ILARIS apporte une amélioration du service médical rendu mineure (ASMR IV) dans la prise en charge des crises d’arthrite goutteuse dans une population limitée aux seuls patients ayant des crises de goutte fréquentes en échec des traitements par AINS, colchicine et corticoïdes ou ne pouvant les recevoir.$"
$CT-13360$,$Extension d'indication$,$61415541$,$3400921787597$,"$ILARIS 150 mg, poudre et solvant pour solution injectable$",$19/03/2014$,$ASMR$,$III$,"$Comme ROACTEMRA (tocilizumab), ILARIS (canakinumab) apporte une amélioration du service médical rendu modérée (ASMR III) dans la prise en charge des patients âgés de 2 ans et plus atteints d’arthrite juvénile idiopathique systémique active, qui ont eu une réponse inadéquate à un précédent traitement par AINS et corticoïdes systémiques.$"
$CT-13360$,$Extension d'indication$,$66684652$,$3400939745763$,"$ILARIS 150 mg, poudre pour solution injectable$",$19/03/2014$,$ASMR$,$III$,"$Comme ROACTEMRA (tocilizumab), ILARIS (canakinumab) apporte une amélioration du service médical rendu modérée (ASMR III) dans la prise en charge des patients âgés de 2 ans et plus atteints d’arthrite juvénile idiopathique systémique active, qui ont eu une réponse inadéquate à un précédent traitement par AINS et corticoïdes systémiques.$"
$CT-13349$,$Inscription (CT)$,$67456363$,$3400926649807|3400926649975$,"$FORXIGA 10 mg, comprimé pelliculé$",$23/04/2014$,$ASMR$,$V$,"$Dans les indications en bithérapie, en association à la metformine ou à un sulfamide et trithérapie, en association à l’insuline et à la metformine :££Compte tenu du contrôle glycémique très modeste observé par rapport au placebo, des doutes sur le profil de tolérance notamment infectieux, cardiovasculaire et carcinogène, et de la difficulté à définir une place dans la stratégie thérapeutique, la Commission ne peut reconnaitre un progrès pour FORXIGA.££Aussi, la Commission de la transparence considère que FORXIGA n’apporte pas d’amélioration du service médical rendu (ASMR V, inexistante) dans la prise en charge des patients diabétiques de type 2 en bithérapie orale, en association à la metformine ou à un sulfamide et en trithérapie, en association à l’insuline et à la metformine.$"
$CT-13348$,$Réévaluation SMR et ASMR$,$65039855$,$3400941716782$,"$TROBALT 200 mg, comprimé pelliculé$",$02/04/2014$,$ASMR$,$V$,"$Les spécialités TROBALT en association à d’autres anti-épileptiques n’apportent pas d’amélioration du service médical rendu (ASMR V, inexistante) dans la stratégie thérapeutique de l’épilepsie partielle avec ou sans crises secondairement généralisées chez les patients épileptiques âgés de 18 ans et plus lorsque les autres associations médicamenteuses appropriées se sont révélées inadéquates ou n’ont pas été tolérées.$"
$CT-13348$,$Réévaluation SMR et ASMR$,$69285352$,$3400941716843$,"$TROBALT 300 mg, comprimé pelliculé$",$02/04/2014$,$ASMR$,$V$,"$Les spécialités TROBALT en association à d’autres anti-épileptiques n’apportent pas d’amélioration du service médical rendu (ASMR V, inexistante) dans la stratégie thérapeutique de l’épilepsie partielle avec ou sans crises secondairement généralisées chez les patients épileptiques âgés de 18 ans et plus lorsque les autres associations médicamenteuses appropriées se sont révélées inadéquates ou n’ont pas été tolérées.$"
$CT-13348$,$Réévaluation SMR et ASMR$,$68787590$,$3400941717093$,"$TROBALT 50 mg et 100 mg, comprimé pelliculé, étui d'instauration de traitement$",$02/04/2014$,$ASMR$,$V$,"$Les spécialités TROBALT en association à d’autres anti-épileptiques n’apportent pas d’amélioration du service médical rendu (ASMR V, inexistante) dans la stratégie thérapeutique de l’épilepsie partielle avec ou sans crises secondairement généralisées chez les patients épileptiques âgés de 18 ans et plus lorsque les autres associations médicamenteuses appropriées se sont révélées inadéquates ou n’ont pas été tolérées.$"
$CT-13348$,$Réévaluation SMR et ASMR$,$67559573$,$3400941716324|3400941716492$,"$TROBALT 50 mg, comprimé pelliculé$",$02/04/2014$,$ASMR$,$V$,"$Les spécialités TROBALT en association à d’autres anti-épileptiques n’apportent pas d’amélioration du service médical rendu (ASMR V, inexistante) dans la stratégie thérapeutique de l’épilepsie partielle avec ou sans crises secondairement généralisées chez les patients épileptiques âgés de 18 ans et plus lorsque les autres associations médicamenteuses appropriées se sont révélées inadéquates ou n’ont pas été tolérées.$"
$CT-13348$,$Réévaluation SMR et ASMR$,$66263176$,$3400941716553|3400941716614$,"$TROBALT 100 mg, comprimé pelliculé$",$02/04/2014$,$ASMR$,$V$,"$Les spécialités TROBALT en association à d’autres anti-épileptiques n’apportent pas d’amélioration du service médical rendu (ASMR V, inexistante) dans la stratégie thérapeutique de l’épilepsie partielle avec ou sans crises secondairement généralisées chez les patients épileptiques âgés de 18 ans et plus lorsque les autres associations médicamenteuses appropriées se sont révélées inadéquates ou n’ont pas été tolérées.$"
$CT-13348$,$Réévaluation SMR et ASMR$,$65572885$,$3400941716904$,"$TROBALT 400 mg, comprimé pelliculé$",$02/04/2014$,$ASMR$,$V$,"$Les spécialités TROBALT en association à d’autres anti-épileptiques n’apportent pas d’amélioration du service médical rendu (ASMR V, inexistante) dans la stratégie thérapeutique de l’épilepsie partielle avec ou sans crises secondairement généralisées chez les patients épileptiques âgés de 18 ans et plus lorsque les autres associations médicamenteuses appropriées se sont révélées inadéquates ou n’ont pas été tolérées.$"
$CT-13345$,$Inscription (CT)$,$69153863$,$3400958550256$,"$OCTREOTIDE KABI 50 microgrammes/1 mL, solution injectable$",$22/01/2014$,$ASMR$,$V$,"$Absence d’amélioration du service médical rendu (ASMR V, inexistante) par rapport aux autres spécialités à base d’octréotide déjà inscrites.$"
$CT-13345$,$Inscription (CT)$,$65135647$,$3400958550546$,"$OCTREOTIDE KABI 100 microgrammes/1 mL, solution injectable$",$22/01/2014$,$ASMR$,$V$,"$Absence d’amélioration du service médical rendu (ASMR V, inexistante) par rapport aux autres spécialités à base d’octréotide déjà inscrites.$"
$CT-13345$,$Inscription (CT)$,$64917677$,$3400958550836$,"$OCTREOTIDE KABI 500 microgrammes/1 mL, solution injectable$",$22/01/2014$,$ASMR$,$V$,"$Absence d’amélioration du service médical rendu (ASMR V, inexistante) par rapport aux autres spécialités à base d’octréotide déjà inscrites.$"
$CT-13341$,$Inscription (CT)$,$66294104$,$3400927419188$,"$PHEBURANE 483 mg/g, granules$",$22/01/2014$,$ASMR$,$IV$,"$PHEBURANE apporte une amélioration du service médical rendu mineure (ASMR IV) par rapport à AMMONAPS, dans la prise en charge au long cours, en traitement adjuvant des désordres du cycle de l'urée impliquant les déficits en carbamylphosphate synthétase, ornithine transcarbamylase ou argininosuccinate synthétase.$"
$CT-13339$,$Inscription (CT)$,$62882708$,$3400941689086$,"$ORPHACOL 250 mg, gélule$",$19/02/2014$,$ASMR$,$I$,"$En l’absence d’alternative thérapeutique, autre que le recours à la greffe hépatique, pour ces déficits héréditaires à l’évolution létale dans les premières années en l’absence de traitement, la Commission de la transparence considère que les spécialités ORPHACOL apportent une amélioration du service médical rendu majeure (ASMR I) dans la stratégie thérapeutique.$"
$CT-13339$,$Inscription (CT)$,$63316225$,$3400941688607|3400941688775$,"$ORPHACOL 50 mg, gélule$",$19/02/2014$,$ASMR$,$I$,"$En l’absence d’alternative thérapeutique, autre que le recours à la greffe hépatique, pour ces déficits héréditaires à l’évolution létale dans les premières années en l’absence de traitement, la Commission de la transparence considère que les spécialités ORPHACOL apportent une amélioration du service médical rendu majeure (ASMR I) dans la stratégie thérapeutique.$"
$CT-13336$,$Inscription (CT)$,$60830011$,$3400927563119$,"$DYMISTA 137 microgrammes/50 microgrammes, suspension pour pulvérisation nasale$",$05/02/2014$,$ASMR$,$V$,"$DYMISTA 137 µg/50 µg, suspension pour pulvérisation nasale, n’apporte pas d’amélioration du service médical rendu (ASMR V, inexistante) par rapport à la prise concomitante d’un antihistaminique H1 et d’un corticoïde intranasal.$"
$CT-13332$,$Inscription (CT)$,$65086919$,$3400927552403|3400927552632|3400927552571$,"$OMNITROPE 5 mg/1,5 ml, solution injectable$",$22/01/2014$,$ASMR$,$V$,"$Ces spécialités sont des compléments de gamme qui n’apportent pas d’amélioration du service médical rendu (ASMR V, inexistante) par rapport aux autres présentations déjà inscrites.$"
$CT-13332$,$Inscription (CT)$,$64316662$,$3400927552861|3400927553004|3400927552922$,"$OMNITROPE 10 mg/1,5 ml, solution injectable$",$22/01/2014$,$ASMR$,$V$,"$Ces spécialités sont des compléments de gamme qui n’apportent pas d’amélioration du service médical rendu (ASMR V, inexistante) par rapport aux autres présentations déjà inscrites.$"
$CT-13331$,$Extension d'indication$,$61846118$,$3400957459635$,"$BERINERT 500 UI, poudre et solvant pour solution injectable/perfusion$",$19/02/2014$,$ASMR$,$V$,"$Dans la stratégie de prévention à court terme des poussées aiguës d’AOH avant une intervention chirurgicales bénigne, BERINERT n’apporte pas d’amélioration du Service Médical Rendu (ASMR V, inexistante) par rapport aux traitements déjà disponibles.$"
$CT-13327$,$Modification des conditions d'inscription (CT)$,$60130062$,$3400938121124$,"$FORMODUAL 100/6 microgrammes/dose, solution pour inhalation en flacon pressurisé$",$14/05/2014$,$ASMR$,$V$,"$INNOVAIR/FORMODUAL 100/6 µg par dose utilisé en traitement de secours pour soulager les symptômes d’asthme en cas de besoin en complément du traitement continu de fond de l’asthme persistant modéré à sévère, n’apporte pas d’amélioration du service médical rendu (ASMR V) dans la prise charge habituelle de l’asthme.$"
$CT-13327$,$Modification des conditions d'inscription (CT)$,$60701778$,$3400938141283$,"$INNOVAIR 100/6 microgrammes/dose, solution pour inhalation en flacon pressurisé$",$14/05/2014$,$ASMR$,$V$,"$INNOVAIR/FORMODUAL 100/6 µg par dose utilisé en traitement de secours pour soulager les symptômes d’asthme en cas de besoin en complément du traitement continu de fond de l’asthme persistant modéré à sévère, n’apporte pas d’amélioration du service médical rendu (ASMR V) dans la prise charge habituelle de l’asthme.$"
$CT-13326$,$Inscription (CT)$,$68364569$,$3400927592492$,"$DEXTROMETHORPHANE LABORATOIRE UNITHER 15 mg/5 ml, solution buvable en sachet édulcorée à la saccharine sodique$",$18/12/2013$,$ASMR$,$V$,"$DEXTROMETHORPHANE UNISTICK 15 mg/5 ml et DEXTROMETHORPHANE LABORATOIRE UNITHER 15 mg/5 ml n’apportent pas d’amélioration du service médical rendu (ASMR V, inexistante) par rapport aux autres spécialités à base de dextrométhorphane sous forme buvable.$"
$CT-13326$,$Inscription (CT)$,$69949052$,$3400927592614$,"$DEXTROMETHORPHANE UNISTICK 15 mg/5 ml, solution buvable en sachet édulcorée à la saccharine sodique$",$18/12/2013$,$ASMR$,$V$,"$DEXTROMETHORPHANE UNISTICK 15 mg/5 ml et DEXTROMETHORPHANE LABORATOIRE UNITHER 15 mg/5 ml n’apportent pas d’amélioration du service médical rendu (ASMR V, inexistante) par rapport aux autres spécialités à base de dextrométhorphane sous forme buvable.$"
$CT-13325$,$Inscription (CT)$,$64603331$,$3400939314204|3400939314433$,"$TARKA LP 240 mg/2 mg, comprimé pelliculé à libération prolongée$",$08/01/2014$,$ASMR$,$V$,"$Ces spécialités sont des compléments de gamme qui n’apportent pas d’amélioration du service médical rendu (ASMR V, inexistante) par rapport aux autres présentations déjà inscrites (TARKA 180 mg/ 2 mg, boîtes de 28, 30, 84 et 90 comprimés).$"
$CT-13325$,$Inscription (CT)$,$60516982$,$3400939316963|3400939317106$,"$TARKA LP 240 mg/4 mg, comprimé pelliculé à libération prolongée$",$08/01/2014$,$ASMR$,$V$,"$Ces spécialités sont des compléments de gamme qui n’apportent pas d’amélioration du service médical rendu (ASMR V, inexistante) par rapport aux autres présentations déjà inscrites (TARKA 180 mg/ 2 mg, boîtes de 28, 30, 84 et 90 comprimés).$"
$CT-13324$,$Inscription (CT)$,$63069892$,$3400958564093$,"$PARACETAMOL PANPHARMA 10 mg/ml, solution pour perfusion$",$19/03/2014$,$ASMR$,$V$,"$Cette spécialité est un complément de gamme qui n’apporte pas d’amélioration du service médical rendu (ASMR V, inexistante) par rapport aux présentations déjà inscrites.$"
$CT-13323$,$Inscription (CT)$,$69501597$,$3400958571947$,"$CEFUROXIME PANPHARMA 1,5 g, poudre pour solution pour perfusion$",$18/12/2013$,$ASMR$,$V$,"$Cette spécialité est un complément de gamme qui n’apporte pas d’amélioration du service médical rendu (ASMR V, inexistante) par rapport aux spécialités déjà inscrites.$"
$CT-13317$,$Inscription (CT)$,$66661714$,$3400927576584$,$CIMZIA 200 mg solution pour injection$,$18/12/2013$,$ASMR$,$V$,"$Cette spécialité est un complément de gamme qui n’apporte pas d’amélioration du service médical rendu (ASMR V, inexistante) par rapport à la présentation déjà inscrite.$"
$CT-13313$,$Inscription (CT)$,$61710470$,$3400957923136$,"$AMIKACINE B. BRAUN 2,5 mg/ml, solution pour perfusion$",$05/02/2014$,$ASMR$,$V$,"$Ces spécialités n’apportent pas d’amélioration du service médical rendu (ASMR V, inexistante) par rapport aux autres spécialités à base d’amikacine administrées par voie parentérale.$"
$CT-13313$,$Inscription (CT)$,$67126682$,$3400957953522$,"$AMIKACINE B. BRAUN 10 mg/ml, solution pour perfusion$",$05/02/2014$,$ASMR$,$V$,"$Ces spécialités n’apportent pas d’amélioration du service médical rendu (ASMR V, inexistante) par rapport aux autres spécialités à base d’amikacine administrées par voie parentérale.$"
$CT-13313$,$Inscription (CT)$,$67642154$,$3400957952921$,"$AMIKACINE B. BRAUN 5 mg/ml, solution pour perfusion$",$05/02/2014$,$ASMR$,$V$,"$Ces spécialités n’apportent pas d’amélioration du service médical rendu (ASMR V, inexistante) par rapport aux autres spécialités à base d’amikacine administrées par voie parentérale.$"
$CT-13312$,$Réévaluation SMR et ASMR$,$65592934$,$3400958087585$,"$BENLYSTA 120 mg, poudre pour solution à diluer pour perfusion$",$25/06/2014$,$ASMR$,$IV$,"$Compte tenu d’une efficacité modeste, de l’absence de données dans les formes sévères d’atteinte rénale et neurologique et des incertitudes sur la tolérance à long terme, l’amélioration du service médical rendu de BENLYSTA, en association au traitement habituel reste mineure (ASMR IV) dans la prise en charge des patients adultes atteints de lupus systémique actif avec présence d’auto-anticorps et activité de la maladie élevée malgré un traitement par antimalariques de synthèse, AINS, corticoïdes et immunosuppresseurs.$"
$CT-13312$,$Réévaluation SMR et ASMR$,$65600733$,$3400958087646$,"$BENLYSTA 400 mg, poudre pour solution à diluer pour perfusion$",$25/06/2014$,$ASMR$,$IV$,"$Compte tenu d’une efficacité modeste, de l’absence de données dans les formes sévères d’atteinte rénale et neurologique et des incertitudes sur la tolérance à long terme, l’amélioration du service médical rendu de BENLYSTA, en association au traitement habituel reste mineure (ASMR IV) dans la prise en charge des patients adultes atteints de lupus systémique actif avec présence d’auto-anticorps et activité de la maladie élevée malgré un traitement par antimalariques de synthèse, AINS, corticoïdes et immunosuppresseurs.$"
$CT-13311$,$Inscription (CT)$,$62534114$,$3400927568312$,"$SIMPONI 100 mg, solution injectable en stylo prérempli$",$19/02/2014$,$ASMR$,$V$,"$Ces spécialités sont des compléments de gamme qui n’apportent pas d’amélioration du service médical rendu (ASMR V, inexistante) par rapport aux autres présentations déjà inscrites.$"
$CT-13311$,$Inscription (CT)$,$67700426$,$3400927568480$,"$SIMPONI 100 mg, solution injectable en seringue préremplie$",$19/02/2014$,$ASMR$,$V$,"$Ces spécialités sont des compléments de gamme qui n’apportent pas d’amélioration du service médical rendu (ASMR V, inexistante) par rapport aux autres présentations déjà inscrites.$"
$CT-13310$,$Extension d'indication$,$60035714$,$3400939730974$,"$SIMPONI 50 mg, solution injectable en seringue préremplie$",$19/02/2014$,$ASMR$,$V$,"$SIMPONI (golimumab) n’apporte pas d’amélioration du service médical rendu (ASMR V, inexistante) dans le traitement de la RCH active, modérée à sévère aux traitements conventionnels.$"
$CT-13310$,$Extension d'indication$,$62222050$,$3400939730745$,"$SIMPONI 50 mg, solution injectable en stylo pré-rempli$",$19/02/2014$,$ASMR$,$V$,"$SIMPONI (golimumab) n’apporte pas d’amélioration du service médical rendu (ASMR V, inexistante) dans le traitement de la RCH active, modérée à sévère aux traitements conventionnels.$"
$CT-13309$,$Inscription (CT)$,$62237910$,$3400927428692$,"$ALEVETABS 220 mg, comprimé pelliculé$",$18/12/2013$,$ASMR$,$V$,"$Cette spécialité est un complément de gamme qui n’apporte pas d’amélioration du service médical rendu (ASMR V, inexistante) par rapport à la spécialité déjà inscrite.$"
$CT-13305$,$Extension d'indication$,$66863107$,$3400955048053$,"$CERUBIDINE 20 mg, poudre pour solution pour perfusion$",$02/04/2014$,$ASMR$,$V$,"$La CERUBIDINE 20 mg n’apporte pas d’amélioration du service médical rendu (ASMR V, inexistante) dans la prise en charge des leucémies aigües lymphoblastiques et myéloblastiques de l’enfant.$"
$CT-13297$,$Inscription (CT)$,$64199180$,$3400938711325$,$TADIM 1 million d'unités internationales (UI) poudre pour solution pour inhalation par nébuliseur$,$18/12/2013$,$ASMR$,$V$,"$TADIM n’apporte pas d’amélioration du service médical rendu (ASMR V, inexistante) par rapport à COLIMYCINE 1 MUI, solution pour inhalation par nébuliseur.$"
