siret,enseigne,addresse,code_postal,ville,site_web,site_web_vente_en_ligne,compte_facebook,email_contact_client,tel_contact_client,description_commerce,emporter,emporter_horaire_covid,emporter_lundi,lundi_horaire_debut_1,lundi_horaire_fin_1,lundi_horaire_debut_2,lundi_horaire_fin_2,emporter_mardi,mardi_horaire_debut_1,mardi_horaire_fin_1,mardi_horaire_debut_2,mardi_horaire_fin_2,emporter_mercredi,mercredi_horaire_debut_1,mercredi_horaire_fin_1,mercredi_horaire_debut_2,mercredi_horaire_fin_2,emporter_jeudi,jeudi_horaire_debut_1,jeudi_horaire_fin_1,jeudi_horaire_debut_2,jeudi_horaire_fin_2,emporter_vendredi,vendredi_horaire_debut_1,vendredi_horaire_fin_1,vendredi_horaire_debut_2,vendredi_horaire_fin_2,emporter_samedi,samedi_horaire_debut_1,samedi_horaire_fin_1,samedi_horaire_debut_2,samedi_horaire_fin_2,emporter_dimanche,dimanche_horaire_debut_1,dimanche_horaire_fin_1,dimanche_horaire_debut_2,dimanche_horaire_fin_2,livraison,conditions_de_livraison,lundi_plage_1,lundi_plage_2,mardi_plage_1,mardi_plage_2,mercredi_plage_1,mercredi_plage_2,jeudi_plage_1,jeudi_plage_2,vendredi_plage_1,vendredi_plage_2,samedi_plage_1,samedi_plage_2,dimanche_plage_1,dimanche_plage_2,activiteprincipaleetablissement,geolocetablissement,activite_specifique,activite
41135587800017,LA BERGERIE,Halles Châtelet,45000,Orléans,,,https://www.facebook.com/sylvie.chevalier.180,,02 38 62 52 20,"Fromagerie, cremerie spécialisée dans les fromages lait crus afinés . Horaires détaillés par téléphone.",Oui,,Non,,,,,Oui,08:30,19:00,,,Oui,08:30,19:00,,,Oui,08:30,19:00,,,Oui,08:30,19:00,,,Oui,08:30,19:00,,,Oui,08:30,12:30,,,Oui,Livraison gratuite commune avec les autres commerçants des Halles Chatelet,,,08:30 > 19:00,,08:30 > 19:00,,08:30 > 19:00,,08:30 > 19:00,,08:30 > 19:00,,08:30 > 12:30,,47.29Z,"47.897986,1.908971",Fromagerie,"Boucherie, charcuterie, produits traiteurs et fromages"
41006049500018,AU PETIT MAGASIN BLEU,69 Rue du Faubourg Bannier,45000,Orléans,https://www.magbleu.com/,https://www.magbleu.com/,https://www.facebook.com/Au-Petit-Magasin-Bleu-181706491861037/?ref=br_rs,magbleu.magasinbleu@gmail.com,02 38 62 49 73,"Votre magasin traditionnel de jouets et de trains électriques. Conseils et services à votre disposition. Horaires en fonction du contexte, n'hésitez à m'appeler !",Oui,,Non,,,,,Oui,09:30,19:00,,,Oui,09:30,19:00,,,Oui,09:30,19:00,,,Oui,09:30,19:00,,,Oui,09:30,19:00,,,Non,,,,,Oui,"Livraison gratuite au dessus de 150 € en dessous, envoi des commandes par Colissimo : frais 12 €",,,09:30 > 19:00,,09:30 > 19:00,,09:30 > 19:00,,09:30 > 19:00,,09:30 > 19:00,,,,,,Jouets et jeux,Jouets et jeux
39300243440002,CAFES JEANNE D'ARC - REPUBLIQUE,7 Rue de la République,45000,Orléans,,,https://www.facebook.com/Les-Thes-et-Cafes-dOrleans,courrier@lescafesjeannedarc.fr,02 38 53 33 50,"Les Cafés Jeanne d'Arc c'est l'histoire d'une famille et d'une occasion. 
Une famille 0rléanaise qui torréfie depuis plus d'un siècle, avec le même soin et le même procédé les cafés fins du monde entier. 
Une famille qui sélectionne avec amour des thés de grandes origines, et qui créée ses propres saveurs . 
Une passion et un savoir faire qui se transmettent de père en fils depuis 5 générations. 
Bienvenue dans la grande tradition des Cafés Jeanne d'Arc.",Oui,,Oui,09:00,15:00,,,Oui,09:00,15:00,,,Oui,09:00,15:00,,,Oui,09:00,15:00,,,Oui,09:00,15:00,,,Oui,09:00,18:00,,,Non,,,,,Oui,"Livraison à domicile du Mardi au Samedi . 
Livraison offerte dans l'agglomération  pour toute commande supérieur à 15 euros, une participation de 3 euros vous sera demandée pour toute commande d'un montant inférieur.
Pour toutes les personnes résidants en dehors de l'agglomération, l'envoi postal de votre commande vous est  offert pour toute commande d'un montant minimal de 50 euros . ( En dessous de cette somme,  une participation de 5.5 euros vous sera demandée.)",09:00 > 15:00,,09:00 > 15:00,,09:00 > 15:00,,09:00 > 15:00,,09:00 > 15:00,,09:00 > 18:00,,,,,,Thés et cafés,"Epicerie fine et du monde, thés et cafés"
30009501500032,STUDIO 16,16 Place du martroi,45000,Orléans,,https://pay.mytrivec.com/restaurant/5795/7713761263617,https://www.facebook.com/studio16officiel,cyrilstudio16@gmail.com,02 38 71 61 58,"brasserie traditionnelle, n'utilisant que des produits frais et une carte 100% maison.",Oui,,Oui,11:30,22:00,,,Oui,11:30,22:00,,,Oui,11:30,22:00,,,Oui,11:30,22:00,,,Oui,11:30,22:00,,,Oui,11:30,22:00,,,Oui,11:30,22:00,,,Oui,via la plateforme uber eats,11:30 > 22:00,,11:30 > 22:00,,11:30 > 22:00,,11:30 > 22:00,,11:30 > 22:00,,11:30 > 22:00,,11:30 > 22:00,,56.10A,"47.902803,1.904355",Restauration traditionnelle,Restauration traditionnelle et rapide
43225382100024,Bijouterie INFLUENCES,9 rue Louis Roguet,45000,Orléans,https://www.bijouterie-influences.com/,https://www.bijouterie-influences.com/,https://www.facebook.com/bijoux.fantaisie.influences,contact@bijouterie-influences.com,02 38 42 03 04,"En 1992, nous créons un atelier de bijouterie rue du poirier à Orléans : CREATOR. Huit ans plus tard, nous déplaçons l’atelier au 295 rue de Bourgogne. L’atelier se trouve désormais en étages et nous ouvrons une boutique au rez de chaussée. La bijouterie « CREATOR » est spécialisée dans la création de bijoux sur mesure, à la demande de nos clients. Nous sommes également distributeurs de bijoux en or et joaillerie : Guy Laroche, Augis, Arthus Bertrand, La Garçonne,…  et de bijoux en argent : Una Storia, APM Monaco...

Fin 2008, nous créons un second point de vente à Orléans : « Influences », bijouterie spécialisée dans les bijoux argent, les bijoux en plaqué or, les bijoux fantaisie et les montres originales. Nous avons à ce jour plus de 6 000 articles en stock.

Marques de bijoux haut de gamme ou de bijoux fantaisie de créateurs, vous trouverez, à coup sûr, l’accessoire qui personnalisera vos tenues !

Forts de notre expérience et de notre connaissance produits, nous développons, début 2010, notre site Internet de vente en ligne de bijoux et montres fantaisie qui reprend le nom de notre bijouterie fantaisie « Influences ». La majorité des articles en vente sur notre site internet sont en stock dans l'un ou l'autre de nos points de vente avec une sélection de bijoux fantaisie, bijoux argent, bijoux en plaqué or, bijoux en or et montres, dans une fourchette de prix allant de 1€ à 500€.

Les bijoux en or ou joaillerie d’un prix de vente supérieur à 500€, ne sont pas à vendre en ligne à ce jour… mais sont disponibles dans notre bijouterie joaillerie « CREATOR » !",Non,,Non,,,,,Non,,,,,Non,,,,,Non,,,,,Non,,,,,Non,,,,,Non,,,,,Oui,LIVRAISON GRATUITE dès 35 euros d'achat + 10 % de réduction sur tous les bijoux hors promo avec le code COVID19,,,,,,,,,,,,,,,47.77Z,"47.900388,1.906284",Bijouterie,"Bijoux, jouillarie et horlogerie"
43225382100016,Bijouterie CREATOR,295 rue de bourgogne,45000,Orléans,https://www.bijouterie-creator.com,https://www.bijouterie-creator.com/,https://www.facebook.com/bijoux.creator,contact@bijouterie-creator.com,02 38 53 32 35,"Afin de répondre à la demande de toutes nos clientes, nous sélectionnons et distribuons des marques de bijoux « tendances », utilisant des gemmes ou matériaux issus de la bijouterie moderne.

Ainsi vous trouverez par exemple en boutique :

Les Georgettes,
Una Storia,
Les Frangines,
Blooming Stones.
Nous avons également développé un « espace diamants » qui compte une large sélection de bijoux en or et diamants pour toutes les grandes occasions de la vie : fiançailles, mariage, anniversaires…

Bien sûr, les médailles de baptême « Augis » sont présentes à la bijouterie, ainsi que des bijoux de naissance pour la maman et le bébé.",Non,,Non,,,,,Non,,,,,Non,,,,,Non,,,,,Non,,,,,Non,,,,,Non,,,,,Oui,"Livraison gratuite dès 35 euros d'achat + 10 % de réduction sur tous les bijoux hors promo
Durant toute la durée du confinement",,,,,,,,,,,,,,,47.77Z,"47.89986,1.905761",Bijouterie,"Bijoux, jouillarie et horlogerie"
83139444000026,Cordonnerie Mathieu Brun,72 rue  du faubourg bannier,45000,Orléans,,,,cordo.multi.brun@gmail.com,02 38 58 90 14,"Cordonnerie, reproduction de clés et badges d'entrée d'immeubles,  produits d'entretien du cuir, réparation de produits en cuir, tampons et gravures.",Oui,,Oui,09:00,14:00,,,Oui,09:00,14:00,,,Oui,09:00,14:00,,,Oui,09:00,14:00,,,Oui,09:00,14:00,,,Non,,,,,Non,,,,,Oui,Possibilité de livraison  sur l'Orléanais.,09:00 > 14:00,,09:00 > 14:00,,09:00 > 14:00,,09:00 > 14:00,,09:00 > 14:00,,,,,,95.23Z,"47.910797,1.900535",Cordonnerie et services minutes,Chaussures (vente et réparation) et maroquinerie
42183305400024,AU JARDIN DU CHATELET,Halles Châtelet,45000,Orléans,,,,,02 38 62 56 57,Travaille beaucoup avec les producteurs locaux en culture raisonnée. Petite entreprise familiale qui vous accueillera avec le sourire. Horaires détaillés par téléphone.,Oui,,Non,,,,,Oui,08:00,19:00,,,Oui,08:00,19:00,,,Oui,08:00,19:00,,,Oui,08:00,19:00,,,Oui,08:00,19:00,,,Oui,08:00,12:30,,,Oui,Livraison gratuite avec les autres commerçants des Halles.,,,08:00 > 19:00,,08:00 > 19:00,,08:00 > 19:00,,08:00 > 19:00,,08:00 > 19:00,,08:00 > 12:30,,47.21Z,"47.899449,1.905998",Primeur,Fruits et légumes
44430553600021,BALNEOSPA,"Centre Commercial Halles Châtelet
1er étage",45000,Orléans,https://www.balneospa45.fr/,https://www.balneospa45.fr/idee-cadeau-faire-plaisir,https://www.facebook.com/balneospa45,balneospa@dbmail.com,02 38 54 23 15,"Situé au-dessus des Galeries Lafayette dans le Centre Commercial Halles Châtelet, cet institut de beauté, labellisé Spas de France, se trouve au centre de la métropole d’Orléans dans le Loiret (45), proche de la Sologne dans la région Centre-Val de Loire. 

Ce centre de beauté et de bien-être combine sur 200 m2 un espace spa comprenant un solarium (cabine bronzage UV), un hammam, des douches, une baignoire balnéo aux jets hydromassants et relaxants et plusieurs cabines réservées aux massages reposants ou toniques au choix, aux Rituels du Spa, à la manucure et pédicure, aux épilations traditionnelles ou à la lumière pulsée, aux peelings, aux soins anti cellulite, contre la peau d'orange, aux cures d'amincissement / minceur / perte de poids et soins anti-âge avec le nouveau Cellu-M6® brevet Alliance Endermologie® de LPG et aux autres soins du corps et du visage.

Nous vous accueillons dans cet institut de beauté sans aucun jugement pour un moment de soins et de relaxation intense.",Oui,,Oui,09:00,19:00,,,Oui,09:00,19:00,,,Oui,09:00,19:00,,,Oui,09:00,19:00,,,Oui,09:00,19:00,,,Oui,09:00,17:00,,,Non,,,,,Non,,09:00 > 19:00,,09:00 > 19:00,,09:00 > 19:00,,09:00 > 19:00,,09:00 > 19:00,,09:00 > 17:00,,,,96.02B,"47.897986,1.908971",Soins de beautés,"Coiffure, soins de beauté, parfumerie et cosmétique"
50325433600012,Mil et une fleurs,"4, rue du chariot",45000,Orléans,,,,laurentparcineau5@gmail.com,02 38 62 65 77,"Fleuriste ! Commandes et livraisons de fleurs, plantes, fleurs séchées, bouquets.
Retrait sur rdv et livraisons sur toute l’agglomération en moins de 24h.
Paiement en carte à distance.",Non,,Non,,,,,Non,,,,,Non,,,,,Non,,,,,Non,,,,,Non,,,,,Non,,,,,Oui,Commande passée et réglée par téléphone. Livraison dans toute l’agglomération et partout en France.,,,,,,,,,,,,,,,47.76Z,"47.899814,1.904459",Fleuriste,Fleurs et plantes
52313357700024,LACOSTE,67 Rue Royale,45000,Orléans,,https://www.lacoste.com,,eurlberryorleans@orange.fr,02 38 84 33 40,"Special confinement :A partir du mardi 10 novembre 2020 vous pouvez aller sur le site Officiel Lacoste, faire une E-réservation, et venir à notre boutique les :
Mercredi de 16h à 18h (hors jour férié)
Vendredi de 11h à 14h 
Samedi de 10h à 12h. 
Vous pouvez nous appeler pendant ces jours. 
Ou nous joindre par e-mail ou notre page Facebook Boutique Lacoste Orleans",Non,,Non,,,,,Non,,,,,Non,,,,,Non,,,,,Non,,,,,Non,,,,,Non,,,,,Non,,,,,,,,,,,,,,,,47.71Z,"47.900812,1.903887",Vêtements,"Vêtements et accessoires de mode (vente, retouches et confection)"
51079854900026,Saveurs du Québec,8 rue Louis Roguet,45000,Orléans,https://www.saveursduquebec.fr,,,contact@saveursduquebec.fr,06 21 95 19 15,"Produits alimentaires du Canada/Québec : Sirop d'érable et tous ses dérivés,thé,tisanes,bières ,alcool du Québec,fromage et sauce pour faire la poutine.",Oui,,Non,,,,,Non,,,,,Oui,14:30,18:30,,,Oui,14:30,18:30,,,Oui,14:30,18:30,,,Oui,14:30,18:30,,,Non,,,,,Oui,"Orléans et banlieue proche (Métropole) livraison gratuite. Minimum d'achat 20,00€ .
Paiement uniquement en espèce ou par CB (Conseillè).",,,,,14:30 > 18:30,,14:30 > 18:30,,14:30 > 18:30,,14:30 > 18:30,,,,46.18Z,"47.900139,1.906391",Epicerie fine,"Epicerie fine et du monde, thés et cafés"
40274288600011,ZEN & BELLE,14 rue Louis Roguet,45000,Orléans,,,,genevieved62@outlook.fr,02 38 72 29 53,"Pour acheter des masques en tissus , des produits de soin visage et corps, des bons cadeaux...",Oui,,Non,,,,,Oui,10:30,13:30,,,Oui,14:30,17:30,,,Oui,10:30,13:30,,,Oui,10:30,13:30,,,Oui,10:30,13:30,,,Non,,,,,Non,,,,10:30 > 13:30,,14:30 > 17:30,,10:30 > 13:30,,10:30 > 13:30,,10:30 > 13:30,,,,96.02B,"47.900258,1.906376",Soins de beautés,"Coiffure, soins de beauté, parfumerie et cosmétique"
44063947400020,CLES MINUTE,1 Rue du Cheval Rouge,45000,Orléans,,,,cles.minute@orange.fr,02 38 62 24 09,"Reproduction de tous types de clés, tampons, plaques d'immatriculation, badges d'entrées d'immeubles, télécommandes de portes et portails, petite serrurerie
Coupes et trophées, médailles sportives et médailles officielles",Non,,Non,,,,,Non,,,,,Non,,,,,Non,,,,,Non,,,,,Non,,,,,Non,,,,,Non,,,,,,,,,,,,,,,,95.29Z,"47.899339,1.902793",Services minutes,Chaussures (vente et réparation) et maroquinerie
51187474500033,« Ma femme est folle... »,213 rue de Bourgogne,45000,Orléans,http://www.mafemmeestfolle.com,http://www.mafemmeestfolle.com,https://m.facebook.com/marion.coulais.orleans/,marioncoulais45@gmail.com,06 82 36 26 40,"Créatrice de bijoux dans le centre ancien d’Orleans, installée depuis 2009.
Mes matériaux sont multiples, papiers, bois, pierres, céramiques... je crée des pièces sortant des sentiers battus au gré de mon inspiration...",Oui,,Non,,,,,Non,,,,,Oui,14:00,18:00,,,Non,,,,,Oui,14:00,18:00,,,Non,,,,,Non,,,,,Oui,"Livraison gratuite en lettres suivies à partir de 40 euros. 
Livraison à 3,50 euros en lettres suivies.",,,,,14:00 > 18:00,,,,14:00 > 18:00,,,,,,32.13Z,"47.900095,1.909007",Création de bijoux,"Bijoux, jouillarie et horlogerie"
52532138600019,FROMAGER LA CAVE Ô FROMAGES !,25 / 27 RUE DU FAUBOURG BANNIER,45000,Orléans,,,https://www.facebook.com/lacaveofromages,commandes.lacaveofromages@gmail.com,02 38 81 29 51,"Horaires d'ouverture: Mercredi, Jeudi, Vendredi et Samedi de 9h à 13h et de 15h45 à 19h15",Oui,,Non,,,,,Non,,,,,Oui,16:00,19:00,,,Oui,16:00,19:00,,,Oui,16:00,19:00,,,Oui,15:30,19:00,,,Non,,,,,Non,,,,,,16:00 > 19:00,,16:00 > 19:00,,16:00 > 19:00,,15:30 > 19:00,,,,47.29Z,"47.908735,1.900925",Fromagerie,"Boucherie, charcuterie, produits traiteurs et fromages"
37981706700034,EL TIO,34 Rue N D de Recouvrance,45000,Orléans,https://www.eltio-restaurant.fr/,https://www.eltio-restaurant.fr/,https://www.facebook.com/eltiorestaurant.fr,el.tio@orange.fr,02 38 77 16 99,"Venez goûter nos délicieux plats espagnol. Vente à emporter, livraison à domicile et drive. Plus d'information par téléphone sur les horaires.",Oui,,Oui,10:00,20:30,,,Oui,10:00,20:30,,,Oui,10:00,20:30,,,Oui,10:00,20:30,,,Oui,10:00,20:30,,,Oui,10:00,20:30,,,Oui,10:00,20:30,,,Oui,"Livraison gratuite dans la Métropole. Prévoyez de me communiquer votre numéro de téléphone, votre adresse complète et votre nom et je m'occupe du reste !",10:00 > 20:30,,10:00 > 20:30,,10:00 > 20:30,,10:00 > 20:30,,10:00 > 20:30,,10:00 > 20:30,,10:00 > 20:30,,56.10A,"47.900111,1.900977",Restauration traditionnelle,Restauration traditionnelle et rapide
49539044500015,STORIA DI GUSTO,Halles Châtelet,45000,Orléans,https://www.storiadigusto.fr/,https://www.ollca.com/orleans/boutiques/storiadigusto,https://www.facebook.com/Storia-di-Gusto-504139746341545/,storiadigusto@orange.fr,02 38 54 56 46,"Spécialités des différentes régions d'Italie, invitez l'Italie à votre table. Produits de grande qualité. Horaires détaillés sur",Oui,,Non,,,,,Oui,09:00,19:30,,,Oui,09:00,19:30,,,Oui,09:00,19:30,,,Oui,09:00,19:30,,,Oui,09:00,19:30,,,Oui,09:00,13:00,,,Oui,"Livraison via OLLCA : 3 €
Livraison pour commande par téléphone : gratuite
Livraison dans la Métropole d'Orléans, au delà : nous contacter.",,,09:00 > 19:30,,09:00 > 19:30,,09:00 > 19:30,,09:00 > 19:30,,09:00 > 19:30,,09:00 > 13:00,,47.29Z,"47.898552,1.90544",Epicerie fine,"Epicerie fine et du monde, thés et cafés"
32305611900015,LA TABLE D'EMILE,Espace commercial Emile Zola - Allée Anne du Bourg,45000,Orléans,https://www.traiteur-pillette.fr/restaurant,https://www.traiteur-pillette.fr/restaurant,https://www.facebook.com/Traiteur-Pillette-244607939002636/,pillette.traiteur@wanadoo.fr,02 38 53 83 20,Restaurant traditionnel à votre service depuis 19 ans. Cuisine entièrement maison. Horaires COVID : nous contacter.,Oui,,Oui,09:00,16:00,,,Oui,09:00,16:00,,,Oui,09:00,16:00,,,Oui,09:00,16:00,,,Oui,09:00,16:00,,,Oui,09:00,16:00,,,Non,,,,,Oui,Frais de livraison en fonction de la commande et de l'adresse de livraison. Nous consulter.,09:00 > 16:00,,09:00 > 16:00,,09:00 > 16:00,,09:00 > 16:00,,09:00 > 16:00,,09:00 > 16:00,,,,10.13B,"47.911708,1.908649",Charcuterie-traiteur,"Boucherie, charcuterie, produits traiteurs et fromages"
82766945800024,Le Bibliovore Orléans,3 Rue Péreira,45000,Orléans,https://www.lebibliovore.fr,,https://www.facebook.com/lebibliovoreorleans,bibliovore.orleans@gmail.com,06 36 44 71 65,"Librairie de livres d'occasion. Environ 4500 références en stock (littérature, policiers/thrillers, fantastique, jeunesse, etc). 500 nouveautés par semaine. 3€ le livre, 10€ les 4.",Oui,,Non,,,,,Oui,10:00,18:00,,,Non,,,,,Oui,10:00,19:00,,,Oui,10:00,19:00,,,Oui,10:00,19:00,,,Non,,,,,Non,,,,10:00 > 18:00,,,,10:00 > 19:00,,10:00 > 19:00,,10:00 > 19:00,,,,,,Librairie,Livres et papeterie
83820290100016,NARENJ,178 Rue de Bourgogne,45000,Orléans,https://www.narenj.fr/,https://www.narenj.fr/,https://www.facebook.com/narenj.fr/,contact@narenj.fr,07 68 07 34 43,"Plats cuisinés avec des produits français de qualité, cuisinés autrement. Cuisine Franco-Syrienne. Possibilité de commande et livraison. Horaires détaillés sur page Facebook.",Oui,,Non,,,,,Oui,12:00,20:30,,,Oui,12:00,20:30,,,Oui,12:00,20:30,,,Oui,12:00,20:30,,,Oui,12:00,20:30,,,Non,,,,,Oui,Livraison par Uber Eat.,,,12:00 > 20:30,,12:00 > 20:30,,12:00 > 20:30,,12:00 > 20:30,,12:00 > 20:30,,,,56.10A,"47.900318,1.91128",Restauration traditionnelle,Restauration traditionnelle et rapide
51450970200015,LES ARTS'LEANES,78 Rue des Carmes,45000,Orléans,http://www.brev.webself.net,http://www.lesbijouxdelilou.fr,https://facebook.com/lesartsleanes/,hjm.clotet@orange.fr,06 63 52 35 61,"Les Arts'léanes est un espace de vente-atelier regroupant trois créatrices aux univers éclectiques. Maria Clotet des Bijoux de Lilou crée des bijoux fantaisie haut de gamme ainsi que des cabinets de curiosités. Pascale Simon de l'Atelier du Pivert peint sur porcelaine des objets de décoration intérieure et art de la table. Véronique Brun de BreV & Quatre poules dans le vent crée des objets décoratifs textiles pour enfant et peint des illustrations et peintures sur toile. Toutes leurs créations sont des pièces uniques et originales.
www.cadeaudupivert.fr 
www.lesbijouxdelilou.fr
www.brev.webself.net",Non,,Non,,,,,Non,,,,,Non,,,,,Non,,,,,Non,,,,,Non,,,,,Non,,,,,Non,,,,,,,,,,,,,,,,,,Créateur d'art,"Créations d'art, photographie"
75069629600011,BOSOURIRE,6 rue royale,45000,Orléans,https://www.bosourire.fr,,https://fr-fr.facebook.com/Bo-sourire-centre-de-beaute-Orleans-696211483724455/,bosourire@orange.fr,09 81 45 78 33,"beauté du regard, minceur & anti âge expert LPG",Oui,,Non,,,,,Oui,14:00,18:00,,,Non,,,,,Non,,,,,Non,,,,,Oui,10:00,18:00,,,Non,,,,,Non,,,,14:00 > 18:00,,,,,,,,10:00 > 18:00,,,,96.02B,"47.898987,1.903422",Soins de beautés,"Coiffure, soins de beauté, parfumerie et cosmétique"
42404415400013,BAUER MUSIQUE,2 Place Sainte Croix,45000,Orléans,https://www.bauermusique.com/,https://www.bauermusique.com/,,bauer.musique@wanadoo.fr,02 38 53 41 51,"A votre service depuis 50 ans. Vente en ligne d'instruments de musique, guitares électriques, ampli, batteries et sonorisation, pianos droits et numérique, location et accords de pianos et location de pianos concerts, librairie musicale et veille musicale pour les petits et école de musique. Retrouvez notre boutique au 2 Place Sainte Croix ou pendant le confinement, sur notre site internet. Click and collect de 10h00 à 17h.",Oui,,Non,,,,,Oui,10:00,19:00,,,Oui,10:00,19:00,,,Oui,10:00,19:00,,,Oui,10:00,19:00,,,Oui,10:00,19:00,,,Non,,,,,Oui,"Livraison gratuite à partir de 49 € d'achats. Livraison par Poste, DPD ou nous même : nous contacter.",,,10:00 > 19:00,,10:00 > 19:00,,10:00 > 19:00,,10:00 > 19:00,,10:00 > 19:00,,,,47.43Z,"47.901996,1.908933",Instruments de musique,Instruments de musique (vente et réparation)
83830074700014,Institut AMÉLYS,"1, quai de prague",45100,Orléans,,,,amelie.ordronneau@hotmail.fr,02 38 56 50 86,"Besoin d’un produit de soin SOTHYS ou d’un bon cadeau massage, pensez à votre institut de beauté quai de Prague Tourelle Dauphine",Non,,Non,,,,,Non,,,,,Non,,,,,Non,,,,,Non,,,,,Non,,,,,Non,,,,,Oui,"Contacter l’institut, commander, et recevoir via la poste votre produit",,,,,,,,,,,,,,,96.02B,"47.894672,1.903744",Soins de beautés,"Coiffure, soins de beauté, parfumerie et cosmétique"
49283977400022,HOWEN,3 RUE DU CHARIOT,45000,Orléans,https://www.google.com/search?rlz=1C1CHBD_frFR761FR762&q=www.boutiquehowen.com&nfpr=1&sa=X&ved=2ahUKEwiYuq7LhP3sAhUpzYUKHRTrC68QvgUoAXoECAcQNQ,https://www.google.com/search?rlz=1C1CHBD_frFR761FR762&q=www.boutiquehowen.com&nfpr=1&sa=X&ved=2ahUKEwiYuq7LhP3sAhUpzYUKHRTrC68QvgUoAXoECAcQNQ,,sylviechefaroudi@wanadoo.fr,02 38 77 00 34,Boutique prêt à porter Homme & Femme,Non,,Non,,,,,Non,,,,,Non,,,,,Non,,,,,Non,,,,,Non,,,,,Non,,,,,Oui,20km autour d'orleans,,,,,,,,,,,,,,,47.71Z,"47.899695,1.904613",Vêtements,"Vêtements et accessoires de mode (vente, retouches et confection)"
49283977400030,HACKETT,5 Rue d'Avignon,45000,Orléans,https://www.google.com/search?rlz=1C1CHBD_frFR761FR762&q=www.boutiquehowen.com&nfpr=1&sa=X&ved=2ahUKEwiYuq7LhP3sAhUpzYUKHRTrC68QvgUoAXoECAcQNQ,https://www.google.com/search?rlz=1C1CHBD_frFR761FR762&q=www.boutiquehowen.com&nfpr=1&sa=X&ved=2ahUKEwiYuq7LhP3sAhUpzYUKHRTrC68QvgUoAXoECAcQNQ,,sylviechefaroudi@wanadoo.fr,06 86 00 90 90,Boutique HOMME HACKETT,Non,,Non,,,,,Non,,,,,Non,,,,,Non,,,,,Non,,,,,Non,,,,,Non,,,,,Oui,SUR UN RAYON DE 20KM AUTOUR D ORLEANS,,,,,,,,,,,,,,,47.71Z,"47.899843,1.903306",Vêtements,"Vêtements et accessoires de mode (vente, retouches et confection)"
88520057600019,Moustache,3 rue Jeanne d'Arc,45000,Orléans,,,https://www.facebook.com/moustacheorleans,glacesmoustacheorleans@gmail.com,06 66 53 79 58,"Une bonne glace artisanale c’est du savoir-faire, du respect de la chaîne agroalimentaire, de bons ingrédients naturels et du temps pour laisser les saveurs s’exprimer. Mais aussi, des gaufres, des pâtisseries, des boissons chaudes.. 

En ce moment, les bûches glacées à découvrir sur notre page facebook et instagram.",Oui,,Oui,13:00,19:00,,,Oui,13:00,19:00,,,Oui,13:00,19:00,,,Oui,13:00,19:00,,,Oui,13:00,19:00,,,Oui,13:00,19:00,,,Oui,13:00,19:00,,,Oui,Uber Eat,13:00 > 19:00,,13:00 > 19:00,,13:00 > 19:00,,13:00 > 19:00,,13:00 > 19:00,,13:00 > 19:00,,13:00 > 19:00,,56.10C,"47.90164,1.908255",Restauration rapide,Restauration traditionnelle et rapide
53508318200019,Charline  Pritscaloff,14 rue Bannier,45000,Orléans,https://charlinefleurs.com,https://charlinefleurs.com,https://www.facebook.com/charlinepritscaloff,charlinefleurs@gmail.com,02 38 53 72 17,"Nos boutiques assurent les livraisons (à partir de 25€) et le drive, pour vous permettre ainsi d'offrir ou de recevoir des fleurs en toute sécurité. Pour cela, nous vous prions de passer vos commandes par téléphone au 0238537217 (paiement par CB via la Vente à Distance sécurisée) ou sur notre site internet. Les livraisons sont par ailleurs gratuites pour toute la durée du confinement. Prenez soin de vous et de vos proches dans cette période difficile.
L'équipe Charline Pritscaloff",Oui,,Oui,14:30,19:30,,,Oui,10:00,19:30,,,Oui,10:00,19:30,,,Oui,10:00,19:30,,,Oui,10:00,19:30,,,Oui,09:00,19:30,,,Oui,10:30,13:00,,,Oui,Livraison gratuite à partir de 25 euros d'achat.,14:30 > 19:30,,10:00 > 19:30,,10:00 > 19:30,,10:00 > 19:30,,10:00 > 19:30,,09:00 > 19:30,,10:30 > 13:00,,47.76Z,"47.903423,1.903398",Fleuriste,Fleurs et plantes
42069429100022,Oliviers and Co,7 rue Charles Sanglier,45000,Orléans,,https://oliviers-co.com,,oco45@wanadoo.fr,02 38 53 09 76,"Huiles d’olive d’exception 
Spécialités de la Méditerranée 
Idées cadeaux salées ou sucrées",Oui,,Non,,,,,Oui,10:00,18:00,,,Oui,10:00,18:00,,,Oui,10:00,18:00,,,Oui,10:00,18:00,,,Oui,10:00,18:00,,,Non,,,,,Oui,Livraison gratuite sur Orléans Métropole,,,10:00 > 18:00,,10:00 > 18:00,,10:00 > 18:00,,10:00 > 18:00,,10:00 > 18:00,,,,47.29Z,"47.900705,1.904628",Epicerie fine,"Epicerie fine et du monde, thés et cafés"
