finess,rs_finess,finess_geo,rs_finess_geo,region,participation,Depot,nb_rep_score_all_rea_ajust,score_all_rea_ajust,classement,evolution,nb_rep_score_accueil_rea_ajust,score_accueil_rea_ajust,nb_rep_score_PECinf_rea_ajust,score_PECinf_rea_ajust,nb_rep_score_PECmed_rea_ajust,score_PECmed_rea_ajust,nb_rep_score_chambre_rea_ajust,score_chambre_rea_ajust,nb_rep_score_repas_rea_ajust,score_repas_rea_ajust,nb_rep_score_sortie_rea_ajust,score_sortie_rea_ajust
590780193,CENTRE HOSPITALIER REGIONAL UNIVERSITAIRE DE LILLE,590784864,HOP CALMETTE CHR LILLE,Hauts de France,1- Obligatoire,1- Oui,71,74.96,B,2-Stable,71.0,73.62,71.0,84.65,71.0,83.18,71.0,72.11,71.0,53.03,71.0,67.69
590785374,CLINIQUE MEDICO-CHIRURGICALE TEISSIER A VALENCIENNES,590785374,CLINIQUE TEISSIER,Hauts de France,1- Obligatoire,2- Non,.,,NR,4-Non calculable,,.,,.,,.,,.,,.,,.
590780193,CENTRE HOSPITALIER REGIONAL UNIVERSITAIRE DE LILLE,590787586,HOP CARDIOLOGIQUE CHR LILLE,Hauts de France,1- Obligatoire,1- Oui,314,74.55,B,3-Amélioration,314.0,75.72,314.0,81.93,314.0,81.46,314.0,75.65,314.0,55.42,314.0,64.29
590788964,SARL CLINIQUE DU PARC,590788964,SARL CLINIQUE DU PARC,Hauts de France,1- Obligatoire,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
590790655,CLINIQUE CHIRURGICALE SAINT ROCH A RONCQ,590790655,SAINT ROCH CHIRURGIE,Hauts de France,1- Obligatoire,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
590780193,CENTRE HOSPITALIER REGIONAL UNIVERSITAIRE DE LILLE,590796975,HOP SALENGRO - HOPITAL B CHR LILLE,Hauts de France,1- Obligatoire,1- Oui,885,71.42,C,2-Stable,885.0,72.71,885.0,79.8,885.0,79.09,885.0,67.64,885.0,55.59,885.0,60.23
590797353,ETABLISSEMENT DE SANTE SAINT VINCENT-SAINT ANTOINE LILLE,590797353,HOPITAL SAINT VINCENT - SAINT ANTOINE,Hauts de France,1- Obligatoire,1- Oui,70,74.38,B,3-Amélioration,70.0,74.77,70.0,82.13,70.0,82.72,70.0,73.43,70.0,54.1,70.0,64.04
590782421,CENTRE HOSPITALIER DE ROUBAIX,590801106,HOPITAL VICTOR PROVO,Hauts de France,1- Obligatoire,1- Oui,59,73.92,C,2-Stable,59.0,71.54,59.0,81.47,59.0,80.95,59.0,77.06,59.0,50.99,59.0,66.66
590781902,CENTRE HOSPITALIER DE TOURCOING,590804696,HOPITAL GUY CHATILIEZ CH TOURCOING,Hauts de France,1- Obligatoire,1- Oui,32,72.95,C,4-Non calculable,32.0,72.92,32.0,82.52,32.0,79.38,32.0,71.34,32.0,52.65,32.0,63.36
590806360,CLINIQUE DE LA MITTERIE A LOMME,590806360,CLINIQUE DE LA MITTERIE,Hauts de France,2- Facultatif,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
590780193,CENTRE HOSPITALIER REGIONAL UNIVERSITAIRE DE LILLE,590811279,HOP CLAUDE HURIEZ CHR LILLE,Hauts de France,1- Obligatoire,1- Oui,915,73.47,C,2-Stable,915.0,72.84,915.0,82.16,915.0,81.81,915.0,69.88,915.0,55.49,915.0,64.82
590782421,CENTRE HOSPITALIER DE ROUBAIX,590812186,HOP LA FRATERNITE CH ROUBAIX,Hauts de France,2- Facultatif,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
590813176,CLINIQUE DES HETRES,590813176,CLINIQUE DES HETRES,Hauts de France,1- Obligatoire,1- Oui,46,73.83,C,4-Non calculable,46.0,75.42,46.0,79.36,46.0,80.5,46.0,75.61,46.0,59.08,46.0,62.98
590813382,NOUVELLE CLINIQUE VILLETTE SA,590813382,NOUVELLE CLINIQUE VILLETTE SA,Hauts de France,1- Obligatoire,1- Oui,115,72.17,C,2-Stable,115.0,75.16,115.0,81.77,115.0,80.02,115.0,68.85,115.0,62.59,115.0,54.82
590813507,POLYCLINIQUE DU VAL DE SAMBRE,590813507,POLYCLINIQUE DU VAL DE SAMBRE,Hauts de France,1- Obligatoire,1- Oui,50,75.0,B,2-Stable,50.0,74.28,50.0,80.31,50.0,81.65,50.0,75.33,50.0,66.64,50.0,64.69
590815056,CLINIQUE DE FLANDRE A COUDEKERQUE,590815056,CLINIQUE DE FLANDRE,Hauts de France,1- Obligatoire,1- Oui,58,77.56,A,3-Amélioration,58.0,81.21,58.0,83.48,58.0,83.8,58.0,73.64,58.0,49.72,58.0,71.73
590816310,CLINIQUE SAINT AME,590816310,CLINIQUE SAINT AME,Hauts de France,1- Obligatoire,1- Oui,391,75.26,B,2-Stable,391.0,76.57,391.0,83.44,391.0,80.46,391.0,74.87,391.0,68.04,391.0,61.14
590817458,CLINIQUE DE LA VICTOIRE,590817458,CLINIQUE DE LA VICTOIRE,Hauts de France,1- Obligatoire,1- Oui,56,74.53,B,4-Non calculable,56.0,77.8,56.0,84.63,56.0,85.98,56.0,66.63,56.0,45.12,56.0,62.65
590817839,CLINIQUE DU VAL DE LYS A TOURCOING,590817839,CLINIQUE DU VAL DE LYS,Hauts de France,2- Facultatif,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
600101984,GROUPE HOSPIALIER PUBLIC DU SUD DE L'OISE,600000053,CH GHPSO SENLIS,Hauts de France,1- Obligatoire,1- Oui,80,71.85,C,3-Amélioration,80.0,72.5,80.0,81.49,80.0,75.84,80.0,69.09,80.0,57.83,80.0,62.13
600100648,CENTRE HOSPITALIER GENERAL DE CLERMONT DE L'OISE,600000186,CH CLERMONT,Hauts de France,1- Obligatoire,2- Non,.,,NR,4-Non calculable,,.,,.,,.,,.,,.,,.
600100713,CENTRE HOSPITALIER DE BEAUVAIS,600000194,CH BEAUVAIS,Hauts de France,1- Obligatoire,1- Oui,143,66.95,D,2-Stable,143.0,64.79,143.0,76.06,143.0,73.79,143.0,68.07,143.0,54.44,143.0,54.83
600100721,CH INTERCOMMUNAL COMPIÈGNE-NOYON,600000285,CH CHICN NOYON,Hauts de France,1- Obligatoire,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
600101984,GROUPE HOSPIALIER PUBLIC DU SUD DE L'OISE,600000467,CH GHPSO CREIL,Hauts de France,1- Obligatoire,1- Oui,240,66.82,D,2-Stable,240.0,66.98,240.0,76.89,240.0,72.75,240.0,61.7,240.0,57.33,240.0,55.2
600010862,SAS CENTRE CHIRURGICAL DE CHANTILLY,600010862,SAS CENTRE CHIRURGICAL DE CHANTILLY,Hauts de France,1- Obligatoire,1- Oui,38,75.98,B,4-Non calculable,38.0,78.51,38.0,83.51,38.0,82.15,38.0,78.35,38.0,61.1,38.0,61.67
600100168,CMC DES JOCKEYS DE CHANTILLY,600100168,CENTRE MÉDICO-CHIRURGICAL DES JOCKEYS,Hauts de France,1- Obligatoire,1- Oui,37,77.78,A,4-Non calculable,37.0,77.46,37.0,83.55,37.0,80.14,37.0,80.86,37.0,60.26,37.0,72.48
600100754,POLYCLINIQUE SAINT COME,600100754,POLYCLINIQUE SAINT CÔME,Hauts de France,1- Obligatoire,1- Oui,463,74.93,B,2-Stable,463.0,76.59,463.0,81.08,463.0,80.44,463.0,76.63,463.0,60.73,463.0,63.73
600110175,CLINIQUE DU PARC SAINT-LAZARE,600110175,CLINIQUE DU PARC SAINT-LAZARE,Hauts de France,1- Obligatoire,1- Oui,49,76.28,B,2-Stable,49.0,80.64,49.0,81.18,49.0,82.37,49.0,72.91,49.0,64.1,49.0,67.11
600100721,CH INTERCOMMUNAL COMPIÈGNE-NOYON,600113476,CH CHICN COMPIÈGNE,Hauts de France,1- Obligatoire,1- Oui,403,70.05,D,1-Diminution,403.0,70.04,403.0,78.35,403.0,76.48,403.0,67.49,403.0,56.45,403.0,60.21
610780074,CENTRE HOSPITALIER DE L'AIGLE,610000044,CENTRE HOSPITALIER DE L'AIGLE,Normandie,1- Obligatoire,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
610780082,CENTRE HOSPITALIER INTERCOMMUNAL - ALENCON-MAMERS,610000051,CHICAM - SITE ALENCON,Normandie,1- Obligatoire,1- Oui,89,71.13,C,2-Stable,89.0,70.54,89.0,78.81,89.0,77.54,89.0,68.86,89.0,56.04,89.0,62.97
610780090,CENTRE HOSPITALIER MARECHAL LECLERC - ARGENTAN,610000069,CENTRE HOSPITALIER D'ARGENTAN,Normandie,1- Obligatoire,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
610780124,CENTRE HOSPITALIER MARGUERITE DE LORRAINE - MORTAGNE,610000077,CH MARGUERITE DE LORRAINE-MORTAGNE,Normandie,1- Obligatoire,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
610780165,CENTRE HOSPITALIER GENERAL JACQUES MONOD FLERS,610000119,CH JACQUES MONOD - FLERS,Normandie,1- Obligatoire,1- Oui,39,67.41,D,2-Stable,39.0,66.14,39.0,75.62,39.0,70.11,39.0,72.71,39.0,54.18,39.0,55.44
610006421,CLINIQUE D'ALENCON,610006421,CLINIQUE D'ALENCON,Normandie,2- Facultatif,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
610790594,CENTRE HOSPITALIER INTERCOMMUNAL DES ANDAINES,610780108,CHIC DES ANDAINES - DOMFRONT,Normandie,2- Facultatif,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
610790594,CENTRE HOSPITALIER INTERCOMMUNAL DES ANDAINES,610780116,CHIC DES ANDAINES - LA FERTE MACE,Normandie,1- Obligatoire,1- Oui,58,79.42,A,4-Non calculable,58.0,81.36,58.0,90.2,58.0,87.64,58.0,76.84,58.0,63.26,58.0,67.38
610780199,CLINIQUE SAINT DOMINIQUE - FLERS,610780199,CLINIQUE SAINT DOMINIQUE - FLERS,Normandie,2- Facultatif,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
620000026,ETABLISSEMENT HOPALE - CENTRE CALOT/HELIO,620000026,ETAB HOPALE CTRE CALOT/HELIO,Hauts de France,1- Obligatoire,1- Oui,202,78.88,A,2-Stable,202.0,80.43,202.0,85.43,202.0,84,202.0,77.26,202.0,71.27,202.0,68.51
620100057,CENTRE HOSPITALIER D'ARRAS,620000034,CH ARRAS,Hauts de France,1- Obligatoire,1- Oui,972,70.24,D,2-Stable,972.0,69.14,972.0,77.27,972.0,76.87,972.0,68.55,972.0,60.34,972.0,61.81
620100651,CENTRE HOSPITALIER GERMON ET GAUTHIER BETHUNE BEUVRY,620000224,CH BETHUNE,Hauts de France,1- Obligatoire,1- Oui,34,77.4,A,4-Non calculable,34.0,75.9,34.0,86.79,34.0,86.17,34.0,71.93,34.0,68.75,34.0,66.48
620100677,CENTRE HOSPITALIER D'HENIN BEAUMONT,620000240,CH HENIN BEAUMONT,Hauts de France,1- Obligatoire,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
620100685,CENTRE HOSPITALIER DE LENS,620000257,CH LENS,Hauts de France,1- Obligatoire,1- Oui,153,69.25,D,4-Non calculable,153.0,64.83,153.0,79.15,153.0,78.38,153.0,61.22,153.0,57.93,153.0,63.96
620101337,CENTRE HOSPITALIER DE CALAIS,620000323,CH CALAIS,Hauts de France,1- Obligatoire,1- Oui,234,70.94,C,3-Amélioration,234.0,70.25,234.0,79.31,234.0,77.23,234.0,69.85,234.0,55.23,234.0,61.8
620101360,CENTRE HOSPITALIER DE LA REGION DE SAINT-OMER,620000349,CH REGION DE ST OMER,Hauts de France,1- Obligatoire,1- Oui,114,72.18,C,4-Non calculable,114.0,73.1,114.0,79.79,114.0,77.39,114.0,67.64,114.0,54.28,114.0,66.66
620103440,CENTRE HOSPITALIER DUCHENNE DE BOULOGNE SUR MER,620000653,CH BOULOGNE-SUR-MER,Hauts de France,1- Obligatoire,1- Oui,58,71.02,C,2-Stable,58.0,66.47,58.0,79.17,58.0,79.1,58.0,71.31,58.0,60.08,58.0,61.71
620103432,CENTRE HOSPITALIER DE L'ARRONDISSEMENT DE MONTREUIL,620003202,CH ARRONDISSEMENT DE MONTREUIL,Hauts de France,1- Obligatoire,1- Oui,232,71.26,C,2-Stable,232.0,71.05,232.0,77.31,232.0,76.96,232.0,68.24,232.0,60.17,232.0,64.58
620003350,POLYCLINIQUE DE RIAUMONT,620003350,POLYCLINIQUE DE RIAUMONT,Hauts de France,1- Obligatoire,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
620003376,POLYCLINIQUE MED CHIR D'HENIN-BEAUMONT,620003376,POLYCLINIQUE MED CHIR D'HENIN-BEAUMONT,Hauts de France,1- Obligatoire,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
620006049,CLINIQUE CHIRURGICALE DE SAINT-OMER,620006049,CLINIQUE CHIRURGICALE DE SAINT-OMER,Hauts de France,1- Obligatoire,1- Oui,193,79.5,A,2-Stable,193.0,81.44,193.0,84.96,193.0,85.83,193.0,77.59,193.0,64.99,193.0,70.56
620025346,POLYCLINIQUE DE LA CLARENCE,620025346,POLYCLINIQUE DE LA CLARENCE,Hauts de France,1- Obligatoire,1- Oui,33,71.79,C,2-Stable,33.0,70.35,33.0,78.37,33.0,78.14,33.0,74.33,33.0,59.49,33.0,62.17
620100099,HOPITAL PRIVE ARRAS LES BONNETTES,620100099,HOPITAL PRIVE ARRAS LES BONNETTES,Hauts de France,1- Obligatoire,1- Oui,371,77.01,B,2-Stable,371.0,79.55,371.0,83.22,371.0,82.19,371.0,76.87,371.0,61.71,371.0,65.92
620100487,CLINIQUE CHIR GYN ET SS DES ACACIAS A CUCQ,620100487,CLINIQUE DES ACACIAS,Hauts de France,1- Obligatoire,1- Oui,59,77.09,B,1-Diminution,59.0,79.49,59.0,84.06,59.0,84.26,59.0,77.77,59.0,56.95,59.0,63.51
620100735,CLINIQUE ANNE ARTOIS,620100735,CLINIQUE ANNE ARTOIS,Hauts de France,1- Obligatoire,1- Oui,175,73.93,C,2-Stable,175.0,73.43,175.0,80.97,175.0,80.92,175.0,74.66,175.0,54.1,175.0,65.33
620100750,CLINIQUE AMBROISE PARE,620100750,CLINIQUE AMBROISE PARE,Hauts de France,1- Obligatoire,1- Oui,144,78.28,A,3-Amélioration,144.0,77.49,144.0,83.87,144.0,82.49,144.0,79.91,144.0,68.06,144.0,69.31
620101311,CLINIQUE DES 2 CAPS,620101311,CLINIQUE DES 2 CAPS,Hauts de France,1- Obligatoire,1- Oui,89,76.46,B,1-Diminution,89.0,79.08,89.0,82.68,89.0,82.73,89.0,77.6,89.0,61.5,89.0,64.25
620101501,HOPITAL PRIVE DE BOIS BERNARD,620101501,HOPITAL PRIVE DE BOIS BERNARD,Hauts de France,1- Obligatoire,1- Oui,291,74.76,B,2-Stable,291.0,77.87,291.0,80.85,291.0,81.23,291.0,74.34,291.0,50.88,291.0,66.01
620105940,POLYCLINIQUE DU TERNOIS,620105940,POLYCLINIQUE DU TERNOIS,Hauts de France,1- Obligatoire,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
620106088,CLINIQUE MEDICO CHIRURGICALE DE BRUAY-LABUISSIERE,620106088,CLINIQUE MEDICO CHIRURGICALE DE BRUAY,Hauts de France,2- Facultatif,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
620118513,CENTRE MEDICAL CHIRURGICAL OBSTETRICAL COTE D'OPALE,620118513,CENTRE MCO COTE D'OPALE,Hauts de France,1- Obligatoire,1- Oui,316,74.22,B,2-Stable,316.0,73.38,316.0,80.2,316.0,80.33,316.0,72.05,316.0,67.22,316.0,65.36
630780989,CENTRE HOSPITALIER UNIVERSITAIRE DE CLERMONT-FERRAND,630000404,HOPITAL GABRIEL MONTPIED - CHU63,Auvergne-Rhône-Alpes,1- Obligatoire,1- Oui,180,72.9,C,3-Amélioration,180.0,71.37,180.0,82.19,180.0,80.59,180.0,73.07,180.0,56.72,180.0,61.74
630780997,CENTRE HOSPITALIER AMBERT,630000412,CENTRE HOSPITALIER D'AMBERT,Auvergne-Rhône-Alpes,1- Obligatoire,2- Non,.,,NR,4-Non calculable,,.,,.,,.,,.,,.,,.
630781003,CENTRE HOSPITALIER ISSOIRE PAUL ARDIER,630000420,CENTRE HOSPITALIER ISSOIRE PAUL ARDIER,Auvergne-Rhône-Alpes,1- Obligatoire,2- Non,.,,NR,4-Non calculable,,.,,.,,.,,.,,.,,.
630781011,CENTRE HOSPITALIER DE RIOM,630000438,CENTRE HOSPITALIER DE RIOM,Auvergne-Rhône-Alpes,1- Obligatoire,2- Non,.,,NR,4-Non calculable,,.,,.,,.,,.,,.,,.
630781029,CENTRE HOSPITALIER DE THIERS,630000446,CENTRE HOSPITALIER DE THIERS,Auvergne-Rhône-Alpes,1- Obligatoire,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
630000479,CENTRE REGIONAL DE LUTTE CONTRE LE CANCER JEAN PERRIN,630000479,CENTRE LUTTE CONTRE LE CANCER J.PERRIN,Auvergne-Rhône-Alpes,1- Obligatoire,1- Oui,364,78.78,A,2-Stable,364.0,79.07,364.0,87.03,364.0,84.4,364.0,79.7,364.0,69.82,364.0,64.15
630780211,POLE SANTE REPUBLIQUE,630780211,POLE SANTE REPUBLIQUE,Auvergne-Rhône-Alpes,1- Obligatoire,1- Oui,494,75.05,B,2-Stable,494.0,76.65,494.0,81.55,494.0,82.4,494.0,73.75,494.0,55.82,494.0,66.5
630780369,CLINIQUE DE LA PLAINE,630780369,CLINIQUE DE LA PLAINE,Auvergne-Rhône-Alpes,1- Obligatoire,1- Oui,34,79.26,A,4-Non calculable,34.0,80.24,34.0,87.08,34.0,85.58,34.0,73.73,34.0,65.37,34.0,71.11
630780989,CENTRE HOSPITALIER UNIVERSITAIRE DE CLERMONT-FERRAND,630781268,HOPITAL ESTAING - CHU63,Auvergne-Rhône-Alpes,1- Obligatoire,1- Oui,363,70.82,C,3-Amélioration,363.0,70.12,363.0,80.43,363.0,77.11,363.0,70.07,363.0,57.04,363.0,59.08
630781821,CLINIQUE PSYCHIATRIQUE LE GRAND PRE,630781821,CLINIQUE PSYCHIATRIQUE LE GRAND PRE,Auvergne-Rhône-Alpes,2- Facultatif,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
630781839,HOPITAL PRIVE LA CHATAIGNERAIE,630781839,HOPITAL PRIVE LA CHATAIGNERAIE,Auvergne-Rhône-Alpes,1- Obligatoire,1- Oui,107,76.77,B,2-Stable,107.0,75.47,107.0,84.31,107.0,84.04,107.0,76.41,107.0,68.32,107.0,64.62
640780417,CENTRE HOSPITALIER INTERCOMMUNAL DE LA COTE BASQUE,640000162,CH DE LA COTE BASQUE - BAYONNE,Nouvelle Aquitaine,1- Obligatoire,1- Oui,53,74.16,B,3-Amélioration,53.0,69.93,53.0,83.37,53.0,82.04,53.0,75.67,53.0,54.92,53.0,66.69
640780813,CENTRE HOSPITALIER D'ORTHEZ,640000402,CENTRE HOSPITALIER D'ORTHEZ,Nouvelle Aquitaine,1- Obligatoire,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
640780821,CENTRE HOSPITALIER D'OLORON SAINTE MARIE,640000410,CENTRE HOSPITALIER OLORON,Nouvelle Aquitaine,1- Obligatoire,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
640781290,CENTRE HOSPITALIER DE PAU,640000600,CENTRE HOSPITALIER DE PAU,Nouvelle Aquitaine,1- Obligatoire,1- Oui,104,74.26,B,4-Non calculable,104.0,73.99,104.0,81.9,104.0,81.6,104.0,69.61,104.0,63.36,104.0,64.36
640016580,CENTRE DE CARDIOLOGIE DU PAYS BASQUE,640016580,CENTRE DE CARDIOLOGIE DU PAYS BASQUE,Nouvelle Aquitaine,1- Obligatoire,1- Oui,298,75.31,B,2-Stable,298.0,76.7,298.0,82.47,298.0,82.02,298.0,78.21,298.0,58.14,298.0,64.22
640017638,CENTRE HOSPITALIER DE SAINT-PALAIS,640017646,CENTRE HOSPITALIER DE SAINT-PALAIS,Nouvelle Aquitaine,1- Obligatoire,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
640018206,CAPIO CLINIQUE BELHARRA,640018206,CAPIO CLINIQUE BELHARRA,Nouvelle Aquitaine,1- Obligatoire,1- Oui,212,77.31,A,3-Amélioration,212.0,76.47,212.0,82.99,212.0,83.87,212.0,80.48,212.0,58.58,212.0,68.33
640780268,CLINIQUE DELAY,640780268,CLINIQUE DELAY,Nouvelle Aquitaine,2- Facultatif,1- Oui,36,80.63,A,4-Non calculable,36.0,79.78,36.0,88.72,36.0,85.36,36.0,81.93,36.0,57.69,36.0,72.48
640780490,CAPIO CLINIQUE AGUILERA,640780490,CAPIO CLINIQUE AGUILERA,Nouvelle Aquitaine,1- Obligatoire,1- Oui,138,76.29,B,2-Stable,138.0,76.19,138.0,85.66,138.0,84.32,138.0,70.6,138.0,57.8,138.0,68.65
640780748,POLYCLINIQUE COTE BASQUE SUD,640780748,POLYCLINIQUE CÔTE BASQUE SUD,Nouvelle Aquitaine,1- Obligatoire,1- Oui,124,76.82,B,1-Diminution,124.0,76,124.0,83.25,124.0,83.73,124.0,76.1,124.0,59.37,124.0,69.97
640780938,POLYCLINIQUE MARZET,640780938,POLYCLINIQUE MARZET,Nouvelle Aquitaine,1- Obligatoire,1- Oui,105,76.43,B,1-Diminution,105.0,74.3,105.0,82.95,105.0,83.08,105.0,77.94,105.0,57.64,105.0,68.98
640780946,POLYCLINIQUE DE NAVARRE,640780946,POLYCLINIQUE DE NAVARRE,Nouvelle Aquitaine,1- Obligatoire,1- Oui,509,75.42,B,2-Stable,509.0,75.97,509.0,82.64,509.0,82.18,509.0,75.35,509.0,64.26,509.0,62.57
640781225,CLINIQUE CARDIOLOGIQUE ARESSY,640781225,CLINIQUE MEDICALE CARDIOLOGIQUE ARESSY,Nouvelle Aquitaine,1- Obligatoire,1- Oui,34,75.69,B,4-Non calculable,34.0,79.68,34.0,84.32,34.0,82.72,34.0,71.15,34.0,63.42,34.0,64.26
640781308,CLINIQUE PRINCESS,640781308,CLINIQUE PRINCESS,Nouvelle Aquitaine,1- Obligatoire,1- Oui,68,80.66,A,2-Stable,68.0,79.13,68.0,86.47,68.0,84.06,68.0,80.81,68.0,71.29,68.0,76.65
650780158,CENTRE HOSPITALIER LOURDES,650000045,CH LOURDES,Occitanie,1- Obligatoire,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
650780166,CENTRE HOSPITALIER DE BAGNERES DE BIGORRE,650000052,CH BAGNERES DE BIGORRE,Occitanie,2- Facultatif,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
650783160,CENTRE HOSPITALIER DE BIGORRE,650000417,CH BIGORRE SITE GESPE TARBES,Occitanie,1- Obligatoire,1- Oui,157,70.16,D,1-Diminution,157.0,68.62,157.0,80.36,157.0,77.98,157.0,66.18,157.0,58.66,157.0,59.27
650002579,CLINIQUE ORMEAU PYRENEES,650002579,CLINIQUE ORMEAU SITE PYRENEES,Occitanie,1- Obligatoire,1- Oui,57,75.11,B,2-Stable,57.0,72.97,57.0,80.44,57.0,81.76,57.0,76.94,57.0,58.33,57.0,68.71
650780679,POLYCLINIQUE DE L'ORMEAU,650780679,POLYCL ORMEAU SITE CENTRE,Occitanie,1- Obligatoire,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
650780174,HOPITAUX DE LANNEMEZAN,650784218,CMC HOPITAUX DE LANNEMEZAN,Occitanie,1- Obligatoire,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
660780180,CENTRE HOSPITALIER DE PERPIGNAN,660000084,CH PERPIGNAN,Occitanie,1- Obligatoire,1- Oui,474,71.06,C,2-Stable,474.0,72.46,474.0,78.59,474.0,76.87,474.0,69.69,474.0,55.36,474.0,60.68
660006305,FUSION DE LA ROUSSILLONNAISE ET ST CHRISTOPHE,660006305,CL MUTUALISTE CATALANE,Occitanie,1- Obligatoire,1- Oui,362,78.5,A,2-Stable,362.0,82.2,362.0,84.31,362.0,83.36,362.0,80.28,362.0,61.16,362.0,67.41
660780628,CLINIQUE DU VALLESPIR,660780628,CL DU VALLESPIR,Occitanie,1- Obligatoire,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
660780669,CLINIQUE NOTRE DAME D'ESPERANCE,660780669,CL ND D'ESPERANCE,Occitanie,1- Obligatoire,1- Oui,115,66.95,D,1-Diminution,115.0,70.78,115.0,74.32,115.0,73.96,115.0,65.55,115.0,59.08,115.0,50.49
660780776,CLINIQUE SAINT MICHEL,660780776,CL ST MICHEL,Occitanie,1- Obligatoire,1- Oui,35,76.04,B,1-Diminution,35.0,77.84,35.0,80.93,35.0,84.19,35.0,72.19,35.0,60.75,35.0,69.42
660780784,CLINIQUE SAINT PIERRE,660780784,CL ST PIERRE,Occitanie,1- Obligatoire,1- Oui,559,72.21,C,3-Amélioration,559.0,75.69,559.0,78.87,559.0,78.06,559.0,74.79,559.0,51.58,559.0,60.32
660790387,POLYCLINIQUE SAINT ROCH,660790387,POLYCL MEDIPOLE ST ROCH,Occitanie,1- Obligatoire,1- Oui,143,75.44,B,4-Non calculable,143.0,77.33,143.0,81.38,143.0,83,143.0,73.93,143.0,53.2,143.0,68.41
670780055,HOPITAUX UNIVERSITAIRES DE STRASBOURG,670000025,HOPITAL CIVIL / NOUVEL HOPITAL CIVIL,Grand Est,1- Obligatoire,1- Oui,519,73.84,C,2-Stable,519.0,76.44,519.0,82,519.0,79.7,519.0,75.58,519.0,52.91,519.0,60.9
670000033,CENTRE REGIONAL DE LUTTE CONTRE LE CANCER PAUL STRAUSS,670000033,CRLCC  PAUL STRAUSS,Grand Est,1- Obligatoire,1- Oui,133,77.81,A,2-Stable,133.0,78.07,133.0,86.45,133.0,83.17,133.0,74.45,133.0,70.77,133.0,67.46
670780337,CENTRE HOSPITALIER DE HAGUENAU,670000157,CENTRE HOSPITALIER DE HAGUENAU,Grand Est,1- Obligatoire,1- Oui,170,73.38,C,1-Diminution,170.0,76.23,170.0,79.96,170.0,77.49,170.0,71.63,170.0,61.87,170.0,63.57
670780345,CENTRE HOSPITALIER SAINTE-CATHERINE DE SAVERNE,670000165,CH SAINTE-CATHERINE DE SAVERNE,Grand Est,1- Obligatoire,1- Oui,187,73.86,C,1-Diminution,187.0,75.12,187.0,84.15,187.0,82.6,187.0,68.5,187.0,57.73,187.0,61.34
670000215,HOPITAL DU NEUENBERG,670000215,HOPITAL DU NEUENBERG,Grand Est,1- Obligatoire,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
670780543,CENTRE HOSPITALIER INTERCOMMUNAL DE LA LAUTER,670000272,CH INTERCOMMUNAL DE LA LAUTER,Grand Est,1- Obligatoire,1- Oui,51,71.99,C,1-Diminution,51.0,77.41,51.0,78.33,51.0,76.94,51.0,69.19,51.0,63.49,51.0,59.25
670017755,GROUPE HOSPITALIER SELESTAT OBERNAI,670000397,CENTRE HOSPITALIER DE SELESTAT,Grand Est,1- Obligatoire,1- Oui,49,73.72,C,4-Non calculable,49.0,75.07,49.0,81.86,49.0,78.5,49.0,76.79,49.0,61.15,49.0,59.41
