nomAttribuant,idAttribuant,dateConvention,referenceDecision,nomBeneficiaire,idBeneficiaire,objet,montant,nature,conditionsVersement,datesPeriode Versement,pourcentageSubvention,type
Département de la Somme,22800001400016,2020/08/13,22,AMIENS AVENIR JEUNES,32776460100024,Accompagnement social des bénéficiaires du RSA,"65 250,00",aide en numéraire,"Une avance unique peut, sur demande du bénéficiaire, lui être versé jusqu'à hauteur de 50 % du montant prévisionnel de la subvention ; des acomptes peuvent, sur demande du bénéficiaire, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Aucun acompte ne peut être inférieur à 500 € ; le solde sur production de l'ensemble des pièces justificatives. Le montant du solde doit être supérieur ou égal à 10 % du montant de la subvention.",2020/08/13_2022/08/12,1,fonctionnement
Département de la Somme,22800001400016,2020/08/13,22,ASSOCIATION APREMIS,38488500000032,ateliers chantiers d'insertion,"142 560,00",aide en numéraire,"Une avance unique peut, sur demande du bénéficiaire, lui être versé jusqu'à hauteur de 50 % du montant prévisionnel de la subvention ; des acomptes peuvent, sur demande du bénéficiaire, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Aucun acompte ne peut être inférieur à 500 € ; le solde sur production de l'ensemble des pièces justificatives. Le montant du solde doit être supérieur ou égal à 10 % du montant de la subvention.",2020/08/13_2022/08/12,1,fonctionnement
Département de la Somme,22800001400016,2020/08/13,22,BANQUE ALIMENTAIRE SOMME,37891078000014,Accompagnement social des bénéficiaires du RSA,"25 000,00",aide en numéraire,"Une avance unique peut, sur demande du bénéficiaire, lui être versé jusqu'à hauteur de 50 % du montant prévisionnel de la subvention ; des acomptes peuvent, sur demande du bénéficiaire, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Aucun acompte ne peut être inférieur à 500 € ; le solde sur production de l'ensemble des pièces justificatives. Le montant du solde doit être supérieur ou égal à 10 % du montant de la subvention.",2020/08/13_2022/08/12,1,fonctionnement
Département de la Somme,22800001400016,2020/08/13,22,COMMUNE DE PERONNE,21800585800012,Accompagnement socio-professionnel par les structures de l'IAE,"36 828,00",aide en numéraire,"Une avance unique peut, sur demande du bénéficiaire, lui être versé jusqu'à hauteur de 50 % du montant prévisionnel de la subvention; des acomptes peuvent, sur demande du bénéficiaire, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Aucun acompte ne peut être inférieur à 500 €; le solde sur production de l'ensemble des pièces justificatives. Le montant du solde doit être supérieur ou égal à 10 % du montant de la subvention.",2020/08/13_2022/08/12,1,fonctionnement
Département de la Somme,22800001400016,2020/08/13,22,FOYER RURAL ENGLEBELMER SECTION FOOTBALL,78063346700011,Accompagnement socio professionnel,"36 828,00",aide en numéraire,"Une avance unique peut, sur demande du bénéficiaire, lui être versé jusqu'à hauteur de 50 % du montant prévisionnel de la subvention ; des acomptes peuvent, sur demande du bénéficiaire, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Aucun acompte ne peut être inférieur à 500 € ; le solde sur production de l'ensemble des pièces justificatives. Le montant du solde doit être supérieur ou égal à 10 % du montant de la subvention.",2020/08/13_2022/08/12,1,fonctionnement
Département de la Somme,22800001400016,2020/08/13,22,LES ASTELLES,41102590100017,Accompagnement socio-professionnel par les structures de l'IAE,"117 216,00",aide en numéraire,"Une avance unique peut, sur demande du bénéficiaire, lui être versé jusqu'à hauteur de 50 % du montant prévisionnel de la subvention ; des acomptes peuvent, sur demande du bénéficiaire, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Aucun acompte ne peut être inférieur à 500 € ; le solde sur production de l'ensemble des pièces justificatives. Le montant du solde doit être supérieur ou égal à 10 % du montant de la subvention.",2020/08/13_2022/08/12,1,fonctionnement
Département de la Somme,22800001400016,2020/08/21,19619,SOCIETE DU CANAL SEINE-NORD EUROPE,82953599600021,participation au financement du CSNE,"76 500 000,00",aide en numéraire,appel de fonds au début de chaque trimestre sur la base des dépenses prévisionnelles du trimestre considéré,2020/08/21_2024/08/20,1,investissement
Département de la Somme,22800001400016,2020/08/31,22,ASSOCIATION D'INSERTION ET FORMATION DANS LE DEPARTEMENT DE LA SOMME,51308961500019,Accompagnement social des bénéficiaires du RSA,"64 250,00",aide en numéraire,"Une avance unique peut, sur demande du bénéficiaire, lui être versé jusqu'à hauteur de 50 % du montant prévisionnel de la subvention ; des acomptes peuvent, sur demande du bénéficiaire, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Aucun acompte ne peut être inférieur à 500 € ; le solde sur production de l'ensemble des pièces justificatives. Le montant du solde doit être supérieur ou égal à 10 % du montant de la subvention.",2020/08/31_2022/08/30,1,fonctionnement
Département de la Somme,22800001400016,2020/08/31,22,ASSOCIATION PROMOTION FORMATION EMPLOI,32942741300037,Accompagnement social des bénéficiaires du RSA,"46 250,00",aide en numéraire,"Une avance unique peut, sur demande du bénéficiaire, lui être versé jusqu'à hauteur de 50 % du montant prévisionnel de la subvention ; des acomptes peuvent, sur demande du bénéficiaire, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Aucun acompte ne peut être inférieur à 500 € ; le solde sur production de l'ensemble des pièces justificatives. Le montant du solde doit être supérieur ou égal à 10 % du montant de la subvention.",2020/08/31_2022/08/30,1,fonctionnement
Département de la Somme,22800001400016,2020/08/31,22,CENTRE RELAIS,40426607400032,Accompagnement social des bénéficiaires du RSA,"31 500,00",aide en numéraire,"Une avance unique peut, sur demande du bénéficiaire, lui être versé jusqu'à hauteur de 50 % du montant prévisionnel de la subvention ; des acomptes peuvent, sur demande du bénéficiaire, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Aucun acompte ne peut être inférieur à 500 € ; le solde sur production de l'ensemble des pièces justificatives. Le montant du solde doit être supérieur ou égal à 10 % du montant de la subvention.",2020/08/31_2022/08/30,1,fonctionnement
Département de la Somme,22800001400016,2020/08/31,22,LA MAISONNEE,50474718900026,Accompagnement socio-professionnel par les structures de l'IAE,"85 536,00",aide en numéraire,"Une avance unique peut, sur demande du bénéficiaire, lui être versé jusqu'à hauteur de 50 % du montant prévisionnel de la subvention ; des acomptes peuvent, sur demande du bénéficiaire, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Aucun acompte ne peut être inférieur à 500 € ; le solde sur production de l'ensemble des pièces justificatives. Le montant du solde doit être supérieur ou égal à 10 % du montant de la subvention.",2020/08/31_2022/08/30,1,fonctionnement
Département de la Somme,22800001400016,2020/08/31,22,MISSION LOCALE PICARDIE MARI.,43012526000017,FAJ - actions collectives,"31 440,00",aide en numéraire,"Une avance unique peut, sur demande du bénéficiaire, lui être versé jusqu'à hauteur de 50 % du montant prévisionnel de la subvention ; des acomptes peuvent, sur demande du bénéficiaire, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Aucun acompte ne peut être inférieur à 500 € ; le solde sur production de l'ensemble des pièces justificatives. Le montant du solde doit être supérieur ou égal à 10 % du montant de la subvention.",2020/08/31_2022/08/30,1,fonctionnement
Département de la Somme,22800001400016,2020/09/02,22,LES RESTAURANTS DU COEUR,38062288600014,Accompagnement social des bénéficiaires du RSA,"23 000,00",aide en numéraire,"Une avance unique peut, sur demande du bénéficiaire, lui être versé jusqu'à hauteur de 50 % du montant prévisionnel de la subvention ; des acomptes peuvent, sur demande du bénéficiaire, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Aucun acompte ne peut être inférieur à 500 € ; le solde sur production de l'ensemble des pièces justificatives. Le montant du solde doit être supérieur ou égal à 10 % du montant de la subvention.",2020/09/02_2022/09/01,1,fonctionnement
Département de la Somme,22800001400016,2020/09/08,2.2,MISSION LOCALE INSERTION FORMATION EMPLOI DU GRAND AMIENOIS,32679473200031,Fonds social européen,"288 000,00",aide en numéraire,"Le total des versements, avance comprise, effectués avant la production du bilan d’exécution final ne peut excéder 80% du montant FSE prévisionnel. La participation FSE est versée au bénéficiaire au titre d’une avance de 50% du montant FSE prévisionnel, mise en paiement dès notification de la présente convention, sous réserve d’une attestation de démarrage de l’opération. La subvention FSE est versée au bénéficiaire sur production d’une demande de paiement intermédiaire ou finale. Cette demande de paiement prend la forme d’un bilan d’exécution intermédiaire ou final. Le versement de chaque paiement (intermédiaire ou final) est conditionné à l’acceptation du bilan d'exécution et à la réalisation du contrôle de service fait.",2020/09/08_2022/09/07,1,fonctionnement
Département de la Somme,22800001400016,2020/09/08,22,SYNAPSE 3I,80328733300022,Fonds social européen,"42 000,00",aide en numéraire,"Le total des versements, avance comprise, effectués avant la production du bilan d’exécution final ne peut excéder 80% du montant FSE prévisionnel. La participation FSE est versée au bénéficiaire au titre d’une avance de 50% du montant FSE prévisionnel, mise en paiement dès notification de la présente convention, sous réserve d’une attestation de démarrage de l’opération. La subvention FSE est versée au bénéficiaire sur production d’une demande de paiement intermédiaire ou finale. Cette demande de paiement prend la forme d’un bilan d’exécution intermédiaire ou final. Le versement de chaque paiement (intermédiaire ou final) est conditionné à l’acceptation du bilan d'exécution et à la réalisation du contrôle de service fait.",2020/09/08_2022/09/07,1,fonctionnement
Département de la Somme,22800001400016,2020/09/09,6.1,CHAMBRE AGRICULTURE SOMME,18800251300011,"Volet emploi et solidarité, sur un budget de 86 450 € TTC","43 235,00",aide en numéraire,"une avance unique peut, sur demande du Bénéficiaire, lui être versée jusqu’à hauteur de 50 % du montant prévisionnel de la subvention ; des acomptes peuvent, sur demande du Bénéficiaire, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Aucun acompte ne peut être inférieur à 500 € ; le solde sur production de l’ensemble des pièces justificatives. Le montant du solde doit être supérieur ou égal à 10 % du montant de la subvention.",2020/09/09_2022/09/08,1,fonctionnement
Département de la Somme,22800001400016,2020/09/09,6.1,CHAMBRE AGRICULTURE SOMME,18800251300011,"Volet environnement et évolution des techniques culturales, sur un budget de 128 440 € TTC","50 000,00",aide en numéraire,"une avance unique peut, sur demande du Bénéficiaire, lui être versée jusqu’à hauteur de 50 % du montant prévisionnel de la subvention ; des acomptes peuvent, sur demande du Bénéficiaire, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Aucun acompte ne peut être inférieur à 500 € ; le solde sur production de l’ensemble des pièces justificatives. Le montant du solde doit être supérieur ou égal à 10 % du montant de la subvention.",2020/09/09_2022/09/08,1,fonctionnement
Département de la Somme,22800001400016,2020/09/09,6.1,CHAMBRE AGRICULTURE SOMME,18800251300011,"Volet valeur ajoutée des exploitations, sur un budget de 363 584 € TTC","129 530,00",aide en numéraire,"une avance unique peut, sur demande du Bénéficiaire, lui être versée jusqu’à hauteur de 50 % du montant prévisionnel de la subvention ; des acomptes peuvent, sur demande du Bénéficiaire, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Aucun acompte ne peut être inférieur à 500 € ; le solde sur production de l’ensemble des pièces justificatives. Le montant du solde doit être supérieur ou égal à 10 % du montant de la subvention.",2020/09/09_2022/09/08,1,fonctionnement
Département de la Somme,22800001400016,2020/09/09,6.1,CUMA SOM LUZERNE,40469618900020,"Projet de relance de la culture de luzerne bio et de la valorisation de l'ensemble de la chaine de valeur, sur une assiette subventionnable plafonnée à 166 667 € HT","50 000,00",aide en numéraire,"une avance unique peut, sur demande du Bénéficiaire, lui être versée jusqu’à hauteur de 50 % du montant prévisionnel de la subvention ; des acomptes peuvent, sur demande du Bénéficiaire, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Aucun acompte ne peut être inférieur à 500 € ; le solde sur production de l’ensemble des pièces justificatives. Le montant du solde doit être supérieur ou égal à 10 % du montant de la subvention.",2020/09/09_2024/09/08,1,investissement
Département de la Somme,22800001400016,2020/09/09,6.2,LES SPECTACLES AILLY SUR NOYE,37934255300029,une subvention de fonctionnement dans le cadre de l'organisation du Souffle de la terre 2020.,"30 000,00",aide en numéraire,La subvention accordée est de 20 000 €. Une avance unique de 50 % peut être demandée par le bénéficiaire. Des acomptes d'au minimum 500 € peuvent être versés sur présentation des justificatifs et le solde (10%) sur production de l'ensemble des justificatifs.,2020/09/09_2022/09/08,1,fonctionnement
Département de la Somme,22800001400016,2020/09/14,23,CAUE DE LA SOMME,32193558700014,Subvention de fonctionnement 2020,"501 610,00",aide en numéraire,"La dotation sera versée comme suit : une avance de 50% dès la notification de la présente convention ; des acomptes pourront être versés courant 2020, dans la limite de 40% sur présentation d’un justificatif des dépenses réalisées à la date de la demande ; le solde en 2021 sur la base du montant définitif de taxe d’aménagement perçue, dédié au financement du CAUE (taux de 0,32%) et constaté au Compte Administratif 2020, diminuée de l’avance et des acomptes déjà perçus",2020/09/14_2022/09/13,1,fonctionnement
Département de la Somme,22800001400016,2020/09/28,24,CAUE DE LA SOMME,32193558700014,Subvention de fonctionnement 2019,"354 000,00",Aide en numéraire,"La dotation sera versée comme suit : une avance de 50% dès la notification de la présente convention ; des acomptes pourront être versés courant 2019, dans la limite de 40% sur présentation d’un justificatif des dépenses réalisées à la date de la demande ; le solde en 2020 sur la base du montant définitif de taxe d’aménagement perçue, dédié au financement du CAUE (taux de 0,32%) et constaté au Compte Administratif 2019, diminuée de l’avance et des acomptes déjà perçus",2020/09/28_2022/09/27,1,fonctionnement
Département de la Somme,22800001400016,2020/10/05,51,CA DE LA BAIE DE SOMME,20007099300015,SUBVENTION DE FONCTIONNEMENT SDEA 2020-ECOLE DE MUSIQUE ET DE DANSE DE LA BAIE DE SOMME,"30 000,00",aide en numéraire,"Le règlement de la subvention interviendra selon l’échéancier suivant : une avance unique peut, sur demande du Bénéficiaire, lui être versée jusqu’à hauteur de 50% du montant prévisionnel de la subvention, si l’assiette subventionnable visée à l’article 2 est supérieure à 8 000 €, des acomptes peuvent, sur demande du Bénéficiaire, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Si une avance a été versée, le versement du premier acompte ne peut se faire que sur présentation des justificatifs de dépense de l’avance et des sommes visées par l’acompte. Aucun acompte ne peut être inférieur à 500 € et le solde sur production de l’ensemble des pièces justificatives décrites à l’article 5.",2020/10/05_2022/10/04,1,fonctionnement
Département de la Somme,22800001400016,2020/10/05,51,COMMUNAUTÉ AGGLOMÉRATION AMIENS MÉTROPOLE,24800053100173,SUBVENTION DE FONCTIONNEMENT SDEA 2020- CONSERVATOIRE A RAYONNEMENT REGIONAL AMIENS METROPOLE,"70 000,00",aide en numéraire,"Le règlement de la subvention interviendra selon l’échéancier suivant : une avance unique peut, sur demande du Bénéficiaire, lui être versée jusqu’à hauteur de 50% du montant prévisionnel de la subvention, si l’assiette subventionnable visée à l’article 2 est supérieure à 8 000 €, des acomptes peuvent, sur demande du Bénéficiaire, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Si une avance a été versée, le versement du premier acompte ne peut se faire que sur présentation des justificatifs de dépense de l’avance et des sommes visées par l’acompte. Aucun acompte ne peut être inférieur à 500 € et le solde sur production de l’ensemble des pièces justificatives décrites à l’article 5.",2020/10/05_2022/10/04,1,fonctionnement
Département de la Somme,22800001400016,2020/10/05,6.1,YNSECT,53494861700046,implantation d'une unité de production Ynfarm.,"440 000,00",aide en numéraire,"une avance unique peut, sur demande du Bénéficiaire, lui être versée jusqu’à hauteur de 30% du montant prévisionnel de la subvention. Cette avance sera versée au vu d’une lettre de commande ; des acomptes peuvent, sur demande du Bénéficiaire, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Aucun acompte ne peut être inférieur à 500 € ; le solde sur production de l’ensemble des pièces justificatives. Le montant du solde doit être supérieur ou égal à 10% du montant de la subvention",2020/10/05_2024/10/04,1,investissement
Département de la Somme,22800001400016,2020/10/05,6.3,REGION HAUTS DE FRANCE,20005374200017,aide exceptionnelle - plan de relance,"1 145 000,00",aide en numéraire,Le Département de la Somme s’engage à verser directement sa contribution à la Région Hauts-de-France.,2020/10/05_2024/10/04,1,investissement
Département de la Somme,22800001400016,2020/10/06,22,LES JARDINS DE LA BRESLE,41344003300012,Fonds social européen,"36 000,00",aide en numéraire,"Le total des versements, avance comprise, effectués avant la production du bilan d’exécution final ne peut excéder 80% du montant FSE prévisionnel. La participation FSE est versée au bénéficiaire au titre d’une avance de 50% du montant FSE prévisionnel, mise en paiement dès notification de la présente convention, sous réserve d’une attestation de démarrage de l’opération. La subvention FSE est versée au bénéficiaire sur production d’une demande de paiement intermédiaire ou finale. Cette demande de paiement prend la forme d’un bilan d’exécution intermédiaire ou final. Le versement de chaque paiement (intermédiaire ou final) est conditionné à l’acceptation du bilan d'exécution et à la réalisation du contrôle de service fait.",2020/10/06_2022/10/05,1,fonctionnement
Département de la Somme,22800001400016,2020/10/14,22,ASS VIMEU INSERTION FORMA JEUN,32642184900083,PAIEMENT DE LA CONVENTION FSE 201901455,"59 775,72",aide en numéraire,"Une avance unique peut, sur demande du Bénéficiaire, lui être versée jusqu’à hauteur de 50% du montant prévisionnel de la subvention ; des acomptes peuvent, sur demande du Bénéficiaire, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Aucun acompte ne peut être inférieur à 500 € ; le solde sur production de l‘ensemble des pièces justificatives. Le montant du solde doit être supérieur ou égal à 10 % du montant de la subvention.",2020/10/14_2022/10/13,1,fonctionnement
Département de la Somme,22800001400016,2020/10/14,22,VILLE D'AMIENS,21800019800018,ateliers chantiers d'insertion,"126 324,00",aide en numéraire,"Une avance unique peut, sur demande du bénéficiaire, lui être versé jusqu'à hauteur de 50 % du montant prévisionnel de la subvention; des acomptes peuvent, sur demande du bénéficiaire, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Aucun acompte ne peut être inférieur à 500 €; le solde sur production de l'ensemble des pièces justificatives. Le montant du solde doit être supérieur ou égal à 10 % du montant de la subvention.",2020/10/14_2022/10/13,1,fonctionnement
Département de la Somme,22800001400016,2020/10/14,23,LES ASTELLES,41102590100017,Fonds Social Européen,"33 480,00",aide en numéraire,"La participation FSE est versée au bénéficiaire au titre d’une avance de 50.00% du montant FSE prévisionnel, mise en paiement dès notification de la convention, sous réserve d’une attestation de démarrage de l’opération. Le versement de chaque paiement (intermédiaire ou final) est conditionné à l’acceptation du bilan d’exécution et à la réalisation du contrôle de service fait.",2020/10/14_2022/10/13,1,fonctionnement
Département de la Somme,22800001400016,2020/10/14,23,MISSION LOCALE PICARDIE MARI.,43012526000017,Fonds Social Européen,"86 450,00",aide en numéraire,"La participation FSE est versée au bénéficiaire au titre d’une avance de 50.00% du montant FSE prévisionnel, mise en paiement dès notification de la convention, sous réserve d’une attestation de démarrage de l’opération. Le versement de chaque paiement (intermédiaire ou final) est conditionné à l’acceptation du bilan d’exécution et à la réalisation du contrôle de service fait.",2020/10/14_2022/10/13,1,fonctionnement
Département de la Somme,22800001400016,2020/10/15,2.6,AIDE A LA PERSONNE DU CANTON D'ALBERT,13002522400010,attribution d'un soutien de la CNSA dans le cadre de la préfiguration du nouveau modèle de financement des SAAD.,"30 252,31",Aide en numéraire,"Dans le cadre de la préfiguration du nouveau modèle de financement des SAAD, une enveloppe est attribuée par la CNSA au Département. Le montant total de l’enveloppe annuelle attribuable à chaque SAAD est déterminé en fonction des crédits alloués au Département par la CNSA à la dotation complémentaire dans le cadre des CPOM et proratisé au nombre total d’heures prestataires du SAAD financées par le Département par rapport au nombre d’heures prestataires réalisées par l’ensemble des SAAD en CPOM. ",2020/10/15_2022/10/14,1,fonctionnement
Département de la Somme,22800001400016,2020/11/12,21,LES ASTELLES,41102590100017,Allocation socio professionnelle par les structures de l'IAE,"88 830,00",aide en numéraire,"Une avance unique peut, sur demande du bénéficiaire, lui être versé jusqu'à hauteur de 50 % du montant prévisionnel de la subvention ; des acomptes peuvent, sur demande du bénéficiaire, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Aucun acompte ne peut être inférieur à 500 € ; le solde sur production de l'ensemble des pièces justificatives. Le montant du solde doit être supérieur ou égal à 10 % du montant de la subvention.",2020/11/12_2022/11/11,1,fonctionnement
Département de la Somme,22800001400016,2020/11/18,21,AMIENS AVENIR JEUNES,32776460100024,Accompagnement des bénéficiaires du RSA par toutes les structures hors IAE,"60 000,00",aide en numéraire,"Une avance unique peut, sur demande du bénéficiaire, lui être versé jusqu'à hauteur de 50 % du montant prévisionnel de la subvention ; des acomptes peuvent, sur demande du bénéficiaire, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Aucun acompte ne peut être inférieur à 500 € ; le solde sur production de l'ensemble des pièces justificatives. Le montant du solde doit être supérieur ou égal à 10 % du montant de la subvention.",2020/11/18_2022/11/17,1,fonctionnement
Département de la Somme,22800001400016,2020/11/24,21,GEIQ TRANSPORTS DE L ARTOIS,43998437800026,Accompagnement des bénéficiaires du RSA par toutes les structures hors IAE,"60 000,00",aide en numéraire,"une avance unique peut, sur demande du Porteur de projet , lui être versée jusqu’à hauteur de 12 500 € ; des acomptes peuvent, sur demande du Porteur de projet, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Aucun acompte ne peut être inférieur à 500 € ; le solde sur production de l’ensemble des pièces justificatives. Le montant du solde doit être supérieur ou égal à 10% du montant de la subvention.",2020/11/24_2022/11/23,1,fonctionnement
Département de la Somme,22800001400016,2020/12/07,51,ASSOCIATION DES JARDINS PAYSAGERS DES HAUTS-DE-FRANCE ET DES HORTILLONNAGES,53362467200010,"conception, création, aménagement, et entretien jardins paysagers 2020","50 000,00",aide en numéraire,"une avance unique d’un minimum de 10 000 € peut, sur demande du Bénéficiaire, lui être versée jusqu’à hauteur de 5% du montant prévisionnel de la subvention. Cette avance sera versée au vu d’une attestation de commencement des travaux ; des acomptes peuvent, sur demande du Bénéficiaire, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Aucun acompte ne peut être inférieur à 500 € ; le solde sur production de l’ensemble des pièces justificatives. Le montant du solde doit être supérieur ou égal à 10% du montant de la subvention.",2020/12/07_2024/12/06,1,investissement
Département de la Somme,22800001400016,2020/12/07,6.1,AGENCE SERVICES PAIEMENT,18007011202392,soutien aux investissements dans kes élevages samariens - Plan de Compétitivité et d'Adaptation des Exploitations Agricoles (PCAE) - Appel à projets 2020.,"278 700,18",aide en numéraire,"une avance unique d’un minimum de 10 000 € peut, sur demande du Bénéficiaire, lui être versée jusqu’à hauteur de 5% du montant prévisionnel de la subvention. Cette avance sera versée au vu d’une attestation de commencement des travaux ; des acomptes peuvent, sur demande du Bénéficiaire, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Aucun acompte ne peut être inférieur à 500 € ; le solde sur production de l’ensemble des pièces justificatives. Le montant du solde doit être supérieur ou égal à 10% du montant de la subvention",2020/12/07_2024/12/06,1,investissement
Département de la Somme,22800001400016,2020/12/07,6.2,COMMUNAUTÉ AGGLOMÉRATION AMIENS MÉTROPOLE,24800053100173,"d'améliorer l'offre d'hébergement et de services du camping des Cygnes d'Amiens, s'inscrivant dans le développement de la ""Vallée Idéale"".","50 000,00",aide en numéraire,"une avance unique peut, sur demande du Bénéficiaire, lui être versée jusqu’à hauteur de 30% du montant prévisionnel de la subvention. Cette avance sera versée au vu d’une attestation de commencement des travaux ; des acomptes d’un minimum de 500 € peuvent lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées ; le solde, supérieur ou égal à 10% du montant de la subvention, sur production de l’ensemble des pièces justificatives",2020/12/07_2024/12/06,1,investissement
Département de la Somme,22800001400016,2020/12/08,21,GEIQ PROPRETE HAUTS DE FRANCE,80263673800014,Accompagnement des bénéficiaires du RSA par toutes les structures hors IAE,"60 000,00",aide en numéraire,"Une avance unique peut, sur demande du bénéficiaire, lui être versé jusqu'à hauteur de 50 % du montant prévisionnel de la subvention ; des acomptes peuvent, sur demande du bénéficiaire, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Aucun acompte ne peut être inférieur à 500 € ; le solde sur production de l'ensemble des pièces justificatives. Le montant du solde doit être supérieur ou égal à 10 % du montant de la subvention.",2020/12/08_2022/12/07,1,fonctionnement
Département de la Somme,22800001400016,2020/12/10,2.2,OFFICE PUBLIC HABITAT BAIE DE SOMME,27800001300013,Acquisition-Réhabilitation de 25 logements rue Millevoye et Dumont à Abbeville.,"100 000,00",aide en numéraire,"Le règlement de la subvention interviendra selon l’échéancier suivant : une avance unique peut, sur demande du Bénéficiaire, lui être versée jusqu’à hauteur de 30 % du montant prévisionnel de la subvention. Cette avance sera versée au vu d’une attestation de commencement des travaux, si l’assiette subventionnable visée à l’article 2 est supérieure à 8 000 €, des acomptes peuvent, sur demande du Bénéficiaire, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Si une avance a été versée, le versement du premier acompte ne peut se faire que sur présentation des justificatifs de dépense de l’avance et des sommes visées par l’acompte. Aucun acompte ne peut être inférieur à 500 €. Le solde sur production de l’ensemble des pièces justificatives décrites à l’article 5 et transmission de l'évaluation du projet social. Le montant du solde doit être supérieur ou égal à 10 % du montant de la subvention.",2020/12/10_2024/12/09,1,investissement
Département de la Somme,22800001400016,2020/12/10,2.2,OFFICE PUBLIC HABITAT BAIE DE SOMME,27800001300013,Construction de 30 logements Résidence du Moulin rue des Bost  Bethencourt sur Mer.,"100 000,00",aide en numéraire,"Le règlement de la subvention interviendra selon l’échéancier suivant : une avance unique peut, sur demande du Bénéficiaire, lui être versée jusqu’à hauteur de 30 % du montant prévisionnel de la subvention. Cette avance sera versée au vu d’une attestation de commencement des travaux, si l’assiette subventionnable visée à l’article 2 est supérieure à 8 000 €, des acomptes peuvent, sur demande du Bénéficiaire, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Si une avance a été versée, le versement du premier acompte ne peut se faire que sur présentation des justificatifs de dépense de l’avance et des sommes visées par l’acompte. Aucun acompte ne peut être inférieur à 500 €. Le solde sur production de l’ensemble des pièces justificatives décrites à l’article 5 et transmission de l'évaluation du projet social. Le montant du solde doit être supérieur ou égal à 10 % du montant de la subvention.",2020/12/10_2024/12/09,1,investissement
Département de la Somme,22800001400016,2020/12/10,3.1,AMEVA,25800468800028,PROGRAMME D AMENAGEMENT ET D ENTRETIEN DES RIVIERES SAINT LANDON ET AFFLUENTS 2020-2022,"35 386,00",aide en numéraire,"une avance unique peut, sur demande du Bénéficiaire, lui être versée jusqu’à hauteur de 30% du montant prévisionnel de la subvention. Cette avance sera versée au vu d’une attestation de commencement des travaux ; des acomptes d’un minimum de 500 € peuvent lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées ; le solde, supérieur ou égal à 10% du montant de la subvention, sur production de l’ensemble des pièces justificatives",2020/12/10_2024/12/09,1,investissement
Département de la Somme,22800001400016,2020/12/10,3.1,ASA DES BAS CHAMPS DE CAYEUX,29800429200017,PROGRAMME D AMENAGEMENT ET D ENTRETIEN DES RIVIERES SAINT LANDON ET AFFLUENTS 2020-2022-,"37 339,00",aide en numéraire,"une avance unique peut, sur demande du Bénéficiaire, lui être versée jusqu’à hauteur de 30% du montant prévisionnel de la subvention. Cette avance sera versée au vu d’une attestation de commencement des travaux ; des acomptes d’un minimum de 500 € peuvent lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées ; le solde, supérieur ou égal à 10% du montant de la subvention, sur production de l’ensemble des pièces justificatives",2020/12/10_2024/12/09,1,investissement
Département de la Somme,22800001400016,2021/01/15,21.3.3,SYNDICAT MIXTE BAIE DE SOMME 3 VALLEES,20003931100028,contribution statutaire 2021,"300 000,00",aide en numéraire,A LA NOTIFICATION,2021/01/15_2023/01/14,1,fonctionnement
Département de la Somme,22800001400016,2021/01/15,21.6.1,SYNDICAT MIXTE DE L AEROPORT D ALBERT PICARDIE,25800450600014,attribution d'une subvention de fonctionnement au titre de l'année 2021.,"100 000,00",aide en numéraire,Cette subvention sera versée en une seule fois dès la notification de la présente délibération.,2021/01/15_2023/01/14,1,fonctionnement
